# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1220920576
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,index.1
-728.341,0.995468,0.102813,5,31,0,734.945,-1.22296,-0.431485,3.09687,-0.400525,-0.201561,0.126154,0.0928438,0.960914,-2.11641,0.2452,5.80668,5.13386,0.997002,0.994141,0.125,0.209364,0.386129,0.210623,0.218849,0.232896,0.23144,0.271436,0.149071,8
-721.348,0.999651,0.103986,5,31,0,731.619,-1.0066,0.0122136,1.85461,-1.54006,-1.33637,-0.330319,-0.440828,0.171319,-0.539699,0.440843,5.67515,5.12319,0.996582,0.994078,0.125,0.268703,0.452888,0.156365,0.16858,0.240084,0.231309,0.282707,0.22365,8
-728.653,0.981378,0.106043,4,15,0,733.087,-1.07431,-0.604735,0.638661,-1.51913,-1.24884,0.217635,-0.285108,0.441692,0.972992,0.505897,4.886,4.83093,0.992505,0.992084,0.125,0.200969,0.320556,0.136716,0.15367,0.276035,0.228192,0.299252,0.358454,8
-725.766,0.998954,0.104217,5,31,0,734.211,-1.07353,-0.712669,2.60447,-1.41793,-0.878716,-0.610808,-0.369656,0.740387,-0.409493,0.23572,6.14793,5.71308,0.997867,0.996708,0.125,0.224172,0.38708,0.196587,0.217438,0.228375,0.238547,0.289255,0.236845,8
-728.365,0.998134,0.106091,5,31,0,731.373,-1.08556,-0.872006,3.34354,-1.97758,0.186312,-0.5733,-0.293722,1.00089,-0.526004,0.25478,5.56875,5.86667,0.996199,0.997176,0.125,0.212867,0.441841,0.169467,0.261518,0.225897,0.238596,0.303528,0.228011,8
-725.834,0.995901,0.107797,5,31,0,734.552,-1.14883,-0.693985,3.09336,-0.488065,-1.09486,-0.411723,-0.280985,0.101936,0.246712,0.328117,6.23779,5.60473,0.99805,0.996333,0.125,0.201566,0.466589,0.212659,0.181225,0.216883,0.224258,0.246869,0.255807,8
-728.053,0.995254,0.109021,5,31,0,733.584,-1.19463,1.13785,1.8507,-0.490023,1.66551,-1.2107,0.129562,-0.37688,-0.48942,0.255811,4.95815,4.87873,0.993023,0.992451,0.125,0.288319,0.327128,0.21082,0.316787,0.181778,0.238397,0.215676,0.210846,8
-721.522,0.995985,0.110099,5,31,0,731.26,-1.1683,-0.0789141,2.07611,-0.213481,0.302654,-1.13451,-0.0229853,0.676571,0.552042,0.45263,4.81439,5.00442,0.991953,0.993336,0.125,0.230761,0.4431,0.220127,0.26283,0.156856,0.235285,0.296909,0.285278,8
-722.379,0.957952,0.111328,5,31,0,728.08,-1.26933,0.549855,1.2018,-0.424115,-1.32632,0.354868,-0.112047,0.453531,-0.0685203,0.666262,5.14461,5.08833,0.994203,0.993869,0.125,0.288438,0.384945,0.174812,0.104051,0.262524,0.206856,0.275447,0.211655,8
-720.786,1,0.104505,5,31,0,723.78,-1.21372,0.132174,1.57339,-0.258798,0.213102,-0.986117,0.2402,0.716701,0.0390321,0.579066,5.60697,4.96436,0.996341,0.993066,0.125,0.242839,0.424917,0.203659,0.251559,0.143718,0.254524,0.310304,0.23306,8
-721.342,0.985557,0.106497,5,31,0,726.001,-1.25836,-0.469632,1.10453,-0.378065,-0.677097,-0.411292,0.0182399,0.459959,0.462527,0.551767,5.16268,5.22288,0.994306,0.994637,0.125,0.179832,0.343233,0.187404,0.163562,0.184628,0.222995,0.268044,0.268322,8
-726.218,0.991129,0.105515,5,31,0,730.554,-1.07459,0.405279,2.04512,-0.837163,-1.92716,-0.879176,-0.733556,0.48856,-1.10811,0.220295,6.1649,4.97168,0.997902,0.993116,0.125,0.271839,0.348859,0.221144,0.182555,0.219554,0.2251,0.275486,0.211034,8
-721.042,1,0.10567,5,31,0,729.785,-1.36428,0.185294,1.42749,-0.770591,-0.00873478,-0.406579,0.0561572,0.553179,0.507649,0.825683,4.82576,5.17668,0.992043,0.994385,0.125,0.229474,0.453726,0.119146,0.202379,0.154467,0.211166,0.287506,0.279867,8
-724.767,0.960134,0.107629,5,31,0,728.682,-1.36832,0.354342,1.98465,0.296937,-0.500854,0.103561,0.287923,0.500507,-0.271565,0.327685,6.20462,4.97651,0.997984,0.993149,0.125,0.222318,0.327838,0.219083,0.177636,0.208435,0.218578,0.230709,0.188879,8
-728.535,0.999253,0.101579,5,31,0,731.521,-1.12409,-0.917166,2.7434,0.538122,-0.301338,-0.137435,0.175433,0.51335,-0.767034,0.283643,6.48923,5.26613,0.998483,0.994863,0.125,0.200329,0.414366,0.27459,0.229778,0.238109,0.25458,0.273193,0.207238,8
-724.647,0.997866,0.103303,5,31,0,734.976,-0.884144,0.688803,0.835796,-1.31373,-0.928067,-0.843912,-0.715213,0.0459186,-0.0297722,0.616379,4.64189,4.81101,0.990453,0.991926,0.125,0.387086,0.408788,0.155264,0.189052,0.197133,0.20999,0.298209,0.288538,8
-724.434,0.99987,0.104757,5,31,0,731.24,-1.02443,-1.08397,1.2838,-0.171739,0.140625,-0.738265,-0.327724,0.0352615,-0.633912,0.721521,5.30235,5.0501,0.995045,0.993632,0.125,0.141058,0.475484,0.240792,0.284354,0.174063,0.220821,0.269141,0.185154,8
-720.203,0.999815,0.106614,4,15,0,726.6,-1.15307,0.167532,1.41251,-0.762187,-0.697081,-0.516032,-0.077764,0.317605,0.283208,0.432221,6.03968,5.08537,0.997623,0.993851,0.125,0.253381,0.367594,0.18505,0.189331,0.201634,0.233853,0.265847,0.262956,8
-721.372,0.998712,0.108469,5,31,0,722.745,-1.18605,0.166261,1.74365,-0.668084,0.154351,-0.887291,-0.0454793,0.988847,-0.0383126,0.645311,5.73207,5.27731,0.99677,0.99492,0.125,0.25374,0.48479,0.165595,0.252288,0.146962,0.228747,0.366343,0.229564,8
-725.847,0.922911,0.110105,5,31,0,729.087,-1.01763,-0.333221,1.80388,0.286021,-1.06136,-0.660411,0.0438979,-0.503312,-0.379118,0.341506,5.16711,4.91329,0.994331,0.992705,0.125,0.243898,0.400929,0.284968,0.200994,0.223886,0.268423,0.233346,0.241019,8
-725.846,0.997952,0.0970764,5,31,0,731.778,-1.1257,-0.144986,1.3149,0.160733,-1.9428,-0.847687,-0.28931,-0.788979,0.0770533,0.547689,5.24806,5.09019,0.99477,0.993881,0.125,0.230567,0.399981,0.2616,0.100675,0.169388,0.216844,0.17396,0.252844,8
-720.588,0.999674,0.0984245,5,31,0,729.189,-0.865366,-0.00492154,1.3251,-1.43458,-0.862104,-1.20444,-0.522628,0.348839,-0.228858,0.543652,4.8846,4.74912,0.992495,0.991415,0.125,0.295662,0.463821,0.161748,0.20849,0.179438,0.240581,0.337217,0.270954,8
-721.614,0.989232,0.10009,5,31,0,725.924,-1.06271,-0.605797,1.52357,-0.315746,-0.238417,-0.761493,-0.451312,-0.287852,-0.767573,0.42722,5.29405,5.30563,0.995004,0.995061,0.125,0.210565,0.398478,0.231902,0.237838,0.199721,0.221746,0.234031,0.199307,8
-724,0.997949,0.0998341,5,31,0,727.315,-0.904494,-0.0965699,1.42701,-0.247783,-1.09068,-1.49791,-0.498685,0.0648227,-1.21812,0.498996,5.41895,6.13317,0.995588,0.997835,0.125,0.278346,0.452043,0.263445,0.190196,0.160846,0.23988,0.294808,0.180594,8
-724,0.951418,0.101172,5,31,0,733.49,-1.10123,-0.0974936,1.53147,-1.15599,-0.696076,-0.715776,-0.14582,0.295318,0.754344,0.497503,6.70419,5.9389,0.998776,0.997372,0.125,0.240538,0.415975,0.157581,0.190382,0.188876,0.236173,0.278019,0.326086,8
-727.701,0.982077,0.0941951,5,31,0,730.904,-1.14391,-0.146632,1.24856,-1.06088,-0.98958,-0.646059,-0.347102,0.50128,0.877344,0.443689,7.20613,6.04774,0.999259,0.997642,0.125,0.229883,0.356649,0.165949,0.170374,0.193011,0.214516,0.284652,0.31981,8
-726.599,0.997638,0.0927541,5,63,0,734.91,-1.27941,-0.182281,1.57502,-0.899943,-1.32163,-0.106709,0.198404,0.959686,-0.319539,0.488445,6.89523,6.28868,0.998988,0.998146,0.125,0.20287,0.37517,0.152002,0.12731,0.208905,0.234602,0.30775,0.192244,8
-721.046,0.997441,0.0939408,5,63,0,732.921,-0.874488,0.169676,1.38463,-0.643507,-1.48967,-0.893575,-0.339834,-0.335171,-0.493631,0.621988,5.25503,5.50612,0.994806,0.995955,0.125,0.316706,0.496684,0.218447,0.141724,0.193055,0.252399,0.252946,0.234779,8
-724.556,0.922181,0.095094,5,31,0,731.029,-0.814368,-0.0432222,1.11058,-0.17323,-1.35461,-0.373599,-0.595215,-0.195813,-0.115825,0.517156,5.15474,5.37555,0.994261,0.995393,0.125,0.302226,0.440281,0.288238,0.180212,0.267454,0.245606,0.285848,0.294367,8
-726.296,0.999962,0.0841216,5,31,0,732.209,-1.12765,-0.231959,1.65817,-0.683556,-0.986472,-0.449767,-0.0951975,-0.532861,-1.39551,0.333816,5.4332,4.18151,0.99565,0.984954,0.125,0.230573,0.360286,0.204919,0.188935,0.217928,0.238772,0.213237,0.168894,8
-727.873,0.997155,0.0855569,5,31,0,733.523,-0.951438,0.219195,1.60748,-1.63429,0.268691,-1.7328,-0.427744,1.10883,0.559387,0.455858,4.40172,5.52373,0.987892,0.996025,0.125,0.299115,0.445553,0.15493,0.303866,0.149142,0.241142,0.390319,0.332603,8
-725.707,0.999936,0.0865678,5,31,0,732.435,-1.09918,0.332341,0.715996,-0.506751,-1.1059,-1.0365,0.0469218,0.470216,-1.23069,0.252545,5.19575,4.96624,0.99449,0.993079,0.125,0.265955,0.285293,0.22668,0.201256,0.204088,0.252122,0.272807,0.196237,8
-728.024,0.988002,0.0880096,5,63,0,731.971,-1.14474,0.0479166,2.70418,-0.0989201,-0.571239,0.0968126,-0.151748,1.60731,0.526157,0.485232,5.25549,5.11236,0.994808,0.994014,0.125,0.245735,0.541756,0.232769,0.19436,0.250159,0.228222,0.409793,0.291227,8
-723.402,0.999911,0.0875982,5,31,0,738.473,-1.27779,-0.178593,2.37659,-0.379864,-1.31237,0.201963,0.121895,0.9236,0.465244,0.432303,6.17857,4.63112,0.997931,0.99035,0.125,0.205055,0.437729,0.191235,0.136446,0.233173,0.227041,0.293486,0.254138,8
-721.994,0.976003,0.0890282,5,31,0,731.107,-1.36815,0.509065,1.8871,0.00525131,-0.702049,-0.290904,0.483051,1.06522,-0.482954,0.667597,5.39657,5.67797,0.995488,0.996591,0.125,0.263414,0.472944,0.203486,0.137426,0.173309,0.260058,0.341412,0.155701,8
-721.019,0.999575,0.0867629,5,63,0,726.517,-1.24963,-0.298148,1.88154,-0.688584,-1.64396,0.0292351,0.169629,0.559246,0.00885242,0.526173,5.25078,5.39459,0.994784,0.995479,0.125,0.196786,0.435459,0.166319,0.107682,0.225439,0.238599,0.277807,0.223572,8
-723.728,0.997019,0.0881109,5,63,0,728.529,-1.00619,-0.410372,1.7026,-1.28361,-1.71798,-0.485662,-0.2985,0.165152,-1.328,0.427535,3.98082,4.73493,0.981672,0.991293,0.125,0.234758,0.430878,0.174369,0.149226,0.229025,0.243459,0.281794,0.171653,8
-721.636,0.999104,0.089069,5,31,0,727.834,-1.10817,0.114164,1.37532,-0.561965,-0.507935,-1.0812,-0.10443,0.269148,0.398313,0.634526,6.53059,5.57837,0.998544,0.996236,0.125,0.261974,0.441396,0.187741,0.193025,0.142556,0.236054,0.281427,0.298294,8
-721.739,0.994583,0.0903507,5,63,0,727.229,-1.00684,-0.760926,1.34123,-0.797063,-1.81929,-1.17107,-0.395219,0.608937,-0.22136,0.467102,6.04979,5.2316,0.997647,0.994683,0.125,0.203871,0.406042,0.201145,0.135096,0.174531,0.233,0.326863,0.247826,8
-722.309,0.987537,0.090926,5,31,0,726.074,-0.8021,-0.749637,1.25227,-0.652598,-0.572098,-1.30468,-0.810473,0.392464,-0.306937,0.427001,5.5955,5.25382,0.996299,0.9948,0.125,0.245604,0.433551,0.253362,0.25992,0.204371,0.240823,0.346487,0.282284,8
-724.782,0.999837,0.0903967,5,31,0,727.283,-0.937496,-0.443492,1.52037,-2.02506,-0.409002,-1.12083,-0.369204,0.674603,-0.773981,0.339599,3.97245,4.87991,0.981521,0.99246,0.125,0.251975,0.396235,0.164488,0.254189,0.21113,0.25676,0.329952,0.231415,8
-723.64,0.999147,0.0917797,5,31,0,728.681,-1.00774,-0.494819,1.20828,-1.44043,-0.613782,-1.10471,-0.781757,0.678855,-0.756062,0.35196,4.76022,4.31921,0.991509,0.986864,0.125,0.234712,0.358364,0.180242,0.227274,0.198363,0.217059,0.316737,0.2186,8
-723.414,0.999349,0.0930598,5,31,0,727.262,-0.989769,-0.995472,1.38642,-1.12784,-0.571842,-0.877184,-0.717438,0.553785,0.175814,0.400187,4.80647,4.35979,0.99189,0.98738,0.125,0.199704,0.392947,0.191372,0.228181,0.207377,0.218082,0.316879,0.285078,8
-727.782,0.992047,0.0943763,5,31,0,731.442,-0.753372,0.244022,-0.0226331,-0.588921,-1.33598,-0.883648,-0.805257,-0.352674,-1.44371,0.489048,5.0873,5.7353,0.993863,0.99678,0.125,0.346597,0.317683,0.260883,0.19675,0.234061,0.241004,0.283768,0.188557,8
-725.25,0.998619,0.0945228,5,63,0,734.336,-0.95063,-1.07521,2.11586,-0.732838,0.22143,-0.713927,-0.451281,-0.415284,-0.624236,0.423913,4.82503,4.39982,0.992038,0.987869,0.125,0.196798,0.486581,0.220752,0.298016,0.222134,0.241965,0.244775,0.228773,8
-728.064,0.997873,0.0957186,5,31,0,733.279,-1.17193,-0.236369,1.51472,-1.59289,0.0117102,0.0659317,-0.215062,-0.225202,-1.84409,0.331044,4.44616,4.64871,0.988412,0.990517,0.125,0.222668,0.338386,0.154563,0.237206,0.240469,0.223892,0.223309,0.144006,8
-730.145,0.992831,0.0967953,5,31,0,734.968,-1.10114,-0.40672,2.4316,-0.271614,-2.63156,-1.24069,-0.67461,0.280077,1.2535,0.39593,5.97325,5.41583,0.997461,0.995574,0.125,0.2206,0.465455,0.229934,0.104982,0.169051,0.202904,0.270862,0.353237,8
-725.02,0.999839,0.0970499,5,63,0,733.384,-0.953116,0.192661,2.30395,-0.894127,-2.15917,-1.36029,-0.558433,-0.240242,0.0758899,0.277398,5.0803,4.99738,0.99382,0.99329,0.125,0.289118,0.422138,0.231272,0.174788,0.209083,0.248239,0.265074,0.282506,8
-723.166,0.999593,0.0984429,5,31,0,726.694,-1.102,0.0137123,1.62754,-0.589935,-1.7081,-1.33051,-0.459962,-0.364274,-0.132412,0.332252,4.62455,5.04103,0.990287,0.993574,0.125,0.250218,0.363258,0.2145,0.158488,0.175945,0.221866,0.227403,0.241221,8
-722.971,0.998362,0.0998011,5,31,0,728.977,-1.03154,-0.353277,0.673285,-1.12203,0.390604,-0.452386,-0.298011,0.658399,-0.58951,0.458333,5.39964,5.45977,0.995502,0.995763,0.125,0.232641,0.326743,0.175693,0.298906,0.22463,0.237193,0.325244,0.213874,8
-723.994,0.970965,0.100958,5,31,0,730.61,-0.999638,-0.178717,1.74485,-0.713404,-1.49581,-1.06425,-0.498987,-0.498734,-0.634758,0.651968,4.58177,4.47043,0.989867,0.988687,0.125,0.246725,0.534433,0.187741,0.121868,0.155317,0.209994,0.210021,0.195686,8
-726.177,1,0.0976012,5,31,0,728.564,-1.10321,-0.448067,1.09196,-1.42027,0.437536,-0.870461,-0.45126,1.51857,-0.201023,0.338928,5.33668,5.79754,0.995211,0.996974,0.125,0.221823,0.324511,0.170147,0.277896,0.198096,0.221636,0.356972,0.236612,8
-731.447,0.992919,0.0989908,5,31,0,735.223,-1.21979,0.820599,2.32881,-0.670763,-0.254624,-0.843258,-0.557228,0.768797,1.77311,0.155137,6.32161,4.43856,0.998206,0.988325,0.125,0.251151,0.297652,0.210179,0.221096,0.205771,0.213118,0.249643,0.27995,8
-734.496,0.998815,0.0992278,5,31,0,738.116,-1.13294,1.22196,2.2431,0.243535,-0.456287,-0.964343,-0.891867,1.33117,1.79595,0.182908,6.25827,4.15486,0.998089,0.984554,0.125,0.287116,0.326808,0.251921,0.228571,0.2126,0.214827,0.291222,0.309076,8
-735.459,0.998876,0.100423,5,63,0,743.155,-1.13209,1.68098,1.70073,-0.103216,-2.50913,-1.82699,-0.716903,0.78291,1.60039,0.155985,6.49456,5.55362,0.998491,0.996142,0.125,0.295279,0.295921,0.240821,0.178951,0.195121,0.223756,0.266987,0.29267,8
-730.863,0.999173,0.10163,5,47,0,739.001,-1.13701,-0.484997,1.66077,-0.955378,0.558806,0.470416,0.265637,0.609575,-1.95024,0.35243,3.98263,4.65233,0.981704,0.990551,0.125,0.212832,0.365469,0.186379,0.280886,0.274637,0.260496,0.284515,0.138915,8
-729.364,0.99212,0.10289,5,31,0,735.153,-1.06977,0.215441,2.07065,-0.877132,-0.513173,-1.68618,-0.683957,0.119922,1.20675,0.416439,6.70643,5.67421,0.998778,0.996578,0.125,0.272882,0.448318,0.192315,0.21696,0.145299,0.20512,0.265061,0.361876,8
-724.252,0.995855,0.102971,5,31,0,734.385,-1.06886,-0.060426,1.61125,-1.26113,-0.396964,-1.44919,-0.684673,0.459304,0.565243,0.26894,6.15449,4.91957,0.997881,0.992751,0.125,0.252539,0.346257,0.196545,0.23584,0.18868,0.222181,0.279823,0.285601,8
-724.644,0.997344,0.10367,5,31,0,728.749,-0.992662,-0.615221,1.44708,-0.947032,-0.436937,-1.34781,-0.618818,0.872408,0.67048,0.290519,6.19856,5.03504,0.997972,0.993536,0.125,0.236603,0.360716,0.219635,0.246085,0.200331,0.236414,0.323177,0.31048,8
-732.644,0.953524,0.104616,5,63,0,737.51,-1.12416,-0.405485,2.08429,-1.29662,0.731941,-2.92623,-0.566517,0.865611,-1.2682,0.290831,4.2082,5.568,0.985345,0.996196,0.125,0.224073,0.373324,0.182238,0.286736,0.121832,0.216036,0.294752,0.183473,8
-734.057,0.990072,0.0984012,6,63,0,741.873,-1.33104,-0.778732,2.02705,-1.80815,0.257336,-1.04091,-0.140189,2.05117,1.09898,0.154313,5.82966,4.68512,0.99707,0.990853,0.125,0.189815,0.26537,0.166579,0.215627,0.183671,0.205433,0.266096,0.238403,8
-731.838,0.999628,0.0981554,4,15,0,735.849,-1.22632,-0.851901,2.22596,-1.75489,0.163772,-1.12947,-0.170458,2.22955,0.966405,0.149468,5.47466,4.5027,0.995826,0.989042,0.125,0.205273,0.290364,0.184129,0.231147,0.198588,0.222388,0.290475,0.253151,8
-733.008,0.991843,0.0994096,5,31,0,736.506,-1.05067,-0.172835,1.71008,-2.1737,0.312222,-0.995282,0.0420614,2.14646,0.800383,0.142344,5.95181,4.66792,0.997406,0.990696,0.125,0.254401,0.308476,0.204226,0.267718,0.23284,0.260247,0.321882,0.281559,8
-731.286,0.999883,0.0994317,6,63,0,738.004,-1.14774,-0.458103,1.44988,1.65478,-0.939367,-0.63621,-0.449324,0.819437,0.306975,0.0946513,5.23635,4.98382,0.994709,0.993199,0.125,0.233062,0.26688,0.270692,0.225019,0.230062,0.23321,0.255369,0.246255,8
-727.557,0.993877,0.100724,5,63,0,738.221,-1.29614,0.889691,2.64191,-0.171961,1.36529,-0.618718,0.553069,1.40672,0.0344264,0.317997,6.07896,5.98423,0.997715,0.997488,0.125,0.266351,0.387931,0.205736,0.296926,0.183489,0.245963,0.299684,0.216668,8
-725.095,0.991709,0.101058,5,63,0,731.308,-1.18837,-0.142869,1.48189,-0.716929,-2.12926,-0.382696,-0.286594,0.229652,0.132655,0.713104,4.01781,4.36393,0.982326,0.987432,0.125,0.215811,0.46714,0.154516,0.0625761,0.188273,0.198971,0.264132,0.250909,8
-723.848,0.999748,0.101044,5,31,0,728.072,-1.02584,0.256068,1.18309,-0.56518,0.457696,-0.420298,-0.0694699,0.399849,-0.373024,0.808439,6.79164,5.54796,0.998878,0.99612,0.125,0.306012,0.48266,0.185011,0.341678,0.203327,0.253127,0.331238,0.209588,8
-721.567,1,0.102307,4,15,0,727.008,-1.05529,0.1193,1.2783,-0.491596,0.259662,-0.393659,-0.0514796,0.288789,-0.424323,0.743112,6.62397,5.52985,0.998674,0.996049,0.125,0.27555,0.47368,0.194567,0.296851,0.206226,0.25095,0.301389,0.202521,8
-721.376,0.987135,0.103616,5,31,0,726.453,-1.16879,-0.203585,0.736601,-0.300758,-0.967602,-0.321354,0.147012,0.304842,-0.0684711,0.765612,6.48132,4.93304,0.998471,0.992847,0.125,0.210044,0.353237,0.197966,0.129026,0.195474,0.258029,0.28183,0.227723,8
-720.029,0.993759,0.102847,5,31,0,726.468,-1.00639,0.237731,1.39477,-0.682527,-0.229733,-0.742255,-0.271052,0.273666,-0.626454,0.546876,5.83028,4.64066,0.997071,0.990441,0.125,0.293929,0.439394,0.201066,0.243788,0.19587,0.239647,0.298024,0.206037,8
-721.229,0.986069,0.103141,5,31,0,726.731,-0.982761,0.386719,0.914402,-1.45054,-0.907226,-0.840249,-0.305373,0.285119,-0.548536,0.479644,5.34451,5.50412,0.995248,0.995947,0.125,0.310609,0.367217,0.157294,0.19499,0.200082,0.244303,0.300271,0.223417,8
-723.59,0.995081,0.102206,5,31,0,726.253,-1.25089,-0.543615,1.20885,0.00418207,-1.52873,-0.400425,-0.0174887,0.533258,0.181304,0.434782,4.80316,4.62709,0.991863,0.990312,0.125,0.184336,0.326227,0.222861,0.128359,0.193881,0.221234,0.265215,0.236483,8
-730.087,0.985977,0.102702,5,31,0,733.397,-1.1652,1.86895,3.09652,-1.02723,-0.485242,-0.565565,0.634467,1.40174,-0.0168309,0.269069,5.41684,5.55016,0.995578,0.996128,0.125,0.340218,0.41775,0.191299,0.214879,0.211255,0.270027,0.312591,0.236904,8
-722.471,0.994112,0.101757,5,31,0,734.934,-0.993827,-0.296062,1.50073,0.0641959,-0.303993,-0.819866,-0.224492,0.226885,0.0309105,0.559304,4.53827,4.50409,0.989421,0.989057,0.125,0.238774,0.461461,0.277295,0.237968,0.189635,0.246125,0.295894,0.273579,8
-724.339,0.992361,0.10209,5,31,0,727.948,-1.07311,-0.166073,1.69322,-1.59486,-1.41691,-0.384846,0.122347,0.982945,-0.733452,0.38132,5.80719,5.50003,0.997003,0.99593,0.125,0.242975,0.394735,0.156928,0.166116,0.227961,0.263772,0.332191,0.205415,8
-724.822,0.996804,0.102145,5,31,0,728.987,-1.10615,0.231478,1.2613,-1.54573,-1.51653,-0.500847,0.205909,1.06434,-0.581672,0.427265,5.84355,5.50553,0.99711,0.995952,0.125,0.26752,0.361875,0.145968,0.14753,0.210795,0.265384,0.342676,0.205107,8
-722.824,0.998234,0.102892,5,31,0,731.58,-1.12123,-0.633863,1.50937,-0.448876,0.170168,-0.930044,-0.373421,0.0534477,-0.588369,0.350423,5.96049,5.15094,0.997428,0.994239,0.125,0.206959,0.356104,0.2178,0.257003,0.190441,0.222339,0.249271,0.209588,8
-725.072,0.990219,0.103863,5,31,0,730.434,-1.20242,-0.319111,2.87704,-0.971947,-1.19133,-0.668671,0.0823649,-0.15552,1.06608,0.294726,5.70827,5.04812,0.996693,0.99362,0.125,0.214759,0.412295,0.18409,0.174576,0.197896,0.235385,0.223002,0.291477,8
-726.365,0.992976,0.103567,5,31,0,734.341,-1.14753,-0.207933,3.05902,-1.0565,-1.24895,-0.6818,-0.141214,-0.324974,1.23842,0.286724,5.86583,4.93485,0.997173,0.99286,0.125,0.230205,0.432799,0.189931,0.181586,0.207013,0.233613,0.224312,0.311643,8
-725.135,0.991502,0.103702,4,31,0,730.86,-1.1244,-0.336151,3.47184,-0.893524,-0.503935,-0.527073,-0.163002,0.495889,0.725319,0.326831,5.35243,5.20353,0.995286,0.994533,0.125,0.225436,0.502575,0.195221,0.216005,0.214727,0.23547,0.276412,0.291658,8
-727.045,0.99236,0.103603,5,63,0,732.16,-0.926444,-0.0436706,1.08343,-1.62028,-0.873367,-2.50425,-0.326404,0.0313903,-0.419616,0.306985,4.45316,4.64249,0.988492,0.990458,0.125,0.280931,0.355753,0.194059,0.232445,0.155092,0.263735,0.285609,0.258216,8
-724.483,1,0.103635,4,15,0,727.713,-0.989836,-0.11491,1.21645,-1.38445,-0.670547,-2.21723,-0.795606,-0.255958,-0.466656,0.347817,4.48916,4.84737,0.988895,0.992212,0.125,0.263122,0.361991,0.186734,0.227398,0.146662,0.219846,0.253721,0.240097,8
-724.867,0.997265,0.104859,5,31,0,730.081,-0.897116,-1.12746,1.14722,-0.797298,-0.268441,-1.11279,-0.621171,-0.164669,0.75067,0.496535,5.89825,5.47071,0.997263,0.995809,0.125,0.188936,0.418854,0.215345,0.263005,0.190054,0.23049,0.273114,0.371828,8
-722.964,0.991408,0.105655,5,31,0,730.274,-1.12841,-0.334884,1.47311,-0.576843,-1.9246,-0.0705876,-0.289444,-0.276048,-0.790285,0.501305,5.33501,4.86468,0.995203,0.992345,0.125,0.21479,0.403733,0.195041,0.109757,0.237978,0.218657,0.219807,0.178788,8
-721.74,0.997366,0.105523,5,31,0,730.181,-0.801505,0.128914,0.7452,-0.72147,-0.0577921,-0.842501,-0.400001,0.292687,-0.829847,0.713983,4.54931,5.04724,0.989536,0.993614,0.125,0.329718,0.433043,0.211381,0.300952,0.197335,0.252165,0.356054,0.19877,8
-722.33,0.956804,0.106327,5,31,0,728.057,-1.0511,-0.392028,1.71992,-0.847227,-0.492045,-1.0931,-0.546874,-0.227612,-0.821364,0.549228,5.4583,5.38148,0.995757,0.99542,0.125,0.219872,0.473407,0.179989,0.210594,0.160911,0.205632,0.235752,0.182095,8
-727.802,0.989717,0.100872,5,31,0,734.798,-1.0519,0.174318,0.264718,-1.39369,-0.931249,-1.21836,-0.597532,0.331096,0.0146051,0.484813,4.32465,4.19408,0.986935,0.98514,0.125,0.275402,0.284234,0.150898,0.181922,0.162116,0.207249,0.290826,0.260222,8
-724.813,0.998502,0.1005,5,31,0,733.166,-0.828573,-0.114565,1.15922,-0.612168,-0.745365,-1.09238,-0.334371,0.70312,-1.10721,0.669144,4.84712,4.5067,0.99221,0.989086,0.125,0.287976,0.486781,0.224749,0.209601,0.173714,0.258781,0.411423,0.172294,8
-723.748,1,0.101435,5,31,0,730.285,-0.933233,-0.162141,1.25063,-0.839644,-1.77961,-0.235557,-0.159923,-0.547127,-0.131134,0.529926,4.91957,5.55418,0.992751,0.996144,0.125,0.265192,0.432786,0.201301,0.132815,0.25768,0.265421,0.227379,0.268406,8
-722.554,0.991851,0.102597,5,31,0,730.496,-0.743249,-0.794669,0.533711,-0.821123,-1.06311,-1.27782,-0.580859,0.268115,-0.136852,0.769996,4.64885,5.91649,0.990518,0.997313,0.125,0.205031,0.417683,0.201731,0.173383,0.15095,0.233168,0.368932,0.299722,8
-721.473,0.997005,0.102529,5,31,0,726.492,-1.23516,0.355978,1.79744,-1.06387,-0.857194,-0.467652,0.101369,-0.0969553,-0.393971,0.486283,5.51809,4.49156,0.996003,0.988921,0.125,0.256918,0.410696,0.147732,0.160839,0.188075,0.234,0.217158,0.193607,8
