# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,index.1,index.2,index.3,index.4
-733.59,0.994676,0.0198074,8,255,0,747.972,-0.50417,-0.771778,-0.953515,-0.875461,-0.548965,-0.645417,-0.222257,0.280335,-0.121032,2.65006,0.0631575,0.948406,-0.274581,0.942571,0.364044,0.5922,0.908235,-1.55012,1.10827,0.537978,0.0560764,0.145823,5.25935,5.14504,0.994828,0.994206,0.00168979,0.213346,0.181643,0.19479,0.257433,0.237648,0.331899,0.262027,0.223183,0,0,0,0,0.243515,0.246831,0.245849,0.250179,0,0,0.224058,0.234778,0.247958,0.237394,0.316342,0,6,8,6,9
-732.97,0.99637,0.0206324,7,255,0,741.609,-1.09772,-0.130142,-0.141617,-0.113906,0.185774,-0.133653,0.238976,-0.261969,-0.503346,0.845709,-0.0564655,0.668543,-0.130424,-1.32594,-0.902468,0.554302,0.521318,1.44487,0.81491,0.310756,0.170887,0.4601,6.21966,5.08752,0.998014,0.993865,0.00168979,0.210643,0.209102,0.212837,0.256287,0.210171,0.264576,0.236519,0.223372,0,0,0,0,0.228033,0.237079,0.227446,0.23871,0,0,0.220747,0.251513,0.210796,0.192975,0.307328,0,6,8,6,9
-740.311,0.997603,0.0215848,7,127,0,750.689,-0.792005,-1.07412,-1.43332,-1.27721,-1.43141,-0.818516,0.43579,0.228069,-0.0204972,1.04121,0.620471,0.152272,0.442527,-1.17095,1.89193,0.603514,1.06233,-1.3138,0.270155,0.605988,0.184631,0.0182935,4.34509,5.81891,0.987196,0.997038,0.00168979,0.236763,0.219736,0.227026,0.219824,0.24942,0.317736,0.26288,0.235032,0,0,0,0,0.238551,0.233462,0.254132,0.300004,0,0,0.247904,0.252158,0.25145,0.250605,0.254228,0,6,8,6,9
-747.654,0.971013,0.0226454,7,127,0,762.366,0.363811,-0.948116,-1.49459,-0.98503,-0.981014,-0.250293,0.471759,-0.302968,-0.507726,-0.162076,1.20759,0.267889,-0.586573,-1.69344,2.59326,-0.444669,0.558765,-1.21565,0.285793,3.51472,0.108407,0.143992,4.73557,4.09751,0.991299,0.983658,0.00168979,0.211536,0.187109,0.209816,0.210003,0.245922,0.28516,0.280916,0.160597,0,0,0,0,0.222506,0.222579,0.236192,0.25018,0,0,0.226505,0.244693,0.225216,0.22025,0.228677,0,6,8,6,9
-742.256,0.379466,0.0220606,7,127,0,761.964,-1.10084,0.194907,-0.12051,0.331397,0.00270374,-0.503103,0.919008,-0.248802,-0.923267,-0.483131,-1.50248,0.855323,0.201745,0.883801,-0.216695,-0.705666,0.3853,-0.947145,0.242901,0.0209305,0.0803539,0.0195454,5.15097,6.15562,0.99424,0.997883,0.00168979,0.258624,0.244212,0.26503,0.249776,0.227474,0.293737,0.258882,0.256191,0,0,0,0,0.260169,0.255131,0.247505,0.269333,0,0,0.256342,0.261661,0.257288,0.254784,0.256416,0,6,8,6,9
-740.392,0.999984,0.00425498,9,511,0,750.514,-1.06009,0.186282,-0.329519,-0.642942,0.00984773,-0.321893,0.725807,0.195936,-0.82963,-0.767073,-1.61105,0.548009,-0.449699,0.620462,-0.826785,-2.08022,-0.055704,-0.702677,0.575403,0.014521,0.188351,0.024468,4.2934,5.32204,0.986526,0.995141,0.00168979,0.268468,0.21438,0.185607,0.249037,0.215119,0.333471,0.25446,0.251687,0,0,0,0,0.239355,0.262136,0.250389,0.288654,0,0,0.252007,0.256797,0.254367,0.249706,0.249989,0,6,8,6,9
-741.093,0.998585,0.00454899,10,1023,0,750.828,-1.14967,-0.484332,-1.45639,-0.260885,-0.549567,-0.7006,0.525437,0.641736,1.20717,0.705767,-0.0987662,-0.984925,-0.604937,-1.3246,0.885466,2.03631,-0.981653,0.043171,0.365239,0.115685,0.0742796,0.0287086,6.00889,5.33523,0.997549,0.995204,0.00168979,0.225772,0.169771,0.24035,0.221636,0.212269,0.296568,0.225674,0.237188,0,0,0,0,0.230867,0.227119,0.225176,0.24129,0,0,0.224703,0.230831,0.231418,0.234287,0.231742,0,6,8,6,9
-741.833,0.999967,0.00483948,9,511,0,759.797,-1.31888,0.807864,0.565667,-0.311352,-0.200842,0.15397,1.73355,0.626772,-0.582059,1.33078,1.45785,-0.94902,-0.699548,0.144005,0.951403,0.0448773,1.12122,0.130482,0.204752,0.157817,0.0993605,0.00381607,4.1765,5.49704,0.98488,0.995918,0.00168979,0.246916,0.237834,0.206897,0.210626,0.222929,0.283715,0.254066,0.219798,0,0,0,0,0.231387,0.233335,0.239664,0.269234,0,0,0.239231,0.240323,0.239557,0.238724,0.240044,0,6,8,6,9
-742.665,0.999863,0.00516193,10,1023,0,754.84,-1.48808,0.329542,-0.497307,0.439333,-0.15504,-0.122805,0.81099,1.41566,-0.301707,-0.49656,1.56702,1.02835,-0.422625,-0.677823,0.341341,-2.57582,0.277019,0.806402,0.376684,0.0230005,0.612891,0.00633747,5.82129,4.67265,0.997045,0.990739,0.00168979,0.237163,0.185828,0.244662,0.205974,0.207952,0.271201,0.228881,0.222076,0,0,0,0,0.242442,0.182173,0.185121,0.286395,0,0,0.22537,0.226391,0.227053,0.225175,0.224962,0,6,8,6,9
-741.83,0.999929,0.00549799,10,1023,0,754.762,-0.473621,-0.844297,-1.26315,-0.695811,-1.13904,-0.937136,-0.346678,-1.14607,-1.6354,1.39747,-1.70922,-0.80683,0.368192,1.11368,-0.796245,2.14807,-0.571768,-1.26845,0.239538,0.193115,0.0676031,0.215662,5.66445,5.49139,0.996545,0.995895,0.00168979,0.243967,0.226067,0.250537,0.231273,0.239919,0.26644,0.250983,0.233777,0,0,0,0,0.244617,0.239169,0.24164,0.248967,0,0,0.232951,0.256433,0.225009,0.207167,0.334229,0,6,8,6,9
-741.417,0.997596,0.0058502,8,255,0,757.633,-0.699139,-0.417777,-0.332895,-0.275505,-0.123964,-0.867104,0.411529,-0.603842,-1.40888,1.9978,-2.12131,-1.49043,0.716378,1.20065,-1.2192,1.513,0.312172,-0.722479,0.45445,0.483808,0.0696136,0.109734,5.62343,5.80997,0.996401,0.997011,0.00168979,0.201538,0.207767,0.212057,0.223693,0.17088,0.26833,0.244702,0.180453,0,0,0,0,0.217704,0.21948,0.210869,0.225837,0,0,0.205662,0.229224,0.210364,0.196229,0.260963,0,6,8,6,9
-740.812,0.999813,0.00618013,9,511,0,755.131,-1.74654,-0.380793,-1.48906,0.148876,-1.0551,0.119518,0.925283,1.11127,0.732746,2.6049,-0.387682,-0.301788,-1.55992,1.52944,0.0109407,-1.1649,-0.670516,0.029884,0.273184,0.421756,0.093808,0.215991,6.77247,4.82746,0.998856,0.992057,0.00168979,0.227274,0.178727,0.253526,0.196706,0.25202,0.295442,0.24807,0.21989,0,0,0,0,0.237289,0.217737,0.236798,0.250513,0,0,0.203994,0.233372,0.240552,0.226097,0.303414,0,6,8,6,9
-739.085,0.999951,0.00655942,9,511,0,752.128,-1.28317,-0.381719,0.217626,-0.765666,0.152963,-0.0576541,0.674909,0.213129,0.253625,0.191868,1.21345,1.17689,-2.11334,0.11082,-0.880162,2.35793,-0.798936,-0.0779417,0.564574,0.182391,0.12213,0.179487,4.83332,5.37338,0.992103,0.995383,0.00168979,0.193052,0.251186,0.161534,0.24439,0.223127,0.302703,0.239908,0.241242,0,0,0,0,0.228564,0.248721,0.243998,0.260685,0,0,0.229298,0.253079,0.237903,0.239209,0.23722,0,6,8,6,9
-738.77,0.99992,0.00695671,9,511,0,750.046,-0.803583,0.34341,-0.488241,0.148795,-0.237198,-0.554719,0.590903,-1.02843,-1.22581,1.68007,-0.626917,0.519972,0.418403,2.47655,1.09502,-1.62736,0.0999059,0.243398,0.46905,0.340792,0.130774,0.0474548,5.46261,4.71456,0.995775,0.991116,0.00168979,0.262424,0.194176,0.24516,0.213248,0.189348,0.285477,0.237363,0.225508,0,0,0,0,0.236001,0.227099,0.219954,0.246487,0,0,0.229694,0.239367,0.225775,0.224156,0.248815,0,6,8,6,9
-737.035,0.999759,0.00736932,9,511,0,750.754,-0.78552,-1.6529,-1.36504,-0.0463844,-0.866946,-0.616392,-0.297653,-0.100925,0.648355,0.267944,-0.23909,0.44738,-0.073096,-1.85203,-0.205732,0.455186,-0.0425177,-0.354132,0.414225,0.0555061,0.512099,0.146537,4.64536,4.5496,0.990485,0.989539,0.00168979,0.162453,0.179264,0.27331,0.21149,0.229223,0.253245,0.214618,0.22162,0,0,0,0,0.243784,0.175258,0.194432,0.221047,0,0,0.204493,0.212105,0.216904,0.235887,0.22611,0,6,8,6,9
-735.139,0.999982,0.00779478,9,511,0,745.182,-1.35894,-1.07685,-0.431746,-0.163115,0.121537,-0.00912415,0.641279,0.715475,-0.438047,1.61841,-0.146602,0.48669,-0.394811,2.00117,-0.251039,-0.448841,-0.0564324,-0.19824,0.442679,0.280533,0.174535,0.140414,5.58018,4.38136,0.996242,0.987646,0.00168979,0.156151,0.197343,0.216747,0.238764,0.228472,0.282743,0.249311,0.194287,0,0,0,0,0.219812,0.228322,0.224387,0.244441,0,0,0.214616,0.230186,0.232011,0.20477,0.255008,0,6,8,6,9
-738.238,0.998633,0.00824071,8,255,0,746.738,-1.37145,-1.09008,-0.0650338,0.3211,-0.101957,-1.15636,0.939607,0.188658,0.439853,1.21861,-0.459834,0.426561,-0.300268,1.44919,-0.636697,-0.721154,0.260313,-0.127835,0.323351,0.335849,0.197029,0.153915,5.2985,4.58339,0.995026,0.989883,0.00168979,0.172265,0.224439,0.246774,0.22238,0.169244,0.285524,0.21715,0.231588,0,0,0,0,0.233522,0.219128,0.186044,0.255707,0,0,0.186853,0.240045,0.219886,0.226493,0.247845,0,6,8,6,9
-731.719,0.999429,0.00867383,8,255,0,749.623,-1.43759,-0.511133,-0.759684,0.402549,-0.251694,-0.0109469,0.666693,0.442975,0.0405646,1.98935,-0.262313,0.588837,-0.167596,1.34872,-1.35905,-0.294085,0.382035,0.109973,0.427793,0.288182,0.342913,0.280807,5.15284,5.4106,0.99425,0.995551,0.00168979,0.207894,0.191043,0.278902,0.226617,0.245024,0.301975,0.252284,0.231376,0,0,0,0,0.253114,0.213633,0.227626,0.270338,0,0,0.216388,0.249985,0.238525,0.218824,0.324752,0,6,8,6,9
-737.587,0.998179,0.00913882,9,511,0,748.216,0.263149,-0.881472,-1.27522,-0.922411,-0.579929,-0.6049,0.187452,-0.230691,-0.264128,1.70333,-0.39833,0.359204,-0.868398,0.877408,-0.870297,0.219462,-1.40317,2.70326,0.466332,2.49691,0.573159,0.205496,5.47403,4.72403,0.995823,0.991199,0.00168979,0.25078,0.218294,0.247259,0.277714,0.275418,0.353563,0.284629,0.268344,0,0,0,0,0.242937,0.280246,0.277412,0.37505,0,0,0.252734,0.284003,0.267218,0.265903,0.349723,0,6,8,6,9
