# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,index.1,index.2,index.3,index.4
-1004.03,1,0.125,2,3,0,1465.37,2.10171,-1.29027,-1.4039,-1.69245,-0.797902,0.504679,1.85173,1.40974,0.292548,1.14421,1.56236,-0.436013,-0.315666,0.754967,0.00801281,0.775282,-0.66006,0.807617,0.424077,1.55824,0.254475,0.289954,-0.448778,2.69796,0.389651,0.936906,0.00168979,0.945121,0.942678,0.936031,0.954655,0.972994,0.984422,0.985519,0.924289,0,0,0,0,0.948593,0.958229,0.969319,0.977839,0,0,0.952895,0.967121,0.962962,0.950202,0.960235,0,6,8,6,9
-1004.03,0,10.0182,0,1,1,1023.89,2.10171,-1.29027,-1.4039,-1.69245,-0.797902,0.504679,1.85173,1.40974,0.292548,1.14421,1.56236,-0.436013,-0.315666,0.754967,0.00801281,0.775282,-0.66006,0.807617,0.424077,1.55824,0.254475,0.289954,-0.448778,2.69796,0.389651,0.936906,0.00168979,0.945121,0.942678,0.936031,0.954655,0.972994,0.984422,0.985519,0.924289,0,0,0,0,0.948593,0.958229,0.969319,0.977839,0,0,0.952895,0.967121,0.962962,0.950202,0.960235,0,6,8,6,9
-1004.03,0,0.951493,0,1,1,1016.41,2.10171,-1.29027,-1.4039,-1.69245,-0.797902,0.504679,1.85173,1.40974,0.292548,1.14421,1.56236,-0.436013,-0.315666,0.754967,0.00801281,0.775282,-0.66006,0.807617,0.424077,1.55824,0.254475,0.289954,-0.448778,2.69796,0.389651,0.936906,0.00168979,0.945121,0.942678,0.936031,0.954655,0.972994,0.984422,0.985519,0.924289,0,0,0,0,0.948593,0.958229,0.969319,0.977839,0,0,0.952895,0.967121,0.962962,0.950202,0.960235,0,6,8,6,9
-777.976,0.994383,0.0488594,5,31,0,1018.53,0.00694386,0.20454,-1.49822,-1.27339,-1.22868,-1.48865,0.617804,0.0784358,-0.0724225,0.86673,1.26833,-1.32271,0.109788,-0.246444,-0.0305636,-0.173392,-1.05268,0.915785,0.473525,0.2268,0.520945,0.209075,1.83835,6.82601,0.862753,0.998916,0.00168979,0.396881,0.232619,0.251427,0.255284,0.2334,0.442639,0.3136,0.306823,0,0,0,0,0.28102,0.285542,0.259849,0.499526,0,0,0.25186,0.336566,0.313589,0.307311,0.347436,0,6,8,6,9
-748.768,0.958985,0.032833,7,127,0,787.432,-0.963172,-0.773648,0.87961,0.332963,1.51341,-0.451008,-0.0374219,-0.0225865,-0.3692,0.432713,-0.918384,0.442714,0.316883,-0.0732605,0.540273,-0.325023,0.033948,-0.970633,0.000298463,0.598501,0.0587723,0.288947,3.26014,4.91604,0.963036,0.992725,0.00168979,0.25389,0.253983,0.253953,0.254019,0.253908,0.253932,0.27035,0.231472,0,0,0,0,0.25459,0.267936,0.245971,0.250494,0,0,0.235867,0.258031,0.25885,0.240144,0.284816,0,6,8,6,9
-749.924,0.9933,0.0227228,7,127,0,762.874,-1.55999,-0.708853,-1.35528,2.88413,-0.554293,0.589355,-0.737666,-0.192051,0.00489108,1.55399,-0.0739519,1.25176,0.7089,0.0753165,-0.256264,-0.217339,0.183339,-0.416913,0.000546925,0.215642,0.176325,0.333349,6.54658,5.36927,0.998567,0.995364,0.00168979,0.210889,0.210832,0.211209,0.210903,0.211005,0.210887,0.208009,0.214936,0,0,0,0,0.259034,0.160924,0.189774,0.156641,0,0,0.240222,0.169586,0.196443,0.206885,0.302675,0,6,8,6,9
-744.778,0.998953,0.0189479,7,127,0,755.896,-0.268915,0.785652,0.895867,0.624665,-0.267536,-0.440435,0.18964,-0.532575,-0.937435,0.539339,-1.29934,0.537856,0.70301,-0.546487,-0.0154749,0.336036,0.368135,-0.720014,0.000772891,1.28016,0.0398807,0.204598,4.28669,5.07468,0.986436,0.993786,0.00168979,0.231725,0.23174,0.231703,0.231582,0.231559,0.231644,0.269275,0.180096,0,0,0,0,0.234914,0.228659,0.22746,0.231849,0,0,0.225344,0.248371,0.222105,0.208265,0.261804,0,6,8,6,9
-750.675,0.980096,0.0170742,8,255,0,764.626,-1.05563,-0.741083,-1.17637,-1.31359,-3.26919,-0.489509,2.8101,0.757032,0.0757708,-0.447876,1.20255,-0.198064,-0.815302,0.691933,-0.0140117,-0.866309,0.123301,0.36348,0.0870921,0.102597,0.196089,0.00911903,5.79721,5.43021,0.996973,0.995637,0.00168979,0.234082,0.227515,0.225471,0.197745,0.237935,0.29233,0.245399,0.23306,0,0,0,0,0.216531,0.158754,0.245021,0.381589,0,0,0.23808,0.243415,0.240086,0.238989,0.238147,0,6,8,6,9
-746.425,0.998774,0.0151294,7,255,0,761.915,-1.07171,0.122912,-0.885348,1.01426,-0.470106,-0.932595,-0.119057,1.78268,-0.669743,1.17459,-1.29512,-0.464351,0.447587,-1.34145,-0.612778,-0.283665,-0.977042,0.767271,0.32877,0.0796024,0.0286433,0.00874644,4.38042,5.46436,0.987635,0.995783,0.00168979,0.276231,0.215155,0.338318,0.23906,0.212548,0.260642,0.264768,0.228794,0,0,0,0,0.254276,0.246369,0.243939,0.248224,0,0,0.247623,0.24894,0.252034,0.248048,0.251042,0,6,8,6,9
-745.986,0.99624,0.0146513,8,255,0,757.092,-0.953776,-0.409492,-0.00956263,-1.67548,0.145617,0.792256,1.24145,-0.0644408,-0.787772,0.798076,0.0310652,-0.635131,-0.190929,1.66642,0.759449,-0.912918,2.76849,-0.207412,0.168737,0.927155,0.0337408,0.0685461,5.88875,5.15155,0.997237,0.994243,0.00168979,0.211511,0.222779,0.178579,0.227262,0.246609,0.260669,0.278818,0.165433,0,0,0,0,0.223152,0.23375,0.237595,0.24029,0,0,0.235418,0.240883,0.225231,0.216871,0.235489,0,6,8,6,9
-748.36,0.999954,0.014393,8,255,0,762.61,-1.58603,-0.937465,-0.165042,1.47643,1.1267,-0.0904479,1.00116,0.442114,0.495385,2.12857,-0.339269,0.252381,0.717232,2.34737,-0.87779,-2.44431,1.16263,0.659144,0.216565,0.0606137,0.10416,0.192511,3.87943,4.99237,0.979756,0.993256,0.00168979,0.179121,0.204966,0.268688,0.254122,0.207603,0.249022,0.226317,0.226878,0,0,0,0,0.235688,0.229239,0.207767,0.226955,0,0,0.201,0.236658,0.217875,0.219618,0.277796,0,6,8,6,9
-744.711,0.999628,0.014544,8,255,0,764.635,-0.325729,-1.81492,-2.32474,-1.06363,-1.83401,-0.532096,-0.224148,-1.00858,-0.702224,1.46088,1.51579,-0.856192,-0.807993,-0.330657,0.204453,-0.116586,-0.0953909,-0.473242,0.151081,0.0220558,0.565765,0.17139,6.53356,5.35423,0.998548,0.995294,0.00168979,0.234408,0.221079,0.255028,0.233899,0.270306,0.279411,0.250331,0.251576,0,0,0,0,0.232849,0.164382,0.290417,0.327333,0,0,0.24569,0.255435,0.231106,0.240414,0.312972,0,6,8,6,9
-737.743,0.995915,0.0148622,8,255,0,757.698,-1.52772,0.546947,0.232229,-0.510617,0.0122107,0.00178553,0.598749,0.891055,0.401997,-0.0277242,-1.24341,0.270606,1.32408,-0.12237,-0.287259,1.09742,-0.42104,0.947753,0.445812,0.464257,0.141861,0.0891484,4.11657,5.54356,0.983961,0.996103,0.00168979,0.280942,0.253573,0.196254,0.235514,0.23468,0.285616,0.270888,0.228628,0,0,0,0,0.242955,0.256763,0.256483,0.272848,0,0,0.245391,0.255308,0.260259,0.252011,0.244908,0,6,8,6,9
-734.323,0.999924,0.015149,8,255,0,744.894,-0.732964,-0.563965,-0.394852,-0.32785,-0.495859,-0.579523,0.0698181,-0.838191,-0.950498,1.075,1.4522,-0.217541,-1.13915,-0.0146139,0.49152,-1.27213,0.150097,-0.931891,0.474375,0.232913,0.177693,0.0952401,5.3291,5.47378,0.995175,0.995822,0.00168979,0.213808,0.227589,0.233219,0.219284,0.212571,0.268594,0.233619,0.228984,0,0,0,0,0.232389,0.227123,0.224533,0.245188,0,0,0.227778,0.238806,0.223486,0.22164,0.256586,0,6,8,6,9
-733.738,0.998881,0.015744,8,255,0,741.701,-0.804133,-0.461763,-0.735831,-0.470475,-0.464751,-0.664299,0.370693,-0.548962,-0.455783,0.997934,0.793483,0.0222875,-0.846579,0.396133,0.868997,-0.725414,-0.439211,-0.996565,0.588193,0.192424,0.12915,0.0761497,4.95699,5.86159,0.993015,0.997161,0.00168979,0.225615,0.198716,0.224722,0.225308,0.205496,0.322136,0.238291,0.241519,0,0,0,0,0.237589,0.237721,0.233139,0.257562,0,0,0.232471,0.246648,0.234023,0.235281,0.255514,0,6,8,6,9
-742.057,0.999245,0.0163919,8,255,0,748.887,-1.72868,-0.277972,-0.733719,0.390186,-0.152295,0.556752,1.4307,1.13385,-0.147199,-1.1928,-1.15416,1.45179,-0.0515441,0.782317,0.512783,-0.319436,-1.61557,-1.73365,0.316671,0.125014,0.656306,0.0751577,5.35617,4.93913,0.995303,0.99289,0.00168979,0.208667,0.186219,0.245007,0.215192,0.254693,0.309411,0.252961,0.224713,0,0,0,0,0.223545,0.168369,0.24284,0.360804,0,0,0.239896,0.251709,0.247655,0.230654,0.217382,0,6,8,6,9
-743.791,0.993354,0.0171495,8,255,0,755.146,-1.00512,0.610617,0.113492,0.752488,0.660874,-0.115821,-0.315259,-1.06733,-1.267,0.887934,0.497706,0.954838,1.35803,0.861414,-0.307471,-1.88151,0.985815,-1.2934,0.0430678,0.239926,0.188549,0.0694539,4.65626,5.13461,0.990587,0.994145,0.00168979,0.22799,0.22425,0.229065,0.22837,0.222539,0.221059,0.22839,0.220071,0,0,0,0,0.237629,0.234515,0.209266,0.203114,0,0,0.229575,0.227138,0.218112,0.215759,0.242119,0,6,8,6,9
-740.121,0.996945,0.0176698,8,255,0,759.442,-1.1356,-0.038188,-0.452707,0.0420334,-0.817035,-0.0611496,0.68332,-0.060908,-0.149074,-0.198259,-0.161827,-1.14178,-1.38557,0.526914,-1.04488,0.800728,-0.393454,1.09783,0.640077,0.165404,0.364397,0.036105,5.56245,6.40627,0.996175,0.998352,0.00168979,0.236436,0.19207,0.245791,0.158553,0.233804,0.329012,0.238266,0.23569,0,0,0,0,0.239942,0.188393,0.233281,0.284134,0,0,0.236104,0.240872,0.236105,0.235545,0.235232,0,6,8,6,9
-739.401,0.979397,0.0184452,7,127,0,750.814,-1.05902,-0.200717,-0.548363,0.37121,0.315381,0.0965777,0.856206,-0.98374,-1.80165,-0.107903,0.536357,-1.0787,0.150935,-1.78804,-0.0831023,1.53304,-0.213508,-0.828306,0.381055,0.347922,0.645259,0.0590497,4.38323,4.12351,0.987669,0.98407,0.00168979,0.203543,0.183053,0.240832,0.236996,0.222371,0.275886,0.250133,0.201095,0,0,0,0,0.228324,0.222098,0.19887,0.287381,0,0,0.233797,0.241815,0.222713,0.21457,0.23167,0,6,8,6,9
-735.854,0.998428,0.0182908,7,255,0,744.507,-1.17423,-0.454658,-0.423391,-0.539904,-0.824426,-0.711157,0.419583,0.405488,-0.0201707,1.28412,-0.084368,0.71297,-0.0909881,0.0584891,-0.456789,0.388755,0.89638,1.02487,0.430879,0.875145,0.36959,0.099934,6.45537,6.30709,0.99843,0.99818,0.00168979,0.212605,0.214846,0.206581,0.187385,0.194859,0.281558,0.247259,0.185207,0,0,0,0,0.216107,0.199037,0.20571,0.281121,0,0,0.20554,0.224282,0.224041,0.216854,0.239399,0,6,8,6,9
-738.421,0.99876,0.0192309,7,127,0,746.87,-0.966029,-0.584269,-0.1999,-0.529874,-0.240653,-0.28728,0.295091,-0.294893,-0.125163,1.65892,0.917908,2.19679,-0.319603,-1.16982,1.02536,0.235993,1.32202,-1.55272,0.715745,0.490531,0.0473263,0.401372,5.42058,4.10606,0.995595,0.983794,0.00168979,0.190463,0.235912,0.196468,0.230761,0.224963,0.304554,0.232784,0.247657,0,0,0,0,0.237094,0.239526,0.239132,0.244075,0,0,0.209463,0.250397,0.208961,0.220346,0.364753,0,6,8,6,9
-734.073,0.991452,0.0202487,7,127,0,747.156,-1.02313,-0.644277,-0.804241,-1.27855,-0.800644,-0.749799,-0.0650888,0.316226,0.239107,1.83629,-0.193444,1.24276,0.919784,-1.06109,0.388113,-1.26953,0.67794,-0.617108,0.597443,0.757352,0.0262074,0.272213,5.41036,5.6958,0.99555,0.996651,0.00168979,0.238438,0.221638,0.176874,0.222006,0.227259,0.306203,0.245119,0.234637,0,0,0,0,0.238847,0.241095,0.241335,0.244584,0,0,0.196944,0.227827,0.246434,0.24259,0.330053,0,6,8,6,9
-732.95,0.935997,0.0208716,7,127,0,747.627,-1.06229,-0.013891,-0.198971,0.241007,-0.151463,-0.0103621,0.163515,-0.654284,-0.512481,0.764805,-0.568508,0.188259,-0.52223,1.50286,0.233399,1.10147,0.0363385,0.88006,1.24918,0.0925564,0.517444,0.332999,4.65985,5.43738,0.990621,0.995668,0.00168979,0.24646,0.206268,0.309799,0.216103,0.247276,0.289614,0.249193,0.251626,0,0,0,0,0.263049,0.226001,0.238886,0.255437,0,0,0.257049,0.26817,0.218544,0.226656,0.308871,0,6,8,6,9
-736.393,0.989878,0.0183162,7,127,0,744.422,-0.789533,-0.21384,-0.694748,-0.36807,-0.799839,-0.637129,0.171233,-0.0743847,-0.18036,0.144688,1.91863,1.35988,-0.831759,-0.236697,1.12646,0.507272,1.1055,-0.633634,0.408777,2.26535,0.37961,0.0643593,5.16317,4.72776,0.994309,0.991231,0.00168979,0.213489,0.182463,0.203141,0.176168,0.185988,0.24097,0.218041,0.180086,0,0,0,0,0.20437,0.179144,0.188355,0.239433,0,0,0.196631,0.204911,0.202368,0.201279,0.204635,0,6,8,6,9
-735.776,0.998009,0.0188271,8,255,0,745.01,-0.784187,-0.514079,-0.828042,-0.147047,-0.432728,-0.846314,0.0795575,-0.491063,-1.20219,-0.945821,0.0957038,-0.0962776,0.443947,-1.42573,-0.933475,-1.321,-0.151386,0.233612,0.586422,0.0632647,0.533998,0.0630247,4.96935,5.22197,0.9931,0.994632,0.00168979,0.208049,0.179463,0.245526,0.215978,0.177897,0.270813,0.22026,0.212725,0,0,0,0,0.232078,0.206205,0.172612,0.254142,0,0,0.214219,0.224076,0.217964,0.210513,0.213178,0,6,8,6,9
