# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-732.372,0.999468,0.0198312,8,255,0,749.22,-0.776443,-0.176019,1.69,-0.466929,-0.188962,0.0447854,-0.39363,-0.375494,0.181513,0.726496,-0.660955,-1.99606,1.44728,-0.499501,-0.99032,0.673881,0.0448389,0.944881,-0.250944,-0.257522,-0.641788,-2.42054,-0.239849,-0.690146,5.83267,4.69374,0.616009,3.58486,-0.390538,-3.88425,-0.877663,0.0586265,-0.908106,2.14893,-2.45153,-3.59753,-1.03786,-1.71767,-1.12042,-0.288913,-0.077539,0.875102,2.27792,0.717343,-0.167572,2.62173,5.29118,0.233398,0.352258,0.101043,3.48987,0.00165713,-4.04394,-1.51462,1.51658,-9.01961,2.9485,11.5502,-6.74931,-6.46416,3.84555,-1.43537,-0.516533,-1.99606,1.44728,-0.499501,-0.99032,0.673881,0.0448389,0.944881,-0.250944,-0.257522,2.76425,-1.32248,3.98628,0.12092,1.29957,-1.86788
-732.348,0.999245,0.020693,8,255,0,744.714,-1.444,1.15379,1.95156,-0.239386,-1.35568,-0.515121,0.0477903,0.253547,-0.25278,1.15277,-0.0531097,1.34893,-0.288438,1.88979,0.710552,-0.507975,0.52333,0.811538,-1.19402,1.1199,-1.03584,-1.22217,-1.93181,-0.840852,4.91224,4.92113,-1.76634,2.83081,1.28705,1.66443,-1.64486,-0.948273,-3.41137,3.467,-1.37867,-0.284149,1.9022,1.62237,-1.71808,-0.917793,0.743715,-0.520309,-0.326,-1.14826,0.622717,0.386643,3.67032,0.871871,-0.843731,-1.65472,-1.85184,3.22173,-2.48487,2.89021,-0.628861,0.390791,-0.966685,-3.9852,3.05352,2.3328,-2.36982,1.61427,-1.46348,1.34893,-0.288438,1.88979,0.710552,-0.507975,0.52333,0.811538,-1.19402,1.1199,-5.0378,0.641853,-0.943011,2.45449,-0.416823,-0.721131
-734.987,0.997673,0.0215654,8,255,0,747.866,-0.715287,-0.890991,0.844934,-0.332477,-0.317731,-1.09244,-0.860782,0.0688299,-0.802445,0.870022,-1.5288,-1.5864,0.633534,0.862827,-1.02499,-0.794877,0.948492,-1.23372,0.0221735,-0.834369,-0.88325,-2.11367,-1.41342,-2.45888,5.26067,5.87588,-1.01012,-0.24388,1.81913,0.704373,0.177637,-1.82448,5.88026,-1.85489,4.89741,-0.788477,-2.59441,-0.665136,-1.04101,-1.35155,-0.352026,0.943802,-0.509112,0.779742,1.45603,-1.71627,3.0455,0.382986,-0.405857,1.68978,1.91399,0.055692,13.3792,-1.72001,-1.66684,6.13284,1.67577,1.03416,0.919943,1.35821,-0.127219,2.21131,-1.69545,-1.5864,0.633534,0.862827,-1.02499,-0.794877,0.948492,-1.23372,0.0221735,-0.834369,-7.14657,1.00179,-1.93614,-2.10997,0.422444,2.89293
-738.769,0.9923,0.0223634,8,255,0,750.248,-0.30878,-0.302785,0.359756,-1.54415,-1.70231,-0.955848,-0.562584,-0.700341,-0.609086,1.91883,-0.445747,2.58015,0.514148,-0.888266,0.927333,0.613412,-0.979029,-0.418664,-0.16638,1.41787,-0.0994173,-4.03554,-3.013,-1.37686,5.01235,4.58828,-1.86221,2.18436,-2.36786,1.01909,-0.719743,1.94016,-0.820748,-3.03384,2.20693,-1.71769,3.44462,-1.11565,-1.29011,-0.674191,0.419835,0.512314,-0.0285058,2.12494,0.194876,0.234588,-2.40027,-1.29862,0.550187,-1.69045,-0.427646,-3.00604,28.8976,5.44486,0.474839,-4.29323,-1.7723,2.64385,25.4281,-2.62379,3.21845,2.96407,-0.264384,2.58015,0.514148,-0.888266,0.927333,0.613412,-0.979029,-0.418664,-0.16638,1.41787,-10.2565,-0.42057,-3.02032,-3.53492,0.0995896,-3.8403
-732.893,0.999853,0.0228414,7,127,0,748.271,-0.826539,-0.200894,0.727984,-1.55589,-1.68714,-0.530848,-0.536903,-0.389349,-0.724631,1.33168,0.259863,0.522678,0.635228,0.176854,0.342925,0.022373,-0.776114,-0.718096,-0.188708,1.38657,-0.553232,-3.60443,-3.48291,-0.954664,4.5941,4.70494,0.262818,-0.0492314,3.12195,2.67837,1.02137,2.65831,-3.63839,4.79126,0.702651,-4.13401,2.76071,-2.65024,-0.158924,0.788348,-0.832263,-0.680104,0.647937,-0.0510754,0.0795976,-0.809053,-3.8768,1.2869,-0.170199,-0.991899,-0.797146,1.71385,-28.2502,-0.497204,-3.80241,-4.97634,-1.71408,-1.17633,-8.6722,-5.17084,-5.8752,0.418859,0.243718,0.522678,0.635228,0.176854,0.342925,0.022373,-0.776114,-0.718096,-0.188708,1.38657,4.5348,-1.94893,0.343625,5.3019,-1.57732,-0.922661
-730.663,0.996383,0.0238,7,127,0,743.738,-0.5092,-0.651773,1.86863,-0.836172,-1.40983,-0.697328,-0.637827,0.137479,-0.440305,0.569123,-1.33923,-1.23857,-0.145885,0.471191,-0.745105,-0.179692,0.144104,-0.418999,-1.32014,0.163388,-0.70576,-1.63119,-1.16267,-1.24579,6.49105,5.40474,3.49764,-0.198247,1.56667,5.02717,1.38663,-2.17985,1.57081,1.15175,2.6426,-1.77738,-2.96308,-0.320051,-0.785096,-0.405814,-0.178011,0.00957279,0.690303,0.790566,0.354071,-1.70748,1.11416,2.48575,1.46093,-0.266127,2.2519,1.42489,26.6083,-1.4944,4.42567,7.45338,-0.318384,4.68116,5.48212,5.54018,2.10736,5.30195,-1.64025,-1.23857,-0.145885,0.471191,-0.745105,-0.179692,0.144104,-0.418999,-1.32014,0.163388,-2.80058,2.79037,-7.79239,-2.98684,2.27933,1.0855
-738.34,0.996777,0.0245523,7,255,0,748.092,-1.3241,0.40112,1.80167,-0.49971,-0.104451,-0.895778,0.104943,0.853145,-0.601627,1.76713,-1.30353,0.728506,0.711926,0.479994,-0.604797,-0.444623,0.858864,-0.701373,2.99667,-0.40783,-0.702748,-3.15332,-2.40289,-2.59238,6.35415,4.62669,-2.39695,-3.61092,-0.106102,-2.01688,-1.36714,-0.444049,-2.71201,-1.80426,-0.730144,-2.04732,-1.8043,-1.02554,-0.123545,1.00102,-1.07714,-0.380989,0.683244,-0.573453,-0.335664,0.203686,-4.67701,0.977506,0.193125,0.571064,2.55595,0.600236,-17.8079,0.295366,-0.608898,-2.3785,0.947854,-3.46817,-2.47451,0.860095,-2.42548,0.538483,-1.35523,0.728506,0.711926,0.479994,-0.604797,-0.444623,0.858864,-0.701373,2.99667,-0.40783,-2.58996,-2.04262,-0.0793575,-1.10831,2.00187,-1.91205
-736.118,0.998998,0.0253404,7,255,0,749.14,-0.757628,0.559709,1.55206,-1.38565,-0.202087,-0.824697,-0.615518,0.421883,-1.59326,1.38586,-1.13068,-0.783588,0.504941,-1.06958,-0.507684,0.53871,-0.420957,0.767424,-1.25342,0.79269,-1.01151,-2.15541,-1.76471,-2.78581,4.8439,5.80227,-2.10987,1.70848,0.324913,1.94296,1.43725,-0.37318,2.98709,3.22997,1.60359,2.05966,-1.50276,0.647247,0.748645,-0.0110695,-0.658688,-0.379242,0.690461,-0.952139,2.97195,-0.758838,1.50594,-1.67913,-0.483156,-0.737522,3.32316,-1.92376,18.6046,3.18319,0.309157,0.844901,1.65384,2.18419,2.23898,1.76059,-2.34059,3.15895,-1.03112,-0.783588,0.504941,-1.06958,-0.507684,0.53871,-0.420957,0.767424,-1.25342,0.79269,-3.34968,1.9741,-4.13048,-1.84627,-0.35702,2.63755
-745.712,0.999402,0.0262913,7,127,0,757.309,-1.12195,-0.241221,2.7521,-0.807605,-1.21776,-0.453023,0.295134,1.46152,-0.680268,0.929429,-0.840968,2.38848,-2.55883,0.979761,0.22939,0.971751,-0.0588459,-1.50605,1.10665,-0.317032,-0.889914,-4.27819,-2.28741,-2.61503,3.92797,5.67121,-0.455455,1.64725,0.083839,-4.05539,1.13878,-0.677855,-2.73109,-1.53112,-5.17571,1.67811,-1.54291,0.563332,0.00524411,-0.355657,-0.441063,1.24871,-0.584093,0.476411,-0.831626,0.937969,-1.64219,0.342835,-0.148175,-0.918861,-3.95717,3.86422,15.464,-1.7199,3.48897,0.0268571,-0.705702,0.885966,6.34281,4.37659,-1.40948,0.572469,-0.722056,2.38848,-2.55883,0.979761,0.22939,0.971751,-0.0588459,-1.50605,1.10665,-0.317032,6.23939,-0.982877,-1.98189,-0.0851951,-3.06826,2.26486
-743.137,0.998336,0.027288,7,127,0,758.867,-0.954386,-0.483216,2.00528,-0.81877,-1.10423,-0.496495,0.52501,1.52826,-0.160668,0.630113,-0.508515,2.76185,-1.53498,1.24407,-0.00689106,0.848865,0.31894,-0.5515,0.763265,-0.291671,-0.848864,-4.24293,-1.03498,-2.80315,3.91681,5.22837,-0.8106,1.13133,3.40038,-0.717543,-0.635516,0.483131,-1.26792,0.390899,-5.53591,2.26025,-2.26337,0.34021,-2.8447,0.139464,0.355821,0.48288,-0.394047,-2.24509,0.836849,-0.159936,0.505828,-0.440642,-2.44696,0.49105,-1.17051,3.57925,20.099,-2.94032,0.34954,2.43559,-0.0612203,1.80193,12.7759,4.75715,0.0333849,0.394951,-0.363833,2.76185,-1.53498,1.24407,-0.00689106,0.848865,0.31894,-0.5515,0.763265,-0.291671,5.96538,-0.959802,-4.26946,0.145126,-2.99854,0.418836
-742.439,0.999993,0.0282248,7,127,0,752.212,-1.36417,1.01149,2.06658,0.459734,-0.0664724,-0.444877,0.0996333,0.380139,-0.317944,0.192188,1.66372,-2.7475,1.38047,-0.777391,-0.607195,-0.969288,0.369524,0.416971,-0.809561,0.0155783,-1.12788,-2.41138,-1.12897,-3.76326,6.78098,4.89628,2.07304,-1.46881,-0.358225,-4.05688,-0.649547,1.883,4.12785,-4.85999,1.49626,-0.326653,0.140878,0.409642,0.850631,0.792194,-1.53822,-0.277299,0.948875,0.715894,-0.202006,0.829266,-1.75985,1.87579,0.286883,0.953031,-0.00264095,0.031844,11.6766,2.76327,-0.257858,6.77343,1.13611,0.63756,1.93588,-0.553096,-0.326426,-0.0521433,2.89827,-2.7475,1.38047,-0.777391,-0.607195,-0.969288,0.369524,0.416971,-0.809561,0.0155783,-3.28302,1.13116,1.02305,-0.963905,2.59572,-1.36362
-741.504,0.998087,0.0292996,7,127,0,758.776,-1.48314,1.23416,2.00014,0.354108,-0.517119,-0.305105,0.352354,-0.417866,0.758698,1.07054,1.05293,2.10215,0.152336,0.602927,-1.09162,0.30281,0.87267,-0.18822,-1.54648,0.929066,-0.943954,-2.72844,-1.33402,-3.92807,6.42414,5.30992,1.36283,4.32378,-1.75662,5.33239,1.0829,-0.812075,-0.412414,-0.982648,-2.13027,-1.76625,3.44298,-1.84768,1.74234,-0.435677,-1.62412,-0.963924,1.40655,0.437386,-1.97513,0.230729,0.72643,-0.056172,0.0901622,-0.996007,3.46484,-0.152628,-4.70182,3.22668,-0.974938,1.34736,0.0780724,-0.141032,0.495348,-4.21827,1.64967,0.320863,1.42529,2.10215,0.152336,0.602927,-1.09162,0.30281,0.87267,-0.18822,-1.54648,0.929066,-1.48205,-1.16631,-1.07932,-1.1285,2.12463,1.19272
-742.695,0.996671,0.0302467,7,127,0,758.329,-1.80323,-0.3827,2.05208,-0.584112,-0.45129,-0.136809,0.236718,1.27308,-0.212577,1.70849,0.409539,-2.37062,0.224284,0.189414,1.01457,-0.124743,-0.776852,-0.224284,1.73358,-0.517928,-0.484315,-1.23912,-2.02542,-0.798552,3.78944,4.86559,0.105736,-3.21798,-0.245881,-4.66869,-4.28099,0.220566,2.45199,-0.0552513,-1.21709,-2.55167,-0.799235,1.36382,-0.622615,1.26906,0.983388,-1.21023,0.639289,0.756858,-0.559377,-0.990238,0.371766,-0.748722,-1.02039,0.117342,4.40385,1.53082,10.3959,-4.65588,3.2952,-0.77374,0.685039,-1.39435,7.44162,16.6783,-5.25979,6.5554,-0.510967,-2.37062,0.224284,0.189414,1.01457,-0.124743,-0.776852,-0.224284,1.73358,-0.517928,10.1437,6.52202,-1.36278,16.4354,-3.61202,-0.871614
-736.464,0.993822,0.0310937,7,127,0,758.95,-1.62329,-0.639282,1.39308,-0.0443333,-1.29536,0.41818,0.371109,0.181109,-0.140194,1.24505,0.0542842,-0.164157,0.197556,-0.782163,1.97958,-0.530669,-1.04295,-0.350126,1.70864,-1.02208,-0.939346,-1.29516,-1.80507,-1.69851,4.74182,5.30334,3.83611,0.627467,-0.946804,4.25591,-1.97944,2.66421,-0.865057,-9.47199,1.73613,-3.99508,0.586153,2.66575,-0.147286,-0.378528,-0.0118138,-0.178311,0.315711,-0.00636912,-0.955952,-0.328153,-2.15034,-1.91423,0.61131,-2.00256,4.00498,1.6139,-13.8501,-3.72662,-2.82973,-1.42756,-1.07121,3.15682,1.94968,-2.45595,-1.22003,-1.25918,-1.94802,-0.164157,0.197556,-0.782163,1.97958,-0.530669,-1.04295,-0.350126,1.70864,-1.02208,-3.41251,-2.51074,-0.746712,-2.27769,-0.962095,1.38167
-734.394,0.975031,0.0317192,7,127,0,744.876,-1.30025,-0.295754,1.08402,-0.297733,-1.32181,0.485681,0.29793,-0.0715562,-0.00184921,1.19376,0.559591,0.0712066,-0.0665906,-0.387017,0.621957,-0.628518,0.0318729,0.0725309,0.724661,-1.38418,-1.04868,-1.68384,-1.83038,-1.45979,4.87915,5.40684,-3.35177,-3.50875,-0.200871,2.02851,-0.306226,1.12521,2.43029,1.62553,-1.29254,0.224113,-2.53026,-0.293134,0.480936,-0.547979,2.02676,-0.131429,-1.22228,-0.742686,1.71713,0.180797,0.00388513,0.331264,-0.148246,-1.37006,-0.801915,0.0067815,26.6918,-1.02998,-2.38674,4.58675,-0.697002,7.63581,11.4579,-0.139554,2.01117,4.21441,1.97567,0.0712066,-0.0665906,-0.387017,0.621957,-0.628518,0.0318729,0.0725309,0.724661,-1.38418,-0.341539,4.49156,-1.71295,-0.136661,-0.198384,1.00236
-736.193,0.999451,0.0308633,7,127,0,747.056,-1.32475,0.339399,2.90013,-0.706796,-0.623753,-0.80223,-0.417715,0.481931,0.0596127,1.42842,-0.638531,0.0659307,0.0721925,0.373301,-0.637807,0.748299,-0.116079,-1.71178,-0.802406,-1.47904,-0.805623,-2.37983,-4.11813,-1.71204,5.11098,4.61955,0.834944,-1.6918,1.83575,1.10047,-1.41253,5.50541,-0.250341,-3.57527,2.2455,2.32496,1.67669,0.215918,-0.0414829,-0.353271,0.136221,-0.0110026,-0.2072,-1.2244,0.159118,-2.78507,1.90037,-0.294103,-0.130096,1.64876,-0.568772,-2.81839,-23.1822,0.207755,4.67209,-1.33712,-0.0556927,-3.02818,-10.6759,-0.630802,-0.823409,-1.36761,-1.03091,0.0659307,0.0721925,0.373301,-0.637807,0.748299,-0.116079,-1.71178,-0.802406,-1.47904,8.48027,-2.98644,-0.73202,-1.10174,-0.119175,-1.51752
-735.638,0.996957,0.0319092,7,255,0,751.536,-1.17286,0.202892,3.17492,-0.485464,-1.08914,-0.504711,-0.452825,0.505106,0.219714,0.651305,-1.19553,0.742925,0.367042,0.84985,0.0646944,0.291242,0.545827,-0.8588,-0.64474,-1.16942,-0.959581,-2.56003,-4.09253,-1.55576,5.2543,4.38569,3.03679,1.65321,0.723904,-2.29541,1.95966,-3.07046,-0.116112,0.441256,-1.13496,6.37065,3.55425,-0.927659,-0.605449,-0.288845,-1.11685,0.862468,-0.768066,-2.23897,-0.485151,-1.17557,4.65696,0.281858,-0.388672,-0.855704,-0.627301,0.354631,1.33772,0.339705,4.81653,0.574546,-0.626445,0.397697,-3.93702,1.57965,1.32378,-0.665779,-1.04891,0.742925,0.367042,0.84985,0.0646944,0.291242,0.545827,-0.8588,-0.64474,-1.16942,4.59666,-1.06707,-1.02212,-0.723691,0.350107,-4.62453
-732.985,0.999278,0.0327685,7,255,0,745.676,-0.846056,0.09506,0.466499,-0.395734,-0.203178,-0.149457,-0.186874,-0.0381112,-0.170621,0.970095,-0.0994024,-0.570683,-0.214589,-0.179825,0.0191903,-0.135037,-0.170336,0.748786,0.79269,0.553871,0.60804,-3.95996,-8.76431,-0.360271,4.83091,5.87616,-1.33318,-0.58187,3.57695,-1.99724,2.66467,3.48762,-1.14791,0.18844,-1.31302,1.47379,-3.40103,-0.774711,0.598576,-0.713878,-0.232074,-0.588512,-0.637757,-0.618793,-0.898404,-1.94098,-5.46295,0.773894,0.0209188,-0.337774,-1.18767,0.659866,11.9702,13.7395,5.30249,-3.44246,3.40285,14.7575,-4.22459,1.14485,-0.7858,3.06311,0.0576312,-0.570683,-0.214589,-0.179825,0.0191903,-0.135037,-0.170336,0.748786,0.79269,0.553871,4.11579,-0.911863,-1.00044,0.977394,-0.429976,2.96278
-732.514,0.99301,0.0338244,7,127,0,740.253,-0.770164,-0.0849386,0.491772,-0.39158,-0.34543,-0.149415,-0.238128,-0.140719,-0.14718,0.882839,-0.109082,-0.501811,-0.232128,-0.0963722,-0.126417,-0.380523,-0.311035,0.882787,0.900975,0.49809,0.568201,-3.75753,-8.62239,-0.208458,4.79615,5.93466,-0.615351,-5.35062,-0.720246,0.327711,-1.90629,-2.32303,-1.53979,-3.25673,0.414097,-2.26334,-0.175653,0.346009,-0.0779886,0.242528,-0.554742,-0.95871,-0.441827,0.658098,0.366801,-0.421946,-1.62148,1.44426,0.84364,1.1816,-0.404487,0.766926,3.12688,2.23863,6.95124,-1.81384,1.7636,15.9522,-13.0568,-6.58522,0.611634,3.82067,0.020073,-0.501811,-0.232128,-0.0963722,-0.126417,-0.380523,-0.311035,0.882787,0.900975,0.49809,5.15271,-1.02446,-0.999964,2.30118,-0.603544,3.22272
-734.221,0.993431,0.0343678,7,127,0,745.58,-0.983613,-0.352955,1.1944,-1.18485,-2.36388,-0.718444,-0.380029,-0.196572,-0.335168,0.677182,1.35305,0.386766,0.554836,-0.452268,0.116012,0.426342,0.424253,-1.69727,-0.599267,-1.07481,-0.512464,-2.01885,-4.13086,-2.03022,5.11308,4.36557,-0.315442,0.0241219,-1.85954,0.743173,0.740401,1.44146,3.27068,-0.759858,0.00667802,-0.628015,0.213118,-0.796989,0.40304,0.764703,-0.182935,0.338518,-0.564401,-1.10726,1.43864,-0.51835,3.27667,-1.94396,-3.3114,-0.900061,-1.38083,0.82984,4.17995,-0.550408,0.635579,-1.74433,-2.73666,1.06578,4.12023,-1.24998,0.757833,-0.738749,2.67324,0.386766,0.554836,-0.452268,0.116012,0.426342,0.424253,-1.69727,-0.599267,-1.07481,-2.118,0.489472,-1.08825,-1.7816,0.0748506,-5.03917
-735.004,0.999648,0.0349427,7,127,0,748.095,-1.0357,0.594105,1.86314,-0.320473,-1.61347,-0.221173,-0.193013,-0.0661965,0.0464485,-0.0240639,0.545904,-0.248138,-1.34354,0.884101,-0.0237748,0.642463,-0.585352,2.26095,-0.0371555,-1.19778,-0.789441,-2.42029,-2.73084,-0.0437692,4.07858,5.70879,0.434803,-1.61262,0.135128,-3.47567,-3.15609,-1.93595,-0.446939,-1.78172,1.7592,-2.14749,3.68224,0.346664,0.877747,0.0159145,0.108741,0.537057,0.213379,-2.21066,-0.616036,-1.07305,0.842066,0.491401,-1.88927,-2.70418,0.0101336,-3.03956,-3.87637,2.19914,0.152307,0.667906,-1.50381,-3.3632,-1.85829,0.802335,6.20171,-8.3412,1.20772,-0.248138,-1.34354,0.884101,-0.0237748,0.642463,-0.585352,2.26095,-0.0371555,-1.19778,-3.04684,-0.527811,-0.975235,1.19376,-2.99354,2.59212
-727.004,0.995487,0.0360453,7,127,0,744.342,-0.721448,-0.586217,0.28785,-0.518111,-0.547166,-0.941413,-0.738505,-0.27601,-0.208563,1.51242,0.635022,-0.386253,0.761427,-0.835736,0.448472,-0.943334,0.0373193,-1.40541,0.534301,0.970515,0.0832262,-1.03993,-0.914403,-1.6039,5.73235,4.85909,0.405299,-1.23134,-1.16042,6.1607,-0.877048,-4.60209,-2.27828,-1.14992,-2.60058,1.78493,-1.77091,0.951041,1.32331,-0.834744,-0.665042,0.233661,1.41366,-2.06232,-0.60019,1.07291,1.35038,1.51512,-0.56783,-3.32408,2.37728,-3.1664,-5.08982,-2.80424,-1.45005,3.80179,2.77087,-2.96809,-15.3913,0.513219,5.39553,0.953759,-1.12295,-0.386253,0.761427,-0.835736,0.448472,-0.943334,0.0373193,-1.40541,0.534301,0.970515,6.63934,-1.43946,0.389666,-1.4199,1.1354,-0.889398
-728.221,0.987489,0.0367966,7,127,0,738.313,-0.855477,-0.34559,1.92156,-0.435071,-0.378202,-0.64219,-0.43127,-0.325354,-0.797635,0.889994,0.934394,0.686551,1.32761,0.70237,0.459606,-1.08466,0.347075,0.528868,0.683937,0.313264,-0.791884,-2.49275,-1.04808,-1.15586,5.61883,4.76339,0.886309,-2.56593,-3.48834,1.85779,1.52526,-4.60935,1.31937,-0.00286372,1.01385,2.6037,0.475143,-0.287424,0.680127,-0.446239,0.525546,-1.10412,0.13978,-1.70182,0.613252,1.14608,1.17104,0.692342,-0.455976,1.12144,1.21218,-1.72298,-9.63621,-1.33562,1.60525,-2.99595,1.22082,-0.370819,-2.30805,-2.1537,-3.87241,-1.24755,1.30238,0.686551,1.32761,0.70237,0.459606,-1.08466,0.347075,0.528868,0.683937,0.313264,0.0651158,-1.54713,0.649072,0.401751,0.923078,-1.40372
-726.425,0.999471,0.0368466,7,127,0,738.389,-0.76779,0.0441075,0.77298,-0.102967,-0.687613,-0.4249,-0.298898,-0.137714,-0.364672,1.0305,0.085251,-0.323852,-1.31298,-1.84404,0.250392,1.01322,-1.09584,-0.572529,-1.03593,-0.281093,0.00491079,-2.60878,-0.216039,-0.42341,4.77355,5.62227,1.49464,2.34542,3.3684,0.236056,3.14895,-1.95666,-1.9813,-0.33826,-2.57855,3.47148,-3.97818,0.671642,0.399369,0.5779,0.824421,-0.485762,-0.138743,-0.320147,-0.301826,-0.551089,-1.13625,0.671477,-1.01318,1.22382,2.1991,-0.0461243,-1.69404,3.13558,-0.330699,7.2474,-0.566576,-2.75672,-6.0022,-1.56721,-4.89304,2.95368,0.34405,-0.323852,-1.31298,-1.84404,0.250392,1.01322,-1.09584,-0.572529,-1.03593,-0.281093,0.296784,-1.24128,0.425854,4.04849,-0.73337,2.34388
-730.235,0.998757,0.0379404,7,127,0,737.439,-0.568913,-0.213145,1.23354,-0.897617,-1.11933,-0.369596,-0.174455,-0.0344334,-0.242591,-0.0975571,-0.889259,-1.17892,-0.794023,1.93151,1.23357,-0.0544364,-0.501616,-0.678446,0.887894,-1.12264,-0.309225,-3.25566,-0.887984,-0.601229,5.53516,5.34413,0.15405,0.521541,-0.447146,0.613537,-0.225947,1.41832,2.42858,-1.46111,2.35901,0.272872,1.76229,-0.765825,-1.58479,-0.539715,0.774874,1.04217,-1.42781,-0.717985,-0.8197,-0.295921,0.0822561,-0.521872,1.08353,0.413252,-0.874,2.73645,0.468317,-1.69483,1.81897,-5.67657,-0.284362,2.29272,6.74191,1.42385,-0.639079,-4.32773,-0.662633,-1.17892,-0.794023,1.93151,1.23357,-0.0544364,-0.501616,-0.678446,0.887894,-1.12264,0.474049,-1.14477,0.710306,0.152188,0.836991,1.28551
-729.784,0.997265,0.0389816,7,127,0,741.218,-1.09679,0.0378954,0.703783,-0.226804,-0.45845,-0.00803061,-0.152677,0.119882,-0.337226,2.31813,-0.797728,1.53951,0.601845,0.350384,-1.33743,0.145007,0.552424,0.633967,-0.880956,1.15436,0.253357,-3.43288,-1.97797,-1.32164,4.54297,5.10707,0.85441,1.67779,-0.391824,3.29236,0.380497,-0.860801,0.710801,-2.32242,-2.44947,-1.87611,-1.68523,-1.91632,-0.743311,-2.1426,0.184149,-0.427307,0.0430189,-0.283056,-0.118579,-0.278167,0.0785614,-1.80748,-1.05498,1.0899,-1.22581,-2.7388,3.41347,1.67099,1.1823,2.51075,0.67043,13.3514,-8.22098,0.259405,-4.24118,2.47515,-0.676148,1.53951,0.601845,0.350384,-1.33743,0.145007,0.552424,0.633967,-0.880956,1.15436,1.74606,-1.00889,-0.973456,-0.0529866,-1.2846,0.126184
-732.428,0.999474,0.039894,7,127,0,742.373,-1.13039,0.0395166,0.589684,-0.35785,-0.507133,-0.422038,-0.0853492,0.169998,0.0331731,2.35291,-1.03438,-0.0122594,-0.42394,-0.470671,-1.17722,-0.383258,1.44099,0.424007,-1.6357,0.94935,0.519963,-4.17438,-4.59752,-1.37545,5.63559,5.2128,1.17314,-0.325772,-0.134613,1.73418,0.167036,-0.040586,-4.22421,0.427219,3.26476,-1.04544,-0.46657,-1.75869,-1.35938,-0.401957,0.851721,-0.373527,0.0195086,-0.54687,0.0353955,-0.864402,-0.376623,-0.470723,-2.55724,-0.0836868,3.12723,0.0912729,-5.92833,1.75166,2.65308,-4.51794,-0.610038,-10.6649,-4.17899,2.68108,3.20237,2.03686,-0.979375,-0.0122594,-0.42394,-0.470671,-1.17722,-0.383258,1.44099,0.424007,-1.6357,0.94935,8.06802,-1.34462,-0.97472,-0.559516,0.979718,0.944984
-729.408,0.997939,0.0410177,7,127,0,747.788,-1.00644,0.132331,1.26346,-0.766011,-0.417241,-0.525341,-0.357269,0.175394,0.0836571,1.0247,-1.78851,0.224239,0.671549,0.00215665,1.71591,-0.142495,-0.610212,-0.614055,0.897374,-1.47848,-0.46334,-1.89422,-2.51083,-0.758514,4.54168,4.80853,-1.66181,0.0843107,-1.88205,0.243102,0.665355,-2.45087,0.643923,3.77913,0.698595,4.79729,-3.60969,-0.507637,1.31988,0.405797,-0.659312,1.23646,-1.28941,-1.67245,2.67764,-1.76071,1.53106,0.196212,-2.3641,-0.646069,-1.16901,2.18879,3.189,1.18443,-0.0123458,-0.924095,1.01281,-1.88935,-1.96944,3.61689,4.05639,2.15217,-2.82581,0.224239,0.671549,0.00215665,1.71591,-0.142495,-0.610212,-0.614055,0.897374,-1.47848,-2.85863,2.71531,-1.09076,1.85403,-1.29019,-1.48324
