# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.9.2,marginal.10.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.9.3,marginal.10.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,marginal.9.4,marginal.10.4,index.1,index.2,index.3,index.4
-739.262,0.99967,0.00611105,9,1023,0,753.625,-0.668773,-1.06355,-1.98251,1.2212,-0.508871,-0.529677,-0.00858279,-1.3002,-0.995156,0.617741,-0.768869,-1.24746,-1.57435,0.301113,0.159819,2.44014,-1.28724,0.28474,0.0853098,-0.271511,-1.611,1.38295,0.356724,0.269852,0.151195,0.207311,4.67294,5.2586,0.990742,0.994824,0.000344454,0.188844,0.143831,0.343501,0.220844,0.219577,0.252869,0.176313,0.19259,0.29704,0.205384,0.230074,0.215135,0,0,0,0,0,0,0,0,0.241806,0.1979,0.197409,0.209956,0,0,0,0,0,0,0.224731,0.24373,0.198582,0.208656,0.267939,0,0,0,0,0,10,12,6,9
-735.16,0.9995,0.00643137,9,511,0,747.99,-0.830573,-0.814651,-1.66366,0.805358,-0.886921,-0.46183,0.0715382,-0.529823,-0.818147,0.777714,-0.816627,-1.43334,-1.50616,-0.328184,0.690993,0.967168,-0.685877,0.63029,0.534413,0.00791086,-1.0738,1.07426,0.376749,0.105762,0.146951,0.201793,4.77579,5.21328,0.991639,0.994586,0.000344454,0.212567,0.164037,0.331512,0.208059,0.235589,0.273535,0.231022,0.212348,0.329217,0.212443,0.238965,0.237589,0,0,0,0,0,0,0,0,0.252954,0.20944,0.219835,0.233389,0,0,0,0,0,0,0.231797,0.251235,0.229395,0.219403,0.278562,0,0,0,0,0,10,12,6,9
-732.935,0.999979,0.00676226,9,511,0,745.364,-0.816399,-0.782089,-1.60887,0.525562,0.146508,-0.387809,-0.211793,-0.298882,0.096658,1.44826,-1.97487,-0.989776,-0.941609,0.308532,-0.533921,-0.16793,-0.974637,-0.195583,-0.373645,0.159815,1.11639,-0.798579,0.385046,0.283943,0.186734,0.282075,4.50657,5.57496,0.989084,0.996223,0.000344454,0.203673,0.157043,0.296763,0.267399,0.229266,0.241395,0.23534,0.263677,0.375264,0.139342,0.234202,0.236615,0,0,0,0,0,0,0,0,0.245456,0.232826,0.21579,0.221302,0,0,0,0,0,0,0.218642,0.227113,0.222894,0.2425,0.317707,0,0,0,0,0,10,12,6,9
-734.269,0.998721,0.00711606,9,511,0,746.346,-1.10452,-0.897032,-1.39297,1.02886,-0.4095,-0.447568,0.426574,-0.387062,-0.624165,1.18382,-1.30284,-0.105983,-0.322295,0.122873,-1.03414,-0.625706,-1.19048,1.21472,0.106661,-0.733346,-1.1026,-0.442975,0.323992,1.05769,0.115755,0.0935454,5.61921,4.63339,0.996386,0.990372,0.000344454,0.174747,0.152832,0.28279,0.198627,0.196678,0.245085,0.199783,0.187823,0.293038,0.15664,0.223001,0.186275,0,0,0,0,0,0,0,0,0.217122,0.190479,0.189809,0.205654,0,0,0,0,0,0,0.201485,0.214779,0.202385,0.198874,0.226794,0,0,0,0,0,10,12,6,9
-736.33,0.999941,0.00745722,9,1023,0,748.363,-2.3623,-0.632928,-1.3674,1.45684,0.828272,-0.477809,0.719495,-0.236772,-0.273737,1.38721,-0.654895,1.25695,1.36305,-0.534819,0.984055,-0.159636,0.4593,0.25116,0.2347,-0.428727,-0.579867,-0.653127,0.328761,0.717313,0.154368,0.196653,5.57933,4.98386,0.996239,0.993199,0.000344454,0.187662,0.153713,0.313927,0.271452,0.195526,0.264477,0.208232,0.206245,0.309047,0.186569,0.221544,0.234691,0,0,0,0,0,0,0,0,0.241129,0.224113,0.191507,0.221256,0,0,0,0,0,0,0.207807,0.248507,0.215593,0.214386,0.273362,0,0,0,0,0,10,12,6,9
-738.342,0.991133,0.00783635,9,511,0,751.258,-2.39265,-0.320814,-1.8461,1.1248,0.0520809,0.207175,0.434797,-0.285722,0.40672,0.772454,-0.70095,0.434339,0.457402,-1.57975,0.746653,-0.404654,1.02845,-1.50203,0.522217,0.483315,-0.0273459,2.16058,0.555072,2.35253,0.179581,0.146874,5.81943,4.89832,0.997039,0.992596,0.000344454,0.203899,0.0990606,0.363254,0.239491,0.25549,0.280205,0.207074,0.277079,0.319426,0.171819,0.238714,0.248446,0,0,0,0,0,0,0,0,0.255899,0.221793,0.226522,0.233587,0,0,0,0,0,0,0.242772,0.248807,0.230038,0.248058,0.257937,0,0,0,0,0,10,12,6,9
-743.479,0.9995,0.00803094,9,511,0,758.959,-2.95259,0.00613521,-2.53001,1.07907,0.377977,0.584958,-0.176278,0.435168,-0.166982,1.14682,-1.06118,1.13328,1.13639,-1.60527,0.707451,0.208355,1.12552,-0.436493,-0.607717,0.252098,1.3986,0.498173,0.478234,0.981215,0.491945,0.0505179,5.02889,4.66791,0.993496,0.990696,0.000344454,0.190343,0.0656451,0.2812,0.219059,0.236331,0.177339,0.22374,0.177985,0.287738,0.123957,0.197049,0.197518,0,0,0,0,0,0,0,0,0.222834,0.169873,0.184409,0.135356,0,0,0,0,0,0,0.199528,0.193628,0.198357,0.193699,0.203966,0,0,0,0,0,10,12,6,9
-738.079,0.991328,0.00841804,9,511,0,754.33,-1.27041,-1.1562,-1.31534,0.546545,0.843708,0.261737,0.846751,-0.367779,0.0729746,1.40568,0.564486,0.10101,-0.927873,1.75726,-0.800263,0.193408,0.367734,1.26043,0.486843,0.0179096,-1.287,-1.14342,0.294604,0.0497273,0.126014,0.151643,5.22078,5.21982,0.994626,0.994621,0.000344454,0.181457,0.174606,0.267835,0.285316,0.251732,0.285499,0.218477,0.241419,0.32017,0.268871,0.25241,0.242978,0,0,0,0,0,0,0,0,0.247591,0.254556,0.241035,0.254628,0,0,0,0,0,0,0.24671,0.263398,0.229555,0.241478,0.279997,0,0,0,0,0,10,12,6,9
-737.141,0.999715,0.00862339,9,511,0,749.036,-1.61252,-1.02829,-1.17054,1.06146,0.0248883,0.118827,0.745123,-0.00763492,-0.0856194,2.31124,1.14878,0.22936,-0.862807,1.77367,1.14302,0.171205,-0.136948,0.205762,-0.0218131,0.987456,-1.29891,-0.366946,0.444166,0.0342799,0.138781,0.283081,4.71942,4.60228,0.991159,0.990071,0.000344454,0.136275,0.129052,0.283757,0.20066,0.207379,0.256341,0.198371,0.192964,0.406973,0.291627,0.220595,0.214425,0,0,0,0,0,0,0,0,0.225997,0.202543,0.204594,0.218646,0,0,0,0,0,0,0.202728,0.232123,0.197135,0.193743,0.317484,0,0,0,0,0,10,12,6,9
-734.767,0.999496,0.00903174,9,511,0,748.572,-0.462776,-0.537635,-1.55883,-0.206709,0.234907,0.13041,0.0243612,-1.14644,0.405122,1.13611,-0.878649,-1.04092,-1.59801,-2.01117,-1.4546,-0.174791,0.221524,0.445045,-0.211402,-0.753204,1.22994,0.376815,0.521322,0.543316,0.32522,0.22676,6.3223,5.3903,0.998207,0.99546,0.000344454,0.18724,0.119521,0.214684,0.255634,0.245502,0.235498,0.143906,0.272709,0.353435,0.16185,0.239706,0.189935,0,0,0,0,0,0,0,0,0.209737,0.233883,0.228004,0.222142,0,0,0,0,0,0,0.226213,0.222121,0.180417,0.237051,0.267554,0,0,0,0,0,10,12,6,9
-736.101,0.999913,0.0094462,9,511,0,748.312,-1.77709,0.152926,-1.40064,0.872283,0.535487,-0.10907,0.559068,-0.847416,0.51972,1.44891,-0.100734,0.352796,0.361931,1.31277,1.61873,0.83957,0.955708,1.24529,1.72483,-0.59469,-1.29681,0.32438,0.365338,0.919193,0.179738,0.0722622,4.79336,5.4939,0.991783,0.995905,0.000344454,0.218402,0.136811,0.266486,0.243164,0.202521,0.244751,0.162453,0.242107,0.309565,0.203012,0.219544,0.220971,0,0,0,0,0,0,0,0,0.228125,0.217747,0.198839,0.218463,0,0,0,0,0,0,0.217534,0.225776,0.208679,0.225284,0.237088,0,0,0,0,0,10,12,6,9
-734.019,0.997938,0.00988265,9,511,0,749.851,-1.54326,-1.06392,-2.02476,0.377625,0.417465,0.229874,0.245623,0.29767,0.421383,2.13743,0.229629,-0.548352,-1.79861,-1.1697,-1.78294,-0.837201,-0.974633,-1.11896,-1.29754,0.660565,1.3121,0.406641,0.60901,0.182194,0.728905,0.285724,5.34839,4.7852,0.995267,0.991717,0.000344454,0.119874,0.0706756,0.245722,0.250209,0.229557,0.231244,0.236881,0.250653,0.485041,0.22953,0.234537,0.197635,0,0,0,0,0,0,0,0,0.222873,0.227716,0.205534,0.207335,0,0,0,0,0,0,0.206557,0.207268,0.209628,0.215313,0.304859,0,0,0,0,0,10,12,6,9
-735.944,0.999733,0.0102773,9,511,0,747.839,-1.71563,-0.869894,-1.96838,0.644738,0.346095,0.443103,0.648849,-0.376976,0.680319,1.74537,-0.0688299,0.08166,-1.03385,-0.0365678,-0.523987,-0.538894,-1.20224,-0.746968,0.0699057,2.57671,2.35012,0.439989,0.534492,0.201694,0.408986,0.348513,5.58698,4.36973,0.996268,0.987503,0.000344454,0.134673,0.0798827,0.257637,0.228617,0.237788,0.258052,0.168138,0.261248,0.382826,0.192217,0.231313,0.19495,0,0,0,0,0,0,0,0,0.220587,0.201005,0.207225,0.220865,0,0,0,0,0,0,0.21453,0.226486,0.171358,0.228355,0.297537,0,0,0,0,0,10,12,6,9
-730.228,0.999918,0.0107299,9,511,0,747.002,-0.431706,-0.861927,-1.96308,-0.159054,-0.474295,-0.151395,-0.121683,-0.686655,-0.376301,1.54779,-0.857604,-0.45578,-0.456257,-0.0188726,0.690152,0.614112,0.996757,0.770173,-0.160398,-2.12951,-2.37162,-0.182664,0.72909,0.546421,1.35387,0.255581,4.6842,5.86408,0.990844,0.997168,0.000344454,0.167453,0.0829808,0.250623,0.210284,0.251664,0.255729,0.185899,0.222295,0.533939,0.16789,0.221075,0.221032,0,0,0,0,0,0,0,0,0.228683,0.164512,0.230437,0.237324,0,0,0,0,0,0,0.22074,0.221994,0.199005,0.211411,0.300154,0,0,0,0,0,10,12,6,9
-730.863,0.999677,0.0111989,8,255,0,740.071,-0.119253,-0.270268,-2.06275,-0.175596,-0.483019,-0.243536,-0.0927591,-0.551409,-0.177363,0.979518,-0.573945,-0.409403,-0.379534,-0.100222,0.624215,-0.255074,0.702654,0.463552,-1.12933,-1.56558,-3.04256,0.490167,0.785634,1.4605,0.475842,0.470826,4.18551,6.04792,0.985014,0.997643,0.000344454,0.252823,0.0770647,0.266998,0.222819,0.256775,0.279806,0.213727,0.266729,0.472179,0.210791,0.239788,0.247532,0,0,0,0,0,0,0,0,0.246848,0.221559,0.241102,0.253973,0,0,0,0,0,0,0.235127,0.247748,0.210725,0.240612,0.349173,0,0,0,0,0,10,12,6,9
-731.51,0.992273,0.0116719,8,255,0,744.075,-0.359267,-0.539247,-3.00815,0.295835,-0.215486,-0.243204,-0.222257,-0.375992,-0.756874,0.393848,-0.973472,-0.64825,-1.01936,0.270132,0.93446,-0.759241,1.51342,-0.355029,-1.13595,-1.87919,-1.60917,0.208318,0.967887,0.539373,0.0708682,0.378169,4.89836,5.40351,0.992596,0.995519,0.000344454,0.194781,0.0217761,0.351041,0.248416,0.243461,0.247199,0.220663,0.163943,0.372832,0.137262,0.233076,0.200659,0,0,0,0,0,0,0,0,0.22166,0.215759,0.215442,0.215682,0,0,0,0,0,0,0.221768,0.223075,0.2136,0.191334,0.263783,0,0,0,0,0,10,12,6,9
-729.731,0.999461,0.0119281,8,511,0,743.359,-0.150402,-0.436582,-2.28141,0.00654414,-0.12542,-0.154394,-0.109376,-0.670077,-0.318945,0.428053,-1.00083,-0.228175,-0.332291,0.466365,0.919936,-1.28205,1.68935,0.870013,-0.979083,-1.23912,-0.253273,0.861699,0.942088,2.1752,0.0820743,0.721676,4.9795,6.07296,0.993169,0.997701,0.000344454,0.209232,0.0449522,0.285521,0.261164,0.255998,0.264054,0.175486,0.227935,0.371489,0.135163,0.241045,0.203573,0,0,0,0,0,0,0,0,0.225563,0.223759,0.223364,0.223978,0,0,0,0,0,0,0.235385,0.241066,0.176747,0.215379,0.315335,0,0,0,0,0,10,12,6,9
-731.134,0.999498,0.0124077,8,511,0,740.742,0.584286,-0.783482,-2.90903,0.0409354,-0.374869,-0.34432,-0.299988,-0.0513608,-0.529068,0.553679,-1.00554,-0.64184,-0.665655,-1.11981,-0.327782,-1.30163,2.05252,0.564402,-0.45019,-0.623772,-0.175327,-0.714834,0.885782,2.12114,0.0920516,0.318211,4.20402,5.57264,0.985284,0.996214,0.000344454,0.173099,0.0309154,0.302615,0.231036,0.23587,0.243007,0.285679,0.207704,0.405714,0.14676,0.221775,0.213512,0,0,0,0,0,0,0,0,0.220757,0.214496,0.214952,0.215615,0,0,0,0,0,0,0.210076,0.212339,0.225347,0.200825,0.259172,0,0,0,0,0,10,12,6,9
-731.438,0.999899,0.0128982,9,511,0,744.078,-0.0246753,-1.07379,-2.40342,-0.317331,-0.369004,-0.151279,-0.210129,-0.897328,-0.266845,1.02403,-0.611689,-0.579002,-0.997909,1.64981,0.667177,-0.416046,1.17842,0.73884,-1.25225,0.474309,0.37995,-1.6434,0.565793,0.192396,2.32099,0.348596,4.76825,4.57959,0.991576,0.989845,0.000344454,0.181135,0.0949441,0.252432,0.247025,0.270327,0.263896,0.196249,0.25779,0.416355,0.222673,0.241238,0.227278,0,0,0,0,0,0,0,0,0.219553,0.200213,0.290132,0.263691,0,0,0,0,0,0,0.241717,0.238084,0.1984,0.234618,0.321542,0,0,0,0,0,10,12,6,9
-731.496,0.999978,0.0134116,8,511,0,742.717,-1.09391,-0.567058,-1.94926,0.2918,-0.120053,0.0483263,0.14719,0.167227,0.276388,2.01495,-0.843118,-0.109414,-0.3644,-0.686428,0.0639524,0.134205,-2.45773,0.735034,0.815669,0.783205,-0.935985,1.27673,0.597077,1.44917,0.117422,0.265569,6.3784,5.15845,0.998305,0.994282,0.000344454,0.164479,0.0797785,0.246505,0.204119,0.220768,0.230983,0.233092,0.244818,0.474666,0.143218,0.236068,0.177875,0,0,0,0,0,0,0,0,0.212951,0.205278,0.208391,0.210234,0,0,0,0,0,0,0.198016,0.202067,0.202896,0.207452,0.289646,0,0,0,0,0,10,12,6,9
-729.569,0.99058,0.0139381,8,255,0,742.582,-1.53919,0.131571,-3.39761,0.359048,0.0181588,0.140362,0.23399,-0.574222,-0.728161,1.29545,0.437656,0.0446273,-0.711783,1.01571,0.188973,-0.0515928,-1.34017,0.243605,-0.225702,0.608486,0.888841,-0.836709,0.748196,0.138931,1.06654,0.294178,6.03415,5.08155,0.99761,0.993828,0.000344454,0.22911,0.020987,0.260227,0.214598,0.230263,0.242791,0.149671,0.135684,0.412867,0.27159,0.217547,0.200983,0,0,0,0,0,0,0,0,0.227501,0.172145,0.190725,0.205918,0,0,0,0,0,0,0.218863,0.223395,0.18635,0.179832,0.279028,0,0,0,0,0,10,12,6,9
-730.01,0.999192,0.0141445,8,255,0,741.93,-1.64299,0.00643665,-1.89891,0.619597,0.40672,0.31701,0.699984,0.459518,0.515104,2.11837,-0.105201,-0.24926,-0.308116,-0.21979,-0.89915,1.03638,0.997855,-0.869607,-2.26539,-1.10445,0.425693,0.849923,0.611277,0.219163,0.219954,0.205055,5.19478,4.99237,0.994485,0.993256,0.000344454,0.191325,0.0688494,0.255893,0.231964,0.222359,0.265338,0.23775,0.243949,0.461651,0.181008,0.225585,0.22341,0,0,0,0,0,0,0,0,0.227356,0.219488,0.21623,0.230377,0,0,0,0,0,0,0.212693,0.225738,0.217484,0.219373,0.278679,0,0,0,0,0,10,12,6,9
-735.72,0.999756,0.0146533,8,255,0,745.543,-1.60008,0.896588,-1.46794,0.905007,0.204831,0.285413,0.849961,-0.644037,-0.724394,2.32438,0.796547,0.289815,-0.0689714,0.511702,0.127004,-0.431513,-0.247878,-2.08145,0.422429,-0.6162,-0.540345,0.852077,0.347772,0.664058,0.0960373,0.193432,4.40528,5.59037,0.987935,0.99628,0.000344454,0.252691,0.130058,0.25324,0.210358,0.215011,0.24967,0.165794,0.161991,0.355986,0.246238,0.237108,0.197476,0,0,0,0,0,0,0,0,0.223309,0.21211,0.213378,0.222414,0,0,0,0,0,0,0.221301,0.240352,0.19231,0.189943,0.295071,0,0,0,0,0,10,12,6,9
-747.382,0.996929,0.015191,8,255,0,758.345,-1.50942,0.500168,-1.88029,0.57548,-0.0891566,1.07076,0.278309,0.749866,0.233154,1.55902,1.08328,-0.840564,-0.78333,-1.50138,0.118006,-2.43813,-1.92265,0.152404,-1.92053,0.0372997,0.519675,0.362907,0.471791,0.0359989,0.0412141,0.230709,6.21928,5.64585,0.998013,0.99648,0.000344454,0.246584,0.0963474,0.253231,0.198694,0.2998,0.22769,0.269072,0.223972,0.350148,0.301039,0.240791,0.241159,0,0,0,0,0,0,0,0,0.24126,0.236387,0.244933,0.239073,0,0,0,0,0,0,0.256167,0.223538,0.242597,0.221769,0.27772,0,0,0,0,0,10,12,6,9
-743.577,0.996723,0.0156314,8,255,0,764.529,-1.47776,-0.722333,-0.862014,0.259763,0.584104,0.218004,0.501493,-0.398717,0.11372,1.65763,-1.19204,0.169889,0.599207,1.92733,0.377059,3.60177,2.02493,0.841079,1.29696,-0.846881,-0.407532,-0.325505,0.593514,0.232451,0.344889,0.0897112,4.26131,4.95367,0.986092,0.992992,0.000344454,0.156242,0.145632,0.248943,0.286585,0.244345,0.27668,0.183234,0.233113,0.431451,0.122928,0.22285,0.24013,0,0,0,0,0,0,0,0,0.226192,0.245814,0.223746,0.240712,0,0,0,0,0,0,0.230006,0.23442,0.2206,0.228396,0.253011,0,0,0,0,0,10,12,6,9
-729.832,0.999756,0.0160678,8,255,0,754.538,-1.38209,0.0918431,-3.08088,0.222878,-0.618547,0.0691183,0.180162,-0.0778765,0.383312,1.83575,0.350347,-0.336511,0.236796,-0.763474,0.535462,-0.538954,0.0554959,-0.477901,-0.100104,0.0483729,-0.60423,-0.789498,0.568729,0.114217,0.852896,0.377769,5.609,5.22606,0.996349,0.994654,0.000344454,0.240526,0.0504295,0.254153,0.175445,0.238213,0.249656,0.22362,0.271504,0.455505,0.26788,0.223625,0.234619,0,0,0,0,0,0,0,0,0.248309,0.141987,0.225628,0.241865,0,0,0,0,0,0,0.214001,0.220855,0.205159,0.233777,0.339548,0,0,0,0,0,10,12,6,9
-729.47,0.999455,0.0166267,8,255,0,739.883,-1.1898,-1.07691,-1.35779,0.376202,0.191397,-0.187588,-0.0734747,-0.649267,-0.632179,0.566368,-0.585072,1.25961,0.0908955,0.617316,-0.556959,0.345368,0.880761,0.827982,0.016202,-0.262602,0.6124,0.78659,0.695147,0.213968,0.251226,0.353633,4.40897,4.86738,0.987979,0.992365,0.000344454,0.139565,0.117808,0.306838,0.280407,0.230752,0.245035,0.179006,0.180749,0.335416,0.185621,0.237238,0.195991,0,0,0,0,0,0,0,0,0.226931,0.219113,0.203677,0.20824,0,0,0,0,0,0,0.224501,0.231417,0.197997,0.198935,0.272812,0,0,0,0,0,10,12,6,9
-736.477,0.99775,0.0171824,8,255,0,746.112,-1.40929,-0.502972,-1.99144,-0.108486,-0.303759,0.379485,0.10477,0.309193,0.590554,1.11648,-0.931633,0.00538806,-1.5511,1.37192,-0.870851,-1.33554,-1.64543,0.441994,-1.84635,-0.221735,-0.145063,-0.635545,0.469196,0.0581449,0.0593983,0.637119,4.42273,4.97798,0.988141,0.993159,0.000344454,0.194344,0.107462,0.224764,0.209302,0.266831,0.242552,0.260475,0.286495,0.339027,0.164931,0.233112,0.217678,0,0,0,0,0,0,0,0,0.22549,0.223518,0.230472,0.227658,0,0,0,0,0,0,0.223012,0.194598,0.215475,0.246733,0.312635,0,0,0,0,0,10,12,6,9
-729.32,0.998966,0.0176753,8,255,0,749.416,-1.23734,-0.539998,-1.83116,-0.407864,-0.254473,-0.256575,-0.49661,-0.453422,-0.279298,1.24708,0.207498,1.18211,0.665611,-1.482,0.503435,0.848033,0.615359,-0.277827,1.23595,0.123001,0.156968,0.518517,0.550478,0.465521,0.402191,0.41026,6.0192,4.96344,0.997574,0.99306,0.000344454,0.211402,0.117062,0.223639,0.238461,0.238253,0.215366,0.219364,0.236017,0.41449,0.287003,0.244897,0.204173,0,0,0,0,0,0,0,0,0.224537,0.235155,0.235007,0.218548,0,0,0,0,0,0,0.223502,0.207176,0.210048,0.221919,0.344858,0,0,0,0,0,10,12,6,9
-728.025,0.999855,0.0182244,8,255,0,745.066,0.438566,-0.418543,-2.46052,-0.398723,-0.144863,-0.348949,-0.1393,-0.684695,-0.307119,0.909092,-0.421867,-0.98333,-1.16681,0.509143,-0.412577,-0.894277,-0.529057,0.381823,-1.29695,0.115485,-1.71139,-2.23495,0.937918,0.954166,0.377376,0.531115,4.60401,5.24925,0.990088,0.994776,0.000344454,0.228996,0.0425142,0.232252,0.276734,0.24057,0.277765,0.188375,0.247715,0.503274,0.228453,0.249123,0.219316,0,0,0,0,0,0,0,0,0.231058,0.247597,0.234242,0.247967,0,0,0,0,0,0,0.22644,0.24569,0.197803,0.230198,0.356185,0,0,0,0,0,10,12,6,9
-730.239,0.994192,0.0188188,7,255,0,742.291,-0.684134,-0.855091,-1.11085,0.182194,-0.477981,-0.153746,-0.110077,-0.42177,-0.578979,0.352583,-0.172438,-0.361994,-0.871113,1.81299,0.786347,-2.33461,0.0435285,-0.349762,-0.605727,-1.3047,0.353807,-0.473982,0.842827,0.386664,0.69704,0.505902,5.19019,5.77782,0.99446,0.996914,0.000344454,0.149515,0.124265,0.294878,0.194204,0.240112,0.246826,0.201662,0.181329,0.325238,0.237277,0.230331,0.19803,0,0,0,0,0,0,0,0,0.237797,0.165792,0.198776,0.203569,0,0,0,0,0,0,0.222623,0.226381,0.20052,0.188324,0.268831,0,0,0,0,0,10,12,6,9
-740.304,0.997692,0.0191708,8,255,0,755.556,-0.91227,0.0548103,-1.24952,0.0889621,0.354894,0.0692013,-0.0103539,-0.122003,0.309939,1.17463,-0.314603,-0.365453,-0.626476,2.69191,-0.180319,0.903819,1.76559,0.513839,0.52308,1.33331,0.079688,1.84539,0.140654,1.01938,0.625192,0.295375,5.21357,4.3975,0.994587,0.987842,0.000344454,0.218692,0.18912,0.219509,0.225945,0.219036,0.217139,0.214496,0.224848,0.246612,0.209993,0.236707,0.192179,0,0,0,0,0,0,0,0,0.214864,0.24405,0.212799,0.204632,0,0,0,0,0,0,0.213198,0.2093,0.203917,0.225314,0.272736,0,0,0,0,0,10,12,6,9
-749.349,0.998552,0.0196785,8,255,0,759.314,-1.23569,-1.36234,0.695415,1.07441,-0.853806,0.869046,0.686932,-0.712792,0.890027,1.33281,1.5708,-0.510595,-1.07702,-2.36369,0.516757,-1.28311,-1.46966,-1.89559,-2.07565,-0.706097,-0.0475657,-1.94822,0.135545,0.352001,0.221224,0.152108,4.87073,5.54392,0.992391,0.996104,0.000344454,0.189909,0.236225,0.24555,0.200674,0.240467,0.236019,0.203738,0.240983,0.252048,0.258132,0.244096,0.209457,0,0,0,0,0,0,0,0,0.242189,0.172961,0.234002,0.226903,0,0,0,0,0,0,0.240401,0.235417,0.199507,0.24098,0.253414,0,0,0,0,0,10,12,6,9
-741.359,0.984638,0.0202295,7,127,0,761.526,-1.34774,-0.942032,-0.767309,1.10038,-0.675647,0.607633,0.6463,-1.02483,0.838543,1.07533,0.404978,0.298748,-0.45903,0.321111,-0.237808,-1.34961,1.63534,0.422697,0.444011,-1.16326,-0.584555,1.4322,0.130236,0.412772,0.208999,0.0423914,5.31083,5.32205,0.995086,0.995141,0.000344454,0.21171,0.215508,0.259132,0.21752,0.247091,0.248022,0.209928,0.252687,0.258511,0.242248,0.260416,0.205023,0,0,0,0,0,0,0,0,0.25071,0.187882,0.231981,0.233415,0,0,0,0,0,0,0.239026,0.239322,0.22677,0.240796,0.24262,0,0,0,0,0,10,12,6,9
-738.215,0.999785,0.0201442,8,255,0,748.94,-1.30088,-1.28286,-1.95262,0.520688,-0.00354968,0.156746,0.834775,-0.904671,-1.30134,0.547599,0.688439,-0.074289,-0.211541,-0.0389947,0.230877,1.2057,-1.30702,-0.424631,0.653388,0.930056,0.533114,-1.29839,0.46255,0.549683,0.549001,0.0667653,4.85247,5.44967,0.992251,0.995721,0.000344454,0.149357,0.114192,0.28727,0.240478,0.254218,0.317751,0.172891,0.148278,0.289812,0.303334,0.237922,0.224924,0,0,0,0,0,0,0,0,0.240919,0.193444,0.207184,0.272798,0,0,0,0,0,0,0.235956,0.243949,0.223798,0.219366,0.240542,0,0,0,0,0,10,12,6,9
-733.591,0.999328,0.0207496,8,255,0,750.5,-1.28615,-0.344358,-1.45172,0.47832,0.0973342,0.402757,-0.04625,-0.385049,-0.324937,1.18361,0.06923,-0.246125,-0.671003,-0.35594,1.44419,2.16089,-1.53884,-0.00602522,-0.548993,-0.0632069,0.56024,-0.210738,0.386067,0.231563,0.488873,0.319687,5.01631,6.29021,0.993415,0.998149,0.000344454,0.208942,0.147224,0.265848,0.238327,0.260233,0.228474,0.206373,0.210176,0.321797,0.236376,0.237703,0.220572,0,0,0,0,0,0,0,0,0.2415,0.209428,0.234885,0.198174,0,0,0,0,0,0,0.250688,0.224953,0.2068,0.209941,0.299828,0,0,0,0,0,10,12,6,9
-726.816,0.999626,0.0213409,8,255,0,748.385,-1.37816,0.011631,-2.03135,0.064808,0.151152,0.00809528,0.228381,-0.313488,-0.02241,0.369004,0.0739593,0.0361033,0.370181,0.494915,-1.59455,-0.215051,1.41936,-0.706961,0.458101,0.130242,-0.890556,0.138781,1.71553,0.101987,0.689981,0.647531,5.42937,5.85962,0.995633,0.997156,0.000344454,0.21899,0.00839944,0.234921,0.262448,0.217959,0.288753,0.138557,0.209206,0.340406,0.237742,0.21383,0.219371,0,0,0,0,0,0,0,0,0.213592,0.22334,0.207349,0.232307,0,0,0,0,0,0,0.216067,0.240164,0.183955,0.212864,0.25641,0,0,0,0,0,10,12,6,9
