# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=896279109
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,index.1
-727.984,0.995694,0.0144608,8,255,0,731.994,-1.13955,-0.685928,-0.248216,0.277008,0.341898,-0.290274,1.88774,0.161949,4.15861,4.93768,0.984611,0.99288,0.166667,0.22259,0.235098,0.250737,0.252716,0.233875,0.302836,6
-728.338,0.997062,0.0144172,7,127,0,731.921,-1.18024,0.290469,-0.750654,0.523472,0.560078,0.0486421,1.50678,0.324025,4.08851,5.13605,0.983512,0.994154,0.166667,0.25235,0.194118,0.266858,0.269185,0.237855,0.333587,6
-735.185,0.999239,0.0146144,7,127,0,737.992,-1.04919,-0.720249,-0.532793,1.50986,1.50454,-0.993364,1.66999,0.0546408,6.0961,5.35416,0.997753,0.995294,0.166667,0.251891,0.253827,0.27554,0.275482,0.24909,0.27729,6
-736.559,0.99997,0.0150536,8,255,0,743.429,-1.31588,1.06567,0.569148,1.48756,-1.23913,0.387419,0.528509,0.142458,4.17062,4.41363,0.984792,0.988034,0.166667,0.237929,0.225342,0.248997,0.183561,0.220855,0.224333,6
-731.262,0.999692,0.0156476,8,255,0,742.16,-1.25895,-1.26019,0.405146,-2.13963,-0.515861,-0.875932,1.11879,0.163498,4.60112,5.04364,0.990059,0.993591,0.166667,0.187706,0.232775,0.166759,0.206969,0.197473,0.254258,6
-729.518,0.999944,0.0163332,8,255,0,735.582,-1.03488,-0.699106,-2.46677,-0.485677,-1.13792,-0.762621,0.688153,0.274972,4.76747,5.0009,0.99157,0.993313,0.166667,0.226688,0.152753,0.23714,0.206235,0.223641,0.300346,6
-728.961,0.997637,0.0171253,7,127,0,734.577,-1.05704,0.0782112,-0.448593,-0.732458,-0.918465,-1.97898,0.712628,0.171112,4.7623,5.15419,0.991526,0.994258,0.166667,0.260444,0.24346,0.234625,0.228958,0.198504,0.28189,6
-725.362,0.99978,0.0178773,7,127,0,731.072,-1.2093,-0.0435298,-0.0432263,-0.822364,-0.600937,-0.305476,1.23148,0.293691,4.49006,4.69336,0.988905,0.990927,0.166667,0.227569,0.227585,0.189875,0.20008,0.21433,0.29993,6
-729.479,0.974054,0.0188212,6,127,0,731.856,-0.981575,-0.199609,-0.971793,-1.25664,-0.789921,-0.663323,1.15104,0.131508,5.04684,5.34351,0.993611,0.995244,0.166667,0.267406,0.247988,0.241068,0.252475,0.25563,0.303602,6
-729.735,0.999924,0.0183633,7,127,0,733.306,-0.878065,-0.68898,-1.09446,-0.440066,0.510657,-0.482131,0.0159422,0.432209,5.25767,5.21766,0.99482,0.994609,0.166667,0.235799,0.205691,0.255733,0.341334,0.252288,0.29501,6
-729.236,1,0.0193928,7,255,0,733.697,-1.36896,0.225722,0.632145,0.413354,-0.83373,0.536179,2.13369,0.183708,6.13369,5.18374,0.997836,0.994424,0.166667,0.209574,0.222211,0.215342,0.179149,0.219179,0.273491,6
-727.75,0.999777,0.0204926,7,127,0,732.762,-1.22323,-0.130436,-0.463503,0.707146,-1.21034,-0.320923,2.0126,0.173841,5.04308,4.67634,0.993588,0.990773,0.166667,0.22341,0.213525,0.249684,0.192533,0.217717,0.294556,6
-728.886,0.999626,0.0216427,6,63,0,729.988,-1.20641,-0.605373,-0.322949,1.0494,-1.49527,-0.524603,1.99952,0.175677,5.23928,5.34768,0.994724,0.995263,0.166667,0.212025,0.220433,0.264627,0.18708,0.214405,0.298355,6
-726.505,0.994907,0.0228442,6,127,0,730.28,-1.24604,0.0415983,-0.402715,0.393931,-0.370483,-0.428135,1.69249,0.152996,5.5144,4.9355,0.995988,0.992864,0.166667,0.224493,0.21288,0.234017,0.213707,0.212229,0.271486,6
-727.849,0.983806,0.0237794,7,127,0,730.253,-1.2019,-0.489545,-0.990119,1.22187,0.196578,-0.624874,1.59758,0.243011,5.84588,5.30151,0.997117,0.995041,0.166667,0.210675,0.191157,0.28803,0.239736,0.205258,0.307109,6
-726.661,0.981276,0.0239747,6,63,0,730.139,-1.195,-0.254733,-0.612249,0.819559,-0.64744,0.0349573,1.14104,0.177683,5.54288,5.18364,0.9961,0.994424,0.166667,0.22439,0.213528,0.259344,0.21248,0.233475,0.270466,6
-725.959,0.998961,0.024004,7,127,0,736.658,-1.14694,-0.232534,-0.755357,0.466209,-0.947646,0.0801441,0.83648,0.266203,5.36391,4.93526,0.995339,0.992863,0.166667,0.229907,0.206195,0.264477,0.197943,0.244974,0.28409,6
-731.018,0.978725,0.0252629,6,63,0,733.984,-0.950956,-0.144885,-1.57184,-1.33472,-0.880009,-1.68719,0.610333,0.272742,6.97991,5.14818,0.99907,0.994224,0.166667,0.270819,0.201063,0.211653,0.233085,0.196057,0.313353,6
-730.407,0.98697,0.0251134,6,63,0,737.224,-1.13806,-0.609397,-1.27035,0.198127,-1.78986,-0.546514,0.31869,0.0928876,5.17456,5.07299,0.994373,0.993775,0.166667,0.232426,0.221654,0.246076,0.21344,0.23347,0.248159,6
-733.789,0.998164,0.0255449,6,63,0,741.188,-1.08557,-1.82924,-0.607497,0.171892,-0.576634,-0.579826,1.14378,0.199558,4.95056,7.11808,0.99297,0.99919,0.166667,0.189908,0.230267,0.258981,0.231361,0.231248,0.297899,6
-730.783,0.994484,0.0267863,6,127,0,739.198,-1.16233,-1.6187,-1.26142,0.414246,-1.16515,-0.00737452,1.66911,0.221838,5.88976,5.94534,0.99724,0.997389,0.166667,0.179252,0.19121,0.25532,0.194535,0.237947,0.311726,6
-729.963,0.998751,0.0277869,7,127,0,734.086,-1.48009,1.18636,-0.0519652,-1.0805,0.246267,-0.0810816,1.23509,0.54329,5.15296,4.38838,0.994251,0.987731,0.166667,0.302473,0.181188,0.112335,0.206477,0.178853,0.308088,6
-728.78,0.995494,0.0291395,6,63,0,733.62,-1.23836,0.53549,0.0928792,-0.0907667,0.329606,-0.0232637,1.04435,0.156062,6.17868,5.58897,0.997931,0.996275,0.166667,0.239615,0.227257,0.222264,0.23381,0.22409,0.254382,6
-725.102,0.999811,0.0302678,6,63,0,730.257,-1.23344,-0.465761,-0.567484,-0.614818,0.358093,0.0197502,1.36972,0.341706,5.92356,4.86281,0.997331,0.992331,0.166667,0.198994,0.193512,0.191,0.24767,0.226761,0.317476,6
-728.329,0.988953,0.0317792,6,63,0,730.673,-1.17138,0.511396,-0.163686,-1.36537,-0.443546,-0.66826,0.37183,0.288803,5.11299,5.63663,0.994018,0.996448,0.166667,0.26431,0.228174,0.17283,0.214253,0.20353,0.256547,6
-727.303,0.990955,0.0323983,6,63,0,734.293,-1.30211,-1.13624,-0.702686,0.116431,0.392682,-0.212826,1.57023,0.289082,4.56553,5.58623,0.989703,0.996265,0.166667,0.163751,0.181644,0.219522,0.23351,0.20365,0.299813,6
-733.612,0.994572,0.0331879,6,63,0,736.059,-1.2139,-0.589537,0.515673,-0.458386,1.69614,-1.28356,1.77547,0.0628896,5.85148,4.51889,0.997133,0.989216,0.166667,0.222531,0.234787,0.223961,0.248387,0.215071,0.249319,6
-733.891,0.999891,0.0342988,6,63,0,737.189,-1.16893,0.0518927,1.04798,-0.932921,0.956381,-1.40011,1.04562,0.0362717,6.19632,5.12669,0.997967,0.994099,0.166667,0.237389,0.243992,0.230983,0.24338,0.227987,0.243976,6
-731.272,0.982295,0.0359109,6,63,0,739.323,-1.39117,0.184023,1.74062,-0.250681,0.932209,0.738987,1.82047,0.164593,4.98686,5.11771,0.993219,0.994046,0.166667,0.204098,0.248865,0.192721,0.224831,0.219337,0.25133,6
-726.982,0.999901,0.0359187,6,63,0,733.608,-1.22578,0.826806,-1.0909,-0.114231,-0.685464,-0.187537,1.81208,0.242919,5.11885,5.08753,0.994053,0.993865,0.166667,0.264068,0.183805,0.22209,0.199042,0.219029,0.313116,6
-727.294,0.95593,0.0375563,6,63,0,730.911,-1.22987,0.813837,-0.138933,-0.697827,0.264814,-0.211832,0.527071,0.263409,5.48419,5.02355,0.995865,0.993462,0.166667,0.265906,0.219864,0.195654,0.238647,0.216588,0.251424,6
-727.477,0.993142,0.0351343,6,63,0,729.518,-1.0823,-0.940729,0.116471,-0.639637,-0.0280174,-0.0881206,0.744135,0.196288,4.95067,5.29064,0.992971,0.994987,0.166667,0.219779,0.257416,0.230081,0.252032,0.249815,0.281661,6
-729.741,0.973083,0.0360919,5,63,0,731.732,-1.33934,-1.55978,0.510027,-0.8218,-0.558489,-0.581201,1.57759,0.228615,5.04075,4.98165,0.993573,0.993184,0.166667,0.154998,0.227455,0.178401,0.187396,0.186607,0.273154,6
-729.496,0.998774,0.0352599,6,63,0,733.758,-1.18601,0.600528,-1.68561,-0.435895,0.843567,-0.0808285,0.542784,0.239653,5.40964,5.1456,0.995547,0.994209,0.166667,0.260747,0.169388,0.215773,0.27213,0.23052,0.258088,6
-730.557,0.994995,0.036697,6,63,0,734.354,-1.12542,0.145932,-1.8496,-0.293205,0.976447,0.145531,0.252251,0.184404,5.56594,5.14333,0.996189,0.994196,0.166667,0.250019,0.187476,0.235144,0.279818,0.250005,0.253713,6
-730.582,0.999312,0.0378136,6,63,0,734.037,-1.10773,-0.29192,-0.657578,-2.05809,-0.89064,-1.23838,1.47316,0.296597,4.10517,5.04941,0.98378,0.993628,0.166667,0.232488,0.213699,0.152109,0.202314,0.186179,0.338317,6
-729.493,0.999544,0.0393499,6,63,0,735.094,-1.09115,-1.40447,-0.615306,-1.28705,-0.574736,0.114692,0.264589,0.195057,4.69411,5.8005,0.990934,0.996983,0.166667,0.203412,0.229494,0.207149,0.230897,0.255636,0.261239,6
-726.639,0.999379,0.0409413,6,63,0,733.874,-1.45943,0.520314,0.170088,-1.24646,0.778689,0.141888,1.75506,0.36533,5.34391,4.59851,0.995246,0.990034,0.166667,0.21937,0.198246,0.128443,0.235961,0.196614,0.306134,6
-734.371,0.868244,0.0425492,6,63,0,737.978,-0.991776,-0.579203,-2.70792,1.37077,-1.64849,-0.173489,1.15171,0.116991,4.84227,5.57905,0.992173,0.996238,0.166667,0.257398,0.212724,0.303348,0.23422,0.266574,0.297959,6
-728.193,0.993798,0.0323725,6,63,0,736.387,-1.08555,-0.791681,0.255791,-1.42413,0.232491,-0.581674,0.543744,0.433047,5.18076,4.99144,0.994408,0.99325,0.166667,0.193351,0.273929,0.15417,0.271927,0.207931,0.299416,6
-726.074,0.999778,0.0332271,6,63,0,733.425,-1.15109,-0.561015,-0.639181,-0.620208,0.313965,-0.507439,1.13816,0.364756,4.57102,4.50017,0.989759,0.989015,0.166667,0.204936,0.20033,0.201441,0.261813,0.208139,0.323893,6
-725.826,0.998364,0.0345666,6,63,0,728.904,-1.18808,-1.1746,-0.645324,-0.847582,-0.0796568,-0.244206,0.986327,0.370813,4.84857,5.78793,0.992221,0.996945,0.166667,0.164703,0.193507,0.182071,0.228355,0.217782,0.305267,6
-729.016,0.958943,0.0358167,5,63,0,733.837,-1.10526,-0.722157,-0.682056,-1.01236,0.805865,0.232849,0.747948,0.229731,4.38433,4.56757,0.987682,0.989724,0.166667,0.219058,0.220639,0.207867,0.284932,0.258886,0.282229,6
-729.278,0.96893,0.0338586,6,63,0,736.243,-1.04694,-0.273502,-1.12735,-0.896247,-1.60147,-1.43953,1.4668,0.194749,5.99478,5.16142,0.997514,0.994299,0.166667,0.249701,0.219858,0.227675,0.204431,0.209608,0.318368,6
-728.338,0.992428,0.0327677,6,63,0,735.56,-1.25181,0.578147,-0.414407,-0.0341044,0.432321,0.523617,0.611968,0.493175,6.0021,4.87381,0.997533,0.992414,0.166667,0.275542,0.189051,0.219492,0.26142,0.270207,0.278884,6
-727.991,0.995664,0.0334664,5,63,0,734.407,-1.2775,0.596192,-0.304041,-0.776032,-0.104471,-0.703775,1.55162,0.287665,5.88697,5.88246,0.997232,0.99722,0.166667,0.248617,0.203435,0.182315,0.212896,0.185434,0.3034,6
-726.015,0.999179,0.0344165,5,63,0,731.035,-1.24802,-0.161954,-0.210549,-0.383023,0.254447,0.366268,2.00239,0.201313,5.73013,5.36483,0.996764,0.995344,0.166667,0.217444,0.215784,0.209967,0.232046,0.236082,0.300501,6
-726.766,0.983898,0.0356565,5,63,0,734.088,-1.19483,-0.198974,-0.333368,-0.385565,0.307569,0.436832,2.01319,0.178519,5.66109,5.18905,0.996533,0.994454,0.166667,0.22612,0.221949,0.220344,0.242334,0.246596,0.302496,6
-727.83,0.899,0.0356764,5,63,0,736.232,-1.1794,0.30221,-0.20882,-1.09948,-0.467214,-0.818978,1.54127,0.24175,5.33274,4.35991,0.995192,0.987382,0.166667,0.248554,0.226202,0.190742,0.215456,0.201429,0.308573,6
-728.659,0.999905,0.0295431,6,63,0,732.337,-1.24701,-0.0369382,-0.206813,-1.72018,-1.02941,0.384674,1.64176,0.22666,4.77221,5.88133,0.991609,0.997217,0.166667,0.22177,0.215196,0.162887,0.185377,0.238701,0.294239,6
-728.69,0.980052,0.0306493,6,63,0,733.902,-1.13272,0.0755603,-0.877305,-0.241396,0.831617,-0.440141,0.960768,0.423057,4.28672,5.43667,0.986437,0.995665,0.166667,0.249598,0.181849,0.225334,0.314126,0.210997,0.326015,6
-734.602,0.94182,0.0304195,6,127,0,739.403,-1.11462,1.12828,0.813366,-2.34092,-0.635262,-0.246838,2.08568,0.0753172,5.35016,4.69567,0.995275,0.990948,0.166667,0.263154,0.258581,0.215696,0.23822,0.24357,0.277373,6
-728.258,0.995037,0.0277673,6,63,0,737.26,-1.66551,0.0189354,0.140986,-0.934477,1.00981,0.557591,1.44051,0.541446,5.21322,5.5308,0.994585,0.996053,0.166667,0.160399,0.1695,0.102341,0.246242,0.203654,0.292027,6
-730.078,0.986965,0.0284811,6,63,0,733.341,-1.11714,1.21883,0.342425,-0.695459,-0.689185,0.112857,1.58886,0.11899,4.91686,4.98938,0.992731,0.993236,0.166667,0.274459,0.254189,0.231494,0.231627,0.249045,0.283314,6
-728.969,0.999547,0.0286948,7,127,0,733.998,-1.38562,-0.244349,-0.585772,-1.78242,-0.413104,0.16793,1.43994,0.37139,6.33151,4.92252,0.998224,0.992772,0.166667,0.185977,0.167539,0.114296,0.176675,0.210278,0.299257,6
-731.979,0.993945,0.0296955,6,63,0,735.335,-1.05154,-0.191762,-0.729769,1.09791,1.08579,-0.894854,0.901527,0.246986,3.97462,5.49674,0.98156,0.995917,0.166667,0.249945,0.225869,0.314239,0.313594,0.218819,0.303882,6
-726.9,0.997418,0.0303486,6,63,0,735.853,-1.31255,-0.299507,-0.566385,0.205339,0.00630283,0.641935,1.38066,0.288971,3.97894,5.15215,0.981638,0.994246,0.166667,0.197959,0.185999,0.222144,0.212365,0.244706,0.286268,6
-730.358,0.985056,0.0312336,6,63,0,735.19,-1.4001,-0.810966,-0.178372,-0.229942,0.78251,1.18583,1.37202,0.25725,3.94674,4.75937,0.981049,0.991502,0.166667,0.166766,0.19062,0.188581,0.231688,0.250669,0.259773,6
-724.822,0.996786,0.0313003,6,63,0,732.328,-1.25795,0.0140688,-0.246581,-0.314304,-0.477525,-0.22213,1.28553,0.391663,4.46334,5.25897,0.988607,0.994826,0.166667,0.222278,0.205131,0.20084,0.190775,0.206697,0.319851,6
-725.035,0.998944,0.0321449,6,63,0,727.051,-1.21442,0.37299,-0.706502,0.201524,-0.0676067,-0.410962,0.964448,0.301684,5.65618,4.89357,0.996516,0.992561,0.166667,0.249384,0.193479,0.239827,0.225339,0.207773,0.284253,6
-723.981,0.991535,0.0331474,6,63,0,726.725,-1.43816,-0.199929,0.124319,-0.760769,0.319472,0.376401,1.0182,0.507478,5.19664,5.14121,0.994495,0.994183,0.166667,0.17659,0.201802,0.138927,0.218226,0.223195,0.284664,6
-725.021,0.943982,0.0336423,6,63,0,727.1,-1.11197,0.281721,-0.563459,-0.148309,-0.102661,-0.314955,0.97663,0.330919,4.48172,4.9841,0.988813,0.993201,0.166667,0.265273,0.21443,0.238477,0.241231,0.228607,0.31243,6
-726.328,0.97956,0.0309351,6,63,0,728.953,-1.34102,-0.946837,-0.434818,-0.396807,-0.177569,0.184892,0.911927,0.465252,5.97738,4.9003,0.997471,0.992611,0.166667,0.144114,0.176053,0.178633,0.194093,0.221836,0.285622,6
-725.407,0.976604,0.03063,6,63,0,729.84,-0.865278,-0.154557,-0.993108,-1.01135,-0.607332,-0.432764,-0.0636594,0.759182,4.74086,5.1461,0.991344,0.994212,0.166667,0.272373,0.165311,0.16341,0.209763,0.232576,0.286262,6
-726.808,0.991071,0.0301437,6,63,0,731.173,-1.13547,-0.0508569,-1.09121,0.217697,0.181281,-0.373149,1.80117,0.149257,5.27914,5.33189,0.994929,0.995188,0.166667,0.241759,0.214445,0.249183,0.248167,0.233051,0.295956,6
-727.57,0.99976,0.0305535,6,127,0,730.433,-1.18377,0.0215148,-1.54011,0.329033,-0.559459,-0.784971,1.2695,0.293719,5.14865,4.87654,0.994226,0.992434,0.166667,0.235511,0.162992,0.252159,0.206182,0.195552,0.3077,6
-728.602,0.999205,0.0315107,6,63,0,730.039,-1.12512,0.511128,-0.301393,-0.128373,-0.479466,-0.819843,1.43906,0.0845567,5.10368,5.26626,0.993962,0.994864,0.166667,0.253146,0.240378,0.24306,0.23764,0.232465,0.268266,6
-724.285,0.996376,0.0324471,6,63,0,730.045,-1.29484,0.204445,-0.165012,-0.612273,-0.1527,0.476906,0.892367,0.434065,4.8126,5.02521,0.991939,0.993473,0.166667,0.230393,0.203192,0.17356,0.204058,0.252027,0.287513,6
-726.574,0.998631,0.0332081,6,63,0,728.276,-1.24786,-0.243087,-0.220337,1.09319,0.697731,-0.297504,1.40521,0.220119,5.2779,5.04069,0.994923,0.993572,0.166667,0.213934,0.214778,0.267522,0.250814,0.211927,0.281194,6
-726.774,0.986758,0.0341283,6,63,0,729.19,-1.19319,-0.0390716,-0.187686,0.996658,0.668973,-0.304408,1.38495,0.219726,5.34598,5.2022,0.995255,0.994526,0.166667,0.23116,0.225408,0.274045,0.259956,0.220961,0.291342,6
-730.081,0.998017,0.0342425,6,63,0,733.052,-1.24811,0.468238,-0.482195,1.05027,-1.25963,0.60097,1.30219,0.296903,4.85563,5.60982,0.992276,0.996352,0.166667,0.248041,0.199204,0.281652,0.164916,0.255464,0.297029,6
-728.308,0.996353,0.0351254,6,63,0,733.79,-1.27027,-0.722297,-0.618151,-0.876768,0.438862,-0.7761,2.08678,0.174232,5.23666,4.36404,0.99471,0.987433,0.166667,0.198433,0.201335,0.194187,0.23258,0.196947,0.287679,6
-728.566,0.995222,0.0359002,5,63,0,734.813,-1.16983,0.311337,-0.3994,-0.224675,0.406597,-0.207345,0.471404,0.214408,4.0252,5.43039,0.982454,0.995638,0.166667,0.249164,0.221756,0.228289,0.253005,0.228944,0.25564,6
-728.472,0.88369,0.0365989,5,63,0,736.863,-1.33194,0.276783,-0.708138,-0.364974,0.543125,-0.354548,0.591061,0.384667,4.72682,5.12802,0.991223,0.994107,0.166667,0.226974,0.167376,0.186588,0.245451,0.187197,0.248882,6
-728.989,0.994832,0.0300093,6,63,0,735.119,-1.20251,-1.21519,-0.391657,-0.429796,-1.00424,-0.307458,0.362462,0.345192,4.73817,5.48376,0.991321,0.995863,0.166667,0.164932,0.207888,0.205729,0.175207,0.212715,0.254001,6
-727.696,0.996192,0.0305832,6,127,0,733.024,-0.977311,-1.24395,-0.334791,-0.184355,-0.948659,-0.16987,0.517258,0.373285,4.81783,5.51155,0.991981,0.995976,0.166667,0.191289,0.249312,0.259969,0.208923,0.261011,0.31341,6
-731.836,0.981915,0.031241,6,63,0,734.452,-1.25308,0.16366,-1.38312,-0.292548,-0.259393,-1.26239,0.636407,0.0704486,5.43531,4.7148,0.995659,0.991118,0.166667,0.224166,0.205786,0.218627,0.219026,0.207179,0.230012,6
-734.038,0.998781,0.0310391,7,127,0,739.109,-1.23107,0.224183,-1.44663,-0.70783,0.16837,-1.34366,0.0476071,0.0381749,4.39356,5.11025,0.987794,0.994002,0.166667,0.227494,0.21648,0.221302,0.22712,0.217148,0.226312,6
-733.964,0.994349,0.0318488,7,127,0,738.764,-1.25605,1.83294,-1.00511,-1.75532,0.852846,-0.638889,0.789664,0.0758435,5.08577,5.0273,0.993854,0.993486,0.166667,0.246563,0.208783,0.19954,0.233015,0.213408,0.23216,6
-732.702,0.995395,0.0323938,7,127,0,741.939,-1.33262,-1.57438,0.023795,1.59802,-1.10027,0.258016,2.7343,0.133589,5.66833,4.91423,0.996558,0.992712,0.166667,0.176108,0.209251,0.24617,0.185487,0.214476,0.275409,6
-730.696,0.999919,0.0330049,7,127,0,736.745,-1.08505,1.41184,-0.850672,-0.548792,0.909258,-0.478527,0.571689,0.194383,4.53291,5.27603,0.989365,0.994913,0.166667,0.30776,0.22263,0.23295,0.287347,0.2354,0.274099,6
-734.397,0.991307,0.033907,6,63,0,738.345,-1.08848,0.174781,-0.251767,-0.0453971,0.860471,-1.24459,0.64423,0.0673895,4.41506,4.12381,0.988051,0.984075,0.166667,0.25413,0.24872,0.251328,0.262988,0.23643,0.260173,6
-739.937,0.989741,0.0342625,6,63,0,744.603,-1.05455,-0.564292,-0.448692,-2.27447,0.821502,-3.17612,0.209383,0.105794,6.24405,6.15157,0.998062,0.997874,0.166667,0.24708,0.249362,0.214978,0.275351,0.199318,0.262619,6
-733.541,0.991986,0.0345136,6,63,0,746.467,-1.15773,-0.587035,-2.06608,-2.15599,0.0411816,-1.70286,2.20542,0.128012,5.09483,5.89268,0.993909,0.997248,0.166667,0.225677,0.194314,0.192519,0.24004,0.201697,0.294129,6
-731.781,0.999665,0.0349068,6,63,0,739.093,-1.08634,-1.06309,-1.34539,0.933459,-0.887599,0.0120052,0.1304,0.319621,4.30426,4.38974,0.986669,0.987748,0.166667,0.193704,0.179999,0.312602,0.202615,0.253033,0.260252,6
-732.124,0.986405,0.0358044,6,127,0,739.687,-1.24612,0.0732265,0.330365,0.900432,-0.188104,0.622429,2.15782,0.0783867,5.34626,6.03452,0.995257,0.997611,0.166667,0.22437,0.227897,0.235856,0.220825,0.231951,0.254079,6
-727.302,0.999122,0.0358246,6,63,0,734.892,-1.3799,1.25091,-0.457844,0.16749,0.316772,0.315801,2.30412,0.228985,5.19377,4.9586,0.99448,0.993026,0.166667,0.250968,0.184713,0.207256,0.212929,0.212891,0.298953,6
-724.123,0.979685,0.0366902,6,63,0,731.229,-1.30409,0.304228,0.169615,-0.535385,-0.0447088,0.179672,0.974058,0.479225,4.42164,5.1376,0.988128,0.994162,0.166667,0.238976,0.227442,0.173551,0.209901,0.22829,0.302103,6
-725.421,0.990327,0.0362507,5,31,0,727.17,-1.39374,-0.157932,-0.0852509,0.304719,0.525264,0.193176,0.613122,0.71524,4.43309,5.34802,0.988262,0.995265,0.166667,0.181429,0.189277,0.23581,0.265408,0.221737,0.277839,6
-728.965,0.948457,0.0365195,6,63,0,733.516,-1.45956,1.2843,0.597247,-0.952637,0.536653,1.28699,2.15731,0.251097,4.89482,4.79957,0.99257,0.991834,0.166667,0.242858,0.212555,0.154627,0.21002,0.242982,0.285394,6
-730.701,0.716676,0.545413,3,7,0,733.523,-1.58792,0.540548,0.962768,-0.712913,0.570419,0.14212,1.777,0.402738,4.94089,4.07705,0.992902,0.983325,0.166667,0.202584,0.231444,0.13296,0.204534,0.177894,0.294785,6
