# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=896279109
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,index.1
-730.576,0.999291,0.00857023,8,255,0,733.776,-1.1951,-0.0866769,-0.535278,0.969298,-0.423362,-0.0825086,1.16582,0.0819838,5.81653,5.77733,0.997031,0.996913,0.166667,0.231083,0.224613,0.246822,0.226215,0.231144,0.24983,6
-728.075,0.999948,0.00909242,8,383,0,734.272,-1.08796,-1.11346,-2.00392,0.0930803,-0.926139,-0.719583,0.987818,0.219471,5.8893,4.9814,0.997239,0.993182,0.166667,0.208774,0.178322,0.255873,0.215647,0.223413,0.295013,6
-730.936,0.999486,0.00965373,8,255,0,732.722,-1.05956,-1.18055,-1.43004,-0.219187,-2.46943,-0.636832,0.430319,0.194635,5.55272,5.45028,0.996138,0.995723,0.166667,0.215965,0.207856,0.249324,0.176506,0.234421,0.273725,6
-728.636,0.995504,0.0102263,8,511,0,735.041,-1.2803,-0.725471,-0.88164,0.904447,-0.336097,-0.835431,1.53739,0.155164,4.90337,4.7951,0.992633,0.991798,0.166667,0.19895,0.195117,0.242327,0.208754,0.196245,0.260812,6
-726.389,0.999693,0.010708,7,191,0,731.249,-1.4107,0.226801,0.0213808,0.946113,0.312857,-0.0598296,0.870652,0.463956,5.07168,5.10432,0.993767,0.993966,0.166667,0.213245,0.197692,0.274533,0.22002,0.191784,0.267615,6
-726.745,0.996754,0.0113267,8,255,0,729.835,-0.982639,-0.915918,-0.787681,-2.17556,-0.529384,-0.799853,0.714279,0.317558,5.37504,5.19228,0.995391,0.994471,0.166667,0.218659,0.225696,0.157957,0.240352,0.225022,0.319556,6
-725.995,0.998743,0.0118774,8,255,0,730.869,-1.32616,0.363593,0.204985,0.236198,0.542398,0.203502,1.47006,0.411483,4.24342,5.17651,0.985845,0.994384,0.166667,0.235673,0.22412,0.226361,0.249183,0.224014,0.327116,6
-727.662,0.999907,0.0125078,8,255,0,730.785,-0.930136,-0.254726,-0.99434,-1.68319,-0.940241,-0.958179,0.710657,0.424142,5.19421,5.25274,0.994482,0.994794,0.166667,0.261502,0.205564,0.161915,0.209336,0.20808,0.347802,6
-723.872,0.997352,0.0131982,6,127,0,734.243,-1.09724,-0.36532,-0.709089,-1.1254,-0.154508,-0.414862,0.7839,0.37042,4.61692,5.27873,0.990214,0.994927,0.166667,0.225734,0.204257,0.180331,0.239674,0.222543,0.308559,6
-731.09,0.99061,0.0138223,7,127,0,732.579,-1.12403,-0.690532,-0.200442,-1.23768,-0.788303,-0.47056,0.388097,0.51595,3.69317,6.04158,0.975712,0.997628,0.166667,0.185381,0.226629,0.146464,0.177883,0.203135,0.284186,6
-729.203,0.999935,0.0142185,8,255,0,736.104,-0.967093,-1.35171,-1.58587,0.268401,-0.763483,-0.955613,-0.00901931,0.42601,4.88911,4.77811,0.992528,0.991658,0.166667,0.176109,0.162099,0.298856,0.215456,0.201943,0.274694,6
-726.447,0.999862,0.0149632,7,127,0,733.261,-1.05424,0.111508,-1.57184,-0.883293,-0.179316,-0.751178,0.418594,0.245038,5.30336,4.87219,0.99505,0.992402,0.166667,0.263681,0.191638,0.21914,0.25008,0.22473,0.278548,6
-726.899,0.999855,0.0157289,7,255,0,729.295,-1.15351,-0.768765,-0.292008,0.634194,-1.14745,-0.387054,1.19622,0.199105,5.33375,5.37751,0.995197,0.995402,0.166667,0.213061,0.22941,0.26362,0.200693,0.226081,0.28591,6
-724.678,0.999737,0.016518,7,127,0,728.179,-1.14675,-0.825769,-0.617434,-0.59473,-0.891036,-0.234986,0.883913,0.321618,5.39632,4.80526,0.995487,0.99188,0.166667,0.195866,0.206635,0.207834,0.192581,0.227527,0.296823,6
-724.692,0.999452,0.0173259,7,127,0,727.428,-1.12778,-0.617608,-0.684514,-0.841103,0.298127,-0.420357,0.63004,0.385133,5.29857,4.60851,0.995026,0.990132,0.166667,0.203325,0.199183,0.189738,0.266401,0.215908,0.292116,6
-729.48,0.994205,0.0181446,7,127,0,732.259,-1.11268,-0.689693,-0.915175,0.915375,-1.33467,-0.513153,0.946574,0.326848,4.82785,5.92062,0.99206,0.997324,0.166667,0.207822,0.19595,0.307147,0.175243,0.217482,0.309321,6
-729.662,0.988077,0.0187458,8,255,0,734.715,-1.05436,-0.863634,-1.03349,-0.11664,-0.441411,-0.851629,-0.304475,0.251728,4.43885,5.58964,0.988328,0.996278,0.166667,0.218956,0.211732,0.252803,0.237674,0.219473,0.243976,6
-728.665,0.996199,0.0190708,6,63,0,733.717,-0.969026,-0.957152,-1.36549,-0.142347,-0.530415,-1.25383,1.16296,0.265572,4.8466,4.66741,0.992206,0.990691,0.166667,0.227371,0.208885,0.267601,0.247892,0.213827,0.3407,6
-729.589,0.995532,0.0197729,7,127,0,732.926,-1.19207,-0.801672,-0.530431,0.290017,-0.29606,-0.289263,-0.00234565,0.321198,5.86142,5.29581,0.997161,0.995012,0.166667,0.190068,0.203843,0.249942,0.216332,0.216703,0.232754,6
-724.886,0.999537,0.0204541,7,127,0,731.295,-1.0266,-0.6737,-0.765446,-0.604248,-0.144141,-0.337447,0.573376,0.391951,6.09974,5.13081,0.997762,0.994123,0.166667,0.215741,0.209719,0.220382,0.25292,0.238873,0.309626,6
-727.557,0.999756,0.0213453,6,63,0,729.922,-1.2139,-0.514228,-1.18092,-0.564283,-0.0610317,-0.0716861,1.40953,0.264632,6.73071,4.67102,0.998808,0.990724,0.166667,0.205874,0.17852,0.203717,0.226173,0.22568,0.301347,6
-727.937,0.993838,0.0222696,6,127,0,731.131,-1.18112,-0.35068,-1.25602,0.339009,0.677492,0.401467,1.08408,0.200976,5.8155,5.48047,0.997028,0.99585,0.166667,0.222424,0.192547,0.247315,0.260195,0.249659,0.27623,6
-728,0.998577,0.0228991,7,127,0,729.652,-1.20264,-0.596898,-1.1858,0.327644,0.666743,0.406889,0.987145,0.197062,5.61252,5.56695,0.996361,0.996192,0.166667,0.210774,0.192116,0.242674,0.255165,0.245556,0.267349,6
-730.53,0.999786,0.0237924,7,127,0,734.253,-1.14073,-1.25323,-1.81825,-1.78231,0.989598,-0.853603,1.57076,0.156772,5.04138,4.63391,0.993577,0.990377,0.166667,0.20797,0.193757,0.194638,0.271784,0.218479,0.290186,6
-727.018,0.996177,0.0247722,7,127,0,735.189,-1.17906,-0.275377,0.157968,0.981417,-0.722589,-0.126459,1.2433,0.257212,4.98184,5.3677,0.993185,0.995357,0.166667,0.222718,0.242608,0.283609,0.203441,0.22942,0.297492,6
-729.051,0.966884,0.0255629,4,31,0,730.862,-1.14433,-0.417723,0.305897,1.32329,-0.722472,-0.0644615,1.3486,0.239672,4.95256,5.46546,0.992984,0.995787,0.166667,0.223662,0.255209,0.304242,0.211236,0.238707,0.305528,6
-728.483,0.999963,0.0246691,6,127,0,737.266,-0.967566,0.143725,-0.826099,-0.0139288,-0.204476,-1.0396,-0.0842064,0.474082,5.02386,4.6506,0.993464,0.990535,0.166667,0.289168,0.20437,0.27405,0.25645,0.188402,0.267472,6
-728.527,0.994675,0.0256557,6,63,0,732.392,-1.20726,-1.07981,0.517569,-1.43967,-0.143888,-0.348194,1.16762,0.206956,4.93112,5.76082,0.992833,0.996861,0.166667,0.192984,0.249712,0.181649,0.224951,0.217665,0.275755,6
-727.166,0.999461,0.0263501,6,63,0,730.313,-1.26504,-1.04108,0.231245,-1.7488,-0.125627,0.42319,1.37399,0.266146,5.31112,5.21823,0.995088,0.994612,0.166667,0.176227,0.230853,0.150526,0.214421,0.240049,0.289182,6
-726.936,0.994223,0.0273394,6,127,0,731.322,-1.15485,-0.0852052,-0.628728,-0.326777,-0.960136,-1.20188,1.74911,0.178229,4.7719,5.01971,0.991607,0.993437,0.166667,0.236849,0.219788,0.229155,0.209827,0.202772,0.300882,6
-726.604,0.999171,0.0280216,6,95,0,730.834,-1.16487,-0.0227361,-0.655777,-0.482197,-0.902517,-1.16327,1.59618,0.180409,4.78468,5.03116,0.991712,0.993511,0.166667,0.237041,0.21701,0.222378,0.209542,0.201856,0.29382,6
-727.833,0.927203,0.0290216,5,63,0,736.133,-1.1238,-0.383372,-1.69289,0.24976,0.102234,-0.159607,0.562923,0.260438,4.88534,5.64358,0.9925,0.996472,0.166667,0.227296,0.172975,0.257549,0.25027,0.237694,0.27345,6
-727.35,0.975598,0.0256647,7,127,0,735.353,-1.12156,-0.769748,-0.19737,-0.831439,-1.30993,-1.2109,1.26075,0.194712,5.27385,5.06401,0.994902,0.99372,0.166667,0.219011,0.238669,0.216964,0.201553,0.204674,0.293992,6
-729.903,0.990702,0.0252464,6,127,0,733.586,-1.10882,-0.749883,-1.6833,0.318012,-1.38203,-0.73365,1.88435,0.1099,5.52894,4.70964,0.996046,0.991072,0.166667,0.233038,0.215207,0.254667,0.220852,0.233357,0.288695,6
-729.273,0.999638,0.0256599,7,127,0,734.417,-1.66958,-0.202523,0.20745,-1.0667,0.115366,0.521662,1.37947,0.652335,5.65215,4.74377,0.996502,0.991369,0.166667,0.141645,0.177372,0.085847,0.168776,0.209277,0.316543,6
-726.891,0.996227,0.0265767,6,63,0,732.047,-1.35125,0.303634,0.0611516,-0.488583,0.767228,0.244108,0.735401,0.384493,6.17643,5.04633,0.997926,0.993608,0.166667,0.225394,0.209534,0.176665,0.258026,0.221423,0.25569,6
-731.249,0.970596,0.027311,6,63,0,734.697,-1.49345,0.106421,-0.22327,-1.29053,1.15981,0.568474,2.43322,0.225083,6.77472,4.7071,0.998859,0.99105,0.166667,0.187019,0.175998,0.143819,0.225763,0.203349,0.279736,6
-731.162,0.998873,0.0265649,6,127,0,740.088,-1.18884,0.325588,-1.46281,-1.72154,1.34731,0.382282,2.40811,0.142547,4.57289,5.18665,0.989778,0.99444,0.166667,0.241875,0.198236,0.192439,0.269574,0.24336,0.300363,6
-731.333,0.996343,0.0274352,7,127,0,739.997,-1.23902,-1.11806,-0.403973,-2.06091,-1.49389,0.646094,1.66515,0.207527,5.55919,5.6974,0.996163,0.996657,0.166667,0.186784,0.210344,0.158863,0.175225,0.248816,0.290398,6
-725.108,0.999321,0.0281695,6,63,0,735.624,-1.11524,-0.759431,-0.935584,-0.419794,-0.727467,-0.368173,1.29488,0.22784,5.4116,5.10433,0.995555,0.993966,0.166667,0.216147,0.209424,0.229545,0.217383,0.231632,0.305719,6
-727.064,0.993886,0.0290914,6,63,0,728.89,-1.24509,0.453169,-0.757821,-0.967392,-0.588188,-0.784824,1.81993,0.195576,4.53803,5.07849,0.989419,0.993809,0.166667,0.239311,0.198882,0.192432,0.20422,0.198041,0.291285,6
-728.968,0.99058,0.0296912,6,63,0,731.572,-1.25949,1.33499,-0.0735709,-0.347261,-0.198216,-0.655473,0.723936,0.218464,5.31898,4.97172,0.995126,0.993117,0.166667,0.27531,0.218306,0.208275,0.213695,0.19739,0.249489,6
-731.398,0.99946,0.0300858,7,127,0,735.732,-1.18599,-0.735011,-2.64763,0.32889,-0.160685,-0.298178,1.29937,0.12661,4.18893,5.1252,0.985064,0.99409,0.166667,0.217711,0.179283,0.241522,0.230349,0.227278,0.264739,6
-730.598,0.950172,0.0310394,6,63,0,739.738,-0.832489,-0.92751,-0.0779865,-0.31495,-1.05762,-1.04974,-0.0563807,0.400245,5.28809,5.4,0.994974,0.995504,0.166667,0.230814,0.296566,0.277169,0.221699,0.222243,0.298373,6
-727.496,1,0.0289349,6,127,0,733.597,-0.840644,-1.27774,-0.897065,-0.522328,-1.0683,-1.27368,0.401914,0.372813,5.41278,5.15894,0.995561,0.994285,0.166667,0.211318,0.235938,0.262043,0.224624,0.21157,0.333854,6
-725.421,0.999826,0.029873,6,127,0,730.175,-1.01,-0.153716,-0.46776,-1.03623,-0.131615,-0.719351,0.227848,0.709713,5.94697,4.94802,0.997393,0.992953,0.166667,0.246179,0.207185,0.148625,0.249101,0.179383,0.299791,6
-728.621,0.985441,0.0308165,6,127,0,734.126,-1.27983,0.383727,-0.117188,0.0159675,-0.38671,0.844203,1.26167,0.245965,6.3538,4.5559,0.998263,0.989604,0.166667,0.234075,0.212713,0.218249,0.201822,0.254989,0.27498,6
-731.998,0.961365,0.0308668,6,63,0,738.551,-1.1099,-0.399167,-0.614213,-0.387672,0.767388,-0.69703,0.512514,0.0632747,6.38934,5.68553,0.998323,0.996617,0.166667,0.24321,0.240714,0.243344,0.257052,0.239758,0.253985,6
-729.667,0.982007,0.0294542,6,63,0,738.755,-1.20429,-1.04113,-0.637407,-0.0234677,-0.273648,-0.994396,1.35513,0.368442,5.83167,4.41244,0.997075,0.98802,0.166667,0.169681,0.191678,0.229181,0.213305,0.172121,0.330703,6
-729.526,0.999989,0.029299,6,63,0,731.976,-1.18923,-0.402766,-0.283954,0.396326,0.861794,0.408002,0.45829,0.172075,5.12539,5.6385,0.994091,0.996454,0.166667,0.221227,0.224769,0.245821,0.26097,0.246193,0.247803,6
-731.934,0.956687,0.0302029,6,63,0,737.149,-1.1889,1.23136,0.0997849,1.06529,-0.196372,0.187297,2.46221,0.107853,4.59188,4.49251,0.989968,0.988931,0.166667,0.258057,0.235388,0.254643,0.229688,0.237091,0.284278,6
-728.389,0.974505,0.0285669,7,127,0,735.881,-1.06429,-1.04376,-0.644495,-1.51153,-0.648008,-0.760926,0.968534,0.286434,5.78601,4.26546,0.996939,0.986149,0.166667,0.203711,0.222891,0.182837,0.222717,0.217168,0.312841,6
-731.174,0.985648,0.0279956,6,63,0,739.331,-1.30481,-0.164787,0.482456,-1.26157,-0.297285,1.21204,1.67375,0.144975,4.86094,5.98858,0.992316,0.997499,0.166667,0.209375,0.225331,0.184266,0.206213,0.244328,0.256898,6
-729.408,0.999565,0.0280431,6,63,0,733.879,-1.3028,0.131862,0.333505,-1.25468,0.194859,1.03087,1.91386,0.116349,4.99296,4.99414,0.99326,0.993268,0.166667,0.216284,0.220287,0.19019,0.217529,0.234539,0.253483,6
-725.601,0.999633,0.0288596,6,127,0,735.913,-1.42123,0.586537,0.247149,0.816672,0.237546,0.0437312,1.14336,0.430936,5.1085,5.10525,0.993991,0.993972,0.166667,0.237132,0.211698,0.255537,0.211008,0.197438,0.283227,6
-725.544,0.965363,0.0296923,7,127,0,731.023,-0.990864,-0.42641,-0.994653,-1.55776,-0.665435,-0.587549,0.0499955,0.377452,4.86433,4.72661,0.992342,0.991221,0.166667,0.240158,0.203219,0.170959,0.224082,0.229235,0.274483,6
-727.839,0.99767,0.028581,7,127,0,731.315,-1.20717,-0.249362,-1.0748,0.615532,-0.375224,-0.0114601,1.41438,0.12674,5.49357,4.64256,0.995904,0.990459,0.166667,0.224649,0.206953,0.244317,0.221883,0.229945,0.263489,6
-729.72,0.998302,0.0292818,6,63,0,733.004,-1.07009,-0.112261,-0.585442,1.73271,-0.777821,-1.00301,0.51912,0.225906,5.39804,4.92075,0.995495,0.992759,0.166667,0.250594,0.231059,0.336561,0.223427,0.214725,0.278319,6
-729.474,0.99707,0.030026,7,127,0,733.255,-1.14186,0.48846,-0.714938,0.972675,0.496538,-0.752886,1.50416,0.123342,6.20392,5.18358,0.997983,0.994423,0.166667,0.253202,0.226175,0.264661,0.25339,0.225357,0.277614,6
-729.888,0.998144,0.0307067,7,127,0,733.12,-1.57102,0.073989,0.57282,-1.24573,0.296413,1.32077,1.30586,0.404596,5.12278,4.77628,0.994076,0.991643,0.166667,0.176378,0.207633,0.111547,0.189834,0.261799,0.260635,6
-730.406,0.994652,0.0314571,6,63,0,735.639,-1.35142,1.28971,0.19813,-0.89891,0.6485,1.20964,2.62278,0.152809,5.20978,5.60705,0.994567,0.996342,0.166667,0.239697,0.210628,0.184105,0.222298,0.237474,0.278757,6
-725.419,0.999889,0.0320038,6,63,0,732.891,-1.20172,-0.856949,-0.236736,-0.612455,0.537371,-0.302802,1.06762,0.257693,4.72201,4.77145,0.991181,0.991603,0.166667,0.194262,0.220505,0.204314,0.25669,0.217593,0.283614,6
-725.504,0.990003,0.0328738,6,63,0,729.88,-1.23877,-0.825871,-0.121119,-0.892759,0.0239556,-0.170819,1.09766,0.259654,4.8558,4.56303,0.992277,0.989677,0.166667,0.189508,0.21922,0.186855,0.225736,0.217019,0.27813,6
-727.782,0.953017,0.033137,5,63,0,730.505,-1.06764,-0.522249,-0.593708,-1.14429,-0.271149,0.352641,0.524268,0.189178,5.04277,5.08862,0.993586,0.993871,0.166667,0.2375,0.235061,0.216851,0.246209,0.26876,0.275188,6
-727.649,0.992449,0.0311712,6,63,0,732.148,-1.12676,-0.639863,-0.86068,-1.91492,-0.978992,-0.567668,1.20491,0.268075,4.08893,4.92407,0.983519,0.992783,0.166667,0.214452,0.204648,0.162451,0.199534,0.21773,0.309223,6
-725.992,0.999833,0.0315625,6,63,0,730.657,-1.31832,-0.315314,-0.163592,0.427858,0.390376,-0.0390982,0.575688,0.836985,5.53159,5.57386,0.996056,0.996219,0.166667,0.170479,0.189196,0.276836,0.2706,0.205699,0.302277,6
-725.893,0.999972,0.0323913,6,63,0,729.066,-1.47495,0.499725,0.494646,-0.698782,0.241065,0.796112,1.81725,0.334158,5.29082,4.72923,0.994988,0.991244,0.166667,0.212828,0.212544,0.153365,0.198707,0.229892,0.295733,6
-726.625,0.991918,0.03324,6,127,0,729.92,-1.06562,-1.03717,-0.812513,0.0352531,0.0204143,-0.504628,0.71505,0.475253,4.18767,5.39725,0.985045,0.995491,0.166667,0.173856,0.189729,0.259443,0.25809,0.21325,0.326119,6
-729.314,0.985183,0.0336005,6,127,0,734.156,-1.36212,0.653108,0.0141165,-0.510792,0.67136,1.1053,2.77782,0.166046,5.75035,4.69235,0.996828,0.990918,0.166667,0.222065,0.204277,0.190474,0.222589,0.235306,0.288871,6
-731.97,0.999042,0.0335437,6,63,0,736.988,-1.38799,-0.0485452,0.659884,1.19256,1.10228,-0.0975348,2.84474,0.17547,6.66046,5.00545,0.998721,0.993343,0.166667,0.198371,0.218881,0.23528,0.232442,0.197007,0.291352,6
-731.97,0,2.19769,0,1,1,735.171,-1.38799,-0.0485452,0.659884,1.19256,1.10228,-0.0975348,2.84474,0.17547,6.66046,5.00545,0.998721,0.993343,0.166667,0.198371,0.218881,0.23528,0.232442,0.197007,0.291352,6
