# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,index.1
-800.927,1,0.125,2,3,0,941.051,-0.873616,-0.744691,-0.0599321,-2.08874,0.558443,0.303629,0.0604725,-1.48494,0.64084,-0.45168,1.06386,0.145909,0.977439,4.16849,0.7266,0.98476,0.1,0.272441,0.292689,0.235343,0.311711,0.30379,0.296339,0.251565,0.314296,0.280997,0.327748,10
-800.927,0,10.0182,0,1,1,805.995,-0.873616,-0.744691,-0.0599321,-2.08874,0.558443,0.303629,0.0604725,-1.48494,0.64084,-0.45168,1.06386,0.145909,0.977439,4.16849,0.7266,0.98476,0.1,0.272441,0.292689,0.235343,0.311711,0.30379,0.296339,0.251565,0.314296,0.280997,0.327748,10
-800.927,0,0.951493,0,1,1,810.044,-0.873616,-0.744691,-0.0599321,-2.08874,0.558443,0.303629,0.0604725,-1.48494,0.64084,-0.45168,1.06386,0.145909,0.977439,4.16849,0.7266,0.98476,0.1,0.272441,0.292689,0.235343,0.311711,0.30379,0.296339,0.251565,0.314296,0.280997,0.327748,10
-739.784,1,0.0488594,4,15,0,806.482,-1.34404,-0.5063,-0.477355,-1.13259,0.383483,-0.171947,0.0377681,-1.27477,0.502234,0.554197,1.12797,0.174475,3.90851,5.10457,0.980324,0.993968,0.1,0.192728,0.193515,0.176295,0.218038,0.201967,0.207929,0.172722,0.221591,0.223159,0.240993,10
-730.838,0.998957,0.0333642,6,63,0,743.084,-1.33057,-0.0768452,-0.137578,0.34323,0.788049,0.548163,1.0057,-0.344935,1.28349,0.808267,-0.741211,0.14896,5.2419,4.98995,0.994738,0.99324,0.1,0.207179,0.205697,0.217646,0.229139,0.222888,0.234916,0.200696,0.242434,0.229671,0.191394,10
-729.535,0.989219,0.0260311,7,127,0,735.925,-1.28891,-0.27323,-0.606628,0.167612,-0.0500363,-0.045097,0.849014,-0.585357,1.27141,1.21667,-0.872366,0.166923,5.31573,5.02786,0.99511,0.99349,0.1,0.208413,0.199381,0.220814,0.214626,0.214765,0.241003,0.199948,0.254134,0.252406,0.192394,10
-724.029,0.999446,0.0215158,7,127,0,732.737,-1.37034,-0.00950411,-1.34997,0.965082,0.422152,0.279635,0.0731986,-0.177009,0.692668,1.23713,0.448321,0.651733,5.78664,5.18292,0.996941,0.99442,0.1,0.201566,0.0953355,0.322706,0.250639,0.2336,0.210381,0.184568,0.285181,0.362609,0.253856,10
-721.594,0.989358,0.0194589,5,63,0,730.542,-1.58067,-0.217781,-1.69571,0.650105,0.31461,0.433528,0.84841,0.514229,0.300974,1.25112,0.321989,0.848156,5.93197,5.46872,0.997354,0.995801,0.1,0.146117,0.0465794,0.263223,0.211846,0.229175,0.297112,0.24149,0.209921,0.372963,0.212893,10
-720.586,0.999148,0.0177742,7,127,0,725.501,-1.48369,0.357649,-2.29482,0.97416,0.510181,0.234472,0.557978,-0.388125,0.166535,1.59585,0.352511,0.703338,5.74772,5.58666,0.99682,0.996266,0.1,0.225808,0.0432015,0.310342,0.245112,0.211023,0.251385,0.147208,0.203177,0.410653,0.225176,10
-720.863,0.995733,0.0172461,6,63,0,723.759,-1.41923,-0.196437,-2.34166,1.01124,0.0578744,0.325795,0.651499,-0.303671,0.562925,1.64128,0.0789542,0.727209,5.69715,5.318,0.996656,0.995121,0.1,0.173348,0.0422044,0.335403,0.201468,0.234637,0.2798,0.162456,0.267006,0.443819,0.203945,10
-727.353,0.999103,0.0169188,7,127,0,730.688,-1.21039,-0.689707,-0.410032,1.30625,-0.824921,0.0466848,0.499128,-0.255716,-0.686343,0.855645,-0.200977,0.321436,4.74919,5.42049,0.991416,0.995595,0.1,0.192774,0.20715,0.312059,0.186101,0.232298,0.259234,0.215416,0.192942,0.28184,0.218404,10
-726.991,1,0.0170473,7,127,0,729.253,-1.18186,-0.273106,-0.791306,1.23149,-0.728528,0.0818012,0.880617,-0.573953,-0.329891,0.663188,-0.38494,0.252381,4.47381,5.33282,0.988725,0.995193,0.1,0.222564,0.200757,0.295034,0.203311,0.238446,0.276956,0.209703,0.220094,0.266103,0.217718,10
-726.217,0.996746,0.0174323,6,127,0,730.335,-1.20284,-0.984371,-1.71467,1.1655,-0.16041,-0.372589,0.809083,-0.962766,-0.693321,0.40044,0.28143,0.31227,4.7256,4.64806,0.991213,0.990511,0.1,0.180904,0.149531,0.301768,0.222192,0.210953,0.278846,0.181906,0.194764,0.253923,0.246947,10
-726.044,0.999546,0.0178025,7,127,0,734.755,-1.38008,0.180475,-0.811286,0.385932,0.596947,0.326371,0.564132,-1.22102,-0.285524,1.22912,-0.660184,0.721438,3.72431,5.34323,0.976439,0.995242,0.1,0.222721,0.122886,0.249429,0.279001,0.241472,0.274264,0.0944074,0.169937,0.379104,0.135127,10
-729.209,0.995192,0.0184636,6,63,0,733.125,-1.26427,0.158143,-0.979035,0.744871,0.117156,0.225806,1.00905,-1.10541,-0.262266,0.926588,-0.626691,0.416965,3.31004,5.27509,0.964772,0.994909,0.1,0.231773,0.158092,0.278145,0.228744,0.236834,0.300791,0.151204,0.202035,0.29361,0.178642,10
-726.406,0.995277,0.0189858,7,127,0,734.444,-1.31443,-0.309818,-0.485687,1.26394,0.207615,0.0262439,0.215528,-0.622391,0.00421446,1.98537,-0.255827,0.445359,5.76586,5.73008,0.996877,0.996764,0.1,0.189632,0.177887,0.32049,0.227591,0.213705,0.228211,0.169157,0.212061,0.394072,0.193354,10
-725.34,0.999482,0.0196023,7,127,0,732.536,-1.40009,-0.0681234,-0.230913,0.757838,-0.168119,0.423249,0.895563,0.0244017,0.674386,1.73134,0.170956,0.625548,5.18455,5.46112,0.994429,0.995769,0.1,0.191127,0.175877,0.283732,0.181643,0.243179,0.301562,0.200235,0.273243,0.421394,0.21532,10
-728.528,0.991014,0.0205582,7,127,0,733.996,-1.40179,0.313576,-1.99718,0.858346,0.607655,1.03492,1.78175,-0.679587,0.0842444,1.68602,-0.110959,0.343159,4.49611,4.88311,0.988971,0.992483,0.1,0.215145,0.110353,0.248385,0.232674,0.259868,0.312089,0.163146,0.202154,0.30508,0.191565,10
-728.766,0.999565,0.0210534,7,127,0,733.16,-1.00709,-1.28712,-2.04963,-0.171032,-0.483228,-0.911835,-0.73782,-0.396817,-0.780833,0.207917,-0.631444,0.314396,6.15884,4.95365,0.99789,0.992992,0.1,0.195957,0.160908,0.257144,0.238846,0.215215,0.2246,0.24382,0.222253,0.280552,0.230478,10
-729.58,0.99949,0.0221585,7,127,0,734.22,-1.42138,-0.118401,-1.51715,1.87463,0.36313,1.04208,0.685856,-0.0111862,1.19724,2.38539,1.32455,0.442967,5.09834,5.16517,0.99393,0.99432,0.1,0.186362,0.109737,0.356411,0.220884,0.276925,0.246463,0.193671,0.290896,0.409816,0.302664,10
-731.055,0.999864,0.0233344,6,63,0,735.609,-1.68023,0.80204,-1.19845,1.0516,0.844916,0.90985,1.97923,-0.712189,1.7367,2.67101,0.572201,0.45564,4.98489,4.85276,0.993206,0.992254,0.1,0.211687,0.0974143,0.231284,0.214966,0.220001,0.314663,0.118707,0.291334,0.386226,0.194739,10
