# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,index.1
-730.034,0.996558,0.0246098,6,127,0,736.833,-1.53777,0.339998,-1.74975,1.0054,0.765762,1.45267,1.64389,-0.836007,1.53323,1.94941,-0.111302,0.298932,5.28127,4.75859,0.99494,0.991495,0.1,0.192144,0.112963,0.224919,0.212677,0.24908,0.259924,0.143357,0.253611,0.277874,0.172067,10
-728.871,0.998704,0.025707,6,127,0,737.892,-1.50211,0.144264,-2.04165,1.22956,1.09857,1.28648,1.11016,-1.01195,0.871252,1.84974,-0.720312,0.332266,5.51392,4.61968,0.995986,0.99024,0.1,0.18936,0.101517,0.250947,0.242855,0.254519,0.243563,0.137247,0.229237,0.291625,0.149129,10
-724.418,0.999883,0.027022,6,63,0,731.602,-1.00364,-0.0646458,-1.76477,0.419365,-0.252873,-0.592003,-0.17507,-0.0179126,-0.364546,1.51519,0.387896,0.496949,5.1817,5.63662,0.994413,0.996448,0.1,0.261968,0.132315,0.311045,0.244289,0.214529,0.251497,0.266483,0.23419,0.437658,0.307704,10
-725.617,0.990705,0.0284935,6,127,0,732.027,-1.47742,-0.276633,-2.30293,0.590954,0.463175,0.788484,1.06067,0.340971,-0.320609,1.74146,0.298385,0.608783,6.28056,5.25976,0.998131,0.99483,0.1,0.161673,0.053181,0.246445,0.232285,0.269451,0.303285,0.219283,0.158077,0.397175,0.214877,10
-725.378,0.999699,0.0292543,6,63,0,732.555,-1.53089,-0.210679,-2.50252,0.674986,0.770968,0.589334,0.843869,0.224886,-0.465474,2.38031,0.192803,0.598282,6.49044,5.23277,0.998484,0.99469,0.1,0.160174,0.0461723,0.244704,0.255473,0.235358,0.263857,0.198397,0.140714,0.473327,0.195362,10
-726.129,0.987799,0.0308069,6,127,0,736.892,-1.05651,-0.659183,-1.33879,0.386931,-0.641759,-0.872084,0.188007,-1.40621,-0.652059,0.969495,0.453895,0.563263,4.20747,5.0156,0.985334,0.99341,0.1,0.193441,0.140565,0.301836,0.194977,0.175415,0.278761,0.13604,0.194068,0.375092,0.309844,10
-727.312,0.995843,0.0313553,6,127,0,735.188,-1.09857,-0.751996,-3.57236,0.0954387,0.201217,-0.548375,0.388716,0.197223,-0.848018,2.09341,-1.15907,0.444617,5.70485,5.14769,0.996681,0.994221,0.1,0.192644,0.0637507,0.258048,0.267155,0.207117,0.283789,0.266807,0.186091,0.458146,0.166046,10
-727.034,0.994431,0.0326321,6,127,0,736.262,-1.19418,-0.198263,-1.30437,0.745384,-0.406787,0.123648,0.0815559,-2.18811,0.152879,1.90049,-0.165816,0.448679,6.36098,4.86048,0.998275,0.992313,0.1,0.217018,0.144375,0.297394,0.201541,0.24256,0.239107,0.101932,0.244977,0.415454,0.219502,10
-729.696,0.968624,0.0338093,6,63,0,736.187,-1.42212,-0.718217,-2.08973,0.936636,0.340378,-0.261014,1.38504,-1.52931,0.0380872,2.14129,-0.61482,0.361522,4.15333,4.75649,0.984531,0.991478,0.1,0.156861,0.10178,0.252843,0.214322,0.17998,0.284673,0.121853,0.196494,0.34344,0.161868,10
-730.376,0.992649,0.0326209,6,63,0,736.079,-1.12398,0.0270455,-2.4818,1.47973,0.59776,-0.495038,0.536373,-2.31988,0.253038,1.33598,-0.759138,0.284631,4.16202,5.1365,0.984663,0.994156,0.1,0.246702,0.138194,0.331192,0.278114,0.220135,0.27462,0.143775,0.25885,0.322192,0.207502,10
-729.123,0.995652,0.0336165,6,63,0,735.564,-1.05094,-0.346193,-1.68111,0.387961,-0.618265,-0.756228,0.166385,1.00523,-0.53601,1.55924,0.702528,0.520563,6.47273,4.87783,0.998457,0.992444,0.1,0.225979,0.127187,0.299646,0.202169,0.190833,0.276012,0.371063,0.209164,0.440468,0.335094,10
-729.04,0.998751,0.0349053,6,63,0,735.7,-1.22813,-0.618306,-1.80032,0.392319,-0.53203,-0.74283,0.53412,0.849427,-0.259516,1.48019,0.858424,0.496196,6.4409,4.84085,0.998408,0.992162,0.1,0.177273,0.10703,0.262412,0.183603,0.16844,0.276257,0.308604,0.204744,0.37903,0.309558,10
-733.296,0.999085,0.0365202,6,63,0,738.503,-1.19234,-1.00705,-1.59197,1.11494,-0.776444,-0.0294567,0.791045,0.837588,-0.772493,-0.0457642,-2.14777,0.105179,5.69152,5.3343,0.996637,0.9952,0.1,0.214458,0.204276,0.25444,0.218573,0.232288,0.248032,0.248946,0.218644,0.231982,0.194938,10
-728.382,0.999956,0.0382125,5,63,0,736.21,-1.11563,-0.956157,-2.196,1.45821,-0.321132,-0.53613,0.669729,0.239163,-0.716343,-0.00713173,-1.14898,0.251252,5.32203,4.90217,0.995141,0.992624,0.1,0.204913,0.158774,0.320984,0.232131,0.222642,0.279416,0.258163,0.214904,0.24649,0.197132,10
-723.461,0.999744,0.0400418,6,63,0,733.859,-1.23374,-0.30959,-2.25902,0.0481323,0.670152,-0.145552,0.544819,-0.62027,0.471571,1.84336,0.316058,0.45323,4.99281,5.14601,0.993259,0.994211,0.1,0.201966,0.0946966,0.229361,0.282924,0.214214,0.271543,0.180219,0.265026,0.401727,0.251526,10
-726.101,0.995319,0.0418993,5,63,0,732.197,-1.0386,-0.694691,-2.83571,0.712079,-0.615421,-0.0885622,-0.0674528,-0.112866,-0.769605,1.31395,-0.65343,0.836408,5.32336,5.0018,0.995147,0.993319,0.1,0.165254,0.0319718,0.391024,0.174604,0.247373,0.250675,0.243608,0.156791,0.515096,0.17007,10
-725.245,0.998894,0.043307,6,63,0,731.339,-1.17319,-0.345491,-1.82052,0.873787,-0.0448334,-0.0568318,-0.00181509,-1.66652,0.640335,0.646791,0.485902,0.380715,5.18284,5.0234,0.994419,0.993461,0.1,0.213371,0.133971,0.301423,0.233212,0.232396,0.236154,0.140921,0.283045,0.283544,0.271267,10
-730.107,0.996897,0.0451454,6,63,0,735.039,-0.598199,-0.505451,-3.42012,-0.232455,-0.650815,-0.837017,-0.415929,-0.284238,-1.32399,1.36576,-1.35586,0.990248,5.14195,4.79856,0.994188,0.991826,0.1,0.24998,0.0182537,0.303986,0.223972,0.193558,0.266966,0.293247,0.129062,0.680103,0.125556,10
-729.38,0.92207,0.0467861,5,31,0,739.127,-1.0026,-0.41876,-3.37193,-0.326813,-0.500557,-0.504559,-0.22241,-0.499784,-0.994683,0.940597,-1.4262,0.277212,4.50844,5.55575,0.989104,0.99615,0.1,0.246256,0.125941,0.251017,0.242071,0.241867,0.256498,0.24211,0.217834,0.322599,0.19814,10
-722.187,0.99687,0.0400963,6,63,0,733.34,-0.984334,-0.49052,-2.97491,0.353634,-0.0271885,-0.200138,-0.1604,-0.41623,-0.264629,0.16706,-0.716766,0.855548,5.77458,4.63443,0.996904,0.990382,0.1,0.197183,0.0284841,0.335863,0.267451,0.239475,0.245721,0.207438,0.229571,0.301239,0.168323,10
-724.144,0.931833,0.0415515,6,63,0,729.557,-1.14422,-0.193795,-1.8242,0.452774,0.130881,-0.301575,0.0419921,-0.427616,0.275256,1.75227,0.950566,0.547951,4.46064,5.68397,0.988577,0.996611,0.1,0.222629,0.104912,0.289848,0.254927,0.212575,0.245786,0.201244,0.270242,0.454114,0.349018,10
-730.15,0.990221,0.03659,6,63,0,734.859,-1.35084,-1.02126,-0.512425,1.09707,0.0134156,0.493225,1.14609,0.913545,-0.419395,2.18987,1.04508,0.383906,4.03746,4.9742,0.982664,0.993133,0.1,0.148944,0.175438,0.282992,0.206576,0.238397,0.286826,0.268917,0.180665,0.375162,0.278959,10
-726.241,0.996088,0.0372914,6,63,0,736.158,-1.0381,-0.255828,-3.28378,0.191113,-0.0875613,-0.477265,0.0106182,-0.175666,0.633691,1.80274,-1.37071,0.531021,6.20399,5.09149,0.997983,0.993889,0.1,0.236142,0.0583127,0.281585,0.252637,0.215593,0.262607,0.243906,0.331458,0.479809,0.146044,10
-721.513,0.980954,0.0385405,5,31,0,727.836,-1.20616,-0.481047,-2.65609,0.519028,-0.061135,-0.235179,0.222788,-0.323168,-0.00701378,1.37323,-1.23316,0.614351,5.53957,5.01292,0.996087,0.993392,0.1,0.182173,0.0553085,0.291668,0.223789,0.205765,0.255537,0.197071,0.229617,0.410349,0.123061,10
-719.892,0.996256,0.0383627,5,63,0,723.286,-1.17772,-0.173583,-2.8106,0.172401,-0.0428241,-0.0699938,0.0913416,-0.60507,-0.369063,1.46299,-0.565354,0.799767,4.7807,4.80248,0.99168,0.991857,0.1,0.211393,0.0315064,0.26118,0.229352,0.225534,0.248866,0.159542,0.186504,0.498081,0.163847,10
-727.738,0.909913,0.0396229,6,63,0,731.834,-1.15673,-0.460107,-3.01779,0.653684,0.0803207,-0.453929,-0.254802,0.0102539,-0.947785,-0.0942287,-0.609443,0.436932,4.98986,4.91055,0.993239,0.992685,0.1,0.204603,0.0776078,0.295021,0.245707,0.205043,0.219589,0.240078,0.172095,0.231848,0.194189,10
-728.747,0.983741,0.0332281,6,127,0,737.53,-1.47028,0.218488,-0.894318,1.65389,0.857329,1.24352,1.33256,-0.740478,0.443352,2.94881,1.0244,0.344627,5.52288,5.27854,0.996022,0.994926,0.1,0.198613,0.14449,0.288988,0.235985,0.260817,0.266776,0.151168,0.211236,0.388401,0.246523,10
-724.865,0.999669,0.0333143,6,63,0,733.005,-1.75198,0.682264,-1.46171,1.24202,1.02448,0.598117,0.880573,-0.453093,0.841703,1.75373,-0.0597971,0.826358,5.31729,6.15753,0.995118,0.997887,0.1,0.233583,0.0492716,0.326154,0.287943,0.221366,0.264188,0.106557,0.257991,0.42488,0.141681,10
-723.794,0.990876,0.0346794,6,63,0,729.404,-1.5249,0.141134,-1.78921,1.08869,0.473135,0.861264,1.05309,0.41091,0.440593,2.14388,-0.418902,0.454102,4.67288,4.91446,0.990741,0.992714,0.1,0.188344,0.088074,0.262983,0.212479,0.243461,0.259862,0.20779,0.210017,0.36555,0.152501,10
-726.809,0.997196,0.0353343,6,63,0,731.516,-1.39915,-0.305486,-1.06062,0.936331,1.14242,0.620448,1.32589,-0.927418,0.42715,1.20418,-0.279876,0.291664,4.67124,5.40844,0.990726,0.995541,0.1,0.184184,0.153358,0.244889,0.256174,0.228255,0.266503,0.158471,0.218476,0.259621,0.185309,10
-723.173,0.985854,0.0365224,6,63,0,732.366,-1.43679,0.0959141,-1.99261,0.216439,0.0661055,0.508633,0.621412,-0.119658,0.507086,1.63731,0.694482,0.545733,5.25126,5.13993,0.994786,0.994176,0.1,0.200295,0.0741772,0.211039,0.197702,0.23881,0.250177,0.182113,0.238657,0.36743,0.257732,10
-731.391,0.928976,0.0367447,6,127,0,738.425,-1.05712,-0.734468,-3.53053,0.790682,-0.487929,-0.223924,0.617286,-1.09904,1.131,0.199713,-1.33818,0.415824,5.9819,5.56202,0.997482,0.996174,0.1,0.203829,0.0741101,0.325559,0.220971,0.240446,0.309931,0.180327,0.357363,0.274068,0.166093,10
-726.878,0.999981,0.0324062,6,63,0,738.106,-0.930409,-1.01354,-2.47793,0.236667,-0.267197,-0.894194,-0.453024,-1.01825,-0.221131,1.79703,-0.117213,0.46507,3.83573,5.56608,0.97887,0.996189,0.1,0.197535,0.110778,0.305691,0.258329,0.206481,0.242119,0.197187,0.262455,0.476352,0.271916,10
-722.243,0.984998,0.0336894,6,63,0,732.517,-1.57569,-0.137302,-2.31004,0.910243,0.386354,0.534587,0.805638,-0.821634,0.459866,1.46209,0.218594,0.737426,6.204,4.57534,0.997983,0.989802,0.1,0.157501,0.0362926,0.288136,0.21572,0.234788,0.272576,0.101417,0.225033,0.378126,0.195526,10
-723.36,0.963406,0.0338235,6,63,0,729.001,-1.60441,-0.0597806,-2.19887,0.622033,0.604356,0.803299,0.761596,-0.686968,0.355264,1.22161,0.179827,0.693762,6.21216,5.13736,0.997999,0.994161,0.1,0.161666,0.0418906,0.236337,0.234131,0.25978,0.254256,0.110957,0.204575,0.319319,0.18548,10
-731.802,0.915045,0.032328,6,63,0,737.144,-1.61542,0.955673,-1.88283,0.464651,0.379326,0.16064,0.490944,-1.22161,-0.192027,1.38368,0.0108377,0.772638,6.53015,5.64174,0.998543,0.996466,0.1,0.293793,0.0443548,0.221592,0.210429,0.183726,0.225116,0.0718053,0.146316,0.366715,0.166999,10
-730.303,0.996606,0.0277185,6,63,0,738.095,-1.10326,-1.64446,-2.33097,1.08178,0.205885,0.306608,0.647645,0.297722,0.734884,2.33827,0.398312,0.325558,4.93928,5.62987,0.992891,0.996424,0.1,0.162652,0.134456,0.320587,0.261878,0.268266,0.290612,0.267698,0.296502,0.41532,0.274167,10
-730.151,0.994644,0.0285786,6,95,0,736.801,-0.917545,-1.43968,-3.07486,0.105118,-0.363763,-0.480689,0.042465,0.0955872,1.23707,1.7543,-0.355296,0.382982,6.0249,5.01873,0.997588,0.993431,0.1,0.187108,0.109568,0.29374,0.25791,0.249433,0.288787,0.292984,0.390844,0.438887,0.258531,10
-721.781,0.999685,0.0293209,6,63,0,733.777,-1.5555,0.370707,-1.9397,0.874084,0.356112,0.285017,0.486436,-0.753818,-0.10464,1.57479,0.218944,0.834272,4.12797,5.40976,0.98414,0.995547,0.1,0.223354,0.0401661,0.304433,0.221249,0.211198,0.240548,0.101161,0.162085,0.439868,0.202161,10
-722.845,0.97618,0.0304054,6,63,0,728.076,-1.55213,-0.22998,-1.65004,0.742368,0.608101,0.652404,0.791431,0.338416,1.10039,1.33451,0.124574,0.810253,5.50709,4.80357,0.995959,0.991866,0.1,0.149507,0.0526958,0.278759,0.257422,0.264343,0.286822,0.217903,0.34062,0.384417,0.189818,10
-724.961,0.976962,0.0299229,6,63,0,731.112,-1.13613,-0.500997,-1.18806,0.533569,-0.460582,-0.678893,0.164128,0.0939575,-0.0174432,1.71375,0.175998,0.446966,4.16535,5.44214,0.984713,0.995688,0.1,0.204231,0.158804,0.289536,0.207183,0.191612,0.256781,0.250841,0.2416,0.408508,0.257795,10
-722.703,0.96663,0.029499,6,127,0,733.302,-1.52648,0.172105,-3.21331,1.05472,0.336606,0.106909,0.746608,-0.283216,0.253833,0.786937,0.0210888,0.775737,5.09664,5.0537,0.99392,0.993655,0.1,0.198934,0.0176508,0.329976,0.220052,0.190997,0.279427,0.14853,0.20923,0.285769,0.180921,10
-723.743,0.961013,0.0284349,6,63,0,728.448,-1.31577,-0.256042,-2.36528,0.470834,0.0334599,-0.346199,0.421162,0.58219,0.112803,2.10898,-0.379531,0.529686,4.78848,5.27478,0.991744,0.994907,0.1,0.189788,0.0711852,0.256094,0.214495,0.182553,0.251114,0.267491,0.22166,0.450496,0.179933,10
-726.259,0.998496,0.0270852,6,127,0,730.021,-1.0876,-0.15863,-1.37016,0.421705,0.146947,-0.272326,0.273526,-1.92797,-0.292164,-0.248811,0.0924715,0.717793,5.29735,5.00849,0.99502,0.993363,0.1,0.231216,0.111939,0.313265,0.272472,0.217028,0.29085,0.0778821,0.214618,0.21991,0.26479,10
-726.609,0.9982,0.0279756,6,63,0,731.897,-1.05378,-1.22703,-2.17375,0.547622,0.326869,-0.298917,0.310816,-1.99675,-0.502325,1.41199,-0.0895081,0.304635,4.74673,5.18495,0.991395,0.994431,0.1,0.193476,0.152389,0.291738,0.27804,0.241432,0.277059,0.159485,0.230266,0.348954,0.253307,10
-729.786,0.99487,0.0288618,6,63,0,738.789,-1.22117,-1.16431,-2.27702,0.472041,0.559521,0.0365556,0.206416,-2.20974,-0.620346,1.54365,0.0645494,0.244092,4.58466,5.42045,0.989896,0.995594,0.1,0.181626,0.144677,0.248627,0.252637,0.229304,0.236713,0.146721,0.202201,0.300614,0.230514,10
-728.557,0.998373,0.0295512,6,63,0,736.392,-1.06866,-1.67734,-1.615,0.00855464,-0.902284,-0.403867,0.0607766,-2.18277,-0.51681,1.67527,0.343519,0.329465,4.82182,5.30689,0.992012,0.995067,0.1,0.165027,0.167877,0.256194,0.203277,0.231169,0.259486,0.143341,0.224621,0.373619,0.277783,10
-727.582,0.960914,0.0304693,6,63,0,734.291,-1.2052,-0.956803,-1.44444,0.363594,0.0718838,-0.692167,-0.0690538,-1.17343,0.355602,0.542405,0.630897,0.375862,4.63165,4.73489,0.990355,0.991293,0.1,0.172955,0.148285,0.255681,0.235379,0.187649,0.225979,0.161617,0.255109,0.268679,0.275265,10
-727.054,0.999692,0.0290221,6,127,0,733.595,-1.26281,-0.222631,-2.2153,1.04209,-0.294916,0.287855,0.899155,-1.17715,1.45135,2.09403,-0.155042,0.467717,4.81988,5.53277,0.991997,0.996061,0.1,0.203115,0.0912106,0.315311,0.197698,0.244498,0.301059,0.14023,0.358016,0.429621,0.20828,10
-724.902,0.994785,0.0299904,6,63,0,733.877,-1.24747,-0.283108,-2.57769,0.533304,0.258199,-0.588177,0.185495,0.267332,0.812865,1.62114,0.266686,0.481771,5.04842,5.50225,0.993621,0.995939,0.1,0.200389,0.0766099,0.270806,0.245441,0.177871,0.239012,0.246257,0.298206,0.385457,0.246199,10
-722.613,0.983454,0.030661,6,127,0,731.755,-1.3114,0.0538133,-1.25396,0.712931,0.343285,-0.245548,0.338647,-0.852739,-0.653795,0.782916,-0.201422,0.554855,5.51311,4.91608,0.995983,0.992725,0.1,0.217287,0.118452,0.285808,0.245839,0.190364,0.245362,0.143742,0.15787,0.2938,0.194166,10
-723.833,0.996121,0.0306085,6,63,0,727.932,-1.04114,-0.153198,-0.968718,0.0931541,-0.423807,-0.0440546,0.231862,-1.72297,-0.230085,0.713858,-0.213348,0.747354,5.57717,5.05468,0.996231,0.993661,0.1,0.239462,0.146151,0.274578,0.204587,0.254631,0.295701,0.088765,0.229154,0.375749,0.231371,10
-722.421,0.948953,0.0313595,6,63,0,730.279,-1.04076,-0.117778,-0.831471,0.178928,-0.362455,-0.0800946,0.166132,-1.44604,-0.0848753,0.71839,-0.239995,0.801647,5.44396,5.06571,0.995696,0.99373,0.1,0.243207,0.153514,0.289601,0.208941,0.248811,0.287495,0.0997531,0.248095,0.385833,0.225631,10
-721.764,0.99892,0.0291589,6,63,0,727.339,-0.929197,-0.169191,-2.78088,-0.00135728,-0.219164,-0.129196,-0.067059,0.354113,-0.130752,0.204285,-0.141995,1.56833,5.1313,4.75748,0.994126,0.991486,0.1,0.232447,0.00501376,0.282656,0.218758,0.243826,0.262238,0.407616,0.243376,0.352331,0.240144,10
