# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=896279109
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_sigma.1,g_se,g_sp
-725.113,0.999848,0.016312,7,127,0,731.89,-1.27651,-0.287489,0.138069,-1.53867,0.0409998,0.278304,1.10653,-0.953941,5.03509,5.33488,0.629505,1.17226,-2.12348,-0.47006,0.422069,-0.64615,-1.90761,-0.951801,-1.21801,0.656461,4.87112,-0.65083,2.50206,-2.0559,-0.157765,2.07004,0.398325,0.318772,-0.0762368,1.10373
-725.182,0.998419,0.0164752,7,127,0,727.935,-1.16301,-0.173157,-0.630736,0.245481,-0.304791,-0.826019,0.735864,-1.06749,5.5319,4.86743,0.268361,-0.445288,0.118686,-1.19465,1.48948,0.586235,-0.197538,-0.23408,0.207647,1.04689,-9.0966,0.501809,-0.446911,1.45352,-0.402276,-3.56559,-1.22203,0.259513,0.781379,-0.804981
-729.762,0.996516,0.0167654,7,127,0,731.852,-1.10792,0.123473,-0.677521,-1.8148,-1.307,0.197662,0.88769,-1.89337,4.25947,5.37114,1.04291,-0.515019,-0.229417,-1.03593,0.658414,0.857316,0.512467,0.149087,-0.0334279,-0.495668,4.37173,0.702546,0.26258,-1.62767,-1.58622,1.54727,-1.06398,-2.85526,-2.15603,1.23215
-729.054,0.996115,0.017112,7,127,0,732.889,-1.17225,-0.253679,-0.48917,-1.84835,-1.09167,-0.0605224,1.80011,-1.23468,4.53567,5.14085,-0.0135287,-0.840483,0.422947,0.391545,1.05616,-0.73258,1.52451,1.09824,0.995988,-0.676559,15.2557,0.123705,0.205153,-2.0128,-2.78548,0.958272,6.34723,9.13225,-1.10386,0.110101
-728.517,0.997165,0.0175625,7,127,0,731.068,-1.24887,-0.137488,-0.429663,-1.92089,-1.15408,0.0279316,1.72437,-1.34809,4.4322,5.38667,1.66878,0.511458,0.371615,-0.0206751,0.180342,0.446527,-0.533705,-0.84046,-0.198147,0.809529,-6.31029,0.00548903,-0.348056,-2.13072,-3.04383,0.159598,2.15308,2.53193,-1.74899,1.58776
-731.607,0.9999,0.0181757,7,255,0,735.399,-1.23533,-1.06688,-0.59196,-0.30655,0.280156,-0.82252,3.42778,-2.46216,5.4971,4.97524,-0.303649,-0.330937,-0.0678873,1.84709,1.42516,-0.350656,-0.217966,0.562712,0.916977,-0.77937,-4.03445,-1.04865,-0.246463,-0.121024,0.369127,-0.960986,2.6894,-3.58777,0.74382,-0.453259
-726.817,0.998437,0.0190405,6,127,0,736.884,-1.33362,0.196308,-0.116883,0.279869,0.478023,0.648734,1.86736,-1.35829,5.19173,5.9581,-0.728191,-1.71264,-0.903261,-0.481662,-0.103453,-1.95133,3.38104,-0.2612,0.551377,0.0335521,3.66431,0.340103,-0.086441,0.80907,0.616303,1.77484,1.18451,-1.04861,0.230196,3.21909
-729.557,0.999463,0.0199096,7,127,0,731.824,-1.29572,0.00132432,0.119248,0.847261,1.42228,-0.410857,2.36975,-1.62318,4.52552,5.49219,-0.0784175,0.231067,-0.138242,-0.0729643,-0.139997,0.585903,0.3996,0.665226,0.359899,1.83216,4.88152,0.0727979,0.862736,1.43749,2.57241,-1.61216,2.23431,1.59454,-1.31056,1.74055
-731.152,0.995234,0.0209231,7,255,0,736.822,-1.21893,-0.347629,-1.56908,-0.73132,1.60441,-0.040173,2.06966,-2.09423,4.06572,5.22183,-0.641034,-0.315695,-1.28217,-1.86648,-1.11822,0.730291,-1.1676,-0.953829,0.821942,-0.985071,-5.81305,-0.240306,-1.78004,-0.521623,2.28422,0.112795,0.564984,-2.76608,-3.08142,0.812748
-727.615,0.998544,0.0217376,6,63,0,734.196,-1.18349,0.202851,-1.47703,-1.02035,0.766937,-0.419074,1.82081,-1.69886,4.91136,4.7997,-0.422134,0.230005,1.53291,0.219139,-2.12217,-0.132842,-1.06142,0.13732,2.0133,0.901701,6.53575,0.79202,-1.88335,-0.752831,1.78283,-0.293305,1.64056,0.0278233,-0.328112,-1.75423
-728.319,0.990667,0.0228303,6,127,0,730.03,-1.11195,0.0495669,-0.965147,-1.21127,1.09444,-0.180356,1.45804,-1.84245,4.7055,5.09606,0.0709668,0.435991,-1.30197,0.141156,-0.170185,-0.481178,0.755158,-0.336236,0.220938,-0.720363,19.2271,0.651202,-0.251764,-0.921984,2.40876,0.811357,0.769986,-1.59428,-0.666242,-0.378721
-727.757,0.999724,0.0234365,6,63,0,733.687,-1.20006,-0.322011,-1.14217,-0.503877,0.364598,-0.14969,0.867879,-2.04547,5.59578,4.81105,-1.22283,0.458861,-1.31751,-0.947321,2.31655,0.0596885,0.139782,1.0675,-0.575328,-0.812797,-9.37217,-0.104908,-0.902772,-0.221602,0.714793,0.231019,-1.65861,-3.47825,0.887123,-1.21849
-727.714,0.986126,0.0247199,6,127,0,734.674,-0.995285,-1.11511,-0.142852,-0.49429,-0.0273697,-0.206411,0.380245,-0.341813,4.50638,5.45685,-0.118447,0.335529,-0.842509,0.0395244,1.28002,0.601488,-0.4199,-2.92794,1.3856,-0.643553,25.1508,-5.67884,7.85567,0.558203,4.12697,3.81961,6.28892,4.43875,-1.05124,1.35903
-724.26,0.997561,0.0250599,5,31,0,729.721,-1.05197,-0.675296,-0.59604,-0.163388,-0.180415,-0.026132,0.374743,-0.500273,4.7748,5.36307,1.57385,2.02699,-1.00634,0.790288,-0.487698,0.0626794,0.83171,-0.721582,0.957312,-0.573544,10.2184,-1.9474,-1.50757,1.57363,1.00904,6.02451,0.415208,0.36736,-0.60216,1.14033
-724.219,0.993469,0.0262653,6,127,0,726.432,-1.17673,-0.540107,-0.148858,-0.206542,-0.342003,-0.523108,0.570469,-0.662723,5.36913,4.95199,-0.548727,-0.670376,0.121585,0.425244,0.0966659,0.583248,-1.28941,-0.185381,-0.94293,0.737093,-9.79201,-1.43529,2.61427,0.838302,-1.59456,-4.71813,-1.33544,0.90739,0.483171,-0.308412
-724.457,0.999923,0.0271993,5,63,0,725.826,-1.12255,-0.527873,-0.0977731,-0.191788,-0.519309,-0.470371,0.662927,-0.674332,5.28571,4.95343,-0.383597,-0.167648,-0.118766,-0.0417974,1.16325,-0.627678,-0.577426,0.222777,0.643592,-0.0504579,6.27695,-0.936528,4.35086,1.05946,-2.16717,-2.68343,3.00264,2.49805,0.433689,-0.749788
-726.66,0.918108,0.0286788,6,127,0,733.154,-1.26461,0.277223,-0.208302,-0.383813,-0.683172,0.3495,0.826195,-1.44918,5.50238,5.03438,2.29005,-0.541713,1.53205,0.394899,-0.556931,0.209168,-2.03916,0.544552,0.0732345,-0.364565,-13.0755,0.810475,0.467967,-0.0210634,-1.6546,1.40039,-3.59829,-3.52205,0.705946,0.123363
-727.612,0.997404,0.0240149,6,127,0,730.546,-1.45775,0.422609,0.153368,-0.321484,-0.100219,0.29425,1.98087,-0.931736,5.05735,4.46501,0.360438,-0.0208318,0.475507,0.139821,1.60617,-0.194393,1.36,0.600464,-0.81174,-0.0682682,7.84396,0.836275,0.33962,-0.202222,-2.10304,-0.657296,7.87972,11.1645,0.0191771,-4.08851
-726.21,0.999967,0.0251583,6,127,0,729.79,-1.43649,0.240397,0.176607,-0.423806,-0.105406,0.312584,1.96865,-1.1385,5.07341,4.49486,0.0349483,-1.47609,0.14974,-0.796688,0.0661351,0.169577,-0.40636,-1.97014,0.128713,0.477071,-3.13008,0.231794,0.515097,-0.308777,-1.5673,-0.403099,3.15886,1.60275,-0.0549659,-3.5063
-727.032,0.955989,0.0265253,6,63,0,730.161,-1.34843,-0.326033,-0.241243,-0.559301,0.0781797,0.606438,1.69489,-1.61363,4.64921,5.51995,-1.29349,-0.829285,-0.833785,-0.118346,0.362998,-0.123285,-0.806045,-0.234754,-0.412452,1.47168,-19.9452,-0.617502,-0.451387,-0.405422,-0.41491,0.85318,-1.41483,-5.90073,-1.29488,2.22295
-727.298,0.993951,0.0247726,6,127,0,731.249,-1.19086,-0.482749,-0.117939,0.71742,0.0176959,-0.393883,1.08375,-0.811776,6.05424,5.44972,1.56158,0.385886,-0.109249,0.741245,0.0804171,-0.356225,-1.29814,0.560853,1.09647,-1.19016,15.6366,-1.00779,2.30206,2.99272,0.711757,-2.63237,5.93045,7.19107,1.69097,1.45085
-726.673,0.99917,0.0256773,7,127,0,731.535,-1.16861,0.0932651,-0.672729,-1.27878,-0.150265,-0.394439,1.93617,-1.57613,5.47694,4.79992,0.139394,0.200992,-0.651755,-0.961971,-0.184026,0.37659,0.275055,2.23613,-1.69556,0.433724,15.9012,0.764566,0.030881,-1.05211,0.156528,-0.108032,3.271,0.931574,0.824375,-2.06501
-725.569,0.999725,0.0269752,6,111,0,728.297,-1.19632,-0.66479,-0.980437,-1.72055,-0.270223,-0.133652,0.977881,-1.20536,4.7717,5.0872,-0.486349,-0.650467,0.282938,0.396113,-0.0459556,0.0771153,-1.59663,0.859563,-0.615868,0.939383,-12.3175,-0.96321,-2.17126,-1.88516,-0.51948,0.2704,-0.854809,-0.830079,-0.863417,0.402797
-729.443,0.997722,0.0283559,6,127,0,732.386,-1.22327,0.175848,-1.01472,-1.14636,0.820853,0.243931,1.53215,-1.63675,3.75533,5.48563,1.02604,-1.08391,-0.400195,-1.25226,-1.07265,-0.0694236,-0.828357,-0.137393,0.255659,-0.0651781,-4.31895,0.536948,-1.51139,-0.999681,1.59825,0.829496,-0.444374,-2.65343,-4.46675,1.8385
-730.834,0.983229,0.0296231,6,63,0,736.428,-1.11333,-0.217717,-1.26027,-0.792797,0.712874,0.616244,1.56497,-1.96418,5.23339,6.17188,0.0643322,0.790682,0.133568,-0.84875,0.571372,-0.284124,-0.121337,-0.128667,-3.03916,-0.38246,18.86,0.192525,-0.843403,-0.468889,1.54337,2.3069,0.694465,-1.45963,0.41813,3.64498
-724.924,0.99793,0.0297656,5,63,0,732.071,-1.2589,-0.464576,-0.565849,-0.484811,0.594463,-0.324384,1.20265,-0.979263,5.47076,5.23358,1.21749,-0.126464,1.57221,0.525707,-0.903446,-1.21939,-0.437743,1.67217,0.0922151,-2.17906,-2.82543,-1.04856,-1.80776,-0.121498,2.70854,-2.42341,2.06181,3.14439,0.712899,0.889337
-726.787,0.94283,0.0310717,6,63,0,730.878,-1.07763,-0.555667,-0.328787,0.402528,-0.656211,-0.224379,0.827683,-0.682955,4.90387,4.85662,-1.17191,0.385563,-0.837051,-0.152982,-0.92849,0.00702259,0.357014,0.981422,-0.521195,1.92669,25.3883,-0.699698,2.56325,2.97456,-2.52776,1.83274,8.69061,6.94418,-0.135442,-1.82601
-726.055,0.999965,0.0281011,6,127,0,730.212,-1.38528,0.180554,-0.440087,-0.724816,0.522645,0.245724,1.10889,-0.648371,6.24791,5.39683,-1.45159,0.497132,0.371983,-1.17537,-0.500011,0.546831,-0.180338,-1.33208,0.010268,1.44343,-3.50407,0.521879,-4.79741,-1.1614,2.35898,0.442773,2.42017,4.28081,1.89774,1.59569
-729.615,0.940962,0.0294725,5,31,0,735.381,-1.62318,0.336085,0.840837,-0.207449,0.312582,0.406741,0.757704,-0.168393,5.83298,5.29753,-1.91091,0.169196,-1.1245,1.38392,-0.554488,0.869922,-0.118976,-1.36171,-1.20638,-0.531812,1.98651,0.242713,18.22,-1.0424,-2.03641,-0.199062,-9.68808,5.70443,1.32524,1.0511
-733.48,0.996847,0.026571,7,127,0,736.306,-1.24816,1.22523,0.619419,1.08264,1.17612,1.26359,2.53041,-2.41388,4.73345,4.8746,-0.62025,-0.313538,0.0778602,0.23967,-1.11181,-0.86951,0.652948,-1.25662,-0.889948,-0.562101,7.14362,1.5193,1.31181,1.344,1.4212,1.87794,1.17395,-2.20628,-0.7452,-1.36791
-731.484,0.999225,0.0276311,6,63,0,737.398,-1.60863,0.599737,1.41975,-0.775461,0.407672,0.174631,2.44669,-1.10875,4.98202,5.29723,-0.0712464,-1.25155,-2.21405,-1.28546,-0.753223,-0.275616,-1.58683,-0.0136911,0.734171,0.0128565,-10.9472,0.17359,4.62293,-1.20949,-1.40891,-4.21656,3.22999,4.36777,-0.311304,1.43238
-735.29,0.991468,0.0288835,7,127,0,741.489,-1.18084,1.04485,0.209115,-1.6694,1.7676,-0.129208,0.98775,-2.80996,6.24391,4.50655,1.07494,-0.221715,-2.14765,-0.191725,0.449246,-0.289515,-1.33077,-0.816145,0.526441,1.88256,4.25837,1.28706,0.792366,-1.53954,2.0784,0.185966,-0.266065,-1.51136,1.90858,-3.86293
-730.552,0.999816,0.0295898,6,63,0,736.65,-1.22109,-0.0527474,-1.01017,0.940675,-0.858802,0.0687325,1.47152,-1.01876,4.49185,5.80324,-0.583722,-1.50686,-0.178338,0.993166,-1.52466,-0.598554,0.0780876,1.99471,-1.27419,-0.524519,3.33622,0.375241,-3.92264,2.71092,-3.43402,0.98186,5.49323,12.1382,-1.38972,2.91244
-730.503,0.999994,0.0309293,7,127,0,736.252,-1.28799,-0.239915,0.163734,-1.63148,1.57499,-0.451498,1.65976,-1.53538,5.55511,5.87424,0.415719,0.273343,0.00487929,0.998579,1.62145,-0.0171653,-1.60834,-0.143654,-1.1867,-1.89951,-4.5119,-0.305965,1.17998,-1.68766,3.28539,-1.83617,-0.254322,-0.368615,0.845981,3.09992
-729.81,0.998936,0.0323168,7,127,0,735.254,-1.22488,1.18756,-0.17054,-1.60644,0.852183,0.200202,1.9055,-2.01722,5.8195,5.19265,0.0884913,-1.82489,0.754164,-0.546713,1.70746,-0.988557,-0.366798,-0.247346,-0.0154018,1.61025,5.68077,1.799,0.553799,-1.47365,1.32948,0.670561,0.407905,-2.83048,1.31128,0.399111
-724.952,0.999426,0.0336521,6,63,0,731.824,-1.45693,0.193553,0.067752,-0.0387398,0.212293,0.41601,1.08665,-0.476642,6.4793,5.00545,-0.42622,1.81841,-1.20952,-1.78957,0.732529,0.124731,2.02681,-0.598616,0.695559,0.294013,5.87305,0.245983,-0.458806,0.447944,-0.855908,2.80977,4.29947,3.83675,2.21948,-0.489636
-726.824,0.964596,0.0350577,6,127,0,731.591,-0.978421,-0.845247,-1.04622,0.174156,-0.927022,-0.720791,0.537598,-1.28719,6.08592,5.05446,0.535312,-1.10152,-1.31937,-0.312248,-0.824863,-1.87766,0.346703,0.149028,-1.34299,0.208541,16.7687,-0.266725,0.282251,1.46533,-0.799105,0.61711,0.772594,-3.33456,1.73125,-0.530744
-728.791,0.999681,0.0335612,6,63,0,731.834,-1.05715,-1.65107,-1.06429,-0.954778,-0.125319,-0.764978,0.0866063,-1.57935,4.24082,5.10761,1.06237,-0.951506,-0.55307,1.25728,0.279703,-0.616252,-0.838162,-0.165035,0.930324,0.334784,-7.94537,-1.88699,-0.293063,-0.519608,0.696075,-0.348295,-3.54167,-2.3766,-2.4536,0.331995
-732.659,0.937492,0.034952,6,63,0,736.143,-0.944673,-2.16613,-0.146233,-1.42403,-1.2596,-0.13729,0.437923,-1.35214,4.56257,4.8738,0.859082,-0.287677,-0.524111,0.291287,1.19438,-0.282837,-1.51354,-0.85315,-1.12328,0.0125581,30.1564,-2.81097,4.24714,-0.960965,-1.4041,3.81835,0.460576,-0.99752,-0.848794,-1.90707
-734.656,0.999674,0.0313832,7,127,0,741.107,-1.07415,-1.87159,-1.45529,-1.65779,-1.09541,-1.67283,0.618642,-1.23637,3.96484,4.29496,-0.508515,-1.55562,2.10245,-0.107027,-0.925065,1.5293,0.434241,1.3548,-0.0702083,-0.753953,-26.3126,-2.90175,-2.36266,-1.53077,-1.93991,-5.07763,-0.651716,8.16323,-3.98144,-3.6235
-734.003,0.994564,0.0326675,6,63,0,739.11,-1.03413,-1.96727,-2.18514,-0.691181,-1.59113,-1.21381,-0.146348,-1.57674,4.53148,5.75944,-0.867705,-0.737647,0.207992,-1.38159,0.0137343,-0.998171,0.318555,-0.567931,-1.74708,-1.57856,-30.3961,-2.37351,-3.12713,-0.14989,-2.28024,-1.60929,-4.32237,3.87773,-1.79587,3.12265
-730.619,0.999041,0.0335759,6,63,0,737.682,-1.03382,-1.5751,-1.91419,-1.63763,-1.12342,-0.949868,0.39178,-1.38846,4.34798,4.36515,-1.49279,-1.48312,-2.12979,0.677927,-1.34405,-0.249547,-0.310975,1.15902,-0.824762,0.844289,-12.0889,-1.82906,-2.79933,-1.36516,-1.39646,-0.750434,-1.42576,0.302833,-2.14099,-4.20227
-726.607,0.999798,0.0348517,6,63,0,734.183,-1.06521,-0.675879,-0.670977,0.142379,-0.0155972,-0.706894,0.489958,-0.821099,4.88103,6.07604,-0.319004,-1.62959,-2.38758,-0.827636,0.399906,-1.32691,-0.811419,-0.167325,-1.81512,0.329602,-2.62608,-1.02087,-0.630624,1.88269,1.82345,-3.50087,-0.677488,1.26819,-0.486763,3.61541
-724.746,0.999852,0.0362152,5,63,0,728.998,-1.08751,-0.155641,-1.0964,-0.141304,-0.115583,-0.665118,0.566069,-1.22157,5.06554,5.23396,0.0479016,0.999566,-0.626224,-0.869377,-0.517928,0.460584,0.49548,-0.582107,0.439213,-2.25788,-1.35532,0.815499,-1.44376,0.761118,0.818267,-0.976567,-1.66147,-1.76478,-0.0681156,0.778089
-728.612,0.982891,0.0376113,6,63,0,730.319,-1.2101,0.0542348,-0.813987,-0.335576,-1.07656,-0.411967,1.60384,-1.74498,5.59096,6.10207,0.285418,-0.163506,0.943179,-0.382567,-0.34261,0.805495,0.340289,-0.890613,0.231519,-0.736184,-11.2667,0.398774,-0.711048,0.016928,-1.7898,-0.681525,0.0302838,-2.65358,0.870618,3.73784
-727.3,0.992902,0.0375538,6,63,0,731.572,-1.10718,-0.296556,-0.741549,0.299399,-1.31081,-0.371088,0.875439,-1.32986,6.34076,5.05701,0.956774,0.636726,-0.0870083,-0.528975,-0.503543,0.0565235,1.02245,-1.17727,-0.32273,2.03548,4.44017,0.379162,0.152246,1.33173,-2.56471,0.534054,0.0897067,-0.66971,2.03696,-0.188472
-726.65,0.976341,0.0383512,6,63,0,731.405,-1.19799,-1.43712,-1.02503,-1.10963,0.0607575,-0.215812,1.51845,-1.59167,4.59364,5.04033,-0.923678,-0.57654,-0.848947,0.699087,-1.72261,1.01073,-0.164622,-0.950129,1.46636,0.217131,-6.0439,-1.92335,-1.22511,-0.894303,0.357566,-0.0066628,0.496922,-1.70975,-1.27645,-0.016135
-726.444,0.994512,0.0377143,6,63,0,728.404,-1.2304,-0.742526,-0.79318,-1.41919,-0.0898676,-0.354123,1.47659,-1.54763,4.45165,4.71019,0.225603,-1.3318,-0.510635,-0.0305917,0.316934,0.210708,0.283077,-1.13107,-0.455037,-0.348081,-9.98931,-0.896831,-0.856142,-1.31722,-0.0749527,-0.69704,0.0564082,-2.74437,-1.76237,-1.79135
-729.246,0.992693,0.03863,6,63,0,731.897,-1.26214,-1.81505,-1.12915,-1.24796,-0.19395,-0.213548,2.09825,-1.69234,5.66394,4.72433,-0.585228,-0.751471,-0.0593947,0.666095,-0.135456,0.186126,-0.00844818,-0.287105,1.53899,1.20141,-10.7678,-2.4587,-1.59052,-1.10676,-0.353438,-0.386413,1.64456,-0.18702,0.999388,-1.58163
-727.45,0.995666,0.0393899,6,63,0,732.485,-1.27353,-0.128076,0.555257,-1.29921,0.767597,0.167661,1.55272,-1.28709,5.71589,5.48427,0.0241512,-2.12609,-0.386184,-0.994852,0.031066,-0.261068,1.1096,-1.33802,0.976507,-0.605988,14.8868,-0.0444577,3.50382,-1.34663,2.09852,0.639606,1.22651,1.55842,1.19545,1.52247
-731.938,0.999033,0.0404138,5,63,0,734.599,-1.31014,1.0922,0.483782,-1.4263,-0.904908,-0.824079,2.52964,-1.96214,4.43298,4.62621,0.419277,-0.574214,1.19568,-0.586859,1.35659,0.377649,-0.289067,0.110563,0.96476,0.178543,-12.3991,1.51871,1.30936,-1.33861,-1.4929,-1.796,1.19113,-2.17222,-1.85349,-2.19194
-728.932,0.982471,0.0417531,5,63,0,736.142,-1.10087,0.213249,0.00311654,-0.768083,-0.239815,-0.576422,1.32317,-2.34366,4.38627,5.16922,-0.93737,-1.6891,-1.1326,1.30456,1.18701,0.558223,-2.07895,0.331862,0.523033,1.13078,12.4972,0.607894,1.07875,-0.511337,0.0402506,-0.0867149,0.131459,-2.93999,-1.61133,0.146506
-729.767,0.987866,0.0415796,5,63,0,734.715,-1.22022,-0.026818,-0.160645,-0.820331,-0.129915,-0.672675,1.38501,-2.55792,4.39406,5.2229,0.403339,1.93907,1.34198,0.379473,-0.886745,0.735072,-0.515066,1.50286,-0.183993,-0.379988,-16.1127,0.0990611,0.266938,-0.67216,-0.120182,-0.739822,-0.412867,-3.56233,-2.04854,1.04567
-730.804,0.996863,0.0418909,5,63,0,733.671,-1.06221,-0.236961,-0.0508403,-0.983391,-0.302257,-1.00251,1.53045,-2.63483,4.31134,5.38915,0.39771,-1.00854,0.45936,-0.699866,-0.814321,-1.504,0.662343,-0.0329247,-0.192454,0.675412,17.1243,0.0529685,0.848519,-0.772252,-0.0258824,-0.574006,0.729686,-2.98899,-1.75569,1.0818
-729.193,0.829892,0.0430232,6,63,0,737.041,-1.06689,-0.687705,-0.436605,0.0220387,-0.198634,-0.484324,-0.216154,-1.52337,5.97046,5.02171,2.67193,-1.02071,-1.36899,0.0987042,-0.234599,1.67736,0.490233,1.02628,-0.454061,-1.12321,0.762328,-0.247832,1.58047,0.814107,0.617012,0.633895,-5.0003,-1.61722,1.51771,-0.300135
-725.877,0.992942,0.0308451,6,127,0,734.951,-1.30284,-0.0859086,0.141765,-0.0947431,-0.00249205,-0.337379,0.797875,-0.382904,5.34035,4.54246,-0.573923,0.93357,-0.880661,-0.575237,0.0706093,1.10774,3.17723,1.67733,-1.30225,0.0681254,4.18185,-0.131135,5.50791,0.970299,-0.591884,-7.72863,6.13245,7.09704,0.526408,-3.31554
