# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_sigma.1,g_se,g_sp
-730.056,0.999231,0.0179157,7,127,0,732.594,-1.21799,-0.0714196,-1.90282,1.55557,-0.391086,-0.83024,0.793334,-1.66876,1.80568,1.01249,-0.188296,-1.23414,4.97679,5.21867,-1.15898,1.44518,0.0266651,0.278299,0.39296,0.578164,-0.240481,0.530653,0.289344,-0.057367,-0.299061,-0.46029,-0.521536,0.277933,-1.36963,0.901179,-0.308455,2.53928,-1.67078,-3.19167,1.23267,-1.74656,2.8727,-0.455958,-0.102092,1.08112,-0.251185,0.731466
-727.356,0.999371,0.0189191,7,127,0,735.712,-1.19521,-0.367644,-2.32959,0.890349,-0.737772,-0.0684849,0.401638,0.642572,0.25934,-0.0384336,-0.0422492,-1.21054,4.60265,4.74892,-0.00932847,-0.647332,-0.0657445,-1.34755,0.517433,1.0912,-0.452223,2.31714,-2.28253,-0.551142,0.0910038,1.36653,0.0670169,0.216568,-6.72216,0.28029,-0.859679,0.622639,-2.55605,0.260007,-1.04414,1.55773,0.480648,-1.98083,0.201893,-3.15474,-1.261,-1.73556
-731.471,0.965953,0.0199806,6,63,0,736.609,-1.11914,0.0886881,-2.46366,0.873815,-0.576332,0.299794,0.247327,0.532859,0.436742,-0.917504,0.177938,-0.79355,4.63257,4.9179,-2.20068,0.0679553,0.0311618,-0.852682,1.51549,-0.557867,0.1437,-0.869298,-0.0438056,-0.216528,0.117948,-0.749968,0.37543,0.741707,18.8856,3.21375,-0.81801,2.93961,-3.03088,5.01291,0.303666,2.24821,1.34249,-4.56967,1.10448,5.14708,-0.821448,-1.33619
-730.215,0.999447,0.0191715,7,127,0,737.153,-1.08529,-1.12393,-2.25379,0.503159,0.604182,-0.7685,0.758234,0.306498,-1.72896,1.16734,-1.12708,-0.987295,5.4025,5.1789,0.070044,0.677887,-0.741485,0.756781,-0.168028,0.43891,-0.402482,1.25165,0.744709,-2.80333,0.48192,-0.333874,-0.601689,-1.10492,20.5787,-1.77774,-0.460716,0.451833,4.23165,-2.60716,7.3219,1.52503,-2.6614,-0.0474123,-1.56719,5.68544,0.737311,0.130536
-732.452,0.990238,0.0202474,7,127,0,740.691,-0.880936,-0.567329,-1.72148,0.167467,-0.976568,-0.160067,-0.574011,-1.4317,-1.02793,1.05457,0.64308,-0.732088,6.50082,6.20331,-2.07543,-0.746785,-0.328783,0.302536,1.26364,-0.667488,-0.828312,1.37297,-1.8949,0.0753871,-0.990002,-0.832491,0.0773452,1.23524,10.1832,1.87905,1.07536,1.28958,-3.47951,5.31966,-6.58821,-1.33113,-1.45346,0.410086,3.60537,0.00436573,2.25523,3.80869
-729.609,0.999876,0.0208237,7,127,0,737.43,-1.12308,-1.23669,-2.76078,-0.0681717,-0.127631,-1.15269,0.476689,-1.77851,-0.299594,0.545327,0.863396,-1.16829,5.75458,4.93405,-0.514492,-0.233239,-0.848433,0.36201,1.57053,0.156308,0.34119,0.531035,1.08442,-0.178481,-1.45314,-0.890276,-1.61965,-2.20171,-9.99112,-1.74159,-1.33445,-1.96844,0.0502439,-3.73619,1.55149,-1.81012,-0.248425,-1.05323,1.99499,-0.25917,1.15,-0.478082
-726.337,0.999774,0.0219923,7,127,0,735.23,-0.887815,-0.395641,-2.60554,0.0679696,-0.566806,-0.0433196,-0.164339,-0.88857,0.178091,1.0706,-1.61167,-0.233665,4.31512,5.76277,1.42083,0.500691,-0.802704,1.6764,-0.536468,-1.0594,-2.12259,-1.62901,0.773635,-0.119333,1.30595,0.194645,0.922155,0.53398,10.4481,2.59381,-1.1308,0.873947,-4.56164,9.7437,-2.06667,-0.82059,2.66216,1.87847,-5.15777,3.93613,-1.8246,2.61171
-723.513,0.972455,0.0232011,6,63,0,731.115,-1.35828,-0.433173,-1.83911,0.588215,0.602461,-0.401078,0.540635,-0.57945,-0.2308,1.07892,-0.365025,-0.612661,4.83449,5.28242,0.849535,0.188185,1.18232,0.805339,0.197646,0.739156,0.887243,0.669531,-0.58301,0.136769,2.62069,-0.219131,1.16285,-1.39728,-25.616,-2.29181,-0.0697136,-1.55971,2.78428,-6.87988,-2.16322,-0.666986,-0.989747,-1.155,-1.19203,-3.60184,-0.834121,1.51723
-721.969,0.999834,0.0226928,6,63,0,725.879,-1.24175,-0.0373773,-1.68829,0.269149,-0.172806,0.0802023,0.549378,-0.814407,-0.041115,1.37333,-0.00613078,-0.0613936,4.85433,5.49918,-0.354211,0.15801,-0.0101216,1.15674,-1.70716,0.976078,0.270317,-0.60756,-0.644111,0.366308,-0.651982,0.473835,-0.345281,0.839176,20.8002,2.22571,0.2877,-2.34322,-6.24884,2.34331,22.927,-2.06117,-0.35137,3.06875,0.393462,12.696,-0.271943,1.51694
-723.224,0.999875,0.0239178,6,63,0,728.551,-1.36243,0.101905,-2.3224,0.67765,0.468872,-0.00530381,0.366,-0.678158,-0.841095,0.82563,0.240027,-0.418143,4.6804,5.76323,-0.498925,1.34027,0.881981,-0.228629,-0.182955,0.775095,-2.35592,-0.66245,0.541763,0.730101,-0.0648238,0.444137,0.0240812,0.35593,-18.8972,1.35399,-1.01968,-0.00781851,2.50188,-3.57907,-6.31172,-1.15194,-3.06473,-2.12575,0.695423,-5.31182,-1.18878,2.90593
-722.701,0.996927,0.0251891,6,127,0,728.968,-1.55853,0.0695633,-0.682095,0.886353,0.287451,0.592125,0.912512,-0.150744,0.0189373,1.65913,0.45828,-0.20963,5.94345,5.11565,0.269617,-0.163564,1.13016,-0.420091,0.179037,0.161474,-0.783649,0.891887,2.02823,1.23286,-0.277799,0.814018,0.910736,-1.51994,20.6939,-1.26092,2.63509,2.13188,-2.96561,5.95244,14.342,-0.269786,-1.30663,1.5951,1.24209,13.2989,1.55515,-0.293363
-722.396,0.998284,0.0262959,6,127,0,728.859,-1.13165,-0.154497,-1.85593,0.104378,0.355783,-0.117837,0.462501,-0.779857,-0.328924,0.813581,-0.073797,-0.352605,4.91309,5.81806,0.830581,-1.43924,-1.73958,-0.789195,-1.24181,0.345274,-1.03992,0.114337,0.815326,-0.0563138,-0.794717,0.400244,-1.18678,-0.944588,22.6103,2.01972,0.275975,-3.15669,6.42768,0.112644,11.8653,-0.949579,-0.909427,-1.10292,0.529801,1.19636,-0.161223,2.56992
-720.721,0.996044,0.0275286,5,63,0,727.505,-1.22243,-0.212388,-1.67556,0.50172,0.0295617,-0.0313769,0.409421,-0.344597,-0.609212,1.66219,0.309237,-0.715218,4.90535,5.2105,1.82013,0.371619,-0.2875,-1.20777,0.949409,-0.186024,0.641392,-0.951508,0.324012,-1.76145,-0.586572,-0.390291,-0.0668765,1.61712,-0.655627,0.536034,0.441527,-0.637683,-0.494952,-0.106849,-0.266896,0.16368,-1.37666,0.880392,1.17762,-5.81747,-0.423559,0.543019
-719.391,0.985723,0.0286257,5,63,0,725.492,-1.10365,-0.0262531,-1.35905,0.0732365,-0.109798,-0.25973,0.0135582,-0.41315,0.0420494,0.248008,-0.369503,0.560926,4.9717,5.59234,0.207871,-0.0383577,0.0872416,-1.17062,-1.54932,-0.380311,0.199812,0.416218,1.73141,-2.10491,-0.066659,0.649524,0.21982,-0.343389,-24.7929,8.98466,0.607095,-4.20771,-6.57725,-20.7896,-11.3301,-1.74216,2.18799,-5.81249,-4.99165,4.26281,-0.478346,2.5112
-724.601,0.90987,0.028954,6,63,0,731.3,-1.19328,-0.674379,-1.67796,0.729231,-0.00709333,-0.178773,0.169665,-0.176636,-0.312105,1.87093,0.345686,-0.990221,5.74684,5.84643,2.13319,0.146715,0.844,0.154916,0.872799,-0.199815,0.0346338,-0.100062,-0.431224,-1.66977,-0.91385,0.71195,-0.254452,1.70165,-9.53075,-1.0099,0.288796,0.356837,-0.341872,-0.639631,-3.65923,0.441037,-0.496704,1.03508,1.01684,-5.92211,1.13422,3.01899
-722.061,0.999675,0.0240577,6,63,0,732.298,-1.23256,-0.0598809,-0.757196,0.10253,-0.000516366,0.065294,0.0670495,-0.0353012,0.109027,1.08143,-0.45613,-0.114372,4.75735,4.39214,0.239483,0.0875322,0.253044,-2.16163,-0.882273,-0.837712,-0.282243,0.776454,-0.289236,3.06715,0.936257,0.561352,1.22122,1.1563,-7.06566,2.52387,3.579,-4.89901,-0.844552,3.05527,-9.50721,1.53153,0.762245,0.676517,-1.96405,-4.2394,-0.849612,-4.45381
-724.578,0.99195,0.0252432,7,127,0,729.581,-1.14669,-0.904409,-2.61149,0.728014,0.0995696,-0.33804,0.511623,-0.781989,-0.133315,2.10013,-1.25274,-0.883804,5.42443,4.82104,0.514382,0.837283,1.60643,-0.02713,0.145227,-0.0108751,-1.46185,-0.0513926,-0.283233,0.22811,-0.115788,-0.21091,-1.17384,-1.65217,8.43784,-1.64227,-1.0887,1.33871,1.04192,-0.913106,3.33635,-0.471095,-0.0247316,1.86984,-2.06917,-1.43665,0.690897,-1.78639
-727.754,0.986691,0.0259472,6,127,0,733.487,-1.16647,-0.152275,-2.67056,0.233645,-0.411791,-0.118218,0.268134,0.435948,-0.0339625,2.31702,1.35573,-0.852099,4.65072,5.55875,-1.0602,-0.458986,-0.670926,0.658444,-1.11752,-0.886668,-1.48339,-0.386298,-0.0114278,1.69636,-1.09122,0.749514,0.476066,0.0731788,0.833583,1.25215,-1.21639,-1.82333,-2.5313,-0.0020952,-1.65472,1.77776,0.0692729,2.3396,3.86579,-0.771182,-1.02041,1.97716
-725.458,0.99689,0.0263027,6,63,0,732.641,-1.455,0.107544,-1.85804,1.58371,0.757459,0.202792,0.668177,-0.641563,0.231737,1.63731,-1.15729,-0.713627,4.88774,4.67081,0.403929,1.19853,1.32516,0.65386,-0.875219,-0.116096,-0.158782,-0.762385,0.372471,-2.35477,-0.745261,-0.789085,1.52267,0.123065,-8.57463,0.308759,-0.272854,4.56899,2.19409,-1.65593,-3.41567,-0.839091,-0.0243218,0.0661199,-2.88589,-1.22817,-0.524369,-2.0984
-728.65,0.993328,0.0273442,6,63,0,734.615,-1.46999,0.77854,-1.82034,0.803116,0.99787,1.14504,1.08863,-1.30752,1.00875,1.27591,-0.0829473,-0.903025,5.00222,4.54033,-0.196306,-0.44604,-0.169061,1.27006,0.300298,-0.608445,-1.20746,0.683635,-0.992474,0.457545,-2.13648,-0.820914,-0.282034,-1.07315,9.54964,3.03363,-0.306136,-1.55674,2.47704,5.23551,0.98768,-1.74635,1.48457,-0.767323,-0.488119,1.03969,-0.103435,-3.95615
-728.241,0.993301,0.0281542,6,63,0,733.495,-1.42596,0.852656,-1.9214,1.25421,0.68663,1.12436,0.76356,-1.18516,1.13021,1.61837,-0.249963,-0.882904,4.74722,4.73528,-0.764535,0.155566,0.294241,-1.66223,1.22872,0.719126,0.685742,-0.668361,-0.211537,-1.26949,0.484679,-0.674972,0.81636,-1.04562,10.4186,3.82085,-0.397355,1.1501,1.15833,5.9507,-2.26469,-1.55803,1.87078,0.000830997,-0.759351,1.11217,-0.666798,-2.47121
-729.933,0.973935,0.0289685,6,127,0,738.706,-1.30863,-0.83242,-1.00994,0.826133,0.416511,-0.113474,0.628628,-1.60096,0.613263,2.14045,-0.10702,-1.39239,6.69636,5.27109,0.677012,1.10144,-0.240596,1.38147,0.962417,0.25328,1.52433,-1.83737,1.91802,0.569864,-0.803087,-1.00264,0.619783,1.08613,-21.3885,-1.31493,0.627784,-0.494313,0.215432,-1.01594,-2.11168,-1.66549,0.736207,1.12415,-0.129514,-6.79295,2.44033,1.32782
-726.14,0.999783,0.0284044,6,63,0,733.98,-1.31957,0.273821,-1.24571,0.854986,-0.108352,0.333916,0.202844,-1.35552,0.767056,0.987206,0.179991,-0.811142,6.07328,5.03939,-1.0216,0.490641,-1.06718,-0.997135,1.45728,0.343207,-1.36902,1.54018,-1.01619,-0.903581,0.0217662,0.0428043,-1.87842,-0.628551,-14.7996,2.24432,0.997134,0.373962,-2.34004,1.61706,-7.05474,-1.78558,1.50984,-1.10968,0.448109,-4.89226,1.61738,0.155508
-725.769,0.999405,0.0296664,7,127,0,734.77,-0.940928,-1.60831,-2.62237,0.0718887,-0.360708,-0.192889,-0.256524,-0.678039,-1.07287,1.35424,-0.968805,-0.548772,4.29094,5.07781,-0.417783,-1.9281,0.0949183,0.0961407,1.37761,0.405609,-0.481937,-2.0751,0.0923087,1.53975,-1.00262,1.94739,0.539036,0.149361,-6.99326,-5.96233,-0.913403,-0.1961,-0.102535,3.90159,-4.32819,0.0664608,-2.09552,1.45851,-1.65905,3.64334,-2.23616,0.236597
-724.633,0.995696,0.0309311,6,63,0,730.013,-0.91536,-0.135325,-2.56077,0.195001,-0.393522,-0.558745,-0.425549,-0.504841,0.0863326,0.14184,0.189656,-0.304869,5.62466,5.0741,-0.377833,-0.17821,-0.751316,-0.690227,-0.493349,-2.34481,-0.0280665,0.166908,-0.782851,-0.18781,-0.0787048,-1.36897,-1.04955,-0.379207,-3.12979,6.16025,-0.965861,2.7076,-0.958467,-2.90468,-12.5937,0.655342,1.95981,-3.02385,3.36508,1.73151,0.971354,0.00261052
-722.96,0.985534,0.0319387,6,63,0,729.943,-1.05221,-0.340368,-1.90303,0.38466,0.265962,-0.367796,0.0290811,-0.64207,-0.619902,1.41832,-0.654006,-0.437833,3.79203,4.95116,1.1577,-0.769095,-0.899606,-0.115189,1.46359,1.37994,-0.986157,-0.216968,-0.366385,-2.17456,0.496164,0.478276,0.109358,-0.891756,7.53157,1.19106,0.316289,1.55446,5.62472,-1.99288,-2.1473,-0.224314,-1.43557,1.5687,-1.34404,-1.78765,-3.91593,-0.968465
