# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_sigma.1,g_se,g_sp
-718.664,1,0.0812696,4,15,0,728.863,-0.705649,-0.572225,-1.84923,-0.0989942,-0.380768,-0.539182,-0.185561,-0.868019,-0.48127,0.244826,-0.738738,0.19752,6.4716,5.18179,-4.81077,-1.39867,0.455645,3.46153,1.32449,1.77668,-0.570241,-3.68965,-1.89424,3.35779,-0.658363,-1.68763,-1.60871,-2.85122,1.80897,-0.342126,0.43077,2.23839,-0.0753395,-6.0052,8.09569,-1.42489,-0.857651,-1.60088,-2.86416,-1.28396,2.19918,0.38536
-722.386,0.953853,0.0827751,6,79,0,727.536,-1.37153,0.00435659,-2.26216,1.18647,0.397822,0.184572,0.493374,-0.236164,0.0318139,1.11533,0.603864,-0.458329,4.00469,4.98659,5.54051,-1.31308,-0.552669,-0.419319,-3.91669,-1.2783,0.690375,-0.460142,-0.495387,0.65983,0.580926,-2.61414,-0.738859,-2.36134,2.04752,0.356149,-0.913566,5.66056,1.14646,-0.501275,-2.69,0.0389637,-0.423577,-1.06677,2.07434,-1.13315,-3.131,-0.684309
-721.742,0.995818,0.0781902,6,63,0,727.599,-1.30673,0.0525884,-1.35939,0.373531,0.180163,0.13035,0.204678,-1.42507,0.00386717,0.54171,-0.215648,-0.0395266,6.30975,5.27051,-2.30551,-0.287112,0.867985,-0.613362,1.02584,2.59789,-0.466522,1.31743,-0.742552,-1.02344,2.15569,-0.321187,1.33191,5.28944,-9.84172,3.0267,1.12977,-0.975831,1.36237,2.33047,-7.32386,-4.04491,-0.36839,-3.45194,-1.40181,-2.98686,1.96121,1.12124
-723.074,0.988279,0.0790919,6,63,0,727.879,-1.06847,-0.781824,-2.08145,0.224415,0.0197076,-0.00503371,0.242921,-1.41157,-0.514291,0.515681,-0.159577,-0.314552,6.38232,5.48845,-6.2129,1.17334,1.93787,0.126634,1.70433,2.98122,0.143468,-1.30081,0.72097,-1.05765,-0.195779,1.33937,0.628023,-1.25862,11.6664,-3.84296,-0.145558,-0.033711,2.58161,4.85453,7.42995,-2.55556,-1.38369,-2.08246,0.524765,0.42082,2.10817,1.57643
-721.976,0.988375,0.0790238,5,31,0,727.848,-0.928668,-0.377189,-2.39754,0.200055,-0.18188,-0.367138,0.0717129,-0.796877,-0.0964387,1.50784,-0.3081,-0.415637,4.31004,5.6495,0.44924,2.67422,-0.248594,0.544932,-1.92215,-0.517223,-0.785242,-2.73786,-1.15842,-0.16902,1.54762,-0.284187,2.54425,1.45247,27.3663,2.46905,-0.541294,1.56842,1.87109,0.840624,6.04355,-0.35034,0.833681,2.71051,0.48155,-4.85427,-1.55431,1.90696
-721.969,0.948114,0.0789645,5,63,0,733.405,-1.17348,-0.562389,-1.71304,0.158096,-0.367798,0.0729026,0.212828,-0.584412,0.0519214,1.6479,-0.708067,-0.236912,4.86847,5.6517,3.67678,2.10709,1.8483,1.52344,3.2863,3.06695,2.42491,1.4487,0.188793,-1.99845,0.402271,-5.22478,2.11312,-1.13073,-10.7271,-3.73201,0.490796,-3.27711,-6.68473,3.52528,-0.312302,-0.62584,0.485588,3.52462,-2.72474,4.28385,-0.580081,2.52283
-726.156,0.988245,0.073956,6,63,0,732.521,-1.41484,-0.476198,-2.24525,0.886595,0.610159,0.686087,1.38539,-0.224622,-0.571806,0.851794,0.614911,-0.890142,5.3654,5.03588,-1.31392,0.699972,-2.39514,-1.57415,2.00344,0.173766,-0.261774,-1.22898,0.830946,-2.69186,1.31677,-1.44601,0.463187,4.26068,6.88509,-1.9092,-0.877308,-0.750428,0.769593,2.45115,7.13569,0.00430067,-1.44323,-1.53883,1.08326,3.54349,0.584442,-0.417542
-725.052,0.998861,0.0738934,6,63,0,731.775,-1.28017,0.271883,-2.01877,0.710589,-0.24344,-0.282433,0.37961,0.437931,0.913871,1.09377,-0.3163,-0.916651,5.62115,4.87005,-0.778282,1.34944,-1.53708,-1.04628,-0.232019,1.14199,4.79067,0.328594,-0.170808,-1.34818,1.0692,-3.59464,1.46348,-1.83259,-13.7452,2.29638,-0.349227,-0.274058,-2.29747,-2.38326,-3.04791,1.45616,1.76215,-0.686871,-0.51343,-4.99169,0.910004,-0.800326
-722.207,0.999001,0.0750904,5,63,0,731.553,-1.12456,-0.676924,-1.21641,0.104557,0.294086,-0.155808,0.0869612,-0.367054,-0.52818,1.35774,-0.366094,-0.51153,4.39039,5.54086,-5.55913,-1.11174,0.232497,0.297669,-4.49198,2.71296,-0.472088,3.02194,2.77783,0.593126,-1.60143,0.930764,0.950122,-1.68774,-4.66935,-2.22098,1.82513,-2.7627,4.08499,-0.0963668,-3.73988,0.350864,-1.2773,0.779843,-0.536112,-3.17219,-1.8803,2.00857
-723.689,0.989453,0.0763121,5,31,0,729.377,-1.25783,0.0045552,-2.16732,0.0545354,0.0168386,0.0302148,0.171478,-0.821429,0.406954,0.349744,0.349651,-0.0599486,5.86175,6.10859,-4.06074,2.28194,1.04022,0.207276,-2.73709,0.526277,-2.96153,-1.17817,0.0582241,0.520961,-1.85002,1.06172,-1.6901,0.390573,-16.8694,2.71063,-0.896837,-7.62933,-2.12707,-0.119713,-7.22345,-2.18492,2.58371,-4.51018,3.08919,-3.26313,1.2922,3.75407
-722.344,0.99676,0.0763756,5,63,0,731.1,-1.37624,-0.0484491,-2.15282,1.03387,0.464505,0.531536,0.957988,-0.310402,-0.298905,1.7369,-0.0500344,-0.616498,5.31537,4.8662,-4.97611,-1.01785,-1.25652,-0.589861,-0.899073,-0.577586,-4.10461,-2.98168,0.299078,-0.120879,-0.91779,2.86267,1.53528,5.87069,21.5932,0.121798,-0.659016,2.2122,1.34875,3.91533,8.05575,-0.0800132,-1.14187,0.800374,-0.309464,5.10962,0.587512,-1.9398
-721.86,0.999007,0.0773241,5,63,0,728.333,-1.76075,0.389468,-1.42225,0.689475,0.632295,0.443918,0.657452,-0.799596,0.427229,1.63225,0.795851,0.180308,4.73271,5.52365,6.36935,-1.41537,-1.46538,-0.2229,1.38391,3.42928,0.325344,-0.074471,-1.92293,1.87524,0.192174,-0.594891,0.914027,-3.22123,10.3003,2.79788,-0.053404,-1.02889,6.32038,0.273403,3.04393,-4.23783,0.238702,5.06462,5.4715,15.0861,-0.666889,1.79101
-720.782,0.950593,0.0785526,5,31,0,725.013,-1.72975,0.309306,-1.32915,0.683837,0.474347,0.469945,0.608627,-0.715545,0.358595,1.82352,0.653564,0.00646942,4.95773,5.43948,0.932957,-0.836616,0.43893,0.249699,-1.98204,-0.11586,-0.547935,1.48316,-0.316689,0.14588,-1.50528,-3.79869,1.37002,-1.78514,-16.3629,-0.0575727,0.359079,-3.40428,-1.96983,-0.594443,-8.62862,-3.12279,-0.461861,4.07893,2.41028,-5.73894,-0.42061,1.87191
-722.956,0.99377,0.073939,4,31,0,734.049,-2.2048,0.397808,-1.83186,0.795564,0.597859,0.390305,0.682432,0.401886,0.223243,0.627891,0.250203,0.674413,4.86782,5.31618,-7.36943,0.124722,-0.61347,1.11642,0.968854,1.09082,-1.33549,5.31753,2.06843,-3.52718,-1.64058,2.17973,-0.00224389,-1.60143,2.76069,-0.441977,-1.60857,14.1551,8.51925,-14.416,23.3088,2.19189,-5.08141,-9.89763,-4.44752,16.9969,-0.427293,1.03527
-724.697,0.99618,0.0744954,6,127,0,728.996,-1.12274,-0.955962,-1.99166,0.473932,-0.390661,-0.744449,0.535635,-1.17395,-0.830387,0.866362,-0.927155,-0.977728,5.24936,5.14457,1.04971,-1.03721,-1.85935,0.259371,-0.627866,-1.68755,-1.65017,-1.12947,-1.3115,-0.103973,0.143904,2.46824,-0.416153,-3.68463,-6.21041,-1.46731,-0.0975127,-0.0436166,-1.3847,-3.00953,3.27939,-1.06155,-1.24865,-0.724715,-1.29389,-1.43162,0.273359,0.459836
-726.187,0.983079,0.0753323,5,31,0,736.878,-1.2427,-0.634385,-3.30454,0.334022,0.237266,0.182835,0.0935205,-1.14726,0.425384,1.56912,-0.274206,-0.503706,4.62601,4.1962,-10.8723,1.29381,-1.68533,-0.561986,1.27715,1.83023,-3.55496,0.718332,1.97825,1.48902,1.37364,3.61122,-1.0982,-3.37205,-8.2821,-2.37363,-2.44762,-1.49587,2.05066,3.40221,-6.49166,-1.62016,1.46587,1.19815,-0.460005,-1.87826,-1.21068,-6.33669
-726.909,0.993455,0.0746306,5,31,0,732.904,-1.19086,-0.597226,-2.87686,0.954524,-0.0489862,-0.773797,0.499542,-1.19174,-0.15319,1.2676,-0.418168,-0.720192,5.43739,4.20734,0.549564,1.34746,1.93082,-0.257539,-1.59303,-0.426738,-0.0480251,0.710648,-1.32357,-1.15585,0.120771,-3.65703,1.68257,4.05462,1.72219,-0.805576,-1.59351,3.53931,-0.0545658,-5.33968,4.23666,-1.31691,-0.121514,0.0435308,-0.50839,2.41692,0.680095,-6.55479
-725.368,0.998498,0.0751377,6,95,0,732.465,-0.852862,-1.13767,-2.52866,-0.288433,-0.604523,-0.103405,-0.330318,-0.968314,0.329009,1.17174,-0.355973,-0.490566,5.68064,4.59958,7.86648,0.963629,1.30151,-3.30071,-0.588086,1.60177,-2.43991,1.23757,-0.296525,-0.748636,0.0496644,1.01711,-0.148251,5.00813,15.9288,-2.39512,-0.602707,-2.15594,-1.08047,8.57488,-1.6474,-0.415463,2.83669,1.51434,0.829719,-3.19409,1.15019,-3.64974
-727.524,0.970563,0.0762352,5,31,0,733.435,-1.22492,0.11415,-2.06395,0.890372,0.129914,-1.15817,0.625624,-0.712564,-0.300052,1.24427,-1.01328,-1.10783,5.28115,5.55887,1.24803,-0.68183,-1.1346,-3.20884,-2.46612,0.0914694,-2.13617,-1.00027,2.14016,0.52683,-1.16377,-0.261931,1.3455,-2.45967,-13.9003,1.55979,-0.449843,0.492753,-0.0199458,-5.49573,0.192688,-0.479687,-0.48726,-0.208579,-1.53422,-0.846537,0.285854,2.27868
-727.111,0.999955,0.0740727,5,63,0,733.014,-1.29828,0.44859,-1.8235,0.756533,-0.339162,0.447409,0.720449,-0.689693,-0.920512,2.34729,-1.09292,-1.07607,4.86277,4.81974,-4.76218,-1.96584,0.511839,-0.573481,-0.231127,4.29459,-1.20831,0.404146,0.148193,1.09215,1.31077,0.965809,-0.523158,-3.21319,-5.51563,2.33752,-0.181626,-0.491898,-2.41717,1.76465,-0.311393,-0.531731,-1.5718,1.60477,-1.78467,-3.6957,-0.566806,-1.32092
-727.404,0.998199,0.0753135,5,63,0,731.04,-1.24909,0.478118,-1.12038,0.876135,-0.50541,-0.245724,0.66466,-0.776861,-0.651478,2.49376,-0.931357,-0.984594,4.94125,4.65598,4.14974,-0.965535,1.65824,0.519153,0.25094,-3.03795,-0.304164,-0.173554,1.18825,-0.203536,1.01159,1.38693,0.418185,-0.732347,0.231812,3.22104,1.11396,0.686425,-2.91058,-1.45296,1.25453,-0.600405,-1.13542,2.17697,-1.51885,-0.144797,-0.321468,-2.51746
-723.049,0.992065,0.0763581,6,63,0,732.161,-1.17238,-0.0881174,-2.52454,0.109061,-0.195224,-0.346894,0.3041,-0.643436,0.0290608,0.270173,-0.531457,-0.641878,5.35373,5.58222,0.452623,4.09941,-0.729324,0.486879,-1.74521,1.38549,-2.98555,1.9845,-1.03082,-0.717237,-2.46555,-2.52052,1.21273,0.234781,-14.7927,1.85634,-1.01664,-2.97452,-1.79966,-2.82661,-0.124196,-0.390019,0.253573,-2.74444,-1.01951,-4.45654,0.418355,2.26499
-725.7,0.996559,0.0766841,5,63,0,730.592,-1.09903,-1.02896,-1.57152,0.57204,-0.490058,-0.292642,-0.165802,0.319767,0.541235,1.38392,-0.183436,-0.642948,6.41021,5.16572,-0.581047,-0.198944,1.12282,-0.475527,1.859,1.73042,-3.27195,1.24579,-0.989766,2.44404,0.501748,-1.41919,0.485845,-2.83993,-10.2021,-3.13816,0.966453,1.99098,-3.02979,-0.506239,-7.20883,2.17931,2.02617,0.726255,0.292564,1.39496,2.0959,0.693227
-733.36,0.984905,0.0775364,5,63,0,740.514,-1.2004,0.253711,-1.14989,-0.193045,0.422648,-0.818085,0.947871,1.53378,-0.277712,-0.399695,0.656943,-1.82198,5.68348,4.38432,4.39072,0.179895,0.00298727,0.743264,1.09858,0.891335,3.23341,-0.925371,-1.04757,-0.525207,-0.770764,-0.886821,-3.22707,5.51651,2.40044,1.17346,0.0737558,-1.40014,0.752451,-1.18103,0.819097,2.09559,-0.257386,-1.46787,0.950854,0.0113571,1.09042,-4.78832
-732.912,0.985651,0.0770116,6,63,0,740.211,-1.25391,-0.323456,-0.494228,-0.628952,1.00243,0.0910628,0.0630178,0.913821,0.0369774,1.09452,-0.664423,-2.06221,4.75599,5.46149,4.57131,-1.29327,0.525711,0.459158,0.441582,2.19254,-2.07496,-2.65646,0.424883,2.80127,-1.4465,-0.0361465,-1.26231,4.86014,-24.8663,-0.0659982,0.516107,-2.00973,1.13838,0.0150349,-2.34189,1.20372,0.0179599,0.304641,-0.690297,-1.19233,-1.03962,2.16217
-734.493,0.99978,0.0765769,6,63,0,739.51,-1.20569,-0.190525,-0.489281,0.546168,-0.559171,-1.0563,0.0941972,1.4288,-0.0107521,1.6535,-2.47153,-2.00988,5.21215,5.08899,4.76501,0.258762,0.551296,-2.68458,3.75085,2.06094,-0.715556,0.437044,0.157473,-0.0803358,0.0919185,-1.67975,-0.652129,2.05639,-19.8838,0.292375,0.618342,-0.260705,-0.94756,-1.59286,-1.79386,1.83333,0.0126739,0.933467,-2.65304,-1.49877,0.102756,0.597154
-733.19,0.997178,0.0777898,5,63,0,742.366,-1.30848,-0.478047,-2.9762,1.42287,0.653021,-1.07584,0.882453,0.643177,-0.379251,1.8799,-1.62476,-1.08423,6.02069,5.55624,-1.05331,0.547674,1.76388,-0.37916,-1.79342,-3.20949,-1.8813,3.14804,0.0468291,0.655879,-3.57824,-2.70773,0.367214,-0.109243,-15.5325,-0.910214,-1.82412,1.99828,1.47333,-6.14232,0.76685,1.51542,-0.77354,0.716007,-2.68237,3.05996,1.54286,2.35926
-730.565,0.999986,0.0787019,6,63,0,739.495,-1.22932,-0.298312,-1.41618,0.679442,-0.103672,0.232502,1.23964,0.240423,1.23863,2.18024,-0.288998,-1.52106,3.73587,5.5383,1.18147,-0.40391,-2.50775,1.85199,1.83213,-4.352,1.39166,1.73229,-1.15888,0.491951,-2.51286,-0.0418293,1.7104,1.78067,0.167996,0.0535204,0.00951872,-0.541906,-0.767798,0.464909,1.56849,0.667362,1.57568,1.27537,-0.29614,-4.65547,-4.44319,1.9139
-730.782,0.997103,0.0799534,5,63,0,736.944,-1.2826,-1.00487,-1.27722,1.52645,-0.221133,-0.605861,0.978978,-0.0562806,-0.724964,2.9276,-0.665409,-1.16552,5.32201,5.91933,0.512328,-0.424974,0.270762,-0.241795,-1.14577,-0.195669,3.85777,1.1078,2.01107,1.00255,-0.424289,0.321454,-3.55494,1.29067,-12.2166,-2.15876,0.571902,2.17259,-1.85441,-3.41869,1.51527,0.392649,-1.22155,2.51074,-1.04125,1.05067,0.381145,3.33059
-728.928,0.99921,0.0808639,6,63,0,737.501,-1.44366,0.66446,-1.79042,1.00072,0.68278,0.893941,0.466289,0.780062,0.873229,0.778614,-0.387136,-0.724139,4.02539,5.23308,3.40153,0.0254806,0.740339,3.22487,-1.24623,0.0472589,-2.94021,0.184834,-0.958202,2.89112,-1.65039,-2.89998,-1.4423,4.35268,-6.41103,3.35558,-0.161602,-0.0786001,1.28261,5.01138,-7.90715,2.04708,1.46511,-2.10394,-1.35583,-2.9018,-3.2451,0.82357
-729.486,0.994886,0.0820347,5,31,0,735.683,-1.43172,0.662064,-1.87605,0.959731,0.619448,0.972028,0.450175,0.779653,0.837811,0.711607,-0.36125,-0.684838,4.00127,5.25444,3.13488,-0.220968,-2.09688,-1.63577,-3.00205,3.10902,-0.642756,-0.106369,-0.889148,-2.09148,0.614708,1.9099,-0.532572,1.7343,-2.03109,3.71622,-0.281553,-0.037919,1.13015,6.73706,-7.83383,2.16978,1.48663,-2.30883,-1.32469,-0.405636,-3.23533,0.832041
-725.02,0.999271,0.0826772,5,31,0,735.147,-1.25861,-0.762037,-0.609739,0.797989,0.199604,-0.17027,0.746579,0.243464,0.0167473,2.41888,-0.00335996,-0.906165,5.38896,4.78893,7.8038,-1.21027,-0.775252,1.07667,0.104327,2.42994,-2.71986,-3.11956,-1.86059,1.36491,2.03295,-2.29556,2.91956,-1.12311,6.76848,-1.79313,2.16433,0.434977,0.288982,-1.32234,2.80517,1.15332,0.00598865,2.18789,0.196187,-0.37852,0.618096,-1.87166
-728.833,0.986905,0.0838637,6,63,0,732.646,-1.21979,-0.0312738,-1.53142,-0.0305312,-0.780811,0.641606,1.13778,-0.463394,0.30267,1.80216,-0.159706,-1.33911,5.6125,5.57521,5.85211,1.35054,-1.77679,0.563753,0.200921,0.831982,-1.25595,-1.62309,0.123963,-1.99093,-0.0482081,-0.228628,-0.518288,2.10359,5.65551,0.89368,0.105102,-2.24999,-2.58579,2.57191,2.94265,-0.131398,0.444315,0.765449,-0.0669868,-0.497987,0.990591,2.00381
-724.614,0.997903,0.0835106,5,63,0,734.087,-1.22526,-0.593964,-2.11892,0.286015,-0.144279,-0.634989,0.453071,-0.738383,-0.217798,2.01844,0.213945,-0.664309,5.25569,5.80886,-5.57802,0.598037,0.946635,-3.00009,-4.3169,2.16642,5.73596,0.510654,0.74142,0.412459,-0.269357,-1.0736,1.01364,0.330167,-19.4826,-1.89985,-0.372271,-2.31779,-2.11426,-6.61162,0.740357,-0.704873,-0.561624,2.03703,0.932272,0.295358,0.20077,3.09198
-725.028,0.996581,0.0845224,5,31,0,730.073,-1.34947,-0.0340525,-1.78324,0.638508,0.510393,0.484805,0.240613,-0.210864,-0.164899,1.61443,-0.661965,-0.740221,5.59798,5.87612,4.49335,0.556566,-0.338939,-2.0161,2.69166,-2.11155,-1.72405,-0.982,-0.599111,2.19626,0.210948,-1.48087,0.399106,2.64422,-18.7943,0.248238,0.0172827,-1.36779,1.32167,2.58182,-8.45613,0.140807,-0.719508,0.262592,-1.71658,-7.15328,0.845483,3.21353
-727.876,0.996466,0.085371,6,63,0,731.952,-0.977661,-0.220452,-2.01485,0.369834,-0.324353,-0.192235,-0.0435728,-1.16885,0.123527,1.24264,0.556674,-0.994375,4.97643,6.25809,8.13908,0.755012,-0.198291,-0.792288,-0.60192,1.09302,-2.52942,-0.832715,0.44453,-1.36171,0.844175,0.461604,-0.993492,-2.49867,25.9236,2.3999,0.0974535,0.73103,0.311783,2.40431,-0.0816158,-0.841836,0.80963,0.335949,2.11398,-6.59115,-0.0150158,3.78521
-723.776,0.999694,0.0862057,5,63,0,734.403,-1.42107,-0.477865,-1.75194,0.886633,0.682311,0.30212,0.699194,0.208673,-0.225208,1.72673,-0.704784,-0.71487,5.08757,4.41928,-4.56984,-0.546438,0.165659,2.32669,4.18369,1.21784,-0.638905,2.00637,0.611265,-1.14822,-3.63495,-0.167267,0.285945,-5.25652,-9.01722,-2.23342,-0.0357923,-0.042961,2.23655,0.151019,-1.09509,0.94377,-0.906836,0.448073,-1.83591,-4.84614,-0.0829232,-4.09156
-728.46,0.99115,0.0874545,5,31,0,732.68,-1.46411,0.66766,-1.88034,1.25637,0.196262,0.375127,0.398973,0.347023,-0.980922,2.59787,0.630169,-0.763198,4.92221,4.7056,-2.02906,0.759402,-0.140879,-1.22111,-2.01307,-1.14754,2.31839,-0.36714,0.0460594,0.483197,1.93737,-1.65198,-0.199083,3.73986,-18.5368,3.21345,-0.337256,1.52753,-2.10155,-0.304927,-8.555,1.05765,-2.42343,2.41813,1.15475,-4.14821,-0.538159,-1.48783
-728.542,1,0.0876087,6,63,0,734.093,-1.16267,-1.60668,-0.846696,0.193658,0.287622,-0.349393,1.0192,-0.703413,0.373181,1.14864,-1.0947,-1.28883,5.43427,5.56873,0.586061,0.929356,1.14792,0.266358,-0.567584,1.23168,2.18442,1.60667,-2.44659,3.37626,-0.556664,0.693376,0.410294,-0.696245,5.14723,-2.63146,1.22027,-1.37845,0.968023,-0.653893,3.83744,-0.375691,0.663503,-0.119244,-1.37013,0.764971,0.690311,2.01611
-726.977,0.962642,0.0889007,5,63,0,734.805,-1.28956,-0.800812,-1.0147,0.434711,0.364501,-0.247799,1.03038,-0.278483,0.919888,0.584408,-0.951992,-1.10297,5.48172,5.43821,10.1046,3.3033,-0.795933,1.95712,0.481192,1.60117,-0.0142522,1.76826,0.741683,-1.19418,1.04615,1.88723,-0.140451,-2.06905,-9.97478,-1.72807,1.0475,-1.72221,0.373323,-1.9665,2.61851,0.0798488,1.44149,-1.43228,-1.55401,-1.11565,0.689393,1.78747
-729.858,0.998491,0.0854252,5,47,0,732.905,-1.20984,-0.41796,-0.731978,1.41545,-0.170247,-0.507995,0.556681,0.67843,0.26448,0.829563,-0.687167,-1.64948,4.06763,4.51424,-3.16146,0.630876,-0.35021,1.32596,-1.34577,-0.045924,-2.06818,1.30923,-1.45686,0.753685,1.06626,0.841266,-0.583004,-2.21892,-5.60794,0.0575556,0.738597,1.19699,-0.489448,-0.935853,-0.767466,1.18215,0.358174,-0.254095,-0.702449,-3.37962,-3.07233,-3.40965
-727.235,0.998752,0.0864883,5,63,0,734.723,-1.15449,-0.188609,-1.36557,0.644907,-0.506756,-0.251868,0.825603,-0.0705362,0.745558,0.646601,-0.43908,-1.46016,4.32447,4.71179,-0.147268,0.475147,-1.79256,-3.41253,-1.33114,1.28462,1.3999,-3.6201,0.848774,-0.453311,0.748046,2.33106,1.69929,2.89638,8.36942,0.81042,0.255192,-0.0210506,-1.10137,0.00280988,1.71036,0.426497,1.11639,-0.615243,-0.332309,-3.2527,-1.87157,-2.51963
-720.721,0.999822,0.0875892,5,31,0,730.77,-1.0958,-0.533477,-2.08417,0.513174,0.071561,-0.094366,0.0642948,-0.612911,-0.260342,-0.0226828,-0.234826,-0.267503,5.20145,5.29012,0.253721,-1.39452,-0.868827,-4.17924,2.61867,0.533684,-1.03325,-0.961021,-1.72395,3.33538,0.765746,2.51445,2.61011,1.95333,1.86769,-1.94152,-0.247827,4.47598,3.01295,1.90587,-2.43294,-0.400517,-0.544225,-4.7317,-0.0219038,-1.41547,0.239106,0.864607
-722.748,0.978185,0.0888325,5,31,0,728.411,-1.23263,0.115102,-0.512444,0.162983,0.00736305,0.159359,0.33777,0.167917,0.0551543,1.22014,-0.205153,-0.311155,4.24382,5.24729,-4.38964,1.24555,-0.0255647,-1.41029,0.107335,1.66212,-1.73062,1.02277,0.717547,4.19847,0.821948,0.300997,-0.44662,-0.83546,8.21689,3.82378,4.05367,-4.18131,-1.36581,3.29327,0.912265,1.92678,0.180877,0.364779,-0.577389,-2.87011,-2.14116,0.57198
-722.547,0.991882,0.0873182,7,127,0,729.102,-1.10313,-0.771999,-3.10773,0.758597,-0.249176,-0.191022,0.142827,-1.42059,-0.0266542,1.03176,-0.0529167,-0.396158,5.32455,5.12551,4.46453,-0.735544,-3.52177,0.741466,-1.04755,-0.682339,0.925952,-2.0944,-0.595864,-0.111968,-0.958222,-1.08025,2.34078,-1.53336,2.09855,-3.30244,-2.10589,6.48673,-2.02888,0.00381331,0.323072,-2.36195,0.446894,-0.0153897,0.821556,3.48827,0.481847,0.160156
-721.703,0.986212,0.0875413,5,31,0,728.629,-1.05539,-0.803069,-1.01501,-0.0284556,0.13639,-0.132095,0.0899609,-0.181108,-0.287615,0.933052,-0.39504,0.0345021,4.43508,5.01271,-5.29421,0.19968,-0.261816,-3.56659,-0.155987,-1.31416,0.471791,-2.16036,-0.129749,-1.00512,-2.26846,-2.23528,-2.20824,0.150349,3.78052,-8.74109,3.19678,-5.22677,8.10364,1.51298,3.54688,1.62683,-1.00448,1.68501,-1.37711,4.43143,-1.5783,-0.323584
-724.888,0.993245,0.0870504,5,31,0,730.332,-1.29983,-0.81093,-2.67319,0.545389,0.703461,0.144467,0.641254,-1.01865,0.888511,1.17963,0.0853797,-0.576776,5.35929,4.63093,2.69092,1.26728,1.59878,-0.895535,0.0477155,-0.844168,0.360478,-0.614333,-1.92656,-1.73847,0.600031,0.498077,-2.31072,-3.97155,10.03,-3.80576,-1.45733,-0.706687,5.55333,0.946787,4.52056,-1.42441,2.54961,-0.543773,0.417028,3.95699,0.592579,-3.14789
-726.022,0.992528,0.087437,5,31,0,730.79,-1.15172,-0.0825905,-3.10077,1.09517,0.503638,-0.353305,0.297608,-0.880812,0.645932,1.46797,-0.577494,-0.822381,6.01626,5.12835,5.21878,1.8864,0.497814,0.2856,-3.30466,0.341181,0.68507,1.06047,-1.63891,0.68042,-0.494081,-0.38335,0.397092,3.13998,17.2243,1.9397,-1.85397,3.87751,3.82469,-1.4266,0.0354993,-0.695241,1.7147,0.486289,-0.813101,-0.350882,1.6395,-0.240097
-724.228,0.999145,0.0877308,5,31,0,732.006,-1.12598,-1.1624,-1.03604,0.779167,-0.191878,-0.545388,0.4841,-0.310581,-0.358897,1.16177,-0.00397482,-1.0265,5.40203,5.34856,5.87869,-0.291972,2.79433,-2.78005,-2.21358,2.79578,1.08123,1.50799,-1.50779,-0.494782,0.858586,-1.01561,-1.72915,0.206652,4.22394,-2.06867,1.43956,1.1945,-0.436331,-1.7227,2.07736,0.33264,-0.407821,-0.158187,0.482186,-2.08683,0.624066,1.14663
-722.236,0.990435,0.0888541,5,63,0,728.289,-1.02925,-0.248159,-2.50401,0.0854859,-0.111163,-0.25773,-0.108667,-1.39324,-1.00652,1.17158,-0.309269,-0.0655228,4.46569,5.38108,-1.53187,0.409458,-1.53478,-1.70996,-1.41817,2.66273,-1.40066,-0.596658,1.72854,-0.718332,-0.876555,4.15006,-0.168199,-1.40327,-14.3558,2.24888,-1.33977,-1.63652,0.634883,-1.89809,-10.0188,-3.40623,-4.29268,2.93429,-0.388977,5.87313,-1.75828,1.65718
-722.176,0.999762,0.0888775,5,31,0,726.998,-0.999882,-0.880515,-1.87238,0.133981,-0.364597,-0.485769,-0.0879098,-1.52882,-0.66467,0.282287,-0.808952,-0.513078,5.24787,4.69988,3.17232,1.60163,-0.994486,0.946719,2.17475,-0.15367,1.61351,-1.16492,-2.01653,1.2657,-0.0681042,0.179566,-1.57318,2.99887,-10.8316,-1.96354,0.549467,-0.118864,-0.859786,-1.32922,-1.54702,-2.05411,-1.15338,-2.31979,-1.36685,-2.45298,0.233258,-1.94434
