# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_beta.21,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_beta.21,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-729.33,0.998398,0.0234817,7,127,0,737.769,0.265958,-0.47083,-1.26641,-0.286351,-0.101854,-0.224249,-0.0967795,0.0477347,-0.0215978,1.01234,-0.273665,-1.42548,-1.44479,-2.08849,0.201464,-1.13479,0.213876,-1.46592,-0.320902,0.191243,-0.207891,0.666232,0.14531,-0.46768,0.211304,-1.57411,5.27635,5.21226,-0.453029,0.397561,-0.24463,-2.47676,1.89368,-0.655009,-0.222839,0.495277,0.519895,-0.011538,-1.14274,1.55018,-0.554697,-1.19609,-0.730566,-1.09776,0.387891,-0.127603,-0.639949,1.67663,0.699066,-0.502464,-1.66126,1.33198,-0.525885,-0.996665,-0.525334,1.60803,-2.86117,-2.51648,2.32911,-20.3027,6.01609,0.766028,-5.22586,4.95698,1.59434,2.78705,-0.213205,-7.08348,2.25422,-2.08849,0.201464,-1.13479,0.213876,-1.46592,-0.320902,0.191243,-0.207891,0.666232,3.23036,2.34752,2.2173,-2.07661,0.352357,0.69941
-729.005,0.996493,0.0239937,7,127,0,739.309,-0.473104,-0.619001,-1.67419,0.404854,-0.357415,-0.00158361,0.0885729,-0.538864,-0.161351,1.15711,-0.900495,-1.55336,-1.90728,-1.50306,-1.61089,0.592885,0.505014,-0.870332,0.286098,-0.221043,0.211502,-0.0075951,-0.681177,-0.785295,-0.76535,-0.6084,5.40356,5.10938,0.893583,0.0532895,1.67741,-3.72585,1.0052,-5.2702,2.24039,0.160688,1.16708,0.00123901,0.390459,-0.499486,-1.30132,-1.74788,0.991217,-1.39556,0.106369,-1.3057,-0.385772,0.25911,-0.183078,0.662044,1.0092,0.476819,0.804732,0.713484,0.174543,0.740535,4.86911,-0.11646,0.618663,5.31421,-1.39316,0.141565,4.63722,-4.48288,0.717159,1.60513,-1.54816,0.563134,-1.58781,-1.50306,-1.61089,0.592885,0.505014,-0.870332,0.286098,-0.221043,0.211502,-0.0075951,-4.61755,-4.44103,0.778871,4.04994,0.635519,0.0521099
-728.266,0.990675,0.0244046,7,127,0,740.75,-1.47005,0.127439,-2.69958,0.185089,0.240078,0.398273,0.632127,-0.0898808,0.348984,1.58972,0.690724,-0.172504,-0.823206,1.25781,0.0431256,-0.511456,-0.0518027,0.592654,0.304884,-0.369767,-0.469708,0.649257,-0.193284,-0.263203,-2.21916,-0.703595,4.81483,4.95777,-3.69234,3.9425,0.815266,-1.80108,-1.64558,1.08877,-0.182941,-1.81825,1.7398,0.857897,-0.0979676,0.252008,1.76489,0.821093,2.23243,-0.324682,-0.817695,0.661557,-0.933348,0.826697,0.913055,-0.959074,1.07684,-0.459723,-0.171943,0.135599,-0.366796,0.650196,0.416972,1.80649,-1.94958,-5.68018,-1.09607,-2.83173,13.1162,-4.59974,0.935528,1.31635,3.09988,8.85296,-8.39834,1.25781,0.0431256,-0.511456,-0.0518027,0.592654,0.304884,-0.369767,-0.469708,0.649257,1.7468,4.44755,-0.890786,2.7993,-0.578296,-0.617031
-735.922,0.9898,0.0244993,7,127,0,753.997,-1.42271,-0.134481,-2.29751,1.02308,0.197344,0.392021,0.152754,-0.553748,0.843121,1.39261,-0.201196,-0.445466,0.0620268,1.18608,0.922864,-0.961213,-1.27904,-0.750087,0.309956,0.752868,-1.97794,-0.156227,-0.468726,-0.682623,-1.24942,-1.69438,4.02586,5.18536,-0.767273,-2.13698,1.86355,5.40629,-0.392115,-1.29311,-4.12948,-1.01415,0.0519426,-0.856714,-3.99272,-0.283865,1.03685,-0.550127,1.26304,-0.335807,-1.24526,-1.80932,-0.112285,1.40836,-0.929033,-1.07576,-1.61721,-0.902152,1.18636,-1.95993,-1.57688,1.84895,4.16122,0.466925,-0.945659,7.12434,0.439636,6.29452,-9.32688,-0.79155,4.3715,-0.251765,-0.44605,-5.56884,8.00691,1.18608,0.922864,-0.961213,-1.27904,-0.750087,0.309956,0.752868,-1.97794,-0.156227,1.98928,2.28037,0.904508,0.0372341,-2.94684,0.426182
-738.346,0.997256,0.0245434,7,255,0,753.789,-1.63721,-0.326538,-1.8657,0.317596,-0.00721404,0.259994,0.751234,-1.08176,0.495421,0.77993,0.158658,1.49187,-0.365038,2.02871,0.558797,1.11387,-0.65148,-0.695518,-1.98554,-2.47244,0.217298,-0.107949,-0.490213,-2.47385,-0.613208,-2.22304,5.10609,5.60028,-0.562434,0.537853,-1.10395,3.86135,0.289003,-0.165614,-1.66421,-0.200673,2.8496,0.0849293,-0.853693,-1.06455,-0.676062,0.710599,0.840378,-1.51525,-1.10316,-0.546291,0.958531,1.72716,-1.73365,-0.125842,-1.06747,1.96999,-0.733154,0.852095,-2.63639,-0.90671,-8.47295,-1.822,-0.0564114,-7.96167,-2.61183,-0.789161,7.88628,-2.47395,1.28272,-2.96166,0.359956,1.15211,-0.601255,2.02871,0.558797,1.11387,-0.65148,-0.695518,-1.98554,-2.47244,0.217298,-0.107949,-1.05031,-1.33639,-1.60312,-0.484978,-0.0281014,2.30735
-733.284,1,0.0249864,7,255,0,750.27,-0.807827,-0.196881,-1.61897,-0.0673331,0.0530031,-0.476106,-0.0182841,-1.06188,0.461196,1.1541,-0.0154424,-1.11324,0.102407,1.07598,-1.35128,1.24449,-0.0709777,0.174979,-0.461049,-1.46896,-0.0603245,-0.172953,-0.46401,-1.50369,-0.34715,-2.24872,4.45578,5.60559,2.25379,-0.370899,0.0863401,1.29273,-1.35196,-1.85682,-7.48633,1.07389,-1.65535,1.83581,-1.04711,-2.88229,0.273411,-1.65811,-1.4881,-0.722303,0.643103,0.83858,1.89862,2.10792,-0.195003,0.0564659,1.67146,0.563867,-0.248029,0.420743,-0.477129,-1.41156,-6.48598,2.35289,0.860979,-7.29233,3.29105,-5.51972,-5.59713,-1.31906,2.51152,-0.376481,1.11952,-4.43417,2.16104,1.07598,-1.35128,1.24449,-0.0709777,0.174979,-0.461049,-1.46896,-0.0603245,-0.172953,-3.52047,3.13012,0.969132,-0.928496,-1.69181,2.27964
-738.898,0.998627,0.0255807,7,127,0,752.623,-0.85519,0.0987951,-0.731494,-0.0692203,-0.173776,-0.204522,-0.403159,-1.21039,-0.107947,1.95307,0.47778,-0.793007,-0.445813,0.638668,-1.28673,1.01748,1.19354,-0.139068,-1.66924,-0.173401,0.091348,-0.50728,-0.566568,-3.1501,-0.535377,-1.05247,4.44197,5.16121,0.631399,-0.337591,1.99851,0.707072,-2.41882,3.86238,-0.0472585,0.981261,-3.36572,2.32047,1.05581,1.22117,-1.26355,-0.781572,0.628211,-0.753089,1.24821,-0.417588,-1.00046,1.96226,0.128453,-0.250217,-2.06773,-1.27702,-0.261256,0.253205,0.626318,-3.99643,-0.669125,5.72081,2.94527,-0.666785,0.827937,-0.311357,-11.9256,-5.84013,2.338,3.99955,2.82093,-1.00273,-0.228117,0.638668,-1.28673,1.01748,1.19354,-0.139068,-1.66924,-0.173401,0.091348,-0.50728,5.49403,-0.887892,-0.30152,6.16612,-1.59014,0.675169
-745.984,0.997949,0.0261024,7,127,0,756.076,-1.20345,-1.35792,-2.12184,0.517292,-0.26432,-0.138739,0.261215,-0.149234,-1.68098,0.352776,1.64462,-0.857442,0.403399,-1.0822,0.15823,-1.77155,0.102708,-0.00983886,0.958991,-1.2876,1.05308,0.825093,-2.04904,-4.81174,-1.14983,-1.83256,5.16021,5.3853,0.136014,3.05059,1.4442,-2.61873,0.554693,0.524396,-3.98238,-1.49307,0.141864,1.52313,0.731752,-1.1953,-0.445999,-0.159177,-1.45851,0.220097,1.47859,-0.167085,-1.33834,-0.957355,1.26189,-0.0412059,0.809959,-0.426249,-0.650024,-0.404415,-1.8542,0.84431,-0.441623,-1.18301,-1.15448,-0.0437289,0.0175537,0.000359439,1.29135,1.12082,-3.16271,-1.44714,2.08517,-0.910332,0.462486,-1.0822,0.15823,-1.77155,0.102708,-0.00983886,0.958991,-1.2876,1.05308,0.825093,-3.23276,-0.92268,-0.652162,1.47622,0.139194,1.40073
-750.161,0.996915,0.0265874,7,127,0,766.621,-1.30454,0.152658,-1.42641,1.13762,0.133221,-0.595299,0.142312,-0.562578,0.275275,1.01907,-0.454436,1.46228,1.60723,-0.515399,-1.44987,2.41892,-0.0528547,0.627103,-0.864982,0.229296,-0.976258,0.973753,-0.369592,-6.34518,-2.40549,-3.02268,4.64659,6.41038,0.927429,-2.33577,-0.546795,4.00204,-0.225667,-4.22955,-0.822736,1.60231,-4.01124,-2.68077,4.44187,-1.28092,0.299203,-1.39934,-0.00857412,-1.20975,0.0871445,0.167107,0.686301,-1.28718,0.50346,1.2328,-1.53654,-0.371022,1.06728,0.643499,-0.166634,0.473879,-5.56784,4.31879,1.10032,10.3733,0.851341,-11.9329,-6.97913,-0.455154,1.33355,-0.843959,-1.48289,1.46256,1.59946,-0.515399,-1.44987,2.41892,-0.0528547,0.627103,-0.864982,0.229296,-0.976258,0.973753,11.6455,-1.01031,-0.793753,-0.852177,-1.06767,4.42398
-734.573,0.996022,0.0270137,7,127,0,756.637,-1.063,-0.890035,-2.59585,0.411134,-0.58496,-0.353636,-0.169541,-0.154507,-0.0768382,1.60449,0.036646,0.284773,-0.976328,0.529202,1.21983,-2.12234,-0.273832,-0.566709,0.804754,-0.417174,0.856677,-1.15635,-0.42272,-1.12765,-1.89934,-1.31521,5.56715,4.19788,-2.1694,-0.576827,0.415327,-6.43832,1.20379,4.75481,6.02674,-2.95415,-1.61665,-0.0589305,0.307124,2.10666,1.60848,0.280923,-0.887567,1.20556,-1.11367,0.275571,-0.318618,-0.428379,0.96884,-0.505276,0.775648,-2.62312,0.900258,1.13139,-0.215993,3.68241,2.9323,-1.81025,-1.09089,6.77946,-2.95864,-5.61295,-1.48428,1.73848,1.73166,2.6898,1.53284,3.84655,-3.24445,0.529202,1.21983,-2.12234,-0.273832,-0.566709,0.804754,-0.417174,0.856677,-1.15635,3.54031,2.55252,-0.436119,-0.664191,0.919585,-6.61904
-734.133,0.997087,0.0273876,7,127,0,746.301,-1.58617,0.00737904,-1.43424,0.61223,-0.109666,0.173982,0.175247,-0.503356,-0.408777,1.296,-0.27818,-1.81343,-0.355085,-0.544585,-0.469151,2.03631,0.342335,0.583602,-0.68351,-0.0441569,-0.891858,0.851852,0.1537,-3.13991,-0.3585,-1.22356,4.85084,6.22589,-2.22093,0.187767,0.800356,4.21089,-1.85608,-0.336072,-1.4459,1.62472,-0.0938599,0.791299,-3.55641,2.30291,0.219978,0.212843,-1.53417,0.682277,-0.178463,0.095238,-0.488055,1.19361,-0.294762,1.15654,3.68267,-0.179361,-0.571389,-0.386324,-1.03287,1.98019,2.07135,2.7159,0.631588,17.6191,-8.34833,4.18147,-6.30541,-2.35865,-3.74754,5.1965,-2.15719,-1.93709,-0.0731111,-0.544585,-0.469151,2.03631,0.342335,0.583602,-0.68351,-0.0441569,-0.891858,0.851852,12.2198,-0.832603,2.67517,0.0747835,-0.448864,3.95223
-729.58,0.990085,0.0278222,7,127,0,747.298,-1.37748,-0.689035,-2.77751,0.187493,-0.357107,0.110874,-0.138449,-0.315864,0.0648706,1.75963,-0.129194,0.713296,0.250472,0.393948,0.380222,-1.5387,-0.600302,-0.666805,0.532537,-0.154053,0.905369,-1.04231,-0.0365319,-0.781874,-1.01615,-0.815579,5.48386,5.24596,-1.0167,0.348062,1.04506,-1.92683,-3.35254,3.05472,-1.81658,-0.218074,-2.19199,1.77288,-2.21615,-0.95375,2.31032,-1.22833,0.31223,-1.97375,1.80148,0.193424,0.979443,0.811282,-0.0634082,1.37214,-1.27401,-0.879894,-0.00337997,0.357774,-0.583313,-6.84228,5.55145,-4.29382,-1.93539,8.03081,-4.42814,9.20606,-8.71353,-1.09467,2.89373,9.42055,0.88389,2.29817,1.83591,0.393948,0.380222,-1.5387,-0.600302,-0.666805,0.532537,-0.154053,0.905369,-1.04231,15.3511,0.985142,-0.189048,2.65031,0.838556,0.745678
-735.658,0.999863,0.0278454,7,127,0,741.324,-1.15776,-0.637136,-2.20629,-0.288597,-0.0425196,-0.463587,0.194072,-0.184027,0.00123262,0.710521,-0.852381,1.35785,0.787183,0.639015,-0.381653,-2.23877,-0.405908,0.0551829,0.476405,1.09216,0.41629,0.036616,-0.949047,-1.25041,-0.353044,-1.14759,3.70228,5.20651,-0.384768,-1.26357,-1.60138,-0.583933,0.108599,1.347,-0.211966,0.648518,1.83493,1.89541,0.725965,0.566678,-0.072039,0.415443,0.53647,-1.34169,-0.574214,-0.693753,0.505318,-0.242684,0.855502,-1.01153,1.71497,0.0891046,-0.494406,-0.643391,0.40932,0.689061,6.90381,0.590348,-0.249462,0.819075,3.4577,-4.48826,6.98916,1.88166,2.0174,-2.39599,-1.04726,3.60328,0.850493,0.639015,-0.381653,-2.23877,-0.405908,0.0551829,0.476405,1.09216,0.41629,0.036616,-5.61956,2.38518,-0.58025,-0.195314,-4.37711,0.412651
-730.565,0.999541,0.0284385,7,127,0,746.861,-0.598907,0.0450995,-2.01695,0.118705,0.189349,-0.202011,0.556288,-0.0631382,0.127519,1.13664,0.312014,-1.26598,-1.41717,-0.803877,0.394974,0.966059,1.2018,0.0779969,0.470512,0.895289,-0.648191,0.0575122,-0.461485,-0.489131,-1.17091,-2.06664,6.48363,4.95247,-2.47815,-2.04898,-1.10687,2.96804,-3.15469,2.92551,-6.46228,-1.06761,-1.75871,-0.0841944,-0.464017,1.61132,-0.187359,-0.142971,-0.226538,-2.22338,0.807731,0.153653,1.26705,2.50692,-0.48135,0.125843,1.36217,-0.198463,-0.509711,-0.0708036,-2.135,0.394783,-10.7273,1.64176,-0.361643,-7.79981,0.193916,-7.71473,3.3957,0.568402,0.0235604,-1.68421,1.13315,-5.4307,-3.46276,-0.803877,0.394974,0.966059,1.2018,0.0779969,0.470512,0.895289,-0.648191,0.0575122,-3.88218,7.78456,-0.799031,-1.36352,2.18825,-0.435087
-731.461,0.995687,0.0290158,7,255,0,743.868,-0.666444,-0.449015,-2.19671,-0.532996,-0.778944,-0.688208,-0.0976412,-0.486269,-0.154723,1.07059,-0.68229,0.57121,-0.162055,0.899962,-0.435327,-0.998171,-1.0859,0.118489,-0.480224,-0.842086,0.396402,0.0422106,-0.537661,-1.08157,-0.577091,-2.56247,3.9654,5.18914,0.868349,0.38274,1.50593,-3.02024,1.48304,0.16449,-2.31462,-0.333092,-1.61639,0.863359,0.618902,1.81724,0.594514,0.11015,0.0495176,0.310032,1.42092,-2.31898,-0.148398,-1.67708,-0.523137,1.07151,-1.93105,-1.10248,0.932199,-1.29451,0.902655,0.568089,9.05626,3.43238,0.206606,0.826813,-2.00469,-4.19139,6.59535,0.927297,1.25671,0.387986,-0.544769,4.89632,-1.19055,0.899962,-0.435327,-0.998171,-1.0859,0.118489,-0.480224,-0.842086,0.396402,0.0422106,-3.77243,1.97628,-3.13643,-1.63353,-3.12938,0.31471
-735.195,0.999009,0.0293622,7,127,0,744.117,-0.605021,-1.51185,-2.06696,0.0584195,-0.430673,-0.531528,-0.322631,-1.24374,-1.03267,0.65791,-0.889477,0.166333,0.667292,-0.902715,0.728413,1.00872,1.70228,0.407261,0.700262,0.461947,-0.382146,0.418872,-0.652209,-2.21648,-2.59087,-0.731023,6.35541,4.97381,-0.958873,-0.343961,-0.749923,-3.90684,0.940083,4.41367,2.65316,1.08706,0.419107,-1.22644,1.25128,0.286587,-1.70068,-0.05226,-0.154591,0.26683,-1.23466,-0.939392,-0.393326,0.92988,-0.657169,-1.10807,1.02089,0.0541621,0.335784,-1.17731,1.12902,-0.340843,-3.38593,-4.04401,0.239726,0.590102,0.178176,1.09811,3.36316,-5.71046,-5.26557,0.104419,-0.862624,-0.85661,1.38714,-0.902715,0.728413,1.00872,1.70228,0.407261,0.700262,0.461947,-0.382146,0.418872,-2.34087,-0.58081,-1.00403,7.73469,2.04078,-0.330794
-731.045,0.973319,0.0299092,7,127,0,744.584,-0.195325,0.0393668,-2.42367,-0.353183,-0.601804,-0.230515,-0.217666,-0.398106,-0.0161654,0.974407,-0.294711,0.437057,-0.396812,0.789294,-0.701731,-0.407982,-2.00296,-0.986726,-0.381184,-1.1407,0.410471,-0.478835,-0.472267,-1.10765,0.826291,-1.36308,4.13915,5.10566,3.12279,-1.5295,0.161285,2.20285,-2.63976,-2.79114,-1.07784,-0.0715382,2.46654,0.807114,-0.162643,0.34656,2.09042,-0.641842,0.359283,1.29688,-0.346366,-0.859523,0.841001,-1.13208,0.792695,-0.0573691,-1.28691,-0.892377,-1.35827,-1.8917,1.22385,-0.736503,6.13054,7.06322,-0.4845,0.801826,-4.85435,9.58624,1.5941,0.742114,2.6132,-0.839189,0.272136,2.65987,-0.529969,0.789294,-0.701731,-0.407982,-2.00296,-0.986726,-0.381184,-1.1407,0.410471,-0.478835,-3.28624,0.354667,-1.79402,-2.11552,-2.54297,-0.0606957
-735.701,0.893891,0.0289047,7,127,0,745.235,-1.12001,-0.586686,-1.88886,0.4644,0.179269,-0.463374,0.0217063,-0.865143,-0.136962,1.07947,-0.434639,0.902299,-0.192596,-0.759335,0.914959,0.410061,2.06547,1.62191,0.171666,1.11132,-0.770128,0.453857,-0.653481,-1.39209,-4.23174,-1.32401,6.22163,5.19835,-0.178861,-5.02135,-1.18086,-0.65113,1.31714,0.907517,-1.0382,1.2576,-2.02504,-0.676495,-0.105799,0.17473,0.872736,-0.282583,0.187507,-0.0566977,0.300411,1.98759,-1.29935,-0.259937,1.0617,-0.214452,3.17908,-0.158279,0.527147,0.0380325,-0.381952,1.40791,18.1316,0.844939,0.418503,3.73952,4.594,-3.41854,4.53535,-0.804884,3.20935,-0.12083,-0.211093,6.62191,-1.12712,-0.759335,0.914959,0.410061,2.06547,1.62191,0.171666,1.11132,-0.770128,0.453857,-3.70178,4.58934,-0.857542,-0.96165,1.91883,0.177434
-736.032,0.99999,0.0237854,7,127,0,750.973,-1.00553,-0.662392,-1.88219,0.182498,-0.102503,-0.358261,-0.154835,-0.621103,-0.533652,1.85426,-0.0220182,0.548991,0.074499,-1.344,1.77514,-0.206753,1.57759,1.69167,-0.243621,0.983515,-1.41855,0.851367,-0.259668,-1.24694,-4.14403,-1.39964,6.5327,5.14571,1.99686,-0.314765,-0.0504456,-3.82483,-3.44324,3.14007,-1.73354,1.98871,-2.08771,3.87406,2.33519,-1.28032,1.14614,-0.591801,1.66591,-1.24518,-1.34816,-0.305883,-0.733106,-0.522844,-0.583042,0.521795,3.55052,0.374131,0.40666,-0.137567,0.757678,-0.749951,14.9176,-0.913896,0.51064,4.28968,3.622,-1.49554,-0.105502,0.47917,-0.242261,6.01093,2.00674,4.52211,0.677422,-1.344,1.77514,-0.206753,1.57759,1.69167,-0.243621,0.983515,-1.41855,0.851367,3.66771,1.51351,-0.943761,-1.43568,2.31317,-0.0335569
-730.491,0.995158,0.0242893,7,127,0,745.755,-1.05818,-0.840861,-1.89067,0.0297968,-0.0124267,-0.232213,0.232064,-0.362156,-0.759092,1.58868,-0.326957,-0.771403,0.302299,-0.180381,-0.0621682,0.685437,0.709018,0.608312,0.35879,0.072676,0.0431748,1.16455,-0.58175,-2.32365,-3.52981,-1.39013,5.8541,5.2992,-1.45662,-0.764753,0.14922,0.241432,-0.09032,-1.94059,-2.64012,-0.733645,-1.23435,2.26236,1.17613,1.60048,0.141993,-1.29523,2.71786,-0.801206,1.38569,1.7037,-0.531815,1.17396,-1.37534,0.233651,2.05881,0.746967,-1.03213,0.795146,2.42227,-0.533487,-10.4639,-3.19229,0.158202,-3.39024,-0.151609,-1.68447,1.28417,0.301676,-3.92316,0.460836,-0.312085,-2.34018,0.950117,-0.180381,-0.0621682,0.685437,0.709018,0.608312,0.35879,0.072676,0.0431748,1.16455,-2.82086,0.503912,-0.98365,0.591241,1.30375,1.22098
-734.004,0.999871,0.0245573,7,127,0,741.608,-1.13281,-0.367692,-1.88273,0.388833,-0.497161,-0.292875,-0.17053,0.0395634,-0.130838,1.17451,-0.321963,1.25815,-0.136288,0.92998,-0.183527,-0.515857,-0.108642,1.67537,1.10815,0.683165,-0.413605,1.56631,-0.276736,-2.20947,-6.19723,-1.24068,5.23446,5.14324,0.251323,1.71158,-0.27077,0.227216,-0.128448,1.72055,-1.71671,-1.3556,2.27086,-1.39551,0.0842799,2.31023,-0.797207,0.241227,-0.00854218,-0.885801,-0.726395,-0.158249,-0.120996,0.103797,-0.0443422,-0.839942,2.88394,0.740199,-1.09689,0.240289,-1.54628,-1.10066,-7.43751,1.35969,0.328904,5.19102,-5.23923,-5.6019,-8.60734,3.04444,0.490219,0.673797,-0.317137,0.689319,-0.259458,0.92998,-0.183527,-0.515857,-0.108642,1.67537,1.10815,0.683165,-0.413605,1.56631,1.6371,-1.58913,-1.00409,-0.716163,0.24245,0.454119
-738.558,0.975683,0.0250583,7,255,0,750.875,-0.844552,-0.360384,-1.04946,-0.110512,0.486241,0.483281,0.346771,-0.281354,0.273417,1.52625,0.0117544,-0.445997,-0.649285,-0.330081,-2.3725,1.04365,-0.366847,1.70957,1.34351,-1.48493,-0.365068,0.822547,-0.418274,0.227748,-5.99794,-0.696685,6.76719,5.09057,2.95037,2.08758,-0.297494,2.71884,2.62259,3.39973,0.660304,-1.44355,2.00194,-0.857038,0.802047,0.996735,-1.29646,-0.782335,0.0149676,0.463756,0.163065,-1.83788,-1.28678,-0.548944,0.511731,-1.66774,-1.45564,0.747027,0.940162,0.349652,0.215275,-0.440555,1.16169,-1.37396,1.86699,-6.06558,4.70007,6.83018,1.57256,-5.24661,0.794552,0.472226,0.100612,2.5258,-1.1017,-0.330081,-2.3725,1.04365,-0.366847,1.70957,1.34351,-1.48493,-0.365068,0.822547,-0.0665328,-0.775895,-0.994347,2.65563,2.56513,0.0954951
-727.945,0.982542,0.0243624,7,127,0,747.911,-0.474552,0.0990136,-2.323,0.520397,-0.072038,-0.134994,0.136418,0.151139,-0.222781,0.69617,-0.0424532,-0.670161,-0.808358,0.763309,0.614751,-0.641067,-1.32201,0.280577,0.0701168,-0.331376,-1.02113,-0.092933,-0.462986,0.10309,-3.42377,-1.3523,5.21878,5.07721,0.612836,2.31244,-1.79845,-4.14109,2.68506,-0.193185,-0.29735,-0.688809,-1.99746,-1.94875,-0.156773,1.27996,-0.529402,0.114994,2.73164,-1.04634,0.53211,-1.76809,-1.33356,1.5249,0.668683,-0.792683,-4.07877,-0.358016,2.18679,0.0983164,-3.2357,-0.0917243,-10.3457,3.39429,-0.804394,0.746899,-1.57614,-5.34277,-4.6968,2.17516,-1.08405,-3.2883,0.196264,-8.72011,-3.70145,0.763309,0.614751,-0.641067,-1.32201,0.280577,0.0701168,-0.331376,-1.02113,-0.092933,-5.07697,7.84202,-1.13136,-1.0888,0.174636,0.125813
-730.693,0.995544,0.0240141,7,127,0,738.156,-0.094453,-0.435335,-1.91214,0.232113,-0.012803,0.130475,0.241015,0.0818463,-0.592692,1.86045,-0.781395,-0.530671,-0.567147,0.0757664,0.265549,0.437066,-2.09346,0.481816,2.06752,1.05985,0.427983,-0.26078,-0.153731,0.804706,-1.32759,-1.64305,6.1185,5.24478,-0.404648,-2.1514,0.999437,-1.54662,1.09891,1.73888,-0.315871,-2.57999,1.03659,1.21063,-0.0488379,-0.841704,0.0807544,-0.684097,-0.626138,0.772794,1.01464,-0.187539,0.233274,0.544116,0.854124,0.0567388,-0.100823,0.663538,1.90576,0.573865,0.44582,0.361412,-0.96392,-3.40208,-0.157487,-2.38418,-1.13383,3.0342,1.58707,2.55793,-3.70453,4.80786,-3.53762,-10.7499,7.7079,0.0757664,0.265549,0.437066,-2.09346,0.481816,2.06752,1.05985,0.427983,-0.26078,8.16378,1.96591,-0.884345,-1.23244,1.73261,0.856608
-731.779,0.999255,0.0242858,7,127,0,744.846,-0.640588,-0.500676,-1.20383,0.077537,-0.474089,0.0750521,-0.00710821,-0.671301,0.71129,1.09557,-0.0214989,-0.802298,-0.982158,0.0225652,-0.498838,0.966273,-0.903548,1.19629,0.17626,-0.306806,0.99289,-1.36793,-0.946003,-0.266454,0.552165,-1.30624,6.04684,4.8687,-0.452573,-0.644839,1.02748,-3.68936,0.320524,2.00181,-0.312976,0.225659,0.243649,-2.36538,2.23694,0.229313,0.0634437,-0.0649674,-0.672038,-0.0323356,1.84185,0.0245652,-2.11125,-1.30267,-0.194666,-0.241256,-1.01532,-1.11803,0.0664055,-2.23691,-1.17747,-1.78152,-4.5648,0.589707,1.13102,-4.17745,-5.48106,0.912437,-3.80593,-2.50295,4.17391,-1.57788,0.416192,-4.34798,-0.442779,0.0225652,-0.498838,0.966273,-0.903548,1.19629,0.17626,-0.306806,0.99289,-1.36793,-4.52011,2.08103,2.41323,1.03418,1.60882,-0.913034
-726.782,0.994373,0.0247352,7,127,0,744.588,-0.0747888,-0.609947,-1.44361,0.267795,0.0838069,-0.0508971,-0.204917,-0.199791,0.0185009,0.774811,-0.32914,-0.757081,-0.867987,0.661394,-0.469267,0.270533,-1.57124,0.4834,0.945193,-1.61142,0.42468,-1.35544,-0.338872,0.307173,-0.942217,-0.870003,5.63369,4.88827,1.63623,-0.769318,-1.34421,0.538912,3.45994,-0.990305,0.0789463,2.52924,-4.58391,-0.682566,-1.39939,-0.0612641,0.568092,0.54966,0.229722,-1.21375,-0.37432,-1.31696,0.770822,-1.40936,-0.815682,0.527533,6.04038,0.847787,-1.92691,0.54019,-1.731,0.58826,0.69182,-1.15131,1.40512,2.86774,4.79113,-0.0194962,-9.96375,1.14524,2.64317,-1.97534,-0.269654,-1.20834,0.625538,0.661394,-0.469267,0.270533,-1.57124,0.4834,0.945193,-1.61142,0.42468,-1.35544,-2.69411,-0.595142,-0.365569,-1.48298,0.993977,-1.13619
