# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.9.2,marginal.10.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.9.3,marginal.10.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,marginal.9.4,marginal.10.4,index.1,index.2,index.3,index.4
-739.208,0.999945,0.00223924,10,1023,0,753.919,-1.17176,-1.3072,-2.13603,-0.15142,-0.362285,-0.524661,-0.312647,0.112542,0.438117,0.154947,0.470788,0.754799,-0.176268,0.00897785,0.0771034,-1.08597,1.71,0.943401,-0.97514,0.697268,0.191691,0.355156,0.767475,0.426451,0.337576,0.0698672,6.10748,4.69875,0.997779,0.990976,0.000344454,0.10852,0.0606442,0.227291,0.2003,0.181195,0.206432,0.264522,0.315442,0.270851,0.320833,0.226685,0.166459,0,0,0,0,0,0,0,0,0.206497,0.195519,0.187359,0.198065,0,0,0,0,0,0,0.195602,0.197851,0.202418,0.205965,0.202877,0,0,0,0,0,10,12,6,9
-736.818,0.999969,0.00226745,10,2047,0,750.521,-0.993585,-1.2819,-2.07195,-0.233814,-0.479272,-0.547151,-0.207706,0.0899306,0.461241,0.0817409,0.431839,0.755156,-0.100398,0.049248,-0.0598992,-1.05685,1.70732,0.8287,-0.915065,0.685973,0.285666,0.181671,0.661898,0.404015,0.308198,0.0697956,6.00563,4.67116,0.997541,0.990725,0.000344454,0.144319,0.0910251,0.251724,0.222526,0.214889,0.254973,0.293911,0.346979,0.292795,0.342613,0.258248,0.199283,0,0,0,0,0,0,0,0,0.23715,0.22418,0.22068,0.238559,0,0,0,0,0,0,0.226743,0.230783,0.234364,0.238884,0.234265,0,0,0,0,0,10,12,6,9
-741.426,0.999971,0.00233255,10,2047,0,753.127,-1.33001,-1.58992,-3.16766,0.499297,-1.36918,-0.101897,-0.220991,-1.28723,-0.581933,0.429057,0.0345326,0.853938,0.800413,-1.05999,0.0376642,-2.28667,0.279847,-0.305017,-0.0784293,1.23656,0.402746,-0.512942,0.203719,0.401986,0.122801,0.0878213,5.08387,5.35628,0.993842,0.995304,0.000344454,0.204855,0.157461,0.28267,0.212267,0.258548,0.253932,0.215068,0.240276,0.279783,0.263903,0.23786,0.234015,0,0,0,0,0,0,0,0,0.246235,0.206429,0.23289,0.230307,0,0,0,0,0,0,0.242241,0.240342,0.223793,0.234648,0.250829,0,0,0,0,0,10,12,6,9
-735.002,0.99996,0.00242778,11,2047,0,749.993,-1.87357,-0.513961,-1.41155,0.490204,-0.475798,0.573945,0.34884,0.0875114,-0.934159,1.59241,-0.240994,-0.103215,-0.148386,-0.399988,0.463146,0.488138,-0.636957,1.05606,-0.432695,-1.29177,-1.43484,-0.76936,0.475951,0.157,1.20517,0.196614,5.03009,4.62626,0.993504,0.990304,0.000344454,0.166339,0.115729,0.241835,0.168834,0.249053,0.229967,0.209091,0.140761,0.347138,0.184829,0.203457,0.202351,0,0,0,0,0,0,0,0,0.223017,0.0836081,0.24058,0.195448,0,0,0,0,0,0,0.212744,0.205673,0.197677,0.168601,0.246825,0,0,0,0,0,10,12,6,9
-735.609,0.999974,0.00254892,10,1023,0,748.173,-1.25176,-1.40019,-2.04559,0.747585,-0.719671,0.132145,0.0653612,-0.988151,0.322824,1.02099,-0.198162,-0.292507,-1.45564,1.0112,-1.9934,0.979327,-0.571532,1.19488,-0.788067,0.331098,-0.745321,0.964423,0.484796,0.199228,0.365845,0.251486,4.98199,5.5264,0.993186,0.996035,0.000344454,0.123624,0.0936895,0.283266,0.163643,0.227443,0.221871,0.146744,0.243884,0.310522,0.200832,0.213335,0.178069,0,0,0,0,0,0,0,0,0.220084,0.143334,0.184849,0.181293,0,0,0,0,0,0,0.205362,0.202718,0.164248,0.213049,0.242898,0,0,0,0,0,10,12,6,9
-735.394,0.999953,0.00269356,10,2047,0,749.337,-0.54291,-0.234038,-2.61775,-0.400288,-0.512173,-0.242073,-0.433304,-0.690072,-0.54966,0.126809,0.455246,-0.281843,-0.805914,0.874644,-1.86549,2.13906,-0.000533206,0.675513,-0.821285,-0.74182,-0.959152,0.0503841,0.428272,0.480483,0.273512,0.300215,4.35199,5.28194,0.987283,0.994943,0.000344454,0.246226,0.105578,0.233301,0.224871,0.245591,0.23079,0.211915,0.222095,0.275892,0.304728,0.246067,0.202883,0,0,0,0,0,0,0,0,0.226825,0.221582,0.234385,0.225269,0,0,0,0,0,0,0.236843,0.22677,0.213718,0.220788,0.257114,0,0,0,0,0,10,12,6,9
-736.81,0.999796,0.00285975,10,1023,0,747.752,-1.59906,0.0432102,-1.10948,1.2848,-0.257184,0.729307,0.121567,-0.116071,0.741612,1.93882,-0.765138,-0.44549,-1.69531,-0.845296,0.487137,-1.73896,-0.466232,-0.543455,0.0877519,0.99782,0.411007,-0.971916,0.435988,0.302872,0.35423,0.155759,6.11483,5.18636,0.997795,0.994439,0.000344454,0.183754,0.120418,0.277368,0.165129,0.23219,0.188869,0.173685,0.233134,0.336844,0.137085,0.225339,0.16739,0,0,0,0,0,0,0,0,0.224995,0.145434,0.193292,0.162555,0,0,0,0,0,0,0.206259,0.191605,0.186089,0.206564,0.237769,0,0,0,0,0,10,12,6,9
-734.64,0.999874,0.00304515,10,1023,0,748.75,-1.50178,0.182087,-1.01854,0.904981,-0.106631,0.918196,0.541015,0.018002,0.810737,1.95451,-0.82012,-0.514976,-1.64682,-0.997241,0.338631,-1.47976,-0.716959,-0.354582,-0.0433464,1.29147,0.211249,-0.599406,0.377826,0.350867,0.358544,0.151275,6.21677,4.92216,0.998008,0.992769,0.000344454,0.195978,0.13451,0.242097,0.179499,0.243004,0.218008,0.186477,0.235692,0.32096,0.143415,0.23602,0.172783,0,0,0,0,0,0,0,0,0.218752,0.163909,0.219548,0.197649,0,0,0,0,0,0,0.214656,0.205377,0.192998,0.211982,0.241663,0,0,0,0,0,10,12,6,9
-735.164,0.99847,0.00325118,10,1023,0,752.014,-0.712169,-1.00361,-3.31192,0.0475562,-0.237699,-0.496928,-0.0789839,-0.538391,-0.647249,0.710234,-0.798797,0.285571,1.63192,0.376438,-1.24854,1.89334,0.4899,0.496109,-1.73159,-0.954989,-0.548353,0.129985,0.767233,0.0370465,0.348676,0.586569,4.67551,5.89537,0.990765,0.997255,0.000344454,0.160912,0.0319033,0.298502,0.255321,0.219791,0.278838,0.214447,0.200865,0.412609,0.183037,0.216155,0.22429,0,0,0,0,0,0,0,0,0.228359,0.212129,0.198086,0.221059,0,0,0,0,0,0,0.20059,0.24098,0.196859,0.187304,0.330108,0,0,0,0,0,10,12,6,9
-737.506,0.999923,0.00346211,10,1023,0,749.776,-2.01858,-0.0904846,-0.898091,0.853388,0.372843,0.597783,1.01072,-0.149285,-0.0954629,1.77481,0.481089,1.04408,-1.97178,-1.66497,1.02088,-2.48206,0.157434,1.03768,0.661688,1.01684,0.578406,-0.673597,0.588385,0.119698,0.486558,0.165129,5.66837,4.72763,0.996558,0.99123,0.000344454,0.162984,0.108265,0.252488,0.203327,0.225412,0.270178,0.158351,0.162588,0.366085,0.21375,0.235155,0.177689,0,0,0,0,0,0,0,0,0.217125,0.180902,0.197255,0.230036,0,0,0,0,0,0,0.212517,0.223828,0.193102,0.194456,0.245836,0,0,0,0,0,10,12,6,9
-736.329,0.999964,0.00370669,10,1023,0,746.535,-2.00664,-0.05708,-0.940742,0.810226,0.42342,0.734049,0.991054,-0.319692,0.0718296,1.75797,0.510561,0.920619,-1.97061,-1.5659,1.07909,-2.53087,0.237415,0.992439,0.658847,0.95654,0.467735,-0.533425,0.595161,0.101572,0.456073,0.143174,5.60421,4.74259,0.996331,0.991359,0.000344454,0.161942,0.102687,0.244067,0.204347,0.235851,0.264328,0.141917,0.172574,0.361115,0.212859,0.229576,0.182753,0,0,0,0,0,0,0,0,0.21227,0.184909,0.206662,0.22601,0,0,0,0,0,0,0.214406,0.220509,0.190644,0.199236,0.239435,0,0,0,0,0,10,12,6,9
-738.681,0.999545,0.00397106,10,1023,0,748.855,-0.199856,-0.131866,-3.04771,-0.274934,-0.244213,-0.401748,-0.560403,-0.793828,-0.488412,-0.0956793,-1.36327,-0.953613,0.408509,1.09799,-0.569117,2.60324,0.0488613,-1.2477,0.0749193,-0.611621,-0.257099,0.818386,0.600809,0.136989,0.412401,0.716514,4.44923,4.90309,0.988447,0.992631,0.000344454,0.301138,0.0700336,0.283479,0.287218,0.268358,0.250171,0.224937,0.258321,0.305702,0.171151,0.230519,0.264258,0,0,0,0,0,0,0,0,0.24925,0.251559,0.239866,0.228457,0,0,0,0,0,0,0.261946,0.241104,0.212485,0.250424,0.305144,0,0,0,0,0,10,12,6,9
-736.716,0.999841,0.00424961,9,511,0,752.583,-0.78247,-1.63157,-2.92719,-0.521202,-1.49835,-0.399381,-0.633083,-0.6608,-0.565839,1.72018,-1.09174,0.887819,-1.34351,0.782845,-0.579054,1.63692,0.101363,-0.357436,0.478851,-0.744308,0.0802132,1.60484,0.323908,0.153729,0.23089,0.297131,5.78227,5.25233,0.996928,0.994792,0.000344454,0.174461,0.122475,0.231523,0.18068,0.238508,0.225233,0.223694,0.228999,0.380821,0.200715,0.236267,0.181215,0,0,0,0,0,0,0,0,0.216908,0.181917,0.221587,0.212672,0,0,0,0,0,0,0.208223,0.19722,0.195944,0.200341,0.327343,0,0,0,0,0,10,12,6,9
-737.172,0.999804,0.00455094,9,511,0,750.791,-1.01337,-1.87912,-3.4312,0.252777,-0.286554,-0.420566,-0.180398,-0.0120993,0.247589,0.515989,-0.853642,0.957293,-0.154529,0.115682,-1.14706,-0.194473,0.209223,0.0923333,-0.692716,-0.918994,0.193477,0.706905,0.484103,0.174651,0.212788,0.0835954,4.18515,5.52947,0.985008,0.996048,0.000344454,0.137088,0.0697742,0.307907,0.255344,0.243236,0.265213,0.281346,0.307374,0.33562,0.206822,0.24935,0.215793,0,0,0,0,0,0,0,0,0.244025,0.224109,0.219336,0.22794,0,0,0,0,0,0,0.229351,0.232805,0.235246,0.239046,0.243015,0,0,0,0,0,10,12,6,9
-737.549,0.999976,0.0048712,9,511,0,748.885,-1.24254,0.611316,-2.01803,-0.0726572,-0.253042,-0.117059,0.262667,-1.36584,-0.299135,2.08824,0.053916,1.5513,-0.100861,-1.24102,-0.270595,-0.651306,0.722514,0.743782,-0.0440435,1.07061,-0.441353,1.45727,0.490132,0.143056,0.178801,0.259808,5.91605,4.66854,0.997311,0.990701,0.000344454,0.29515,0.104987,0.231395,0.216261,0.227603,0.261419,0.138677,0.21251,0.460159,0.242441,0.248087,0.20816,0,0,0,0,0,0,0,0,0.230366,0.224926,0.229018,0.240712,0,0,0,0,0,0,0.231401,0.248846,0.180073,0.223337,0.343746,0,0,0,0,0,10,12,6,9
-735.733,0.999377,0.00521355,9,1023,0,752.302,-1.41232,0.00942895,-0.992959,0.535041,-0.0370494,-0.0401355,0.181737,-1.96087,-0.134385,2.05017,-0.574828,1.32467,0.0706174,-0.373296,-1.51098,-0.835831,0.691295,0.990055,-0.824892,1.17967,-0.744408,0.686049,0.383875,0.104034,0.295901,0.115506,5.66848,4.76826,0.996559,0.991576,0.000344454,0.219472,0.160858,0.25578,0.216445,0.216245,0.230954,0.116897,0.210205,0.379907,0.183621,0.2242,0.202688,0,0,0,0,0,0,0,0,0.225993,0.19821,0.198068,0.208525,0,0,0,0,0,0,0.219809,0.224168,0.184603,0.217976,0.263241,0,0,0,0,0,10,12,6,9
-733.968,0.999338,0.00556648,9,511,0,747.371,-1.02555,-0.849298,-1.73655,0.0266931,-0.327163,0.279054,-0.0695751,0.0263363,-0.150676,1.07757,-0.108356,0.610736,-0.434399,-0.0537366,-1.50583,1.02919,0.881831,0.676359,1.04345,0.217011,-0.757373,1.27173,0.513783,0.0345893,0.287365,0.287743,4.08873,5.50935,0.983516,0.995968,0.000344454,0.195868,0.133851,0.276212,0.241463,0.302796,0.266459,0.276176,0.258415,0.395332,0.262593,0.258241,0.251504,0,0,0,0,0,0,0,0,0.256105,0.237545,0.269898,0.250965,0,0,0,0,0,0,0.262937,0.244272,0.249318,0.240058,0.308922,0,0,0,0,0,10,12,6,9
-729.329,0.998921,0.00593789,9,511,0,744.708,-1.25107,-0.247389,-2.58852,0.17316,0.0279815,-0.181454,0.150002,-0.215904,-0.209239,0.694159,-0.145583,-0.309893,-0.798746,0.305038,-0.911318,2.27489,1.95319,-0.310075,0.71188,-0.615502,0.323414,0.20178,1.51018,0.0387045,0.734594,0.685554,5.98035,4.95646,0.997478,0.993011,0.000344454,0.169773,0.00597846,0.277333,0.235978,0.184157,0.270448,0.176528,0.177985,0.45523,0.192368,0.205476,0.202578,0,0,0,0,0,0,0,0,0.213793,0.197352,0.175252,0.211109,0,0,0,0,0,0,0.18731,0.222393,0.183906,0.184561,0.288789,0,0,0,0,0,10,12,6,9
-731.136,0.99998,0.00632112,9,511,0,742.346,-1.04342,-0.616224,-1.27886,-0.137321,-0.353988,0.00237655,-0.0181745,-0.437203,-0.241278,0.783535,-0.291535,1.88057,-1.41945,0.250594,0.558022,0.562308,1.23246,-0.0536324,-0.196055,-1.57566,-0.883369,-0.734276,1.10335,0.174613,0.578106,0.507281,4.30964,6.18543,0.98674,0.997945,0.000344454,0.151089,0.0795129,0.230279,0.191337,0.258118,0.253891,0.177758,0.210946,0.446385,0.202029,0.252372,0.162247,0,0,0,0,0,0,0,0,0.21202,0.192752,0.225138,0.223174,0,0,0,0,0,0,0.219488,0.217786,0.18509,0.199901,0.290775,0,0,0,0,0,10,12,6,9
-730.727,0.999375,0.00674256,9,511,0,746.246,-1.35711,-0.121957,-1.31326,0.0872933,-0.0549307,-0.0680248,-0.0306882,-0.315879,-0.130445,0.990782,0.025649,1.93438,-1.41926,0.36926,0.12814,0.572396,1.3172,-0.216073,0.243949,-1.02734,-1.58339,-1.19271,1.10645,0.142215,1.61231,0.34577,4.51347,6.0161,0.989158,0.997567,0.000344454,0.202006,0.0641421,0.241301,0.214055,0.211662,0.218539,0.16999,0.200516,0.459091,0.229213,0.239999,0.166053,0,0,0,0,0,0,0,0,0.223689,0.187778,0.184698,0.193581,0,0,0,0,0,0,0.205446,0.207478,0.192317,0.20208,0.268548,0,0,0,0,0,10,12,6,9
-726.149,0.999599,0.00717287,9,511,0,746.806,-1.61621,-0.22811,-1.15414,0.208029,-0.0636361,0.0585189,0.00539235,0.0551287,0.0910911,0.930637,0.167671,1.13491,0.116456,0.043726,-0.620115,0.116635,0.947796,0.328565,0.527896,-0.894835,-0.776422,-0.603452,1.31142,0.18499,1.02819,0.635776,5.40414,6.60654,0.995522,0.99865,0.000344454,0.172727,0.0587368,0.268993,0.205452,0.232571,0.220482,0.231786,0.240207,0.484279,0.258818,0.233058,0.202347,0,0,0,0,0,0,0,0,0.234902,0.190179,0.209464,0.20091,0,0,0,0,0,0,0.21077,0.205408,0.210425,0.214106,0.31238,0,0,0,0,0,10,12,6,9
-732.465,0.997669,0.00762749,9,511,0,739.797,0.379719,-0.557488,-2.17426,-0.486627,-0.555251,-0.392739,-0.404913,-0.524875,-0.565394,0.413721,-0.467083,0.346068,-0.151062,0.820518,-1.97883,-0.461395,0.863569,-1.10705,-1.48249,-0.885173,-1.25325,-0.170153,2.01527,0.0831807,0.726327,0.88271,4.52819,3.99355,0.989315,0.981899,0.000344454,0.198679,0.00960324,0.222082,0.199389,0.255994,0.251412,0.209214,0.196186,0.630911,0.22887,0.223467,0.216918,0,0,0,0,0,0,0,0,0.218528,0.210771,0.229455,0.228018,0,0,0,0,0,0,0.217132,0.215432,0.199178,0.193893,0.349029,0,0,0,0,0,10,12,6,9
-726.164,0.999214,0.00806039,8,255,0,739.165,-0.359573,-0.592867,-1.38884,-0.151365,-0.454727,-0.404248,-0.256495,-0.277235,-0.476482,-0.0185177,-0.456558,1.04336,0.0278073,0.714707,-1.73375,-0.670708,0.563632,-0.627469,-0.858822,-0.680862,-1.42782,-0.509857,1.54077,0.0702906,0.733586,0.63417,5.24035,5.46157,0.99473,0.995771,0.000344454,0.167172,0.0557008,0.283456,0.198856,0.211504,0.251832,0.245876,0.193583,0.326649,0.198408,0.213006,0.201585,0,0,0,0,0,0,0,0,0.219864,0.184893,0.190408,0.207248,0,0,0,0,0,0,0.19802,0.212927,0.210787,0.191015,0.23856,0,0,0,0,0,10,12,6,9
-734.961,0.995344,0.00854472,9,511,0,743.964,-1.32768,-0.217597,-2.35716,0.47582,0.0623372,0.131058,0.368085,0.0536417,0.0604856,0.90859,-0.0877172,-0.232189,-0.162546,-2.21802,1.95845,0.620336,0.343613,0.201661,-0.375009,1.91492,1.6032,0.720495,0.825883,0.0350237,0.0601447,0.266721,6.16428,4.54481,0.997901,0.989489,0.000344454,0.192943,0.0392698,0.297583,0.231476,0.241716,0.279343,0.230202,0.231204,0.377117,0.210184,0.228613,0.22903,0,0,0,0,0,0,0,0,0.230171,0.225929,0.226631,0.229061,0,0,0,0,0,0,0.224099,0.234936,0.220634,0.220939,0.260914,0,0,0,0,0,10,12,6,9
