# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.9.2,marginal.10.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.9.3,marginal.10.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,marginal.9.4,marginal.10.4,index.1,index.2,index.3,index.4
-1649.8,0.333333,0.125,1,3,1,2077.09,-0.0234721,1.58754,-0.385039,0.0988197,-1.73464,1.6652,1.33443,0.382542,-1.62642,1.85943,0.892222,1.63798,0.334073,0.00733545,-0.0198835,0.319431,1.13863,0.821369,-0.959712,-1.435,-1.29542,-1.4592,1.44856,0.184427,4.67908,1.10897,-3.07954,2.85826,0.0439589,0.945744,0.000344454,0.830922,0.68047,0.734082,0.477717,0.83377,0.820347,0.759654,0.494381,0.840173,0.796537,0.738654,0.725457,0,0,0,0,0,0,0,0,0.77109,0.00681119,0.998877,0.995023,0,0,0,0,0,0,0.79315,0.777016,0.723148,0.559641,0.801959,0,0,0,0,0,10,12,6,9
-1649.8,0,2.98107,0,1,1,1667.5,-0.0234721,1.58754,-0.385039,0.0988197,-1.73464,1.6652,1.33443,0.382542,-1.62642,1.85943,0.892222,1.63798,0.334073,0.00733545,-0.0198835,0.319431,1.13863,0.821369,-0.959712,-1.435,-1.29542,-1.4592,1.44856,0.184427,4.67908,1.10897,-3.07954,2.85826,0.0439589,0.945744,0.000344454,0.830922,0.68047,0.734082,0.477717,0.83377,0.820347,0.759654,0.494381,0.840173,0.796537,0.738654,0.725457,0,0,0,0,0,0,0,0,0.77109,0.00681119,0.998877,0.995023,0,0,0,0,0,0,0.79315,0.777016,0.723148,0.559641,0.801959,0,0,0,0,0,10,12,6,9
-1649.8,0,0.197687,0,1,1,1660.46,-0.0234721,1.58754,-0.385039,0.0988197,-1.73464,1.6652,1.33443,0.382542,-1.62642,1.85943,0.892222,1.63798,0.334073,0.00733545,-0.0198835,0.319431,1.13863,0.821369,-0.959712,-1.435,-1.29542,-1.4592,1.44856,0.184427,4.67908,1.10897,-3.07954,2.85826,0.0439589,0.945744,0.000344454,0.830922,0.68047,0.734082,0.477717,0.83377,0.820347,0.759654,0.494381,0.840173,0.796537,0.738654,0.725457,0,0,0,0,0,0,0,0,0.77109,0.00681119,0.998877,0.995023,0,0,0,0,0,0,0.79315,0.777016,0.723148,0.559641,0.801959,0,0,0,0,0,10,12,6,9
-1021.35,0.999897,0.00826876,5,31,0,1659.19,0.1155,1.63758,-0.387827,0.296954,-1.60145,1.80324,1.37688,0.104498,-1.58062,1.87887,0.884245,1.79702,0.432661,-0.056672,-0.115673,0.548111,1.20704,0.912258,-1.07188,-1.24464,-1.14054,-1.63604,1.46717,0.221986,4.89634,1.13822,-0.164307,2.71429,0.459015,0.937865,0.000344454,0.852611,0.758549,0.807167,0.619298,0.85555,0.847334,0.795547,0.622243,0.856826,0.833597,0.794638,0.782903,0,0,0,0,0,0,0,0,0.871184,0.0136677,0.999692,0.997585,0,0,0,0,0,0,0.840071,0.827705,0.772397,0.661404,0.841987,0,0,0,0,0,10,12,6,9
-766.027,0.999289,0.00496507,8,511,0,1033.86,-0.707232,1.45916,-1.42245,-1.65056,0.257511,0.0378287,-0.990336,-0.70893,0.399009,1.47823,0.290382,0.513125,1.05247,-0.292042,-1.40923,0.866918,1.12277,1.26041,-0.195878,-0.73706,-0.984658,-0.577826,0.0603992,0.242482,0.176479,0.177049,2.60093,6.52965,0.930921,0.998543,0.000344454,0.343688,0.305909,0.303018,0.32766,0.324771,0.311427,0.31505,0.329527,0.343945,0.328093,0.309457,0.337807,0,0,0,0,0,0,0,0,0.29647,0.370666,0.361722,0.321193,0,0,0,0,0,0,0.331401,0.292602,0.302957,0.345629,0.389722,0,0,0,0,0,10,12,6,9
-748.249,1,0.00356925,9,511,0,774.156,-1.1935,0.979668,-1.28445,0.39321,-0.641221,0.0843499,-0.254076,0.170923,-0.210673,0.0523114,-1.101,0.642243,0.178546,-1.33616,-1.18654,-0.699712,1.17734,1.10887,0.0906426,-1.15059,-0.849845,-0.265915,0.0482169,0.076301,0.114988,0.294063,6.87237,4.1538,0.998965,0.984538,0.000344454,0.248622,0.22881,0.243382,0.234323,0.240653,0.237686,0.241416,0.238065,0.240371,0.230373,0.241415,0.235001,0,0,0,0,0,0,0,0,0.244515,0.223229,0.238019,0.231038,0,0,0,0,0,0,0.244319,0.226425,0.249048,0.228668,0.242585,0,0,0,0,0,10,12,6,9
-744.478,0.999974,0.00288999,10,1023,0,764.383,-1.07504,-0.800723,-0.670651,0.403421,0.449991,0.784126,0.731925,-2.64972,0.193864,2.32317,-0.603113,-0.836577,-0.736657,0.233341,-0.706176,1.03376,-0.11208,1.10548,1.12662,-0.241412,0.889188,-0.89349,0.498086,0.440587,0.335902,0.0398305,5.32499,6.35732,0.995155,0.998269,0.000344454,0.160903,0.169834,0.258741,0.263208,0.296673,0.291285,0.0709766,0.239259,0.475517,0.174624,0.23809,0.245867,0,0,0,0,0,0,0,0,0.234484,0.237203,0.257313,0.254102,0,0,0,0,0,0,0.247874,0.247501,0.224106,0.243675,0.25904,0,0,0,0,0,10,12,6,9
-734.724,0.999884,0.00253228,10,1023,0,753.382,-1.08679,-0.482073,-3.04899,-0.406531,0.0465831,-0.138042,-0.0550299,0.302863,-0.442519,0.655233,-0.106012,0.600098,-0.00406133,0.552386,-0.50594,-0.415294,0.516567,-0.699559,-0.128271,1.11894,-0.352556,2.49778,1.18629,0.249553,0.244899,0.431374,5.43588,5.30341,0.995662,0.99505,0.000344454,0.166288,0.00944287,0.179035,0.271335,0.230449,0.248285,0.335026,0.17287,0.432874,0.237223,0.225814,0.20177,0,0,0,0,0,0,0,0,0.209146,0.22708,0.219653,0.222972,0,0,0,0,0,0,0.202883,0.208461,0.233705,0.183332,0.260408,0,0,0,0,0,10,12,6,9
-734.684,0.99999,0.00234422,11,2047,0,746.437,-1.44195,0.180535,-0.350558,0.853474,0.519703,0.35784,0.808793,-0.514181,-0.126015,2.89983,0.299295,-0.49431,-0.481171,-0.184964,0.855077,-0.46493,-1.00673,0.217635,0.824695,1.0564,0.594328,-1.02104,0.397959,0.620591,0.293008,0.0495596,4.76394,4.83124,0.99154,0.992086,0.000344454,0.190965,0.160444,0.235736,0.212671,0.202095,0.232551,0.151872,0.172839,0.410275,0.198367,0.207933,0.209259,0,0,0,0,0,0,0,0,0.215185,0.199352,0.191993,0.213014,0,0,0,0,0,0,0.208158,0.211812,0.201225,0.20429,0.229356,0,0,0,0,0,10,12,6,9
-739.556,0.99999,0.00225841,11,2047,0,755.315,-1.64601,-0.77354,-2.25937,0.706362,0.0834422,0.56348,0.396973,-0.831354,-0.906698,1.80029,-1.41664,-0.41513,-0.227119,-0.244669,-0.393992,-0.951319,1.44427,-0.807016,-1.19929,-1.51993,0.34339,-1.24222,0.330766,0.35374,0.720383,0.359344,5.21792,5.17606,0.994611,0.994382,0.000344454,0.171238,0.112962,0.250234,0.214352,0.241669,0.231938,0.168589,0.165185,0.322034,0.143558,0.199413,0.209854,0,0,0,0,0,0,0,0,0.220705,0.154881,0.204061,0.185832,0,0,0,0,0,0,0.232464,0.222178,0.156252,0.152771,0.318499,0,0,0,0,0,10,12,6,9
