# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,index.1,index.2,index.3,index.4
-727.369,0.999987,0.00517255,9,1023,0,736.902,-0.172863,-0.436264,0.489494,-0.460051,-0.634095,-0.631769,-0.439669,-0.0352506,-0.754031,0.277175,-0.277003,-0.665143,-0.0461267,0.0612326,-0.0328937,-1.24518,-1.55678,1.68469,-0.693244,0.892793,0.982381,0.65787,1.41558,0.107105,6.41563,4.68376,0.998367,0.99084,0.000437415,0.204989,0.388219,0.201236,0.175329,0.175657,0.204449,0.275905,0.159043,0.257668,0.196063,0,0,0,0,0,0,0.243968,0.202796,0.203312,0.249133,0,0,0,0,0.223711,0.227171,0.234576,0.221527,0.240406,0,0,0,8,10,6,9
-727.438,0.999724,0.00552075,10,1023,0,737.193,-1.2937,0.127333,0.736147,-0.293032,-0.222809,-0.427537,-0.0226064,0.442863,-0.0701133,0.873675,-0.242538,-0.0115167,-0.660086,-1.25937,-0.110357,2.07748,0.467251,-0.941738,0.752886,0.511946,1.29136,0.236857,0.238411,0.257331,6.31762,5.48406,0.998199,0.995865,0.000437415,0.252768,0.424908,0.164626,0.177425,0.142186,0.218142,0.336518,0.207908,0.266413,0.220166,0,0,0,0,0,0,0.244555,0.247503,0.238971,0.256034,0,0,0,0,0.221493,0.239084,0.26041,0.236973,0.281171,0,0,0,8,10,6,9
-730.065,0.999006,0.00589065,9,511,0,736.327,0.0539961,-0.219211,0.758314,-0.334713,-1.81901,-1.0864,-0.828061,-0.154206,-0.268844,-0.458179,-0.404356,0.0851559,0.554195,0.505103,0.0843935,-1.16811,-0.00665634,1.34649,-0.0924084,0.0409214,0.567918,1.23185,0.585175,0.193064,4.06003,5.30664,0.983044,0.995066,0.000437415,0.241966,0.355091,0.230316,0.115077,0.164124,0.184993,0.248694,0.236912,0.219926,0.231059,0,0,0,0,0,0,0.267011,0.134897,0.191798,0.215713,0,0,0,0,0.208804,0.216856,0.238862,0.235017,0.228756,0,0,0,8,10,6,9
-734.394,0.999843,0.00627296,9,511,0,743.286,-0.915515,0.130887,2.99458,-1.46265,0.338657,-0.208375,-0.494931,0.0116975,-0.592583,0.154885,-0.391175,-0.0193631,-1.21657,-0.116292,0.821269,1.10525,-0.691977,0.787234,-0.312669,0.820283,0.249245,0.819458,0.0916764,0.353784,6.18593,4.84172,0.997946,0.992168,0.000437415,0.247808,0.399874,0.181908,0.257472,0.232552,0.220179,0.242373,0.216072,0.287687,0.206975,0,0,0,0,0,0,0.238935,0.269189,0.259756,0.2549,0,0,0,0,0.251841,0.233787,0.266306,0.227839,0.27599,0,0,0,8,10,6,9
-731.272,0.999671,0.00669558,9,511,0,751.555,-1.17738,0.0117097,0.214474,-0.380434,-1.22967,-0.159582,-0.108916,0.0129768,-0.117811,2.3873,0.017028,0.4863,0.782037,-0.239215,-0.822524,-0.495413,0.01585,-0.857863,0.458333,-0.939286,2.10098,0.0837962,0.0131559,0.293648,4.87362,4.62409,0.992412,0.990283,0.000437415,0.270206,0.360442,0.140882,0.0270506,0.206046,0.223781,0.270724,0.220591,0.241951,0.208994,0,0,0,0,0,0,0.226572,0.224718,0.227056,0.227167,0,0,0,0,0.209553,0.211934,0.217737,0.211515,0.350781,0,0,0,8,10,6,9
-733.703,0.999787,0.00714043,8,511,0,745.273,-0.996429,0.124334,1.39706,-0.308569,0.86994,-0.550086,-0.410209,-0.0515912,-0.332355,0.923367,-1.35305,1.39309,2.46056,-0.702524,0.62722,-0.421236,-0.0864622,-0.658192,0.922145,1.05929,0.435705,0.117974,0.108455,0.287973,4.87405,5.5583,0.992416,0.996159,0.000437415,0.262479,0.381595,0.227848,0.329459,0.209973,0.220198,0.248009,0.226041,0.281634,0.23159,0,0,0,0,0,0,0.256368,0.280861,0.251521,0.254321,0,0,0,0,0.239198,0.246451,0.265701,0.250551,0.322546,0,0,0,8,10,6,9
-731.304,0.999855,0.00761325,9,511,0,742.93,-1.56092,0.421752,1.49858,-0.195794,-1.92221,0.410007,0.141823,0.160441,0.31837,0.782177,-0.569154,-0.53853,1.2479,-1.1629,-0.486077,0.469191,-0.964388,-1.47651,1.30317,-0.612455,0.55082,0.0857784,0.385198,0.947377,5.1277,4.79417,0.994105,0.99179,0.000437415,0.250194,0.373607,0.192773,0.0852884,0.249005,0.22286,0.224611,0.23985,0.247878,0.227757,0,0,0,0,0,0,0.23804,0.140631,0.281275,0.261576,0,0,0,0,0.256055,0.212233,0.215097,0.240464,0.325506,0,0,0,8,10,6,9
-731.92,0.99854,0.00811342,8,255,0,747.801,-1.39407,0.364018,2.63075,-0.0588789,-1.69957,-0.428217,-0.449123,0.418937,0.446649,0.466714,0.29766,0.561607,-0.633096,-0.951771,0.806095,0.574665,-0.173211,-0.202502,-0.277877,0.385426,0.269235,0.47454,0.0996815,0.101095,5.6984,5.24984,0.99666,0.994779,0.000437415,0.240703,0.368339,0.220533,0.153959,0.203932,0.20302,0.243412,0.244787,0.244275,0.230044,0,0,0,0,0,0,0.243766,0.215408,0.237171,0.236801,0,0,0,0,0.229457,0.229091,0.244645,0.245153,0.245522,0,0,0,8,10,6,9
-733.882,0.999843,0.0086078,8,511,0,745.348,-0.55166,-0.601993,0.748063,-1.28052,-0.122436,-1.25319,-0.633102,-0.0383348,-0.977338,-0.750899,-1.30734,1.72584,0.621591,0.00151943,-0.293727,-0.863761,0.220553,1.42772,0.157193,-1.05933,0.653031,0.102481,0.0608263,0.145672,6.13997,4.87633,0.99785,0.992433,0.000437415,0.229799,0.418508,0.160819,0.289744,0.16324,0.226227,0.301162,0.189337,0.252169,0.241964,0,0,0,0,0,0,0.244878,0.25762,0.245174,0.25195,0,0,0,0,0.23246,0.248343,0.264225,0.23944,0.245272,0,0,0,8,10,6,9
-736.132,0.9984,0.00915814,9,511,0,747.337,-1.56586,0.167786,0.958004,-0.129937,0.303959,-0.632038,-0.215893,0.130308,0.262892,1.65123,0.663409,-1.39007,-0.944583,-0.854356,0.0433888,1.18341,0.169649,-0.877758,-0.0448597,1.9906,0.391551,0.367839,0.0938287,0.113847,5.86948,4.71419,0.997184,0.991113,0.000437415,0.255791,0.31844,0.234385,0.265996,0.201163,0.22844,0.253028,0.262892,0.281018,0.214138,0,0,0,0,0,0,0.251001,0.258629,0.24236,0.249507,0,0,0,0,0.235473,0.244004,0.251257,0.254072,0.284759,0,0,0,8,10,6,9
-737.639,0.9981,0.00969597,9,511,0,749.724,-0.916875,-0.0945368,2.70342,-1.42974,-0.503841,0.0223578,-0.432735,-0.425525,-0.684863,0.987154,-0.57861,-1.44652,-0.278533,0.933287,-0.72519,-0.875162,1.60817,-0.333597,-0.791424,0.0669271,0.383398,0.020294,0.0613918,0.183422,4.23813,5.3145,0.985771,0.995104,0.000437415,0.261244,0.507742,0.174999,0.232159,0.26997,0.237045,0.237545,0.220037,0.274811,0.268841,0,0,0,0,0,0,0.265162,0.27581,0.281976,0.276638,0,0,0,0,0.280539,0.26481,0.265055,0.256339,0.315673,0,0,0,8,10,6,9
-736.641,0.997476,0.0102478,8,511,0,746.041,-0.200271,-1.07522,-0.358555,-0.784915,-1.46015,-0.990956,-0.651481,-0.770734,-0.854143,0.925955,0.845023,0.483262,-0.715939,-0.00863386,-0.142562,-0.909231,-1.11966,0.31617,-0.860069,0.781235,1.20734,0.045264,0.141791,0.175868,6.34963,4.78778,0.998256,0.991738,0.000437415,0.154935,0.303063,0.206447,0.103349,0.168706,0.234033,0.209261,0.193112,0.208092,0.2075,0,0,0,0,0,0,0.210702,0.195485,0.20597,0.213808,0,0,0,0,0.197564,0.207042,0.203675,0.201345,0.255335,0,0,0,8,10,6,9
-729.633,0.999997,0.0108027,8,255,0,745.823,-1.26624,0.261198,2.81284,-0.0740314,-0.764455,-0.37229,-0.227452,0.17066,0.24214,0.292674,0.113837,1.10909,-0.621621,0.396136,0.310019,0.643055,-1.25846,0.271767,0.132455,-0.613483,0.319542,0.639341,0.205145,0.325519,4.04367,5.27081,0.982769,0.994887,0.000437415,0.248469,0.427095,0.229053,0.192504,0.212693,0.220529,0.243119,0.247336,0.26539,0.244298,0,0,0,0,0,0,0.262402,0.236642,0.251059,0.256527,0,0,0,0,0.234845,0.243189,0.267129,0.27158,0.274754,0,0,0,8,10,6,9
-737.881,0.98972,0.011455,8,255,0,753.076,-0.926607,1.05487,1.86995,-0.488136,-2.4454,-0.432333,0.182407,0.178678,0.572006,0.0685432,-0.417227,2.13126,-0.683605,-1.4185,1.61847,-0.596324,-1.58553,-0.133144,0.63294,-0.88877,0.373196,0.253155,0.536249,0.118334,5.40339,5.52208,0.995519,0.996018,0.000437415,0.292467,0.357377,0.190242,0.102441,0.19342,0.231051,0.230808,0.257351,0.247953,0.226628,0,0,0,0,0,0,0.24812,0.105432,0.253599,0.318862,0,0,0,0,0.227217,0.239696,0.239619,0.247832,0.237351,0,0,0,8,10,6,9
-734.056,0.999479,0.0118054,8,255,0,749.034,-0.836847,-1.36095,2.05969,-0.448025,0.495793,-1.29406,-1.24952,-0.665507,-0.94064,0.712476,0.669493,-0.555178,-0.597934,0.612749,0.817777,1.16354,-0.925614,0.0379353,-1.58131,0.0552867,0.372018,0.619198,0.280191,0.246094,4.79483,5.28225,0.991795,0.994945,0.000437415,0.216491,0.493236,0.278938,0.353823,0.220705,0.223543,0.263112,0.24393,0.285514,0.280388,0,0,0,0,0,0,0.291471,0.346082,0.247034,0.249259,0,0,0,0,0.26212,0.264147,0.291619,0.278473,0.362432,0,0,0,8,10,6,9
-736.165,0.999841,0.012478,7,255,0,746.489,-0.886145,-0.774715,1.69159,-0.33873,0.334525,-0.887908,-0.257846,-0.631587,-1.38441,0.299637,-0.190983,-1.05046,0.44438,0.452315,-0.278653,1.62683,-1.06049,-1.28463,-0.655238,-0.148684,0.255257,0.559791,0.469889,0.205038,5.77069,6.02797,0.996892,0.997595,0.000437415,0.208369,0.329091,0.227128,0.258348,0.203688,0.230735,0.2144,0.184074,0.256387,0.208363,0,0,0,0,0,0,0.235882,0.296481,0.193133,0.242695,0,0,0,0,0.224208,0.247026,0.233309,0.207295,0.268455,0,0,0,8,10,6,9
-740.812,0.998623,0.0131882,8,255,0,752.928,-1.53041,0.748152,1.85828,-1.44251,-2.44645,-0.768581,0.0134781,0.824782,0.875115,1.04373,1.02748,-1.20116,-1.33169,1.27908,-1.0318,-0.488741,-0.563455,-0.938712,0.650591,-0.884661,0.623981,0.534578,0.226587,0.0917797,4.51379,5.33705,0.989162,0.995213,0.000437415,0.318314,0.481735,0.106889,0.0601927,0.15399,0.228359,0.328718,0.335645,0.258769,0.257251,0,0,0,0,0,0,0.249839,0.2126,0.276937,0.310327,0,0,0,0,0.241127,0.253361,0.266438,0.267262,0.270033,0,0,0,8,10,6,9
-734.499,0.99876,0.0138803,8,255,0,751.318,-1.11625,-0.746696,1.87632,-0.094547,-0.358952,-0.413752,-0.674342,0.267641,-1.62016,0.823339,0.156419,0.301929,-0.210918,-0.935472,0.364342,-1.52911,0.779216,1.04181,-0.528509,-0.512604,0.253397,0.235711,0.11,0.149084,5.92097,4.76644,0.997325,0.991561,0.000437415,0.220271,0.353923,0.249858,0.237552,0.235054,0.223426,0.267389,0.184707,0.262786,0.23388,0,0,0,0,0,0,0.252812,0.247439,0.246335,0.241131,0,0,0,0,0.247367,0.240297,0.266496,0.215802,0.282768,0,0,0,8,10,6,9
-739.489,0.999566,0.0145999,7,255,0,748.522,-1.43194,-0.204539,0.759119,-0.13928,-0.914229,-0.74411,-0.104865,0.437524,-2.33982,1.4782,1.43606,0.618218,-0.327634,-1.68928,-0.0782948,-1.72586,0.887992,0.436521,-0.617407,0.279487,0.471196,0.327744,0.374716,0.0703027,6.04403,5.55194,0.997634,0.996135,0.000437415,0.229263,0.318594,0.234722,0.175695,0.187571,0.237636,0.286771,0.0983266,0.231429,0.229039,0,0,0,0,0,0,0.246349,0.197397,0.207492,0.248697,0,0,0,0,0.224741,0.232488,0.239201,0.206193,0.25244,0,0,0,8,10,6,9
-732.812,0.997584,0.015374,8,255,0,751.139,-0.6387,0.338678,1.85247,-1.59802,-0.350127,-1.34014,-0.976441,-0.584148,-0.255108,1.57802,0.0568514,0.66266,-1.44121,0.544802,-1.30765,-0.567479,1.25273,-1.36804,0.822862,0.360707,0.325237,0.174338,0.230594,0.265852,4.79714,4.78797,0.991814,0.991739,0.000437415,0.305663,0.416661,0.191365,0.260961,0.204502,0.224138,0.246762,0.266873,0.284592,0.235561,0,0,0,0,0,0,0.248769,0.303915,0.259612,0.275404,0,0,0,0,0.224144,0.240884,0.259852,0.276474,0.379638,0,0,0,8,10,6,9
