# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-747.622,0.99988,0.0105914,9,511,0,754.882,-1.16294,-0.68763,-0.0656041,0.313586,0.545197,0.402755,1.34932,0.199545,-0.297781,0.373734,0.528929,-0.554509,1.57379,-0.0913834,1.22166,0.831042,-1.06384,-2.7815,-2.89993,-3.54962,-2.01147,-3.22937,4.49318,4.99169,-0.549395,0.3391,-1.33268,0.0235281,-0.0619705,-0.791031,-0.730268,0.74907,-0.708229,-0.249349,-0.552116,-0.225342,-0.671298,0.448225,0.753948,0.27139,-1.53052,-1.11282,-1.31443,0.610758,1.51787,0.163662,0.604972,0.107446,15.6091,-0.515154,0.547985,1.77121,1.15502,1.3483,1.23665,0.703799,0.127694,0.070331,0.528929,-0.554509,1.57379,-0.0913834,1.22166,0.831042,-1.06384,-2.7815,-1.83333,-1.01988,0.244661,-0.414267,-1.25015,-0.859822
-743.932,0.998781,0.0107037,9,511,0,760.278,-1.20816,-0.585948,-0.823302,-0.368724,-0.861815,-0.905396,0.246007,0.861229,1.6715,0.608501,-1.58019,-1.5126,-1.50816,-0.682962,-0.539073,-1.51184,1.11502,0.257069,-1.0144,-2.61631,-3.74222,-1.94058,5.62431,4.80783,0.962434,2.42893,0.492769,-2.09289,-0.953485,-0.235304,-0.971703,-0.642904,-1.03179,0.576366,-0.0944791,1.01365,-1.20275,0.292207,-1.11593,-0.428642,0.785455,2.82079,-1.54813,1.13922,-0.021632,0.401529,0.622451,-0.842166,-15.0334,0.0675841,0.228409,0.25845,-1.74071,-4.67737,-4.45034,-0.179602,2.74964,-0.750845,-1.58019,-1.5126,-1.50816,-0.682962,-0.539073,-1.51184,1.11502,0.257069,-0.78201,-1.43768,-0.871389,1.30983,0.913585,-0.916577
-743.645,0.999949,0.0109189,8,255,0,758.473,-1.09334,0.101048,0.799353,-1.59535,0.243375,-0.457851,1.34156,-0.702131,-0.887414,-0.332297,0.412101,-1.93721,-0.552142,0.14034,0.145813,0.592048,-2.04828,-0.542013,-1.61025,-2.53372,-2.30149,-2.74995,4.64159,5.25096,0.0632804,-0.630211,-0.605439,-1.11486,0.720614,0.916732,-1.24895,0.104921,2.98107,-0.594568,-1.57954,-1.51553,-1.50898,-0.682738,-0.538843,-1.51092,1.11188,0.256238,0.349202,-0.0926581,-0.971016,1.18348,0.417584,1.19028,-15.0459,0.204369,2.54187,-3.65849,0.464045,-1.90284,-1.27924,-2.22187,-0.885107,-0.936828,0.412101,-1.93721,-0.552142,0.14034,0.145813,0.592048,-2.04828,-0.542013,-3.21773,-0.207752,2.66593,0.362795,-1.24772,1.21285
-743.634,0.997103,0.0112866,8,255,0,755.89,-1.4288,-1.10783,-0.512778,0.882422,-0.807779,-1.67721,0.955719,1.18106,-0.0469939,-0.564961,-0.531562,-1.48524,0.787952,-0.579998,0.109207,0.556224,-0.0728749,1.23551,-1.88856,-2.17903,-1.88396,-4.3795,5.89554,4.5148,1.23011,0.932944,0.354909,0.127692,0.699037,0.374216,-1.08715,-0.469831,-0.506951,-0.803668,0.255594,-2.54548,-0.316894,-0.0475498,0.190725,0.812457,-2.18624,-0.155227,2.16869,-1.19804,-0.489273,0.211488,0.479173,0.501106,-20.1713,-1.14631,0.286759,-0.969784,-0.99113,-3.57057,-1.62845,-0.657196,-0.37908,-0.682349,-0.531562,-1.48524,0.787952,-0.579998,0.109207,0.556224,-0.0728749,1.23551,-1.08845,-3.03568,-1.89515,-0.788774,1.33389,-2.55108
-736.149,0.994957,0.011646,8,255,0,752.18,0.100617,0.521391,0.136626,0.653927,-0.780349,-0.552589,0.806917,-0.669822,-0.680005,0.121369,1.43903,0.688822,-0.398081,-0.166377,-0.719472,-0.207967,0.426526,-0.540428,-1.6934,0.751102,-1.71243,-3.15833,5.36606,5.17288,1.49241,1.04165,1.12676,1.00702,-0.882469,-1.57047,1.18562,1.45937,-0.717456,1.08441,-0.704303,1.41747,-0.718827,0.995873,0.575315,-0.581641,-0.329471,-1.21222,1.04917,-1.16978,-0.48468,1.49635,2.0871,-1.56022,-13.3413,1.10967,1.45698,-1.05456,-1.29745,-1.74769,-2.63509,-34.794,4.81634,-0.253085,1.43903,0.688822,-0.398081,-0.166377,-0.719472,-0.207967,0.426526,-0.540428,-2.16019,20.1441,-2.07306,-0.654171,0.445542,0.831045
-736.83,0.98512,0.0120015,8,255,0,746.432,0.0548321,-0.0410861,-0.255562,0.328341,-0.81142,-0.413855,0.777554,-0.557506,-0.52407,0.716357,-0.441756,1.59564,0.3352,0.896591,0.0704987,-0.976439,-0.206812,-0.268565,-1.41484,0.854752,-2.8726,-3.10816,5.00491,5.35221,0.599065,1.12421,1.6534,1.00352,-0.647137,-0.397509,-1.37378,0.221591,0.192205,-0.440784,1.88498,-0.0911621,-0.638538,-0.682756,-0.85977,0.299477,0.600418,-0.469058,-0.908479,1.74293,0.560239,-0.596762,0.39696,0.747557,-17.6706,0.280673,0.510223,-0.0854247,-1.83539,-1.47281,-3.20311,-57.0417,13.9925,0.304028,-0.441756,1.59564,0.3352,0.896591,0.0704987,-0.976439,-0.206812,-0.268565,-2.74332,25.0747,-1.34583,-0.874155,-0.350624,1.64324
-735.265,0.99917,0.0120482,8,255,0,748.959,-0.458814,0.185626,0.0787299,-0.269978,0.0840432,-0.287972,0.829324,-0.715233,-0.758452,0.770435,-0.658102,1.56703,0.338505,0.547706,0.222372,-0.18103,0.00960425,-1.26688,-0.347942,0.038169,-3.19537,-2.38013,4.75003,5.40852,-1.29095,0.0490062,-0.178854,-1.38282,2.18503,1.88657,-1.02317,-0.557285,-0.169944,0.0582625,-0.276187,-0.464187,-0.080701,-0.861383,0.255831,1.68779,0.443999,-1.73205,0.760973,-1.82522,-0.40028,1.61409,-0.357051,-0.311039,20.148,2.71084,5.35493,1.00892,1.26403,-5.8796,13.4922,10.1661,10.3611,0.148729,-0.658102,1.56703,0.338505,0.547706,0.222372,-0.18103,0.00960425,-1.26688,11.4727,-15.7509,-1.06149,-0.727091,-0.526304,1.25383
-742.822,0.99626,0.0126692,8,255,0,751.327,-0.500577,-1.13967,-1.86508,-0.481337,-0.75486,-0.268569,1.50224,-1.94695,-2.58695,0.0543492,-0.0416145,-0.654716,-1.74051,-0.0125308,-0.45169,-0.449896,1.03928,-0.309707,-1.54423,-1.47175,-1.6074,-2.99107,5.10749,4.75431,0.73624,0.787493,1.01214,0.0125831,1.62134,0.485022,-1.55297,-0.178632,-0.0825445,0.409908,-0.6659,1.76038,0.751056,0.565131,0.333002,-0.0815105,-0.231121,-1.22865,0.490134,0.11723,-1.50721,0.329447,-0.551422,-0.542951,10.0187,-1.1868,-2.77669,0.507424,-0.38101,1.8475,4.38833,-0.716477,-1.50897,-0.363514,-0.0416145,-0.654716,-1.74051,-0.0125308,-0.45169,-0.449896,1.03928,-0.309707,2.34452,-6.31972,-0.257129,0.481995,0.123408,-2.01768
-736.375,0.984278,0.0132318,8,255,0,750.236,-1.21938,0.214843,-0.00591889,0.146311,0.0515028,0.0869179,0.572216,-0.0764138,-0.036671,0.885355,0.392978,-0.278049,0.30774,-0.185969,-0.669045,-0.467663,0.248321,-1.05655,-0.655247,1.2039,-2.211,-3.04408,5.3633,4.89123,-1.69652,0.533968,-2.02879,-0.200934,0.673832,2.18021,0.0863207,-0.51356,0.489277,0.0636649,-0.139218,0.854836,1.77907,0.101506,0.814681,0.717779,-1.26595,0.840363,1.3463,-1.80751,0.250388,0.643505,-0.878349,-0.969155,-30.7796,0.438108,-0.725064,-2.43823,-1.54968,-2.71155,-10.8995,-117.463,18.254,0.407518,0.392978,-0.278049,0.30774,-0.185969,-0.669045,-0.467663,0.248321,-1.05655,-7.19184,10.6042,-1.35585,-1.38669,0.344598,0.0381884
-736.262,0.999546,0.0133506,8,255,0,743.191,-1.37235,0.14082,0.0776049,-0.0812835,0.57287,0.322248,1.04176,0.593835,0.0381679,1.75246,-1.54897,1.28443,-0.0503777,0.329766,0.0701824,-0.817262,-0.781147,0.503352,-0.842443,-2.04862,-2.332,-2.58987,5.17013,5.22516,0.714328,-0.326342,0.679074,0.542295,0.463177,1.21317,-0.43168,-0.376442,0.385297,0.2466,0.64079,-0.482955,0.319401,-0.239976,-0.688225,-0.345155,0.373906,-1.14842,-0.259765,2.39752,-0.36407,-1.10434,0.468275,-0.144353,22.2185,1.00463,2.56254,2.18735,3.46035,3.93451,2.73141,3.04891,1.54214,1.24807,-1.54897,1.28443,-0.0503777,0.329766,0.0701824,-0.817262,-0.781147,0.503352,2.57955,0.202655,-0.515844,-0.19479,0.329883,0.217514
-738.21,0.989416,0.0141201,8,255,0,753.159,-0.933697,-0.466033,-1.06139,-0.803443,-0.37904,-0.581491,0.388199,-0.109313,-0.986284,0.816382,1.67109,-0.550978,-0.771255,1.36409,-1.53899,-0.653799,0.954007,0.437917,-1.04469,-1.02132,-4.27854,-3.50767,4.79335,5.38926,-2.75636,0.919205,0.18257,-0.36305,0.21776,1.97733,-0.65805,0.568638,-0.44269,1.42278,-1.67715,1.3288,0.00669939,0.229472,0.184541,-0.770987,-0.854045,0.472236,0.986004,-0.554526,0.661563,-0.225273,-0.219677,2.5156,-6.09516,0.201337,-1.61255,-0.353096,0.134634,-0.672656,-2.35933,-0.380186,-2.58712,0.545772,1.67109,-0.550978,-0.771255,1.36409,-1.53899,-0.653799,0.954007,0.437917,-2.10526,0.898088,-0.901446,-1.0442,-0.74621,1.52847
-733.411,0.999604,0.0144997,8,255,0,747.614,-1.37363,-0.680551,-0.137563,-0.266761,-0.478651,-0.1189,0.537042,0.868307,0.383352,-0.813701,-0.896679,-0.0841055,-0.466577,0.400032,-0.116001,-0.379768,0.950539,-0.387484,-0.482348,-0.709099,-0.556654,-4.25689,5.4062,4.9142,0.339082,-0.469782,0.312758,0.24464,-1.1168,-0.631252,-0.309719,-0.801196,0.368898,0.614799,1.6141,-0.557929,-0.804633,1.3943,-1.55034,-0.681027,1.02061,0.412643,-0.0495315,-0.674215,-2.81515,-0.273459,-0.174103,2.6342,8.27115,-2.49186,4.37124,2.20801,-2.0651,3.38984,5.08505,4.81435,1.28091,-0.935474,-0.896679,-0.0841055,-0.466577,0.400032,-0.116001,-0.379768,0.950539,-0.387484,1.92459,3.18166,-0.0546469,-0.748447,0.666346,-1.01702
-738.89,0.994342,0.0153505,8,255,0,747.251,-1.08533,-0.276241,-1.48814,-0.160538,-0.74252,-0.443705,0.380332,1.62618,0.523269,-0.484204,0.194761,-0.530723,-1.13077,0.757589,-1.49699,-0.620258,1.86469,-0.289272,-1.04487,-2.19074,-0.347647,-4.11901,5.36964,5.08574,-0.504998,1.66538,-1.0542,-0.764357,-1.90211,-0.679359,0.681121,-0.262712,-0.157513,0.733777,1.1642,-0.221594,-0.136619,-0.0105462,-0.766576,0.0696374,0.0138292,0.278079,-1.56665,-1.30471,0.0995151,0.528936,-0.390584,0.36113,-5.30608,0.857982,-3.63778,-3.44398,-1.28312,-0.11385,0.495665,0.974885,0.715815,-0.637766,0.194761,-0.530723,-1.13077,0.757589,-1.49699,-0.620258,1.86469,-0.289272,0.99886,-1.90705,1.73612,-0.814086,0.512689,0.263424
-745.334,0.993151,0.0160025,8,255,0,760.788,0.73415,0.133652,-0.0421294,-0.536236,0.284679,-0.4203,0.327993,-1.0145,-0.909874,1.73673,-0.315792,1.01387,0.824993,-0.884598,1.56942,0.756752,-2.18653,-0.0609346,-1.95841,0.652351,-4.00226,-2.7698,4.77432,5.01438,-1.61934,2.27608,-1.06563,-0.00887295,-0.262594,-1.47774,-0.263426,1.20619,-0.69303,0.305646,0.53847,-2.17591,1.53396,0.505899,-0.174599,-0.56442,1.28784,1.6493,1.50676,0.374343,-0.37751,-1.19759,0.178481,-1.11289,-11.0403,0.460406,0.880545,-0.536841,0.606193,-0.657641,-2.8694,-46.2307,21.4204,1.26521,-0.315792,1.01387,0.824993,-0.884598,1.56942,0.756752,-2.18653,-0.0609346,-2.09998,26.2177,-0.824167,-1.26849,-0.859207,0.0890933
-740.941,0.968963,0.0166239,8,255,0,762.583,-0.00475031,-0.912364,-0.977963,-0.573127,-0.778331,-0.683357,-0.521579,0.451384,0.255548,-0.147002,-1.99635,-0.200366,-0.840961,1.63387,-2.17124,1.35991,-0.0674785,-0.562959,0.550346,-1.52244,-1.7776,-2.93091,5.41711,5.33025,0.961172,-0.305586,0.483297,0.463177,-0.528353,-0.426781,0.302138,-2.61168,-1.61945,-0.340859,-1.77068,1.09517,0.42041,0.057607,0.402963,1.86558,-2.70877,-0.465092,0.582798,3.16633,-1.85109,1.45974,0.119301,0.243771,-19.5001,-7.63363,-20.3726,2.62259,-5.80163,4.20255,-14.686,-4.35246,0.469623,-0.726338,-1.99635,-0.200366,-0.840961,1.63387,-2.17124,1.35991,-0.0674785,-0.562959,30.0253,-2.81618,1.00764,-0.844115,0.514198,1.73784
-742.148,0.997877,0.0161138,7,127,0,754.455,-0.424815,-1.23639,-1.52603,-1.00727,-1.21715,-0.891759,-0.549477,1.21667,0.230061,0.948758,-2.12807,0.513981,-0.928803,-0.46694,-1.79576,1.20393,-0.837262,0.608821,-0.206749,-2.42438,-1.89398,-1.92832,6.13338,4.67613,-1.00982,-0.055005,0.0677936,1.05976,-0.373932,-0.47106,0.440462,-0.385262,-0.576301,1.1395,1.27648,0.430991,0.524244,-1.96412,1.60425,-0.971811,-0.275451,0.863217,-2.62312,-0.0800189,0.33488,0.836906,-0.37254,1.41566,-16.0608,-2.46375,-8.90821,-2.03364,-4.45499,1.59259,-6.57112,0.828196,-0.396685,-0.350985,-2.12807,0.513981,-0.928803,-0.46694,-1.79576,1.20393,-0.837262,0.608821,15.1448,-2.78018,1.55784,0.276171,1.70166,-1.4972
-735.001,0.999707,0.0169677,8,255,0,747.934,-0.801799,-0.560732,-0.612643,-0.616385,-0.653718,-0.444904,0.420175,-0.386318,-1.07851,0.816359,-1.36076,0.606803,-1.1883,0.00152153,0.144024,-0.171156,-0.464489,-1.26054,-1.00369,-2.27199,-0.913571,-3.05716,5.08731,5.51575,1.47805,-0.424713,-0.562386,-1.5345,-0.255286,-1.77693,-0.00996849,1.46245,0.752065,0.382868,-1.88255,0.394419,-0.692865,-0.478087,-1.86856,1.26891,-0.756022,0.896031,0.0104106,-1.04095,-0.544972,0.212512,1.43094,-0.630851,-10.3344,-0.500752,-0.0448967,-6.36609,-0.925522,-0.122094,-1.66649,-1.67851,-0.959234,0.398415,-1.36076,0.606803,-1.1883,0.00152153,0.144024,-0.171156,-0.464489,-1.26054,-2.25039,-0.77475,3.18583,-0.893715,-0.0960077,2.05669
-735.299,0.985782,0.0179478,7,127,0,741.469,-0.564883,-0.224001,-0.60731,-0.123455,-0.574045,-0.20878,0.0518112,-0.35082,-1.08387,0.367938,-0.422909,0.557909,-1.07472,0.0562568,-0.112678,-1.04822,-0.173806,-0.60193,0.0939979,-1.02325,-2.12783,-2.96405,4.84547,4.63081,-0.00512985,-0.228594,0.736272,0.0952488,0.00398227,1.17664,-0.351762,0.460331,0.509758,-0.465583,1.29548,-0.479219,0.943203,0.0134258,-0.179095,-0.102369,0.434356,1.14403,-0.891104,1.71591,-0.912374,0.773717,0.145725,0.109453,29.2603,5.85286,-2.15674,7.86665,-4.03946,16.1615,12.1313,9.18407,0.818029,0.00516969,-0.422909,0.557909,-1.07472,0.0562568,-0.112678,-1.04822,-0.173806,-0.60193,-1.49822,-5.65515,-1.43834,-1.5288,-0.222022,-3.58355
