# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=896279109
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,index.1
-725.113,0.999848,0.016312,7,127,0,731.89,-1.27651,-0.287489,0.138069,-1.53867,0.0409998,0.278304,1.10653,0.38522,5.03509,5.33488,0.993536,0.995203,0.166667,0.199847,0.227353,0.13363,0.220851,0.236982,0.299381,6
-725.182,0.998419,0.0164752,7,127,0,727.935,-1.16301,-0.173157,-0.630736,0.245481,-0.304791,-0.826019,0.735864,0.343869,5.5319,4.86743,0.996057,0.992366,0.166667,0.227488,0.201025,0.253772,0.219631,0.190456,0.287007,6
-729.762,0.996516,0.0167654,7,127,0,731.852,-1.10792,0.123473,-0.677521,-1.8148,-1.307,0.197662,0.88769,0.150564,4.25947,5.37114,0.986067,0.995373,0.166667,0.251745,0.229714,0.200823,0.213374,0.253855,0.274032,6
-729.054,0.996115,0.017112,7,127,0,732.889,-1.17225,-0.253679,-0.48917,-1.84835,-1.09167,-0.0605224,1.80011,0.290928,4.53567,5.14085,0.989394,0.994181,0.166667,0.223384,0.211724,0.153165,0.183944,0.233284,0.343317,6
-728.517,0.997165,0.0175625,7,127,0,731.068,-1.24887,-0.137488,-0.429663,-1.92089,-1.15408,0.0279316,1.72437,0.259736,4.4322,5.38667,0.988251,0.995444,0.166667,0.216771,0.204164,0.148325,0.175285,0.224155,0.309814,6
-731.607,0.9999,0.0181757,7,255,0,735.399,-1.23533,-1.06688,-0.59196,-0.30655,0.280156,-0.82252,3.42778,0.0852504,5.4971,4.97524,0.995918,0.993141,0.166667,0.209775,0.216565,0.220722,0.229445,0.213249,0.280272,6
-726.817,0.998437,0.0190405,6,127,0,736.884,-1.33362,0.196308,-0.116883,0.279869,0.478023,0.648734,1.86736,0.2571,5.19173,5.9581,0.994468,0.997422,0.166667,0.217014,0.203644,0.220687,0.229573,0.237428,0.298694,6
-729.557,0.999463,0.0199096,7,127,0,731.824,-1.29572,0.00132432,0.119248,0.847261,1.42228,-0.410857,2.36975,0.19727,4.52552,5.49219,0.989287,0.995898,0.166667,0.21493,0.218881,0.244422,0.265973,0.201528,0.304017,6
-731.152,0.995234,0.0209231,7,255,0,736.822,-1.21893,-0.347629,-1.56908,-0.73132,1.60441,-0.040173,2.06966,0.123165,4.06572,5.22183,0.983139,0.994632,0.166667,0.220674,0.19589,0.212654,0.26477,0.227255,0.276074,6
-727.615,0.998544,0.0217376,6,63,0,734.196,-1.18349,0.202851,-1.47703,-1.02035,0.766937,-0.419074,1.82081,0.182892,4.91136,4.7997,0.992691,0.991835,0.166667,0.24115,0.189444,0.202604,0.260529,0.220951,0.299333,6
-728.319,0.990667,0.0228303,6,127,0,730.03,-1.11195,0.0495669,-0.965147,-1.21127,1.09444,-0.180356,1.45804,0.158428,4.7055,5.09606,0.991036,0.993916,0.166667,0.248972,0.220138,0.213517,0.28119,0.242224,0.292979,6
-727.757,0.999724,0.0234365,6,63,0,733.687,-1.20006,-0.322011,-1.14217,-0.503877,0.364598,-0.14969,0.867879,0.129319,5.59578,4.81105,0.9963,0.991926,0.166667,0.224139,0.206236,0.220076,0.239957,0.228038,0.252027,6
-727.714,0.986126,0.0247199,6,127,0,734.674,-0.995285,-1.11511,-0.142852,-0.49429,-0.0273697,-0.206411,0.380245,0.710481,4.50638,5.45685,0.989082,0.995751,0.166667,0.143373,0.250344,0.206448,0.266055,0.241965,0.326265,6
-724.26,0.997561,0.0250599,5,31,0,729.721,-1.05197,-0.675296,-0.59604,-0.163388,-0.180415,-0.026132,0.374743,0.606365,4.7748,5.36307,0.991631,0.995335,0.166667,0.188246,0.1957,0.240299,0.238419,0.255819,0.304759,6
-724.219,0.993469,0.0262653,6,127,0,726.432,-1.17673,-0.540107,-0.148858,-0.206542,-0.342003,-0.523108,0.570469,0.515446,5.36913,4.95199,0.995363,0.99298,0.166667,0.189214,0.222102,0.217008,0.205378,0.190562,0.292622,6
-724.457,0.999923,0.0271993,5,63,0,725.826,-1.12255,-0.527873,-0.0977731,-0.191788,-0.519309,-0.470371,0.662927,0.509497,5.28571,4.95343,0.994962,0.99299,0.166667,0.199169,0.236428,0.22789,0.199866,0.203883,0.313289,6
-726.66,0.918108,0.0286788,6,127,0,733.154,-1.26461,0.277223,-0.208302,-0.383813,-0.683172,0.3495,0.826195,0.234762,5.50238,5.03438,0.995939,0.993532,0.166667,0.231559,0.2119,0.205101,0.19388,0.234592,0.255279,6
-727.612,0.997404,0.0240149,6,127,0,730.546,-1.45775,0.422609,0.153368,-0.321484,-0.100219,0.29425,1.98087,0.393869,5.05735,4.46501,0.993678,0.988626,0.166667,0.215634,0.198239,0.170178,0.182841,0.207206,0.33681,6
-726.21,0.999967,0.0251583,6,127,0,729.79,-1.43649,0.240397,0.176607,-0.423806,-0.105406,0.312584,1.96865,0.3203,5.07341,4.49486,0.993778,0.988957,0.166667,0.204322,0.201021,0.171897,0.186904,0.208107,0.308757,6
-727.032,0.955989,0.0265253,6,63,0,730.161,-1.34843,-0.326033,-0.241243,-0.559301,0.0781797,0.606438,1.69489,0.199163,4.64921,5.51995,0.990522,0.99601,0.166667,0.195704,0.198376,0.188495,0.208687,0.226593,0.26681,6
-727.298,0.993951,0.0247726,6,127,0,731.249,-1.19086,-0.482749,-0.117939,0.71742,0.0176959,-0.393883,1.08375,0.444069,6.05424,5.44972,0.997658,0.995721,0.166667,0.196988,0.223875,0.294782,0.234514,0.203305,0.329688,6
-726.673,0.99917,0.0256773,7,127,0,731.535,-1.16861,0.0932651,-0.672729,-1.27878,-0.150265,-0.394439,1.93617,0.206775,5.47694,4.79992,0.995835,0.991837,0.166667,0.240612,0.212869,0.192627,0.231531,0.22267,0.316855,6
-725.569,0.999725,0.0269752,6,111,0,728.297,-1.19632,-0.66479,-0.980437,-1.72055,-0.270223,-0.133652,0.977881,0.299585,4.7717,5.0872,0.991605,0.993863,0.166667,0.198534,0.183915,0.152934,0.218014,0.22507,0.28836,6
-729.443,0.997722,0.0283559,6,127,0,732.386,-1.22327,0.175848,-1.01472,-1.14636,0.820853,0.243931,1.53215,0.194612,3.75533,5.48563,0.977142,0.995871,0.166667,0.233429,0.194544,0.190561,0.256637,0.235808,0.283921,6
-730.834,0.983229,0.0296231,6,63,0,736.428,-1.11333,-0.217717,-1.26027,-0.792797,0.712874,0.616244,1.56497,0.14027,5.23339,6.17188,0.994693,0.997917,0.166667,0.241611,0.215834,0.227139,0.266328,0.263688,0.290324,6
-724.924,0.99793,0.0297656,5,63,0,732.071,-1.2589,-0.464576,-0.565849,-0.484811,0.594463,-0.324384,1.20265,0.375588,5.47076,5.23358,0.99581,0.994694,0.166667,0.192571,0.186726,0.191392,0.261994,0.200891,0.308487,6
-726.787,0.94283,0.0310717,6,63,0,730.878,-1.07763,-0.555667,-0.328787,0.402528,-0.656211,-0.224379,0.827683,0.505122,4.90387,4.85662,0.992637,0.992283,0.166667,0.204515,0.223792,0.29436,0.196377,0.233086,0.340841,6
-726.055,0.999965,0.0281011,6,127,0,730.212,-1.38528,0.180554,-0.440087,-0.724816,0.522645,0.245724,1.10889,0.522897,6.24791,5.39683,0.998069,0.995489,0.166667,0.215706,0.16584,0.146255,0.2475,0.221527,0.308862,6
-729.615,0.940962,0.0294725,5,31,0,735.381,-1.62318,0.336085,0.840837,-0.207449,0.312582,0.406741,0.757704,0.845022,5.83298,5.29753,0.997079,0.995021,0.166667,0.207644,0.286456,0.142036,0.204396,0.217639,0.272315,6
-733.48,0.996847,0.026571,7,127,0,736.306,-1.24816,1.22523,0.619419,1.08264,1.17612,1.26359,2.53041,0.0894675,4.73345,4.8746,0.991281,0.99242,0.166667,0.242587,0.232768,0.240251,0.241781,0.243219,0.264682,6
-731.484,0.999225,0.0276311,6,63,0,737.398,-1.60863,0.599737,1.41975,-0.775461,0.407672,0.174631,2.44669,0.329973,4.98202,5.29723,0.993187,0.995019,0.166667,0.196118,0.242292,0.134178,0.186318,0.17494,0.309749,6
-735.29,0.991468,0.0288835,7,127,0,741.489,-1.18084,1.04485,0.209115,-1.6694,1.7676,-0.129208,0.98775,0.0602074,6.24391,4.50655,0.998062,0.989084,0.166667,0.246395,0.237171,0.21732,0.254564,0.233506,0.245757,6
-730.552,0.999816,0.0295898,6,63,0,736.65,-1.22109,-0.0527474,-1.01017,0.940675,-0.858802,0.0687325,1.47152,0.361043,4.49185,5.80324,0.988924,0.996991,0.166667,0.224412,0.169975,0.292874,0.177825,0.232138,0.334075,6
-730.503,0.999994,0.0309293,7,127,0,736.252,-1.28799,-0.239915,0.163734,-1.63148,1.57499,-0.451498,1.65976,0.215374,5.55511,5.87424,0.996147,0.997197,0.166667,0.207565,0.222228,0.162551,0.27913,0.20017,0.282819,6
-729.81,0.998936,0.0323168,7,127,0,735.254,-1.22488,1.18756,-0.17054,-1.60644,0.852183,0.200202,1.9055,0.133024,5.8195,5.19265,0.99704,0.994473,0.166667,0.255993,0.223123,0.191767,0.247589,0.231788,0.274602,6
-724.952,0.999426,0.0336521,6,63,0,731.824,-1.45693,0.193553,0.067752,-0.0387398,0.212293,0.41601,1.08665,0.620865,6.4793,5.00545,0.998467,0.993343,0.166667,0.208043,0.195468,0.185279,0.209967,0.231716,0.313831,6
-726.824,0.964596,0.0350577,6,127,0,731.591,-0.978421,-0.845247,-1.04622,0.174156,-0.927022,-0.720791,0.537598,0.276044,6.08592,5.05446,0.997731,0.99366,0.166667,0.229392,0.219733,0.282854,0.225426,0.235521,0.303641,6
-728.791,0.999681,0.0335612,6,63,0,731.834,-1.05715,-1.65107,-1.06429,-0.954778,-0.125319,-0.764978,0.0866063,0.206109,4.24082,5.10761,0.985809,0.993986,0.166667,0.198222,0.218146,0.22202,0.252944,0.22885,0.261286,6
-732.659,0.937492,0.034952,6,63,0,736.143,-0.944673,-2.16613,-0.146233,-1.42403,-1.2596,-0.13729,0.437923,0.258685,4.56257,4.8738,0.989673,0.992414,0.166667,0.181678,0.272396,0.211977,0.219169,0.272855,0.303352,6
-734.656,0.999674,0.0313832,7,127,0,741.107,-1.07415,-1.87159,-1.45529,-1.65779,-1.09541,-1.67283,0.618642,0.290437,3.96484,4.29496,0.981382,0.986546,0.166667,0.165519,0.182901,0.174275,0.199041,0.173647,0.290188,6
-734.003,0.994564,0.0326675,6,63,0,739.11,-1.03413,-1.96727,-2.18514,-0.691181,-1.59113,-1.21381,-0.146348,0.206647,4.53148,5.75944,0.98935,0.996857,0.166667,0.191444,0.184571,0.2356,0.203765,0.216708,0.256475,6
-730.619,0.999041,0.0335759,6,63,0,737.682,-1.03382,-1.5751,-1.91419,-1.63763,-1.12342,-0.949868,0.39178,0.249458,4.34798,4.36515,0.987232,0.987447,0.166667,0.193607,0.180741,0.191183,0.211807,0.219125,0.281691,6
-726.607,0.999798,0.0348517,6,63,0,734.183,-1.06521,-0.675879,-0.670977,0.142379,-0.0155972,-0.706894,0.489958,0.439948,4.88103,6.07604,0.992468,0.997708,0.166667,0.203824,0.204174,0.268436,0.255009,0.201618,0.299505,6
-724.746,0.999852,0.0362152,5,63,0,728.998,-1.08751,-0.155641,-1.0964,-0.141304,-0.115583,-0.665118,0.566069,0.294766,5.06554,5.23396,0.993729,0.994696,0.166667,0.243537,0.196125,0.244316,0.245718,0.216944,0.284825,6
-728.612,0.982891,0.0376113,6,63,0,730.319,-1.2101,0.0542348,-0.813987,-0.335576,-1.07656,-0.411967,1.60384,0.174648,5.59096,6.10207,0.996282,0.997767,0.166667,0.231363,0.2055,0.219478,0.198114,0.217201,0.282925,6
-727.3,0.992902,0.0375538,6,63,0,731.572,-1.10718,-0.296556,-0.741549,0.299399,-1.31081,-0.371088,0.875439,0.264514,6.34076,5.05701,0.99824,0.993676,0.166667,0.234042,0.213605,0.263475,0.1894,0.230527,0.294087,6
-726.65,0.976341,0.0383512,6,63,0,731.405,-1.19799,-1.43712,-1.02503,-1.10963,0.0607575,-0.215812,1.51845,0.203585,4.59364,5.04033,0.989985,0.99357,0.166667,0.183836,0.196759,0.194051,0.234043,0.2241,0.291346,6
-726.444,0.994512,0.0377143,6,63,0,728.404,-1.2304,-0.742526,-0.79318,-1.41919,-0.0898676,-0.354123,1.47659,0.212752,4.45165,4.71019,0.988475,0.991077,0.166667,0.199667,0.197951,0.177652,0.222783,0.2132,0.285722,6
-729.246,0.992693,0.03863,6,63,0,731.897,-1.26214,-1.81505,-1.12915,-1.24796,-0.19395,-0.213548,2.09825,0.184089,5.66394,4.72433,0.996543,0.991201,0.166667,0.168504,0.186943,0.183641,0.214529,0.213922,0.294034,6
-727.45,0.995666,0.0393899,6,63,0,732.485,-1.27353,-0.128076,0.555257,-1.29921,0.767597,0.167661,1.55272,0.276072,5.71589,5.48427,0.996718,0.995866,0.166667,0.212673,0.245967,0.163529,0.257001,0.226665,0.300511,6
-731.938,0.999033,0.0404138,5,63,0,734.599,-1.31014,1.0922,0.483782,-1.4263,-0.904908,-0.824079,2.52964,0.140558,4.43298,4.62621,0.98826,0.990303,0.166667,0.239282,0.224064,0.180848,0.191959,0.193728,0.277965,6
-728.932,0.982471,0.0417531,5,63,0,736.142,-1.10087,0.213249,0.00311654,-0.768083,-0.239815,-0.576422,1.32317,0.095976,4.38627,5.16922,0.987706,0.994343,0.166667,0.253429,0.249632,0.236026,0.245291,0.239359,0.274108,6
-729.767,0.987866,0.0415796,5,63,0,734.715,-1.22022,-0.026818,-0.160645,-0.820331,-0.129915,-0.672675,1.38501,0.0774659,4.39406,5.2229,0.9878,0.994637,0.166667,0.227532,0.225715,0.216909,0.226132,0.218859,0.247325,6
-730.804,0.996863,0.0418909,5,63,0,733.671,-1.06221,-0.236961,-0.0508403,-0.983391,-0.302257,-1.00251,1.53045,0.0717313,4.31134,5.38915,0.986762,0.995455,0.166667,0.253657,0.256193,0.243655,0.252771,0.243402,0.278398,6
-729.193,0.829892,0.0430232,6,63,0,737.041,-1.06689,-0.687705,-0.436605,0.0220387,-0.198634,-0.484324,-0.216154,0.217976,5.97046,5.02171,0.997453,0.99345,0.166667,0.228502,0.238294,0.256911,0.247836,0.236411,0.247125,6
-725.877,0.992942,0.0308451,6,127,0,734.951,-1.30284,-0.0859086,0.141765,-0.0947431,-0.00249205,-0.337379,0.797875,0.681878,5.34035,4.54246,0.995229,0.989465,0.166667,0.20401,0.230379,0.203034,0.213403,0.177572,0.31891,6
-725.373,0.99995,0.0314494,6,63,0,727.195,-1.20449,-0.188213,-0.829842,-0.391704,-0.20112,0.0724261,0.857362,0.508044,5.45391,5.68083,0.995739,0.996601,0.166667,0.214146,0.164367,0.197262,0.213045,0.237272,0.316714,6
-724.184,1,0.0325347,6,63,0,726.513,-1.22452,-0.292075,-0.612738,-0.363506,0.100122,0.0868127,0.813795,0.470227,5.43745,5.66668,0.995668,0.996553,0.166667,0.203938,0.180547,0.198539,0.235512,0.234387,0.301144,6
-725.637,0.97067,0.0336433,6,63,0,729.551,-1.25675,0.490963,-0.571849,-1.02345,0.0333014,-0.0505029,0.629758,0.470025,5.59782,5.49721,0.996308,0.995919,0.166667,0.263863,0.178648,0.149593,0.224245,0.217467,0.276728,6
-727.892,0.999319,0.032692,6,63,0,732.631,-1.31991,-0.832609,0.175219,0.120882,0.235277,-0.428277,1.39592,0.239156,6.21886,4.5449,0.998012,0.98949,0.166667,0.179604,0.21789,0.215684,0.220348,0.194296,0.27169,6
-726.066,0.999805,0.0337349,6,63,0,730.417,-1.27573,0.554401,-0.0810221,-0.403568,0.0258569,-0.430059,0.817075,0.411849,5.72275,5.62156,0.99674,0.996394,0.166667,0.259725,0.212638,0.191246,0.220101,0.189564,0.281059,6
-724.602,0.975716,0.0348294,5,31,0,728.967,-1.23706,-0.0867351,-0.668686,-0.791125,-0.222259,-0.0371169,1.0156,0.440351,6.09419,5.07342,0.997749,0.993778,0.166667,0.21836,0.177772,0.170028,0.208345,0.222112,0.312203,6
-727.987,0.997705,0.0341945,6,63,0,731.805,-1.00668,-2.07768,-0.823646,-0.926312,-0.360171,-1.04956,0.579045,0.299156,5.7942,5.38228,0.996964,0.995424,0.166667,0.164072,0.222167,0.216905,0.247046,0.210708,0.302915,6
-736.304,0.932854,0.0351276,6,63,0,739.718,-1.15396,-2.31484,-0.596018,-0.711885,-0.348625,-0.612342,0.241735,0.180522,3.26411,4.83661,0.963177,0.992129,0.166667,0.171954,0.220706,0.217129,0.228483,0.220199,0.24781,6
-730.408,0.971067,0.0315846,6,63,0,739.979,-0.983091,-1.08494,-0.659604,-0.918387,-1.18361,-0.581039,1.36502,0.310382,5.60435,4.91297,0.996332,0.992703,0.166667,0.210845,0.233649,0.219575,0.205795,0.238044,0.363683,6
-730.247,0.998579,0.0307279,6,63,0,734.463,-1.0603,0.176886,-0.48285,-0.40595,0.484769,-0.136822,0.577241,0.702846,6.05305,5.18347,0.997655,0.994423,0.166667,0.281713,0.197868,0.206587,0.327485,0.23931,0.341956,6
-729.446,0.997424,0.0316138,6,63,0,736.639,-1.29552,-0.973576,-0.162923,-1.08931,-0.932632,-0.395693,2.85709,0.163466,5.17969,4.90486,0.994402,0.992644,0.166667,0.189284,0.21046,0.186398,0.190313,0.204207,0.303965,6
-730.262,0.987333,0.032436,6,127,0,734.521,-1.12922,-1.27528,-1.50799,-1.80889,-1.4439,-0.703159,1.59255,0.122556,5.37799,5.45979,0.995404,0.995764,0.166667,0.216613,0.211812,0.205721,0.213126,0.228747,0.282104,6
-728.668,0.994858,0.0325998,6,63,0,732.309,-1.09097,-1.09744,-0.726423,-1.85851,-0.911582,-0.824158,1.28123,0.286469,5.55221,4.46351,0.996136,0.988609,0.166667,0.196968,0.214322,0.16474,0.205525,0.209645,0.326526,6
-727.473,0.888174,0.0332546,3,15,0,734.193,-1.20444,-0.878423,-0.725755,-1.78438,-0.922186,-0.765771,1.04826,0.271039,5.59167,4.75567,0.996285,0.991471,0.166667,0.191155,0.197635,0.156029,0.189328,0.19592,0.284893,6
-729.385,0.998109,0.0274321,6,127,0,731.526,-1.03927,-1.23526,-0.761598,-1.40558,0.970154,-0.938217,1.09175,0.227707,4.71743,5.4715,0.991141,0.995813,0.166667,0.210728,0.229226,0.20435,0.306113,0.222198,0.312025,6
-729.242,0.999297,0.0281747,6,63,0,734.879,-1.14582,-0.462535,0.196087,-0.397435,-1.31521,-0.409286,1.53579,0.25379,4.52471,4.47616,0.989278,0.988751,0.166667,0.220423,0.250481,0.223275,0.185488,0.222754,0.319505,6
-728.764,0.999873,0.0289941,6,63,0,733.78,-1.08472,-0.800402,-1.84134,-1.52154,-0.381713,0.0018207,1.1238,0.224017,5.50601,5.82248,0.995954,0.997048,0.166667,0.220283,0.182842,0.19379,0.236814,0.252691,0.303018,6
-726.086,0.990302,0.0298592,6,63,0,729.711,-1.09573,-0.649093,-1.28635,-0.991334,-0.0337056,-0.0720339,1.13327,0.201958,5.45451,5.03204,0.995741,0.993517,0.166667,0.226738,0.204969,0.214849,0.249264,0.247818,0.295908,6
-730.61,0.9721,0.0301695,7,127,0,732.043,-1.32534,-0.205169,0.473339,1.11654,-0.254995,-0.482172,0.617169,0.292503,5.23963,5.08543,0.994726,0.993852,0.166667,0.200151,0.233816,0.269188,0.197828,0.187494,0.241437,6
-730.473,0.999856,0.0294187,6,63,0,733.007,-1.37144,-0.408006,-1.39828,-1.76294,0.485885,-0.272364,2.07873,0.228552,4.85224,5.15543,0.99225,0.994265,0.166667,0.187751,0.155642,0.145001,0.220907,0.192525,0.289803,6
-733.814,0.993964,0.0302704,6,63,0,738.648,-1.08812,-1.60591,0.758729,-1.70578,0.683522,0.240106,0.44152,0.130037,5.88548,5.13113,0.997228,0.994125,0.166667,0.214679,0.27102,0.212498,0.269092,0.257903,0.262948,6
-732.971,0.998307,0.0307842,6,63,0,736.189,-1.10791,-1.5987,0.693658,-1.97149,0.666121,0.161525,0.722414,0.167281,5.26802,4.75995,0.994873,0.991507,0.166667,0.201759,0.270543,0.191902,0.269635,0.253338,0.271493,6
-730.985,0.999177,0.0315598,7,127,0,736.848,-1.25321,0.67353,-2.06451,-1.4556,-0.131373,-0.404959,1.80573,0.122858,4.74432,5.40252,0.991374,0.995515,0.166667,0.236772,0.181406,0.192781,0.219369,0.213667,0.26282,6
-728.42,0.999879,0.0323978,6,63,0,734.104,-1.00148,0.639399,-0.438274,-0.6549,-0.939191,-1.08688,0.561265,0.280024,5.69226,5.00433,0.996639,0.993336,0.166667,0.305248,0.245232,0.234179,0.220205,0.213186,0.300628,6
-727.008,0.999994,0.0332911,6,63,0,730.66,-1.14349,0.169559,-1.06171,-0.470853,-1.26971,-0.331842,1.68151,0.179799,5.50485,5.3529,0.995949,0.995288,0.166667,0.247311,0.208435,0.226505,0.202332,0.230914,0.301291,6
-725.675,0.952813,0.0342046,6,95,0,730.33,-1.59703,0.233784,0.374081,-0.132038,0.987113,0.39009,1.06959,0.609225,5.49627,4.72754,0.995915,0.991229,0.166667,0.189294,0.20276,0.157431,0.269797,0.204342,0.279809,6
-730.263,0.967236,0.0321481,6,63,0,735.542,-1.39405,0.814515,0.680569,0.0607068,0.210642,0.540798,0.98544,0.258293,4.61833,5.79147,0.990227,0.996956,0.166667,0.234393,0.228242,0.20127,0.207568,0.221945,0.242408,6
-726.509,0.969822,0.031056,5,63,0,736.161,-1.39576,0.524785,0.0197166,0.105553,0.472887,0.0332272,1.36421,0.248466,4.92953,4.78011,0.992822,0.991675,0.166667,0.220051,0.199271,0.202695,0.217846,0.199807,0.257922,6
-728.875,0.987298,0.0301519,6,63,0,732.717,-1.51362,0.851942,0.350249,1.5413,0.913454,0.436734,1.80396,0.361419,5.95934,5.32891,0.997425,0.995174,0.166667,0.23046,0.199881,0.277566,0.234426,0.204927,0.296997,6
-732.242,0.990807,0.0302442,6,63,0,735.975,-1.50287,0.912508,1.20652,-0.0998642,0.147311,1.71787,2.92613,0.216489,5.50667,4.60223,0.995957,0.99007,0.166667,0.213271,0.224145,0.178802,0.186794,0.243983,0.295381,6
-729.643,0.958175,0.0305303,6,127,0,738.405,-1.32082,0.0155915,0.0658764,1.20515,0.0454775,-0.367431,1.70061,0.179321,5.74014,5.89093,0.996796,0.997243,0.166667,0.211147,0.212652,0.248858,0.212041,0.199933,0.265833,6
-729.494,0.970611,0.0290171,6,127,0,735.851,-1.24282,0.506065,0.602062,-0.715495,0.326119,0.116282,2.16549,0.242531,4.34432,4.66497,0.987186,0.990668,0.166667,0.245996,0.25034,0.195235,0.237992,0.228886,0.327917,6
-728.345,0.974252,0.0282242,7,127,0,735.946,-1.12903,0.122004,-0.952463,-0.375209,-0.154356,-0.0768496,0.273946,0.523403,5.77861,6.13387,0.996917,0.997837,0.166667,0.256321,0.164165,0.209918,0.229732,0.236989,0.271772,6
-731.043,0.999072,0.0276396,7,127,0,735.605,-1.13551,-0.745936,-1.46308,-0.12922,-1.2619,-1.82491,2.02629,0.159012,4.38755,4.61245,0.987721,0.99017,0.166667,0.221988,0.202918,0.239385,0.208142,0.193771,0.307187,6
-731.043,0.0185236,0.906204,2,5,0,737.629,-1.13551,-0.745936,-1.46308,-0.12922,-1.2619,-1.82491,2.02629,0.159012,4.38755,4.61245,0.987721,0.99017,0.166667,0.221988,0.202918,0.239385,0.208142,0.193771,0.307187,6
