# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_sigma.1,g_se,g_sp
-727.239,0.996304,0.0155322,7,127,0,734.483,-1.33882,0.0940834,-2.2709,0.372145,-0.188791,0.353951,-0.0226821,0.0466007,1.03654,1.58789,-0.474909,-0.476138,5.67747,4.78236,0.85088,0.93417,-0.99239,0.397027,-0.213854,-0.43608,-1.71424,0.69068,-0.735908,-1.89651,0.0872716,-0.444623,-1.12509,-1.57773,-24.8924,1.84461,-0.857042,-2.80943,-4.49703,3.60343,-15.0464,0.979518,3.35837,0.916641,-1.58971,-0.390889,0.962745,-0.797523
-726.252,0.999858,0.0155139,7,127,0,731.059,-1.37542,0.133928,-2.05186,0.871494,0.546019,-0.293813,1.23373,0.101798,1.00549,1.30783,-0.227064,-0.78662,5.08669,5.72169,1.84796,0.636791,-0.512697,-0.983184,-1.01599,0.156815,-0.301089,0.234818,0.898433,0.350643,-0.634949,0.547805,1.00809,-0.842901,5.73116,0.864846,-0.499582,-0.288171,1.01947,-4.93765,8.4441,0.693799,1.91173,-0.606334,-0.738446,4.46034,0.0490138,2.50441
-723.772,0.999983,0.0158618,7,127,0,729.61,-1.34871,-0.0210891,-1.1086,0.881357,0.384355,0.470253,0.252206,0.799866,0.277656,1.18466,0.435646,-0.435523,5.72352,5.30864,0.136718,-0.485339,0.976707,-0.22885,-0.699611,1.3835,-0.782389,0.118013,-1.36336,0.149918,0.694895,1.76516,0.541814,-1.26994,6.6912,0.542876,1.64576,2.90023,1.76957,5.55664,-8.65817,3.46643,0.532232,-0.625407,1.62738,-0.383587,1.17152,0.877512
-726.022,0.997724,0.0163707,7,127,0,730.27,-1.25661,-0.535001,-1.91812,0.95035,0.556276,0.0406962,0.851955,-0.263026,0.654884,1.53558,-0.103826,-1.52538,5.40815,5.11749,-0.723032,-0.978117,0.787843,0.358624,-0.549852,0.767497,1.05088,1.53315,0.0912688,-0.511282,0.569185,0.211837,0.818351,0.782667,-5.0396,-0.376157,-0.619728,0.0776255,0.809617,-0.0248096,-0.193405,0.0489553,0.818462,0.446755,-0.0404983,-6.59313,0.576116,0.222016
-725.402,0.999754,0.0168902,7,127,0,733.626,-1.38629,0.434854,-0.506776,1.12503,-0.0258641,0.297342,0.792195,-1.16885,-0.232752,1.52302,-0.0912953,-0.736663,6.18945,4.96367,-0.780286,-1.88902,0.0519042,-0.760533,2.76875,1.5127,0.579525,-0.397555,0.267295,-0.227156,-0.714452,-0.0174978,0.533374,-0.567848,0.180466,2.78655,2.46888,1.80865,-2.76239,0.36209,1.21972,-1.65955,-0.890665,-0.032974,-0.403392,-1.42347,1.82427,-0.616012
-726.631,0.991299,0.0176251,7,127,0,733.732,-1.65648,-0.293727,-2.72545,0.859544,0.262593,0.847892,0.641588,-0.0615165,0.491285,1.95461,0.530318,-0.277394,4.14743,4.79719,0.0317891,0.359235,-0.482906,-1.2468,-2.46666,-0.411788,0.0322374,1.53169,0.488311,-1.12591,-0.490992,0.428203,-0.290351,-1.29179,-22.3216,-5.89061,-2.0562,-1.4408,-5.28712,7.56387,-8.92804,-0.236609,0.268282,2.00072,0.854479,-4.13891,-3.04922,-0.780671
-725.12,0.999888,0.0179853,7,127,0,735.615,-1.0155,-0.324127,-1.68245,0.391222,-0.356205,-0.39606,0.0972536,-1.28316,-1.65751,1.18827,-0.77037,-0.606078,6.37489,4.95496,-0.874303,-1.7199,1.21048,-1.20073,-1.74785,1.5231,-0.522687,0.384542,1.26378,-1.42154,-0.392254,1.33258,0.103436,-1.73411,10.3377,2.19505,0.932292,1.86515,-0.74939,-0.0471798,2.61224,-1.41756,-3.38412,0.536422,-1.14301,-2.30031,2.09424,-0.945134
-725.451,0.993446,0.0188977,7,127,0,736.976,-1.20325,-0.473681,-2.61757,0.170716,0.1296,-0.401826,0.746917,0.643553,0.0360511,1.0027,-1.21704,-0.87159,5.23266,4.95001,1.04258,-1.98436,-0.52753,1.91116,0.570651,-0.912121,0.954566,1.15835,2.36559,0.055866,0.960345,0.0706804,-1.67782,1.15877,0.44013,-0.3625,-1.17527,-2.29581,0.493295,-2.35965,5.01646,2.10713,0.166958,-0.716305,-2.16747,-0.428261,0.290666,-0.736861
-725.873,0.98692,0.0195088,7,127,0,731.866,-1.01822,-0.80494,-3.23001,0.674801,-0.522637,-0.584783,-0.318448,0.221572,-0.337671,1.15195,-0.48489,-0.433944,5.55033,5.11091,0.615268,0.413131,-0.515245,1.10852,0.589086,-0.234645,-1.74883,1.64756,0.402896,-0.0118872,-1.09052,-1.41959,0.171131,-0.607945,-16.4249,-2.31467,-2.1841,6.45374,-3.67103,-4.29619,-10.8723,2.72215,-0.334109,0.805783,-0.527103,8.73578,0.786883,0.595001
-727.644,0.999805,0.0197791,7,127,0,733.458,-1.19336,-0.519761,-1.82859,-0.295948,0.23515,-0.439155,0.377937,-0.581048,-0.228442,-0.227211,-0.00732168,-0.615822,6.00465,5.6793,0.465987,-0.291289,-1.94164,0.710105,0.274602,-0.963904,-1.5989,1.35787,-0.157798,0.795235,-0.353223,-0.925408,-0.00034184,0.0935496,-19.5774,-1.27604,0.248303,-6.36832,1.86758,-4.41871,1.04573,-0.309529,-0.509221,-4.15975,0.434556,1.11315,1.50441,2.72844
-728.235,0.991891,0.0208677,7,127,0,734.637,-1.17468,-0.627083,-1.22296,0.567714,-0.859278,-0.610716,0.10983,-0.0523649,-0.0443061,1.34312,-1.28983,-0.48955,4.8769,4.44664,-1.14264,1.12628,-0.83893,-0.247538,0.0984235,-0.752116,0.826972,-0.637452,-0.426108,2.00472,0.204747,-1.3946,-1.26332,0.126057,-25.5588,-1.9283,1.71803,1.90185,-8.01708,-6.50988,-3.60344,1.19723,0.156241,0.694144,-3.23974,8.5041,-0.712771,-2.44087
-724.579,0.99999,0.0215157,6,63,0,732.256,-1.25232,-0.663253,-1.80194,0.00255766,0.5492,0.0724906,0.607776,0.0161945,0.0288305,1.15618,-0.297651,-0.601869,4.10409,5.66909,-2.25968,0.949769,-1.13559,0.540384,-0.831371,0.452512,0.95105,-0.856597,-0.242814,-0.272579,1.6663,0.476387,0.989727,1.05511,-2.25012,-2.9447,0.165885,-5.12903,3.82738,0.0844879,3.58605,0.924451,-0.0563782,-0.600654,-0.733697,-0.775876,-2.83691,2.41885
-723.605,0.995907,0.022728,6,63,0,728.379,-1.24116,-0.894265,-1.7446,0.509185,0.479407,-0.214247,0.328664,-0.0610912,0.344669,1.03857,0.0871039,-0.587098,4.12483,5.53346,-0.26901,0.134814,-0.129967,-1.92444,0.932065,0.646048,1.06907,0.390028,-0.882806,0.256106,-1.18016,-0.230676,-0.5199,0.771974,-11.8184,-4.2482,0.304911,-0.766159,3.43776,-3.1958,-2.81936,0.778919,0.909613,-0.903933,0.495361,-2.48579,-2.96635,2.12023
-726.969,0.985051,0.023722,6,63,0,731.554,-1.4881,0.67081,-0.806681,0.688299,0.04585,0.602997,0.740813,-1.14832,-0.385499,1.77187,-0.111549,-0.280515,4.40199,4.64085,0.797268,-0.00755484,0.201192,0.603336,-0.723166,0.278963,0.38145,-0.0550953,-0.244571,-0.144326,-0.364726,1.21004,-2.36599,0.324317,12.7946,7.65852,2.28901,-0.715041,-5.18149,7.00948,5.96009,-2.63443,-2.32551,2.0143,-1.21726,11.4769,-1.51977,-2.92467
-727.833,0.993501,0.0239939,7,127,0,734.712,-1.05276,-1.02665,-3.33308,0.0645302,-1.20205,-0.305542,-0.0568434,-0.109806,0.0180281,0.349617,-0.686308,-0.699594,6.01151,4.95036,0.57372,2.36073,0.199198,-0.918543,0.167,1.04577,-0.230661,0.77027,0.999495,-1.0828,-1.19033,0.699953,0.382337,-0.989534,-20.4649,-2.30948,-2.15691,-1.47787,-6.87324,0.51734,-2.54387,1.14968,0.638101,-1.97993,-0.895617,2.7031,1.50977,-0.0893562
-725.556,0.992523,0.0248686,6,63,0,733.605,-0.90961,-0.570462,-2.76099,0.53418,0.184856,-0.589596,-0.0470799,-1.54121,-0.945332,0.526747,-0.170866,-0.323699,5.18494,5.32451,-1.40238,0.897864,1.40773,-1.06826,1.58823,0.195713,0.167227,-1.66683,-0.981406,0.87696,0.595187,0.686177,-1.46491,0.362003,23.2202,0.59008,-1.34522,8.12981,9.20602,-3.37892,3.63863,-2.51154,-2.3432,-1.24169,1.33345,3.97696,0.385794,0.72922
-725.018,0.992332,0.025697,6,127,0,732.536,-1.15878,-0.575951,-1.09689,0.35602,0.395839,-0.128664,0.473139,-0.620511,1.0401,1.9592,-0.256374,-0.698536,4.25157,4.83197,-1.62301,-1.05808,0.872469,1.45701,1.54659,-1.08041,0.149966,1.83743,0.661005,0.458057,-0.0334445,0.570847,0.680904,0.0542762,19.7603,-0.90782,1.76311,-0.852202,3.48059,0.123529,3.76931,-0.268876,3.02531,1.96445,-0.14815,0.698539,-1.87418,-2.02445
-727.619,0.948384,0.0265305,6,127,0,736.917,-0.922433,-0.32843,-3.51994,0.167581,0.0345611,-0.418455,0.203898,-1.46771,-1.16274,0.39586,0.0104908,-0.490673,5.70354,5.21699,-1.14546,-1.25717,-1.04517,-1.64352,2.17658,-0.854825,-1.24551,0.659317,-0.997396,-0.649714,-0.391424,-0.772724,1.14687,0.985624,34.5559,3.32717,-2.49874,1.39592,5.18792,1.03048,11.3386,-1.87928,-2.44109,-1.72068,1.89517,-1.8626,1.27138,-0.0980307
-723.683,0.996004,0.0242264,7,127,0,736.251,-1.17489,-0.394726,-2.3285,0.610144,-0.271571,0.136614,0.24503,0.355032,-0.888357,2.03409,-0.103595,-0.664575,5.06156,5.74194,2.52912,1.20941,-2.07012,-1.29838,0.575215,0.630428,-0.768422,-1.71682,-1.96482,-0.868981,0.615712,0.898188,0.922706,0.622326,1.38678,-0.228556,-0.673047,0.899966,-2.45224,2.64573,-1.87153,1.94933,-2.00945,2.27263,0.1793,-1.79479,-0.0495144,2.57774
-728.964,0.986888,0.0252728,6,127,0,734.846,-1.13189,-0.656586,-1.31546,0.103367,-0.141489,-1.048,-0.106565,-0.482747,0.305442,0.0555664,0.599443,-1.46395,5.28235,4.44712,-0.559813,0.525818,-0.803023,0.96729,-0.456355,-1.17819,0.12217,1.33591,-1.22077,1.76385,0.172112,1.09627,-0.0909271,0.595929,-8.37003,0.0327482,0.362787,-1.01024,0.0830151,-1.95074,-2.29423,-0.0498005,0.585372,-1.31266,1.19239,-2.24071,0.321556,-3.79693
-735.805,0.998041,0.0256974,7,127,0,742.436,-1.15027,0.109742,-1.50897,0.790094,-0.579306,0.303888,0.639939,-2.0456,-2.02625,1.27315,0.495783,-1.35495,7.28423,6.00327,-0.566602,-1.29997,-0.594567,0.851013,1.73223,1.13223,-0.0502778,0.247778,-0.0974545,1.43017,-1.40303,-0.342989,-0.70754,-1.0886,9.16572,1.62436,0.22075,0.379347,-1.54837,1.97572,1.0239,-2.10158,-2.63728,0.122513,1.05422,-2.03074,3.16981,3.28603
-728.601,0.958138,0.0269254,6,127,0,742.756,-1.55593,0.328605,-1.57097,2.17349,0.439791,0.389537,1.17992,-1.18996,-0.0390435,1.58272,-0.323695,-1.04846,5.26556,4.83167,1.25954,0.621211,0.105098,0.63319,-1.8571,0.338591,0.315269,-1.83138,-2.66918,-0.307169,0.688214,0.121556,2.81646,1.8079,-26.769,0.194837,-0.134813,3.17381,-1.5719,-1.76974,-2.21111,-1.57039,-0.636672,-0.311955,-1.02827,-8.79712,0.172627,-0.456479
-728.948,0.988033,0.0253165,6,63,0,736.418,-1.47643,0.427128,-0.565637,0.801822,1.36514,0.981016,1.33439,-0.058136,-0.530225,1.24015,0.224267,-0.78637,4.87921,5.55274,1.83523,-0.606955,0.0720801,-0.569717,-0.99713,-0.810683,-1.57628,1.24079,0.534644,0.19969,0.698831,1.54368,-0.123197,1.40878,21.7742,1.47014,2.00873,-1.85878,5.74017,4.66473,6.33215,0.171272,-1.68813,-1.05107,0.0212249,10.2804,-0.236135,1.68858
-724.352,0.999954,0.0258072,7,127,0,734.264,-1.15917,-0.256074,-1.69192,0.472557,-0.0589314,-0.0956616,0.378819,-1.5882,0.710316,2.11316,0.348245,-0.93425,5.54487,5.1933,-1.45428,0.963164,1.91564,2.30481,-0.118088,0.353926,-0.03814,-0.772864,-0.834118,0.805349,0.834362,0.761416,0.00408531,-2.1074,9.41565,0.920519,0.373369,-0.355865,-0.141581,0.547526,0.373873,-1.80009,1.62269,1.73312,1.21341,-4.36992,0.894639,0.270767
-725.501,0.979426,0.0271409,6,63,0,731.279,-1.3335,-0.274029,-2.50409,0.269897,0.218759,0.278948,0.273747,0.280731,-0.87348,0.543862,-0.341729,-0.224164,3.81104,5.05117,0.510718,0.731485,0.00348559,0.398449,0.352757,-0.285592,-0.0027654,1.23584,0.104934,-1.67272,-1.91121,0.538277,1.30049,-0.652408,-22.7671,-2.57053,-1.48298,-4.62977,0.131913,3.66995,-7.52082,2.16617,-3.78371,-3.42124,-1.81576,-3.2391,-4.69371,0.417759
-721.132,0.999617,0.0270189,6,63,0,728.569,-1.03404,-0.432718,-1.82196,0.442089,-0.395724,-0.284119,-0.0154275,-0.4291,-0.108834,1.53281,0.172998,-0.504993,5.80524,5.43437,1.42279,0.23643,-0.694526,1.16422,0.612175,-0.569875,-0.261167,1.43765,-1.33771,-0.946795,0.086062,-1.13417,-1.97916,0.473855,9.8615,0.883592,0.59787,2.49557,-2.11443,0.403965,-1.79576,0.48692,0.385437,1.94206,1.95034,-3.46707,1.30852,1.34199
-723.105,0.974675,0.0283504,6,63,0,731.349,-1.12814,-0.456005,-2.19804,0.233001,-0.106628,-0.117688,-0.133669,-0.328466,-0.354529,1.74813,0.53637,-0.510809,6.08937,5.33021,1.12476,-0.0590658,-1.878,-0.960242,1.64445,0.896263,0.407609,0.473114,-1.18293,0.892793,1.59649,0.143432,1.28215,-0.680469,-9.17845,-0.385495,-0.386265,-1.26994,-0.415781,0.797928,-9.37587,0.495154,-0.722415,2.30214,2.95277,-1.47961,1.65923,1.26882
-720.271,0.987988,0.0278628,6,63,0,730.156,-1.10195,-0.183766,-1.21076,0.229548,-0.144518,-0.0525662,0.247774,-0.403292,0.368966,0.646957,-0.68451,0.0903773,4.76485,5.64862,0.850309,-0.598499,-0.100598,0.0239555,-0.621935,0.215584,-2.23795,0.821344,1.33935,1.66979,0.397423,-0.288618,-1.24552,2.48733,17.5608,1.78346,2.13225,1.09067,-3.21134,2.73959,15.6466,-0.0556699,4.27816,-1.03508,-4.12674,2.56524,-0.534241,2.08879
-718.687,0.999184,0.0283392,6,63,0,724.116,-0.720912,-0.59549,-2.76884,-0.117516,-0.343849,-0.513237,-0.202385,-0.807714,-0.177369,0.127824,-0.564941,0.0965474,4.60091,4.71437,-0.875711,0.677161,0.164825,-0.917189,0.435362,-0.877101,0.336669,0.815444,-1.13932,-0.442342,1.72298,0.848692,-1.05995,0.850086,8.08762,0.282408,-1.83586,1.22204,2.22243,-2.15243,6.09634,-0.6309,2.1001,-2.89878,-0.667488,-5.35371,-1.07407,-2.67709
-719.747,0.969308,0.0296456,6,127,0,725.345,-1.15294,-0.32244,-2.69501,0.244178,-0.074147,0.0343703,0.0506002,-0.755537,0.131593,1.33328,-0.395059,-0.142144,5.21839,4.52628,-0.574195,-1.11662,-0.702626,-0.644804,-0.398626,-0.806161,-1.41552,-0.505094,0.0580842,-1.60216,-0.785826,0.677076,-1.1107,-0.873727,-0.874462,-0.292369,-1.72558,-0.469386,-0.593832,4.64349,-5.37543,-1.17986,1.2877,2.70798,-1.2093,-0.379394,0.255606,-3.7388
-720.145,0.997852,0.0287301,6,63,0,724.211,-1.05729,-0.151927,-1.89891,0.248266,-0.00828443,-0.0967536,-0.0389544,-0.369204,0.0231645,0.0504543,-0.552319,-0.0162856,5.35652,5.67723,0.394726,-0.495173,1.35615,-0.80268,-0.972908,-0.255753,0.40822,0.77029,-0.81192,0.0783104,1.2533,0.154179,-0.0194444,1.10203,-0.191381,3.71141,-0.00517505,2.18314,2.89938,2.87947,-7.49882,0.495489,1.21238,-5.46727,-2.35255,-3.31602,0.5146,2.34883
-721.003,0.971541,0.0299203,6,63,0,725.31,-1.22335,-0.322567,-1.91293,0.00735093,-0.114159,-0.156513,0.319442,-0.559386,-0.330418,1.50281,0.17964,-0.324616,5.62677,4.46887,-1.20384,-0.224706,0.240296,-0.692424,0.187143,-0.159889,1.25951,0.7637,-1.02125,0.738308,-0.36095,-1.51209,-0.347334,0.471902,-6.89564,-0.536517,-0.0318961,-5.26586,-2.13984,-2.01132,2.63785,-0.429032,-1.09931,1.91168,1.47755,-1.55431,0.955406,-3.83366
-718.25,0.999392,0.029159,6,63,0,723.487,-0.977354,-0.578117,-2.31082,0.14513,-0.0179268,-0.316832,-0.150635,-0.492013,-0.343131,0.705013,-0.0726054,-0.0428328,5.79544,5.00189,0.95865,-0.106746,-0.625619,0.916185,-0.795039,0.224449,-0.112816,0.10258,0.189598,-1.70688,-1.00345,1.13207,0.00625827,1.53893,-2.2915,-2.57856,-0.877514,1.69976,5.3157,-1.6178,-8.12402,0.299982,-0.696919,0.00113783,1.88724,-1.36111,1.24427,-0.479474
-720.016,0.997383,0.0304502,6,127,0,723.735,-1.29191,0.0305807,-2.5616,0.308517,-0.0761554,0.286606,0.251153,-0.00890845,0.405063,0.816631,0.144321,-0.0254901,4.81028,5.64856,0.805993,-1.51985,-0.17117,-0.339431,-0.567718,-0.79996,0.0587097,-0.308092,-0.542758,-0.554409,0.457192,-0.124762,1.50663,-0.421252,0.755516,2.61994,-1.74909,-2.53107,-5.52921,8.81021,-3.71232,1.38605,2.46964,-1.39483,1.22281,-1.86704,-0.625585,2.22109
-720.296,0.989397,0.0316164,6,63,0,726.463,-1.27059,-0.317964,-1.56513,0.430612,0.367528,0.0719704,0.180511,-0.475517,-0.133959,0.763734,-0.00822761,0.311879,5.19568,5.87564,-0.202847,-2.0957,1.91913,0.00786376,-0.524059,1.19666,0.242004,-0.439032,-0.898947,-0.0326286,-0.551003,-0.657727,0.656833,-0.531278,10.0204,-7.81889,0.087966,8.08907,17.5186,2.90918,-2.75958,-1.96533,-1.92177,0.38196,0.21567,10.093,0.304553,2.93308
-720.12,1,0.0321705,6,63,0,724.726,-1.10027,-0.581,-2.28402,0.137502,0.0218904,-0.238878,0.0390517,-0.955443,-0.0945561,1.36929,-0.337523,-0.00384601,5.60982,4.5874,-0.376473,0.909481,0.373716,0.672245,-0.539749,-1.35836,-0.308994,-1.01021,-0.113538,1.14465,0.294175,0.146905,0.444184,1.6649,-5.41765,-4.69544,-1.03699,-1.24533,3.34882,-3.08885,-2.57854,-2.18229,0.26859,4.91476,-0.929229,6.192,0.947014,-2.85808
-722.149,0.943251,0.0335714,6,63,0,726.104,-1.04613,-0.0665958,-2.43015,0.425222,-0.109238,-0.488164,0.2118,-0.240194,-0.577759,0.490577,-0.903718,-0.516101,5.35837,5.2272,1.39898,0.562759,-0.319594,-0.144766,-0.393278,0.618818,0.559626,-0.775079,-0.0774595,0.758014,-0.592808,-0.446763,0.653159,-1.58262,12.2534,3.98106,-0.712978,2.04169,0.962863,-2.73779,4.60516,0.984134,-1.10827,-1.87107,-1.89531,-2.49678,0.598606,0.377946
-721.116,0.998275,0.030539,6,63,0,728.052,-1.0652,-0.452632,-2.78856,-0.100255,-0.0957718,-0.100023,0.00616377,-1.10906,-0.282104,1.15043,-0.489822,0.106828,4.62742,4.70037,0.00652897,-1.57571,-0.1298,-0.140869,-1.74821,0.487674,1.34878,-1.08997,0.833708,0.664664,1.3926,0.707937,-1.1094,-0.491765,-11.5401,-3.35638,-2.15035,-7.69461,0.230739,2.90091,-3.73783,-3.19362,-1.11332,4.55299,-2.35606,7.42915,-1.21638,-1.83166
