# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,index.1,index.2,index.3,index.4
-740.941,0.968963,0.0166239,8,255,0,762.583,-0.00475031,-0.912364,-0.977963,-0.573127,-0.778331,-0.683357,-0.521579,0.451384,0.255548,-0.147002,-1.99635,-0.200366,-0.840961,1.63387,-2.17124,1.35991,-0.0674785,-0.562959,1.73385,0.21818,0.169043,0.0533483,5.41711,5.33025,0.99558,0.99518,0.00168979,0.16554,0.150422,0.263179,0.200171,0.227833,0.280869,0.219158,0.212035,0,0,0,0,0.217578,0.211813,0.214467,0.219043,0,0,0.211138,0.212559,0.221248,0.219479,0.215875,0,6,8,6,9
-742.148,0.997877,0.0161138,7,127,0,754.455,-0.424815,-1.23639,-1.52603,-1.00727,-1.21715,-0.891759,-0.549477,1.21667,0.230061,0.948758,-2.12807,0.513981,-0.928803,-0.46694,-1.79576,1.20393,-0.837262,0.608821,0.813224,0.0885327,0.150471,0.145392,6.13338,4.67613,0.997835,0.990771,0.00168979,0.18647,0.153415,0.216307,0.18885,0.232604,0.285721,0.221393,0.206922,0,0,0,0,0.213584,0.208407,0.216472,0.225193,0,0,0.190394,0.198086,0.241414,0.21646,0.234451,0,6,8,6,9
-735.001,0.999707,0.0169677,8,255,0,747.934,-0.801799,-0.560732,-0.612643,-0.616385,-0.653718,-0.444904,0.420175,-0.386318,-1.07851,0.816359,-1.36076,0.606803,-1.1883,0.00152153,0.144024,-0.171156,-0.464489,-1.26054,0.366525,0.103107,0.401089,0.047021,5.08731,5.51575,0.993863,0.995993,0.00168979,0.223276,0.220009,0.219775,0.217448,0.230689,0.291324,0.244043,0.231236,0,0,0,0,0.223646,0.22107,0.235752,0.30342,0,0,0.236288,0.243636,0.236781,0.231004,0.247052,0,6,8,6,9
-735.299,0.985782,0.0179478,7,127,0,741.469,-0.564883,-0.224001,-0.60731,-0.123455,-0.574045,-0.20878,0.0518112,-0.35082,-1.08387,0.367938,-0.422909,0.557909,-1.07472,0.0562568,-0.112678,-1.04822,-0.173806,-0.60193,1.09856,0.359425,0.119095,0.0516097,4.84547,4.63081,0.992197,0.990347,0.00168979,0.253559,0.18249,0.274952,0.187991,0.256726,0.314794,0.266547,0.218899,0,0,0,0,0.247811,0.238105,0.245954,0.251656,0,0,0.24695,0.249417,0.245612,0.238783,0.252432,0,6,8,6,9
-742.749,0.99998,0.0182483,7,127,0,751.853,-0.786783,-0.899727,-0.94063,-1.04777,0.0600026,-0.717544,0.991233,0.0103039,-1.01512,-0.674083,0.82071,-1.21972,0.733685,0.89163,-2.20755,-1.0147,-0.241046,0.463988,0.226167,0.124755,0.218155,0.0195008,3.95173,5.61745,0.981141,0.996379,0.00168979,0.242049,0.240366,0.235995,0.283787,0.249643,0.328156,0.280354,0.255571,0,0,0,0,0.245159,0.292204,0.258637,0.335555,0,0,0.267615,0.274113,0.270371,0.266494,0.267779,0,6,8,6,9
-743.327,0.996195,0.0192925,8,255,0,753.334,-1.59234,-1.57556,-0.434055,0.722661,0.666062,0.249328,1.6712,-0.025173,-0.0946885,0.885488,-0.767906,1.20373,-0.730333,-0.913446,2.21972,1.14614,0.269244,-0.488215,0.281686,2.62805,0.330342,0.0432827,6.34039,5.38081,0.998239,0.995417,0.00168979,0.130482,0.171293,0.222301,0.219572,0.200218,0.271566,0.219671,0.190425,0,0,0,0,0.205044,0.202056,0.181041,0.259885,0,0,0.205095,0.215123,0.203198,0.20272,0.209539,0,6,8,6,9
-739.984,0.967146,0.0201684,7,127,0,760.931,-0.308211,-0.0982311,-0.969405,0.538502,-1.28673,-0.681774,0.595915,-0.66668,-0.763396,1.91726,-0.783696,-1.08771,-0.541121,0.446563,-0.550331,0.653639,0.606686,-1.49273,0.178535,1.2209,0.136702,0.0311781,6.59668,4.54882,0.998637,0.989531,0.00168979,0.232849,0.206287,0.253712,0.197185,0.214801,0.255652,0.234627,0.214186,0,0,0,0,0.239401,0.197091,0.210459,0.240828,0,0,0.222656,0.22959,0.222737,0.222218,0.236917,0,6,8,6,9
-743.493,0.998552,0.0194702,8,255,0,754.611,-1.54943,-0.418206,0.407419,-0.968756,0.556217,1.76257,2.79713,-0.0753404,-0.269342,-0.194255,-0.0338547,0.94687,1.16118,-0.509984,-0.0226068,-0.726477,-0.539899,0.498162,0.271635,0.768323,0.0170716,0.0499376,4.45856,4.57196,0.988553,0.989768,0.00168979,0.151599,0.1827,0.133371,0.188803,0.244034,0.299384,0.223373,0.199069,0,0,0,0,0.208951,0.213194,0.216594,0.21954,0,0,0.21936,0.22814,0.204357,0.202818,0.203413,0,6,8,6,9
-741.925,0.998207,0.0204666,7,127,0,753.395,-0.712868,0.460816,0.431292,0.732326,0.548024,-0.881125,1.00856,-0.621235,-0.854541,0.916749,0.729722,0.493078,0.458245,-0.318911,0.48,-1.91253,-1.78339,-0.558239,0.258437,1.21785,0.405719,0.0403702,6.09328,5.53423,0.997747,0.996066,0.00168979,0.214036,0.212774,0.225892,0.217795,0.162054,0.238416,0.23135,0.185342,0,0,0,0,0.234157,0.221114,0.137599,0.254678,0,0,0.20682,0.219375,0.208516,0.206993,0.218753,0,6,8,6,9
-743.418,0.853536,0.0214752,8,255,0,756.436,-1.00899,-0.566453,-0.730951,-0.706047,-0.35296,0.289801,1.15367,-0.0895494,-0.542509,-0.228234,-1.65264,2.16043,0.212729,-0.0753616,-0.0797435,1.55337,0.363748,0.533993,0.137599,0.121631,0.0287195,0.0513803,4.38875,5.35409,0.987736,0.995293,0.00168979,0.247365,0.243177,0.243808,0.252873,0.269937,0.293981,0.266684,0.256073,0,0,0,0,0.25895,0.260896,0.264463,0.269306,0,0,0.262866,0.271537,0.259115,0.254682,0.257753,0,6,8,6,9
-747.526,0.998362,0.0153435,8,255,0,757.182,-1.37143,-1.1497,0.188382,1.04942,-0.69781,-0.419024,2.17363,0.376561,0.0565201,1.63951,-1.72757,2.29366,-0.572302,-1.14963,-1.68679,1.29293,-0.288498,0.607095,0.0779561,0.312883,0.15987,0.0671704,5.248,4.74665,0.994769,0.991394,0.00168979,0.22646,0.24514,0.257695,0.232655,0.236535,0.274702,0.254693,0.236285,0,0,0,0,0.259376,0.209532,0.21699,0.295243,0,0,0.23206,0.264298,0.241655,0.237763,0.257429,0,6,8,6,9
-731.97,0.995538,0.0161272,8,255,0,759.188,0.0791006,0.0521588,-0.668247,-0.271839,-0.570914,-0.300026,0.799762,-0.878935,-1.03198,1.26416,0.419568,0.187383,0.461686,0.430469,-0.367316,0.383105,1.57152,-1.14434,0.468206,1.24766,0.381083,0.101921,4.93061,5.19585,0.99283,0.994491,0.00168979,0.24325,0.187001,0.216631,0.193977,0.214418,0.312583,0.247253,0.214055,0,0,0,0,0.22455,0.205602,0.222713,0.302011,0,0,0.22964,0.249656,0.219559,0.216947,0.258444,0,6,8,6,9
-732.965,0.994352,0.016811,8,255,0,740.091,-1.18328,-0.598596,-0.837732,-0.516637,-1.04281,-0.440591,-0.080521,0.3265,0.0827771,0.944482,-0.633786,0.560138,0.346282,-0.865775,0.349295,0.127892,-2.10251,0.876411,0.382361,1.50085,0.389407,0.379106,5.77149,5.06034,0.996895,0.993697,0.00168979,0.227924,0.212405,0.233421,0.199717,0.238602,0.264179,0.257862,0.194707,0,0,0,0,0.230403,0.196468,0.235629,0.261457,0,0,0.196195,0.218395,0.245578,0.229036,0.290961,0,6,8,6,9
-735.231,0.997386,0.0174559,8,255,0,742.037,0.600746,-0.554075,-1.02422,-0.469605,-0.975677,-0.652864,-0.522376,-0.584005,-0.703151,0.258255,1.75064,-1.30484,0.00389594,0.470893,0.115321,-0.282569,1.85182,-0.525338,1.04854,0.715309,0.795644,0.195237,4.54045,5.56804,0.989444,0.996197,0.00168979,0.267771,0.182872,0.285407,0.190575,0.248039,0.274308,0.245319,0.230074,0,0,0,0,0.257292,0.188611,0.230682,0.24943,0,0,0.233747,0.238284,0.236133,0.232014,0.266655,0,6,8,6,9
-735.96,0.962423,0.0182537,8,255,0,753.187,-0.884935,-0.0642894,-0.661738,-0.0514515,-0.360338,-0.676767,0.434657,-0.0720087,-0.676916,1.45343,-0.61244,2.40019,-0.330791,-1.11737,-1.1633,1.10182,-0.0603449,0.300716,0.318421,0.467464,0.151868,0.156646,5.80327,5.05109,0.996991,0.993638,0.00168979,0.254474,0.220288,0.255246,0.237112,0.219472,0.285559,0.268126,0.216665,0,0,0,0,0.24975,0.241142,0.232533,0.263703,0,0,0.226597,0.258299,0.243499,0.226593,0.289764,0,6,8,6,9
-738.513,0.995604,0.0174454,8,255,0,747.195,-0.623322,-0.0908382,-1.97445,-0.901035,-0.821253,-0.265973,-0.236305,-0.00679605,-0.177325,0.708892,0.646042,-2.14681,0.947541,1.12341,0.046685,0.365743,0.856536,-1.7191,0.249643,1.29718,0.182437,0.859851,4.48996,4.42526,0.988903,0.98817,0.00168979,0.287727,0.202801,0.248766,0.252443,0.279006,0.280472,0.276895,0.23562,0,0,0,0,0.250184,0.252868,0.272057,0.273107,0,0,0.225907,0.230368,0.266915,0.239417,0.401227,0,6,8,6,9
-737.376,0.979703,0.0181417,7,127,0,748.307,-1.21864,-1.02922,0.0897856,-0.412489,-0.937525,-0.292065,0.30942,0.221207,0.0988095,1.43302,0.672452,-0.792932,-0.691355,1.23603,0.985383,0.37359,1.40023,-0.634488,0.261599,1.32513,0.209311,0.357276,5.75296,5.73841,0.996837,0.99679,0.00168979,0.22556,0.280268,0.254746,0.229745,0.260724,0.291903,0.273679,0.242946,0,0,0,0,0.258086,0.237808,0.262892,0.287731,0,0,0.22364,0.262923,0.256894,0.248681,0.347087,0,6,8,6,9
-738.799,0.988476,0.0181134,7,127,0,753.96,-1.45573,0.213679,-0.604599,0.289043,0.180924,-0.275334,0.211355,0.259026,0.00625313,1.24277,0.67962,0.815203,2.32465,1.74008,-1.63142,0.61737,0.46911,0.438137,0.73483,0.730575,0.767045,0.373474,3.77873,4.81236,0.977659,0.991937,0.00168979,0.268961,0.168685,0.279853,0.264311,0.205009,0.26863,0.253403,0.220675,0,0,0,0,0.261622,0.24617,0.187846,0.250457,0,0,0.207634,0.238629,0.241826,0.225198,0.313942,0,6,8,6,9
-735.961,0.999004,0.0184816,8,255,0,748.943,-0.258846,-0.677924,-2.06912,-0.403645,-1.00526,-0.354491,-0.346087,-0.485056,-0.656129,0.453593,-0.842236,-0.402608,-1.90521,-0.589508,0.528029,-0.928894,-1.20446,-0.0807504,0.190619,0.630673,0.491671,0.476358,6.456,4.83432,0.998431,0.992111,0.00168979,0.243852,0.198587,0.253552,0.232607,0.255316,0.255619,0.247692,0.228304,0,0,0,0,0.245469,0.195178,0.24994,0.25071,0,0,0.238216,0.23894,0.227167,0.213243,0.314393,0,6,8,6,9
-735.258,0.991538,0.0193454,8,255,0,747.213,-1.4645,0.184818,-0.11688,0.10057,-1.05945,0.334524,0.576794,0.178965,0.00442149,0.707719,-0.688784,-1.18931,-0.242362,-0.863697,-0.473579,-0.561482,0.726675,-0.164484,0.183744,1.29633,0.553413,0.226997,6.18992,5.43371,0.997954,0.995652,0.00168979,0.23794,0.228168,0.235183,0.199459,0.242893,0.251053,0.249937,0.210441,0,0,0,0,0.234527,0.139127,0.25845,0.284832,0,0,0.232859,0.242675,0.226702,0.219928,0.248094,0,6,8,6,9
