# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,index.1,index.2,index.3,index.4
-732.446,0.992093,0.0198644,7,127,0,743.663,-0.3312,-0.882677,-0.934234,-0.299712,0.140033,-0.469813,-0.127953,-0.463813,-0.697173,1.67948,-0.933396,0.756449,1.40904,0.477183,-0.493747,0.652883,-0.276615,0.684951,0.601888,0.745043,0.227899,0.294609,5.30263,5.00583,0.995046,0.993346,0.00168979,0.201631,0.196729,0.263306,0.317088,0.244136,0.28361,0.266729,0.234727,0,0,0,0,0.250852,0.269745,0.24378,0.258127,0,0,0.236059,0.254478,0.236374,0.224324,0.365977,0,6,8,6,9
-732.963,0.994817,0.020413,8,255,0,739.664,-0.482612,-0.700782,-1.35746,-0.490168,-0.727364,-0.968095,-0.258284,0.319909,-0.055088,0.15248,0.167873,-1.56765,0.402102,-0.157805,0.17427,-1.74971,0.335071,-0.356755,0.656797,0.697631,0.490338,0.212582,4.75987,4.86256,0.991506,0.992329,0.00168979,0.240336,0.170873,0.266293,0.237185,0.20995,0.296838,0.256979,0.210875,0,0,0,0,0.247215,0.22651,0.206764,0.26863,0,0,0.207807,0.233343,0.255675,0.241036,0.249068,0,6,8,6,9
-733.929,0.993982,0.0211033,7,255,0,743.582,0.482587,-1.14202,-0.950828,-0.535458,-0.364032,-0.586963,-0.710258,-0.447019,-0.622557,0.675704,1.02295,-1.67204,0.186719,-0.137478,-0.00995928,0.250037,-0.258838,-0.0738447,0.195966,1.74669,0.535612,0.655892,5.28089,5.43698,0.994938,0.995666,0.00168979,0.228702,0.235239,0.249876,0.256089,0.248029,0.243644,0.266599,0.21195,0,0,0,0,0.244676,0.261662,0.239718,0.22813,0,0,0.224627,0.210919,0.240934,0.220606,0.397589,0,6,8,6,9
-734.603,0.963661,0.0217585,7,255,0,742.907,-1.66192,-0.29123,-1.45531,0.401188,-0.647032,-0.0090509,0.125521,0.510437,0.347508,0.270643,1.09827,-1.02677,-0.491229,0.177665,0.493913,0.602007,-0.164645,0.300312,0.372034,0.601222,0.573933,0.586284,5.37398,5.00241,0.995386,0.993323,0.00168979,0.21695,0.15274,0.263399,0.195482,0.235141,0.244177,0.222577,0.206341,0,0,0,0,0.244411,0.151265,0.203968,0.216667,0,0,0.190346,0.202635,0.240947,0.22416,0.216531,0,6,8,6,9
-738.009,0.971989,0.0208535,7,127,0,746.497,-0.645465,-0.677946,-1.07762,-0.128148,-0.24021,-0.348738,0.705157,-0.393271,-0.460347,1.61825,1.01387,-0.728538,-0.542033,0.176888,-0.280636,2.3575,0.297892,-0.0515833,0.178057,1.20021,0.623228,0.349199,6.00314,5.35467,0.997535,0.995296,0.00168979,0.223503,0.211644,0.240564,0.237016,0.233615,0.268041,0.243535,0.229347,0,0,0,0,0.229032,0.217101,0.205976,0.331216,0,0,0.20724,0.273272,0.204725,0.200979,0.339941,0,6,8,6,9
-742.074,0.945839,0.0203925,8,255,0,750.501,-1.14615,0.221402,-0.913805,-0.572692,0.49665,0.0212682,0.951156,-0.118808,-0.472562,-0.980905,-1.34808,-0.0787852,0.432416,1.81726,0.0981243,-1.17119,-0.365192,-0.140629,0.0972758,0.343245,0.13785,0.0207223,4.56735,5.27391,0.989721,0.994903,0.00168979,0.228566,0.209711,0.215254,0.233313,0.225157,0.2413,0.236042,0.214888,0,0,0,0,0.213842,0.23963,0.22791,0.251214,0,0,0.227054,0.230446,0.226547,0.225268,0.223439,0,6,8,6,9
-742.503,0.999292,0.0187514,8,255,0,750.319,-0.979941,0.695259,-0.44273,-0.226613,-0.293573,0.030729,1.56318,-0.174237,-0.723397,0.0429608,-0.605903,-0.71961,1.2487,2.60289,0.690814,-0.687535,0.0874398,-0.478942,0.427942,1.0493,0.112224,0.0200264,5.71988,4.55829,0.996731,0.989629,0.00168979,0.255366,0.174995,0.188583,0.184289,0.205786,0.330696,0.271981,0.1753,0,0,0,0,0.224649,0.223386,0.229548,0.260206,0,0,0.230412,0.235706,0.22971,0.227836,0.230454,0,6,8,6,9
-736.775,0.999998,0.0195589,8,255,0,754.83,-0.905776,-1.23317,-0.62389,-0.028066,-0.931834,-0.510065,0.397124,0.0795587,-0.748303,1.01072,1.24049,1.93285,-0.393418,-1.97333,-0.280219,1.16674,-0.454689,0.343845,0.427981,0.329837,0.382443,0.118342,4.55087,4.58515,0.989552,0.989901,0.00168979,0.169496,0.20911,0.253999,0.188297,0.217217,0.289647,0.243972,0.197823,0,0,0,0,0.236097,0.180165,0.204896,0.266188,0,0,0.213907,0.232178,0.225663,0.209283,0.245128,0,6,8,6,9
-740.241,0.990612,0.0204193,7,127,0,750.559,-0.530847,0.10813,-1.88628,-1.26294,0.530545,-0.282681,-0.295219,-0.179758,-0.485982,0.930695,0.551458,-0.154881,0.197471,-2.47465,0.312705,-0.736302,0.259521,0.325253,0.179852,1.12744,0.0744164,0.293366,5.85044,5.58255,0.99713,0.996251,0.00168979,0.280617,0.214655,0.233999,0.296059,0.266772,0.266335,0.288652,0.223611,0,0,0,0,0.25173,0.277367,0.265547,0.265367,0,0,0.253873,0.253184,0.25958,0.242845,0.326124,0,6,8,6,9
-733.189,0.996864,0.0208443,7,127,0,745.043,0.104944,-1.11124,-0.970877,-0.658935,-1.59194,-0.824022,-0.243519,-0.425043,-0.504733,0.836971,-0.584167,0.184909,0.440754,-1.43632,-0.0996404,-0.362572,0.0741984,-0.0501298,0.60495,1.45694,0.129788,0.493956,4.69634,4.96877,0.990954,0.993096,0.00168979,0.185296,0.198319,0.229667,0.145673,0.212663,0.2765,0.219221,0.200397,0,0,0,0,0.213728,0.194488,0.210227,0.222721,0,0,0.171741,0.215859,0.201248,0.195069,0.317772,0,6,8,6,9
-740.113,0.998646,0.0215758,7,127,0,747.417,-0.665589,-0.020924,-0.766666,-0.948797,0.14173,-0.337049,0.485205,-0.744185,-0.977732,1.99952,-1.18745,-0.933613,-0.831485,0.00349647,0.261221,2.02674,1.61114,-0.617368,0.224105,0.531535,0.0875528,0.0996043,5.91707,5.78168,0.997314,0.996926,0.00168979,0.239,0.21001,0.203334,0.245675,0.226387,0.260176,0.243594,0.221542,0,0,0,0,0.225806,0.242855,0.235264,0.248402,0,0,0.229389,0.244136,0.222321,0.218338,0.272926,0,6,8,6,9
-739.617,0.998971,0.0224097,7,127,0,751.145,-0.590205,-0.514652,-0.166057,0.807887,-0.30882,0.373212,0.502793,-0.445251,-0.636761,1.2743,1.85105,-1.42578,0.0819201,-0.0652258,1.46756,0.685195,1.58801,-0.293668,0.258728,1.59327,0.0912028,0.0865316,5.06893,4.58315,0.99375,0.989881,0.00168979,0.18254,0.196328,0.238935,0.190589,0.219176,0.224941,0.228999,0.179718,0,0,0,0,0.213084,0.196604,0.206553,0.208485,0,0,0.211755,0.213621,0.200242,0.197616,0.224979,0,6,8,6,9
-736.414,0.998596,0.0232776,8,255,0,749.83,-0.763914,-1.09235,-1.38875,-0.0850422,-0.311078,-0.64738,-0.402097,-0.234635,0.295262,1.59755,-1.02215,1.70136,0.303981,1.16092,-0.770996,0.208812,-1.35399,0.147044,0.485686,0.166779,0.323793,0.298894,5.14098,5.19006,0.994182,0.994459,0.00168979,0.197626,0.175954,0.285672,0.264018,0.2338,0.2556,0.226898,0.242511,0,0,0,0,0.246073,0.232955,0.214341,0.22781,0,0,0.202466,0.214464,0.222945,0.251319,0.330425,0,6,8,6,9
-735.994,0.991726,0.0241427,7,127,0,747.767,-0.945091,-0.384813,-0.548476,-0.0462472,-0.717425,-0.513726,0.0576008,0.267668,-0.927369,1.10075,-0.453639,-0.670753,-1.98342,-0.566538,2.01536,-0.568992,0.828524,1.0201,0.412129,0.279272,0.74614,0.105862,5.2691,4.88485,0.994878,0.992497,0.00168979,0.20793,0.197165,0.231535,0.186495,0.199416,0.239135,0.233011,0.179198,0,0,0,0,0.233821,0.156539,0.177532,0.24787,0,0,0.202186,0.21198,0.215666,0.195306,0.230732,0,6,8,6,9
-738.803,0.985427,0.024642,7,127,0,747.985,-0.848995,-0.315132,-0.336824,0.245814,1.23947,-0.945982,1.78648,-0.29482,-0.654176,-0.235407,0.400618,0.55714,0.756192,0.499129,-1.14404,-0.763752,0.598064,0.0525773,0.199084,1.38403,0.0749361,0.0508693,4.90026,4.71874,0.99261,0.991153,0.00168979,0.18576,0.185114,0.203066,0.236567,0.167671,0.256546,0.242684,0.163645,0,0,0,0,0.207814,0.220121,0.193721,0.227111,0,0,0.20084,0.223662,0.206118,0.203193,0.206605,0,6,8,6,9
-738.378,0.999709,0.0247907,7,127,0,752.117,-1.05557,-0.349985,-0.528231,-0.000196333,1.27431,-0.455369,1.87755,-0.271176,-0.17364,0.14994,0.424114,0.611181,0.522119,0.812109,-0.39027,-0.75132,0.842489,0.183894,0.180195,1.04827,0.101391,0.0286467,4.87919,4.46296,0.992454,0.988603,0.00168979,0.212721,0.207401,0.223448,0.265713,0.209564,0.287406,0.231006,0.249518,0,0,0,0,0.231557,0.255174,0.2235,0.266885,0,0,0.23476,0.246877,0.235701,0.236201,0.237864,0,6,8,6,9
-743.892,0.999913,0.0257347,7,127,0,755.378,-1.00743,-0.0310228,-0.539034,-1.44053,-1.83692,0.0107613,0.158141,-0.363631,0.132308,1.36715,-0.497791,-0.392874,-0.0276314,-0.630768,-0.710899,1.07666,-0.743009,0.156667,0.00532852,0.173714,0.100324,0.513192,5.89458,4.52396,0.997253,0.98927,0.00168979,0.259687,0.259174,0.258267,0.257869,0.259729,0.259877,0.252307,0.268649,0,0,0,0,0.24881,0.241553,0.276589,0.279514,0,0,0.246053,0.260328,0.212215,0.257788,0.395336,0,6,8,6,9
-743.039,0.98502,0.0267101,7,127,0,752.391,-1.59333,-0.387064,-0.42881,1.61173,1.0886,-0.355301,0.800728,0.0770935,-0.395115,0.958363,0.659114,1.18136,-0.131685,0.331361,0.713585,-1.43775,0.757387,0.82446,0.292808,0.0652776,0.286999,0.243753,4.27676,4.61773,0.986303,0.990221,0.00168979,0.201161,0.199223,0.309885,0.278516,0.202645,0.262099,0.241164,0.235679,0,0,0,0,0.273345,0.244907,0.177143,0.230127,0,0,0.214655,0.265004,0.232649,0.213049,0.272415,0,6,8,6,9
-747.811,0.994255,0.0268177,7,127,0,758.112,-1.20737,-0.12356,-0.141477,-0.568181,-0.991999,0.734172,0.217033,-0.888365,0.250622,1.19193,-0.334661,-1.00761,-0.866807,0.431718,-0.208415,0.0554522,-0.0761238,-2.12873,0.0270745,0.0267397,0.0253394,0.0492692,6.0553,4.79509,0.99766,0.991798,0.00168979,0.228006,0.22792,0.225894,0.223895,0.232118,0.229632,0.225941,0.23131,0,0,0,0,0.226539,0.224663,0.232372,0.230043,0,0,0.23341,0.228883,0.219414,0.229175,0.23747,0,6,8,6,9
-742.689,0.993626,0.027466,7,127,0,764.352,-1.59437,0.684612,0.0449091,1.37132,0.888967,0.538739,1.06727,0.661133,0.283117,0.620267,1.21828,-0.0394662,0.075883,0.0548311,1.49372,-1.12051,0.548125,-1.2826,0.269253,0.0834342,0.245075,0.0259174,4.37307,5.01983,0.987545,0.993438,0.00168979,0.251181,0.220226,0.287475,0.261657,0.243875,0.271025,0.256671,0.25072,0,0,0,0,0.269165,0.246603,0.231037,0.254793,0,0,0.253483,0.256075,0.254082,0.252236,0.253882,0,6,8,6,9
-739.211,0.991322,0.0280793,7,127,0,751.052,-1.01236,-1.27279,-0.683396,-0.531184,-0.870275,-0.340922,0.702271,-0.328277,-0.829508,0.707851,-0.884201,-2.28179,-0.939923,0.807029,0.299061,1.22274,0.0180863,1.12017,0.228136,0.184509,0.255367,0.0948705,5.50155,5.09046,0.995936,0.993882,0.00168979,0.184385,0.205394,0.211099,0.198547,0.218391,0.261534,0.223848,0.208305,0,0,0,0,0.208681,0.194807,0.216777,0.265109,0,0,0.2122,0.229087,0.212399,0.204608,0.22918,0,6,8,6,9
-737.19,0.978686,0.0285526,7,127,0,749.451,-1.48831,-0.293755,0.1646,-0.267303,0.0976532,0.242169,0.622597,0.622947,-0.363063,-0.142335,0.833749,2.51156,1.03714,-0.34286,-0.221922,-1.20817,-0.251533,-1.3288,0.642181,0.410588,0.246822,0.0273209,4.98717,5.04257,0.993221,0.993584,0.00168979,0.174237,0.220353,0.176679,0.21311,0.228961,0.274494,0.251411,0.183509,0,0,0,0,0.209301,0.224392,0.230574,0.247405,0,0,0.222498,0.224275,0.224277,0.219692,0.220712,0,6,8,6,9
-736.3,0.976401,0.0282502,7,255,0,752.417,-1.89629,0.538438,-0.118551,0.593423,0.235272,0.347894,0.786406,-0.150683,0.147882,0.809754,-0.802056,0.0987164,1.5547,-1.0548,0.620549,-1.60376,-0.0217595,-0.110993,0.32886,0.139819,0.877229,0.220795,5.45884,5.18563,0.99576,0.994435,0.00168979,0.233038,0.19685,0.236267,0.215791,0.222089,0.247839,0.222318,0.229565,0,0,0,0,0.237401,0.18539,0.200732,0.269284,0,0,0.22503,0.24225,0.206523,0.217469,0.243192,0,6,8,6,9
-736.451,0.949102,0.0278145,7,127,0,745.653,-0.347558,-0.565226,-1.17434,-1.65182,-0.884285,-0.781422,-0.326431,-0.261679,0.0588714,1.6714,0.43282,1.34335,0.0279511,0.543254,-0.36674,0.461411,0.468557,1.21237,0.625638,0.0124203,0.171852,0.423911,4.71062,4.57228,0.991081,0.989771,0.00168979,0.284198,0.214637,0.169296,0.24615,0.258038,0.314856,0.256561,0.257298,0,0,0,0,0.239793,0.263921,0.267268,0.282385,0,0,0.204031,0.236766,0.241705,0.267156,0.416958,0,6,8,6,9
-740.933,0.989423,0.0258499,7,127,0,749.14,-1.12319,-1.00634,-0.584315,0.217666,-1.01331,-0.721297,0.313333,0.908284,-0.266314,1.18887,-0.381837,-0.210935,-0.0415912,0.0273188,1.17414,1.84186,1.03675,-0.00616314,0.314794,0.00465743,0.36583,0.0496983,5.7281,5.66052,0.996757,0.996531,0.00168979,0.185345,0.206121,0.250179,0.185016,0.199196,0.255831,0.214493,0.213583,0,0,0,0,0.237961,0.166316,0.181589,0.244329,0,0,0.205947,0.214388,0.219354,0.209629,0.221724,0,6,8,6,9
-743.996,0.99573,0.0261667,7,127,0,751.385,-1.19635,-1.51626,-0.375669,0.257645,-1.7598,0.00731306,0.714888,0.659779,-1.10459,1.14137,-0.191753,-0.0691317,0.354032,-0.529171,1.08766,0.978402,1.32518,0.0273016,0.268836,0.0076464,0.425319,0.0293308,6.05738,5.22982,0.997665,0.994674,0.00168979,0.170467,0.217666,0.247602,0.161499,0.235454,0.270831,0.220791,0.218532,0,0,0,0,0.237381,0.117308,0.218834,0.273929,0,0,0.218376,0.221857,0.221584,0.212984,0.223973,0,6,8,6,9
-741.833,0.99636,0.0268315,7,127,0,751.326,-1.1141,-0.385746,-0.83281,0.0317281,0.837459,-0.553413,0.856198,-0.588731,0.714409,0.772844,-0.0777935,0.0736872,-1.03364,-0.516631,-1.13076,1.11455,-0.895951,0.773079,0.215154,0.0379827,0.442739,0.00825097,4.56135,5.1545,0.98966,0.99426,0.00168979,0.246168,0.228927,0.26303,0.29758,0.239602,0.298413,0.260544,0.270046,0,0,0,0,0.252599,0.325243,0.207051,0.327057,0,0,0.263401,0.26563,0.263346,0.265405,0.265498,0,6,8,6,9
-743.687,0.998113,0.0275378,7,127,0,754.382,-0.989267,-1.74847,-0.356936,-0.525983,0.492692,-0.571026,1.2481,0.287432,-1.27251,1.61919,0.0854843,0.526294,1.5449,0.160059,-0.636195,-0.290831,0.011408,1.46659,0.0905233,0.327407,0.252409,0.0996258,5.76704,4.65702,0.996881,0.990595,0.00168979,0.224401,0.246656,0.243876,0.26094,0.243139,0.274073,0.290557,0.198013,0,0,0,0,0.230862,0.27887,0.228877,0.318108,0,0,0.236119,0.269684,0.251597,0.22396,0.276882,0,6,8,6,9
-740.505,0.999517,0.0283534,7,127,0,753.039,-0.830055,-0.370178,-1.14709,-0.108631,-1.45624,-0.849304,-0.310196,-0.2648,0.420404,1.44575,-0.673113,1.46855,-0.220117,-0.731392,-0.289781,-0.980031,-0.223372,-0.801802,0.347222,0.15286,0.0543678,0.43223,5.59198,5.60037,0.996286,0.996317,0.00168979,0.268802,0.219985,0.286676,0.202401,0.237922,0.272839,0.23765,0.25671,0,0,0,0,0.249835,0.236645,0.242527,0.247832,0,0,0.186754,0.224553,0.227971,0.283883,0.381079,0,6,8,6,9
-748.727,0.999232,0.0292646,7,127,0,762.859,-0.145039,-2.014,-1.17665,-2.19025,-0.524303,-1.61882,-0.928952,-1.00833,-1.62936,0.830358,0.0875075,-0.759132,-0.268059,0.981985,-0.551745,0.963821,1.76033,0.696557,0.559171,0.0211905,0.0114795,0.264319,5.597,4.95142,0.996305,0.992976,0.00168979,0.172091,0.24864,0.158577,0.322121,0.205651,0.275189,0.241549,0.239203,0,0,0,0,0.239339,0.242755,0.240507,0.241923,0,0,0.21129,0.242746,0.238973,0.210833,0.335991,0,6,8,6,9
-745.56,0.999716,0.0301733,7,127,0,759.085,-1.09284,-0.210378,-2.24699,-0.507254,-0.909984,0.350614,0.439121,-0.762633,0.738681,-0.168821,1.24596,-1.15955,0.816696,-0.41456,1.15885,0.484787,-0.846882,1.11641,0.162869,0.0186854,0.0182083,0.0741777,4.47565,5.11192,0.988745,0.994012,0.00168979,0.244835,0.188782,0.236009,0.224391,0.262112,0.264908,0.23609,0.241164,0,0,0,0,0.237265,0.235947,0.240091,0.240384,0,0,0.241682,0.242882,0.226932,0.246974,0.23472,0,6,8,6,9
-739.717,0.999166,0.0311268,7,127,0,756.496,-1.41932,-0.115544,0.348915,0.27526,0.322509,0.88606,1.02865,-0.681417,-0.553235,0.223801,0.322549,1.24058,0.103191,0.66593,0.202197,0.315552,1.02684,-1.40734,0.751391,0.510855,0.308348,0.00703095,5.76887,5.22174,0.996886,0.994631,0.00168979,0.160775,0.213479,0.20435,0.210172,0.288778,0.311217,0.236104,0.247901,0,0,0,0,0.225818,0.228336,0.259844,0.268242,0,0,0.241963,0.242144,0.239983,0.240145,0.241125,0,6,8,6,9
-739.899,0.973044,0.0320602,7,127,0,749.505,-1.12845,-0.720441,-1.23292,-0.74416,-1.16432,-0.100903,1.11484,0.351474,-0.744206,-0.394777,-0.474459,-1.20662,-0.623705,-1.34579,-1.22445,-1.10494,-0.876762,1.00547,0.304673,0.173234,0.157683,0.107975,5.17761,5.51196,0.99439,0.995978,0.00168979,0.198636,0.17504,0.197493,0.178066,0.23024,0.301847,0.23403,0.202249,0,0,0,0,0.210062,0.199443,0.227102,0.261856,0,0,0.214963,0.237517,0.223172,0.203665,0.209747,0,6,8,6,9
-738.468,0.981791,0.0313132,7,127,0,749.341,-1.29406,0.225801,-0.1478,0.846642,0.574525,0.406087,1.25717,-0.139168,-0.571464,2.625,0.382559,-0.100468,1.06811,0.630438,1.54865,0.699789,-0.00887528,-2.01801,0.458252,0.70224,0.112753,0.108031,5.00506,4.99788,0.993341,0.993293,0.00168979,0.22094,0.19303,0.273389,0.249483,0.235398,0.312019,0.273061,0.217669,0,0,0,0,0.251422,0.245778,0.242326,0.260096,0,0,0.246101,0.263314,0.235474,0.227275,0.292526,0,6,8,6,9
-739.66,0.999299,0.0311286,7,127,0,750.914,-1.07129,-0.97131,-1.66181,-0.921159,0.113758,-0.21044,0.0419524,0.482348,0.255229,1.13618,-1.75996,-0.468891,-0.0876988,0.48377,-1.79844,-0.635031,-1.07213,1.38412,0.30254,0.518877,0.234253,0.529263,5.84607,4.71843,0.997117,0.99115,0.00168979,0.247667,0.211186,0.250473,0.312878,0.292438,0.308285,0.284519,0.261565,0,0,0,0,0.252718,0.300308,0.284866,0.296848,0,0,0.226197,0.250196,0.295909,0.271742,0.371734,0,6,8,6,9
-739.675,0.981451,0.032044,7,127,0,751.318,-1.16223,0.0880917,0.0582853,0.776998,-0.577679,-0.154184,0.569965,-0.105168,-0.618833,1.5117,1.27931,1.80194,-0.116781,-0.592039,-1.59958,-0.570782,0.336676,-1.74786,0.259947,0.248154,0.219163,0.144303,4.44106,5.17887,0.988354,0.994397,0.00168979,0.245424,0.243999,0.279899,0.21493,0.234001,0.269234,0.256562,0.233154,0,0,0,0,0.265544,0.211999,0.227849,0.25683,0,0,0.238211,0.257579,0.23949,0.226319,0.284249,0,6,8,6,9
-734.224,0.991666,0.0318237,7,127,0,748.77,-0.756392,-0.917238,-1.29902,-0.735132,-0.687461,-0.559329,-0.181549,0.163882,-0.0294721,-0.158909,-1.20365,-0.723783,-0.520911,-0.061178,1.34216,0.287729,-0.729289,-0.532819,0.616645,1.01707,0.293809,0.0617081,5.77484,5.59688,0.996905,0.996304,0.00168979,0.194914,0.160654,0.213102,0.218062,0.231803,0.275725,0.233975,0.200872,0,0,0,0,0.213127,0.215461,0.221827,0.24136,0,0,0.215556,0.219481,0.223114,0.221075,0.219718,0,6,8,6,9
-735.274,0.989846,0.0322481,7,127,0,741.742,-1.2282,0.236753,0.180983,-0.0701592,0.360937,0.000175144,0.555665,-0.0592217,-0.687621,0.842033,1.04527,0.715306,0.19005,-0.302684,-1.12955,0.626279,0.956751,0.671746,0.889676,0.391065,0.175268,0.0148714,4.32113,5.29786,0.986889,0.995023,0.00168979,0.246201,0.237136,0.199206,0.267207,0.209348,0.302343,0.269406,0.224148,0,0,0,0,0.244344,0.258426,0.246606,0.264956,0,0,0.250019,0.251556,0.249855,0.248124,0.252351,0,6,8,6,9
-736.164,0.965043,0.0325532,7,127,0,743.207,-1.21975,-0.0244078,-0.35976,-0.0491683,-0.108763,-0.332484,0.793709,0.197576,0.0111081,-0.835799,-0.0894707,-0.666711,-0.337066,0.923351,-0.97395,-0.863806,-1.28319,-0.527246,0.266422,0.704885,0.831122,0.16125,5.55383,5.09149,0.996142,0.993889,0.00168979,0.250265,0.234218,0.249056,0.246161,0.235496,0.29233,0.263966,0.239793,0,0,0,0,0.241732,0.23281,0.201387,0.390218,0,0,0.240461,0.274331,0.256044,0.250489,0.226266,0,6,8,6,9
-734.495,0.970582,0.0312959,7,127,0,743.3,-1.41084,-0.0350001,0.0453657,0.430158,0.0928514,0.156712,0.507309,-0.464366,-0.878137,-0.616664,0.464596,-0.066697,-0.0705526,0.857984,-0.669302,-0.191903,-0.661422,-1.96005,1.59655,0.579023,0.546007,0.0368887,4.90906,4.69988,0.992675,0.990986,0.00168979,0.159858,0.177795,0.285095,0.189112,0.205188,0.310731,0.240319,0.200111,0,0,0,0,0.23306,0.202402,0.207972,0.2405,0,0,0.225436,0.22765,0.221552,0.21899,0.220606,0,6,8,6,9
-738.294,0.944235,0.0304216,7,127,0,750.291,-0.614796,-0.466555,-0.838851,-0.181828,-0.752185,-0.380852,-0.103921,-0.167512,-0.313359,1.76945,-1.59536,-0.0549664,3.07672,1.02945,-0.405393,-0.505126,0.312684,-1.6501,0.579334,0.716808,1.03071,0.107421,4.40149,5.39504,0.987889,0.995481,0.00168979,0.205894,0.173081,0.233925,0.180333,0.214063,0.242036,0.215319,0.198376,0,0,0,0,0.227665,0.141062,0.193795,0.242004,0,0,0.20144,0.206214,0.20511,0.202596,0.240657,0,6,8,6,9
-741.954,0.996347,0.0281016,7,127,0,751.186,-0.987243,-0.10175,-0.599675,-0.693013,-0.209681,-0.329775,0.290853,-0.381687,-0.070525,0.0802123,1.85333,-0.718375,-2.97772,-0.776226,0.318494,1.25388,-0.115664,1.9747,0.602343,0.0711187,0.0860067,0.411325,6.17211,5.41184,0.997918,0.995556,0.00168979,0.243812,0.192927,0.184341,0.232056,0.219445,0.289863,0.231831,0.235757,0,0,0,0,0.228646,0.235988,0.234149,0.243759,0,0,0.215817,0.261751,0.212251,0.234269,0.245485,0,6,8,6,9
-740.548,0.958568,0.0287259,7,127,0,759.198,-0.559572,-1.94848,-1.97088,-0.505249,-0.108748,-0.651626,-0.159102,-0.316798,-0.0280338,1.48341,-0.576186,1.91925,0.310265,-0.225276,0.268377,-0.155115,1.73953,0.183516,0.198033,0.191518,0.476332,0.323054,4.01978,4.69241,0.98236,0.990919,0.00168979,0.23105,0.23027,0.285075,0.30117,0.279264,0.299097,0.268071,0.278898,0,0,0,0,0.264785,0.302622,0.251599,0.297651,0,0,0.237096,0.266871,0.257086,0.275181,0.381353,0,6,8,6,9
-733.751,0.964814,0.0272976,7,127,0,755.531,-1.08738,-0.50438,-1.08298,0.0267137,-0.218387,-0.607707,0.326963,0.244765,0.22607,2.12681,0.306085,1.60492,0.312169,-0.222178,0.25684,-0.913185,0.623096,0.192754,0.508471,0.291659,0.710382,0.251881,3.98811,5.43669,0.981803,0.995665,0.00168979,0.221326,0.175343,0.270503,0.246993,0.21253,0.301119,0.239614,0.238647,0,0,0,0,0.255717,0.224533,0.180684,0.297534,0,0,0.199122,0.238557,0.234888,0.234058,0.328076,0,6,8,6,9
-738.442,0.975117,0.0262615,7,127,0,747.543,-0.916584,-0.277856,-0.409462,0.0247202,-0.767621,0.0234743,-0.116328,-0.161276,-0.164093,0.242933,0.530648,1.45263,-0.552315,0.630184,-0.0249262,-0.00974889,-0.312958,-1.11913,0.0801485,0.0433354,0.0808285,1.88048,6.03138,4.75357,0.997604,0.991453,0.00168979,0.254395,0.252425,0.258961,0.247116,0.258943,0.256826,0.254615,0.254592,0,0,0,0,0.2568,0.244921,0.256781,0.254659,0,0,0.286929,0.236279,0.22137,0.220458,0.37807,0,6,8,6,9
-736.758,0.982496,0.0257719,7,127,0,748.691,-0.966119,-0.654713,-0.498467,0.368303,-0.337412,-0.0191055,-0.15474,-0.130862,-0.181586,0.208877,0.169385,1.49612,-0.447714,0.316129,-0.0370605,0.084165,-0.716916,-0.799389,0.110829,0.0472996,0.080843,1.63605,5.67439,4.53378,0.996579,0.989374,0.00168979,0.23625,0.239364,0.257143,0.242603,0.249092,0.246313,0.244712,0.244272,0,0,0,0,0.248762,0.238336,0.243002,0.241006,0,0,0.264116,0.223302,0.230148,0.215779,0.342581,0,6,8,6,9
