# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-743.552,0.98736,0.0210081,8,255,0,756.728,1.24167,-0.252453,-0.505498,0.732792,0.404863,0.510525,0.969096,-1.41702,-1.62324,-1.88734,0.574549,-0.840208,-2.04761,0.385858,-0.866758,-2.28711,0.748721,-0.500843,-1.23713,0.671986,-0.547161,-3.91545,5.109,5.55603,-0.345991,-0.897113,0.325901,-1.11282,-1.4441,-0.0113026,0.178821,0.434705,1.30326,-0.422451,-1.8883,-0.664001,-0.639006,-0.120793,-1.01419,0.653924,1.83554,1.93439,-1.65208,1.26807,-0.177987,-1.00291,-1.13474,-0.489672,13.0887,-0.0156884,-0.136443,7.12805,2.29321,3.33497,-0.180905,30.925,-10.6264,-2.06327,0.574549,-0.840208,-2.04761,0.385858,-0.866758,-2.28711,0.748721,-0.500843,-0.535966,-30.0495,4.70874,-0.627452,0.12728,1.90336
-749.367,0.848288,0.0214241,8,255,0,760.402,-1.54521,-1.30836,-1.1838,-0.532424,0.0486524,0.453207,0.642962,1.48645,0.963247,3.07983,-0.536928,0.58052,1.89997,-0.347216,0.991656,2.14783,-0.760897,0.386647,-1.9436,-2.40732,-3.90537,-1.3858,6.0417,6.04334,-0.337289,0.865166,-0.395199,-0.373912,0.337015,0.494659,-0.375942,-1.6833,-1.07307,1.3745,0.358903,-2.29758,-1.39653,0.356887,1.03192,-1.33792,-0.0623877,-1.0179,0.238241,-0.314558,-1.56194,0.57054,-0.154296,0.460783,-9.18259,-1.30277,-0.730293,-0.423617,0.358491,-0.743318,-2.87713,2.54469,0.528599,2.44968,-0.536928,0.58052,1.89997,-0.347216,0.991656,2.14783,-0.760897,0.386647,-3.15759,-2.12966,-0.837412,-1.55084,1.59032,3.56851
-737.806,0.998292,0.0149242,8,255,0,756.668,-0.399722,0.495598,-0.603887,-0.491666,-0.236138,-0.704749,-0.0994875,-0.346577,-0.963376,0.132945,-0.0188455,-0.165359,-1.99104,-1.05097,-1.0531,-0.0255392,-0.537604,0.338174,-0.960101,-0.277981,-0.986593,-1.21388,4.20775,4.69567,-1.94568,-0.102031,2.0635,-2.43199,-0.0135792,-0.547517,-1.1532,1.67273,0.433133,2.16006,-0.586775,0.559306,1.24424,-0.799526,0.643781,2.30641,-1.03814,0.553809,-0.000572944,-0.257598,-1.0122,0.25629,-0.449509,-1.77533,-10.5925,3.50271,0.756086,-4.33026,1.51727,-4.66663,-5.98617,0.136616,-10.3996,-1.79693,-0.0188455,-0.165359,-1.99104,-1.05097,-1.0531,-0.0255392,-0.537604,0.338174,1.26601,7.02752,1.78897,1.9142,-2.60218,-1.58266
-735.872,0.998914,0.0157185,8,255,0,750.487,-1.04098,-0.371772,-1.45239,-0.608826,-0.998027,-0.434931,-0.0432877,0.346865,0.377581,1.50168,-0.142048,-0.142244,1.92015,0.817653,0.941036,-0.220203,0.632266,-0.581736,-0.915293,-1.45124,-1.76793,-0.916554,6.15569,4.60643,0.588053,-2.08306,0.671634,0.43516,-2.07453,-1.5471,-0.426752,-0.540557,0.201253,1.38824,-0.85445,-1.64567,-0.561927,-1.33481,-0.6924,-1.30475,0.451407,-1.25918,0.752789,0.454378,1.72293,-0.694139,0.873295,0.523139,-9.79587,1.47112,-2.84021,-1.66611,-1.85229,-2.70315,-6.13524,-1.04902,2.07476,0.465102,-0.142048,-0.142244,1.92015,0.817653,0.941036,-0.220203,0.632266,-0.581736,0.46843,-1.4356,0.137227,0.712242,1.75122,-2.39355
-739.936,0.996035,0.016568,7,127,0,750.947,-1.29926,-1.33636,-0.0740619,0.522943,0.147155,0.204958,0.168276,0.061439,-0.00495205,1.11596,-1.77672,-1.49074,-0.748272,-1.37964,0.261827,0.798061,0.118112,-0.465181,-1.5531,1.05797,-2.46794,-1.03914,5.87015,5.80305,-1.16417,-0.0977621,-1.58222,-0.373681,-1.06187,-0.0352867,0.00144313,0.402923,-1.50322,0.0829733,0.619411,0.494558,2.42066,1.49321,0.912385,-0.588026,0.63821,-0.431826,0.621308,-1.35413,0.0118418,-0.226526,1.2916,0.165663,17.4494,-1.35656,2.72126,2.63643,1.47316,4.05581,0.123054,45.737,11.5547,0.0550837,-1.77672,-1.49074,-0.748272,-1.37964,0.261827,0.798061,0.118112,-0.465181,-0.364637,4.48689,-0.226747,-0.89779,1.43447,2.6129
-741.111,0.999564,0.0173135,8,255,0,753.215,-1.11546,-0.411632,-1.60115,-0.724072,-1.19066,-1.31784,0.579367,0.346328,0.0823274,1.63239,-1.97374,0.815983,-0.434607,-0.960956,2.06142,-0.191301,0.709765,0.710483,-1.74609,-1.21708,-2.35939,-1.84467,4.66047,4.57731,-0.890185,-1.72785,0.133877,1.41908,0.122337,0.166729,0.930638,0.232315,0.522423,-0.274852,-1.5579,-1.5963,-0.70251,-1.27659,0.0224793,0.825849,0.035892,-0.55144,0.059704,1.37085,-0.757392,1.77376,0.863347,1.62899,-8.21693,0.1935,-1.16575,-1.21481,-1.13237,-3.44252,-0.353447,-2.06084,0.751918,0.684266,-1.97374,0.815983,-0.434607,-0.960956,2.06142,-0.191301,0.709765,0.710483,-2.87893,-1.67906,-0.312791,0.866857,-1.11919,-2.75312
-743.441,0.999581,0.0182478,8,255,0,755.657,-1.40152,-0.508226,-0.269057,0.247477,-0.0687715,0.699545,0.603967,-0.351205,-0.0929556,0.730449,0.728941,1.38342,-1.22592,-0.0223353,0.896787,-1.26331,-0.922759,-1.33082,-0.474945,-1.13225,-0.956382,-3.31658,6.36849,5.62497,0.747492,-1.48376,0.222871,-1.5631,0.394009,-0.00282658,-0.276839,0.122128,1.66822,1.21363,-1.88039,1.05406,-0.641729,-0.977455,2.23622,-0.401312,0.567709,0.501426,-0.0360959,1.51941,0.174126,0.329959,0.567346,0.394838,-12.2135,-3.87464,-4.46928,-4.86142,-2.49006,13.0678,-7.34765,-6.97083,2.81991,0.361338,0.728941,1.38342,-1.22592,-0.0223353,0.896787,-1.26331,-0.922759,-1.33082,5.34836,1.36113,-0.869912,-1.09749,2.04097,2.58248
-752.148,0.985231,0.019215,7,127,0,761.436,-1.34898,0.81396,-0.123185,0.533886,0.230365,-0.743531,2.10249,-0.780783,-1.57194,0.275416,0.316116,0.989897,-2.20575,-0.925023,1.85187,-2.40803,-1.36756,-1.05504,-1.92896,-3.00887,-1.9241,-4.32656,3.86842,4.55002,1.1369,0.223463,-0.748951,-0.489603,-1.25148,0.829412,0.474249,0.895482,-0.81456,-0.580307,-0.698325,-1.28208,0.988811,-0.0800931,-0.696911,1.00399,0.77674,1.22193,-0.306805,-0.764712,-2.06317,-0.0271705,-0.636749,-0.321723,-19.3624,1.10217,0.119061,-1.98061,0.276647,-2.16791,0.18446,-1.76485,-1.55846,0.151822,0.316116,0.989897,-2.20575,-0.925023,1.85187,-2.40803,-1.36756,-1.05504,-4.35517,-0.31851,-1.57061,-0.789328,-4.30819,-2.41612
-739.298,0.995001,0.0194714,7,127,0,761.593,-1.44113,-0.288393,-0.19285,0.0959699,-0.556126,0.309481,0.593841,1.33384,-1.431,0.153287,-0.134544,-0.581275,-0.51898,-0.222999,0.785491,-1.74146,-1.48004,-0.00125598,-0.811217,-1.86338,-1.30183,-3.04337,5.26378,5.71948,-1.11364,-1.45807,-0.955927,-1.43426,1.87312,-2.68632,0.0308388,0.927183,1.2447,-0.0631394,-0.395003,-1.30137,2.16885,0.907392,-1.67997,1.89439,0.878014,1.1369,-1.16872,0.938632,0.796514,1.38933,2.10681,0.111158,-16.7332,-0.9098,0.0444964,-3.53173,-3.37107,2.82112,-6.05408,0.522804,-3.2446,-0.315134,-0.134544,-0.581275,-0.51898,-0.222999,0.785491,-1.74146,-1.48004,-0.00125598,-2.0773,-0.00533026,-1.05549,-0.320807,0.237476,2.86096
-741.526,0.992176,0.0202293,7,255,0,749.429,-0.987405,-0.0767835,-0.947669,-0.238959,0.30105,-0.299023,0.422831,0.521937,-0.939379,2.20899,-0.544677,-1.47177,-0.774127,1.06493,0.999182,-0.167833,0.898466,1.55129,-1.07711,-3.32301,-1.23548,-2.47526,4.82979,4.48393,0.695007,0.334404,0.930147,0.0273181,0.249877,-0.428149,0.817743,1.84562,-1.65265,-0.569858,-0.0729158,-0.416166,-0.433524,-0.346658,0.675944,-1.73354,-1.59278,-0.179283,0.191799,0.306041,0.0685222,-0.444641,0.066963,0.337135,22.0733,1.56948,-0.309755,4.91846,4.42861,3.29835,1.19394,1.94903,-0.515754,1.74976,-0.544677,-1.47177,-0.774127,1.06493,0.999182,-0.167833,0.898466,1.55129,-1.99265,-1.09282,-1.239,-1.06198,-0.348558,-4.80047
-739.77,0.967916,0.020849,8,255,0,752.079,-1.2659,-0.663859,-1.29964,-0.69983,0.415083,0.00164444,0.720523,0.968248,-0.102713,2.63878,0.0297727,-0.600228,0.256761,0.801389,1.34475,0.236021,0.62524,1.61607,-1.44841,-2.69468,-1.94798,-1.84025,5.11588,5.18012,-2.09287,0.706514,-0.314324,-0.302829,0.841728,0.107876,-1.29458,-0.233554,-1.54901,0.10446,-0.830453,-1.51419,-1.4102,0.702064,0.0231203,-0.499098,0.646873,0.541663,-0.016332,-1.45192,1.445,-1.45889,-0.464254,-1.31188,-16.4678,-0.781677,-2.37169,-3.38423,1.59267,-0.28292,-2.49337,0.366611,-1.52246,1.67569,0.0297727,-0.600228,0.256761,0.801389,1.34475,0.236021,0.62524,1.61607,-2.17967,-2.13385,1.61229,-2.15024,-0.0774949,0.909743
-736.825,0.999584,0.0201863,7,127,0,750.162,-0.969818,-0.672919,-0.104412,-0.134316,-1.12662,0.00845625,0.362505,-0.44628,-0.260875,1.40099,1.46855,-0.155059,1.34474,-0.371688,-0.41974,0.998447,0.0566734,0.497035,-0.983705,-1.1953,-0.371342,-1.69166,5.5931,5.70207,0.0344746,-1.16168,1.59476,-0.798171,1.25783,-0.359278,-0.0730455,0.470804,-2.05952,-2.47413,-0.431246,0.664383,-0.632752,-0.729263,-1.27933,-0.516842,-0.663483,-1.81049,-0.654506,0.783338,-0.0850895,0.549459,-0.870379,0.74283,-16.9568,-1.36698,2.08147,-12.2735,-5.4663,2.17057,-3.50349,-8.03303,0.373342,0.255756,1.46855,-0.155059,1.34474,-0.371688,-0.41974,0.998447,0.0566734,0.497035,0.697907,1.82744,3.39636,-1.37994,0.851149,2.81938
-736.944,0.998969,0.0211813,7,127,0,750.927,-1.06224,-0.748852,-1.45508,0.0183039,-1.16067,0.0842167,0.142355,-0.136669,-0.379116,1.29255,0.837779,-0.311317,-0.387083,0.352182,-0.529299,-1.2847,-1.33018,0.446762,-1.5238,-1.29268,-1.75046,-1.23977,4.75575,4.17779,1.22816,-0.153346,-1.57488,0.141792,2.02737,-0.843749,0.417219,1.83704,-0.849715,0.561232,1.78683,-0.25594,1.28775,-0.28192,-0.598206,0.65508,-0.342349,0.654027,0.159007,1.56518,0.669449,0.301698,0.564387,2.20592,-4.50122,-0.431861,-1.44713,-0.398484,-1.48424,2.61047,-1.38585,-2.11437,-1.04009,0.0624366,0.837779,-0.311317,-0.387083,0.352182,-0.529299,-1.2847,-1.33018,0.446762,-0.828216,-0.892944,-0.940489,-1.33772,-0.820979,-6.49615
-742.841,0.990418,0.0221708,7,127,0,749.745,-1.32412,-0.23676,-0.202419,-0.730687,0.492617,0.400226,0.828939,0.0724277,0.0945983,1.17047,0.206347,1.11773,1.64351,-1.33219,-1.4447,1.71006,1.72011,-0.913088,-0.58891,-1.67373,-1.12153,-1.18153,5.2558,6.00059,-1.09649,0.459074,0.556775,-1.50851,-0.201291,-1.08595,0.380946,0.328871,0.044946,0.043774,-0.873899,0.160822,0.165138,-0.172637,0.732494,1.06198,1.10651,-0.325613,0.139438,0.468066,-0.493476,-0.0707521,0.521767,-1.9318,-8.64353,-1.89475,-3.23989,-8.21399,3.80803,5.23866,2.33271,-3.73777,-1.36544,-1.10284,0.206347,1.11773,1.64351,-1.33219,-1.4447,1.71006,1.72011,-0.913088,-0.0394555,-0.874701,6.95159,-0.445695,0.28959,3.54
-744.016,0.997141,0.0226976,7,127,0,757.98,-1.28723,0.402797,0.529018,0.894184,-0.319693,-0.584171,0.817393,-0.395919,-0.711486,-0.0817572,0.470096,1.4832,0.605287,-2.30147,-0.305462,0.309131,1.92008,0.954692,-1.84935,-1.37509,-1.55535,-2.64881,4.59085,4.30064,0.228628,-0.209763,1.65653,-1.55992,1.64623,-0.153002,-0.42692,-0.37117,1.48816,0.800418,-0.0236059,0.458435,1.54297,-0.252083,-1.48128,1.78228,0.90538,-1.56914,1.29674,-0.609142,0.813483,1.46598,0.220357,0.724766,-9.4949,0.82141,2.0738,-0.0356171,-0.301817,-1.85409,-1.92852,-2.77786,-0.460032,-0.66666,0.470096,1.4832,0.605287,-2.30147,-0.305462,0.309131,1.92008,0.954692,-1.84848,-0.0391627,-1.68953,-0.272798,-1.32616,-4.88713
-741.858,0.999593,0.0236139,7,127,0,753.877,-0.303155,-1.19757,-1.50012,-1.17153,-1.39939,-1.1564,-0.663503,0.33681,-0.39728,1.67219,-0.381704,-1.23443,-1.58472,1.77379,0.881439,0.207403,-1.72206,-1.19627,-0.644175,-0.373212,-1.02211,-2.55796,5.95101,4.29839,0.960488,-1.20706,0.553273,-1.11529,-0.532848,1.89043,0.105316,1.31739,-0.830005,-1.41425,0.282256,0.835004,-1.65301,-1.55696,0.984901,1.03113,0.852179,-0.203472,0.21474,0.740347,1.39863,-0.508054,-0.0767205,0.517141,0.698748,0.135018,-0.273111,-0.577011,-1.5349,0.744441,-4.57558,7.3096,-6.20757,1.15638,-0.381704,-1.23443,-1.58472,1.77379,0.881439,0.207403,-1.72206,-1.19627,-3.82329,4.20644,-0.843912,-1.63992,1.48765,-5.40234
-733.321,0.999826,0.0246967,7,127,0,751.068,-0.999305,-0.536994,-0.878347,-0.133245,-0.102057,0.0295447,0.00103605,0.13366,0.226295,0.626051,0.567725,-0.15926,0.337763,-0.895439,-0.0840074,-0.576952,-0.308766,-0.422059,-0.90806,-1.93393,0.0314862,-0.836963,5.84849,5.95682,0.931041,-0.12582,-0.989995,-1.19305,-2.2747,-1.38145,-1.16353,1.26389,1.90076,0.203094,-0.565163,-1.23988,-1.75146,2.11286,0.943585,0.386185,-1.70415,-1.12268,-0.950917,0.949737,0.111798,-0.616405,1.20325,-0.530359,0.495243,0.0178052,-1.05633,-5.14009,3.74052,7.80869,-4.10819,1.21061,2.09491,-2.19362,0.567725,-0.15926,0.337763,-0.895439,-0.0840074,-0.576952,-0.308766,-0.422059,-0.949744,-0.707674,0.769815,-1.939,1.33624,3.25491
-734.624,0.983968,0.0258222,7,127,0,749.047,-0.605424,0.151048,-0.95193,-0.93365,-0.466281,-0.521842,0.513333,-0.192875,-0.284466,1.8673,-1.36545,0.957317,-0.511444,1.46214,-0.0403859,0.586365,-0.00428822,-0.17067,-0.883722,0.782499,-2.99538,-2.14229,4.44892,5.55507,-1.18111,-1.85194,-1.25944,1.31539,-1.39058,-0.906371,0.983826,-0.136333,-0.91017,2.48637,-1.033,1.15651,-0.160403,0.585616,-0.213044,-0.15956,-0.565477,-1.0217,0.840826,-0.757843,0.183416,-1.16873,-0.377292,-1.70946,-12.8482,2.17195,-2.81835,-1.46186,-1.10979,-2.68159,-1.83639,-23.7265,-4.27919,1.03964,-1.36545,0.957317,-0.511444,1.46214,-0.0403859,0.586365,-0.00428822,-0.17067,0.88052,6.66012,-0.245311,-1.60178,-1.81869,2.25723
-736.504,0.954383,0.0259601,7,127,0,742.847,-0.597531,0.199086,-0.71312,-0.643041,-0.641252,-0.248274,0.184504,-0.114986,-0.616506,-0.123462,0.80324,-1.49915,1.2691,-1.3798,0.777334,-1.0677,-0.421103,0.621908,-0.657333,-0.720524,-0.506719,-2.0313,6.22711,5.3956,-1.10137,-0.830752,-0.527529,0.677044,-1.03699,0.167893,-0.532215,0.88796,1.05585,0.465984,1.20005,0.391453,-0.825788,-0.600546,-0.957045,0.436627,0.561728,-0.536888,-0.352244,0.317628,1.0443,-0.455772,0.358728,0.734753,-10.7312,3.30745,-2.33129,-11.1596,-1.68523,2.62404,-3.4932,-4.03203,-2.2121,-1.35113,0.80324,-1.49915,1.2691,-1.3798,0.777334,-1.0677,-0.421103,0.621908,0.663886,0.467058,6.06248,-0.0562789,1.84868,1.70037
-740.617,0.981648,0.0242994,7,127,0,750.46,-1.16471,-1.5887,-0.55725,0.487215,-0.179874,-0.598804,0.702395,-0.0130587,0.015697,0.332978,-2.33712,1.37049,0.62868,-0.202128,0.913883,-0.307156,-1.25293,-1.03845,-1.4139,-2.23709,-2.4892,-2.21033,5.75025,4.7275,-1.13188,-0.618886,0.182322,-0.840728,0.494968,0.672674,0.448988,-0.66583,0.743804,1.30745,-1.01369,1.62652,-1.21822,1.36719,-0.699249,1.04457,0.311564,-0.716438,-0.256001,-0.434789,-0.745312,-0.669082,-1.78506,-0.119992,0.31027,-2.1544,0.833977,1.33401,0.573198,-0.798007,-0.322836,-0.230212,0.759052,-0.593858,-2.33712,1.37049,0.62868,-0.202128,0.913883,-0.307156,-1.25293,-1.03845,-1.8896,-0.871676,-0.991632,-0.198867,1.18472,-2.03502
-732.13,0.995824,0.0242929,7,127,0,747.416,-0.417616,-0.436359,-0.362723,-0.821449,-0.07183,-0.545168,0.359828,-0.22365,-0.485571,1.40712,0.960789,-0.201802,-1.15104,-0.0104991,1.38182,0.461017,0.452747,1.08933,-0.702625,0.479559,-1.62828,-1.11965,5.17814,5.6027,1.22412,-2.35216,0.168339,1.75808,-0.342522,0.762504,0.0471846,-0.333603,1.7112,0.891,2.13035,-1.41126,-0.173122,0.226181,-1.6205,0.129994,1.17001,0.649767,-0.89378,-0.357118,0.177602,0.719052,-1.73821,-0.589599,5.55484,0.290615,3.17282,-0.365898,2.61471,-3.69748,3.41213,18.7028,-10.4199,0.837739,0.960789,-0.201802,-1.15104,-0.0104991,1.38182,0.461017,0.452747,1.08933,-2.65516,0.649791,-0.692203,1.77063,0.225324,2.1655
-731.459,0.99574,0.0251122,7,127,0,742.293,-1.22371,-0.459231,-0.442468,0.331319,-0.481336,-0.183522,0.291777,0.106749,-0.125449,0.613706,-0.975576,-0.586579,-0.225706,-0.151208,0.591544,0.255469,-1.32099,-0.881616,-0.471679,-0.446896,-1.56092,-2.55283,4.92414,4.77743,-0.567967,0.889126,0.462752,0.319161,-0.51883,-1.27366,0.973062,-0.253669,0.953633,-0.785674,-1.81238,-0.150835,1.23485,-0.0888938,-1.26714,-0.383735,-1.43241,-1.90411,-0.0291041,-1.28608,0.427876,-0.90911,-0.160174,-0.921358,-7.98433,-1.04384,-0.28679,1.61709,-2.73533,0.715102,-4.60295,-4.55316,0.122313,-0.0691051,-0.975576,-0.586579,-0.225706,-0.151208,0.591544,0.255469,-1.32099,-0.881616,0.187957,-0.937406,-1.38032,-1.149,-0.440977,-1.41407
-735.272,0.95824,0.0259373,6,63,0,741.743,-0.894304,-0.385909,-0.175714,-0.359421,-0.443781,-0.432878,0.67998,0.00407213,-0.542941,-0.248551,-1.36462,-0.665158,0.0544768,-0.7107,0.893382,1.06507,-1.68492,-0.710884,-1.15179,-0.217896,-0.884512,-2.55091,4.38974,4.98239,-2.0042,-0.339885,0.708766,0.575971,-0.779317,-0.853276,-0.138663,-0.935843,0.556016,1.00509,0.105281,-0.120985,-0.414821,0.608538,-0.142066,-0.867186,-0.050657,-0.524499,1.34298,0.0527109,-0.744994,-0.150971,0.244013,-0.603235,4.29813,0.0871825,2.52049,0.377881,0.249525,-0.516896,0.623512,9.64971,-5.62758,-0.902876,-1.36462,-0.665158,0.0544768,-0.7107,0.893382,1.06507,-1.68492,-0.710884,-3.11509,2.60679,0.115644,-0.264608,-1.71997,-0.51693
-735.242,0.996455,0.0245222,7,127,0,746.978,-0.633465,-1.15861,-1.82615,-0.656061,-0.799349,-0.324095,-0.229746,-0.0244957,-0.359864,1.21603,1.71562,0.0619246,-0.307531,0.350443,0.868774,1.04871,-1.75159,-0.0769374,-1.29103,-0.682004,-0.934775,-1.6404,5.19347,5.19553,0.713483,0.136762,-0.180532,-0.196336,-0.18598,-1.55599,1.81956,-0.714112,0.716951,1.19253,1.58879,0.677965,-0.0932051,0.759798,-0.791992,-0.942582,1.47961,0.706742,-0.910425,-0.784041,-0.660365,1.63557,1.36911,0.67548,-1.34585,-0.849659,-2.45172,-2.4834,0.302291,3.57263,-2.87124,-0.460941,0.0411068,0.0646395,1.71562,0.0619246,-0.307531,0.350443,0.868774,1.04871,-1.75159,-0.0769374,-0.907806,-0.837303,0.152643,-2.12747,0.192602,0.596895
-739.612,0.988026,0.0253534,7,127,0,755.64,-1.25401,0.124809,-0.94571,0.172464,-0.662537,0.13908,1.19512,-0.298968,0.170342,0.741717,1.68155,0.878126,0.473805,1.71918,-0.124864,0.701964,0.454147,1.20292,-1.78968,-0.959568,-0.691986,-1.93141,5.0615,5.46483,-0.299188,0.810166,1.15488,-0.309142,1.41728,0.616835,0.833044,-0.0733531,0.858784,-1.38636,-1.30446,0.185955,0.454836,0.125737,-0.938919,-0.890289,1.95072,0.422932,0.909137,-1.23869,-1.23683,-3.14562,-0.15728,-1.64474,-5.2269,0.507258,-0.88988,-4.29656,-1.01277,1.50096,2.9929,-7.3391,4.89482,-0.471291,1.68155,0.878126,0.473805,1.71918,-0.124864,0.701964,0.454147,1.20292,-3.02443,2.30584,1.4051,0.31314,-0.0944126,1.84266
-743.681,0.999755,0.0256909,7,127,0,754.639,-1.08053,-0.539063,-1.36624,-0.996256,-0.452176,-0.440813,0.62384,1.35773,-1.23823,-0.547247,-1.32251,-1.6714,-0.272218,-2.16366,0.734914,-0.344311,-0.170765,-0.227625,-1.45313,-2.47498,-2.89813,-6.10582,4.82419,5.50118,0.706605,-1.44025,-1.44356,0.347569,1.04948,-0.849854,-0.377379,0.896974,-0.333896,0.108549,1.07374,-1.14791,0.477493,-0.31607,1.02951,0.810198,0.61475,2.01975,1.87802,-0.732023,0.0218076,0.396454,1.02461,-0.0261748,1.59787,0.0162771,-1.37792,-0.695402,0.113794,0.713958,-1.15104,1.5514,-1.19677,-0.5674,-1.32251,-1.6714,-0.272218,-2.16366,0.734914,-0.344311,-0.170765,-0.227625,-3.32493,-0.7172,-0.849327,-0.965885,-0.588125,1.79057
-739.573,0.965593,0.0267339,7,127,0,753.756,-0.548403,-0.443102,0.214919,-0.133128,0.0134646,-0.102872,1.25444,-0.793955,-1.1335,0.822706,-0.111544,0.57488,0.440188,-0.657355,1.31192,0.0395338,-0.51956,0.380947,-1.17062,-0.333275,-3.31151,-6.84123,5.30238,4.56127,-0.65881,0.801274,0.874461,0.728369,0.0981467,0.53332,-0.634415,0.880171,-1.30863,0.31172,1.43443,1.56978,0.137992,2.50801,-1.22153,0.350166,0.356745,0.111018,1.36755,2.34113,0.581311,0.556704,1.39159,0.439145,27.7403,-0.164354,4.14181,1.45548,0.931363,1.27623,2.98856,16.3175,2.04419,0.815106,-0.111544,0.57488,0.440188,-0.657355,1.31192,0.0395338,-0.51956,0.380947,1.87426,-17.4541,-0.988232,-1.00673,0.6011,-4.31069
-741.705,0.981153,0.0257152,7,127,0,750.086,-0.982396,0.246001,-0.519943,0.231631,0.740626,0.698517,1.5208,-0.189416,-0.403284,-1.26098,-0.148707,0.589545,-0.110674,-0.773363,0.227849,-1.77043,0.765614,2.0649,-1.50416,-0.0680684,-2.19601,-5.10543,5.04776,5.51934,-1.77066,0.704431,-0.447006,-0.217795,-1.06825,-1.02775,0.0259839,-0.0914546,0.607259,-0.640035,0.131336,-0.654401,-0.429625,0.7609,-1.35133,0.185207,0.426374,-0.64647,1.03238,-0.261756,1.13341,1.82336,-0.385358,-0.580763,29.3528,1.07774,0.334725,3.29405,2.55202,4.06426,1.83539,22.0033,5.84866,-1.30789,-0.148707,0.589545,-0.110674,-0.773363,0.227849,-1.77043,0.765614,2.0649,2.20146,-6.76243,0.617172,-0.807716,0.161798,1.45186
-743.719,0.997232,0.0256313,7,127,0,760.07,-0.873475,-0.485753,-1.25713,-1.26898,-0.78657,-0.543674,0.558258,-0.0912552,-0.0416755,1.55385,1.46071,-1.33468,-0.655525,-0.026943,0.0579671,1.377,-2.49363,-1.40123,-1.01817,-3.62759,-1.60393,-3.55387,5.05878,5.08729,0.199481,-0.625154,-0.0645179,0.391605,-0.445898,2.60065,0.0759238,-0.181733,-0.0316065,-0.386782,1.4025,-0.602908,-0.894764,-1.18674,0.405293,-1.11634,-1.62879,1.52985,-0.239005,2.26127,1.38126,-1.91298,1.06182,-1.46733,-17.3766,-0.18918,-3.61432,-5.92598,-1.58374,-0.815991,-0.919754,-0.685893,-0.0939893,1.27438,1.46071,-1.33468,-0.655525,-0.026943,0.0579671,1.377,-2.49363,-1.40123,2.18573,-0.926441,4.95865,-1.29935,-0.208429,0.603859
-738.649,0.998359,0.0264865,7,127,0,750.831,-1.40608,0.880392,-0.0551348,0.251674,0.0792001,0.257473,0.955316,-0.230952,0.105951,-0.942021,-0.638873,0.203545,0.618519,-0.451551,0.149496,-0.930999,0.743448,0.49777,-0.792347,-0.820939,-4.06132,-2.56003,5.43987,4.93876,0.0873957,-0.415691,-0.362339,0.413899,-1.13976,0.844022,-0.0628539,-0.894099,1.56852,0.429307,1.37533,-1.58153,-0.333692,-0.421263,0.203978,1.01562,-2.64453,-1.41766,0.952846,0.942068,0.0687002,-0.890149,-1.02686,-0.122769,-20.0478,2.96595,-1.75888,0.629078,-1.66564,-1.37728,-5.15467,-12.5326,3.57198,-1.78148,-0.638873,0.203545,0.618519,-0.451551,0.149496,-0.930999,0.743448,0.49777,-5.08545,2.64853,-1.06088,0.113203,0.560441,-0.0119881
