# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-749.046,0.999425,0.0256653,7,127,0,758.261,-0.63289,-0.690012,-0.179695,0.586122,1.04165,0.809491,0.560881,-0.821291,-1.15588,0.20708,0.783504,1.22372,-0.23207,-0.199457,1.50823,0.297978,0.730559,3.10252,-3.18798,-0.70151,-5.15373,-2.79264,4.85129,4.8482,-0.717295,-0.312622,0.484993,-0.71445,0.887407,-0.636193,-0.48327,-0.831712,1.35194,-0.402032,0.381071,0.0493903,0.971245,-0.184327,-1.7199,1.35611,1.25545,-0.569101,-0.280087,0.73303,0.0761096,-0.907065,1.51192,-1.18879,19.0286,-0.536831,0.315475,0.814084,1.28805,1.61749,0.590856,6.88106,1.49346,-0.227219,0.783504,1.22372,-0.23207,-0.199457,1.50823,0.297978,0.730559,3.10252,-0.825141,-9.33068,-0.918568,-0.933115,-0.338255,-1.81761
-745.697,0.998214,0.0270149,6,127,0,762.476,-0.723712,-0.564804,-0.102907,-0.0552207,0.623653,1.63264,0.874348,-0.807527,-1.06182,-0.673468,0.716844,0.92242,0.96253,1.00091,-0.949305,0.0185129,1.21634,1.33373,-2.27817,-0.417365,-4.27944,-4.42067,5.92445,5.0571,-0.76563,0.364972,-0.102235,-0.920882,-0.953354,0.0360709,0.721965,-0.189707,0.612549,-0.80376,-0.408728,-0.815999,1.17939,1.17007,-2.88498,-0.384354,0.112485,-2.97406,1.47498,0.845654,1.44393,-1.57111,0.888893,0.578885,-14.9171,-0.571876,0.265694,-0.0856989,0.72287,2.39552,-1.98692,-9.10794,-2.14945,-0.789338,0.716844,0.92242,0.96253,1.00091,-0.949305,0.0185129,1.21634,1.33373,-2.11603,7.47656,-0.946551,-0.917746,1.39499,0.333322
-742.603,0.986495,0.0283183,7,127,0,758.136,-1.19734,-0.21449,-0.191519,-1.50801,0.178366,-0.707746,1.74779,0.353261,-0.186631,0.223358,-0.787994,-1.94167,-0.490452,-0.286252,-0.543836,0.744472,0.144984,0.670158,-2.24473,-1.38687,-4.13315,-2.05462,4.68249,5.63923,-0.914857,1.49984,-2.39172,0.355253,-1.67101,-0.0882506,-1.41477,1.29294,0.141185,1.50256,-0.621021,-0.679392,-0.907121,-0.972172,1.02727,-0.114744,-1.24502,-1.43114,-1.83023,-0.0741549,0.848348,-0.434542,-0.997625,0.91618,11.1157,0.0935182,0.817589,-1.17489,0.634681,-0.94794,3.13644,2.9356,1.19054,-0.834801,-0.787994,-1.94167,-0.490452,-0.286252,-0.543836,0.744472,0.144984,0.670158,-3.41487,-0.408566,-1.09725,3.75632,-0.813549,2.17069
-738.329,0.99747,0.0287324,7,127,0,752.186,-1.04954,-1.16686,-0.70522,-0.03404,-0.696492,-0.550028,-0.0270837,0.613272,0.441048,-0.279261,0.462488,-0.341255,-0.481908,-1.43255,-0.227565,0.155286,0.234143,1.33485,-0.636738,-2.4764,-2.56233,-2.92521,5.80627,4.43126,0.822985,0.785601,2.82765,-1.07918,-0.810041,-0.684793,0.115351,-0.178762,1.1567,-0.608056,-0.747128,-1.98317,-0.538933,-0.425099,-0.568134,0.762731,0.168119,0.80135,2.1321,0.260983,-1.72317,0.37695,0.0760787,0.336243,-13.5623,-2.98331,0.276957,0.986697,-1.71182,-0.666028,-6.76122,-0.666232,0.614246,-0.801409,0.462488,-0.341255,-0.481908,-1.43255,-0.227565,0.155286,0.234143,1.33485,1.80096,-1.6216,-0.973932,-0.678575,1.21635,-3.55547
-741.151,0.987912,0.0300191,7,127,0,750.477,-1.07442,0.0475831,-0.968054,-0.959225,-0.469087,-0.487146,0.149578,1.09897,-0.174963,-0.782861,0.994129,-1.39213,0.758655,-1.126,1.09842,0.41957,0.56845,-0.209979,-1.27967,-2.78141,-1.99417,-1.69108,5.18308,5.23752,-1.10585,-1.15045,-0.280523,0.898262,-0.442757,-1.21107,0.052376,0.514354,0.681521,-0.501429,-0.197757,0.667838,-1.21606,-0.935394,-1.16081,-0.134378,-0.151752,1.86947,0.811027,-0.278243,-0.823155,0.0661112,0.988558,-1.56767,-15.8298,1.03645,-1.02542,-3.22636,-0.0948978,-1.82722,-4.93596,1.87995,-1.1889,-2.90917,0.994129,-1.39213,0.758655,-1.126,1.09842,0.41957,0.56845,-0.209979,-1.97068,-2.12002,1.51534,3.93003,0.0747609,1.20393
-740.258,0.999422,0.0305487,7,127,0,752.73,-1.42462,-0.638755,-0.166571,0.686339,0.559015,0.481456,1.32844,-0.586567,-0.879175,-0.0339189,-0.655545,0.00935759,-0.259564,0.931772,0.985783,-1.20435,1.82561,-1.46652,-0.90044,-1.72583,-2.02408,-5.06346,5.38251,4.82548,-0.823452,0.930813,0.684068,-2.61589,-0.438429,0.556061,-1.13757,0.58851,0.335519,-1.09288,0.963461,-1.39314,0.746897,-1.0821,1.14727,0.361747,0.657369,-0.281149,-0.381207,-1.55851,0.59019,1.69604,0.473722,0.243386,-11.4179,-2.6668,-1.92022,0.033482,1.14211,1.04439,-0.739084,-3.08199,-0.188275,-0.0970608,-0.655545,0.00935759,-0.259564,0.931772,0.985783,-1.20435,1.82561,-1.46652,-0.797596,0.00959556,-1.71148,-0.929358,0.500394,-0.912832
-742.798,0.973786,0.0320387,7,127,0,754.627,-1.44791,0.375442,-0.266279,1.28129,-0.723208,-0.485989,1.47637,-0.182597,-0.479658,0.297093,0.800251,0.0728069,-1.61393,1.60045,1.08783,-1.12349,0.376364,-1.67177,-1.7276,0.0703671,-0.786332,-4.05153,5.24022,5.10595,-1.19823,-1.13441,0.355815,0.613789,1.07544,0.0547816,0.230667,-1.24352,-1.04614,-0.361358,-1.6131,-0.0535275,1.11612,-0.195571,0.343313,-0.60623,2.12473,-0.462173,0.644729,-1.94888,-0.49154,-1.59535,0.349853,-0.470911,5.89621,1.06911,1.13365,8.42943,-1.77737,-3.52908,1.11218,12.715,-5.36719,0.164457,0.800251,0.0728069,-1.61393,1.60045,1.08783,-1.12349,0.376364,-1.67177,-1.77663,0.10519,10.9832,-0.888356,0.352046,0.282827
-738.197,0.958837,0.0313838,7,127,0,751.379,-0.100345,-0.462153,0.252785,-1.13956,0.434327,-0.0624642,1.35137,-1.17414,-1.22529,1.2637,1.93601,0.508499,0.63599,-0.416825,0.356178,0.658736,0.0970932,1.03755,-1.36934,0.0236367,-3.4585,-3.01198,4.91106,5.2102,0.516992,0.10731,1.607,-1.58337,-1.81509,-1.39516,0.558894,-0.0904637,0.501228,-0.179959,-1.04762,-0.136733,1.54696,-1.56069,-1.1405,1.04995,-0.39133,1.5552,-0.412065,-0.654396,-1.21219,1.39135,-0.0213943,0.475627,-18.9397,-1.03083,1.05492,-1.88247,0.483579,-1.55008,-2.03365,-22.6327,0.413942,0.815668,1.93601,0.508499,0.63599,-0.416825,0.356178,0.658736,0.0970932,1.03755,-5.08895,22.5701,-0.112567,-0.537051,-0.588799,1.11003
-739.857,0.999122,0.0295723,7,127,0,750.032,-1.75197,0.293789,-1.23332,0.0484039,-1.46407,-0.0663762,0.442996,0.670278,0.327396,0.417446,-0.502604,0.505072,0.566882,-0.65801,-1.4095,1.04233,-0.691311,-0.402863,-1.40196,-0.266108,-3.71908,-1.15786,5.35005,4.42221,-0.713384,0.810605,0.399489,-0.954606,1.69172,0.936652,-0.796695,-0.731201,-0.330341,-1.74359,1.91584,0.826596,1.00094,-0.801431,-0.316085,1.26779,-0.242046,0.958976,-0.667826,-0.090956,-0.811063,-0.229225,0.325738,0.317394,-14.2028,1.3931,-1.57239,0.475988,-2.78529,-1.55976,-2.95078,-4.53049,-3.42919,-2.42426,-0.502604,0.505072,0.566882,-0.65801,-1.4095,1.04233,-0.691311,-0.402863,-0.0322173,-5.67498,-1.042,-0.510138,0.423964,-3.52042
-741.615,0.975749,0.0309521,7,127,0,751.657,-0.701797,-0.0395897,-0.0710984,-0.365017,0.853608,0.753636,1.15251,-1.27698,-1.57147,0.500069,-0.336409,-1.03361,-0.734285,0.772187,-0.591247,0.97834,2.06373,-1.82031,-0.8632,-0.826596,-2.00841,-4.07259,4.74439,5.26559,-0.251137,-0.946577,0.716991,0.257334,1.47811,-0.0550881,-0.895122,0.909681,0.119117,-0.241066,-0.656789,0.162002,0.336428,-0.419605,-1.71403,1.46399,0.01389,-1.08945,0.708088,-0.0596303,-1.41879,1.15428,-0.867743,1.74279,21.4835,-0.117564,0.215099,1.47468,4.57137,7.24818,1.56664,4.86579,2.17159,0.359898,-0.336409,-1.03361,-0.734285,0.772187,-0.591247,0.97834,2.06373,-1.82031,6.19947,-14.0497,-0.131495,-0.94752,-0.541869,0.50254
-742.685,0.985213,0.0304824,7,127,0,752.719,-1.50821,-0.696278,-1.53238,-0.97007,-1.90304,-1.6734,0.372103,0.624284,0.493117,-0.868569,0.778982,0.801716,-0.452389,-0.770005,-0.164028,-0.838355,-0.953069,1.68979,-1.52251,-0.215199,-3.88783,-2.67946,5.45229,4.89237,0.142978,0.608765,0.289065,-0.748283,-1.54627,-0.781486,1.04124,0.772046,-0.989726,-0.714026,0.173686,-0.687574,-1.27254,0.382427,-0.871018,0.589807,1.86974,-0.997707,-1.3802,1.53887,-0.187555,-0.623953,0.0193177,-0.545865,-18.6437,-0.148965,-1.31368,-0.856263,-2.8907,-3.72068,-1.9649,-13.3003,0.533094,-1.5746,0.778982,0.801716,-0.452389,-0.770005,-0.164028,-0.838355,-0.953069,1.68979,1.44907,-8.84783,-0.651279,0.71298,0.587815,-0.346575
-741.943,0.999399,0.0307549,7,127,0,754.302,-1.56193,-0.69052,-0.057428,-1.05289,0.978078,0.72009,1.23125,1.16016,0.367845,1.13801,0.327522,0.0469863,1.4326,-0.859958,-0.481246,0.973024,1.30272,-1.25785,-1.15389,-1.69607,-3.57809,-3.80514,4.70324,4.60317,-0.929437,1.7618,0.600827,1.402,1.7413,-0.0951384,-0.179664,-1.22192,-1.85504,0.936356,-0.982318,-0.889173,-0.110958,1.19616,0.379965,0.500593,0.486553,-1.30435,0.540374,-0.724773,1.02031,-0.116743,0.21803,-1.44486,-6.72945,-1.78657,-0.0363467,-1.45472,2.57835,2.69959,-2.549,-0.0483584,0.625776,0.928928,0.327522,0.0469863,1.4326,-0.859958,-0.481246,0.973024,1.30272,-1.25785,-1.70975,-2.17247,-0.558532,-1.0405,-0.97717,-2.60205
-738.439,0.874007,0.0321538,6,127,0,750.458,-1.19891,-0.0411336,-1.04462,-0.878667,-0.251618,-0.559853,0.926255,0.40664,-0.0281674,0.684228,0.444301,-0.951246,0.922479,-2.35817,-0.275423,0.201069,-0.325452,-0.166844,-1.4163,-1.36026,-2.79438,-1.24772,5.44647,5.73948,-0.0202648,0.4103,-0.712937,0.833683,-1.6947,-1.00418,-0.179044,-1.51042,-0.831495,-0.146755,-0.261648,-0.197119,-1.30497,0.499644,0.443793,-0.953239,-1.36973,1.24691,2.09847,0.944622,1.03405,1.42746,0.390274,0.778516,5.0943,0.864639,-0.708208,-0.376775,0.52232,-2.76798,5.20978,2.70771,0.476422,-1.38123,0.444301,-0.951246,0.922479,-2.35817,-0.275423,0.201069,-0.325452,-0.166844,-2.97187,-0.740833,-0.914799,5.16272,0.714092,2.60496
-733.612,0.994123,0.0245155,7,255,0,745.248,-1.21806,-0.381481,-0.0624076,0.159259,-0.232308,-0.0442815,0.478942,-0.0226015,-0.464873,0.219377,0.198358,-0.709083,0.735155,-1.0887,1.42143,0.208747,1.49924,1.05875,-0.215515,-0.213991,-1.47705,-2.91132,5.44259,4.58189,-0.152552,-0.650921,1.14113,0.203398,-1.16905,-0.581499,1.62315,-1.08799,-0.204268,0.138628,-0.403984,0.778217,-0.740195,2.13324,0.721297,-0.146548,0.797319,0.497214,1.70907,0.971935,1.49408,-1.26575,-0.573404,-0.759064,-6.63679,-2.85468,2.8582,0.945081,-3.43918,-1.01426,-1.91389,-0.0571772,-4.88441,-0.265029,0.198358,-0.709083,0.735155,-1.0887,1.42143,0.208747,1.49924,1.05875,0.398184,1.78154,-0.975899,-0.830324,0.638221,-2.64061
-737.142,0.997469,0.0253122,7,127,0,746.339,-1.49414,0.225663,-0.495025,0.153628,0.360321,-0.139571,0.891777,0.495778,0.101038,1.82189,-0.898206,0.0792903,-0.208348,0.241659,0.361833,-0.65223,-0.167209,1.26753,-1.30462,-0.798966,-4.14321,-1.12388,4.15849,5.85768,-0.397725,0.184617,-0.292918,-1.15594,0.146856,-0.0500336,0.580243,0.419902,-0.401937,1.16337,-0.573534,0.795591,-0.875382,1.26956,-1.38619,-0.486176,-1.68197,-0.63265,0.098488,-0.2403,-1.65928,1.77116,-0.0510022,-0.197104,5.08313,1.26931,0.473985,1.07923,1.57079,-2.20143,3.03769,4.07554,0.0642633,1.0309,-0.898206,0.0792903,-0.208348,0.241659,0.361833,-0.65223,-0.167209,1.26753,-2.97468,0.378415,-0.95086,3.47468,-2.47284,2.92918
-735.734,0.991949,0.0263346,7,255,0,747.645,-0.205499,-1.20377,-1.21289,-0.86527,-1.17537,-0.314132,-0.360296,-0.267765,-0.501916,0.26105,0.38277,1.16062,-0.331755,-1.75876,-0.589356,0.519878,0.0136001,-0.82122,-0.617051,-0.15632,-2.07753,-0.279639,6.99612,5.10983,-0.693151,1.4692,-1.07628,0.898018,-0.648466,0.519244,-0.66043,0.502923,0.540364,-0.285431,-0.859084,1.12414,-0.568371,-1.22209,-0.035855,-0.411487,-0.210528,0.965638,-1.58374,-1.16664,-2.04265,-0.427186,-1.08187,-1.76212,-7.60295,-2.23045,-2.64091,-1.19706,-3.68001,7.67509,-6.12484,-3.48726,-8.04863,-2.74375,0.38277,1.16062,-0.331755,-1.75876,-0.589356,0.519878,0.0136001,-0.82122,5.05135,1.57374,0.0550457,1.22761,2.82352,0.439073
-736.751,0.996095,0.0270086,7,127,0,747.583,-0.205773,0.0276484,-0.336043,-0.138032,-0.259039,-0.0807944,0.0646729,-0.444788,-0.57667,1.45327,-0.276554,2.13869,0.0764687,1.50483,-0.538046,-0.205537,-1.48148,1.33345,-0.0581881,0.253811,0.165202,-2.36642,4.011,5.80825,0.517843,0.21342,0.163276,0.318979,-1.90226,-1.79247,-0.908579,1.16095,-0.508831,-0.217494,0.326586,1.71511,-0.322799,-1.44361,-0.737513,0.484977,-0.346689,-0.520489,0.124644,0.933906,-0.847293,0.585103,1.71322,-0.787257,9.93666,5.79582,1.68254,7.08689,1.09523,11.5923,-5.36213,8.29967,4.21619,0.86153,-0.276554,2.13869,0.0764687,1.50483,-0.538046,-0.205537,-1.48148,1.33345,-2.18627,-6.15273,-0.888437,-1.94103,-2.95714,2.71951
-732.455,0.935813,0.0279659,7,127,0,745.569,-0.194796,-0.578212,-0.239068,0.238637,-0.344029,0.0854236,0.431507,-0.530182,-0.591812,0.795521,0.532577,0.444085,-0.80939,0.102328,0.541613,-0.0207445,-0.957077,1.78301,-0.496595,0.68164,-0.744811,-3.41311,4.6871,5.28196,-0.105965,0.808982,0.166502,-0.414703,0.329953,-0.013803,-1.18389,-1.28594,0.679756,1.04946,-0.78144,2.385,0.746938,1.84662,-1.12382,-0.246794,-1.13139,0.279478,0.2328,0.406841,1.20627,0.603103,-1.74224,1.61656,0.618427,-2.34588,1.35496,1.75013,-2.17249,4.8431,-2.68266,-5.38562,5.91246,0.509469,0.532577,0.444085,-0.80939,0.102328,0.541613,-0.0207445,-0.957077,1.78301,0.133427,-0.280062,-0.460507,-1.10859,-0.947399,0.982282
-733.469,0.896138,0.0250059,7,127,0,745.381,-0.796845,-0.518315,-1.10452,-0.219965,-0.23311,-0.483444,-0.111341,-0.245239,-0.203745,1.70622,-0.156853,-0.550862,-0.0841228,-0.297302,-1.0788,0.425763,1.03058,-0.657055,-1.3972,-0.302543,-1.73684,-0.667667,4.85523,4.82136,-0.0727275,0.407203,-0.519302,-0.985914,-0.133303,1.56499,-1.69168,1.16932,0.933966,-0.555386,-0.622425,-0.67018,0.829874,-0.215739,-0.963818,0.17527,1.38798,-2.13129,0.36873,-1.32531,-0.457397,-0.353086,0.772769,1.64623,-7.38726,0.285839,-0.0805029,-1.06709,0.734039,-5.24634,-3.47023,-10.4404,2.7828,4.04811,-0.156853,-0.550862,-0.0841228,-0.297302,-1.0788,0.425763,1.03058,-0.657055,-2.37441,1.13428,-0.5618,6.45427,-0.584015,-1.07428
-736.553,0.982825,0.0203514,7,127,0,742.53,-0.279255,-0.504651,-0.386283,-1.75389,-1.22513,-0.683563,0.0387798,-0.590276,-0.719709,0.583651,0.822164,0.373383,-0.120335,0.895205,0.758841,-0.46578,0.836892,0.481709,-1.23601,-0.10166,-3.46277,-2.4004,5.31547,5.16357,1.42917,-0.647118,0.751176,-1.4214,0.343395,0.386791,-0.792567,0.112337,0.941599,1.04863,-0.0435558,-0.504038,-0.101739,-0.175161,-0.983243,0.364828,1.15739,-0.596129,0.452462,-0.3912,0.449996,-0.112322,-0.135105,0.575919,19.3898,0.807911,3.8834,-1.03897,-1.39151,1.685,-0.87918,11.5356,6.01152,0.0276161,0.822164,0.373383,-0.120335,0.895205,0.758841,-0.46578,0.836892,0.481709,-4.77238,-11.4037,-1.83385,-2.01727,0.562029,-0.00467878
-734.747,0.99577,0.020428,7,255,0,746.309,-0.730926,-0.0888162,-1.25133,-0.423418,-0.194629,-0.329213,0.0133398,-0.403295,-0.579295,1.88052,0.850021,-0.106791,-1.94546,-0.830996,1.0611,0.287634,-0.896345,-0.424916,-0.670152,-0.858115,-1.3706,-1.46094,5.23504,4.92323,0.837549,0.794095,-0.27302,-1.72983,-0.876201,-1.11239,1.75879,-1.12625,-1.05984,-0.509911,0.542027,0.446398,0.660574,1.30387,0.387919,-0.619605,1.26749,0.692576,-0.66694,0.0975712,-2.07198,0.925448,0.341634,-0.0640925,-18.3992,2.02766,-6.38559,-4.80638,1.3689,-0.37778,-7.76048,-9.37168,-2.10209,0.914677,0.850021,-0.106791,-1.94546,-0.830996,1.0611,0.287634,-0.896345,-0.424916,4.65637,2.31894,1.4194,-0.589934,0.160537,-0.132225
-732.215,0.995192,0.021139,7,127,0,743.871,-0.151675,-0.359851,-0.330086,-0.698152,-1.32233,-0.60642,0.094684,-0.323933,-0.449482,1.06662,-0.214616,0.254548,-0.593765,-0.268971,0.565322,0.585216,-0.914496,-0.843506,-0.559635,0.130617,-1.06828,-0.731878,5.29565,4.92528,-1.25231,1.5449,0.036623,0.0799027,0.0690576,-0.66936,-0.676336,-0.882767,-1.19394,1.96953,1.57919,-0.469902,-2.32,-0.972671,0.977312,-0.250408,-0.304302,0.344844,0.389987,-1.23006,-0.462577,0.350058,0.0522509,-0.279562,12.1043,2.19591,7.72559,2.84765,-5.90298,-2.12459,8.09484,9.41337,4.17901,1.71783,-0.214616,0.254548,-0.593765,-0.268971,0.565322,0.585216,-0.914496,-0.843506,1.08222,-5.12534,-2.94967,2.66928,0.497661,-0.917128
-743.538,0.995282,0.0218306,7,127,0,750.738,-1.2914,0.0729619,-2.06557,0.822471,0.7514,0.586583,-0.449602,-0.17555,-0.555816,1.836,0.333971,-0.683036,1.50527,0.731239,-1.4625,0.29641,-0.214136,-0.130279,-4.35733,-0.298625,-0.708287,-2.657,4.89249,5.35372,-0.590923,1.12368,-1.23818,0.615445,0.225948,-0.789713,-0.0126748,-0.352612,0.0990217,-1.60573,0.0310216,-0.324596,0.668889,0.352518,-0.666277,1.12617,-1.51002,-1.32536,0.58559,0.0547766,0.314548,0.277194,-0.0363222,0.73377,7.01855,0.125782,-1.92262,5.1235,1.80578,0.61467,-1.39784,8.0091,-1.98715,1.39833,0.333971,-0.683036,1.50527,0.731239,-1.4625,0.29641,-0.214136,-0.130279,-1.01059,-0.709768,4.07162,-1.99769,-0.36296,1.17059
-737.867,0.991742,0.0225353,7,127,0,750.744,-0.264025,1.20798,-0.815226,-0.762405,-1.55566,-0.727359,0.120153,-0.442544,-0.413916,-0.0732609,-0.0978048,-0.0550572,-1.10561,0.862861,-0.341694,1.1625,0.105817,0.0584735,-1.79515,-0.390723,-0.632314,-1.11759,4.77068,4.79407,0.0478452,0.131584,-1.50863,1.06256,1.41131,0.702186,0.0204202,0.397448,0.468672,1.0073,0.363826,-0.687418,1.78754,0.557307,-1.42215,0.0453241,-0.242856,-0.14644,-2.8405,0.0553137,-0.335024,-1.90796,-0.626904,-0.136775,3.58361,2.57495,0.400965,-1.37214,-1.78483,-1.16864,3.96645,-3.00908,5.79234,-2.31704,-0.0978048,-0.0550572,-1.10561,0.862861,-0.341694,1.1625,0.105817,0.0584735,-0.97011,-1.30294,-0.15564,1.12538,-0.684545,-1.57503
-738.121,0.999027,0.0230577,7,127,0,748.21,0.0191381,0.439122,-2.41902,-0.49294,-1.71108,-0.606541,-0.889203,-0.611026,-0.67967,0.312724,-0.563078,-0.783172,-0.67221,0.781267,-0.0109185,0.731294,0.0679025,0.226283,-2.75173,0.0925891,-0.596085,-1.48672,5.19751,4.56905,0.688333,-1.62086,-2.15957,0.736508,0.426785,0.45458,-1.36911,-1.26988,0.820533,1.05115,-0.616685,-0.996591,0.95946,-0.391268,0.570719,-0.974694,-0.0868613,0.214956,-1.17412,0.260983,-0.11521,-0.21472,0.719862,0.645105,-2.64499,0.741192,-2.00935,-1.18433,-2.26985,-0.398459,-2.41321,-6.11759,2.79364,-0.962532,-0.563078,-0.783172,-0.67221,0.781267,-0.0109185,0.731294,0.0679025,0.226283,-0.860039,1.65647,1.07446,-1.66038,0.186014,-3.0022
-736.236,0.999569,0.023981,7,127,0,743.475,0.433581,0.130208,-0.221129,-0.560816,-0.693499,-0.568488,-0.524205,-0.657903,-0.780557,1.18753,-0.241327,-1.22563,-0.960615,0.582526,0.0960448,1.3825,-0.271993,-0.0991628,-3.046,0.294008,-0.360204,-0.864176,4.25547,5.67409,-0.422022,-0.57264,2.1454,1.439,1.23123,0.740726,0.121275,0.0234919,0.781779,-1.04084,0.511416,0.388754,0.366789,-0.619816,0.0464233,-0.276721,-0.170801,-0.276613,0.358751,0.404667,0.518569,-1.30208,0.370426,0.120195,2.54575,0.33745,0.350819,-0.994638,0.299227,-1.13212,1.04134,0.887063,-0.379936,2.19984,-0.241327,-1.22563,-0.960615,0.582526,0.0960448,1.3825,-0.271993,-0.0991628,-0.731061,-1.74183,-1.22278,1.03205,-2.20699,2.43319
-731.92,0.909412,0.0249549,7,127,0,745.28,-0.777127,-0.810644,-1.29072,-0.00509824,-0.344894,-0.289197,-0.105687,-0.124142,-0.107043,0.560262,-1.31275,-0.126165,-0.312159,-0.239765,0.363757,-0.458319,-0.850779,0.293933,-0.804811,-0.297723,-0.979435,0.222063,6.05657,5.70729,2.02598,2.29386,-1.03046,1.09467,0.593201,0.144987,-0.215784,-0.655511,-1.15598,-0.871876,-1.08869,-1.51534,-1.31855,0.53629,0.335897,1.34071,-0.841178,0.0640323,-0.0919534,-0.26784,1.64979,-0.491407,-0.0970392,-0.981945,-15.6828,-0.677263,-3.57418,-4.02078,0.765035,-14.6838,-5.87212,-15.8562,-3.02243,2.48214,-1.31275,-0.126165,-0.312159,-0.239765,0.363757,-0.458319,-0.850779,0.293933,2.31281,1.17541,-0.647775,6.56442,1.59538,2.80728
-736.174,0.996201,0.0211249,7,127,0,745.828,-1.17182,-0.265377,-0.255107,-0.0253567,0.0188641,-0.26995,0.307847,0.104995,-0.231524,1.95493,-1.07417,0.408605,1.95217,-0.549543,-1.1247,0.605845,-1.55625,-1.25016,-0.0648126,-0.116255,-2.45466,-1.71792,4.64071,4.20299,-0.0567482,-0.939686,-0.741241,0.539798,1.65793,0.609812,-1.8433,-0.958274,0.690532,0.586926,1.79226,-0.0155103,-0.383635,0.456966,0.0251359,0.265915,1.47705,0.145529,0.234685,-0.174793,-0.6407,-1.10331,-1.32908,-0.034172,7.33356,0.0139502,2.77258,3.32179,4.33372,-3.59348,2.96735,9.2113,-1.08365,1.19603,-1.07417,0.408605,1.95217,-0.549543,-1.1247,0.605845,-1.55625,-1.25016,0.243821,0.874165,-0.903217,-1.58622,-0.967607,-6.90566
-737.259,0.977004,0.0218137,7,255,0,748.182,-0.125713,0.62723,-0.596778,-0.484829,0.0800302,-0.455748,1.11526,-1.16062,-1.09098,0.762679,1.27614,0.073609,-0.360519,0.682973,0.0805572,0.576984,1.00168,-0.251768,-1.17653,-0.116152,-3.1653,-2.63612,5.07728,6.06765,-1.31853,0.630957,-0.730046,-0.507161,-0.454701,-1.09417,-0.472414,-0.756009,-0.0298897,-1.13819,1.04675,-0.410269,-1.94471,0.534863,1.12315,-0.618435,1.53485,1.25583,0.193649,0.475507,0.232567,-1.18987,1.26262,-1.08954,2.85537,2.32068,-0.823661,-0.129371,0.720179,-1.51325,1.69268,-8.16889,8.41891,0.191708,1.27614,0.073609,-0.360519,0.682973,0.0805572,0.576984,1.00168,-0.251768,0.411178,-2.51153,-0.847574,-0.213791,-0.00872,3.55555
-738.487,0.997396,0.0215584,8,255,0,749.195,-0.217588,-0.453715,-1.36799,-0.625012,-0.117077,-0.683729,0.453795,-1.00332,-1.34446,0.877136,0.675247,-1.7008,-1.26605,-2.14719,0.66133,-0.825439,-0.423075,0.337731,-1.753,-0.32406,-2.53352,-2.07521,5.20978,4.88361,-1.46259,-1.25928,-0.950112,0.910383,-1.25026,-0.253104,-0.330304,0.258307,1.27287,0.843741,-1.27004,-0.0889119,0.34912,-0.702282,-0.0746049,-0.584402,-1.00547,0.254803,-0.0383286,-1.6924,0.339145,-1.07882,-0.329038,-1.97772,-3.14401,-0.0220396,-1.06747,-0.741324,0.619791,-0.503163,-0.665233,-2.07851,-3.06021,0.0307193,0.675247,-1.7008,-1.26605,-2.14719,0.66133,-0.825439,-0.423075,0.337731,-3.25214,2.20732,-0.56947,0.106949,0.20861,-0.944438
