# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1220920576
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_sigma.1,g_se,g_sp
-723.189,0.998683,0.00568406,8,255,0,729.214,-1.01089,0.11494,2.20094,-0.796402,-0.774794,-0.798255,-0.235312,-0.376317,0.0371775,-0.943119,6.39894,5.2837,0.290306,0.366446,-1.06254,-0.312008,0.900946,2.09481,-0.64538,0.0351659,-0.364718,1.781,-0.0704152,1.2953,19.1799,1.16019,2.38511,0.431351,-0.0257549,0.641397,3.78256,-2.26297,1.12263,-2.98757,2.14493,0.578618
-723.319,0.999868,0.00572671,9,511,0,728.146,-1.14927,-0.0865137,2.04752,-0.60828,-0.563277,-1.24628,-0.262755,-0.31951,-0.197448,-0.814524,6.47443,5.3521,-0.443302,-0.95925,-0.932074,0.848964,0.985461,-1.95012,-0.11596,0.57327,-1.15324,0.670571,0.125938,0.191877,-20.0342,-0.781581,1.45629,0.103253,0.146667,-2.98524,-4.05414,-3.39315,-0.0918596,1.58436,2.15918,1.70664
-725.939,0.99993,0.00587287,8,255,0,730.417,-0.900127,-0.635312,0.731141,-0.829243,-0.790473,-0.444542,-0.470145,-0.440202,0.526801,-0.450463,6.75046,4.49137,-1.05644,-0.216628,-1.89831,-0.564127,-0.443831,0.744183,-0.65796,1.1398,-0.177232,0.929799,-0.418088,-0.56441,7.84281,-2.56698,-2.3053,0.388959,0.267059,4.30632,0.785846,-3.43768,5.78195,-1.8162,2.55402,-4.09975
-727.147,0.999461,0.00608696,9,511,0,732.149,-1.10235,0.0760094,2.3288,-0.777407,-1.83923,-1.11717,-0.427936,1.10896,-1.66452,-1.07599,4.02157,5.72593,-0.337012,0.957615,-1.27854,-0.622068,-0.496653,-0.627181,-0.954397,-0.454937,1.48598,0.300917,1.45911,0.874447,-13.4096,0.0657045,1.21937,-0.106214,-1.68322,-1.24383,-3.73188,1.90937,-2.93807,0.510664,-3.44059,2.8019
-727.666,0.999526,0.00634863,9,511,0,734.882,-0.802906,-0.741853,1.08155,-1.75297,0.108145,-1.1212,-0.848115,-0.610197,0.524337,-0.838998,6.23672,4.37654,0.850434,1.98576,-0.963175,2.25791,0.676391,0.217744,0.368781,-1.40861,0.280391,-0.00199638,0.940425,0.387473,17.4233,-0.663676,-0.133328,-1.68495,2.01255,1.09296,1.68908,-1.82076,4.02418,-3.91365,1.9351,-5.54655
-724.015,0.999984,0.00666114,8,255,0,732.359,-1.03679,0.0207962,1.15353,-0.893338,-0.180022,-0.975727,-0.0294034,0.816377,-1.14794,-0.80168,6.47235,5.51675,-1.04319,0.996188,0.391095,1.95681,-1.13792,0.740671,0.865857,1.12362,-2.04918,-0.34798,-0.638668,1.42885,15.3886,0.645936,-1.90921,-0.323665,1.02885,-0.842073,7.27296,2.5885,-2.32899,-2.34056,2.22753,1.65214
-727.378,0.999996,0.00702859,7,127,0,728.982,-1.1274,0.5105,1.32846,-0.502228,0.0825247,-1.09046,-0.351577,1.09252,-1.32712,-1.13472,6.95956,5.63852,0.794457,-0.534629,-0.898008,-0.551612,-0.200939,-0.00805903,0.817261,0.0250972,-0.27484,-0.43453,-0.112848,0.441285,-9.24953,1.36655,-1.95624,0.653882,0.971698,-1.0293,-2.37829,1.68968,-2.18671,-2.67329,2.77761,2.44015
-724.408,0.999819,0.00743916,8,255,0,732.729,-1.00452,-0.187942,1.13492,-0.272203,-0.518086,-0.894319,-0.247978,0.522532,-0.0629854,-0.514616,7.75683,5.08956,0.226466,-1.19306,0.42419,-0.300862,-1.14139,0.632097,0.52671,-1.46554,2.07308,2.24545,0.0645061,-1.19396,14.0752,-0.268002,-0.599845,3.21553,0.638898,-1.33175,2.78496,2.71349,1.33424,-3.20889,3.6882,-0.277598
-718.265,0.999967,0.00788629,8,255,0,730.075,-0.67354,-0.549005,0.515966,-0.570962,-0.93466,-0.918933,-0.621662,-0.270127,-0.684306,-0.00445777,4.83761,5.22758,0.14244,-0.726579,-0.112922,0.983179,-0.890282,-1.95672,0.664858,0.859486,-0.0303534,0.210128,-3.30243,2.31103,-13.7311,-2.77737,0.642386,3.73979,-0.0416183,-2.84926,-12.5594,-1.57649,-1.6112,8.17043,-0.709246,1.0871
-720.979,0.999977,0.00837603,8,511,0,723.874,-0.574877,-0.828525,0.48899,-0.638412,-0.764311,-0.983786,-0.498873,-0.332443,-0.204502,0.0948092,5.93483,4.92739,0.166798,-0.980594,-0.846024,-0.40268,0.484987,1.14052,-0.719322,-0.0542692,-0.420825,1.1358,-0.5865,0.234463,11.5765,-7.68285,3.67127,3.74345,0.959814,-4.10399,9.02314,-1.45581,5.44295,0.757211,1.51092,-0.956861
-723.681,0.998341,0.00890429,7,127,0,729.181,-0.887682,-0.0376523,0.393024,-0.890533,-0.632822,-0.873094,-0.283161,-0.0967433,-1.40791,-0.445326,6.3849,5.09865,-0.251508,0.690372,2.04531,-2.1369,-0.196786,0.32428,0.801241,0.42395,-0.770638,-0.199785,-0.0950721,0.318189,7.61325,2.43389,-5.29352,-0.177955,0.653763,-0.178522,9.20397,-0.890782,-4.13389,-3.51421,2.09925,-0.0430471
-720.63,0.999996,0.0094244,8,255,0,727.639,-1.18426,-0.401893,1.29758,-0.527919,0.036939,-0.495467,-0.0122089,0.282584,0.430466,-0.740604,5.00359,4.8474,0.24168,-0.353513,-0.222591,0.773641,0.424754,-0.0945168,-1.50205,-1.42424,-2.11771,0.887649,1.82291,-0.342746,-7.02216,-2.58383,-2.31947,0.172827,1.22591,0.305993,0.297329,-1.12928,1.85694,-4.85152,-0.260608,-1.10067
-726.399,0.999123,0.0100253,7,255,0,738.204,-1.12363,0.730959,1.87256,-0.744625,-1.45447,-0.421546,-0.0311803,1.1095,-1.44793,-0.775229,6.77446,4.95066,0.0298447,1.53356,0.546884,0.551929,-1.90103,0.794216,-1.81306,0.317734,-1.50791,-2.59617,1.96152,0.399682,17.5334,3.76005,1.14317,-0.251859,-1.27089,1.4144,3.24285,3.54596,-3.37702,4.29538,2.5992,-1.03909
-729.669,0.999888,0.0106359,8,255,0,739.175,-1.47136,1.55328,2.54786,-1.2613,-0.396069,0.930359,1.12313,1.0751,0.101343,-1.10819,5.7613,4.55712,-1.0999,-0.238852,-1.22904,-0.213649,-1.69581,-0.990436,-0.464754,0.0971846,-2.76643,-0.0654467,2.05895,-0.457138,5.63604,2.59088,-0.260656,-2.53639,-0.0687329,3.50448,5.313,-0.174979,-0.347346,0.975974,1.22353,-3.44804
-722.905,0.999957,0.0113049,7,255,0,734.754,-1.13716,0.349209,2.69941,-0.363215,-1.44804,-0.743904,-0.358641,0.231582,-0.0525197,-0.768939,5.33342,5.13461,1.11481,-2.28715,-0.619484,1.37299,-1.10593,-2.71153,-1.57551,-0.837339,-0.226109,0.901211,-0.871708,1.25412,-3.0689,1.49099,5.39681,1.20672,-1.29628,-0.620811,-6.13609,-1.03322,0.410395,8.01687,0.480747,0.475348
-720.539,0.998889,0.012012,8,255,0,727.111,-1.09627,0.0151693,0.96965,-0.634075,0.415453,-0.235397,-0.216635,0.551254,-0.199305,-0.500236,4.77695,4.71765,-1.15769,0.189151,-0.757956,0.945747,-0.772623,0.737366,0.959117,-1.00805,-2.36697,-1.05904,0.173701,-0.684032,2.83691,0.273649,-2.96977,-0.105906,2.78228,3.235,-2.17272,1.89358,0.115024,-3.27699,-0.693053,-2.24079
-722.937,0.98962,0.0127167,7,255,0,731.067,-1.15831,0.0941603,1.96919,-0.778267,-2.20976,-0.739826,-0.0906929,-0.157919,0.419577,-0.841249,4.32185,5.05372,1.87585,0.128845,0.230999,0.735844,-1.95713,-1.05476,-0.13635,1.38838,-0.617375,-1.59965,0.607845,1.38941,-9.35809,-0.098272,0.689664,-0.600258,-2.38055,-0.651691,-0.881212,-2.75683,1.65011,-1.93451,-2.19044,0.142802
-724.416,0.998812,0.0131076,7,255,0,729.159,-1.25915,0.383082,2.30887,0.290113,-1.68127,-0.436658,0.222214,1.02235,0.21757,-1.23883,5.25612,5.69411,0.817356,0.277307,-0.417286,0.446415,1.56678,0.686372,0.135977,1.71908,-0.777564,0.425424,1.23803,-0.386526,-5.78393,0.0793118,-0.0967263,1.86099,-1.54952,0.14655,-0.314613,0.515811,0.373545,-7.0045,0.279162,2.52558
-724.85,0.994233,0.0138563,8,255,0,730.925,-0.613898,-0.82377,0.44463,-0.607166,-1.02167,-1.78099,-1.12214,-0.782928,-1.05582,-0.568407,6.02316,5.61018,0.67104,0.862274,1.34371,0.873884,-1.2079,0.907404,0.0615167,0.481009,0.52061,-1.8157,1.40324,0.575622,-5.20767,-0.645328,-1.71281,4.80158,0.323756,-3.29305,-5.35388,-2.65879,-0.813371,2.45582,1.57262,2.32774
-726.935,0.999804,0.0144519,7,255,0,732.439,-1.39775,0.792411,2.62835,-0.892325,-0.800887,0.176213,0.762742,1.72773,0.524594,-1.12348,3.90639,4.5694,-0.334651,0.644844,0.576945,1.77742,0.660054,-0.182661,-0.0970243,1.9785,1.33305,-0.063773,0.272501,-0.86107,-2.01145,0.562699,0.240593,-1.50486,-0.553505,1.23195,2.18466,1.92455,0.633205,-5.11667,-3.69663,-3.17243
-727.486,0.995557,0.0152948,7,127,0,733.657,-1.2352,0.727453,2.29596,0.616157,-0.7956,-0.696459,0.221277,0.49658,0.723655,-1.28403,6.53902,5.88502,1.23121,0.947075,1.20172,-0.841103,-0.394912,0.0382664,1.11768,1.64379,0.734511,-0.406343,-1.71507,0.151606,0.610814,1.0555,-0.0364215,2.69045,-0.413702,-0.380424,0.451836,-0.622775,1.35576,-5.13278,2.27992,3.0291
-724.315,0.994181,0.0159863,7,127,0,735.131,-1.36183,0.470741,2.07592,-0.578118,-0.124415,0.311198,0.457555,0.249861,-0.427911,-0.555835,5.16792,6.22745,0.519643,0.948466,2.16063,1.54801,-0.785514,-0.618861,0.16665,-1.3274,1.01708,1.8441,2.20308,1.14869,3.0602,0.406368,1.98035,-2.0209,0.694403,4.07413,5.40737,-3.28424,-2.2862,3.42509,0.185455,3.93365
-728.533,0.999822,0.0166345,7,127,0,732.622,-1.33134,0.540754,2.62522,0.252027,1.29951,0.302754,0.338942,0.811842,-0.53895,-1.02765,5.46466,6.4192,-0.44331,-0.0636863,-0.466043,-0.898267,-1.28929,1.15263,0.4607,-1.29972,-0.470255,-0.0782518,-0.228856,1.33435,-3.39686,0.192897,0.991318,1.75564,2.65386,2.31144,-1.21234,-0.340671,-1.45918,-3.33803,0.688919,4.36916
-722.206,0.998413,0.0175592,7,127,0,731.761,-1.3073,0.0334715,2.4298,-0.659514,0.294088,-0.0944135,0.426813,0.631507,-0.710845,-0.971968,4.81987,5.0193,0.845561,-0.0622481,-1.30043,-1.05743,-2.13387,-1.33002,-0.600697,0.152621,0.76636,-0.771495,-0.780599,-2.66167,-5.08443,-1.25448,0.791885,-0.793116,1.18538,1.10895,2.2822,-0.653539,-1.74541,-3.69216,-0.671896,-0.169199
-723.233,0.985937,0.0184484,7,127,0,730.678,-0.941727,0.0534871,0.716103,-0.989271,-1.89792,-1.28421,-0.384556,0.198128,-0.0963802,-0.647666,6.69372,5.11418,1.64509,-0.89152,1.8519,2.35963,0.545277,0.794185,-0.12138,-0.136531,-0.709227,-0.762271,0.58903,-0.0259763,3.92409,2.0555,-3.25826,-0.415762,-1.88815,-2.42775,2.76609,0.622432,1.4074,-3.60552,2.47757,0.090488
-720.414,0.988387,0.01874,6,63,0,727.604,-0.907454,-0.598678,1.11618,-0.826196,-1.74897,-0.530498,-0.4658,-0.121221,-0.466599,-0.257314,5.99701,5.21837,-0.412298,0.785713,0.64136,-0.804718,-0.981239,-1.76374,-0.634779,0.746322,0.945918,1.82422,1.81049,0.0266931,-10.7775,-4.18813,3.19045,-0.9887,-2.2775,2.40582,-7.07426,-1.83355,-0.50668,7.04273,1.52363,1.01533
-722.386,0.991868,0.0191508,6,127,0,725.804,-0.775996,-0.174785,0.446376,-1.26959,-0.144363,-1.27998,-0.681715,-0.082328,-0.636276,-0.326618,4.64487,5.77389,1.04577,0.104941,-0.0744521,0.656249,1.52891,-0.261081,0.107775,0.0169479,-0.128265,-0.338073,-1.59062,-0.465494,-16.2595,2.44372,-3.77138,-3.03233,2.51458,-4.36493,-8.45192,0.247746,-0.577319,8.41614,-1.26185,3.01181
-722.944,0.998571,0.019738,7,127,0,727.384,-0.967136,-0.483347,1.28325,-1.69459,-0.152027,-0.957616,-0.989562,-0.18835,-0.556653,-1.11967,5.457,4.96829,-1.097,-0.651011,1.75768,-0.148017,-0.483683,0.0825306,0.594916,0.00198994,0.0562865,0.704194,1.01745,-1.41847,-12.2705,-0.586873,-1.08659,-1.61588,0.871428,0.59116,-4.38628,-1.04305,-0.172076,-2.12859,0.621646,-0.247718
-719.892,0.995456,0.0206835,7,127,0,727.453,-1.02594,-0.137748,1.2454,-0.534316,-1.15407,-0.734917,-0.393126,0.216645,0.0995055,-0.207399,4.73811,5.44563,1.26006,-0.109642,-1.58567,0.426743,-0.396275,1.3035,0.686041,-0.671078,-1.19204,2.57215,0.0999604,0.041433,-15.6649,-0.843638,3.68034,0.133607,-1.23888,-2.95586,-15.2328,0.447672,2.7199,10.4603,-0.961058,2.02787
-722.03,0.999607,0.0214837,6,127,0,726.321,-1.07021,0.529649,2.07883,-0.599675,-0.207237,-0.312619,-0.36265,0.621248,-0.749823,-0.755368,5.44306,4.72349,-0.91655,-0.435146,-1.63047,-0.599023,-0.639772,1.40881,-0.631222,1.13493,-0.352265,-0.414859,-0.386041,0.0975551,14.848,3.2686,2.90078,0.740993,0.973779,2.67712,-2.28454,1.56975,-1.36977,2.39693,0.767243,-2.49979
-724.374,0.980939,0.0225333,6,127,0,727.982,-1.27947,0.687077,2.29957,-0.979783,-0.271962,-0.333416,-0.239067,0.549644,-0.796778,-0.60566,5.35207,4.92747,-1.02335,0.109712,0.23932,-1.35765,-0.370192,-0.308814,1.41091,-0.428677,0.0925417,-0.860518,-0.442433,0.950742,-23.3455,2.86174,3.97063,-2.84873,0.554179,0.118572,-12.5628,-0.412048,-2.80805,10.3585,0.387731,0.248553
-726.762,0.999974,0.0225317,6,63,0,728.481,-1.3938,0.390984,2.45005,-0.296459,-0.980458,-0.0822094,0.774588,0.130932,-0.970943,-1.30747,5.59407,4.81081,-0.870765,-0.663665,-0.0616001,0.990268,-0.791441,-0.118159,-0.143417,0.0114349,0.506476,0.0920187,-0.0182522,0.572376,-20.2307,-0.439448,-0.384731,-0.027755,-0.767873,0.426976,1.28471,-1.93203,-1.83884,-7.36176,0.830242,-0.823604
-719.798,0.996505,0.0236203,6,127,0,730.238,-1.2417,0.0649767,1.54739,-0.0759746,0.00694314,-0.246371,0.0359197,0.998541,0.334378,-0.596629,5.55483,5.03308,-1.65309,0.811264,-2.3939,-1.01763,0.632595,-1.8472,0.475938,0.186619,1.57929,-1.2804,-0.613657,1.46233,3.83798,-0.927931,-0.787559,2.01858,1.22603,1.15337,-1.69734,2.97096,1.50688,-2.32311,0.882907,-0.351166
-718.294,0.99848,0.0245282,7,127,0,721.148,-1.27735,0.132365,0.938747,-0.0985513,-0.764098,-0.203987,0.102962,0.629667,0.27782,-0.145102,4.45183,5.0786,-0.462579,-1.82719,-0.153252,-0.58468,-0.0959491,-1.25137,-0.0293905,-0.0789723,0.104287,0.325507,-0.050233,-0.297613,-1.29758,-0.938596,-4.19577,1.94984,-0.776138,0.403713,-0.463354,2.81874,2.19898,-3.55965,-1.64039,0.00424974
-724.562,0.992853,0.0255759,6,63,0,727.089,-1.21278,0.580439,3.12119,-0.782587,0.437689,-1.13188,0.00059855,0.861316,-0.732062,-1.16769,4.84761,5.57586,0.087001,-0.392897,1.04525,-0.800761,0.46846,0.284017,-0.0348247,-0.495317,-0.4047,-0.667749,1.11462,-0.871823,-6.96187,0.927093,2.62815,-0.515963,1.31661,-1.65463,-1.25889,0.407388,-1.28349,-1.24692,-0.616212,2.22004
-724.802,0.994625,0.0262839,6,111,0,728.483,-1.21528,-0.348616,2.05711,-1.1384,0.14344,-1.41963,0.0803596,1.39893,-0.584011,-1.30445,4.73964,4.74954,0.199269,0.816579,1.77412,-0.0583816,0.859711,-0.724748,0.959848,0.201917,-0.674428,0.0213617,-0.241581,0.875036,-12.8281,-1.29408,-0.450997,-1.0732,0.808014,-1.90502,0.177774,1.61834,-0.84246,-4.38267,-0.966064,-1.45707
-724.818,0.999451,0.027112,7,127,0,731.867,-1.19608,0.385895,2.06937,-0.532463,0.139965,-0.28924,0.207254,-0.0475955,-1.01785,-1.41663,5.78707,5.1316,-0.70738,0.000347493,1.60821,-0.618154,1.35068,-0.357019,-0.995058,1.48361,-1.82078,-0.575502,0.284014,1.32616,-2.3738,0.398005,-0.350754,0.221671,0.750333,0.923644,1.50549,-1.40475,-1.41393,-5.69107,1.22601,0.269278
-727.321,0.982752,0.0282749,5,31,0,731.813,-1.3309,0.21282,1.87301,-0.142978,0.807433,-0.424773,0.0334209,0.678515,-1.5045,-0.377528,5.54071,5.28541,-0.98825,-0.480978,-0.856549,0.599578,0.889571,-0.366445,-0.789811,1.67079,-0.124779,1.304,-0.777237,0.141696,-17.6494,-0.850698,3.62824,0.837016,3.71353,-2.14899,-9.07362,0.790931,-6.55069,13.0494,0.771317,1.73396
-723.927,0.999908,0.0283126,6,127,0,735.145,-1.05263,0.221712,1.85041,-0.337096,0.841794,-0.640103,-0.127253,0.225267,-1.26415,-0.594704,5.17709,5.00818,0.144305,-0.118372,-0.568648,-1.18154,-0.225376,-1.05704,-0.968796,-2.31934,1.67584,-2.20587,-1.88645,-1.40094,19.9017,2.0956,3.42677,2.1545,3.70263,0.409201,4.28215,-0.280836,-3.45841,5.87953,0.343444,-0.737919
-730.261,0.999774,0.0295218,6,63,0,732.629,-1.08853,0.322501,1.65531,-1.46757,1.57607,-0.918098,-0.0499187,1.00859,-1.425,-1.45244,4.15372,5.99077,-1.18485,-0.197113,0.181483,-0.866055,-0.522151,-0.188116,-0.830525,0.661952,0.951218,0.122412,-0.296689,-0.255218,3.63512,0.600104,-0.832495,-1.23895,2.60498,-0.109206,1.62518,0.994455,-1.83686,-3.76206,-2.55015,3.30159
-730.246,0.997427,0.0307499,6,95,0,738.255,-1.0868,-0.305993,0.955461,-1.02188,-0.458258,-1.33815,-0.84319,-0.759301,-1.07714,-2.00054,5.86059,4.37339,0.273461,1.34961,-0.408433,-1.04067,2.57762,-0.0503573,-0.188304,1.08446,-1.66735,-0.716396,-1.05963,-0.773339,-3.43006,-0.295523,-0.915337,-0.326094,-0.10227,-0.588495,-0.537487,-1.40278,-0.997413,-4.38776,1.3367,-4.73588
-725.203,0.997094,0.0318303,7,127,0,735.481,-1.08203,0.163154,1.49257,-0.976392,0.994352,-0.857557,0.037902,0.124217,-0.0322925,-1.20531,5.07915,5.92587,-0.857156,-1.00911,1.36408,-0.371005,-0.488612,-0.521314,3.4342,1.6211,0.548669,0.316029,-1.08494,0.543766,10.6148,0.480577,-1.26503,-0.362715,2.24368,0.0254938,3.73683,-0.850995,0.442483,-4.87499,0.0524388,3.04189
-724.781,0.999344,0.032902,6,63,0,728.8,-1.18638,-0.753406,1.87921,-0.550769,-1.91051,-0.6225,-0.126575,0.583669,-0.597694,-0.427508,5.23672,4.4301,-0.549346,0.394568,0.634717,-1.36472,1.46177,-0.927335,0.887374,0.166032,-0.515522,0.683616,0.272737,-0.834013,-13.2687,-6.17618,4.80741,-0.386645,-2.42964,-1.40158,-3.8794,1.65627,-2.1681,12.6664,0.227819,-3.10424
-726.856,0.893084,0.034166,5,63,0,735.575,-1.07788,0.493361,1.03403,-1.58068,-2.08052,-0.389355,0.0863695,-0.135235,-0.32212,-1.31353,4.84911,5.4174,-2.16215,2.07105,-0.852138,-1.31716,0.331175,0.0241056,-1.23407,-0.871353,0.587182,-0.102511,-0.574111,1.71312,8.84107,1.26925,-2.20578,-1.5187,-1.87024,1.41498,4.06782,-1.29611,-0.0884736,-4.5108,-0.457375,1.324
-724.247,0.998451,0.0277781,7,127,0,731.528,-1.07411,-0.609288,1.63879,0.0451949,0.255353,-1.39531,-0.0243621,0.601075,-0.077433,-0.78291,6.00392,5.41158,0.356959,-1.03888,-0.283637,0.869281,-1.64587,-0.57778,1.73085,0.134758,-1.16708,-1.58362,1.42042,-0.75927,13.3617,-2.64227,0.25224,3.58981,1.80742,-3.30042,5.45945,1.24938,0.616667,1.84055,1.60893,1.32508
-722.616,0.954457,0.0287931,6,63,0,729.046,-0.955556,0.441684,1.88836,-1.33807,-1.03247,-0.664166,-0.280877,-0.307492,-0.784097,-0.776754,5.52419,5.02777,-1.2435,0.11915,0.661703,1.53585,1.25651,-0.861632,-1.73969,-0.315573,0.184847,-0.167721,1.23298,1.2138,22.6755,3.75341,2.71545,-1.5598,-0.342356,1.70416,5.57205,-2.04998,-1.00223,-0.441419,0.942187,-0.776453
