# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_beta.21,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_beta.21,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-739.208,0.999945,0.00223924,10,1023,0,753.919,-1.17176,-1.3072,-2.13603,-0.15142,-0.362285,-0.524661,-0.312647,0.112542,0.438117,0.154947,0.470788,0.754799,-0.176268,0.00897785,0.0771034,-1.08597,1.71,0.943401,-0.97514,0.697268,0.191691,0.355156,-0.26465,-0.852258,-1.08596,-2.66116,6.10748,4.69875,-1.66567,-1.49986,-0.342874,1.29129,1.03814,-0.833911,1.03914,-0.367383,-1.00112,0.372659,-1.18165,-0.637662,-0.577256,-0.285643,-0.495148,-0.481252,0.6962,-1.45526,-0.827867,-2.13467,0.286185,-1.62407,-0.767243,0.352336,1.06891,1.44471,-0.0714826,-1.1309,-25.3004,-7.33061,-0.152469,-9.69054,-0.834668,-9.75394,-10.2638,2.15472,3.16561,-3.88218,4.62088,-5.04869,-4.66246,0.00897785,0.0771034,-1.08597,1.71,0.943401,-0.97514,0.697268,0.191691,0.355156,13.9447,-4.16324,0.961656,-0.772509,1.64518,-0.877332
-736.818,0.999969,0.00226745,10,2047,0,750.521,-0.993585,-1.2819,-2.07195,-0.233814,-0.479272,-0.547151,-0.207706,0.0899306,0.461241,0.0817409,0.431839,0.755156,-0.100398,0.049248,-0.0598992,-1.05685,1.70732,0.8287,-0.915065,0.685973,0.285666,0.181671,-0.412644,-0.906303,-1.17701,-2.66218,6.00563,4.67116,1.99064,0.505587,0.714073,-0.893685,-1.3498,-0.0264318,1.18659,-0.377963,0.0928866,-0.680724,-0.641753,-0.154149,0.961604,0.453803,-1.54864,0.376455,-0.105878,-1.33543,0.720715,-0.158243,1.05144,-1.97242,-1.89151,-0.692762,-0.995001,0.0230852,-1.22366,-0.214846,15.9805,-3.65007,0.454246,4.14354,1.48425,-2.53998,5.22881,3.10678,4.15489,-2.9907,4.50241,8.50539,-0.99284,0.049248,-0.0598992,-1.05685,1.70732,0.8287,-0.915065,0.685973,0.285666,0.181671,0.124799,5.34624,-2.01786,-0.787147,1.62738,-2.8907
-741.426,0.999971,0.00233255,10,2047,0,753.127,-1.33001,-1.58992,-3.16766,0.499297,-1.36918,-0.101897,-0.220991,-1.28723,-0.581933,0.429057,0.0345326,0.853938,0.800413,-1.05999,0.0376642,-2.28667,0.279847,-0.305017,-0.0784293,1.23656,0.402746,-0.512942,-1.59101,-0.911339,-2.09719,-2.43245,5.08387,5.35628,-1.06082,0.310959,-0.725436,0.914967,-0.342678,0.103961,0.462191,-1.62626,-1.40933,1.11011,-0.918177,0.284922,-0.155438,-1.04006,0.115897,-0.664726,-2.06085,-1.40505,1.17024,0.204072,-0.0180354,-0.717574,0.233645,-0.138727,-0.741222,0.845076,-1.38788,0.845839,11.1298,-1.20244,-1.92732,1.75289,-1.74855,1.92386,0.234316,-0.659186,-0.0634406,-1.07286,0.569401,2.23959,4.42341,-1.05999,0.0376642,-2.28667,0.279847,-0.305017,-0.0784293,1.23656,0.402746,-0.512942,-5.62439,3.48514,-0.485843,-1.91825,0.0706181,0.995611
-735.002,0.99996,0.00242778,11,2047,0,749.993,-1.87357,-0.513961,-1.41155,0.490204,-0.475798,0.573945,0.34884,0.0875114,-0.934159,1.59241,-0.240994,-0.103215,-0.148386,-0.399988,0.463146,0.488138,-0.636957,1.05606,-0.432695,-1.29177,-1.43484,-0.76936,-0.74244,-1.85151,0.186621,-1.62651,5.03009,4.62626,-0.0750489,-0.993674,2.31218,-0.756046,1.58707,1.04457,0.513283,-0.132241,-1.05471,0.658169,0.568622,-1.42378,-0.910079,1.29999,-0.224832,2.26682,-0.0477302,-0.0919528,0.256589,-0.816838,0.137494,0.858206,-1.39588,-0.305705,-1.22387,1.5718,0.2596,-0.00342029,-14.132,-1.77849,0.780488,-16.3253,-7.55524,8.9845,-3.4031,1.01022,-4.34273,-0.47083,-0.401224,-3.17739,1.00121,-0.399988,0.463146,0.488138,-0.636957,1.05606,-0.432695,-1.29177,-1.43484,-0.76936,-1.43682,-0.696282,-3.62829,0.160307,-0.238559,-1.89217
-735.609,0.999974,0.00254892,10,1023,0,748.173,-1.25176,-1.40019,-2.04559,0.747585,-0.719671,0.132145,0.0653612,-0.988151,0.322824,1.02099,-0.198162,-0.292507,-1.45564,1.0112,-1.9934,0.979327,-0.571532,1.19488,-0.788067,0.331098,-0.745321,0.964423,-0.724027,-1.6133,-1.00555,-1.38037,4.98199,5.5264,0.464473,1.11105,1.5328,-0.228347,-0.535202,-0.799474,-0.862978,0.894111,1.57517,1.09011,0.315112,0.0600768,-0.0295275,-0.395503,0.454302,0.492489,-0.639499,1.06138,-0.436197,-1.29031,-1.43816,-0.765086,1.81211,-0.863511,1.80541,-0.871682,-0.226403,0.531859,-9.86079,-4.2673,-0.170812,1.94955,-4.50278,-0.680774,-2.19275,-3.68568,2.22641,-1.36426,0.137283,-1.26788,-2.19543,1.0112,-1.9934,0.979327,-0.571532,1.19488,-0.788067,0.331098,-0.745321,0.964423,2.93617,0.561402,-1.66334,1.15321,-0.309805,2.19815
-735.394,0.999953,0.00269356,10,2047,0,749.337,-0.54291,-0.234038,-2.61775,-0.400288,-0.512173,-0.242073,-0.433304,-0.690072,-0.54966,0.126809,0.455246,-0.281843,-0.805914,0.874644,-1.86549,2.13906,-0.000533206,0.675513,-0.821285,-0.74182,-0.959152,0.0503841,-0.847996,-0.732963,-1.29641,-1.20326,4.35199,5.28194,-0.268942,-1.27959,0.594361,1.73997,-0.536272,1.2487,-0.100604,-1.0673,1.8761,0.257219,-0.418553,0.674183,-1.6659,0.53066,-0.877564,-1.02735,-0.889039,1.05415,-0.246982,1.40037,-0.0159717,1.44116,-1.39139,-1.24999,0.14481,-0.501872,0.408674,0.873774,-2.85198,2.88035,-0.830838,-4.08329,-0.142408,1.22584,-3.7272,-0.624357,-0.42468,-3.87202,2.18762,-0.78475,-1.41248,0.874644,-1.86549,2.13906,-0.000533206,0.675513,-0.821285,-0.74182,-0.959152,0.0503841,-3.04188,0.111063,-0.493271,-1.34509,-1.98449,0.941156
-736.81,0.999796,0.00285975,10,1023,0,747.752,-1.59906,0.0432102,-1.10948,1.2848,-0.257184,0.729307,0.121567,-0.116071,0.741612,1.93882,-0.765138,-0.44549,-1.69531,-0.845296,0.487137,-1.73896,-0.466232,-0.543455,0.0877519,0.99782,0.411007,-0.971916,-0.83014,-1.19445,-1.03781,-1.85945,6.11483,5.18636,-0.865761,-0.0805491,0.28279,-0.286144,0.357711,-0.970841,-0.661231,-0.820593,1.0431,-0.0070126,-0.71108,-1.70683,-0.87739,0.459758,-1.96567,1.37021,-0.349722,0.436983,-0.960255,-0.179643,-0.890467,-0.664708,-1.22634,0.593439,1.34642,0.801407,-0.782387,-0.358344,-6.41633,1.60191,1.15626,3.94258,-2.82717,0.913612,-7.50094,-0.337091,2.15772,0.594926,-1.64738,0.0302344,-3.63005,-0.845296,0.487137,-1.73896,-0.466232,-0.543455,0.0877519,0.99782,0.411007,-0.971916,0.971489,2.37093,-1.38706,-1.65613,1.70724,0.793596
-734.64,0.999874,0.00304515,10,1023,0,748.75,-1.50178,0.182087,-1.01854,0.904981,-0.106631,0.918196,0.541015,0.018002,0.810737,1.95451,-0.82012,-0.514976,-1.64682,-0.997241,0.338631,-1.47976,-0.716959,-0.354582,-0.0433464,1.29147,0.211249,-0.599406,-0.973322,-1.04735,-1.0257,-1.88866,6.21677,4.92216,-0.166214,0.471484,0.319874,-2.39871,0.897962,0.585672,2.23391,0.625892,0.0859936,0.0258189,-0.113614,-0.698903,0.552872,-0.647842,-0.767617,1.43078,-1.16407,0.968483,-0.6426,1.3171,-1.00753,1.89989,-0.635339,0.740168,-0.214612,-0.0508122,0.311715,-1.24405,-3.12536,1.60487,1.12882,-0.0997701,-1.73416,2.52753,-1.75047,-0.04183,1.79962,0.109058,-1.60059,0.885831,-3.61729,-0.997241,0.338631,-1.47976,-0.716959,-0.354582,-0.0433464,1.29147,0.211249,-0.599406,-3.69889,1.8745,-1.11251,-1.8931,1.85275,-0.751719
-735.164,0.99847,0.00325118,10,1023,0,752.014,-0.712169,-1.00361,-3.31192,0.0475562,-0.237699,-0.496928,-0.0789839,-0.538391,-0.647249,0.710234,-0.798797,0.285571,1.63192,0.376438,-1.24854,1.89334,0.4899,0.496109,-1.73159,-0.954989,-0.548353,0.129985,-0.264965,-3.29558,-1.05361,-0.533465,4.67551,5.89537,-2.04323,0.0326473,0.985604,-1.19069,0.36084,-0.455289,-1.34205,0.916522,-0.629777,-1.57298,2.28695,-0.291704,-0.670152,-1.0675,-0.867438,-0.119184,-0.526843,0.0179977,-1.96469,0.869418,-0.288142,-0.747296,0.510912,0.434649,-0.60961,1.25849,-1.72864,1.63891,-3.74486,-4.89456,-2.46261,1.07019,1.24127,-8.28476,8.97755,-0.641356,-5.44022,0.650425,-1.7348,0.0161601,1.78898,0.376438,-1.24854,1.89334,0.4899,0.496109,-1.73159,-0.954989,-0.548353,0.129985,1.39861,-0.78358,-0.39365,5.5043,-0.993169,3.13037
-737.506,0.999923,0.00346211,10,1023,0,749.776,-2.01858,-0.0904846,-0.898091,0.853388,0.372843,0.597783,1.01072,-0.149285,-0.0954629,1.77481,0.481089,1.04408,-1.97178,-1.66497,1.02088,-2.48206,0.157434,1.03768,0.661688,1.01684,0.578406,-0.673597,-0.530374,-2.12278,-0.7204,-1.80103,5.66837,4.72763,0.415441,2.04433,1.97789,-1.16901,0.070182,0.619704,-0.770373,0.0585601,-0.264973,1.43359,-0.501676,-0.818408,-0.915232,0.293711,0.924464,-1.00796,-0.598097,-0.976111,1.60023,0.60757,0.35117,0.143041,-0.642045,1.06623,0.529986,-0.0709382,-0.313519,1.32883,9.55898,-1.02755,1.78092,5.85385,-0.000265167,-0.0145153,11.3295,0.0171092,-0.902514,0.161234,1.01658,3.07769,-2.61958,-1.66497,1.02088,-2.48206,0.157434,1.03768,0.661688,1.01684,0.578406,-0.673597,3.24246,2.52027,4.25914,0.0548241,1.1069,-2.37822
-736.329,0.999964,0.00370669,10,1023,0,746.535,-2.00664,-0.05708,-0.940742,0.810226,0.42342,0.734049,0.991054,-0.319692,0.0718296,1.75797,0.510561,0.920619,-1.97061,-1.5659,1.07909,-2.53087,0.237415,0.992439,0.658847,0.95654,0.467735,-0.533425,-0.518924,-2.28699,-0.785103,-1.9437,5.60421,4.74259,0.315547,-0.372921,0.486939,0.604962,-0.469737,-1.16795,0.715383,1.56301,-1.59081,0.157796,-0.220041,1.27948,-0.137857,-1.00766,-0.484511,0.318779,-0.732709,0.47505,0.0619248,0.613515,1.0567,-1.33521,0.0128504,1.59785,0.774929,1.3146,0.652207,-0.263427,1.47171,-1.40606,1.56803,0.00509911,-0.36761,1.96079,7.27273,-0.840245,-0.763583,-0.197931,0.904929,1.64243,-2.33912,-1.5659,1.07909,-2.53087,0.237415,0.992439,0.658847,0.95654,0.467735,-0.533425,-0.909106,0.49228,0.593436,-0.764981,0.960878,-2.06161
-738.681,0.999545,0.00397106,10,1023,0,748.855,-0.199856,-0.131866,-3.04771,-0.274934,-0.244213,-0.401748,-0.560403,-0.793828,-0.488412,-0.0956793,-1.36327,-0.953613,0.408509,1.09799,-0.569117,2.60324,0.0488613,-1.2477,0.0749193,-0.611621,-0.257099,0.818386,-0.509479,-1.98786,-0.885759,-0.333358,4.44923,4.90309,-0.281617,-0.224212,0.0750285,0.216455,-0.11786,0.111247,1.34272,0.107453,1.84651,-0.474942,0.0453963,-0.270384,-2.19471,-1.18704,1.1091,-0.632333,0.514216,-0.104211,1.33281,0.816833,0.464574,0.285368,-1.24244,-0.897287,0.845263,-0.223359,0.414384,0.677775,14.4366,6.95919,-1.59162,3.37029,4.67433,9.07277,-2.69031,-1.41998,6.3594,-4.49418,-2.3249,-1.07173,2.53166,1.09799,-0.569117,2.60324,0.0488613,-1.2477,0.0749193,-0.611621,-0.257099,0.818386,-4.64908,0.116959,-2.29961,-5.62621,-1.38332,-1.39072
-736.716,0.999841,0.00424961,9,511,0,752.583,-0.78247,-1.63157,-2.92719,-0.521202,-1.49835,-0.399381,-0.633083,-0.6608,-0.565839,1.72018,-1.09174,0.887819,-1.34351,0.782845,-0.579054,1.63692,0.101363,-0.357436,0.478851,-0.744308,0.0802132,1.60484,-1.1273,-1.87257,-1.46581,-1.21358,5.78227,5.25233,-0.0867653,-0.0988736,-1.27776,1.28203,0.929457,-0.219139,-0.922309,0.420959,-0.680531,-2.7345,-1.98981,-1.4949,1.03756,0.904949,-0.414618,2.21441,0.0193702,-1.19553,-0.0719139,-0.407251,-0.29469,0.353621,0.0784312,-0.620567,0.120703,0.64079,-0.762328,-1.47769,-16.0903,-1.8289,-1.36794,-4.80588,-3.59426,-1.883,-4.51358,-1.37014,-1.78831,1.07875,-1.1769,-0.547343,-2.2616,0.782845,-0.579054,1.63692,0.101363,-0.357436,0.478851,-0.744308,0.0802132,1.60484,-0.401678,-0.886978,1.0592,1.52496,1.16692,1.15391
-737.172,0.999804,0.00455094,9,511,0,750.791,-1.01337,-1.87912,-3.4312,0.252777,-0.286554,-0.420566,-0.180398,-0.0120993,0.247589,0.515989,-0.853642,0.957293,-0.154529,0.115682,-1.14706,-0.194473,0.209223,0.0923333,-0.692716,-0.918994,0.193477,0.706905,-0.725458,-1.74497,-1.54746,-2.48177,4.18515,5.52947,-0.183948,1.71167,0.483109,-0.294114,1.08249,0.121111,2.62702,-0.102368,0.0403186,-0.857765,0.739546,-0.748316,1.73648,-0.861565,-0.0631005,-2.08944,0.0166086,0.489151,-1.03075,0.285363,0.0315578,-1.45627,0.241349,0.0494987,0.226019,-0.631411,-1.08504,-0.831337,19.9142,-4.69887,-2.08051,6.98549,2.85288,0.885867,3.592,2.43335,2.4617,-1.37278,-0.772672,4.08337,0.374409,0.115682,-1.14706,-0.194473,0.209223,0.0923333,-0.692716,-0.918994,0.193477,0.706905,-1.5846,2.08548,0.169023,-1.09259,-2.06465,1.63234
