# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_beta.21,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_beta.21,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-733.036,0.998672,0.0326616,7,127,0,742.051,-1.50976,-0.705963,-2.90925,0.815605,0.00852188,-0.0134597,0.3192,0.0930223,0.126194,0.555843,-1.07492,1.32811,0.523269,0.438956,0.643732,-1.11695,0.0966558,-0.0785114,0.323092,-0.743411,-0.950051,-1.26113,-0.707322,-1.92824,-1.87146,-1.00062,4.88523,5.77811,-0.367816,-0.227851,-0.539164,-4.16664,-1.02274,-1.78294,0.490862,0.00779429,1.60322,0.354438,-1.09747,1.1803,1.25197,2.1918,-0.656613,-0.252267,0.32029,-1.74129,-0.310175,0.475768,-0.374791,0.232769,3.37324,1.1185,-0.328004,1.14848,0.539475,-1.06194,-1.45469,-1.68411,-1.65299,2.97086,0.270194,-3.26968,2.87885,2.22545,1.44573,-3.65141,-2.26221,1.27364,0.585743,0.438956,0.643732,-1.11695,0.0966558,-0.0785114,0.323092,-0.743411,-0.950051,-1.26113,-1.65759,-0.894242,-0.822403,-0.546213,-0.462672,2.71662
-728.724,0.997349,0.0332002,7,127,0,744.816,-0.537236,-0.338315,-1.84223,0.21208,-0.407548,-0.275096,0.233173,-0.177463,-0.509565,1.60586,-0.274526,-1.00261,-0.900609,-1.37769,-0.904338,1.12407,0.247546,-0.343642,0.721597,0.694202,0.279501,1.22362,-0.146606,-0.3301,-0.485221,-1.70901,5.38265,5.67262,1.23315,1.0932,2.31648,1.19413,-1.818,-2.17185,-1.15672,-0.922443,-0.779991,-1.54559,4.04624,-2.62317,-0.719466,0.617662,1.92258,0.200488,-0.447144,0.221685,-1.48225,0.249459,1.2428,0.555331,1.78006,-1.04183,-0.806075,-1.02437,0.0667039,-4.84646,-9.15457,-1.07419,0.090711,-3.22592,-8.35959,-9.6942,4.54698,1.36189,-2.88415,3.75559,-0.597587,-8.89459,0.796785,-1.37769,-0.904338,1.12407,0.247546,-0.343642,0.721597,0.694202,0.279501,1.22362,7.17965,6.10273,-0.220891,-1.02407,0.528544,2.58947
-732.877,0.95039,0.033668,7,127,0,747.791,1.30709,-0.939594,-1.68377,0.0407518,-0.566874,-0.668162,-0.337293,-1.28077,-0.682905,0.256365,-0.478933,-1.09661,-1.23842,1.69702,0.810297,-1.06969,0.386854,-1.27029,-0.405422,-0.29602,0.397328,-0.0704168,-0.632067,0.533252,-1.27322,-0.833444,4.26179,4.74753,-2.13168,-2.48467,-1.98389,-0.541063,-2.64311,-1.63905,2.82581,-2.99938,3.36328,0.244038,-1.63785,-0.678379,-1.50222,0.575015,0.500416,-0.35892,-0.780874,0.812172,-0.666964,-1.01795,-0.906864,-1.81417,2.1414,0.480197,-0.900038,1.3269,3.53324,-2.4154,-3.39656,-0.468081,1.02138,0.542388,-0.549363,-6.00312,1.46442,-5.83556,0.0835023,-2.62678,0.169412,0.61456,-10.9668,1.69702,0.810297,-1.06969,0.386854,-1.27029,-0.405422,-0.29602,0.397328,-0.0704168,-3.46785,10.8758,-0.270714,4.21468,-2.31962,-1.66027
-734.032,0.949218,0.0315826,7,127,0,746.188,0.285464,-0.720823,-1.26898,-0.499424,-0.185075,-0.48645,0.0182225,-0.477023,-0.724701,0.72997,0.0860831,-0.395052,-0.548473,2.81521,1.50738,-1.0355,0.686225,-1.21504,0.213006,0.733071,0.255317,-0.156353,-0.241709,0.56194,-0.0522122,-1.52939,4.8573,5.08853,4.0736,-2.32245,-0.367324,0.220405,-1.16848,-4.52516,2.28212,-3.15422,-0.859395,-2.82172,-1.03551,-0.923548,-0.74847,-0.207267,0.204493,-0.615562,-0.0384493,-0.768743,-0.698893,-0.67298,0.325636,0.0300731,-3.49222,0.0601928,-0.35839,1.24733,-2.18236,-2.31893,-9.08588,-2.50468,2.59492,-21.0299,3.82848,-8.83597,7.13569,0.111473,-3.23316,-2.14706,2.26772,-5.20461,-12.1769,2.81521,1.50738,-1.0355,0.686225,-1.21504,0.213006,0.733071,0.255317,-0.156353,2.82496,9.032,6.28856,-0.453109,-0.613665,0.408308
-732.644,0.936924,0.0295803,7,127,0,743.315,-1.23727,-0.0967695,-2.9023,-0.104744,0.176166,0.179087,0.268679,0.447869,0.307045,1.14256,-0.639402,-0.424335,-1.08689,-2.28735,-1.63666,0.986582,-0.681666,1.457,-0.457367,-0.727704,-0.36358,-0.272846,-0.582521,-0.914216,-1.26101,-0.448688,5.26374,5.57866,-2.07667,-1.56425,-0.423701,1.4576,1.29257,4.00113,-2.83947,0.502589,-0.255051,4.00491,1.32159,0.97337,0.379278,-1.92301,-0.223439,0.965634,-0.180282,0.997214,0.621588,0.16353,0.253129,1.1187,0.0487731,-0.199411,0.991441,-0.213143,0.364998,-2.72991,-12.9958,1.39565,-1.76988,-8.26816,1.06604,-6.83704,-3.31662,4.36109,-0.956453,-2.43488,-1.86794,-3.70005,-2.52435,-2.28735,-1.63666,0.986582,-0.681666,1.457,-0.457367,-0.727704,-0.36358,-0.272846,-5.02001,2.35319,-0.1952,-2.8807,0.255458,2.22076
-732.052,0.988565,0.0271608,7,255,0,746.907,-0.742999,-0.824543,-2.10563,0.239498,-0.328922,-0.0787754,-0.131489,-0.794868,-0.263297,1.45776,0.264339,-0.392459,-0.777392,0.298132,-1.30332,1.35014,-0.408031,0.363145,-0.124489,-0.931197,2.0955,-0.227103,-0.100375,-0.397873,-0.0132536,-1.86001,4.16802,4.79263,-0.452083,-1.48064,2.72052,-0.229979,-1.15114,-2.64956,-3.9212,-1.89861,-1.18765,-2.0279,1.08097,-0.208915,0.658587,2.96956,1.52629,-0.86033,0.654944,-2.2462,0.471095,0.655735,0.892683,0.243721,0.515897,0.921445,0.0381381,-2.07564,-0.952729,-3.1405,23.694,-3.75162,-0.248262,35.2191,-0.187835,3.15451,1.91551,-0.417427,1.35129,5.35129,5.07014,14.9703,0.275377,0.298132,-1.30332,1.35014,-0.408031,0.363145,-0.124489,-0.931197,2.0955,-0.227103,6.87536,-7.17592,7.11662,-2.41404,-1.9284,-2.23716
-736.907,0.991361,0.0271568,7,127,0,746.217,-1.24096,-0.132347,-2.64301,0.29518,-0.0545618,0.189962,-0.0819298,-0.415229,0.0923833,0.713563,-1.45296,1.60669,-0.164974,-1.47592,1.29282,-1.08587,-0.212183,1.02383,0.407899,0.82729,-2.70236,0.32743,-0.292315,-1.95163,-1.78346,-0.943769,5.81084,5.2469,-0.728762,2.1096,-1.01589,-3.1085,0.697305,-0.670594,-2.58109,0.237206,2.82691,-1.47505,-2.22594,-0.300272,-0.151651,-1.12484,-1.15354,1.00579,-1.02188,0.964322,0.400483,-0.51766,-0.283591,0.0693857,-2.00285,-1.09497,-0.12015,1.14043,-1.92517,-1.84557,18.9869,5.10271,-1.30483,6.40832,3.45966,10.2295,-0.601554,0.0959796,5.6494,-1.63172,-4.52437,4.10871,0.206237,-1.47592,1.29282,-1.08587,-0.212183,1.02383,0.407899,0.82729,-2.70236,0.32743,1.37955,3.10078,0.0263837,-0.679195,1.35846,0.414191
-734.932,0.996191,0.0272758,7,127,0,749.503,-1.24553,-0.283136,-2.60774,0.197477,-0.0247209,0.153407,0.00568985,-0.575018,-0.309328,0.918736,-1.34524,1.27551,-0.118191,-1.69308,0.78645,-1.18219,-0.398429,0.733687,0.444843,0.738146,-2.45715,0.369838,-0.0464267,-2.45335,-2.52068,-1.0309,5.78979,5.00283,0.541161,3.44105,-0.63192,1.93258,-0.191887,2.51228,-2.86212,1.24932,5.29302,-1.95563,-2.04572,1.5858,-0.14207,0.551306,1.24433,0.0423847,0.571351,1.94365,-0.0416701,0.356104,-1.23833,-0.0760324,-4.17844,0.809783,0.915054,0.249868,0.388461,4.13344,-16.7036,-0.867699,-1.71987,-2.65084,-0.499162,5.79144,-10.9461,-3.98858,-3.24476,-1.08796,-6.16973,-0.0784066,-0.0937477,-1.69308,0.78645,-1.18219,-0.398429,0.733687,0.444843,0.738146,-2.45715,0.369838,4.96161,-2.64381,-1.17937,0.228863,1.18205,0.187171
-733.502,0.999098,0.0276093,7,127,0,743.463,-1.40592,-0.366899,-1.49376,0.0382107,-0.153247,0.0861019,0.125902,0.300942,0.118128,1.18404,0.812213,-0.761263,-0.220454,-1.07566,-0.943893,0.928752,-1.2192,-0.839989,-0.455438,-0.8592,1.28161,0.93245,-0.0332962,-2.12686,0.931028,-0.773099,4.02068,4.96778,-0.0711543,0.13332,1.94571,0.917011,1.19984,-1.75188,1.80931,-2.92105,-0.164671,0.840846,1.7969,-1.71271,0.294548,2.31452,-0.101179,0.754408,0.94103,-1.2936,-0.313234,-0.236526,2.26343,-0.820716,0.75245,-0.0292863,-0.378795,-0.0325972,-0.526591,0.836789,-19.5977,-4.34893,0.73431,-55.38,-9.64312,2.07532,-11.8413,3.72199,-3.01008,-0.74516,6.94107,-3.87048,0.720094,-1.07566,-0.943893,0.928752,-1.2192,-0.839989,-0.455438,-0.8592,1.28161,0.93245,3.35428,1.27879,0.486869,-3.38739,-3.5319,0.0485705
-737.834,0.999109,0.0280754,7,127,0,746.067,-1.58097,0.582894,-1.47111,1.12749,0.343329,0.797348,0.797562,0.0495175,-0.39457,1.82988,-1.16741,0.407774,0.227089,1.01651,1.20388,-0.571876,1.4581,0.173914,0.612653,0.869057,-1.17788,-1.07445,-0.634979,-2.22157,-3.27373,-2.24873,6.284,5.24158,1.54157,-0.754959,3.06835,-0.285791,0.36631,2.88427,-1.59054,-0.913284,1.07388,-1.10342,-1.10966,0.713047,-0.195593,-0.421532,-0.134597,-1.74243,1.00763,-1.32482,1.09502,0.0877462,0.902018,-0.75346,2.66906,-0.13135,-0.476061,-0.250044,-1.42116,1.02352,4.42812,3.31148,0.468744,1.71708,-1.0979,5.19803,0.644114,0.866201,-1.53069,0.20683,-3.24277,0.323859,0.962622,1.01651,1.20388,-0.571876,1.4581,0.173914,0.612653,0.869057,-1.17788,-1.07445,1.93497,-0.758748,-0.786761,-1.24017,1.96324,0.676735
-737.424,0.990991,0.0285453,7,127,0,753.071,-1.43171,-0.376209,-1.58082,0.358291,0.724399,0.331956,0.224378,-0.0904848,0.516419,1.76887,1.42191,-0.922026,-0.950184,-1.32548,-1.19537,1.39442,-1.02616,-1.05662,0.0791797,-0.916479,0.844495,0.384055,-1.1006,-2.14719,-0.136843,-1.35584,5.0915,5.2666,2.22908,-3.54914,-0.553559,-4.36951,0.140707,-1.24313,-3.16558,0.872521,2.56215,-0.769541,2.74124,-0.712463,1.54565,-0.189911,-0.602331,-2.3968,-1.15484,0.149384,-1.27425,0.0933824,0.909072,1.39833,1.71287,0.309846,0.263408,0.87688,-2.9847,-2.13746,23.3528,0.772436,0.340204,16.0469,7.31842,5.25759,1.25003,1.55914,3.5406,0.315575,3.1454,0.611026,0.411874,-1.32548,-1.19537,1.39442,-1.02616,-1.05662,0.0791797,-0.916479,0.844495,0.384055,-0.792741,-3.59091,8.95536,0.386395,0.195692,0.374696
-741.701,0.997281,0.0286409,7,127,0,756.256,-1.65006,-0.3652,-0.806622,0.703604,0.298795,0.605286,1.1141,0.786934,0.93021,2.63971,-0.857933,-0.380671,-0.473126,-0.286198,1.36207,-1.56108,1.47938,0.158361,0.682372,0.573317,-0.141339,-1.32295,-0.975423,-2.79425,-5.8791,-1.46458,5.79844,4.79548,-1.88795,-2.96184,0.51972,-5.98681,1.42175,3.1353,1.84151,-1.29197,2.84762,-0.267018,2.69563,-2.0801,-1.06037,-1.99842,0.311873,0.138258,-0.141949,-1.55026,0.771148,-0.804934,1.08228,-0.678591,2.45838,-0.964315,0.10754,-0.989467,0.707427,0.217126,-9.70174,-1.34894,1.24015,-1.33942,-1.27342,-1.1279,2.23161,1.77542,0.820675,0.978537,-1.82745,-1.11933,-0.22691,-0.286198,1.36207,-1.56108,1.47938,0.158361,0.682372,0.573317,-0.141339,-1.32295,-4.0524,-0.774143,-1.015,-3.20186,1.22021,-1.31083
-736.383,0.994246,0.0290268,7,127,0,753.942,-0.328226,0.342926,-2.43393,0.43759,0.241391,0.72713,-0.0444979,-0.239995,0.147282,1.32068,-0.0255326,-0.799412,-1.16778,0.205591,-1.62409,1.61375,-0.968089,0.159757,-1.07386,-0.154667,-0.573137,1.54845,-0.462639,0.211363,-2.82426,-1.42969,5.10526,5.9273,2.97596,-1.2991,-2.356,1.34574,0.920552,-0.51847,-1.83288,-3.49797,-4.8772,-2.16327,3.21628,2.7321,-0.137622,0.264043,0.121535,0.528603,-1.26116,-0.229238,-0.125974,-0.67084,0.582551,0.649395,1.22573,0.401194,1.80932,0.384465,-1.67104,0.131005,-11.7591,4.77577,-1.10687,-1.86457,0.928977,6.35462,-15.8025,-1.83335,-0.0331064,-1.27758,-0.280205,-6.62606,-9.46236,0.205591,-1.62409,1.61375,-0.968089,0.159757,-1.07386,-0.154667,-0.573137,1.54845,0.131862,14.5795,-1.23645,-1.79432,-0.0604989,3.32369
-744.433,0.999997,0.0292712,7,127,0,756.417,-1.80996,-0.411263,0.137823,1.22934,0.507311,0.747131,1.39805,-0.49115,-0.362696,2.04726,0.64339,0.636795,1.06505,-0.637741,1.23698,-1.50515,0.916555,0.120979,1.01392,0.496454,0.170545,-1.7191,-1.65073,-1.61544,-1.32366,-4.50583,4.98533,4.51285,0.915814,-0.351598,-0.447631,-0.20956,-0.967753,4.79592,-1.47133,0.634366,1.28563,-0.760087,-2.38544,1.55871,-0.442238,0.880385,-1.02863,1.0977,0.342132,-0.376759,0.400717,1.65932,1.92108,0.437892,-4.10055,-0.335016,-0.731355,0.426396,0.666829,-3.12677,-5.97383,-0.390983,1.65957,-1.22247,0.451593,1.14931,0.806261,-0.245925,-0.538801,1.00172,0.821598,-1.58946,2.46352,-0.637741,1.23698,-1.50515,0.916555,0.120979,1.01392,0.496454,0.170545,-1.7191,-4.64487,-0.729429,-2.19651,-1.13975,-0.280473,-3.43997
-739.75,0.999963,0.029787,7,127,0,749.599,-1.79045,-0.832049,0.0986014,1.15,0.6077,0.895908,1.73462,0.518418,0.196468,1.52184,0.285934,0.661555,-0.279318,-0.150259,-0.0951327,-0.172031,1.25296,0.718035,0.263079,-0.693053,0.79855,-0.474231,-1.22433,-1.09968,-1.68981,-4.37934,5.35104,4.98567,-0.511744,1.231,1.65767,0.376633,0.00283632,-0.326805,0.546593,-2.16224,-1.92675,1.4081,1.20714,1.83966,0.365709,-0.731241,1.06869,-1.43149,0.666277,-0.518578,1.04714,0.486418,-0.0108395,-1.78647,-2.73166,0.595675,-0.28247,-0.872976,-0.48057,-3.285,4.84191,-1.91504,2.39485,0.870334,0.706404,0.729977,5.53961,0.918494,0.024891,-0.0808646,0.245567,4.3014,-1.71073,-0.150259,-0.0951327,-0.172031,1.25296,0.718035,0.263079,-0.693053,0.79855,-0.474231,2.9372,2.14075,0.542124,-0.947758,0.548388,-0.532515
-745.169,0.995701,0.0303055,7,127,0,757.835,-1.79487,-1.20174,-0.180085,1.58286,0.901445,0.774213,1.84038,0.118408,0.128513,1.38475,-0.020114,-0.21031,0.581044,-1.74227,1.14744,0.17764,1.59759,1.34663,-1.2389,-0.254666,-0.0171416,-0.0385137,-1.5621,-1.23129,-1.34956,-3.1764,4.83205,5.74941,0.781699,2.29069,1.9112,-2.59285,-1.72227,1.68105,0.512344,2.0097,0.374144,0.44771,1.27975,0.650129,0.0895683,2.04223,-0.767377,-0.350805,0.173132,-1.13063,1.69655,-0.633303,1.20652,-0.683164,2.77813,0.529709,0.0605056,-2.40584,1.59391,-4.62759,-9.93743,-2.16536,1.34195,-1.76941,0.84358,0.878998,1.96722,0.540248,-0.158105,-0.230707,-0.0789006,-5.77607,3.76986,-1.74227,1.14744,0.17764,1.59759,1.34663,-1.2389,-0.254666,-0.0171416,-0.0385137,-3.75222,2.3153,-3.99365,-1.12588,-0.67159,2.81579
-742.891,0.99971,0.0306203,7,127,0,752.5,-1.54617,-0.215982,-0.94506,2.60547,0.618623,0.856052,1.45924,-0.304292,0.266085,1.85079,-0.03203,-0.205669,-1.18793,1.56109,-0.990554,-0.474659,-1.3057,0.904734,1.18106,0.118508,0.587242,0.177361,-1.44924,-2.76428,-3.60495,-1.6864,5.8117,4.68854,1.26632,3.94535,-2.13035,-1.77766,-1.56906,0.558615,-5.97555,-0.123896,0.146898,0.63195,0.086579,-0.562582,0.915145,1.22385,-0.74551,0.497023,-1.06158,-2.21135,0.596582,0.338432,-0.638271,-0.131399,3.01276,-0.193273,-0.376979,0.138409,-0.228192,-2.64773,3.33265,-0.261296,0.51905,3.54516,0.344962,1.15016,3.65216,-0.77741,0.213923,0.0206888,-0.067077,-0.10459,-0.981537,1.56109,-0.990554,-0.474659,-1.3057,0.904734,1.18106,0.118508,0.587242,0.177361,-2.19839,-1.20295,-0.747708,1.49424,1.29418,-2.4869
-742.318,0.997908,0.0311318,7,127,0,757.426,-1.98702,-0.203996,-1.30727,2.24551,0.913932,0.680456,1.09286,0.192958,-0.66033,1.50924,0.0931303,-0.428541,-2.55158,1.99983,0.439642,0.401205,-1.00116,0.285093,-0.0625851,0.54033,0.394844,0.53234,-1.16102,-1.86636,-1.12374,-1.68998,4.43515,5.22992,1.49408,-0.322908,1.52468,4.45367,-1.36866,0.989158,4.61109,-1.77084,3.608,0.886996,-0.444482,0.421375,0.619641,0.322749,-1.14394,-0.778318,-0.950038,1.65648,1.6608,-0.170084,0.46491,-0.216967,-2.87461,-0.605802,-0.96824,0.633698,3.64553,-3.46456,8.80725,-0.265684,0.372043,9.91778,2.122,-1.6142,3.62303,1.20821,-1.66483,-0.409904,0.149033,2.15106,-3.46146,1.99983,0.439642,0.401205,-1.00116,0.285093,-0.0625851,0.54033,0.394844,0.53234,1.96247,0.370844,10.0174,1.16407,-1.46972,0.634897
-739.665,0.994918,0.0315572,7,127,0,756.699,-1.91626,0.321023,-1.94886,1.28288,1.36234,1.07307,0.738198,-0.381162,0.119844,1.45997,-0.773941,0.0197605,0.776277,1.27241,1.19391,0.930246,0.239262,1.04295,1.22213,0.165383,0.0558707,1.59254,-0.557827,-2.82071,-1.62505,-1.48478,5.27998,5.28948,2.07554,3.51938,-1.58696,-7.12593,-1.93364,-0.978133,0.669794,-0.82669,4.03967,0.933085,-1.00417,0.783081,3.57159,-1.87267,-0.301477,-0.195647,1.29525,0.743528,0.563823,-0.483524,-0.42634,0.0565186,0.367805,0.0542297,-0.00307075,0.108283,1.96294,-0.45639,8.06741,0.518044,-0.571302,3.30487,8.85249,10.4592,-3.29056,-1.47874,-0.367675,-1.45055,-2.77963,-0.000334541,1.39103,1.27241,1.19391,0.930246,0.239262,1.04295,1.22213,0.165383,0.0558707,1.59254,9.80808,-0.463612,1.67814,1.44721,0.451454,0.868716
-735.827,0.998506,0.0318343,7,127,0,749.757,-1.79446,0.136788,-1.54492,1.76761,1.09468,0.696274,0.933122,-0.39613,0.0812675,1.33606,0.0595447,0.163505,0.15647,0.411085,1.26016,0.679267,0.172662,1.09402,0.684129,0.287203,1.50167,1.11063,-0.662369,-3.02703,-1.97917,-2.05147,5.56685,5.38393,-0.0799027,-1.65885,2.01558,2.03519,-4.47339,-4.95503,3.18573,0.30356,-0.061729,0.101811,4.45608,0.259756,-1.37012,-1.8807,-0.414083,-0.608106,-0.183585,-0.249365,-1.1697,0.0495641,1.85261,-1.2535,-2.23363,0.13373,-0.259923,-0.878049,0.788164,0.31919,11.2147,-0.182446,0.18911,7.81308,4.96673,2.12346,1.41303,-0.320754,0.0700103,-1.35027,-0.379837,0.548101,0.402287,0.411085,1.26016,0.679267,0.172662,1.09402,0.684129,0.287203,1.50167,1.11063,5.8869,-0.850194,2.27989,-0.386876,0.95292,1.12646
-742.622,0.987947,0.0322917,7,127,0,754.616,-1.25791,-1.04496,-1.91588,0.921245,0.131289,-0.180967,0.558972,-0.0250742,0.00606915,2.16572,0.139583,-1.03632,0.117889,-1.01556,0.59201,-1.13612,1.44027,1.09759,1.58901,1.08732,-2.14465,0.698098,-0.992977,-5.50584,-3.98297,-1.19423,4.33113,5.07403,1.4005,3.73575,0.718849,5.58259,4.76406,2.19588,4.29766,-0.356568,0.212426,-1.11745,0.0805449,0.398811,0.193582,0.686801,1.32952,0.492275,0.0809055,1.00409,0.680337,0.474596,1.65414,1.16608,-0.51825,0.130885,-0.0828179,-0.251473,1.2812,1.53229,8.07692,-2.04311,-0.17325,2.35222,0.363291,-2.81275,5.20926,1.46532,0.2374,2.01483,0.60287,-1.02281,0.142299,-1.01556,0.59201,-1.13612,1.44027,1.09759,1.58901,1.08732,-2.14465,0.698098,-2.40302,-1.00707,-0.855451,2.78116,-1.82961,-0.254994
-737.279,0.980662,0.0322154,7,127,0,761.442,-2.18445,0.359029,-2.08949,0.447051,0.571943,0.74737,0.640224,-0.19255,0.197073,1.52268,-0.391741,2.02378,0.169378,-0.142471,-0.968548,0.836955,-0.567988,0.616272,-0.817922,-0.682174,1.03142,-0.856292,-0.269907,-1.64587,-2.95004,-1.56353,5.87522,4.63029,1.19677,4.37181,0.662017,1.57232,-7.36977,0.898361,2.13554,-0.875278,0.872357,-0.85835,0.691204,0.742767,-2.472,1.43876,0.792563,0.749998,-1.50154,-1.68388,-1.48049,-0.902654,2.05943,-0.232957,3.86259,-1.56848,-1.21456,1.21629,1.16297,6.16009,-40.0392,0.126996,-1.08586,-9.43882,-1.26446,-1.78896,-11.6463,-3.53837,-3.08231,-2.13783,-3.14063,-3.16682,-1.94012,-0.142471,-0.968548,0.836955,-0.567988,0.616272,-0.817922,-0.682174,1.03142,-0.856292,-17.3805,-11.6691,-1.86206,-4.64309,1.23505,-1.0047
-739.06,0.99664,0.0317754,7,127,0,748.358,-0.261868,-0.637387,-2.03898,-0.519288,-0.606679,-0.982747,-0.772982,-1.44963,-0.936331,0.819868,-1.44818,-1.77947,-0.562487,0.135423,1.48072,-0.538215,0.611726,0.0381316,0.671131,0.894321,-1.04341,0.753726,-0.143094,-2.22783,-2.10977,-2.02841,4.38676,5.59777,0.0405966,2.94881,-1.56768,0.347436,2.95343,-0.145099,2.58802,0.784319,1.34224,-0.279591,2.75125,0.674999,2.22939,-0.11315,0.175573,-0.66028,-0.316672,1.45265,0.805799,0.0070597,-0.0728613,0.689082,-0.0611546,-0.881318,1.35359,0.485837,0.415649,-0.0278419,-31.4356,3.28017,0.622029,-7.83242,-0.482317,-9.47709,-21.453,-3.10021,-2.50518,1.68325,-4.20593,-5.07085,-0.630436,0.135423,1.48072,-0.538215,0.611726,0.0381316,0.671131,0.894321,-1.04341,0.753726,23.5636,5.0029,1.24828,2.00341,-2.29479,2.72914
-733.359,0.99915,0.0321305,7,127,0,750.561,-0.687667,-0.909426,-3.24347,-0.242366,-0.952185,-0.500803,-0.220856,-1.01216,-1.15852,0.807096,-0.47716,-0.729468,-0.345799,0.0694624,-1.01832,-0.495226,-0.206846,0.643093,0.908292,1.14814,0.0834336,-0.17097,-0.251851,-2.71573,-2.19243,-1.69107,4.47143,5.28003,2.45552,2.32269,2.83917,-2.4209,-1.30617,0.931319,-5.31656,-1.66985,-0.688415,0.89348,-3.25482,-3.07066,0.822973,0.136236,1.48678,-0.38259,0.878723,-0.842071,0.320652,0.545831,-1.27962,1.00777,0.386073,1.19811,-0.615134,-1.4786,-1.27778,2.47911,-27.4812,-3.70771,-2.30991,-6.56763,-9.83613,-2.9836,-3.24672,-2.2101,-5.06644,-0.688083,-0.0517937,-2.54735,-0.30048,0.0694624,-1.01832,-0.495226,-0.206846,0.643093,0.908292,1.14814,0.0834336,-0.17097,11.8858,0.376572,-0.192178,2.13061,-1.94917,1.56099
-739.005,0.996948,0.0326125,6,127,0,753.092,-0.515856,-0.760593,-1.98443,-0.866356,-0.310286,-0.83858,-0.526286,-0.0340742,-0.184122,1.21927,-0.921565,1.66873,-0.799217,1.08697,0.695359,-0.624427,0.549027,0.52785,0.750673,-0.412862,1.56096,0.918354,-0.482817,-2.29714,-2.02204,-0.753531,5.27375,5.13545,-1.39365,0.364757,4.33121,-1.1852,3.39793,1.92181,-3.61747,0.542078,3.90203,0.293541,-1.00923,2.39174,-0.241673,0.870423,1.138,0.239562,0.675201,-0.554225,-0.641234,-1.33929,0.937111,0.862995,-0.706855,0.404791,0.742671,0.437506,2.13804,-1.08262,34.6046,4.15765,1.04321,1.88277,6.86022,-5.4714,6.56108,11.5662,7.97159,3.91176,-0.838641,4.87461,-0.47387,1.08697,0.695359,-0.624427,0.549027,0.52785,0.750673,-0.412862,1.56096,0.918354,-11.1525,4.19026,-4.65334,1.13498,0.632084,-0.370186
-736.288,0.984661,0.0329851,7,127,0,753.634,-0.98881,-1.26678,-2.57788,0.184138,-0.663471,-0.0620786,0.0807447,-0.832259,-0.419853,0.727808,-1.03413,1.14356,0.373737,-0.123726,-0.500127,-1.41737,0.939474,0.0953285,-0.505532,-1.08883,0.0687972,-1.66779,-0.444449,-1.44095,-1.16854,-1.37839,4.32855,5.30948,-0.887023,1.34334,-0.949112,3.58833,2.57985,-2.10124,5.42313,-3.38089,-1.03939,-0.923895,1.97389,-1.7512,0.619089,-1.33724,-0.509326,0.713823,-0.475488,-0.814481,-0.854189,0.518764,-1.66158,-1.18892,-3.68322,0.913999,-2.04234,0.312434,-0.624441,-0.259466,45.6925,-3.2577,-0.637104,17.7015,-0.544838,12.3168,21.7176,1.71326,2.91826,-0.0684105,-1.5196,9.96515,2.60178,-0.123726,-0.500127,-1.41737,0.939474,0.0953285,-0.505532,-1.08883,0.0687972,-1.66779,-1.71785,10.1574,1.31636,-3.34756,-1.11403,0.294701
