# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-728.424,0.998338,0.0288914,7,127,0,738.023,-1.25373,-0.279065,1.89112,0.0482864,-0.917441,-0.61471,-0.31139,-0.130583,-0.671649,0.541173,0.507583,0.525911,0.418817,-0.595914,0.969191,-1.1605,0.88378,0.334981,-0.718571,0.0137924,-0.729749,-0.583526,-0.234467,-1.20366,6.39868,5.63681,0.328006,3.04344,0.344309,1.90534,-0.53273,-0.418846,0.728585,-0.246742,1.24635,0.726885,0.660977,-0.931575,0.315088,-1.89204,1.35072,-0.494733,-1.59475,0.693187,0.993997,0.807366,1.10486,-1.10004,-0.600789,-0.919561,-1.6275,-0.781127,-3.29398,-1.08721,1.58047,6.08621,-1.54682,-3.11954,-1.04391,-1.06055,-2.61538,-4.01006,2.53224,0.525911,0.418817,-0.595914,0.969191,-1.1605,0.88378,0.334981,-0.718571,0.0137924,-0.495109,-1.1261,2.61324,-0.594514,2.09571,2.4039
-734.268,0.997233,0.0292069,7,127,0,743.684,-2.39777,0.13282,0.976487,-0.952159,-1.26737,-0.454431,-0.154891,0.183252,0.294365,0.947303,0.731947,-1.47568,-1.08571,-0.0591987,1.64898,1.54039,-0.178242,0.373168,0.565566,-0.111055,-0.202272,0.411496,-2.71428,-1.64067,6.45918,4.30635,-1.20304,-0.976279,1.30821,3.36964,-1.02529,-1.22977,-2.53843,0.674282,0.0928958,-1.66657,0.420389,-0.177998,-0.0600022,-0.888477,1.90276,-0.716708,1.02049,0.65063,-0.402688,-0.119302,-3.27454,0.375366,0.0302403,-0.589924,3.31041,-1.36669,3.29341,1.87934,-0.662128,-3.83858,-1.31337,0.758952,3.72811,0.442686,4.93751,13.6016,-4.3791,-1.47568,-1.08571,-0.0591987,1.64898,1.54039,-0.178242,0.373168,0.565566,-0.111055,1.31637,9.74559,-1.24506,-1.28443,2.1898,-5.44887
-729.133,0.984731,0.0294744,7,127,0,744.185,-1.27531,-0.141492,1.21593,-0.14726,-2.5503,-0.156597,-0.137649,-0.256882,-0.626486,0.61976,0.265004,1.13898,0.99334,-0.970151,-0.542275,-0.0984407,-0.0396294,-0.341019,-0.171836,-0.297457,-0.237526,-0.575653,-1.81183,-1.13598,4.64704,4.89933,3.85277,-0.634441,0.373423,2.64151,1.00126,-1.01368,0.751371,-2.63823,-1.17129,-0.0620466,-1.19954,1.74988,1.33641,0.232576,-2.16676,-1.8298,0.186911,-0.431919,-0.48097,0.188704,-1.97817,-1.09236,1.29738,-0.103214,-2.61686,4.94767,-0.503491,-1.46714,2.3633,3.4528,-3.71771,5.89454,2.33277,-5.02262,-4.27703,-0.155926,0.0976372,1.13898,0.99334,-0.970151,-0.542275,-0.0984407,-0.0396294,-0.341019,-0.171836,-0.297457,5.59541,-0.109298,-0.910268,-1.01216,-1.04288,-0.571885
-726.407,0.999591,0.0291921,7,127,0,741.214,-1.08918,-0.0864413,1.05743,-0.703345,-2.15322,-0.441674,-0.517763,-0.126463,-0.634475,0.491798,0.33577,0.71196,1.11019,-0.69639,-0.460612,-0.492425,1.0242,-0.304386,1.14431,-0.856308,-0.3206,0.110027,-2.33063,-0.405744,5.08294,5.08802,1.265,0.0913533,-1.65548,-6.05577,2.66017,-5.07115,-4.92727,0.767044,2.13056,-0.601639,-0.051795,-1.1606,-0.0862508,0.674961,0.352444,-0.769951,1.58827,0.174058,1.48523,-0.554358,-2.38949,1.12033,-0.331109,0.447314,1.61743,1.55348,-0.82578,1.76332,1.6866,0.148246,-2.74506,3.61837,-5.41686,5.16421,-7.30462,-0.40938,1.40317,0.71196,1.11019,-0.69639,-0.460612,-0.492425,1.0242,-0.304386,1.14431,-0.856308,2.16177,0.0943727,-0.998059,2.75,-0.0171138,0.245415
-729.782,0.982059,0.0295596,7,127,0,739.417,-0.859302,0.0168012,0.899762,-0.46643,0.263136,-0.257016,-0.151157,0.403442,-0.285736,0.949571,0.635841,-0.310294,0.735853,0.445422,0.458535,-1.63462,-1.5736,0.050825,-0.905568,1.17294,-0.0627036,-2.34431,-0.317378,-0.862523,5.42014,4.97405,0.896297,1.28497,0.318992,-2.12695,-3.14943,2.4889,4.54623,0.602786,0.136094,1.15126,0.30138,-0.727143,-1.89779,0.535245,0.39088,1.55782,0.0706579,0.363362,-0.654181,-0.232554,-1.61654,-1.9289,0.500736,-0.136802,-0.500788,0.106934,6.36727,0.37819,-0.536063,-4.05393,8.13201,5.34335,1.4885,9.39777,-3.4068,-0.337891,1.3952,-0.310294,0.735853,0.445422,0.458535,-1.63462,-1.5736,0.050825,-0.905568,1.17294,0.40583,-0.48415,1.40825,1.40699,0.677943,-0.556331
-735.3,0.99908,0.0291602,7,127,0,743.295,-1.25561,0.123818,1.00516,-0.249466,-2.31502,-0.599283,-0.238802,0.371409,-0.466309,1.28602,-0.595657,-0.215135,-0.746698,-0.496335,0.236429,1.8512,2.13999,0.962879,0.648475,-0.982553,-0.580847,-1.45552,-3.93159,-1.87059,4.67138,5.53807,0.0915362,0.955659,-1.27915,1.81949,-0.89245,2.88629,-2.45178,0.021744,1.66921,-0.00579845,2.68751,-0.641762,0.411675,0.0377564,0.7988,-0.847003,0.219388,0.982786,-0.868814,0.647234,2.74804,-0.092797,-0.0367081,0.788244,-0.186353,1.59785,-3.9612,0.668617,-2.74336,1.97771,-2.76782,-0.0931766,-0.389233,1.11478,-1.24902,1.68909,-2.50025,-0.215135,-0.746698,-0.496335,0.236429,1.8512,2.13999,0.962879,0.648475,-0.982553,-3.95017,2.00543,-1.03252,-1.23762,-1.04345,2.06613
-729.801,0.996116,0.0295012,7,127,0,743.563,-0.362621,-0.217642,1.14554,-0.644666,-0.518539,-0.388838,-0.219729,-0.147824,-0.0399379,1.56802,0.680935,0.0639544,-0.280507,-0.22074,-0.179184,-1.70574,-1.23372,-0.978861,-0.658851,1.06293,-0.419838,-2.78484,0.328427,-1.11941,5.73898,5.01416,4.62657,1.17618,1.19522,-2.06371,4.22432,4.56437,-1.92273,-0.0473336,0.0329592,-1.48316,0.275176,0.233301,1.0354,0.812023,-0.244856,-1.62761,-1.78025,-0.696133,-0.186599,0.261436,-0.046242,0.642914,0.449038,-0.508134,0.28418,-2.59602,-21.7551,-3.06763,-1.71541,-44.5485,3.0471,4.156,-2.2845,-5.18371,-1.37506,-0.631548,0.747997,0.0639544,-0.280507,-0.22074,-0.179184,-1.70574,-1.23372,-0.978861,-0.658851,1.06293,-1.609,-3.06872,23.4929,-0.502818,1.07107,0.41107
-729.934,0.999963,0.0297132,7,127,0,741.419,-1.30329,-0.055978,1.81129,-0.43154,-1.25798,-0.473211,-0.18422,0.327283,0.0288115,1.10741,0.543101,-0.289105,0.00568544,0.559564,1.19043,-1.16313,0.766608,-0.164048,-1.83972,-0.142419,-0.535694,-1.14121,-2.28192,-1.44054,6.52218,4.79466,-1.6722,1.80666,0.86748,3.44587,-1.48187,-0.299153,-1.81706,2.0038,-0.70649,-1.20676,-0.893562,-0.212295,0.352069,0.330369,1.00328,1.57416,1.50423,1.10173,0.471075,-0.995898,0.96178,2.00009,-1.88804,-0.38435,-0.156592,-0.0223479,24.3806,0.213476,4.14101,3.61151,-0.750475,2.72406,7.65901,3.58939,3.06885,6.97407,2.12418,-0.289105,0.00568544,0.559564,1.19043,-1.16313,0.766608,-0.164048,-1.83972,-0.142419,0.419273,7.51271,-2.17981,-1.13422,2.31078,-2.37625
-733.245,0.998724,0.0300945,7,127,0,748.317,-1.21614,0.0461997,1.36924,0.351799,-0.229155,-0.828273,-0.0835457,0.120297,0.376191,1.34491,-0.667203,-0.203508,0.71989,-0.553619,-1.07658,0.96069,-0.796848,-0.0494872,1.83292,-0.418683,-0.249905,-2.377,-2.15024,-0.97977,4.57616,5.43293,-1.47727,-2.77295,-0.166082,-2.8892,0.484151,1.40446,-1.09253,-1.45762,1.26176,-1.98819,-1.30479,1.29093,-1.67258,1.1042,-0.667735,0.776441,0.192702,0.61314,-0.267316,-2.48578,-1.59469,-0.446419,-0.215277,0.638384,3.83121,-1.58406,16.4556,-0.309817,2.45595,10.6385,1.48841,-7.88042,8.26021,1.30477,7.93793,2.35642,-0.355131,-0.203508,0.71989,-0.553619,-1.07658,0.96069,-0.796848,-0.0494872,1.83292,-0.418683,7.33508,0.67114,-0.445367,3.78283,-0.976275,1.45302
-734.727,0.99443,0.0304224,7,127,0,751.686,-0.876115,0.577451,0.809224,-0.643344,-0.597037,-0.64101,-0.474372,-0.488283,-0.747392,0.333033,0.405541,0.0755628,2.20066,-1.30283,1.40361,0.0304539,1.13974,-0.951448,0.91536,0.941532,-0.755867,-0.738618,-1.16812,-2.211,4.96605,5.797,4.83331,-0.429059,1.08155,-5.49605,-1.41657,2.50619,-2.27538,-0.0136241,-3.43541,-1.17988,2.13652,0.295075,0.315711,0.219611,2.52503,-1.2512,1.23241,-0.421586,-1.53691,0.545181,-1.99446,0.94815,0.625476,-0.425175,1.1482,-0.333791,1.44902,4.42991,-3.08991,0.346113,1.05461,2.00776,-0.200388,-2.67838,-1.19561,-3.71412,4.75441,0.0755628,2.20066,-1.30283,1.40361,0.0304539,1.13974,-0.951448,0.91536,0.941532,-2.66034,0.163061,-1.07265,-1.62313,-0.264393,2.78496
-731.119,0.999892,0.0305584,7,127,0,742.415,-0.482145,-0.536306,0.490724,-0.463733,-0.879864,-0.150399,-0.337058,0.197685,0.0515066,0.462332,-0.694576,-0.311228,0.590419,1.35069,-1.31768,0.120186,-0.943389,-0.0583496,-1.06409,0.50819,-0.430744,-2.21754,0.126396,-1.90377,5.87955,5.26855,-1.09383,1.97983,-2.51323,-0.990874,1.23267,-1.81,0.356381,0.701226,-0.537543,-0.232969,0.191262,0.0363439,-2.885,0.591777,-1.42436,-0.0776961,-0.76717,1.16585,-0.147772,-1.7076,-2.59974,-0.501374,-0.183181,-0.346565,-0.427659,-3.84463,5.32342,-3.35607,-5.32943,-0.4994,-0.597817,14.0499,1.97589,1.65811,2.73788,-0.41454,-0.225555,-0.311228,0.590419,1.35069,-1.31768,0.120186,-0.943389,-0.0583496,-1.06409,0.50819,-4.23618,-1.1415,-0.0212617,-1.35329,1.39731,0.813786
-726.883,0.999709,0.0309392,7,127,0,737.867,-1.25268,0.231133,0.651011,-0.677213,-0.92475,-0.551541,-0.411557,-0.340081,-0.601288,0.6885,0.591743,0.305779,-1.22149,-1.51979,-1.73771,0.368248,-0.17702,0.18341,1.28982,-0.62735,-0.535355,0.269619,-0.668151,-0.628576,4.57201,5.09632,1.59532,0.844131,-0.424006,1.9513,1.43198,-5.86936,5.2437,1.68162,-0.64071,0.359602,-1.08525,-0.229844,0.141112,0.425484,-2.27367,0.310867,-1.34056,0.0270796,-0.0102997,0.0292363,3.37683,-1.19258,0.662989,-0.347533,1.12472,1.40939,2.98713,3.38554,-3.69483,0.53475,0.43648,1.84903,4.78249,0.0796915,-3.11028,1.3327,5.52938,0.305779,-1.22149,-1.51979,-1.73771,0.368248,-0.17702,0.18341,1.28982,-0.62735,-5.41175,3.65418,-1.76795,-0.443658,-1.22868,-0.0135563
-725.703,0.961984,0.0313135,7,127,0,735.602,-0.83998,-0.429694,1.79804,-0.414211,-1.29395,-0.411458,-0.331951,0.238434,-0.254784,0.579342,-0.455987,0.498317,-1.19701,-0.0575534,-0.135733,1.50078,-0.32002,-0.378673,-0.248525,1.09485,-0.447903,-1.3576,-0.550098,-1.08257,5.68389,4.87667,0.121236,1.04982,-1.83296,-0.972855,0.0359202,3.04949,-0.439141,-1.34312,-1.54151,-0.567833,1.7377,0.245402,-1.14517,-1.48516,-2.17132,0.0226973,-0.169574,0.279492,1.12892,-0.443062,-2.44108,1.4565,-0.5483,-0.858104,-1.1765,0.00680977,4.86162,-2.95595,5.33736,3.13769,-1.34464,3.34418,-1.27498,3.13426,-0.0757711,0.991183,-0.939053,0.498317,-1.19701,-0.0575534,-0.135733,1.50078,-0.32002,-0.378673,-0.248525,1.09485,5.56449,0.607244,-1.52334,-0.921363,1.11255,-1.07185
-730.771,0.996314,0.0299996,7,127,0,737.706,-0.767702,0.00132156,0.879639,-0.359143,-1.25143,-0.363158,-0.514855,-0.546551,-0.165323,0.379243,-1.58744,0.861746,0.924765,0.632741,0.5225,-1.06342,1.03474,-1.07372,-0.479861,-1.64927,-0.495385,-3.11218,-1.34605,-0.855989,4.85563,4.83138,1.73492,2.00244,0.246718,-2.34035,1.84292,-1.69282,-2.79835,2.60317,-0.677375,0.683845,0.570466,-0.636674,1.31648,-0.156054,0.199369,-1.73907,0.060892,0.539233,0.496459,-0.375007,2.09664,-0.102987,-0.574573,-0.09146,-1.08452,1.59943,-15.0237,0.718128,-2.81773,-1.74177,-0.998095,2.0451,-9.22306,-7.28936,0.76211,-2.49571,-1.57571,0.861746,0.924765,0.632741,0.5225,-1.06342,1.03474,-1.07372,-0.479861,-1.64927,0.523787,-1.21917,0.555744,0.438666,-0.692809,-0.862626
-731.178,0.998246,0.0302123,7,127,0,740.561,-0.718647,-0.0517141,0.875009,-0.332042,-1.33837,-0.288097,-0.443429,-0.650361,-0.138367,0.39021,-1.47144,0.969299,0.86094,0.875845,0.550018,-1.11693,0.919545,-1.00217,-0.37526,-1.61622,-0.589188,-3.05995,-1.34615,-0.81861,4.84043,4.94041,1.52323,-1.54346,0.103992,0.988307,-1.41954,3.08652,4.60319,-2.86891,0.417782,0.273211,1.11479,0.840826,-0.620938,1.47104,0.232115,-0.403513,-0.862846,0.667885,0.581971,0.307209,-4.11035,0.479791,0.05259,0.241556,-0.169617,3.69498,4.79426,0.882586,-2.33076,3.51141,-0.92787,5.86923,1.36435,-6.01865,3.84573,-1.17812,-1.28347,0.969299,0.86094,0.875845,0.550018,-1.11693,0.919545,-1.00217,-0.37526,-1.61622,-3.60076,-1.20219,-1.33674,-1.7604,-0.5261,-0.8722
-730.585,0.999661,0.0305097,7,127,0,743.153,-0.570208,-0.0487993,1.42649,-0.4731,-0.355861,-0.76774,-0.280972,0.343845,-0.505933,0.595368,-1.20839,-1.39803,1.1056,0.815205,-0.862653,-0.48718,-1.16391,1.06097,-0.980984,1.51286,-0.256719,-3.4487,-0.121564,-1.99321,4.71254,4.87971,2.2044,-0.82453,-1.02421,-0.765999,0.114088,1.29567,3.54743,1.91903,1.38772,-0.703711,2.8411,-1.02333,-1.0212,-1.14691,-0.755169,1.30399,-0.686786,1.03953,0.834677,0.998978,-0.921862,-2.04036,0.197864,-1.05034,0.961997,0.781711,2.86731,0.541385,4.88777,0.230555,3.57081,-2.75351,-0.871609,2.69737,-1.8719,-0.355548,-1.06951,-1.39803,1.1056,0.815205,-0.862653,-0.48718,-1.16391,1.06097,-0.980984,1.51286,6.61816,-1.15367,-0.936112,-1.06591,-0.814877,-1.00527
-730.822,0.997875,0.0308704,7,127,0,742.567,-0.861671,0.103284,1.13535,-0.147156,-1.34158,-0.243634,-0.19125,0.213867,-0.157872,-0.44324,-1.75125,-0.310784,-2.08627,0.888812,-1.22386,-1.37926,-0.022627,0.459773,-0.362623,-1.5315,-0.181273,-1.53544,-1.22304,-2.2135,5.51997,5.39126,0.22195,0.108094,1.85748,0.975997,-1.11427,1.14824,-1.87596,-1.49708,2.71053,-0.130197,1.64284,1.65167,-0.970825,-1.2622,1.08288,0.71668,1.26472,-1.29075,1.29289,-0.766662,2.75425,2.02613,0.0306863,0.299747,0.580763,0.469782,4.99835,1.48345,1.85201,4.78423,-1.71845,4.31727,-3.68915,0.167589,0.345448,0.327219,-2.17721,-0.310784,-2.08627,0.888812,-1.22386,-1.37926,-0.022627,0.459773,-0.362623,-1.5315,0.517718,-0.786861,-1.09905,-0.569579,0.83498,1.38514
-730.415,0.995316,0.0311525,7,127,0,743.405,0.498281,-0.332861,-0.0630034,-0.727768,-1.25754,-0.746308,-0.555801,-0.172413,-0.595023,1.98495,0.880417,-0.327035,2.01919,-0.891205,0.913544,1.19785,-0.0270953,-0.921303,0.804052,1.85274,0.463995,-1.83228,0.429549,-1.92695,4.80641,4.74388,1.53569,1.44067,-2.31612,-3.38053,-0.270736,1.86419,0.288256,0.670399,-0.148759,1.01614,-2.11389,1.70838,0.70492,-0.107462,1.01132,0.801474,0.450279,1.19546,1.1533,1.1556,-6.37809,-0.00438077,-0.561576,0.454804,1.64057,1.33809,-11.192,4.25431,-10.2929,-19.9847,-5.11479,-2.90853,-11.4972,5.71758,-2.25055,-0.315142,0.678119,-0.327035,2.01919,-0.891205,0.913544,1.19785,-0.0270953,-0.921303,0.804052,1.85274,10.5549,-4.33039,15.4494,-1.33766,-0.782172,-1.24032
-737.247,0.951443,0.0313198,7,127,0,746.536,-0.690363,-0.982669,1.66141,-1.13857,-0.742707,-1.25709,-0.884045,-0.759837,-0.760411,-0.0565076,-1.76212,-0.227771,-0.308652,1.28304,-0.962603,-1.33517,0.0710913,0.551169,-1.17153,-2.30352,-1.39146,-2.21424,-2.31567,-2.00528,5.39408,5.06097,-1.12806,0.379944,2.6082,-0.506111,0.099697,0.243809,-1.40753,1.02434,-0.016389,-2.4696,0.015474,0.565388,-2.4232,-0.0901365,-0.762252,-0.822873,-0.0283828,0.831042,0.402104,0.122788,-0.413576,0.833967,-0.653445,0.420914,0.297587,4.74697,-0.0224274,-1.53933,-0.167132,-0.473808,0.1196,-0.353563,0.48807,-1.43513,-0.240798,-0.900899,-1.78462,-0.227771,-0.308652,1.28304,-0.962603,-1.33517,0.0710913,0.551169,-1.17153,-2.30352,-6.24757,-0.856505,-0.880916,-1.45547,0.572534,-0.138784
-736.37,0.999895,0.0295714,7,127,0,751.211,-0.893657,0.601866,2.65885,0.290519,-1.37546,-0.942053,-1.05954,-0.647157,-0.889567,0.527792,0.0543367,1.54574,0.31208,-0.578898,-0.453526,0.23064,-1.04274,-0.342233,1.72873,1.26307,-1.20714,-1.97998,-1.07667,-1.21532,6.40174,5.20188,2.42694,-2.38167,1.63737,0.0173049,0.134584,-3.62761,-5.50486,-1.11761,2.10804,1.09802,-2.35827,-0.171191,-0.342932,1.13349,-1.14086,-1.56664,-0.174292,0.589465,-0.369168,-1.79352,5.49177,-0.0805199,0.564763,0.85224,0.658231,0.307442,-1.77816,2.25455,2.18028,4.53579,-1.26405,-0.831333,-5.29292,-1.15358,-1.61851,-1.03649,0.49548,1.54574,0.31208,-0.578898,-0.453526,0.23064,-1.04274,-0.342233,1.72873,1.26307,3.73971,-1.13525,1.48414,-1.65609,2.10391,0.757179
-738.748,0.999318,0.0299266,7,127,0,749.677,-1.18381,0.309953,1.66333,-0.189039,0.830208,-0.585572,-0.632073,-0.815499,-0.562482,1.19984,0.423989,-0.115147,-0.612584,1.76368,-0.771697,0.85055,1.57578,0.167446,0.115909,-1.1254,-1.61434,-2.10742,-2.23427,-2.73337,5.81277,5.00275,-0.381508,1.51053,1.81797,3.23237,-2.45565,-1.42675,-3.62144,-1.22794,-1.50398,1.33016,-1.06917,1.75481,0.396808,-0.213012,-0.416086,0.181566,-0.854696,-0.385063,1.69781,0.877053,-1.07993,0.745222,0.345246,0.274091,2.36967,0.676588,-7.15921,0.482894,-0.612769,-0.0109132,1.76696,0.495843,-1.23398,-2.04238,-0.552673,-0.26537,0.671291,-0.115147,-0.612584,1.76368,-0.771697,0.85055,1.57578,0.167446,0.115909,-1.1254,-3.30545,-1.94178,-0.540388,-1.61893,1.24819,-0.230442
-740.067,0.995073,0.0302585,7,127,0,752.864,-0.794003,-0.123059,2.20326,-0.409574,0.270234,-1.07498,-0.00915884,0.273144,-0.12742,-0.113402,-0.281847,0.87674,1.1168,-0.416922,-0.103235,0.2002,-3.1213,0.196768,-0.735708,1.85127,-0.592234,0.91913,-3.33667,-1.80425,3.73941,5.07795,-1.59108,0.579809,2.29529,1.91821,3.29877,0.0655447,-3.51174,-4.93528,-1.01489,2.28098,0.983876,-0.0175495,-0.584596,1.69092,-0.943061,1.01146,0.691386,0.218919,-0.29464,-0.236663,0.679864,-0.897308,-0.436188,-1.14896,-0.463141,-0.185772,-11.6522,-2.37888,3.66748,-0.551452,1.96618,-5.45952,-0.976982,-1.35805,-0.641104,-4.8684,-24.1935,0.87674,1.1168,-0.416922,-0.103235,0.2002,-3.1213,0.196768,-0.735708,1.85127,6.10869,8.622,-0.761466,0.931918,-4.69621,0.61864
-731.156,0.947366,0.0304079,6,127,0,748.019,-0.870669,-0.0928602,1.41272,-0.132605,0.0808736,-0.949855,0.331957,0.468032,0.21988,-0.856668,-0.974634,0.226499,0.42318,0.0338416,0.115491,-0.0479499,0.0295594,0.854466,-0.339302,1.27309,-0.938352,-0.926097,-0.861458,-3.02107,5.18571,4.74988,-0.0907817,-1.2457,1.0928,-1.42537,1.60412,-2.81498,1.47381,-1.21832,-0.585654,1.00937,0.348026,0.982145,1.18998,-0.434674,-0.235621,0.299636,-3.38879,-0.221071,-0.613232,1.48581,0.823656,1.81972,-1.65173,0.854506,-3.31803,0.548872,-10.7262,-1.52189,-2.88865,-3.77514,1.92404,-3.49272,3.65265,-1.02957,0.41936,-5.85125,-0.334771,0.226499,0.42318,0.0338416,0.115491,-0.0479499,0.0295594,0.854466,-0.339302,1.27309,-5.54957,2.66482,1.51415,-0.1669,0.106153,-1.48711
-733.514,0.998892,0.0285608,7,127,0,742.115,-1.24722,0.823484,2.30541,0.105671,-0.707869,-0.191898,0.176616,1.37764,-0.129671,-0.222606,-0.429973,-0.70839,-1.6989,-0.432739,0.846975,-1.68203,-0.417363,0.489757,0.775844,0.135703,-1.00675,-2.18613,-1.60441,-2.94522,4.85543,5.33847,-1.29431,1.46266,-1.59671,-0.869299,-1.71968,4.52814,0.497931,-0.915223,0.0100063,1.02605,1.74119,-0.0822641,-0.100686,0.197222,-0.230845,0.373658,0.157279,-1.12044,-0.189295,-1.54844,-4.45994,-0.311625,0.584134,0.527082,0.012547,1.01812,8.2839,1.90082,0.505372,2.91072,0.0134406,1.57288,0.783797,2.62238,-0.216076,-0.481966,0.46605,-0.70839,-1.6989,-0.432739,0.846975,-1.68203,-0.417363,0.489757,0.775844,0.135703,-3.13271,-1.31183,-0.931697,-0.20218,-0.449322,1.003
-735.694,0.991013,0.028859,7,127,0,745.499,-1.16843,-0.169354,1.43849,0.00296099,-0.101348,-0.626112,-0.0755048,1.49912,-0.0321319,0.0468605,-1.46742,-0.94295,0.745691,1.65074,-0.351978,-1.74776,0.969164,-0.901724,-0.831533,0.902138,-0.673636,-1.47021,-0.605979,-4.02408,4.77918,4.85338,-2.42283,-2.13312,-0.33123,-3.84479,-0.0203703,-1.77954,-0.575798,-3.63923,0.211675,-1.21376,1.26625,0.706994,2.0512,0.191263,-1.14768,1.69728,0.353586,-0.62014,-0.491623,-0.343504,1.85601,-0.467251,0.80083,0.267331,0.617195,-1.17722,-7.70131,-2.24624,-2.01149,-1.17215,1.71806,-2.4597,-3.87369,5.22614,-0.102424,0.0149782,-3.09123,-0.94295,0.745691,1.65074,-0.351978,-1.74776,0.969164,-0.901724,-0.831533,0.902138,0.896543,1.61841,0.319674,-0.924777,-0.779769,-0.835127
-731.444,0.991704,0.0288361,7,127,0,742.408,-1.38234,0.914096,1.78911,-0.136434,-1.24964,0.0228422,0.214629,-0.0206166,0.227357,0.40057,-0.767057,1.31245,-0.820128,-1.75115,0.193474,1.21537,-1.06247,0.551779,0.799376,-0.996866,-0.705618,-1.64769,-0.740199,-0.880588,5.55476,5.41905,2.10925,-0.192253,-2.3621,1.58256,-0.998176,0.391062,-2.91851,0.903629,0.359008,2.17213,1.77854,-0.39773,-0.119882,0.669266,0.379802,1.52186,0.242836,0.96424,-0.240557,-1.30253,0.274921,-1.73103,-0.367531,1.52812,-0.638364,-1.48376,-15.9643,2.37757,-1.13432,-6.96967,-1.76823,-0.187124,-1.46557,-5.86558,-0.226761,-4.87217,-1.50145,1.31245,-0.820128,-1.75115,0.193474,1.21537,-1.06247,0.551779,0.799376,-0.996866,-5.0598,-1.07438,1.17205,-1.66919,0.782696,1.84501
-736.086,0.998354,0.0288407,7,127,0,745.429,-1.30635,-0.325143,1.52175,-0.254523,-0.621376,-0.0587399,-0.0496955,0.653555,0.225099,1.49159,-0.117461,-0.172194,-1.18292,1.753,-0.918272,1.26406,1.78999,-0.889424,-1.78128,0.90495,-0.239606,-2.49838,-1.81098,-1.04321,6.92739,4.81215,-2.36758,0.649549,1.38043,-1.79363,-1.60795,3.35768,1.86636,-1.16829,-0.251682,-0.18337,-0.760243,1.50932,-0.794973,-1.47794,0.474973,1.225,-0.952559,0.689559,0.248142,-0.729733,-1.92691,-0.42494,1.07467,1.06338,0.345005,1.74285,19.1461,-4.54174,4.78728,3.87774,0.387967,6.07219,4.60459,8.97492,3.91469,2.3994,0.314079,-0.172194,-1.18292,1.753,-0.918272,1.26406,1.78999,-0.889424,-1.78128,0.90495,7.61416,0.896063,-1.62838,2.14547,2.78147,-1.96023
-734.371,0.999258,0.0291147,7,127,0,745.943,-1.27684,-0.657922,1.24481,0.027396,-0.44187,-0.314479,0.0161699,0.627281,0.104993,1.90215,0.357901,0.819444,-1.50837,0.910992,-1.00376,1.45787,1.78624,-0.594789,-0.748511,0.77359,-0.316803,-2.72418,-1.21552,-1.48572,5.99486,4.73441,1.13207,0.47675,-1.50138,2.02023,0.514,-2.90735,1.71614,-1.73471,-0.975119,1.00801,0.825272,1.72842,-0.155425,-1.61334,0.143481,-0.0817562,-0.626812,0.787954,1.61346,-0.451777,-2.41072,0.0354353,0.961203,-0.141854,-3.64005,-0.063959,20.2886,-6.39493,0.412912,9.66097,1.13356,2.6126,11.4111,6.28586,2.83161,2.53702,0.776667,0.819444,-1.50837,0.910992,-1.00376,1.45787,1.78624,-0.594789,-0.748511,0.77359,3.44257,1.10986,-1.01596,0.544282,1.62039,-2.55753
