# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_beta.21,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_beta.21,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-744.891,0.99785,0.0159056,7,127,0,756.294,-1.18654,0.351765,-0.985335,-0.170861,0.312173,-0.512187,-0.0685884,-0.980465,-1.47579,1.11665,-0.935546,0.184224,0.316768,-0.333749,-1.63048,-0.745914,-0.974283,-0.779539,-2.07314,0.0236219,0.876693,0.513887,-0.821631,-0.849857,-7.76733,-2.01256,4.9072,4.98288,0.860736,-0.395497,1.01688,0.313504,0.581059,-2.07197,-2.10116,0.871375,-0.70489,0.267913,2.02145,1.12408,0.111591,-0.104727,0.118646,1.36483,-0.598876,-0.51655,-0.177896,-1.1585,-0.307646,-0.654922,0.411708,0.1541,-0.0940333,-0.463884,-0.439645,-0.138125,-21.6332,3.69408,1.73935,-4.06304,1.77617,-3.59456,-6.72461,-1.36088,-3.63082,-1.29659,-1.61928,-8.77866,0.539182,-0.333749,-1.63048,-0.745914,-0.974283,-0.779539,-2.07314,0.0236219,0.876693,0.513887,1.28593,-2.15325,-0.997655,0.432089,-0.609214,0.209445
-733.738,0.996103,0.0159641,8,255,0,757.415,-1.66884,-0.158494,-1.37612,0.368068,-0.00604531,0.490748,0.445369,0.00513608,0.442965,1.10167,-0.214318,-0.990791,-0.832442,0.278227,1.65015,0.798105,0.885539,0.78951,2.13703,0.000126916,-0.833882,-0.40868,-0.595975,-3.15623,0.0310627,-1.96568,5.61771,5.22505,1.33079,-1.07173,2.66089,0.152362,2.05424,2.11545,1.38844,-0.74095,1.51541,-0.63887,-0.881928,-0.355689,-0.153897,-0.835754,0.237261,0.749975,-1.35067,0.121855,0.879131,0.353477,0.665252,1.57967,-1.12174,-0.592963,3.53182,-1.11923,-0.243345,0.374037,3.22292,0.295232,1.04721,-2.04527,-1.59696,10.2492,1.04231,1.24464,1.51295,-1.71878,-0.504831,-1.20323,-0.411678,0.278227,1.65015,0.798105,0.885539,0.78951,2.13703,0.000126916,-0.833882,-0.40868,-4.17585,-1.09719,2.45212,-1.34878,0.985294,0.530252
-730.612,0.967525,0.0161288,8,255,0,747.424,-1.34946,0.280557,-2.14317,0.425362,-0.0217991,-0.115512,0.231613,-0.336396,-0.0927668,1.10889,0.24692,-0.820564,0.0645837,-0.82054,0.905395,-0.522963,2.06207,0.285742,0.966936,1.25479,-0.241112,-0.604181,-0.51466,-3.12305,-0.764906,-0.736432,5.42765,5.16507,0.956072,0.401624,0.435332,-0.529908,1.45767,3.15056,0.501108,-0.0132907,-0.868272,0.285477,0.0742968,-0.816024,-0.749323,0.677458,1.4013,1.11334,0.0374395,0.737289,1.90796,-0.568708,-0.806239,-0.174803,1.09814,-0.514178,2.32743,-0.962893,0.722688,0.722086,2.78002,5.30243,-0.505906,3.72903,-0.430369,-5.5867,2.67578,-1.7032,0.970272,-0.0138091,1.51343,-0.854255,0.280067,-0.82054,0.905395,-0.522963,2.06207,0.285742,0.966936,1.25479,-0.241112,-0.604181,-4.36425,-0.914414,0.837945,2.00939,0.665685,0.276571
-737.025,0.998749,0.0150345,8,255,0,746.126,-0.613021,-0.177308,-1.52526,-0.350566,-0.495478,-0.306749,0.0838752,-0.580859,-0.283229,0.922645,-0.400938,1.97537,-1.63784,-1.35557,-1.81364,2.75062,-0.516615,0.0418677,1.1996,0.351593,-0.695385,1.2695,-0.255088,-3.06197,0.0889956,-0.698004,5.08495,5.4304,-0.324886,-1.41366,-0.69791,0.368481,0.282214,-0.34446,-0.550785,-0.15618,-1.19052,0.00208252,0.652749,0.783763,-0.110174,0.872517,-0.837238,0.419007,-2.0439,-0.287528,-1.0131,-1.26899,0.267651,0.556453,0.394211,0.862103,0.827994,0.457207,-0.593257,1.19086,-5.38329,4.14325,1.49766,-14.6674,-4.77711,-6.13727,11.7761,-3.85099,-1.27426,-0.49658,-0.611378,1.85217,-1.73787,-1.35557,-1.81364,2.75062,-0.516615,0.0418677,1.1996,0.351593,-0.695385,1.2695,-0.804247,-1.03276,2.89404,2.76366,-0.051293,1.68118
-732.307,0.984269,0.0155685,7,127,0,750.254,-0.720291,-0.742851,-1.46556,-0.106619,-0.0896443,-0.0671039,-0.265301,-0.635118,-0.206145,0.86065,-0.232545,1.97623,-2.08134,-1.1878,-0.564999,1.01698,-0.617092,1.34406,0.411256,-0.375306,-1.22841,1.09676,0.0587172,-3.63581,0.0753461,-0.733864,4.72849,4.617,2.08118,1.64533,0.615858,0.22822,0.0254087,1.81632,0.491344,0.0378416,0.962411,-1.42294,0.501575,1.30807,-0.826274,-0.95511,-1.73364,2.55804,-0.290831,-0.552303,1.12997,0.551843,-0.214453,0.90142,2.177,-0.0887196,0.617747,-0.437219,-0.0626935,-0.8186,1.07858,-5.10932,1.52195,-2.05538,7.48661,12.2979,-12.7543,-3.45417,1.11257,1.70401,1.01076,1.89173,-1.94941,-1.1878,-0.564999,1.01698,-0.617092,1.34406,0.411256,-0.375306,-1.22841,1.09676,2.46041,-1.41524,0.129647,-0.138514,-0.808822,-2.85116
-733.249,0.975976,0.0154928,8,255,0,744.494,-1.03232,-0.670722,-2.26247,0.0501187,-0.0624649,-0.292509,0.125229,-0.364631,-0.31526,0.96599,-0.150899,-0.858256,1.81749,0.948591,0.223478,-1.99887,0.826671,-0.740479,-0.985925,1.16553,1.0649,-0.518996,0.0611883,-2.07992,-1.43986,-0.942817,6.11748,4.83523,-2.29212,1.21912,1.32378,0.307997,0.276074,-0.234827,0.668171,-1.47697,0.0920677,0.154109,-0.43352,-0.861831,-0.794171,0.716986,0.673387,1.11788,-0.114707,-1.29712,0.711242,-1.03694,0.619101,-1.18285,-0.535611,-0.38192,0.336083,0.409281,0.63105,-1.07739,-11.9555,-7.97283,-1.16326,-6.34336,-0.835895,-6.40647,3.77707,-0.0268488,-3.54452,0.546861,0.535987,-3.66498,3.25948,0.948591,0.223478,-1.99887,0.826671,-0.740479,-0.985925,1.16553,1.0649,-0.518996,3.56535,4.15464,-0.869029,0.76398,1.69607,-0.871629
-737.369,0.999524,0.0150948,8,255,0,749.673,-1.06618,-0.317174,-1.71203,-0.0525482,0.252021,-0.09951,0.194696,-1.14457,-0.586117,0.982843,-0.66618,1.23381,-2.23932,-0.649355,-0.802647,0.861783,-1.18153,1.02059,1.06264,-1.10657,-1.67532,0.514082,-0.381664,-4.81478,-1.03713,-2.13702,5.55676,4.65754,0.0638756,-1.76322,0.349287,-0.816129,-0.149131,-1.49159,-0.134875,0.944682,-0.565192,0.270642,-0.17186,-0.42381,0.751466,0.758496,-0.892271,-2.43331,-0.353852,0.254738,-0.149187,0.423055,-0.708552,-0.153202,1.36843,0.0424504,-1.12533,0.855976,-2.00036,-0.546142,6.44302,0.971519,0.684392,-2.63922,6.17112,1.9288,3.76667,-1.62648,-1.24447,-0.900222,-1.58605,1.26325,-2.20787,-0.649355,-0.802647,0.861783,-1.18153,1.02059,1.06264,-1.10657,-1.67532,0.514082,-2.4248,-1.02601,-0.475621,-1.63511,0.901434,-2.88964
-740.239,0.997774,0.0158636,8,255,0,756.831,-1.46853,-0.404215,-2.39162,0.624421,-0.342059,0.472318,0.24836,0.0415949,0.737763,0.743191,-0.207064,0.797954,-2.24318,-0.647803,-1.75769,1.22039,0.0786786,-0.0487038,1.27932,-0.145682,-2.27326,2.40043,-0.308495,-2.63072,-2.38564,-1.26047,5.20483,5.1103,-0.199562,0.429245,0.390698,1.28418,-0.00496604,-1.77465,-0.741355,-1.41047,0.900067,-1.46043,-1.02773,0.946344,-1.20805,-0.348863,0.205685,0.222947,-1.47162,1.25836,0.424998,-1.23226,-0.49944,-0.980086,-0.188293,-2.66733,1.03505,-0.690181,0.626727,-1.77575,-5.71573,-2.12045,-1.13834,2.45306,-6.52127,5.68462,-3.70259,0.301997,4.55812,-3.83491,-0.872364,0.424285,-2.17543,-0.647803,-1.75769,1.22039,0.0786786,-0.0487038,1.27932,-0.145682,-2.27326,2.40043,2.61232,-1.37814,-1.26437,-1.24069,0.197496,0.279126
-745.058,0.995814,0.0166153,7,127,0,753.732,-0.685308,-0.349187,-3.12906,-0.524192,0.0102028,-0.378152,-0.34933,-0.356205,-0.985229,1.58913,0.0852425,0.32849,-3.31383,-0.718009,-1.75373,0.658765,0.0989844,0.281574,0.996531,0.432474,-1.7571,2.0487,-0.223102,-2.47582,-2.63626,-0.714353,4.89281,5.17254,0.956383,-0.975019,-0.423863,-0.130105,-0.526103,0.723641,-1.01509,-1.55195,-1.4317,0.155093,-0.199425,-1.01167,-0.418286,0.142999,0.627836,-1.12527,-0.00283903,0.424643,-0.802217,0.764759,1.44234,-1.2846,-0.854861,0.139804,-0.0496932,-0.0398319,-0.398523,-0.0434895,-8.50747,2.92463,-2.19605,-7.01551,5.91487,-5.32429,-9.92914,0.912526,-9.54967,6.61648,2.61207,0.0764828,-3.71961,-0.718009,-1.75373,0.658765,0.0989844,0.281574,0.996531,0.432474,-1.7571,2.0487,10.4566,0.346023,-0.605103,9.31741,-0.450672,0.82211
-736.062,0.999978,0.0173243,7,127,0,754.678,-1.41745,-0.518938,-2.2353,1.32517,0.292394,0.397598,0.587164,-0.0262269,1.13453,1.00428,-0.974284,-0.486286,-0.499979,0.368306,1.22788,0.278727,0.806028,0.873902,1.59134,-0.0100427,-1.04758,0.81555,-0.964294,-1.68099,-2.22691,-1.54505,5.98764,5.02007,0.750727,-0.0525094,1.75612,0.120607,1.68785,-0.193536,0.957348,-0.328156,-0.747475,1.26629,0.603749,-0.31601,3.22281,0.84778,2.16207,-0.606205,0.12159,-0.0490428,-0.591471,-0.451691,1.53226,-1.89951,-1.18809,1.1154,1.0259,-0.746006,0.0765058,-0.292001,9.61229,-0.536488,-0.731604,4.29815,0.966625,1.28383,1.57016,0.693185,4.70891,-1.84291,-1.67604,0.328187,0.739174,0.368306,1.22788,0.278727,0.806028,0.873902,1.59134,-0.0100427,-1.04758,0.81555,-0.890936,-1.82943,0.487353,1.681,1.57467,-0.614539
-741.882,0.998439,0.0183072,7,127,0,756.473,-1.57211,-0.482796,-2.57483,0.398204,-0.260198,0.509692,0.0912861,-0.0815039,0.0251148,2.30679,-0.162094,0.904312,0.205625,1.71293,0.331775,0.339273,0.0465216,0.926527,2.50843,-0.0952377,-4.02566,0.646621,-0.9286,-0.949591,-1.78426,-1.58351,4.21642,4.8098,-0.754176,-0.65563,-0.313382,0.985656,-0.577626,0.179119,2.46311,-0.0357989,1.86653,-1.38045,-1.27949,-1.36036,-0.510312,-0.60893,1.23495,0.120107,0.914634,0.459859,0.33887,0.0460625,1.21818,0.561506,-0.99305,-1.20909,-0.941614,-0.207107,1.29659,-1.26802,2.83462,0.200304,-1.07312,0.424875,-0.763924,3.75065,-1.95764,0.613183,0.24939,1.67081,0.0407365,2.35352,0.461374,1.71293,0.331775,0.339273,0.0465216,0.926527,2.50843,-0.0952377,-4.02566,0.646621,-4.0974,0.750027,-0.638871,-1.63627,-2.32841,-1.79236
-742.516,0.999391,0.0192657,7,127,0,752.483,-1.38921,-0.346471,-2.58828,-0.220183,0.142893,-0.169777,0.116464,0.136041,0.0902347,2.9019,-0.346335,1.00733,0.155485,0.953734,1.10079,0.215076,0.776996,0.626966,2.05394,0.193635,-3.52749,0.523023,-0.603329,-1.35913,-2.60364,-1.31719,4.01041,5.64361,0.488744,-0.00186454,0.29044,-0.569369,0.437613,-0.938127,0.843639,0.00862354,0.0011238,-0.0187869,-0.239732,-0.301405,-0.0219928,-1.70569,1.13489,-0.295974,1.15506,-0.744922,-1.4465,0.489374,1.95156,-0.383178,0.932649,-0.726451,-1.21856,0.653745,0.522087,1.14421,-1.9732,0.881347,-1.1491,-3.42666,1.94072,-4.45323,-1.65208,1.75065,0.413054,5.50714,-0.614458,1.40083,-0.388029,0.953734,1.10079,0.215076,0.776996,0.626966,2.05394,0.193635,-3.52749,0.523023,3.40555,-0.431242,-0.888878,0.607789,-3.0992,2.32287
-727.796,0.999763,0.0203346,7,127,0,749.309,-1.02632,-0.152383,-1.26283,0.475513,0.482093,-0.0979813,0.0456799,-0.336708,-0.380529,0.384877,0.0485695,-0.288975,-0.501282,0.309139,0.224396,-0.0478232,0.241416,-1.46557,0.4487,-0.0631788,0.889857,0.67825,-0.298787,-0.438593,-1.32976,-0.488501,5.78637,4.60655,1.64712,0.402278,0.608615,-1.69213,-0.250366,0.716311,-1.43539,0.25755,-0.93504,2.19957,1.08904,-1.0083,0.024882,-0.926035,-1.083,-0.221415,-0.755547,-0.787455,-2.01753,-0.201497,3.64277,-0.453357,-0.304534,0.84583,1.51282,0.0244714,1.49251,0.342358,-1.75154,1.22221,1.59697,1.86059,8.4896,-4.26448,-2.66503,-1.40866,-3.0913,-4.70584,0.997509,0.179024,-1.43701,0.309139,0.224396,-0.0478232,0.241416,-1.46557,0.4487,-0.0631788,0.889857,0.67825,-1.032,-0.0212327,-0.46144,0.574997,1.23594,-2.88468
-723.442,0.980596,0.0214834,7,127,0,739.421,-1.0261,-0.397326,-2.28765,0.0572375,-0.327469,-0.105873,0.0785314,-0.411419,-0.307718,1.42057,0.0410212,-0.510146,-0.769802,-0.156744,0.360859,-0.860375,-0.00504523,1.03631,-0.55209,-0.505809,0.10456,-0.664019,-0.0740384,-1.38253,-0.341569,-1.44237,5.00004,5.13855,-0.883707,-1.3517,-1.61616,2.31235,-2.09891,0.783531,-0.168151,0.0417495,-0.507548,1.01016,0.663035,-0.556179,-1.65646,0.295237,0.786505,-1.11214,0.372044,-1.04618,0.0372168,-0.708738,1.51983,0.261822,-0.824198,-0.0766363,0.191683,0.511257,-1.38026,1.62032,-18.8174,-2.26439,-1.04476,-14.3082,-7.38414,-5.55295,-5.27504,-1.30829,-2.67898,2.84642,1.35993,-4.78625,-0.958311,-0.156744,0.360859,-0.860375,-0.00504523,1.03631,-0.55209,-0.505809,0.10456,-0.664019,3.52757,1.5775,-0.755899,-1.17431,-0.345491,0.686303
