# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_beta.21,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_beta.21,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-1031.26,1,0.0625,4,15,0,1687.88,-0.644299,-1.2211,-0.218147,-2.23688,-1.67639,1.24837,-0.0731016,0.785669,0.62473,0.580581,-0.374613,0.108525,-0.0798809,-0.146243,1.73775,0.646394,0.756624,-1.79455,0.585819,1.94568,-0.321725,-0.966314,0.908394,-0.0858549,1.53822,0.619251,1.345,1.06883,3.35793,0.740125,0.808929,5.35076,-0.512011,0.994719,12.4394,2.94308,2.91162,1.24614,-0.703775,2.86934,-0.880239,0.440432,1.21914,-0.68023,0.858362,1.44858,0.316254,-1.57501,-0.359596,-2.50652,8.64048,0.0383377,-12.4781,7.10558,10.0601,-26.3041,3.45813,-0.258144,2.85755,-1.4707,-0.303743,9.21704,17.7019,4.34825,2.04812,0.571394,-0.374494,3.139,0.65456,-0.146243,1.73775,0.646394,0.756624,-1.79455,0.585819,1.94568,-0.321725,-0.966314,-0.509927,0.187942,7.58606,5.38757,6.61557,-179.552
-1031.26,0,10.0182,0,1,1,1042.6,-0.644299,-1.2211,-0.218147,-2.23688,-1.67639,1.24837,-0.0731016,0.785669,0.62473,0.580581,-0.374613,0.108525,-0.0798809,-0.146243,1.73775,0.646394,0.756624,-1.79455,0.585819,1.94568,-0.321725,-0.966314,0.908394,-0.0858549,1.53822,0.619251,1.345,1.06883,-0.681564,0.665004,0.0751891,1.10937,0.157837,-0.637822,-0.310494,-0.516186,0.0999649,-1.43947,-0.2135,0.367495,0.535087,0.357177,2.45425,1.92929,1.0958,0.169872,-1.31038,-0.0166552,0.886544,-0.91094,-0.207563,0.121799,-0.754353,0.419015,-1.13239,0.813527,3.45813,-0.258144,2.85755,-1.4707,-0.303743,9.21704,17.7019,4.34825,2.04812,0.571394,-0.374494,3.139,0.65456,-0.146243,1.73775,0.646394,0.756624,-1.79455,0.585819,1.94568,-0.321725,-0.966314,-0.509927,0.187942,7.58606,5.38757,6.61557,-179.552
-1031.26,0,0.951493,0,1,1,1038.94,-0.644299,-1.2211,-0.218147,-2.23688,-1.67639,1.24837,-0.0731016,0.785669,0.62473,0.580581,-0.374613,0.108525,-0.0798809,-0.146243,1.73775,0.646394,0.756624,-1.79455,0.585819,1.94568,-0.321725,-0.966314,0.908394,-0.0858549,1.53822,0.619251,1.345,1.06883,-0.907486,0.179097,-0.650145,0.15654,0.0585322,-0.0263569,1.34924,1.17522,0.0288861,0.595911,1.84573,-0.547295,0.786672,-1.8608,-0.305583,-0.560651,-1.0373,0.0962582,0.326109,-0.311437,-0.675459,-0.0471599,-0.53825,-0.0338371,0.137272,0.108274,-0.452001,0.153294,3.45813,-0.258144,2.85755,-1.4707,-0.303743,9.21704,17.7019,4.34825,2.04812,0.571394,-0.374494,3.139,0.65456,-0.146243,1.73775,0.646394,0.756624,-1.79455,0.585819,1.94568,-0.321725,-0.966314,-0.509927,0.187942,7.58606,5.38757,6.61557,-179.552
-763.41,0.967742,0.0488594,5,31,0,1037.87,-0.771472,0.46772,-1.16137,1.49775,0.477777,-3.22452,-1.96311,0.0324881,-0.5608,0.153955,-0.193216,-0.145862,-0.615882,0.228359,0.261499,0.730419,0.0329986,-2.10931,0.511774,1.71732,-1.32307,-0.578741,-2.91887,-1.6384,-6.5072,-2.43863,6.71456,5.94624,-6.19033,1.15939,-0.72912,5.17989,1.86744,-5.62012,0.306562,-1.8777,-1.3244,0.347601,0.293578,1.57957,-2.36902,0.238712,-1.75362,-0.42183,-0.792967,1.14144,-0.436971,-1.44491,-0.139315,0.817407,-4.50394,-3.25368,-11.4714,-2.61406,9.29744,13.0073,36.6568,1.1172,-0.61367,1.7101,0.937349,-3.40403,-1.24939,1.95733,0.950966,-0.474351,-0.0612673,5.42647,1.08377,0.228359,0.261499,0.730419,0.0329986,-2.10931,0.511774,1.71732,-1.32307,-0.578741,-1.27118,-2.66529,-0.940749,-2.16973,2.56102,2.92327
-758.685,0.992266,0.0304266,7,127,0,778.518,-1.2664,-1.58073,-1.09976,-0.612497,-0.617095,2.50273,0.940414,-0.949094,-0.303429,2.10265,-0.127982,-0.0656561,-0.199502,0.0369575,-1.39116,-1.2406,-0.250967,1.23109,-0.551128,-1.03213,1.68234,0.286868,-3.3169,-0.170869,-6.28378,-3.03353,3.82111,5.60632,0.0924126,-1.78912,-0.829251,-2.13413,-1.28704,-0.495928,1.25526,0.621209,-2.4455,0.0937061,-0.175755,0.258851,-0.923088,0.4688,-1.62411,-0.548898,-0.318636,-1.95976,0.0949555,1.55061,0.142739,-0.61446,2.41609,-0.781368,-1.35874,-0.246435,-0.702874,-1.28395,-40.7476,-1.57722,-0.82163,-1.09611,-0.795996,2.13411,-0.0289444,-1.35997,-0.83912,1.36695,-0.133184,-29.8498,-3.6953,0.0369575,-1.39116,-1.2406,-0.250967,1.23109,-0.551128,-1.03213,1.68234,0.286868,-2.3772,2.49586,-0.958684,-2.31057,-5.12718,2.89936
-758.38,0.999461,0.0231772,7,127,0,773.842,-1.35463,-0.0992053,-1.25718,1.23563,0.779987,-1.69727,0.537413,1.86628,-0.925308,0.00042798,-0.217557,0.1395,0.119822,-0.362783,0.922325,1.62967,-0.0198935,-1.51971,-0.878279,-1.34261,-0.342671,-1.05021,-1.52422,-2.15774,-8.49793,-3.1384,6.6346,4.96225,1.04582,1.45295,0.181577,0.965883,-0.291819,0.356518,-2.99135,-1.00388,0.961261,-0.413535,0.162721,-0.814355,0.342216,0.103532,1.13139,0.690192,0.277668,-0.723393,0.939348,1.63984,-1.67335,0.106324,-1.9574,-0.875768,-0.165015,-0.18827,0.538893,0.990838,-33.7349,0.12163,0.118183,0.30941,0.83351,-5.61378,-2.88508,2.67669,-1.52313,-1.96874,-0.307962,-3.02692,-0.45647,-0.362783,0.922325,1.62967,-0.0198935,-1.51971,-0.878279,-1.34261,-0.342671,-1.05021,2.00373,-1.39518,-1.00627,0.302736,2.34551,0.664647
-754.607,0.995117,0.0197053,8,255,0,776.502,-0.861033,-1.83392,-2.62169,0.00789305,-1.36409,1.47835,0.414486,-1.28994,0.659531,2.06449,0.92099,-0.388838,-1.87044,1.41377,-1.43635,-0.645074,-0.539989,-0.653358,-1.08457,0.115022,0.238333,1.54511,-1.67846,-1.33662,-6.44996,-1.88353,5.33214,5.70241,-0.791645,-0.703363,-0.27165,0.707502,-0.126651,0.304202,-0.866652,3.16427,-0.846394,-1.87295,0.642182,-1.62096,1.35154,-0.0522079,0.620745,1.52486,-0.142512,-1.70577,-1.14569,-1.35044,-0.297409,-0.727257,-0.101489,-0.923431,-2.03867,-0.744828,2.62473,-0.520697,40.3063,-1.33867,-1.27902,-0.0721288,-1.45704,7.17065,4.92756,-1.21846,2.97148,1.08239,1.6583,9.27308,-0.71639,1.41377,-1.43635,-0.645074,-0.539989,-0.653358,-1.08457,0.115022,0.238333,1.54511,0.182577,-6.65276,-0.994424,4.21991,0.751025,2.07389
-749.046,0.999834,0.0175574,8,255,0,769.768,-1.64947,1.74619,-0.139941,-0.240612,0.595771,0.0347622,0.956841,0.376765,-0.796288,0.513411,-1.11609,0.892043,0.28084,-0.902494,1.28849,0.168613,-0.0680549,0.866287,1.66426,-0.319211,-0.28283,-1.47966,-2.61514,-0.709879,-5.05346,-2.58899,4.5659,5.48133,-1.12563,-1.9386,0.222908,1.91486,0.815772,-1.55723,-0.0423826,-0.820808,-0.00153417,1.81439,0.969628,-1.75147,-0.299529,1.31135,-0.636355,-1.05381,-1.27396,0.235325,0.814362,-0.353657,-0.0237056,0.509209,0.823264,-1.27549,-1.84076,-1.30634,2.36809,-1.60569,-20.8949,2.16731,0.475443,-1.04064,0.535727,-0.826128,0.24747,0.459768,-1.25278,-0.673136,-1.13834,-4.77836,-3.51179,-0.902494,1.28849,0.168613,-0.0680549,0.866287,1.66426,-0.319211,-0.28283,-1.47966,-1.20425,-6.63166,-0.955264,-0.778147,-1.53844,2.16952
-756.731,0.998973,0.0165576,8,255,0,768.023,-0.960113,-1.78135,-3.78442,-1.58664,-0.200484,-0.247169,0.560002,1.28083,-0.455466,3.91033,0.781224,-0.652159,-1.34386,0.703389,-0.708219,-0.624489,-0.0625638,-0.882406,-1.63422,0.50931,0.419522,1.6549,-1.57909,-1.03682,-5.77934,-2.66633,5.11798,5.55685,-0.0372539,0.859353,-0.293203,-0.0810911,-0.728572,-0.596552,-1.17986,0.173273,-0.865261,-0.720342,-1.13867,-0.0352629,-1.37011,0.825874,-2.21983,1.5793,0.468731,-0.0641175,-0.337689,-0.623859,-0.441156,-0.4098,1.14402,0.508033,1.17263,0.814036,-1.05121,-1.04712,-22.258,-2.38183,-2.83862,-4.47121,-0.611313,-1.74226,-0.403795,1.96074,-1.11544,3.01041,1.13316,-6.46875,-3.07908,0.703389,-0.708219,-0.624489,-0.0625638,-0.882406,-1.63422,0.50931,0.419522,1.6549,0.608725,5.47982,-0.89544,-2.52785,-0.116748,2.4098
-742.931,0.998939,0.0160514,8,255,0,767.026,-1.15536,-1.12663,-2.97717,1.62047,0.0146206,0.291315,-0.0774042,-0.0963193,1.38221,2.07689,-0.935994,-0.474726,-0.916331,0.121801,-0.0344157,-1.32459,0.648338,0.556076,0.284567,1.15578,0.262039,0.627572,-1.12885,-1.15401,-6.2994,-2.08694,5.45311,5.10219,1.35374,-1.99637,-2.03713,-2.8022,0.0474439,-0.395583,0.11569,2.19319,-0.543744,2.95738,1.40789,0.0697554,-1.08158,0.72539,-0.774437,-0.0364361,-0.39376,-1.26407,-1.96881,-0.00799092,0.338047,1.53634,-0.565106,-0.415545,-0.0817028,-1.35278,0.0324643,1.27635,-18.3772,-2.13972,-1.81329,3.58965,-0.595812,-0.880965,-7.20165,-0.213232,2.71063,0.475768,-1.49732,-5.3144,-1.50792,0.121801,-0.0344157,-1.32459,0.648338,0.556076,0.284567,1.15578,0.262039,0.627572,0.345597,2.15498,-1.05053,-1.73001,0.593748,0.616825
