# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.9.2,marginal.10.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.9.3,marginal.10.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,marginal.9.4,marginal.10.4,index.1,index.2,index.3,index.4
-729.625,0.999818,0.0154881,8,255,0,741.685,-0.0636737,-0.331979,-1.65772,-0.108955,-0.340552,-0.271747,-0.263931,-0.218278,-0.355834,0.00780143,-0.357528,0.461146,-0.422677,-0.343795,1.03488,0.825075,-2.87275,-0.273752,0.192829,1.00644,-1.07084,-0.443878,3.03759,0.145774,1.39272,0.666784,5.79917,4.15114,0.996979,0.984498,0.000344454,0.185459,0.00406029,0.308882,0.181572,0.21458,0.218592,0.243089,0.174799,0.38873,0.174061,0.208475,0.188882,0,0,0,0,0,0,0,0,0.217163,0.169159,0.182518,0.184083,0,0,0,0,0,0,0.196699,0.197488,0.202138,0.188358,0.226291,0,0,0,0,0,10,12,6,9
-728.287,0.967788,0.0162884,8,255,0,744.055,0.290739,-1.04444,-1.9651,0.17553,-0.203416,-0.125366,-0.0613983,-0.492893,0.119634,0.549846,-0.430549,-0.644312,-0.594705,-1.1109,-0.696487,-0.0941878,0.54618,0.0555855,-1.12124,-0.107398,-0.350489,-0.128386,0.840816,2.00064,0.342352,0.404666,5.12511,6.38135,0.99409,0.99831,0.000344454,0.135049,0.0672507,0.302637,0.240107,0.252236,0.262474,0.19867,0.292853,0.372506,0.207118,0.220812,0.237738,0,0,0,0,0,0,0,0,0.236183,0.214325,0.218709,0.222347,0,0,0,0,0,0,0.226438,0.230857,0.202178,0.24367,0.275908,0,0,0,0,0,10,12,6,9
-733.85,0.999883,0.0155751,8,255,0,742.104,-1.59965,0.074629,-1.52939,0.660902,0.332658,0.569719,0.470849,0.33976,0.694505,1.21329,0.608151,0.174956,-0.74275,0.0577335,1.71691,-1.29935,-0.929249,1.1318,0.055024,0.783961,0.27247,0.696156,0.629412,0.231938,0.0285057,0.324585,5.07454,6.55028,0.993785,0.998572,0.000344454,0.197716,0.0825517,0.262547,0.224662,0.251624,0.240124,0.225439,0.266648,0.334842,0.256191,0.244481,0.207954,0,0,0,0,0,0,0,0,0.228988,0.227373,0.228538,0.228052,0,0,0,0,0,0,0.228677,0.223169,0.216011,0.23576,0.266757,0,0,0,0,0,10,12,6,9
-730.434,0.998026,0.0164481,8,255,0,745.724,-2.08735,0.437863,-1.99128,0.532455,0.365469,0.455648,0.533205,0.455153,0.438444,1.06093,0.0622564,0.626735,-0.761508,-0.343296,1.53118,-0.879256,-1.56388,1.15863,0.460328,0.470352,0.763722,0.602681,1.36115,0.237136,0.0251063,0.383991,4.94946,5.87004,0.992963,0.997185,0.000344454,0.220693,0.0103376,0.243501,0.204295,0.224863,0.243688,0.224746,0.220829,0.396756,0.145472,0.229808,0.17845,0,0,0,0,0,0,0,0,0.207568,0.206908,0.207264,0.207571,0,0,0,0,0,0,0.202769,0.207433,0.202739,0.201744,0.24113,0,0,0,0,0,10,12,6,9
-722.969,0.999619,0.0172878,8,255,0,736.536,-1.32231,-0.165241,-1.45899,0.238081,0.0913164,-0.062537,0.0298795,-0.365531,-0.284625,0.763288,-0.459449,0.270878,0.71354,-0.573935,-1.42247,0.462919,0.87715,0.0257675,-0.0175541,0.544976,-0.815103,0.104022,1.22648,0.158624,0.806727,0.254046,5.23775,5.16715,0.994716,0.994332,0.000344454,0.204765,0.0501717,0.296567,0.260556,0.225975,0.246348,0.167732,0.182008,0.444703,0.152296,0.212362,0.223865,0,0,0,0,0,0,0,0,0.230622,0.211039,0.191799,0.203198,0,0,0,0,0,0,0.217896,0.221767,0.205533,0.208784,0.254134,0,0,0,0,0,10,12,6,9
-727.781,0.981305,0.0182653,8,255,0,734.933,-0.654907,-0.37898,-2.06501,-0.169252,-0.474258,-0.335158,-0.236352,-0.879136,-0.450907,0.0263731,-0.500185,0.389313,-0.735789,-0.740232,1.30367,1.60703,0.160502,-0.108218,-1.1137,1.39482,0.050837,0.566287,1.5694,0.323582,0.206334,0.108751,5.48539,5.0638,0.99587,0.993718,0.000344454,0.202181,0.0177621,0.260092,0.179242,0.213439,0.240462,0.103917,0.18467,0.322878,0.173361,0.213916,0.160596,0,0,0,0,0,0,0,0,0.193158,0.183892,0.188077,0.191091,0,0,0,0,0,0,0.192464,0.194075,0.183767,0.190589,0.198407,0,0,0,0,0,10,12,6,9
-731.811,0.968616,0.0182914,7,127,0,743.922,-1.02026,-1.00708,-2.77981,0.0743662,-0.106289,0.00776838,-0.177656,-0.256441,0.0900715,1.6732,-0.961767,-0.11773,-0.568459,-0.77289,-1.29954,-0.450739,0.964136,0.337472,0.324559,-2.30418,1.00798,0.808112,0.709539,0.307106,1.01514,0.624083,4.54957,5.3206,0.989539,0.995134,0.000344454,0.14909,0.0484786,0.269624,0.245877,0.260705,0.236889,0.22723,0.271755,0.525814,0.153108,0.235181,0.212901,0,0,0,0,0,0,0,0,0.23676,0.207413,0.225635,0.196549,0,0,0,0,0,0,0.215863,0.197798,0.190462,0.224238,0.422082,0,0,0,0,0,10,12,6,9
-731.001,0.998528,0.0176681,8,255,0,744.734,-1.27151,-0.158513,-3.07885,0.152415,0.168668,-0.0100453,0.0606557,-0.376544,0.0939111,1.51972,-0.816344,0.236405,0.10541,0.932314,1.08848,0.551944,-1.26258,-0.202334,-0.304924,2.16382,-0.875136,-0.890164,0.481167,0.110193,0.743684,0.344842,5.40175,4.91725,0.995512,0.992734,0.000344454,0.229465,0.0685121,0.256777,0.258261,0.242248,0.248502,0.211562,0.25148,0.398891,0.178606,0.230162,0.22769,0,0,0,0,0,0,0,0,0.233938,0.236045,0.213571,0.222277,0,0,0,0,0,0,0.223205,0.22736,0.202512,0.229333,0.32431,0,0,0,0,0,10,12,6,9
-729.958,0.987272,0.0186251,8,255,0,741.463,-1.45939,-0.371123,-2.51634,0.287332,0.42254,0.309534,0.177506,-0.173888,-0.317885,0.862055,0.576005,0.208285,-0.358937,-0.916176,0.917752,1.77859,0.778209,-0.235672,0.206926,0.718209,-0.0692862,0.148556,0.66703,0.577047,0.142882,0.502818,6.25239,5.26857,0.998078,0.994875,0.000344454,0.165012,0.0454176,0.233951,0.250326,0.236589,0.221204,0.183784,0.169923,0.30853,0.269804,0.227921,0.176842,0,0,0,0,0,0,0,0,0.20545,0.208514,0.205951,0.202985,0,0,0,0,0,0,0.222053,0.211129,0.18393,0.173571,0.271828,0,0,0,0,0,10,12,6,9
-730.885,0.999652,0.0190046,7,255,0,741.616,-1.21541,-0.414778,-1.90509,-0.302457,-0.169402,-0.421097,-0.190092,-0.66531,-0.154929,0.707491,-0.880389,0.410776,0.217238,0.152848,0.0710482,2.54608,0.554878,-1.43938,1.18133,0.818863,0.209916,-1.15508,1.07106,0.983549,0.105712,0.182968,5.75484,4.91337,0.996843,0.992706,0.000344454,0.19516,0.0469338,0.214705,0.239644,0.194102,0.23564,0.156485,0.242473,0.445644,0.128467,0.213469,0.184258,0,0,0,0,0,0,0,0,0.200539,0.202719,0.198609,0.202379,0,0,0,0,0,0,0.196639,0.203154,0.189918,0.204159,0.229925,0,0,0,0,0,10,12,6,9
-733.789,0.990301,0.0200843,7,255,0,747.666,-1.06903,-0.693859,-1.70642,1.04041,-0.410031,0.269921,-0.0304811,0.0782668,-0.0494411,2.45108,-0.96794,-0.412055,-0.706202,-0.667204,-1.03092,-0.0130117,-1.58693,-1.08319,-0.0322478,0.399876,0.0781064,-0.439075,0.307739,0.662228,0.178516,0.374906,4.75383,6.07646,0.991455,0.997709,0.000344454,0.197707,0.153581,0.293616,0.211649,0.247877,0.231382,0.237265,0.230367,0.388563,0.184904,0.244735,0.211538,0,0,0,0,0,0,0,0,0.24484,0.20143,0.221042,0.212217,0,0,0,0,0,0,0.225265,0.206513,0.213167,0.205369,0.393411,0,0,0,0,0,10,12,6,9
-728.618,0.999266,0.0206609,6,127,0,744.578,-1.04067,-0.830001,-1.61851,0.0600511,-0.0862845,0.199312,0.318867,0.185045,0.273771,1.13396,-0.279238,-0.878335,-1.72999,-0.570895,-1.10555,-0.404772,-1.73434,-1.1375,0.0683606,0.0212881,-0.876551,-0.387939,0.688729,0.288541,0.11182,0.423452,5.16524,5.09964,0.994321,0.993938,0.000344454,0.140198,0.086664,0.230876,0.213553,0.248249,0.263843,0.24643,0.257888,0.385037,0.192182,0.237759,0.197142,0,0,0,0,0,0,0,0,0.219348,0.216639,0.221948,0.224197,0,0,0,0,0,0,0.21066,0.218975,0.209682,0.215811,0.281582,0,0,0,0,0,10,12,6,9
-727.595,0.937276,0.0217848,7,127,0,743.192,-0.896838,0.339922,-1.58177,0.703539,0.537531,0.432498,0.784934,-0.130529,0.005705,1.49176,0.237106,-0.675701,-0.814553,1.39136,-1.49606,0.0252749,-0.443557,-0.739048,0.339748,0.545132,-1.97134,-0.0635125,1.11492,1.68274,0.446796,0.303777,4.75274,5.03649,0.991446,0.993545,0.000344454,0.207679,0.0300575,0.281592,0.245971,0.225052,0.300151,0.134647,0.153247,0.483542,0.189562,0.237052,0.199408,0,0,0,0,0,0,0,0,0.225028,0.213048,0.205699,0.231063,0,0,0,0,0,0,0.221652,0.239611,0.194894,0.201148,0.278325,0,0,0,0,0,10,12,6,9
-725.354,0.999818,0.0193406,7,255,0,736.808,-0.648201,-0.306934,-2.04245,-0.111013,-0.188883,-0.245376,-0.362567,-0.625145,-0.595041,0.570915,-0.498802,1.25352,0.635545,0.728384,-0.0608837,-1.28075,1.06726,0.950251,-0.473792,0.578902,0.747705,0.635826,1.3569,0.19271,0.826154,0.667123,5.57694,4.96668,0.99623,0.993082,0.000344454,0.223473,0.026981,0.272279,0.252114,0.238114,0.210798,0.158085,0.163542,0.482246,0.181995,0.219823,0.201111,0,0,0,0,0,0,0,0,0.220356,0.210084,0.202843,0.188393,0,0,0,0,0,0,0.221794,0.209185,0.182793,0.185688,0.32299,0,0,0,0,0,10,12,6,9
-725.161,0.99986,0.0204198,8,255,0,733.632,-0.715389,-0.474585,-1.69636,0.259527,-0.0769151,-0.019643,0.306769,-0.125668,-0.00194279,0.962986,0.114078,-1.11516,-1.1078,-0.805544,-0.645648,0.913893,0.635561,-0.839066,0.921243,0.0475658,-0.939482,-1.19708,0.745988,0.585416,0.848334,0.31325,4.64254,4.81004,0.990459,0.991918,0.000344454,0.178031,0.0802717,0.271997,0.225429,0.232942,0.278995,0.219169,0.235299,0.386355,0.25115,0.228591,0.22933,0,0,0,0,0,0,0,0,0.241817,0.194435,0.201988,0.249046,0,0,0,0,0,0,0.220669,0.238284,0.215147,0.221601,0.276427,0,0,0,0,0,10,12,6,9
-728.594,0.966851,0.0215424,7,127,0,740.395,-0.117271,-0.433226,-1.22694,0.126815,-0.226114,-0.147928,-0.40851,-0.28911,-0.600926,0.742069,0.135467,-0.820504,-1.28315,-1.05157,0.045031,-0.288289,0.570129,0.0801483,0.968689,0.256479,-0.0287343,-0.159055,0.69474,0.796139,0.528191,0.233033,5.19882,5.66843,0.994507,0.996559,0.000344454,0.215064,0.136796,0.287162,0.240117,0.250074,0.217952,0.232293,0.196198,0.380721,0.288381,0.262714,0.198751,0,0,0,0,0,0,0,0,0.250251,0.217575,0.224545,0.201918,0,0,0,0,0,0,0.238256,0.227636,0.232461,0.220007,0.276971,0,0,0,0,0,10,12,6,9
-736.739,0.926943,0.0207741,7,255,0,746.35,-2.0684,-0.670554,-2.85275,0.497553,0.385406,0.828092,0.861018,-0.0895393,-0.186849,2.02945,-0.860426,0.416138,0.0464415,0.360644,2.06852,0.664606,-0.31705,-0.55166,0.793413,1.2979,-1.42971,0.334078,0.562083,0.737397,0.415363,0.34468,5.67253,4.5476,0.996573,0.989518,0.000344454,0.141531,0.0464805,0.239733,0.228592,0.274647,0.27829,0.185472,0.177447,0.42369,0.129169,0.232008,0.189154,0,0,0,0,0,0,0,0,0.207238,0.20008,0.229358,0.231645,0,0,0,0,0,0,0.227892,0.229797,0.179089,0.174402,0.303905,0,0,0,0,0,10,12,6,9
-741.929,0.919363,0.0180164,7,127,0,760.563,-2.20846,0.230436,-3.20883,0.982338,0.875984,0.390666,0.7731,-0.630219,0.187313,2.05621,0.0696993,0.6116,0.281779,0.523754,2.37053,0.937617,-0.50851,-0.306532,0.824431,1.77875,-1.37819,-0.316832,0.660761,0.423681,0.589495,0.273849,5.93196,4.83184,0.997354,0.992091,0.000344454,0.221096,0.0287904,0.316718,0.301918,0.239636,0.287977,0.139149,0.216283,0.482443,0.203541,0.248831,0.225072,0,0,0,0,0,0,0,0,0.253012,0.242029,0.195871,0.231695,0,0,0,0,0,0,0.239895,0.258419,0.194768,0.230398,0.326394,0,0,0,0,0,10,12,6,9
