# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-738.421,0.99876,0.0192309,7,127,0,746.87,-0.966029,-0.584269,-0.1999,-0.529874,-0.240653,-0.28728,0.295091,-0.294893,-0.125163,1.65892,0.917908,2.19679,-0.319603,-1.16982,1.02536,0.235993,1.32202,-1.55272,-0.334431,-0.712267,-3.05069,-0.912868,5.42058,4.10606,-0.807969,-0.779072,0.888404,0.322457,-0.891778,-0.948425,-0.518249,0.457472,0.568536,-1.37769,0.131817,-0.600586,0.0746214,-0.118897,0.510259,-0.377083,-0.829346,-1.10626,1.25199,-0.240995,-0.864054,-1.01419,-2.0271,-0.359881,3.47966,-1.72993,5.51048,0.209766,-0.00392978,-1.97102,3.25957,-4.19064,4.17116,1.79402,0.917908,2.19679,-0.319603,-1.16982,1.02536,0.235993,1.32202,-1.55272,-1.80879,-0.209984,-0.959841,1.90627,0.660344,-7.69107
-734.073,0.991452,0.0202487,7,127,0,747.156,-1.02313,-0.644277,-0.804241,-1.27855,-0.800644,-0.749799,-0.0650888,0.316226,0.239107,1.83629,-0.193444,1.24276,0.919784,-1.06109,0.388113,-1.26953,0.67794,-0.617108,-0.515097,-0.277927,-3.64171,-1.30117,5.41036,5.6958,0.551262,0.53473,-0.966402,0.20499,0.951942,0.0204326,0.577303,1.45428,-0.817095,0.686138,1.24323,1.81139,-1.01458,-0.692102,0.976466,1.15203,1.13782,-1.45862,0.534328,-0.116275,0.153515,1.25431,0.37127,-2.45682,2.20406,1.20533,2.62767,-1.12772,-1.39454,-3.44844,-1.48585,0.309038,5.46671,1.23207,-0.193444,1.24276,0.919784,-1.06109,0.388113,-1.26953,0.67794,-0.617108,-3.69829,0.176002,-0.998585,0.759064,0.628107,2.4608
-732.95,0.935997,0.0208716,7,127,0,747.627,-1.06229,-0.013891,-0.198971,0.241007,-0.151463,-0.0103621,0.163515,-0.654284,-0.512481,0.764805,-0.568508,0.188259,-0.52223,1.50286,0.233399,1.10147,0.0363385,0.88006,0.222487,-2.37994,-0.658853,-1.09962,4.65985,5.43738,2.03492,-1.04578,1.04233,0.830723,0.684756,0.261473,0.1651,0.326866,0.921369,0.662977,-1.05215,2.27618,0.828434,0.20961,0.936826,-0.650796,1.1558,0.129699,-1.91684,0.350769,-1.61129,-1.00998,1.35227,-1.21238,14.8968,4.69693,1.75598,13.6682,-0.791088,13.8338,2.74436,-0.455548,-0.350703,-0.488885,-0.568508,0.188259,-0.52223,1.50286,0.233399,1.10147,0.0363385,0.88006,1.00459,-1.72684,1.03286,-0.133132,-0.816803,1.36589
-736.393,0.989878,0.0183162,7,127,0,744.422,-0.789533,-0.21384,-0.694748,-0.36807,-0.799839,-0.637129,0.171233,-0.0743847,-0.18036,0.144688,1.91863,1.35988,-0.831759,-0.236697,1.12646,0.507272,1.1055,-0.633634,-0.894586,0.817729,-0.96861,-2.74327,5.16317,4.72776,-0.642711,1.11546,0.166657,-0.63897,0.443175,0.671891,0.554421,0.169264,-2.18585,-0.382771,-0.595206,0.169368,-0.510698,1.50624,0.217755,1.09448,0.020975,0.888915,0.908733,-0.337066,0.592093,1.01902,-0.84546,-0.254089,-30.3279,0.490617,-1.16512,-10.6165,-2.73849,-4.69411,-7.69366,-51.8767,-15.9704,-0.491648,1.91863,1.35988,-0.831759,-0.236697,1.12646,0.507272,1.1055,-0.633634,1.29843,7.87064,3.91198,-0.616846,-0.0811939,-0.781748
-735.776,0.998009,0.0188271,8,255,0,745.01,-0.784187,-0.514079,-0.828042,-0.147047,-0.432728,-0.846314,0.0795575,-0.491063,-1.20219,-0.945821,0.0957038,-0.0962776,0.443947,-1.42573,-0.933475,-1.321,-0.151386,0.233612,-0.533716,-2.76043,-0.627364,-2.76423,4.96935,5.22197,0.837132,1.49661,0.726714,0.0749814,-0.811835,0.113448,1.32485,0.40623,-0.169151,0.884113,-2.0467,-1.39773,0.730743,0.708429,-0.882522,-0.107003,-1.11269,0.590405,0.0575366,-1.09766,-0.450146,0.283178,0.156565,-0.720126,-14.664,0.0247775,-2.24162,-5.09509,0.496382,-8.26468,-3.0764,-1.48154,-1.42324,-1.57043,0.0957038,-0.0962776,0.443947,-1.42573,-0.933475,-1.321,-0.151386,0.233612,4.28732,-0.603014,1.86771,0.283813,-0.395022,1.13873
-733.59,0.994676,0.0198074,8,255,0,747.972,-0.50417,-0.771778,-0.953515,-0.875461,-0.548965,-0.645417,-0.222257,0.280335,-0.121032,2.65006,0.0631575,0.948406,-0.274581,0.942571,0.364044,0.5922,0.908235,-1.55012,0.102797,-0.619938,-2.88104,-1.92536,5.25935,5.14504,-0.272896,0.717512,0.541772,1.01055,-0.287711,2.73744,0.204485,2.17536,-2.07976,1.72392,-0.184236,-0.714582,-0.349902,1.06967,0.925425,1.2411,-0.605113,1.06591,0.259642,0.698227,-0.25302,0.839069,0.245215,0.345836,20.1423,0.429389,-4.14399,1.26504,5.35056,5.49461,13.3912,10.3646,2.65185,2.14625,0.0631575,0.948406,-0.274581,0.942571,0.364044,0.5922,0.908235,-1.55012,-8.46902,1.62347,-1.81013,-2.32591,0.48167,-0.0673015
-732.97,0.99637,0.0206324,7,255,0,741.609,-1.09772,-0.130142,-0.141617,-0.113906,0.185774,-0.133653,0.238976,-0.261969,-0.503346,0.845709,-0.0564655,0.668543,-0.130424,-1.32594,-0.902468,0.554302,0.521318,1.44487,-0.204677,-1.16875,-1.76675,-0.776311,6.21966,5.08752,-0.00220988,0.445094,-0.34481,-0.594174,-0.0855319,-0.495707,0.509047,-1.07902,-0.0676798,1.72637,0.061023,0.974849,-0.279801,0.892075,0.329483,0.613991,0.928972,-1.49545,1.44086,-0.0979838,-1.29333,-1.28129,0.996096,-0.375488,-17.6714,-0.536117,0.235883,-2.13778,3.51032,-6.07307,-9.19826,-7.83552,-5.99576,-1.09806,-0.0564655,0.668543,-0.130424,-1.32594,-0.902468,0.554302,0.521318,1.44487,-2.67672,0.516171,-0.347867,2.7559,1.81941,0.566486
-740.311,0.997603,0.0215848,7,127,0,750.689,-0.792005,-1.07412,-1.43332,-1.27721,-1.43141,-0.818516,0.43579,0.228069,-0.0204972,1.04121,0.620471,0.152272,0.442527,-1.17095,1.89193,0.603514,1.06233,-1.3138,-1.30876,-0.500896,-1.6894,-4.00121,4.34509,5.81891,-0.931351,0.387241,0.595505,-0.176962,0.719865,0.714623,0.158559,-0.205827,-0.831668,0.137019,-0.279679,0.655271,-0.295105,-0.991826,-1.62751,0.374245,0.176737,1.99812,-0.418822,-0.783041,0.126651,2.12025,1.31761,1.45573,12.1037,-0.548067,-0.70209,0.168546,-1.48081,1.35826,1.70309,4.88481,3.29154,0.890032,0.620471,0.152272,0.442527,-1.17095,1.89193,0.603514,1.06233,-1.3138,-3.52783,0.571694,-2.66426,-1.08218,-1.73574,2.73628
-747.654,0.971013,0.0226454,7,127,0,762.366,0.363811,-0.948116,-1.49459,-0.98503,-0.981014,-0.250293,0.471759,-0.302968,-0.507726,-0.162076,1.20759,0.267889,-0.586573,-1.69344,2.59326,-0.444669,0.558765,-1.21565,-1.25249,1.25696,-2.22186,-1.938,4.73557,4.09751,-2.29333,-0.487094,-0.642737,-1.04959,-1.15915,-0.126975,-0.329068,-0.149196,-0.967096,1.44023,-0.390339,-0.0650703,1.28405,0.104769,-0.0151104,1.36776,0.959908,-0.621003,-0.716302,0.62703,0.746593,-3.00309,-1.05065,1.1548,27.7062,-0.17549,-0.739841,1.99619,-0.205838,5.04909,3.94464,129.495,-32.5091,-1.19871,1.20759,0.267889,-0.586573,-1.69344,2.59326,-0.444669,0.558765,-1.21565,-4.44792,-19.9354,-3.2699,-0.44839,-0.471768,-8.7263
-742.256,0.379466,0.0220606,7,127,0,761.964,-1.10084,0.194907,-0.12051,0.331397,0.00270374,-0.503103,0.919008,-0.248802,-0.923267,-0.483131,-1.50248,0.855323,0.201745,0.883801,-0.216695,-0.705666,0.3853,-0.947145,-1.4151,-3.86655,-2.52131,-3.93501,5.15097,6.15562,-1.49159,0.534877,-1.38927,-0.394121,-0.168626,-1.85059,-1.19827,-0.57084,-0.156518,-0.599243,1.11698,0.321236,-0.57519,-1.64195,2.58466,-0.489095,0.583606,-1.27642,-0.120202,3.57886,-0.59707,0.804985,-0.808633,1.21346,19.593,1.34181,2.37053,2.45535,1.12114,0.159317,0.353869,0.132872,-0.605509,-0.63319,-1.50248,0.855323,0.201745,0.883801,-0.216695,-0.705666,0.3853,-0.947145,-1.60789,-1.23998,-0.471908,-0.854728,0.271894,3.60056
-740.392,0.999984,0.00425498,9,511,0,750.514,-1.06009,0.186282,-0.329519,-0.642942,0.00984773,-0.321893,0.725807,0.195936,-0.82963,-0.767073,-1.61105,0.548009,-0.449699,0.620462,-0.826785,-2.08022,-0.055704,-0.702677,-0.552684,-4.23216,-1.66945,-3.71039,4.2934,5.32204,-1.43727,0.696375,0.595713,0.993997,0.340106,-1.62114,0.0115555,-0.634263,-0.429861,0.0755878,-0.43131,0.674472,0.831868,0.633935,0.628558,1.33548,0.655432,-0.635511,-1.22292,0.129302,-1.22894,-0.558094,0.688787,2.11161,6.45471,2.64748,-0.30074,-0.653916,1.64248,-2.63494,4.95026,0.31188,-0.716927,-0.986307,-1.61105,0.548009,-0.449699,0.620462,-0.826785,-2.08022,-0.055704,-0.702677,3.36696,-1.10222,-0.461422,-0.620363,-1.97336,1.08185
-741.093,0.998585,0.00454899,10,1023,0,750.828,-1.14967,-0.484332,-1.45639,-0.260885,-0.549567,-0.7006,0.525437,0.641736,1.20717,0.705767,-0.0987662,-0.984925,-0.604937,-1.3246,0.885466,2.03631,-0.981653,0.043171,-1.0072,-2.15689,-2.59992,-3.55056,6.00889,5.33523,2.2934,-0.0161491,-0.437729,0.40585,-0.126898,0.426113,-0.469511,0.430623,0.609917,-0.767467,-2.05283,-0.031647,-0.986787,-0.185941,-0.382604,-1.09992,-0.772038,-0.83355,0.555702,-1.55161,-0.550546,-1.06048,0.214034,-0.478715,-11.8329,0.0534316,-4.25503,-0.304312,-0.626402,-1.78053,-0.658653,-1.48312,2.02523,0.41963,-0.0987662,-0.984925,-0.604937,-1.3246,0.885466,2.03631,-0.981653,0.043171,3.04679,-1.1518,-0.721053,-1.16458,1.53523,1.49838
-741.833,0.999967,0.00483948,9,511,0,759.797,-1.31888,0.807864,0.565667,-0.311352,-0.200842,0.15397,1.73355,0.626772,-0.582059,1.33078,1.45785,-0.94902,-0.699548,0.144005,0.951403,0.0448773,1.12122,0.130482,-1.58595,-1.84632,-2.309,-5.56853,4.1765,5.49704,0.560586,-0.175117,1.53154,0.14657,0.923003,-1.01348,2.22614,1.10656,-3.10503,-0.314143,0.50431,0.760056,0.434665,1.4137,-0.656231,-2.09988,1.32733,-0.00881329,0.425324,-0.325505,0.631965,-0.876471,-0.782274,-1.93096,-0.0743448,1.51177,2.25474,-0.410643,-0.45486,0.230664,0.0153751,0.700492,-0.441967,1.29842,1.45785,-0.94902,-0.699548,0.144005,0.951403,0.0448773,1.12122,0.130482,-2.64279,-0.885232,-0.449847,-0.995473,-2.52955,1.80404
-742.665,0.999863,0.00516193,10,1023,0,754.84,-1.48808,0.329542,-0.497307,0.439333,-0.15504,-0.122805,0.81099,1.41566,-0.301707,-0.49656,1.56702,1.02835,-0.422625,-0.677823,0.341341,-2.57582,0.277019,0.806402,-0.976348,-3.77224,-0.489568,-5.06128,5.82129,4.67265,0.38601,1.7951,2.09699,-0.456723,-0.164326,-1.23221,1.60641,0.219048,-0.388546,1.4746,1.09872,-1.24812,-0.612886,0.325128,0.894269,0.716451,1.08647,-0.0749551,-0.923913,0.698413,-0.126704,-1.00476,-1.13231,-0.691908,2.97164,1.97163,-0.310564,3.99775,-0.00256484,-0.930419,0.540562,1.41135,-0.161533,-0.550035,1.56702,1.02835,-0.422625,-0.677823,0.341341,-2.57582,0.277019,0.806402,-1.16212,-1.06414,1.98549,-0.894349,1.307,-2.49829
-741.83,0.999929,0.00549799,10,1023,0,754.762,-0.473621,-0.844297,-1.26315,-0.695811,-1.13904,-0.937136,-0.346678,-1.14607,-1.6354,1.39747,-1.70922,-0.80683,0.368192,1.11368,-0.796245,2.14807,-0.571768,-1.26845,-1.42904,-1.64447,-2.6941,-1.53404,5.66445,5.49139,-0.11735,1.90489,0.839342,1.19539,0.508344,0.074283,2.11168,1.10591,-0.906453,-0.855156,0.10221,-0.78186,0.222617,-1.05365,1.16538,1.61565,0.74507,1.10118,-0.616625,1.75925,-0.388303,0.225874,-0.699037,-0.951266,-0.668597,-0.134462,-0.0173525,-0.204712,-0.94808,-0.241765,-1.70893,-1.89963,-2.57754,0.982781,-1.70922,-0.80683,0.368192,1.11368,-0.796245,2.14807,-0.571768,-1.26845,-3.18479,-1.1626,-0.964797,0.941451,1.04057,1.80959
-741.417,0.997596,0.0058502,8,255,0,757.633,-0.699139,-0.417777,-0.332895,-0.275505,-0.123964,-0.867104,0.411529,-0.603842,-1.40888,1.9978,-2.12131,-1.49043,0.716378,1.20065,-1.2192,1.513,0.312172,-0.722479,-0.788667,-0.726068,-2.6648,-2.2097,5.62343,5.80997,-2.10747,0.374171,-0.335818,0.0555734,0.986555,3.23955,-0.126975,-0.993942,2.26727,0.237009,0.250082,-0.395978,0.218777,-0.353751,-0.12626,-1.5261,1.15758,1.08084,-0.999586,0.85999,0.405349,-1.46008,-0.48174,-0.744858,-17.2655,-0.374068,1.47018,-0.521414,0.508103,-7.51376,-3.86257,-4.5303,-6.6192,1.30776,-2.12131,-1.49043,0.716378,1.20065,-1.2192,1.513,0.312172,-0.722479,1.5753,7.75254,-0.505305,0.00351393,0.900034,3.13352
-740.812,0.999813,0.00618013,9,511,0,755.131,-1.74654,-0.380793,-1.48906,0.148876,-1.0551,0.119518,0.925283,1.11127,0.732746,2.6049,-0.387682,-0.301788,-1.55992,1.52944,0.0109407,-1.1649,-0.670516,0.029884,-1.29761,-0.863329,-2.3665,-1.53252,6.77247,4.82746,-0.0781734,0.165448,-0.176153,0.168933,-0.239067,-0.544494,-0.0352259,-2.30481,-0.270625,0.72324,-2.10331,-1.46836,1.25201,0.770764,-1.28374,1.96195,0.54262,-0.768223,0.219071,-0.412666,-0.867496,-1.61985,0.648358,1.77311,5.6146,0.32831,-2.29553,1.43104,-1.79561,2.07861,2.19081,4.30134,2.11608,1.75864,-0.387682,-0.301788,-1.55992,1.52944,0.0109407,-1.1649,-0.670516,0.029884,0.891688,2.24191,-0.860354,0.393898,2.57851,-1.55301
-739.085,0.999951,0.00655942,9,511,0,752.128,-1.28317,-0.381719,0.217626,-0.765666,0.152963,-0.0576541,0.674909,0.213129,0.253625,0.191868,1.21345,1.17689,-2.11334,0.11082,-0.880162,2.35793,-0.798936,-0.0779417,-0.571685,-1.7016,-2.10267,-1.71765,4.83332,5.37338,-0.872493,-0.513153,-0.256225,0.14842,-1.37463,0.65719,0.634615,1.75535,1.08517,1.06084,-0.580631,-0.488035,-1.25063,1.53054,0.14766,-1.54475,-0.554555,0.0423369,-2.0186,-0.0303276,-0.491254,0.593451,2.13829,0.651842,-1.94797,-1.79341,5.25428,-1.97358,1.30563,-1.65261,-0.571917,-0.792835,1.48452,-1.45809,1.21345,1.17689,-2.11334,0.11082,-0.880162,2.35793,-0.798936,-0.0779417,-0.534751,-0.783123,0.0312981,0.102982,-0.591253,1.41782
-738.77,0.99992,0.00695671,9,511,0,750.046,-0.803583,0.34341,-0.488241,0.148795,-0.237198,-0.554719,0.590903,-1.02843,-1.22581,1.68007,-0.626917,0.519972,0.418403,2.47655,1.09502,-1.62736,0.0999059,0.243398,-0.757047,-1.07648,-2.03429,-3.04798,5.46261,4.71456,0.256685,-0.723657,-0.190807,1.10092,-0.793794,-0.354454,-0.723475,-1.50198,1.07452,0.593474,-1.22587,-1.16699,2.12186,-0.0626704,0.901622,-2.39001,0.801025,0.0826901,-0.0978298,0.231605,0.138496,-0.859524,0.0826854,-0.548075,-3.72633,3.03672,-0.500569,0.912858,-0.296853,-3.91876,-0.880585,-3.4176,0.0880045,1.31769,-0.626917,0.519972,0.418403,2.47655,1.09502,-1.62736,0.0999059,0.243398,1.37738,0.0797787,-0.953594,-1.22236,0.686847,-1.90043
-737.035,0.999759,0.00736932,9,511,0,750.754,-0.78552,-1.6529,-1.36504,-0.0463844,-0.866946,-0.616392,-0.297653,-0.100925,0.648355,0.267944,-0.23909,0.44738,-0.073096,-1.85203,-0.205732,0.455186,-0.0425177,-0.354132,-0.881346,-2.89126,-0.669237,-1.92048,4.64536,4.5496,-0.0301355,-1.70565,0.899019,-0.583585,0.829033,-0.642983,-1.80351,0.891457,-0.487697,-1.36485,-1.26576,1.34858,0.565705,1.64603,1.46323,-1.99533,0.105017,-0.0446628,-0.724945,-0.529224,-0.498837,1.04368,1.17895,0.110218,2.32184,-2.56498,-0.946713,4.14005,-0.239046,2.01069,-4.06818,0.219789,1.86422,-0.939524,-0.23909,0.44738,-0.073096,-1.85203,-0.205732,0.455186,-0.0425177,-0.354132,-1.18765,-0.619805,-0.23484,-0.695934,-1.02283,-3.35608
-735.139,0.999982,0.00779478,9,511,0,745.182,-1.35894,-1.07685,-0.431746,-0.163115,0.121537,-0.00912415,0.641279,0.715475,-0.438047,1.61841,-0.146602,0.48669,-0.394811,2.00117,-0.251039,-0.448841,-0.0564324,-0.19824,-0.81491,-1.27107,-1.74563,-1.96316,5.58018,4.38136,-0.710047,-0.35473,0.15257,-0.563574,-1.28633,0.184599,1.41581,0.500588,1.66897,-0.906645,0.78068,-1.85764,0.892691,0.185683,0.905138,-0.125992,0.195566,1.12099,-1.0164,1.63312,0.0113775,-0.695034,-0.211503,0.559632,1.20885,-2.90242,0.211728,0.41221,2.04031,2.11211,-0.0702321,3.01304,-1.8372,0.664049,-0.146602,0.48669,-0.394811,2.00117,-0.251039,-0.448841,-0.0564324,-0.19824,-0.330589,0.457406,-0.490547,-0.534131,0.91809,-4.70404
-738.238,0.998633,0.00824071,8,255,0,746.738,-1.37145,-1.09008,-0.0650338,0.3211,-0.101957,-1.15636,0.939607,0.188658,0.439853,1.21861,-0.459834,0.426561,-0.300268,1.44919,-0.636697,-0.721154,0.260313,-0.127835,-1.12902,-1.09109,-1.6244,-1.87135,5.2985,4.58339,-0.109803,-0.624162,-0.0653889,-0.707159,0.796678,0.816586,0.313538,0.993473,-1.40809,0.906955,0.556296,0.234469,-0.276797,1.54067,0.667427,0.403917,-0.613296,-0.182373,2.0691,-0.515232,-0.333345,-0.0269687,0.728897,-1.37094,-10.8523,-1.9623,2.51953,-0.574006,0.461282,-7.55125,0.68113,-5.32104,2.76814,0.0958387,-0.459834,0.426561,-0.300268,1.44919,-0.636697,-0.721154,0.260313,-0.127835,3.46329,-0.628854,-0.706713,1.08865,0.351472,-2.25795
-731.719,0.999429,0.00867383,8,255,0,749.623,-1.43759,-0.511133,-0.759684,0.402549,-0.251694,-0.0109469,0.666693,0.442975,0.0405646,1.98935,-0.262313,0.588837,-0.167596,1.34872,-1.35905,-0.294085,0.382035,0.109973,-0.849117,-1.24416,-1.07028,-1.27009,5.15284,5.4106,-0.555823,-1.62247,1.43093,0.118061,0.32698,-3.7343,1.78789,-0.8023,1.06317,-1.50854,-0.500103,-0.218973,-0.33386,0.544331,1.27583,-1.01615,-0.178479,-0.500527,0.354206,0.100854,-1.29085,-1.06854,0.364087,-1.66815,12.7229,-0.333468,-1.02281,5.97457,0.514382,3.2494,5.61766,4.77103,0.907477,1.30118,-0.262313,0.588837,-0.167596,1.34872,-1.35905,-0.294085,0.382035,0.109973,0.414519,0.330518,1.15455,1.44785,0.232301,1.27029
-737.587,0.998179,0.00913882,9,511,0,748.216,0.263149,-0.881472,-1.27522,-0.922411,-0.579929,-0.6049,0.187452,-0.230691,-0.264128,1.70333,-0.39833,0.359204,-0.868398,0.877408,-0.870297,0.219462,-1.40317,2.70326,-0.762857,0.915054,-0.556592,-1.58233,5.47403,4.72403,-2.06742,-0.612465,1.30967,0.0562328,-0.314349,1.47074,-1.40996,-0.755416,0.615584,1.40263,-0.144768,0.501523,0.110108,1.13069,-1.14391,-0.382112,0.865381,-0.776339,-0.425385,-0.866623,0.258248,0.159186,0.170357,-1.51715,21.7335,-0.042388,-1.75292,4.38261,3.31305,5.91886,9.91138,28.3379,26.4099,0.993454,-0.39833,0.359204,-0.868398,0.877408,-0.870297,0.219462,-1.40317,2.70326,-4.24394,-11.7612,-6.55199,-1.95103,0.856077,-2.69208
-737.723,0.995674,0.0095898,9,511,0,749.142,-1.26798,0.120832,-0.122294,0.00281947,0.268872,-0.405738,0.595665,0.332059,-0.744627,0.942566,-1.00268,-1.7428,-0.848158,0.00012732,-0.04499,1.10739,1.71768,0.320529,-0.974861,-1.78952,-1.35311,-1.34192,4.80065,5.67297,0.468228,-0.408765,-0.826707,-0.696287,0.934275,-0.0802782,-1.05671,-0.266697,-0.267361,0.886165,-0.823997,-0.301728,-1.26836,0.943323,-0.953387,0.673031,-0.830525,3.0327,0.117199,1.1298,1.20194,-0.896693,0.362196,0.414214,-14.2408,0.780901,1.103,-3.24361,1.82822,-5.57989,-2.38987,-0.409638,-4.17416,-0.72867,-1.00268,-1.7428,-0.848158,0.00012732,-0.04499,1.10739,1.71768,0.320529,-2.96791,-1.36606,-0.247595,3.03882,-0.802646,2.678
-741.636,0.994429,0.00999256,9,511,0,753.53,-0.795407,-1.72783,-1.27261,-1.02885,-2.6887,-0.864705,0.375788,-0.221272,-0.461562,1.1815,0.74803,0.0347013,-1.40824,-0.495482,0.160784,-0.39222,0.236396,-0.579192,-2.37114,-0.649333,-1.67827,-2.15597,5.28081,4.41032,1.89264,-0.016475,0.497429,0.129357,-0.641605,0.235707,-1.10194,-0.398431,2.06852,0.22887,0.83968,1.79321,1.24852,0.130535,0.00412619,-1.0418,-1.83872,-0.178741,-0.459465,-1.42991,-0.192928,-1.11565,0.390778,0.288348,-11.8398,-1.64742,-0.714061,-3.38202,-2.93221,-1.23448,-0.511176,-6.2954,-0.498633,0.365621,0.74803,0.0347013,-1.40824,-0.495482,0.160784,-0.39222,0.236396,-0.579192,-2.25664,0.704531,1.8375,-0.757492,0.293346,-3.89822
-747.203,0.999893,0.0103725,8,255,0,758.279,-0.886276,-0.586686,-0.9698,-0.298277,0.309792,-0.712069,-0.247828,0.0610246,-0.578399,1.79525,0.174754,0.941126,-2.58168,-2.01709,1.9918,0.62356,0.232576,-0.473708,-0.693351,-1.05005,-2.34319,-2.2628,7.13924,5.6854,-0.213823,1.69942,3.28131,0.184407,0.28588,0.736809,-0.344233,-0.111886,0.280003,-0.0614346,-0.741093,0.381651,0.390711,-0.356912,0.712097,0.707484,-0.155124,0.422929,-1.83061,0.0299748,-0.0978541,0.890903,0.145469,1.10355,-10.5614,0.133712,-1.91613,0.129891,6.75475,-2.89139,-10.7113,-2.08521,-1.85586,1.05661,0.174754,0.941126,-2.58168,-2.01709,1.9918,0.62356,0.232576,-0.473708,5.2682,-0.286141,-0.486411,-1.65494,2.98743,2.65086
-740.009,0.995511,0.0109012,8,255,0,759.248,-0.310036,-0.259871,-0.016304,-0.912784,-0.721097,-0.334397,0.0786852,-0.192751,-0.25229,1.79612,-1.6129,0.312743,-0.393141,0.0891498,1.28789,-2.0153,0.623882,0.646206,-1.90963,0.969679,-1.99181,-0.957043,4.69426,4.85792,0.788787,0.305887,-0.468676,-0.123701,1.06622,0.745584,-0.41901,0.857161,1.31464,-1.56704,-0.595274,-0.891305,2.56455,2.10563,-1.72535,-1.16218,-0.0796808,0.655321,-1.86228,-0.320903,0.701568,-0.184142,-2.55274,-1.78984,30.9024,0.639784,2.73773,2.69568,0.234244,1.56073,4.21869,64.5908,22.3028,3.38415,-1.6129,0.312743,-0.393141,0.0891498,1.28789,-2.0153,0.623882,0.646206,-2.72936,-15.4628,-4.09798,1.70126,-0.533873,-2.05253
-734.827,0.997664,0.0113272,8,255,0,754.368,-0.303502,-0.464528,0.0357948,-0.161605,0.366989,-0.525835,0.605358,-0.856294,-0.803842,0.248153,-0.0292082,0.103826,-0.766487,-0.0122586,0.577756,-0.721551,0.586384,0.0627845,-0.670423,0.0625652,-3.14991,-1.79221,4.6765,4.67075,-1.58023,-0.200397,-2.47066,0.779598,0.502679,1.41097,1.4404,-1.14243,-2.0393,-1.85654,2.21104,-0.334192,-0.192335,-0.13557,-1.23158,2.10296,-0.301439,-0.836657,0.759609,-0.912553,-1.08368,-1.0352,0.40253,1.00026,-11.7527,-1.74658,2.63633,0.0529655,2.79502,-7.05114,-2.02912,-21.1482,5.61854,-1.12614,-0.0292082,0.103826,-0.766487,-0.0122586,0.577756,-0.721551,0.586384,0.0627845,1.22011,10.9014,-0.815235,1.73291,-1.11126,-1.70457
-740.247,0.998416,0.0118213,8,255,0,746.196,-2.04692,0.88891,-0.0923253,0.846088,0.164658,-0.360166,1.07636,0.644137,0.191275,1.05179,-0.461008,0.872772,0.925216,0.887753,1.67355,-0.813765,-0.629675,0.251558,-1.01327,-0.407763,-0.556615,-3.28088,5.86763,5.21627,-0.206203,-0.696836,-0.441252,0.863666,-0.182185,-0.948756,-0.941997,0.136516,0.872608,0.509415,0.101654,-0.241569,0.631106,-0.126418,-0.846475,0.857563,-0.495033,-0.102885,-0.510566,-1.40589,0.236902,-0.968173,-0.205585,-1.45073,15.6721,3.84032,2.33616,14.1635,1.38037,-4.92712,2.75563,13.9259,-0.813678,0.789457,-0.461008,0.872772,0.925216,0.887753,1.67355,-0.813765,-0.629675,0.251558,3.76417,7.81448,12.1132,-0.646275,1.43343,0.52968
