# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-735.701,0.999343,0.012349,8,255,0,749.872,-1.04243,-0.484533,0.0244351,-0.372869,0.346536,-0.272965,0.582,-0.146416,-0.454419,0.634879,-0.0146212,-0.393686,0.547942,1.42992,0.185029,1.07305,0.0380704,1.32173,-0.55027,0.231917,-2.57504,-1.02015,6.32302,4.88585,1.20858,-0.590106,-1.39183,0.215854,0.157326,-2.49218,-1.37505,-1.28376,0.186266,0.299972,0.467416,-0.970336,-0.832927,-0.615878,-1.67006,1.04787,0.650195,0.0113149,0.251267,-1.22978,-2.02248,0.908137,-1.22176,0.350779,-20.1938,-2.68982,1.80104,-1.62577,2.43272,-8.86947,-2.44406,-15.1803,-15.1951,-1.93237,-0.0146212,-0.393686,0.547942,1.42992,0.185029,1.07305,0.0380704,1.32173,-1.50648,6.99788,-0.213492,3.1538,1.95897,-0.15246
-734.549,0.997518,0.012918,8,255,0,744.207,-1.04359,0.0705295,-0.180455,-0.116148,-0.106469,-0.193593,0.353813,-0.0506,-0.0619191,0.798362,-0.116441,0.967457,1.08162,0.878761,0.346512,-0.0212312,-0.195608,1.41481,-0.012514,0.0366633,-2.02164,-2.46552,6.61032,5.84696,0.963058,-1.43878,1.24235,0.036485,1.49721,-1.0497,-0.202372,1.09288,0.221636,0.360589,-0.075259,1.28752,0.169307,-1.12829,0.0420429,-1.39651,-0.206938,-0.556236,-0.881924,-0.992684,0.973861,-1.2016,-0.769391,0.000183301,14.7597,5.06859,3.36398,3.45941,0.898171,-1.72243,7.66728,5.88104,11.1649,0.168423,-0.116441,0.967457,1.08162,0.878761,0.346512,-0.0212312,-0.195608,1.41481,1.92371,-0.917229,-1.01651,-1.17166,2.39758,2.8014
-734.042,0.998797,0.013445,8,255,0,741.688,-0.696863,0.316928,0.0304463,-0.0231028,0.117991,0.110929,0.564324,-0.818301,-1.06379,-1.41361,-0.569806,0.253849,0.103059,0.672009,1.38687,0.365642,-0.0590961,-1.19114,-0.114108,-0.142957,-1.45358,-2.62853,5.00846,4.4162,-0.240336,0.76398,-0.617144,-0.00681522,0.377901,0.267431,0.569384,1.03307,-0.36223,0.473008,-0.0112894,0.936652,1.08118,0.767738,0.0916845,-0.0903878,-0.187918,1.66367,1.2564,0.367886,-0.769447,0.311541,1.99405,-0.688597,-13.9625,2.59605,-1.39,-3.24661,-1.39334,-3.16084,-6.89612,-10.7412,-3.18965,-2.1483,-0.569806,0.253849,0.103059,0.672009,1.38687,0.365642,-0.0590961,-1.19114,-4.65241,9.69362,-0.433125,0.878921,-0.302415,-3.58679
-736.566,0.999047,0.0140247,8,255,0,743,-1.32035,-0.518098,-0.5456,-0.369744,-0.253835,-0.478927,0.973923,0.813284,0.503934,1.99754,0.790296,-0.876544,-0.598457,-0.999448,-1.2659,-0.177336,-0.228751,0.573656,-0.858412,-1.26644,-1.28748,-2.87277,6.39607,4.64833,0.280599,1.07116,0.534547,0.482334,0.568295,1.34139,0.583571,0.220619,-0.432305,-1.35673,0.102493,-0.742496,-0.623765,-0.21043,0.624292,0.372413,-0.402203,-1.21857,0.155364,0.147619,-0.459719,-0.55384,-1.27798,1.10275,4.04681,-0.686644,-0.322874,-0.0158284,0.343858,-1.90434,5.65775,0.911258,2.15925,1.55211,0.790296,-0.876544,-0.598457,-0.999448,-1.2659,-0.177336,-0.228751,0.573656,3.08552,-0.0226872,0.0558551,-1.12884,2.11093,-2.63139
-735.733,0.999339,0.0146268,8,255,0,744.389,-1.2354,-0.65635,-0.649735,-0.518302,-0.0892344,-0.429218,0.658317,0.903881,0.343229,1.68475,0.868388,-1.02084,-0.63855,-0.677856,-0.935838,-0.0318034,-0.121487,0.343986,-0.904037,-1.2656,-1.25104,-3.32601,6.34474,4.50843,-0.912485,0.47315,0.345492,0.328531,-0.590189,-0.415935,1.52548,-0.471079,0.811285,1.50447,-0.234661,0.502222,0.0978234,-1.46642,-1.53327,-0.631288,-0.47681,1.03079,0.180482,-0.224942,-0.0311524,1.78336,0.460031,0.232073,2.41425,-0.807331,-0.246974,-0.823981,1.86103,-0.248584,1.37418,1.21333,1.22359,1.38511,0.868388,-1.02084,-0.63855,-0.677856,-0.935838,-0.0318034,-0.121487,0.343986,-1.418,-0.299686,0.153986,-1.13456,2.03785,-3.74548
-737.685,0.980997,0.0152536,8,255,0,746.93,-1.35209,0.369505,0.456303,0.265072,-0.184253,-0.0676726,1.18676,0.65342,-0.522817,0.631744,-0.617589,0.7191,1.63115,0.785971,0.605022,-0.126293,-0.211084,0.037098,-1.38484,-1.6417,-2.69291,-3.49648,4.12565,5.09966,1.88446,0.0911179,0.501535,0.864174,0.0445338,-0.204084,0.150661,1.29904,1.30392,2.1621,0.627715,-0.742752,0.361888,-0.277385,-0.718825,-0.12717,-0.295943,0.44576,0.0705202,-0.627214,-0.178901,-1.02514,-0.805643,1.30372,1.68628,1.08292,2.98045,0.890181,-0.38076,-0.171002,-1.23256,1.44126,-0.560439,0.384808,-0.617589,0.7191,1.63115,0.785971,0.605022,-0.126293,-0.211084,0.037098,-2.30694,-0.358166,-0.867028,-0.794268,-2.68173,0.0613307
-735.508,0.988694,0.015248,8,255,0,747.727,-0.0612957,-1.3935,-1.55543,-0.726563,-1.1291,-0.631177,-0.436002,-0.341221,-0.786597,-0.00874074,-0.174656,0.49284,1.04808,0.855093,-0.116975,-1.2221,-0.35125,0.0073918,-1.27272,-0.267379,-0.46804,-1.72327,6.57502,5.2782,0.261424,1.01402,-1.12355,0.468932,1.04704,-0.373238,1.33193,2.03953,-0.979532,-0.284888,-0.6964,0.897081,2.01407,1.07474,0.59643,-0.495755,-0.324856,0.040909,0.0655194,-0.439983,-1.82006,-1.68213,0.13393,-0.287546,-6.01425,-1.33142,-1.25543,-5.51945,-0.846293,1.75719,-3.67824,-0.31692,-5.36623,-1.46548,-0.174656,0.49284,1.04808,0.855093,-0.116975,-1.2221,-0.35125,0.0073918,-1.08764,3.0597,2.59845,-0.597581,2.31325,1.09505
-737.481,0.998728,0.0155061,8,255,0,752.533,-1.33674,-0.658302,-0.452302,0.0607338,-0.255845,-0.256328,0.948337,0.458282,-0.166162,1.91934,0.556065,-0.53101,-0.452669,-0.509487,1.06706,-0.128383,-0.152788,1.86727,-0.68727,-1.33874,-1.43196,-2.70458,4.41439,6.23992,0.764518,-0.11691,1.0667,-0.0436081,-2.51751,-1.32413,-1.47039,0.452952,-0.606237,0.566566,0.179355,0.228077,0.963539,0.686985,0.611397,-1.58762,-0.538269,1.32967,1.03612,0.0593919,1.52911,-1.13087,2.45467,0.251145,-6.98626,-2.4246,-1.87501,-0.863025,-1.39085,-2.91786,5.10148,-1.19449,-0.230342,1.34257,0.556065,-0.53101,-0.452669,-0.509487,1.06706,-0.128383,-0.152788,1.86727,5.38882,-1.62754,-0.468426,-1.41443,-1.80398,4.05774
-740.64,0.987327,0.0161205,8,255,0,747.133,-0.917792,-0.49156,-0.873291,-0.186004,-0.417723,-0.715791,0.431896,-0.333088,-0.63285,0.374721,-0.699154,-0.434088,1.55654,-2.29891,0.235391,0.739613,-0.80629,0.526033,-0.722115,-1.22625,-1.13079,-0.965,6.1273,4.19103,0.20581,1.06001,-0.650832,-0.755307,-0.505499,-0.229134,-1.05017,-0.130094,-0.0623981,-0.75254,-0.656949,0.476519,0.669967,0.199501,-1.04475,0.23083,0.0438266,-1.81261,0.88828,0.874214,0.642865,0.797304,0.493542,-0.634138,-26.2062,-0.923947,-3.72208,-7.51825,-1.10239,-10.4249,1.28822,-9.49358,-5.93583,-2.51045,-0.699154,-0.434088,1.55654,-2.29891,0.235391,0.739613,-0.80629,0.526033,3.80473,1.77951,1.37779,7.5167,1.66781,-4.23285
-737.089,0.998585,0.0163282,8,255,0,747.647,-0.585749,-0.330694,-0.826679,-0.475062,-0.494932,-0.340255,0.326974,-0.18074,-0.277541,0.440312,0.0500991,0.412086,-1.84709,1.86529,-0.451622,-0.0721804,0.779473,0.0601649,-0.710709,0.323674,-0.735908,-4.06978,4.38218,4.11224,0.738777,0.618724,-0.414634,1.0574,0.808151,0.564105,2.42025,1.34696,0.616212,0.165179,1.14763,0.168254,-0.0755066,1.34408,0.234722,-1.18664,0.292446,-1.00327,1.16744,-0.769409,0.308411,-0.0341776,0.891506,-1.13514,-1.06262,0.699433,-1.76213,-2.95778,0.0200931,1.90615,-0.39436,-5.38822,4.29571,0.292474,0.0500991,0.412086,-1.84709,1.86529,-0.451622,-0.0721804,0.779473,0.0601649,-1.59268,0.0558373,0.88923,-1.01891,-1.8479,-7.34744
-737.276,0.989525,0.0169501,8,255,0,745.738,-0.99028,-0.868907,-1.41591,-0.337314,-0.155396,-0.33861,-0.25537,0.092729,0.047707,0.709312,-0.0100856,-0.353745,1.53969,-1.96775,-0.0220125,0.0497554,-0.633804,0.0963821,-1.05738,0.35875,-1.21619,-0.739455,6.28332,4.15141,0.793252,0.563985,1.64167,0.119576,-0.39427,-0.00600998,-1.72823,-1.58325,-0.929032,0.317499,0.132376,0.246138,-1.24612,-0.0265621,-1.54476,-0.0810995,0.575482,0.496613,-0.78642,-0.439282,0.713196,-0.645897,0.363739,0.428173,2.08953,-0.188059,-1.45256,0.412446,2.72967,0.615879,-5.34442,0.729894,9.16158,-1.32455,-0.0100856,-0.353745,1.53969,-1.96775,-0.0220125,0.0497554,-0.633804,0.0963821,-1.45893,0.489762,-0.860545,-0.830963,1.95537,-7.17805
-737.743,0.925044,0.0172375,8,255,0,748.669,-1.29043,0.16942,0.455901,-0.124936,-0.489418,0.146869,1.18077,-0.207945,-1.13423,1.03901,-1.01828,-0.536128,0.253894,0.669053,0.248789,-0.351559,-1.13584,-0.320555,-1.35907,-2.13815,-1.6032,-3.36344,4.46126,5.42206,0.650278,0.361454,-0.297836,-0.408512,0.752017,0.744539,0.281454,-0.337128,-0.0721809,-0.117607,0.564741,0.693871,-1.89018,1.87586,-0.110124,0.13439,1.33843,0.0644812,0.774429,-1.2117,0.346132,-0.629412,-1.64584,-2.16802,-22.0958,0.184667,1.76267,-4.62557,-1.76507,-0.746759,-3.09993,-2.66492,-1.43032,0.716145,-1.01828,-0.536128,0.253894,0.669053,0.248789,-0.351559,-1.13584,-0.320555,-5.15747,-0.319188,0.1521,-0.954345,-1.90867,1.95315
-738.081,0.998757,0.015218,8,255,0,755.446,-1.10076,-0.771028,-1.51334,-0.945602,-1.06601,-0.0210747,0.363626,0.332279,0.13381,0.440422,1.11511,0.588694,-0.170706,-0.810442,-0.272763,0.209728,1.00605,0.339188,-1.31675,-2.27988,-3.33303,-0.680174,6.14136,5.62944,-2.23545,-0.593075,1.61723,1.47879,-0.832444,-1.19389,1.53941,1.3627,2.22574,1.37227,0.684583,0.372683,0.660651,-1.05212,-0.169696,-1.12116,-1.07831,0.123713,-0.410104,-1.07104,1.96942,-0.899345,0.598564,-0.648375,11.2203,-0.17905,-1.60727,-0.0936323,-1.15856,2.66136,5.60794,5.55346,0.664101,-3.2521,1.11511,0.588694,-0.170706,-0.810442,-0.272763,0.209728,1.00605,0.339188,-2.12171,-0.688097,-1.21393,1.94502,1.79092,2.13861
-739.295,0.999217,0.0157908,8,255,0,747.016,-1.0859,-1.17201,-0.761305,-1.18195,-0.402107,-0.118707,0.0956658,0.136122,-0.238379,1.66097,0.699655,-0.547394,-0.152013,-2.57468,0.961014,1.32124,1.2328,1.13848,-1.12679,-0.284106,-3.04321,-0.502128,4.80725,4.50579,-0.404066,0.235691,0.595665,0.354652,0.834879,-0.668134,0.153646,-0.543541,-0.479105,0.261566,-0.91414,-0.872631,0.120835,-0.214682,0.70528,0.33421,-0.568792,0.115767,1.87718,1.92461,0.749108,-0.680634,-1.41189,0.363221,4.47193,-1.25756,1.43217,-0.689447,0.39184,0.375165,-0.418364,8.61296,-5.67609,4.86092,0.699655,-0.547394,-0.152013,-2.57468,0.961014,1.32124,1.2328,1.13848,-3.89377,0.458453,-1.03171,7.38305,-0.559078,-3.76724
-739.108,0.99949,0.0163916,8,255,0,749.126,-1.3368,-0.56578,-0.321615,0.176429,-0.0313922,-0.0306326,0.616419,-0.0692985,-1.47412,0.0514996,-0.736588,0.532786,0.228616,2.55815,-0.838382,-1.31701,-1.25108,-1.2505,-0.322659,-1.96394,-0.189999,-1.9695,4.92577,4.63087,-0.1131,-0.781096,-0.0668565,-0.453354,-0.695812,2.22553,0.764654,0.191175,-0.562662,-0.197482,0.594352,0.259797,-1.27172,0.352643,-2.07198,-0.110166,0.267652,1.83224,0.54176,0.264231,-1.21786,0.419546,-0.5383,0.762293,-6.35805,-4.1127,-3.43272,-4.75727,0.180188,-0.730586,6.72914,-0.441631,-3.06242,-1.21446,-0.736588,0.532786,0.228616,2.55815,-0.838382,-1.31701,-1.25108,-1.2505,4.24853,-0.936174,0.270016,2.4703,-0.401305,-2.08575
-743.438,0.996184,0.0170149,8,255,0,754.105,-0.962389,0.385128,-0.467277,-1.28592,-0.347074,-0.632578,0.395395,-0.660753,-1.2541,1.25452,0.923423,-1.08545,-1.19028,-1.46139,-0.0891333,1.10371,1.37836,2.01019,-0.652641,-3.09355,-4.76731,-1.89692,4.70247,5.399,0.421252,0.989268,-0.120556,-1.10676,0.424559,0.920722,-0.534606,-1.75236,0.467212,-1.434,0.0108137,-0.573582,-1.22786,2.32782,-1.53266,-0.722357,-0.239176,0.617957,-0.942272,0.64633,-0.160516,-0.135104,0.186901,0.573166,-2.18591,4.51037,0.570529,-1.68474,-0.564391,-4.49736,0.543472,-0.880333,-1.92998,0.433266,0.923423,-1.08545,-1.19028,-1.46139,-0.0891333,1.10371,1.37836,2.01019,2.82348,-1.09723,-0.93481,0.0909348,-0.920422,1.56146
-740.726,0.991517,0.0175271,8,255,0,753.909,-1.25283,-0.934272,-0.779442,0.381995,-0.226657,-0.931824,0.428875,-1.22335,0.823865,0.361763,-0.365802,1.00275,0.075023,0.374827,-0.0584688,0.535998,-0.587485,-2.08866,-1.29485,-3.85378,-0.465819,-2.79844,5.5056,5.1709,0.14284,1.16786,0.201062,1.63306,-0.514969,-0.326254,-0.517943,2.2578,0.700077,-0.78224,-0.873443,0.617723,1.40897,1.52802,0.151272,-1.7389,-1.27414,-0.978572,0.12073,0.340178,1.91271,0.32023,0.0918385,0.665908,-6.41849,-0.906338,0.422396,1.6367,0.523084,-6.54545,-1.73897,-1.52589,1.10856,-0.154414,-0.365802,1.00275,0.075023,0.374827,-0.0584688,0.535998,-0.587485,-2.08866,-1.87143,-0.623385,4.02513,-0.481042,0.753314,0.75514
-741.374,0.99999,0.0178675,8,255,0,749.999,-1.22886,-0.635901,-0.978613,-0.21047,0.169273,0.46858,1.2022,1.08399,0.147536,-0.417235,0.325448,-1.78507,-0.442777,0.0350321,0.0237055,-0.482463,-0.0731662,1.44138,-1.33566,-4.44842,-2.73241,-3.23575,4.73671,5.674,0.0567081,-0.698687,-0.721075,0.468926,-0.431515,1.16037,0.494754,0.403255,-2.07322,1.14852,0.17246,0.820231,0.509124,-0.71032,0.0685635,-0.244601,1.13976,1.58835,-0.0625279,0.923207,-0.555817,0.183892,0.26697,-1.35539,2.58519,-0.870884,-1.928,0.165495,0.85936,3.1414,0.306453,1.25433,0.153618,-0.806587,0.325448,-1.78507,-0.442777,0.0350321,0.0237055,-0.482463,-0.0731662,1.44138,-0.168916,-1.0361,-0.654987,-0.121187,-0.781655,2.41549
-739.668,0.999595,0.0185368,8,255,0,750.075,-0.253854,-1.05283,-0.589232,-0.44022,-0.686026,-0.314659,-0.255561,-1.02477,-0.616595,2.60808,-0.300658,1.75716,0.448118,-0.0656027,-0.0317015,0.494814,0.096568,-1.44823,-1.29395,-2.36915,0.349909,-1.79945,5.37687,5.86491,-0.138074,-1.07105,1.41318,-0.671019,0.83551,1.41073,-0.235892,1.6973,-0.197934,1.32813,-0.909905,1.04386,-0.189029,1.1161,0.291728,-0.444495,-0.853741,0.2306,0.316235,1.90084,-0.460441,1.15837,-0.447927,0.201916,-1.69514,-0.925834,1.66217,-10.0938,-0.743739,6.78644,-1.61356,-2.2899,-0.262001,2.29498,-0.300658,1.75716,0.448118,-0.0656027,-0.0317015,0.494814,0.096568,-1.44823,-1.81186,-0.427403,2.6524,-1.25819,0.540467,3.0391
-740.951,0.997826,0.0192043,8,255,0,750.906,-1.59785,-0.332464,0.293691,-0.357737,-0.187396,0.708471,1.22668,0.718138,0.870508,-0.0863543,-0.703038,-1.86423,0.490451,-1.38572,-0.338804,0.530282,-0.161761,0.71967,-1.52996,-1.10296,-3.62452,-2.20081,4.84069,4.59013,-0.0844051,0.0725736,-0.763297,-0.0703424,-0.538516,1.04087,0.549342,-0.63637,0.796571,-0.756329,0.773914,-0.928923,-0.818087,0.91038,0.240863,-0.89655,-0.015363,1.2571,-0.642097,1.73746,-1.52949,-1.26599,-0.276591,1.78083,3.69785,-0.300231,1.92878,0.00601017,-0.328925,2.68708,-0.345961,-0.455029,4.44011,-1.14647,-0.703038,-1.86423,0.490451,-1.38572,-0.338804,0.530282,-0.161761,0.71967,-2.26269,1.11878,-0.89483,0.919523,-0.516211,-3.16293
-738.835,0.999574,0.0198116,8,255,0,751.818,-0.611294,-0.237963,-1.82606,-0.68549,-1.09871,-1.12996,0.469747,-0.442894,-0.976321,0.68438,0.229582,0.47692,-1.35986,1.37785,-0.685113,-0.876053,0.47084,-1.32779,-1.77961,-1.60654,-0.866259,-3.25815,5.2254,4.69637,0.469372,0.0212764,1.29896,0.715985,-0.893351,-0.71804,1.19015,-0.262287,-2.336,0.712263,0.830227,2.36291,0.889496,0.50362,1.37426,0.234254,-0.320708,0.487913,0.292275,-0.386334,1.80392,0.35796,-1.08718,-0.619064,5.24187,0.553421,-1.38632,0.294947,-0.35628,-0.958326,1.11597,0.0416435,-0.0872856,0.386926,0.229582,0.47692,-1.35986,1.37785,-0.685113,-0.876053,0.47084,-1.32779,-3.66374,-1.78463,-0.290735,-1.08829,0.304256,-2.42776
-740.016,0.993783,0.0205026,7,127,0,749.951,-1.77866,-1.29297,-0.278726,0.357713,0.296459,0.28777,0.0539812,0.236436,-0.0223404,0.173944,0.668755,-0.204878,1.25317,-0.701349,0.662949,1.12951,-1.64566,0.731447,-2.69887,0.564362,-0.789755,-0.593301,4.99779,5.07645,-0.797589,0.769674,-0.612997,1.09359,0.0936777,-0.233337,1.40184,-1.40604,-0.627863,1.06294,-1.2344,-0.513514,0.603584,-1.34278,0.263451,-0.0256427,1.34988,1.2225,-0.350041,0.256722,0.70572,-1.44928,0.198183,-1.17198,-17.4568,-1.26296,0.135306,-6.52858,1.00051,-0.841333,-3.16235,-6.32032,-22.7498,-4.8597,0.668755,-0.204878,1.25317,-0.701349,0.662949,1.12951,-1.64566,0.731447,-1.04006,-0.696932,-3.04584,-1.21053,-0.340408,0.578988
-740.4,0.999229,0.020954,8,255,0,751.599,-0.98696,-1.59431,-0.95201,-0.988203,-0.353078,-0.74084,0.967894,0.0068451,-0.294493,2.72456,-1.1778,-0.121193,-1.03634,0.604663,-1.99817,-0.996197,0.247635,-0.143941,-1.28045,-2.62144,-1.80435,-1.61243,5.62346,5.11072,-0.443345,-1.16995,-0.0968368,0.641838,-1.9728,-0.278696,-0.323099,0.163387,-0.0124749,-0.892506,0.525266,0.534456,-0.704629,0.358773,1.71894,-0.545482,2.53136,-1.07625,-0.532255,-0.352763,-1.55024,-0.522565,0.651769,-0.0176353,-2.09222,-2.3816,-0.537177,-1.95109,0.445584,-2.53285,4.29567,-0.276556,-1.26278,2.18735,-1.1778,-0.121193,-1.03634,0.604663,-1.99817,-0.996197,0.247635,-0.143941,-0.165728,-1.0983,0.698331,2.17818,0.978125,0.313728
-737.13,0.996896,0.0216487,8,255,0,748.765,-0.13858,-0.440395,-0.758203,0.522864,0.00490262,-0.756846,0.647869,-0.212102,-0.216021,0.335918,1.15803,0.16372,1.03841,-0.628006,2.00671,0.977403,-0.243465,0.138835,-0.900654,1.66613,-0.773225,-2.11793,5.32582,4.94636,-0.171702,1.68101,-0.691127,1.301,-0.867924,0.489549,-0.278653,0.241727,0.720259,1.71691,-1.04234,2.21626,0.0981654,-1.21134,0.425999,-0.989497,0.219762,-0.267619,-0.302122,-0.669767,-0.341028,-1.89501,0.740237,-0.312943,9.69685,0.177797,-0.259593,7.58054,2.56531,-4.872,3.96724,13.5801,38.748,-0.595059,1.15803,0.16372,1.03841,-0.628006,2.00671,0.977403,-0.243465,0.138835,1.97322,-6.89954,4.0502,-0.181707,0.527262,-0.758802
-733.931,0.936058,0.0222489,7,127,0,748.749,-0.16889,-0.33708,-0.461909,0.654837,0.0783412,-0.527393,0.507827,-0.336179,-0.356465,-0.197474,0.856061,-0.130963,0.854518,0.0920743,1.63557,0.96893,-0.213013,0.471345,-0.895775,1.22066,-0.924901,-2.10904,5.34716,4.81818,-0.480931,0.372726,1.05377,-0.136945,-0.0234126,1.48982,-0.560012,-0.508245,-1.75783,-1.85872,-1.25944,-1.09928,-0.811728,2.71678,-1.62626,-0.162227,0.14402,1.19694,-0.0357179,-1.73354,-0.849979,0.0391584,0.0117726,-0.333189,6.59139,0.253491,1.17878,5.89218,2.38561,-3.02955,-0.0840443,6.23739,16.5777,-1.21204,0.856061,-0.130963,0.854518,0.0920743,1.63557,0.96893,-0.213013,0.471345,-0.641285,-5.65486,2.32353,-0.0852211,0.539204,-1.53948
-736.058,0.981914,0.0201912,7,255,0,744.362,-1.21777,-0.733664,-0.572873,-1.57506,-0.878421,-0.773451,0.299846,0.688056,0.478952,1.30317,-1.2934,-1.45537,-0.185028,0.247462,-1.07107,-1.40208,-0.0525536,0.0889948,-0.593918,-0.785351,-3.58288,-1.7486,5.17604,5.13682,0.274266,0.512083,0.890626,-0.878587,0.699464,-0.303563,-0.919366,0.609696,0.344172,-0.865708,-0.442104,0.666226,-0.841771,-0.187518,-1.3516,-0.522786,0.245564,-0.53349,-0.867886,-1.43454,-0.581724,-1.98795,-0.879729,-0.578835,3.55335,-0.388369,3.51805,-2.00751,-2.75608,-4.01167,4.36571,1.84143,3.26639,0.18132,-1.2934,-1.45537,-0.185028,0.247462,-1.07107,-1.40208,-0.0525536,0.0889948,1.91922,0.433094,-1.03079,0.0124077,0.207864,0.292324
-731.118,0.99831,0.0201259,7,255,0,746.875,-0.382946,-0.628521,-0.960094,-1.081,-0.538139,-0.715757,0.355992,-0.298529,-0.395703,1.35199,-1.00415,-0.939665,0.450402,0.0958395,0.191726,-1.08768,-0.722716,-0.485101,-0.797699,0.345421,-2.42751,-1.00726,5.23953,4.69897,1.31399,-1.34293,1.80555,1.46629,-1.09245,-0.146204,1.70137,-0.610783,-1.82845,-0.0478923,0.843689,1.11132,0.626506,-0.2434,1.56994,0.915306,-0.546343,-0.529926,-1.76097,1.25281,1.59966,1.09498,-0.0519402,0.18479,5.03811,0.216081,-0.556977,-0.606025,0.226271,-3.5892,7.39267,1.24481,4.5144,0.805657,-1.00415,-0.939665,0.450402,0.0958395,0.191726,-1.08768,-0.722716,-0.485101,-1.82759,-2.52571,-0.992598,3.23901,0.338332,-2.2978
-745.585,0.935126,0.0207332,7,127,0,751.537,-1.28861,-1.14003,-0.690056,0.728887,-1.04599,0.339011,-0.374672,-0.563911,-0.935037,1.15616,1.66849,1.16662,-0.543001,-0.213134,-1.15297,0.368702,2.2923,-0.613965,-2.17446,-1.3306,-0.378422,-2.58689,4.94756,4.65546,0.386793,1.63875,0.82997,-0.0357941,-0.0640121,0.0278217,0.669804,-0.254277,-0.217018,1.20804,0.164265,0.392487,-0.197917,0.0169169,0.473349,1.04811,-0.541958,0.938298,0.0996974,-0.099715,0.0783288,-1.43763,0.495837,-1.13914,16.7183,-0.813994,0.695698,16.9549,-2.43002,2.01955,-3.28727,3.19757,0.904184,0.728916,1.66849,1.16662,-0.543001,-0.213134,-1.15297,0.368702,2.2923,-0.613965,-0.752027,-3.97524,13.2703,-2.13209,-0.139999,-2.89822
-740.369,0.99772,0.0188065,7,255,0,752.945,-0.704937,-0.676176,0.158697,-0.00317426,0.0299483,-0.818812,1.5247,-1.08613,-1.50405,0.718768,0.298408,1.50992,1.00022,-1.37612,0.549021,-0.497976,0.509755,-0.26864,-2.14161,-0.8125,-2.81429,-2.38356,5.0246,5.49638,-0.499251,-0.88479,-0.128858,1.27254,-0.97814,0.502036,-1.51897,0.111946,-0.824194,0.593746,1.65246,0.764358,-0.867546,0.191001,-1.36885,0.534623,2.24028,-0.560333,-1.54397,-0.753931,1.74942,-0.361663,-0.254378,-0.344115,-19.479,-0.723207,0.743143,-0.978131,0.0774491,-2.08728,0.103427,-8.59443,-3.52962,-0.0606877,0.298408,1.50992,1.00022,-1.37612,0.549021,-0.497976,0.509755,-0.26864,-3.94067,8.99645,-0.800406,2.09999,-0.311137,2.18282
-740.892,0.988233,0.0193465,8,255,0,753.101,-0.757459,-0.398554,-1.24534,-0.452042,0.233362,-0.788432,1.59639,-1.33637,-1.85935,0.699907,-0.171882,0.990312,0.953701,-1.24602,0.980825,-0.586551,-0.12426,-0.0140301,-1.56186,-1.156,-2.70863,-2.16339,5.01516,5.23538,0.361429,0.736925,-3.16787,-0.984157,0.330147,0.407508,-0.412861,-0.024811,-0.396043,-0.0149489,-1.10182,-1.47237,-0.318743,0.58432,0.833818,-0.0877723,-1.50862,0.61965,1.80307,-0.790966,0.367242,-0.340206,0.0142144,-0.906225,-26.1113,-0.618134,-2.69249,-2.01903,0.353137,-3.4359,1.07115,-9.47549,-4.29076,-0.344019,-0.171882,0.990312,0.953701,-1.24602,0.980825,-0.586551,-0.12426,-0.0140301,-0.813975,10.3539,0.10133,5.60674,-0.378388,1.53669
