# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1220920576
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_sigma.1,g_se,g_sp
-728.858,0.998346,0.0353044,7,127,0,732.92,-1.08357,-0.16482,0.896543,-1.3961,-2.28323,-2.04789,-0.394126,0.345303,-0.716475,-0.795214,6.12,5.50769,0.54774,-1.085,-1.12575,2.78698,0.963768,-0.510474,1.27384,3.0179,-0.309178,-4.42153,-0.828716,0.143668,-34.7363,-0.662347,-3.53584,-2.53532,-2.47772,-6.03081,-4.25896,-0.103015,-1.35047,7.57345,1.62861,2.60395
-727.59,0.999997,0.0369361,7,127,0,735.58,-1.24753,0.50856,2.48033,-0.952245,0.885684,0.414105,-0.56345,0.978663,-0.337307,-1.29984,4.85521,4.77973,10.6475,0.432481,-3.03014,-2.05061,1.13705,-1.29386,-0.168006,1.2322,-1.2924,-0.370927,-3.25626,-0.591239,-20.9144,0.508358,0.385388,-0.82329,1.74936,2.64873,-6.39564,0.494521,-0.513802,-1.48431,-0.74002,-0.869421
-726.174,0.999999,0.0387939,7,127,0,730.217,-1.13135,0.514014,2.89815,-0.542669,0.0422612,0.527042,-0.37682,0.792063,-0.324062,-1.49655,4.88464,5.25431,-9.8528,0.29086,-0.977619,-1.90027,1.3222,0.916943,-2.72782,0.893883,-0.218686,2.19075,-0.345873,-1.93315,7.42471,0.857474,1.50772,0.386121,0.635299,3.00794,-1.19041,0.452166,-0.21062,-3.80008,-0.392054,0.658904
-724.476,0.999521,0.0407139,6,127,0,730.595,-1.14696,-0.302553,2.10317,-0.341926,-1.18155,-1.45653,0.22993,0.290859,0.284784,-0.655202,5.44104,5.57616,3.72995,-1.30701,-3.4082,-0.140962,-0.281392,-2.94129,1.83601,-0.450465,0.810866,8.54754,0.199534,-1.19042,12.296,-2.24706,3.31468,1.19328,-0.961191,-5.29785,9.82809,-0.893801,1.67145,9.72261,0.755738,2.05264
-723.454,0.99999,0.0426394,6,127,0,728.424,-1.23814,-0.758214,1.78678,-0.449771,0.106066,-1.05907,-0.080632,0.708626,0.439992,-0.864972,4.67216,5.24881,-1.87295,0.601799,1.33236,0.673886,-1.08905,-3.37994,1.43038,-1.76745,-0.00342853,4.8242,1.00602,2.3025,-24.4718,-3.95476,-0.874289,0.123586,1.09373,-2.6234,-4.31612,0.158657,1.30354,-1.07465,-1.28424,1.42938
-722.579,0.99909,0.0446771,6,127,0,727.322,-1.17518,0.156783,2.23805,0.413181,-0.412602,-0.191333,0.249588,0.430245,0.0594764,-0.801627,4.97623,5.10459,-2.7728,-4.51481,-0.690793,-1.1374,0.853881,-2.49818,-1.35576,0.442438,1.62525,-2.0237,-0.814808,0.78125,28.1661,0.121997,2.22385,4.40845,0.363725,2.05903,6.8112,-0.440021,0.55761,1.60415,0.0125908,-0.534054
-723.677,0.999138,0.0466616,6,127,0,726.435,-1.33152,-0.286056,2.1592,0.0591714,-0.834582,-0.706254,-0.138081,1.03969,0.063977,-0.667663,4.76219,4.91585,2.70711,1.22589,1.17675,2.99866,0.291887,1.58902,-0.883794,-2.02246,0.0205908,-1.95571,-0.0032147,0.888236,-29.4165,-3.47249,1.60068,1.83774,-0.593142,-2.55001,-11.5409,1.77545,-0.105228,2.75299,-1.06135,0.280991
-726.694,0.998848,0.0487022,6,127,0,734.406,-1.14596,1.52146,2.6892,-1.05672,-1.17094,-0.834907,0.189798,-0.312501,0.312173,-1.33632,4.58103,5.12658,11.1592,-1.90501,1.62622,2.85352,-0.931734,-0.412355,2.33811,1.49199,0.415754,8.63781,-1.73527,-1.22198,11.9108,3.38331,1.26598,-0.675409,-0.807196,-0.160015,2.83897,-1.89958,0.822958,-1.96591,-1.07567,-0.0480934
-724.823,0.996699,0.0507537,7,127,0,736.952,-1.1472,-0.787838,1.79196,-0.527359,-0.0227871,-0.678604,0.159488,1.18146,0.453707,-1.26515,6.11034,5.09483,-4.89184,4.61902,4.58697,-1.9205,0.399832,-2.4988,-1.60724,-3.1406,2.14338,4.01926,-2.49339,1.30741,9.42454,-2.07358,-0.745025,0.491997,0.699332,0.280652,3.18982,1.53372,1.17645,-4.2286,1.73932,-0.182345
-728.159,0.999531,0.0525555,6,63,0,730.174,-1.26959,1.41076,1.82865,-0.35211,-1.02515,-0.166307,0.0977838,-0.263788,-0.306702,-0.428811,4.39825,5.00342,-0.935787,-0.477186,-0.621577,-0.16621,0.0284747,0.113514,-0.830817,-0.984969,1.10856,-6.41405,0.976271,0.0284362,5.80863,11.9277,2.89793,-0.102296,-1.0278,1.34326,-1.51563,-6.1413,-1.54882,17.8808,-1.57677,-0.250915
-729.758,0.999965,0.0547848,6,63,0,739.177,-1.15665,0.824287,1.45263,-1.5472,0.994188,-0.823276,0.403247,0.920872,-0.211217,-1.562,5.31634,6.27069,8.35599,-4.48525,0.897038,-1.67403,-0.148905,-1.18386,0.0039333,3.67,0.731026,-10.4614,1.40836,0.300046,5.30895,1.24816,-1.29622,-1.46344,1.70715,-0.167282,2.92986,0.532052,-0.120813,-3.75312,0.473018,3.97703
-723.912,0.999998,0.057128,6,63,0,732.47,-1.15132,1.03786,2.17111,-0.976361,-0.0728259,-0.990135,-0.493432,1.07267,0.133602,-1.09366,5.49488,5.35617,3.68229,-0.653798,2.22332,2.62995,-1.61185,-0.0513764,-2.53956,-0.268324,0.845411,8.11333,-0.256478,-4.66391,-8.2884,3.04177,0.490254,-0.751782,0.745812,-0.944756,-5.32211,1.58449,0.647958,0.441975,0.719593,1.47185
-721.789,0.998789,0.0595298,6,63,0,729.913,-1.36631,0.0793033,2.41149,-0.601534,-0.325189,0.10853,0.315243,0.26412,0.0101049,-0.835254,5.53529,4.77712,-7.36224,2.02331,0.387701,-3.20418,-1.81572,-1.05115,2.49746,-2.05312,-0.0130758,-5.94427,-2.21788,0.587916,-13.6683,-1.55572,1.20338,-1.06554,0.22241,1.84025,-1.01256,-2.36683,-0.339482,-4.43725,0.760532,-1.23073
-724.998,0.991541,0.0617953,6,63,0,729.009,-1.31794,-0.147656,1.34183,0.133942,-0.021744,0.0157724,0.711773,0.715581,0.228283,-0.965649,4.88053,4.70978,4.31515,0.0965126,2.39679,-2.44041,0.0966756,1.43291,2.73291,-2.01157,-0.655929,1.79136,0.993071,-1.32216,7.84473,-1.84376,-3.14868,1.71098,0.695209,1.57679,7.45782,-0.361413,0.379388,-2.10861,-0.393146,-2.50556
-720.396,0.999735,0.0629455,6,63,0,729.444,-1.08199,0.408721,1.75737,-1.05089,-1.51787,-0.827864,-0.0937361,0.0994889,-0.521765,-0.696541,5.5169,5.37455,5.5725,2.71455,1.89271,1.08238,0.96178,-0.374354,2.37194,5.71013,0.0530216,6.60111,0.82391,-0.74846,4.59743,2.59689,1.41005,-1.60276,-1.40391,-0.880294,3.20529,-1.31917,-0.922559,-0.00861172,0.827249,1.28329
-724.512,0.998715,0.065412,6,63,0,727.37,-1.34746,0.392758,2.30277,-1.18915,1.0649,-0.000452018,0.384198,0.585578,0.386951,-0.858518,4.6167,4.5198,1.5223,0.43353,-0.613801,-1.96346,-0.129942,-1.51142,-1.75912,-2.51388,-2.14329,0.516299,0.353291,1.05852,-3.25524,-0.0952944,0.676479,-2.68267,2.61755,1.45077,1.32864,-0.947703,0.771291,-1.47036,-1.17811,-3.35122
-720.531,0.999943,0.0677548,5,31,0,726.05,-1.32217,0.722365,2.30826,-0.464221,-1.07521,0.01992,0.274578,0.811625,-0.312383,-0.811321,5.33183,4.96078,-2.41622,-0.627635,0.588617,-3.35027,1.83151,1.11571,0.788095,-0.873425,1.88633,-2.6899,-0.922662,-2.66039,-1.08581,1.62179,1.23374,-0.410204,-0.911401,1.78383,0.000808758,0.160157,-1.08877,-2.91376,0.461739,-0.608761
-725.413,0.994771,0.0703467,6,63,0,727.947,-1.29711,0.779073,2.53356,-0.345713,0.699891,-0.143309,0.111341,0.80022,1.5416,-1.12422,4.60222,5.0655,-2.48221,-1.71589,-1.01833,0.0131465,-0.50255,-2.44301,2.11346,-0.2414,1.60297,-2.37305,0.13304,0.847823,-5.02019,1.10691,0.568005,0.204594,1.62964,0.858244,-2.61475,-0.153864,3.16823,-3.64199,-1.24608,0.054318
-723.177,0.993113,0.0720719,6,63,0,734.437,-1.31754,0.228199,1.68904,-0.968359,-0.866658,-0.461401,0.127229,0.793145,-0.818897,-0.93575,6.04363,5.05551,11.1626,-1.83763,-2.72367,2.92839,2.12321,-1.17115,-2.25434,1.83089,-3.68001,0.0463448,-2.41487,1.25183,-27.4492,-0.622941,-1.92832,-1.79486,-0.564673,-0.443563,-3.02569,-0.0837759,-2.06512,-6.45755,1.53297,0.63427
-726.617,0.998942,0.0735066,6,95,0,731.864,-1.42179,0.916246,3.16127,-0.353813,-0.496707,0.246478,0.651751,1.01082,-0.0419813,-0.709524,6.6563,4.89664,11.3378,-1.90224,-1.9052,-2.97091,-0.491879,-1.22709,0.808486,-0.325024,-3.34804,1.03065,0.655997,-0.0736904,21.6252,2.27008,6.32815,-0.696725,-0.120789,2.41384,6.35915,0.6712,-0.794551,14.6206,2.47154,-1.51366
-727.194,0.999245,0.0759953,5,31,0,730.64,-1.43936,0.857441,3.25316,-0.350498,-0.476447,0.177958,0.463826,0.829531,-0.163108,-0.618917,6.5358,4.95759,-5.56569,-1.25397,-0.240526,0.181125,0.0773014,-1.14996,-3.77342,-2.1282,-1.3351,2.18529,-0.945911,0.974812,10.9991,2.2517,8.65839,-0.974819,-0.115785,2.00838,1.05255,-0.20926,-1.38088,18.3008,2.31451,-0.757546
-725.429,0.999862,0.0785766,6,63,0,730.728,-1.3663,1.03773,1.67621,-0.480956,-0.159303,-0.363202,0.926827,1.34582,0.582563,-0.985528,5.5567,5.58098,-9.9759,1.23661,2.89373,-1.0581,0.0388833,0.394167,0.136788,-0.6572,-1.56302,0.123134,2.64232,0.536381,11.33,1.88705,-2.42477,-0.615456,0.394687,-0.492296,8.18812,1.38966,0.977505,0.422868,0.925755,1.92847
-728.496,0.99926,0.0813148,5,31,0,731.968,-1.45632,1.10549,2.15641,-0.228988,-0.371051,-0.180899,1.25893,0.900654,0.235575,-1.27008,6.29835,5.66905,5.45497,0.0946458,-2.71157,-1.45081,0.265014,-0.943292,0.393689,1.87344,1.70427,4.50395,-0.64712,0.541003,-12.144,0.847558,-1.46376,-0.227765,-0.0810153,-0.303904,3.93297,-0.705531,-0.123618,-7.06136,1.9398,2.55862
-728.496,5.05961e-07,1.34364,1,3,1,735.554,-1.45632,1.10549,2.15641,-0.228988,-0.371051,-0.180899,1.25893,0.900654,0.235575,-1.27008,6.29835,5.66905,-4.68441,-1.56193,0.303579,-2.8091,0.909092,-1.08289,-1.20823,-3.76429,-2.4114,-1.37384,2.57698,0.353177,-12.144,0.847558,-1.46376,-0.227765,-0.0810153,-0.303904,3.93297,-0.705531,-0.123618,-7.06136,1.9398,2.55862
-728.496,0,2.18497,0,1,1,739.166,-1.45632,1.10549,2.15641,-0.228988,-0.371051,-0.180899,1.25893,0.900654,0.235575,-1.27008,6.29835,5.66905,-8.2841,-1.74525,-0.274061,0.172986,0.980021,4.30292,-2.87615,-0.451052,-1.34863,4.22061,-3.51232,-3.93448,-12.144,0.847558,-1.46376,-0.227765,-0.0810153,-0.303904,3.93297,-0.705531,-0.123618,-7.06136,1.9398,2.55862
-726.369,0.985418,0.121073,5,31,0,734.566,-1.31674,0.542318,2.30307,-0.194713,0.691963,0.206544,-0.119197,0.889483,1.06006,-0.666784,5.76923,5.62545,-4.86595,-3.16085,-0.23145,-0.454749,-1.75077,-3.29139,-1.89155,-0.287035,-1.50468,0.801788,-2.63175,-2.89343,-4.22479,1.11134,2.68708,0.58818,2.41961,3.34654,-11.0693,0.991739,3.81145,6.71072,1.20524,2.4198
-725.25,1,0.0631475,5,31,0,729.789,-1.43123,0.0162182,1.81401,-0.112971,-1.11809,-0.148446,0.777006,1.26329,-0.426188,-1.01179,5.81026,5.44536,4.20291,-0.327798,-0.231325,0.326904,1.49184,2.67117,-0.1772,0.563161,2.9071,-0.823804,1.10396,2.47182,-17.906,-2.03191,-2.35767,0.159322,-1.03523,-0.121432,2.33138,0.612671,-1.482,-7.52869,1.20399,1.9326
-721.646,0.999285,0.0430001,6,63,0,728.714,-1.35415,0.275594,2.56325,-0.273425,0.0175748,0.183413,0.310452,1.01872,0.251484,-0.595852,4.51954,5.30314,1.55153,2.3643,0.346235,-0.271204,0.805958,-0.86156,-5.30872,-1.31189,1.81981,2.06989,-2.05878,-1.77992,9.0431,-0.839502,4.9771,-0.16795,0.985345,2.92832,0.000602243,1.75555,0.437454,6.6239,-1.23733,0.909164
-726.548,0.998259,0.0335211,6,63,0,728.046,-1.32692,1.01784,2.11599,0.619761,0.145405,-0.817458,0.708368,1.55031,-0.576639,-1.14293,5.37506,4.61476,-0.337661,0.00265401,0.162867,-0.0703419,-1.06367,-0.864562,-1.54422,-0.804106,-0.340681,1.28203,1.39969,-0.719141,10.4407,1.71996,-0.746271,2.72297,0.80816,-1.23853,4.57964,1.88554,-1.21541,-0.648579,0.612381,-3.27059
-724.053,0.999824,0.0284515,7,127,0,730.109,-1.56565,0.421813,2.25765,-0.470535,-0.748573,0.49529,0.433457,0.500407,-0.137948,-0.269531,4.94389,4.91034,-0.348236,0.711498,0.670359,2.36704,0.49276,-1.4407,1.64679,0.78088,-2.77017,-6.77942,0.713312,-2.46771,-8.69253,-1.4539,7.33543,-3.99569,-1.0644,5.73162,-3.06839,-3.44967,-2.72649,11.7876,-0.345754,-0.304897
-723.208,0.999966,0.0257551,7,255,0,730.633,-1.08969,0.504831,1.71946,-0.13063,-0.138072,-0.961152,-0.295534,0.811521,0.58769,-0.642928,4.23161,4.97305,9.03656,-0.696073,1.57196,0.918053,-1.61177,-0.565198,-0.570604,-2.04382,-2.95675,-4.74445,2.65587,1.17815,11.7778,3.30362,1.4261,2.85745,1.15289,-2.02277,-3.9615,2.82719,3.28023,5.18761,-2.06931,-0.737599
-728.528,0.998971,0.0243192,7,127,0,734.319,-1.45635,-0.175288,1.88278,0.170321,-1.19402,-0.669491,0.485992,-0.279704,0.605894,-0.98957,5.45856,4.62016,-1.81171,-0.0214133,-0.00454819,-0.953072,-0.455895,3.65932,1.72781,0.441098,-1.85149,-4.12345,2.5936,-0.797065,-36.6314,-2.58938,-2.13261,1.02179,-1.1332,-1.92672,-2.25272,-4.01823,0.781724,-7.02988,0.499247,-1.06637
-723.519,0.999996,0.0235856,7,127,0,731.328,-1.18913,0.62498,1.12756,-0.673679,0.0711896,-0.294895,-0.256069,1.31821,-0.682667,-0.853812,4.9228,5.08024,4.84827,-0.33273,-3.03704,-2.83586,0.121317,-2.79429,1.20699,2.62439,-0.842745,-3.81009,-0.83986,3.10006,-10.266,2.101,-3.26285,-0.349901,1.13868,1.32115,-5.38888,3.33291,-1.52228,-0.677556,-0.465221,0.311016
-722.245,1,0.0234526,7,127,0,725.952,-1.2431,0.141046,2.07048,-0.462026,0.221446,-0.646376,0.380352,0.788442,-1.02583,-0.69326,5.10776,5.41747,4.67094,1.41931,-2.20887,-0.938443,0.738899,0.621387,-0.400182,2.6864,-0.560311,-0.8436,-0.519168,-1.59568,9.73694,-0.572723,1.66404,-0.123678,1.52506,-1.44029,8.03968,0.979197,-3.11434,4.40937,0.117962,1.41446
-723.272,0.999576,0.0236969,7,127,0,726.493,-1.15455,0.0883201,1.87843,-0.0218706,-1.53783,-0.041837,0.101911,0.52118,-1.05608,-0.78405,5.16522,5.81443,12.7863,0.848642,-0.218976,0.365261,-0.967694,0.391753,0.539489,-0.23017,2.28565,1.57175,0.115861,-0.107634,12.0281,-0.121333,0.666668,2.52283,-1.47128,3.09997,3.77706,0.0870922,-2.61021,-1.33801,0.237303,2.71959
-720.279,0.99979,0.0241973,7,127,0,729.738,-0.902194,-0.160745,0.777112,-0.852479,-0.359234,-0.506334,-0.451281,-0.191405,-0.13714,-0.31418,5.62973,4.35678,7.40662,-0.952016,0.240181,2.80258,-1.35938,1.25374,1.33074,-0.773909,-5.1112,-5.38974,-0.548705,-2.84342,6.401,1.36559,-1.29172,-0.39592,1.51422,3.46812,-1.26862,-1.95422,2.01521,-4.78621,1.01634,-5.34047
-720.614,0.998531,0.0249445,7,127,0,725.417,-0.943651,-0.353226,1.64999,-1.19799,-0.755489,-1.27082,-0.374536,0.25116,-1.24617,-0.713399,5.51106,5.09809,-4.82587,0.706797,-1.83109,-0.657798,1.55484,0.0339348,-1.06503,-1.80917,-0.0463143,2.42134,1.09276,-4.53938,6.22941,-0.463385,2.04377,-1.18116,0.183932,-1.9308,3.28856,0.774471,-2.49783,0.606695,0.828565,0.0196556
-722.126,0.998242,0.0257832,7,127,0,727.791,-0.99492,0.233355,1.50899,-1.31398,-1.5306,-0.347481,-0.3779,0.490636,-0.00165839,-0.994037,5.07041,5.36206,-6.78025,1.08353,-2.5394,-2.49089,-1.39051,-1.42241,-0.887211,0.821681,-2.74866,0.0583098,0.916374,0.648516,16.5855,1.60146,-0.460965,-1.09618,-1.14986,2.70401,1.68571,0.882518,1.00081,-5.80183,0.0845609,0.958459
-727.304,0.999079,0.0267576,7,127,0,732.159,-1.07966,-0.462117,2.55119,-1.22891,0.590864,-0.311714,-0.78102,1.84633,-0.0572635,-1.31187,4.80518,5.42615,3.51873,1.07133,-0.770117,-0.989533,-1.36647,1.80878,-2.96296,-0.47471,0.606366,5.51707,0.250346,0.780582,-0.580572,-1.01261,1.3278,-0.804318,1.53878,1.61634,-4.09065,3.33672,0.369711,1.15208,-0.647754,1.59998
-733.059,0.998654,0.0279424,7,127,0,741.715,-1.4209,-1.02557,2.95208,-1.02016,0.580446,0.28112,1.12503,1.69439,-0.851083,-1.10084,4.51718,4.42748,6.6743,-1.44161,0.237849,-1.89686,1.09219,-0.231292,-5.9777,2.10945,0.987841,0.966312,-0.311585,4.64989,3.44157,-4.139,1.25879,-1.83653,1.33358,1.58686,7.24079,1.87771,-1.96869,7.30615,-1.34697,-4.07679
-725.549,1,0.0292181,7,127,0,736.216,-1.07534,1.10633,1.47244,0.0204748,-1.48787,-0.512731,-0.19045,0.619425,-0.301901,-0.528223,4.88208,5.58055,-13.8916,-1.86704,0.995893,-1.55782,0.747596,2.41026,1.91631,3.54819,-2.57463,-4.37136,-1.88966,-3.57667,23.7835,9.67849,0.953024,4.38169,-1.53825,0.762003,-0.890798,2.36542,-0.327773,9.04181,-0.186523,1.84626
-720.053,0.999987,0.0307345,6,63,0,727.98,-1.172,0.0319188,1.84031,-0.605995,-1.25565,-0.587999,-0.213477,0.693756,0.10908,-0.89329,4.76648,5.2905,3.36293,4.13959,-0.799877,3.50213,-0.887131,0.350158,-2.51168,0.320091,-1.23955,3.5942,0.0387951,3.0266,-11.5344,-0.454935,-0.216076,-0.00266164,-0.992277,0.0317157,-3.76612,0.54354,0.627365,-4.74062,-0.883077,1.20112
-720.2,0.999251,0.0323673,7,255,0,725.618,-1.54732,0.84961,1.44094,-0.152518,0.085697,-0.0988802,0.308756,0.804771,-0.0818917,-0.196804,5.42515,4.96217,4.41052,2.38041,1.99701,0.309352,0.798116,-2.87149,2.3062,0.199019,1.08765,-1.37141,-0.191981,2.47658,-16.8482,5.059,-1.61987,-1.60808,1.18986,-2.07378,-8.551,0.717262,-2.52431,-3.10678,0.548444,-0.00320273
-719.983,0.999942,0.0340373,6,63,0,722.68,-1.49763,0.247459,1.46008,0.136933,-0.760381,0.133343,0.398684,0.819765,-0.398694,-0.138855,5.56115,4.93419,-1.33582,2.39869,0.357299,-1.03878,1.02627,-0.362018,1.4309,1.43684,-0.724739,1.94329,-0.0892739,-0.0711522,1.41715,-2.41477,0.601945,2.17716,-1.15545,2.32454,4.98596,2.40998,-4.35529,3.54052,0.888146,-0.69524
-725.753,0.997978,0.0358814,7,127,0,729.171,-1.34385,1.28348,2.82242,-0.375421,-0.243606,-0.532046,0.387666,1.20935,1.52321,-1.22737,5.32793,5.34358,3.12064,0.112298,-1.10139,-1.96022,-1.66168,-0.466244,-0.953088,0.115538,-1.73124,1.51299,-1.97424,-0.407812,-6.63218,2.02813,0.824563,-0.0764416,0.204408,-0.595178,-1.10493,0.591122,2.65357,-5.1823,0.417025,1.31898
-724.667,0.998005,0.0376115,7,127,0,732.613,-1.54078,0.328736,1.37453,0.222687,-0.616124,0.271213,0.155458,0.48284,-0.619516,-0.0899874,4.45262,5.14053,4.20835,2.18559,-1.00102,0.98247,-1.40723,-2.16654,-3.43068,-2.12654,1.28798,1.95478,3.09273,-2.43269,-33.4826,-2.07268,-0.87227,2.72456,-0.972108,4.03961,-20.9665,-3.21115,-6.26267,-3.73642,-2.08955,1.40859
-720.814,0.999657,0.0394266,6,63,0,729.926,-1.50352,0.564048,1.21562,0.322147,-0.534404,-0.0745139,0.373042,0.88356,0.696163,-0.130534,4.34446,4.73924,-6.95052,-0.76403,0.676429,-2.53939,0.521183,-2.60961,-3.59808,-0.282182,4.39771,-4.60732,0.387223,-2.34399,6.74282,2.12544,-3.42056,4.50361,-0.577448,-1.20831,1.88279,3.26748,4.10989,1.62305,-1.83189,-2.20549
-719.75,0.998259,0.0415174,6,63,0,723.018,-1.5926,0.386277,1.42924,-0.296343,-0.0455365,0.0561826,0.360219,0.500138,-0.142629,-0.0301265,5.31976,5.15532,0.923406,0.89293,-2.24532,-1.89638,0.0409321,-0.494993,-0.885636,1.00591,0.0695023,-2.20394,1.94593,1.98191,-22.6599,-1.64855,0.782657,-4.46916,0.74432,-0.780446,-5.47538,-3.41859,-3.9294,-4.10809,0.312476,1.0733
-722.082,0.99485,0.0435258,7,127,0,725.721,-1.34053,0.254994,2.16103,0.252658,-1.40408,-0.351596,0.260055,0.225227,0.53347,-0.79694,4.78826,4.74925,11.5274,0.617961,-0.217823,-1.19662,-0.334983,-0.788517,0.579616,0.945882,-1.4159,-1.05649,0.244209,4.34899,-9.47421,-0.676746,0.443169,2.40185,-1.42238,-0.289408,-1.03716,-2.44815,1.29469,-4.48575,-0.797856,-1.5769
-725.102,0.998416,0.0451712,6,63,0,729.433,-1.38615,-0.113526,2.51664,0.419015,-0.9281,0.0917304,0.538675,0.504332,-0.011732,-0.630109,4.3502,4.42048,-6.03921,-0.717997,0.330958,0.056876,1.26126,1.513,0.211651,1.9195,-2.71301,1.39827,-1.52379,-2.47959,12.6014,-2.95925,3.83323,3.56976,-0.808752,2.04314,6.8948,-1.56308,-0.543986,6.94489,-1.68,-4.88502
-722.668,0.999437,0.0473321,6,63,0,730.509,-1.27192,0.889352,0.884758,-0.296008,-0.405497,-0.465426,0.29569,0.955375,-0.336992,-0.551461,5.08731,5.14859,5.05508,-2.07785,0.564313,-4.14042,0.623281,-2.65449,2.85161,-0.897273,0.652067,-0.455752,1.94061,4.2767,6.98993,4.88042,-5.59876,0.417955,0.300834,-0.998885,6.07201,2.62023,-1.41284,0.800876,0.0501358,0.20126
-721.946,0.999988,0.049706,6,63,0,725.872,-1.22641,-0.343072,2.05159,0.0878962,-1.13745,-0.0433228,0.126347,0.367718,-0.086542,-0.445084,5.10932,5.44689,-1.00162,-2.03879,0.242101,-1.18928,-0.0678939,-1.58585,2.46746,-2.48538,1.24204,-2.48248,-0.00438879,0.712002,10.1749,-4.19485,5.37333,3.63954,-1.18658,3.19169,2.80733,-1.03796,-0.263713,7.84213,0.144607,1.51999
-719.249,0.998464,0.0522407,6,127,0,728.066,-1.10003,0.265468,1.05485,-0.586319,-0.370852,-0.869882,-0.152845,0.385214,-0.133536,-0.317573,4.16179,5.17581,0.822753,2.71836,-3.23518,5.59507,-0.664469,-0.0652306,2.26381,0.120754,0.355868,-1.22784,-0.361268,1.97955,-7.05861,2.8235,-1.50958,-0.689878,0.828843,-4.23246,-3.11365,0.927383,0.220599,0.856883,-2.72654,0.710292
-719.841,0.996732,0.0546329,6,127,0,722.24,-1.15261,-0.229809,1.00894,-0.38766,-0.963547,-0.0206252,-0.0083459,0.1538,0.0553425,-0.30462,5.06586,4.51699,-0.701295,0.759667,-0.380258,0.377179,-0.195456,-0.0157999,2.24621,0.0120995,-1.69202,-0.216506,2.45546,-0.984491,5.31868,-2.76082,-2.265,0.831508,-0.767004,5.60824,4.17297,-1.7335,1.29365,-4.0189,-0.0192016,-3.89773
-719.514,0.997795,0.0568245,6,127,0,723.518,-1.29742,0.461952,1.99291,-0.439322,-0.537808,-0.867284,0.215732,0.73547,0.0888165,-0.67705,5.53702,5.06004,-6.97427,-0.434577,1.30736,-0.397435,0.760341,0.904977,0.131765,-2.03428,-1.23887,-3.75696,0.120172,3.70098,-5.92762,0.874948,0.882223,-0.340674,-0.0139532,-3.0963,0.5176,0.321829,0.152121,-1.13995,0.804798,0.113204
-723.883,0.99617,0.0592333,6,63,0,725.814,-1.36925,0.259455,2.59033,-0.880653,-0.79411,-1.30333,0.534054,0.709345,0.445078,-0.874952,4.90286,5.01155,-0.351389,0.319479,-0.688121,1.32092,0.16674,-0.721854,-0.0781687,-0.154982,-0.976699,3.31133,2.00907,0.492226,-13.4331,-0.917361,1.5996,-1.97366,-0.531316,-4.26861,2.59155,-0.735093,0.765861,1.38084,-0.53827,0.223328
-724.238,0.997529,0.0614315,6,63,0,728.234,-1.15892,0.691144,2.47951,-0.133691,-0.624432,-0.0209433,-0.387507,0.85398,-0.554524,-1.18703,5.94625,5.37214,2.93852,-0.561095,-2.39485,1.52856,0.34528,2.10318,-1.97878,-0.241409,-1.72716,-1.8621,1.01427,0.965221,0.409023,1.605,1.08956,1.43156,-0.0824814,2.21541,-3.44443,0.722786,-0.755443,-2.9202,1.47884,1.3192
-723.514,0.999576,0.0638982,6,63,0,728.566,-1.07753,-0.814717,1.53075,-1.13956,-1.07245,-1.54441,-0.168312,0.46572,0.44002,-0.775215,5.84287,4.6769,-1.88595,-0.947121,-2.96192,-2.46309,0.114691,-1.34266,1.22572,-2.23423,0.343525,1.00226,-1.61757,-1.72108,-4.04567,-3.36543,-0.186141,-1.44383,-0.578783,-3.74882,2.53876,0.696475,2.41767,2.65443,1.31153,-2.05226
-722.502,0.997483,0.0667739,6,63,0,729.859,-1.00585,0.637837,1.53632,-1.11149,-0.508895,-0.542241,-0.467812,-0.00353407,-0.993789,-1.07179,5.31576,5.35019,-2.27564,0.680254,-0.719281,1.52118,2.58416,-2.34493,2.07739,0.375818,-2.09407,2.62534,-2.49092,2.26165,9.16272,2.79717,-0.557968,-0.414968,0.320165,1.7235,0.276377,-0.832331,-1.28386,-4.97939,0.49503,1.04619
