# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,index.1,index.2,index.3,index.4
-730.353,0.997681,0.00943559,8,255,0,737.124,-0.83729,-0.154149,1.48775,-0.285542,-1.57825,-0.877359,-0.325313,0.118291,-0.307997,1.44075,0.838877,-1.38116,0.949129,0.421024,-0.403306,-0.547795,-0.527042,1.74712,0.309653,-0.907961,0.533301,0.0488303,0.740186,0.107846,5.94341,5.25636,0.997384,0.994813,0.000437415,0.21445,0.391675,0.203054,0.114184,0.157262,0.199693,0.239508,0.201151,0.2242,0.219373,0,0,0,0,0,0,0.259084,0.121524,0.186385,0.25368,0,0,0,0,0.209151,0.218692,0.226575,0.218996,0.251199,0,0,0,8,10,6,9
-728.184,0.99972,0.00947091,9,511,0,739.403,-0.570533,-0.275657,0.82781,-0.260978,-1.12977,-0.269392,-0.188447,-0.0419943,-0.202549,-0.810086,-0.812215,1.26181,-1.02483,-0.289664,-0.194293,1.18156,0.336676,-1.80966,-0.12159,0.619554,1.07633,0.477622,0.178389,0.126538,5.58991,5.25515,0.996279,0.994807,0.000437415,0.206062,0.45959,0.208657,0.0938272,0.207167,0.221833,0.250213,0.219226,0.244402,0.244223,0,0,0,0,0,0,0.247664,0.221169,0.247398,0.249967,0,0,0,0,0.243408,0.245209,0.248489,0.244895,0.231605,0,0,0,8,10,6,9
-730.251,0.992246,0.0096934,8,511,0,737.42,-0.673,0.0592737,1.60511,-0.710826,-0.885335,-0.327203,-0.342043,-0.496029,-0.318739,0.809661,1.23885,-0.34665,1.42674,1.00614,0.703247,0.412262,-1.212,1.386,0.490707,-0.111483,0.607785,0.1247,0.638063,0.472259,4.69601,5.46157,0.990951,0.995771,0.000437415,0.267499,0.480417,0.186787,0.171332,0.224447,0.222896,0.207246,0.225335,0.249104,0.258672,0,0,0,0,0,0,0.240301,0.221564,0.285068,0.283248,0,0,0,0,0.247162,0.245926,0.233343,0.247869,0.353206,0,0,0,8,10,6,9
-731.809,0.999274,0.00978593,8,255,0,739.836,-0.575005,0.0902313,1.80194,-1.01573,-0.818616,-0.834042,-0.439668,0.254079,-0.281533,1.48541,0.945685,0.261956,1.69574,0.667803,-0.0668361,0.759409,-1.56666,0.966242,0.720145,0.770147,0.594027,0.130391,0.718286,0.158846,5.97968,5.07374,0.997477,0.99378,0.000437415,0.267238,0.50035,0.159446,0.175698,0.17438,0.210529,0.286606,0.226481,0.259803,0.24736,0,0,0,0,0,0,0.236873,0.261683,0.259684,0.313719,0,0,0,0,0.2341,0.244787,0.264347,0.249161,0.301369,0,0,0,8,10,6,9
-729.65,0.999942,0.0101741,8,511,0,743.199,-0.931082,-0.0299089,2.2326,-0.794156,-1.48522,-0.414463,-0.225928,-0.240375,-0.52093,0.923411,0.249786,-1.20832,0.85573,0.945321,0.320064,-1.34479,0.431124,-0.508488,1.69686,0.409093,0.458995,0.440898,0.634057,0.151774,4.74083,5.17399,0.991344,0.99437,0.000437415,0.240201,0.467562,0.182694,0.140355,0.209841,0.224366,0.223229,0.201945,0.268797,0.217362,0,0,0,0,0,0,0.235612,0.168849,0.279108,0.302409,0,0,0,0,0.239124,0.244059,0.243679,0.236367,0.275563,0,0,0,8,10,6,9
-734.86,0.998387,0.010657,8,511,0,746.388,-0.861983,0.195875,0.938358,-0.37403,-0.730223,-1.38658,-0.72786,0.71527,-1.09824,0.957123,0.657083,0.917993,1.19548,0.105004,1.35578,2.29778,0.709737,0.218836,0.124391,0.0264281,0.45454,0.122786,0.488129,0.0413265,5.07407,4.97626,0.993782,0.993147,0.000437415,0.263827,0.333702,0.216978,0.190887,0.149188,0.191052,0.311739,0.166507,0.231729,0.22543,0,0,0,0,0,0,0.256514,0.225535,0.175514,0.225731,0,0,0,0,0.221648,0.226238,0.236521,0.223649,0.238275,0,0,0,8,10,6,9
-738.326,0.993275,0.0111533,8,511,0,759.054,-0.910652,-0.028178,2.18599,-0.914658,-0.306829,-0.799452,0.0664284,-0.0519679,0.00448723,0.228832,-0.22467,-1.62915,-0.550662,-0.124823,0.280229,1.08351,0.253176,-1.76528,2.25222,-1.89103,0.441741,0.498823,0.177857,0.178197,3.6286,4.83089,0.974134,0.992084,0.000437415,0.256873,0.477856,0.189613,0.234169,0.197531,0.2649,0.25488,0.259627,0.291606,0.248866,0,0,0,0,0,0,0.264336,0.284957,0.268172,0.298078,0,0,0,0,0.250162,0.278909,0.274864,0.276788,0.284517,0,0,0,8,10,6,9
-741.748,0.999121,0.0115255,8,255,0,754.117,-0.68703,-0.25416,1.39391,-0.679125,-1.77149,-0.907058,-0.455494,-0.526977,-1.28456,-0.0322186,-0.169505,0.765714,-0.144996,0.334836,-0.784327,-0.878727,-0.579659,1.71435,-2.61567,1.43338,0.358639,0.31614,0.259417,0.0819729,7.88795,4.53014,0.999625,0.989336,0.000437415,0.252878,0.379051,0.22523,0.164297,0.21131,0.239506,0.234876,0.189661,0.248091,0.240246,0,0,0,0,0,0,0.252476,0.203654,0.241689,0.263361,0,0,0,0,0.240848,0.24754,0.246472,0.235349,0.253922,0,0,0,8,10,6,9
-739.092,0.998266,0.0121511,8,255,0,757.014,-0.802011,0.750344,2.60015,-0.23515,-1.23377,-0.49421,-0.0528069,0.370678,-0.609384,-0.195703,-0.635479,0.555774,0.778925,-0.664052,1.06506,0.772752,0.991871,-1.5946,2.39963,-0.934564,0.505247,0.398047,0.819076,0.113086,3.41095,4.41527,0.968045,0.988053,0.000437415,0.285477,0.499967,0.196404,0.129111,0.176762,0.211178,0.248513,0.168533,0.261567,0.231529,0,0,0,0,0,0,0.270311,0.14677,0.233096,0.298584,0,0,0,0,0.240591,0.249118,0.257479,0.238398,0.246336,0,0,0,8,10,6,9
-740.074,0.991981,0.0127954,8,255,0,749.871,-0.253936,-0.364811,0.455902,-1.1254,-1.2865,-1.12989,-0.946657,-0.943124,-1.04096,0.538541,0.188826,-0.0611738,-0.960419,-0.250368,-1.32225,-0.725248,-1.26778,1.75686,-2.43591,0.875131,1.13321,0.709459,0.15898,0.236,7.55634,4.50064,0.999477,0.98902,0.000437415,0.314699,0.536344,0.163048,0.139723,0.162357,0.192469,0.193089,0.176472,0.258904,0.218046,0,0,0,0,0,0,0.239854,0.235646,0.239736,0.244581,0,0,0,0,0.228801,0.235809,0.235946,0.232185,0.297764,0,0,0,8,10,6,9
-735.559,0.99908,0.0132358,8,255,0,755.502,-0.975514,-0.364979,1.93739,-0.690357,-0.209202,-0.309553,-0.0553538,-0.0535983,-0.240897,0.00256036,-0.00407241,-2.07139,-0.991678,-0.804204,-0.610891,1.14838,-0.807316,-2.01816,-0.798643,1.89294,0.595907,1.0674,0.246712,0.300001,4.05055,5.63277,0.982885,0.996434,0.000437415,0.206292,0.505782,0.176365,0.221893,0.211748,0.23811,0.2383,0.218652,0.258878,0.257597,0,0,0,0,0,0,0.248145,0.269676,0.265091,0.276801,0,0,0,0,0.248906,0.262628,0.262725,0.252565,0.265821,0,0,0,8,10,6,9
-733.951,0.996249,0.0139931,8,255,0,748.916,-0.283089,-0.124373,1.24871,-0.570013,-1.5004,-1.72775,-0.758207,-0.597822,-0.599965,-0.208794,-0.624024,-1.84719,0.146174,1.65695,-1.18089,0.508176,0.258748,-0.312207,0.31821,1.0268,0.440343,0.421348,0.474869,0.126775,6.53807,4.55512,0.998555,0.989596,0.000437415,0.254398,0.382383,0.2194,0.157791,0.145042,0.205687,0.217333,0.217175,0.24183,0.212308,0,0,0,0,0,0,0.262181,0.187938,0.172415,0.245785,0,0,0,0,0.20958,0.229853,0.233332,0.233285,0.241916,0,0,0,8,10,6,9
-735.623,0.997798,0.0146736,8,255,0,748.428,-0.174476,0.0926696,1.41415,-0.606366,-1.59757,-1.5515,-0.793607,-0.255111,-0.572788,-0.476931,-0.904226,-1.67006,0.13817,1.89113,-1.34629,1.90073,0.359337,0.419957,0.0743323,1.37995,0.436118,0.578453,0.331277,0.127678,6.70752,5.06681,0.99878,0.993737,0.000437415,0.280465,0.408285,0.223617,0.157847,0.160522,0.209853,0.251122,0.226152,0.263145,0.219587,0,0,0,0,0,0,0.265287,0.20819,0.210636,0.253792,0,0,0,0,0.22493,0.241594,0.25392,0.2466,0.248794,0,0,0,8,10,6,9
-737.108,0.990465,0.0154571,8,255,0,748.351,-1.54672,0.608324,1.5669,0.125573,-0.361691,-0.642176,-0.111859,0.472346,0.551303,0.74579,0.203135,1.18817,0.0800065,-0.91156,1.46465,-2.57922,0.52225,0.386919,1.13603,-1.70223,0.47873,0.380262,0.11911,0.127024,3.84815,5.05927,0.979126,0.99369,0.000437415,0.255739,0.351862,0.214386,0.177793,0.159045,0.19591,0.243582,0.250593,0.247447,0.211727,0,0,0,0,0,0,0.236547,0.226444,0.220766,0.231586,0,0,0,0,0.214155,0.22547,0.238409,0.240195,0.244634,0,0,0,8,10,6,9
-745.615,0.99848,0.0159383,8,255,0,762.915,-1.01396,-0.335381,1.74232,-1.23214,-1.83215,-0.417188,-0.444281,0.746539,-0.846652,0.0389637,-0.0384255,1.9949,-0.881696,0.00236563,-1.2448,-0.500439,0.750899,-1.92163,-2.99925,2.97544,0.401994,0.434754,0.102051,0.0700338,6.74415,4.77379,0.998824,0.991622,0.000437415,0.220966,0.395179,0.165164,0.134545,0.215361,0.213528,0.304599,0.187638,0.240162,0.234276,0,0,0,0,0,0,0.2336,0.223159,0.248303,0.247805,0,0,0,0,0.23384,0.233512,0.248251,0.228668,0.23942,0,0,0,8,10,6,9
-744.586,0.999513,0.0168147,8,255,0,764.646,-0.801204,-0.403819,0.36704,-0.973218,-0.80813,-0.676161,-0.183201,0.225464,-1.05325,1.50282,-0.212227,-1.50613,1.72659,1.7412,1.1159,0.976797,0.286621,3.02836,1.3843,-1.13772,0.601914,0.0842462,0.172225,0.104752,3.80287,4.38405,0.97818,0.987679,0.000437415,0.243184,0.337936,0.185835,0.201309,0.214356,0.268386,0.319193,0.17867,0.26411,0.237462,0,0,0,0,0,0,0.245874,0.251086,0.255305,0.271462,0,0,0,0,0.24146,0.250875,0.25886,0.23442,0.28484,0,0,0,8,10,6,9
-733.015,0.997803,0.0177815,8,255,0,755.424,-0.102026,-0.0322762,1.25079,-0.865179,-1.00988,-0.599722,-0.668544,0.0941451,-0.3013,0.260386,-0.570534,-0.74305,0.366493,-1.32,0.47926,-0.877996,0.680464,-2.93625,1.23482,0.33914,0.61545,0.19379,0.897473,0.303384,6.72281,5.73646,0.998798,0.996784,0.000437415,0.280051,0.459913,0.189434,0.176203,0.215646,0.208608,0.29589,0.248117,0.275454,0.245851,0,0,0,0,0,0,0.249791,0.227213,0.294831,0.282719,0,0,0,0,0.244426,0.240756,0.283445,0.260764,0.29332,0,0,0,8,10,6,9
-727.521,0.98905,0.0187009,7,255,0,742.77,0.100614,-0.714144,0.270577,-0.859964,-1.15979,-1.25207,-0.528272,-0.186374,-0.998402,0.547006,0.228941,0.43417,-0.108584,1.50438,0.420889,0.841946,0.230752,0.679265,0.312982,-1.25657,1.04724,0.967112,1.10045,0.278635,4.83232,4.53909,0.992095,0.98943,0.000437415,0.190357,0.392105,0.16827,0.129255,0.118885,0.221579,0.287878,0.149212,0.240213,0.191367,0,0,0,0,0,0,0.233564,0.182238,0.168249,0.300542,0,0,0,0,0.187426,0.218142,0.233799,0.197813,0.26981,0,0,0,8,10,6,9
-736.676,0.951309,0.0191812,7,255,0,746.957,-0.980627,-0.0644279,2.09213,-0.385534,-1.01428,-0.961834,-0.0996005,0.782682,-0.908981,0.132059,-2.47912,1.04142,1.42721,0.0618297,-1.82405,0.560598,-0.244047,0.277389,0.180906,-0.447476,0.31541,0.0619094,0.224971,0.0218696,5.27681,5.78111,0.994917,0.996924,0.000437415,0.231443,0.372462,0.213955,0.182547,0.185024,0.22948,0.282195,0.187546,0.254878,0.226004,0,0,0,0,0,0,0.249203,0.224204,0.22622,0.261159,0,0,0,0,0.238211,0.241574,0.245047,0.238417,0.242482,0,0,0,8,10,6,9
-731.643,0.975255,0.0177209,8,255,0,748.308,-1.01619,-0.26777,0.814281,-0.358909,-0.655208,-0.402599,-0.399479,0.349164,-0.666266,1.09994,-0.011296,-1.03958,-1.40859,-0.0623498,1.85175,-0.549236,0.230629,-0.27639,-0.160581,0.432524,0.568686,0.417264,1.29642,0.127346,6.06978,5.62921,0.997694,0.996421,0.000437415,0.189715,0.300612,0.181957,0.158425,0.178325,0.178582,0.248768,0.157596,0.236571,0.164166,0,0,0,0,0,0,0.213325,0.156974,0.204188,0.204831,0,0,0,0,0.196277,0.196338,0.211432,0.191156,0.227385,0,0,0,8,10,6,9
-740.016,0.999722,0.0175054,7,127,0,749.551,-1.03869,-0.0334912,1.11705,-0.623664,-1.16321,-1.03118,-0.748311,-0.184632,-0.304958,1.62358,2.05533,-0.118392,-1.73024,-0.780457,2.11256,-0.63646,1.78089,2.26193,-0.424825,0.151407,0.324301,0.148413,0.358987,0.21024,6.25436,4.86728,0.998082,0.992365,0.000437415,0.242958,0.317373,0.209689,0.182301,0.188737,0.203105,0.23411,0.227226,0.221363,0.232431,0,0,0,0,0,0,0.238083,0.205191,0.21292,0.230178,0,0,0,0,0.201841,0.21149,0.231702,0.227278,0.305114,0,0,0,8,10,6,9
-736.33,0.9959,0.0184843,8,255,0,756.962,-0.37361,-0.0741551,1.87022,-0.861681,-1.2889,-1.06981,-0.373799,0.0266897,-0.306234,0.203809,-1.68615,0.00914268,1.15143,2.23331,0.0320852,0.407534,-1.02918,-1.61612,-1.39242,1.1628,0.326833,0.125128,0.739452,0.353952,4.95468,5.71549,0.992999,0.996716,0.000437415,0.219394,0.344733,0.178903,0.159483,0.169222,0.203263,0.225023,0.206822,0.235244,0.196391,0,0,0,0,0,0,0.222822,0.173937,0.197889,0.289461,0,0,0,0,0.177025,0.214788,0.238974,0.218743,0.250236,0,0,0,8,10,6,9
-738.236,0.978785,0.0193001,8,255,0,750.692,-1.3114,0.35912,0.413707,-0.575045,-0.731395,-0.385972,-0.226063,-0.175843,-0.553938,1.49637,1.37117,0.214713,-1.0788,-2.43711,-0.19677,-0.508424,1.09091,1.29285,1.34353,-1.23859,0.32039,0.255453,0.113265,0.311933,4.88469,5.80057,0.992495,0.996983,0.000437415,0.284478,0.288026,0.228004,0.219362,0.23877,0.248143,0.251136,0.229189,0.252922,0.246982,0,0,0,0,0,0,0.248794,0.24553,0.25278,0.256184,0,0,0,0,0.234377,0.243421,0.24631,0.225131,0.354711,0,0,0,8,10,6,9
-733.698,0.987231,0.0192363,7,255,0,748.688,-0.830818,0.149439,1.56337,-1.02006,-0.826046,-0.940667,-0.657843,0.0114244,0.0436889,0.816518,0.774429,0.138003,-0.741166,-1.7121,-0.0512666,-0.254867,1.22104,1.07649,0.930172,-0.495612,0.783711,0.14593,0.050352,0.371459,5.04553,4.99994,0.993603,0.993307,0.000437415,0.322524,0.587891,0.160838,0.182297,0.169363,0.202637,0.299556,0.304842,0.279162,0.278052,0,0,0,0,0,0,0.27788,0.279645,0.278601,0.281181,0,0,0,0,0.235049,0.25261,0.297371,0.299638,0.356696,0,0,0,8,10,6,9
-734.2,0.999996,0.0196058,7,255,0,745.451,-0.994284,0.0763244,1.04794,-0.896999,-1.1931,-0.129137,-1.12624,-0.137278,-0.170568,1.47262,-0.546093,0.0631464,-0.984802,-0.777902,0.955297,0.952679,0.389394,-0.267047,-1.1972,-0.180103,0.21319,0.175877,0.262102,0.140417,4.84527,5.11662,0.992196,0.99404,0.000437415,0.248752,0.289007,0.212335,0.202055,0.240732,0.204343,0.240418,0.239137,0.263174,0.20073,0,0,0,0,0,0,0.22748,0.214277,0.264297,0.217209,0,0,0,0,0.235875,0.211844,0.235671,0.23484,0.278219,0,0,0,8,10,6,9
-737.625,0.99856,0.0206557,7,127,0,749.499,-0.837948,-0.114901,2.06533,-0.313173,-1.39745,-0.501004,-0.599411,0.598901,-0.547187,0.198572,0.527637,-1.4818,-1.45604,-1.29496,0.397552,1.38877,0.709339,0.34012,-0.510879,-1.41593,0.21725,0.429215,0.710626,0.327089,6.07532,4.93326,0.997706,0.992849,0.000437415,0.245901,0.341837,0.23812,0.198565,0.230903,0.227183,0.275281,0.229152,0.238982,0.264961,0,0,0,0,0,0,0.278298,0.152806,0.252699,0.239919,0,0,0,0,0.230181,0.224627,0.298478,0.227563,0.272336,0,0,0,8,10,6,9
-730.414,0.994121,0.0216597,6,63,0,743.997,-1.06884,0.501377,1.28853,-0.815399,-1.27837,-0.735538,-0.115472,-0.10929,0.122168,1.18523,-0.47932,-0.351863,-1.16961,-1.00468,0.0713789,1.2757,-0.00838649,0.678223,0.163406,-1.49093,0.808092,0.227342,0.371402,0.113971,5.33992,5.10781,0.995227,0.993987,0.000437415,0.296866,0.441911,0.128096,0.0919366,0.135435,0.204869,0.205677,0.237626,0.251772,0.191049,0,0,0,0,0,0,0.220973,0.194562,0.225766,0.265311,0,0,0,0,0.21148,0.222665,0.222779,0.227057,0.247402,0,0,0,8,10,6,9
-737.672,0.996589,0.022433,7,127,0,746.587,-1.45127,-0.53682,0.885433,0.0545536,-1.51157,-0.147088,-0.0696193,0.579179,0.739503,0.909568,0.721839,0.863687,-0.0857661,-0.60955,1.26963,1.24253,-0.513582,2.01555,0.243407,-1.81562,0.318044,0.216137,0.274514,0.15718,4.77949,5.15126,0.99167,0.994241,0.000437415,0.190468,0.269664,0.221053,0.147281,0.210247,0.214352,0.250993,0.260659,0.227451,0.220468,0,0,0,0,0,0,0.236359,0.167994,0.226583,0.230305,0,0,0,0,0.211699,0.21372,0.231192,0.235658,0.24046,0,0,0,8,10,6,9
-734.724,0.979046,0.0233651,7,127,0,749.588,-1.1104,0.588846,2.03297,-0.71546,-0.325924,-0.568512,0.108915,0.274114,-0.397251,1.48552,1.02078,-0.50814,0.29143,1.31105,1.07149,0.451472,-1.06279,2.17833,0.0105568,-0.834331,0.38864,0.153584,0.598784,0.0889172,5.83789,4.66223,0.997093,0.990643,0.000437415,0.269094,0.391364,0.181914,0.205415,0.190526,0.234211,0.245856,0.20095,0.249627,0.236863,0,0,0,0,0,0,0.224298,0.266361,0.239601,0.318749,0,0,0,0,0.233729,0.244379,0.247025,0.236391,0.266995,0,0,0,8,10,6,9
