# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,index.1,index.2,index.3,index.4
-845.426,1,0.0625,4,15,0,1030.66,-0.926583,-0.181928,0.698427,-1.25452,0.677592,-1.75827,-1.7961,0.305587,-1.17085,-0.116429,-0.433716,1.9334,-0.660186,-0.0143169,-0.138675,0.2957,1.12731,1.3105,-2.51276,0.707125,0.359242,0.420632,0.543436,0.943802,4.01701,2.12843,0.982312,0.893635,0.000437415,0.093608,0.120874,0.067487,0.120163,0.0575753,0.0568857,0.108011,0.0692704,0.0871463,0.0779608,0,0,0,0,0,0,0.0755005,0.175004,0.0593351,0.0582546,0,0,0,0,0.0311668,0.0301218,0.174724,0.0525121,0.126633,0,0,0,8,10,6,9
-845.426,0,10.0182,0,1,1,854.447,-0.926583,-0.181928,0.698427,-1.25452,0.677592,-1.75827,-1.7961,0.305587,-1.17085,-0.116429,-0.433716,1.9334,-0.660186,-0.0143169,-0.138675,0.2957,1.12731,1.3105,-2.51276,0.707125,0.359242,0.420632,0.543436,0.943802,4.01701,2.12843,0.982312,0.893635,0.000437415,0.093608,0.120874,0.067487,0.120163,0.0575753,0.0568857,0.108011,0.0692704,0.0871463,0.0779608,0,0,0,0,0,0,0.0755005,0.175004,0.0593351,0.0582546,0,0,0,0,0.0311668,0.0301218,0.174724,0.0525121,0.126633,0,0,0,8,10,6,9
-845.426,0,0.951493,0,1,1,860.519,-0.926583,-0.181928,0.698427,-1.25452,0.677592,-1.75827,-1.7961,0.305587,-1.17085,-0.116429,-0.433716,1.9334,-0.660186,-0.0143169,-0.138675,0.2957,1.12731,1.3105,-2.51276,0.707125,0.359242,0.420632,0.543436,0.943802,4.01701,2.12843,0.982312,0.893635,0.000437415,0.093608,0.120874,0.067487,0.120163,0.0575753,0.0568857,0.108011,0.0692704,0.0871463,0.0779608,0,0,0,0,0,0,0.0755005,0.175004,0.0593351,0.0582546,0,0,0,0,0.0311668,0.0301218,0.174724,0.0525121,0.126633,0,0,0,8,10,6,9
-744.168,0.891104,0.0488594,4,15,0,856.578,-0.36461,-0.0780037,1.66586,-1.00302,-0.0687768,-1.28051,-1.21366,-1.10461,-0.634553,0.274122,-0.56602,2.4479,-0.592706,-0.227638,1.07277,0.773675,1.8937,1.49611,-2.11308,0.451235,0.385281,0.460343,0.278556,0.0811043,3.82811,5.76688,0.978712,0.99688,0.000437415,0.312427,0.468877,0.24201,0.313183,0.223105,0.227562,0.234965,0.268734,0.316513,0.241804,0,0,0,0,0,0,0.279359,0.332227,0.264665,0.268161,0,0,0,0,0.276448,0.277488,0.27919,0.286598,0.301238,0,0,0,8,10,6,9
-739.665,0.99799,0.0244432,7,127,0,758.737,-1.40335,0.631057,1.22159,0.0384775,-1.70779,-0.202124,0.140218,0.114491,0.352642,1.38714,0.20485,-1.66629,0.349632,-0.150278,0.082244,0.359815,-1.96857,-1.11947,1.87952,-0.0850102,1.15068,0.0021973,0.310439,0.430485,6.57088,5.07698,0.998601,0.9938,0.000437415,0.34318,0.504981,0.210433,0.0349,0.168489,0.230309,0.225163,0.275852,0.2591,0.258645,0,0,0,0,0,0,0.273292,0.185669,0.25991,0.279069,0,0,0,0,0.227512,0.252275,0.250358,0.268451,0.355175,0,0,0,8,10,6,9
-738.095,0.99782,0.0187603,7,255,0,748.98,-1.2017,-0.170251,2.02953,-0.271758,-1.49705,0.0308909,-0.307679,0.790467,-0.125509,1.19237,-0.283528,0.276502,-0.0938325,-0.205517,0.587094,0.0699744,-2.59125,-0.395823,1.08375,-0.817614,0.473559,0.000657058,0.360136,0.263399,5.71777,4.66065,0.996724,0.990628,0.000437415,0.208391,0.424949,0.200626,0.123538,0.22442,0.19793,0.292484,0.211883,0.242612,0.242442,0,0,0,0,0,0,0.247103,0.176753,0.267034,0.244803,0,0,0,0,0.232017,0.217118,0.267888,0.22505,0.288189,0,0,0,8,10,6,9
-730.714,0.999429,0.0157798,8,255,0,748.083,-1.02702,-0.00614819,1.58935,-0.152051,-0.634979,-0.636665,-0.0478689,0.533877,-0.250032,1.12345,0.468594,0.632565,-0.545391,-0.768074,0.493473,-0.24116,1.00503,-2.03474,0.0161528,-0.150867,0.72071,0.00157006,0.894336,0.335606,4.92691,5.26417,0.992803,0.994853,0.000437415,0.217659,0.462755,0.200506,0.150947,0.150793,0.21265,0.289879,0.189561,0.241762,0.241586,0,0,0,0,0,0,0.267586,0.195609,0.195385,0.285071,0,0,0,0,0.202395,0.23411,0.268554,0.22286,0.306455,0,0,0,8,10,6,9
-732.654,0.985614,0.0141973,8,511,0,748.974,0.453846,-0.597389,0.395246,-1.30941,-1.22575,-1.07816,-0.828536,-0.428185,-0.857163,0.759228,0.709489,1.06135,-2.81094,0.630843,0.528172,-0.159264,1.66479,-1.04328,-0.585427,-0.258999,1.02645,0.0247649,0.553347,0.18664,4.48842,5.09005,0.988886,0.99388,0.000437415,0.28649,0.525565,0.162311,0.174297,0.19712,0.240682,0.323124,0.23537,0.274717,0.274488,0,0,0,0,0,0,0.262166,0.270627,0.285954,0.312992,0,0,0,0,0.258781,0.267233,0.281136,0.266255,0.324778,0,0,0,8,10,6,9
-736.928,0.915736,0.0127775,8,255,0,749.22,-1.53876,0.914622,2.78778,0.359896,-0.972564,0.0861703,0.280998,0.645415,0.722489,0.706089,-1.15065,0.104893,1.61459,-0.310847,0.382366,-0.794608,-1.88587,-0.869133,0.322725,-0.33457,0.370343,0.267278,0.323543,0.323436,5.76609,5.5163,0.996878,0.995995,0.000437415,0.260541,0.410425,0.223482,0.150221,0.206615,0.218523,0.24208,0.247275,0.290831,0.202234,0,0,0,0,0,0,0.263522,0.191048,0.247333,0.258789,0,0,0,0,0.228524,0.239378,0.260583,0.265215,0.264225,0,0,0,8,10,6,9
-726.462,0.999512,0.00951174,8,255,0,746.202,-1.00948,0.216498,1.15852,-0.289564,-0.168006,-0.292842,-0.200292,0.258401,0.123863,1.70562,0.728003,-0.869042,-0.629849,-0.324737,-0.277285,-1.01581,-0.0281602,0.842594,0.407776,-1.48718,0.636197,0.0468841,0.594246,0.358846,5.41313,5.14947,0.995562,0.994231,0.000437415,0.286734,0.421139,0.226134,0.239828,0.225773,0.236137,0.292163,0.274947,0.279321,0.270456,0,0,0,0,0,0,0.272304,0.286413,0.27193,0.282624,0,0,0,0,0.244231,0.250287,0.281728,0.272265,0.394571,0,0,0,8,10,6,9
