# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1220920576
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_sigma.1,g_se,g_sp
-726.661,0.997323,0.125209,5,31,0,731.659,-1.21643,0.853606,1.76391,-2.03283,-1.56647,0.0439571,-0.0778119,1.09724,0.843401,-0.974306,5.14435,5.1158,8.04009,3.32846,-0.870562,-1.34339,-0.899225,-2.81913,-1.62579,0.679582,0.243891,1.02573,1.28108,1.16169,-4.15723,2.39634,-1.03112,-4.04893,-1.44274,2.49312,-2.46552,1.60976,2.30408,1.75647,0.0778694,0.421556
-724.603,0.998126,0.127841,5,31,0,731.435,-1.18828,-0.444668,2.21931,-0.176234,1.07511,-1.08983,-0.0807464,0.342255,-0.663338,-0.690478,5.0405,5.04782,0.272711,-0.636882,-1.14246,4.45295,-0.784591,-1.66483,-0.0889842,-2.08446,-2.58463,-1.59644,2.55682,-0.26236,-9.29573,-3.08245,3.18385,1.75563,3.51235,-3.27896,-2.24912,-0.912266,-1.81175,7.988,-0.164816,0.293833
-725.326,0.99527,0.130694,5,31,0,729.37,-1.11676,0.510866,1.35823,-1.25288,-2.63402,-0.398776,-0.374063,0.855807,-0.0132438,-0.572655,4.61007,5.14259,1.43639,0.279697,-0.931925,0.00834764,2.1407,-1.37192,0.307176,3.07314,-1.49703,0.658294,-2.05144,0.142996,-11.2573,3.51066,-0.729172,-3.35949,-3.31535,1.34085,-9.23454,3.39417,0.725275,7.47852,-1.27908,0.822263
-730.498,0.999358,0.132831,5,31,0,734.76,-0.96467,-1.37011,1.6794,-0.524571,1.52898,-1.27417,-1.39133,-0.548367,-1.04176,-1.431,5.86931,5.41974,8.83321,0.829388,-0.494731,0.0111267,1.3831,-1.16989,2.30599,-1.39493,1.15189,-0.554594,-1.70111,-2.79312,-10.879,-2.1958,-0.153343,1.16455,2.75956,-0.125045,-4.34187,-1.483,-0.9372,1.3325,1.32486,1.74791
-730.421,0.997618,0.136039,5,31,0,739.082,-1.03089,0.97975,1.56229,-1.09383,-3.46763,-1.08961,-0.710178,0.144152,-0.49939,-0.944472,5.71546,4.28324,0.489599,0.789122,2.06443,4.67776,-0.434512,0.550758,1.01499,-1.12467,3.53937,2.09863,2.61158,-2.13789,-2.02357,4.81406,-0.178771,-0.452876,-3.72867,-0.443973,-4.01722,-0.326612,-0.226424,2.0705,1.12232,-5.36869
-726.738,0.971075,0.138816,5,31,0,735.44,-1.14536,-0.760977,1.51273,-0.655794,0.393339,-0.432365,0.303661,0.431084,0.619784,-0.592662,4.25894,5.92834,-3.21019,-1.43858,-1.28168,1.48756,4.60617,0.123695,4.41848,0.717285,-0.1612,-0.838922,0.035784,2.77756,18.9343,-5.23747,-0.245507,-0.705549,2.28821,0.521092,12.7747,-0.126172,3.24331,5.8381,-1.85851,3.03998
-721.953,1,0.134593,4,31,0,730.424,-1.14848,-0.414249,2.561,-0.710008,-0.592431,-0.556865,-0.0963883,0.00835049,-0.460675,-1.09938,5.23773,5.45142,-11.0046,-2.72738,-1.4376,-0.139221,2.02349,0.463442,1.13082,-0.0165474,4.01816,-1.63669,-2.1389,3.35271,-5.12118,-1.55338,1.71304,-0.0381391,-0.00225067,0.522818,-0.0249526,-1.58774,-0.613879,-3.74418,0.251678,1.71191
-721.805,0.99546,0.13792,4,31,0,726.743,-1.09316,-0.0281928,2.21338,-0.712927,-0.955802,-0.504019,-0.219886,0.321435,-0.535988,-0.996798,6.34545,5.45341,-2.5191,-2.22479,1.41565,0.0734756,1.12962,0.0499845,1.05024,-1.92781,0.338002,-2.22887,-2.95981,0.551138,4.71553,-0.0503188,1.45896,0.223244,-0.428166,1.19244,0.323055,-0.345948,-0.651522,-4.59889,2.04105,1.53613
-720.182,0.99021,0.140073,5,31,0,726.52,-1.06242,0.125373,1.47092,-0.215606,-0.332699,-0.838623,-0.168148,0.562935,-0.0946036,-0.667945,4.27929,4.77383,2.19693,2.51062,0.490332,0.604796,0.503189,1.25291,-1.73581,2.52077,-4.40687,2.7314,-1.68047,-1.47807,13.7016,1.11773,0.00358214,2.62118,0.792817,-0.781282,2.16575,1.49071,0.669474,-3.49778,-1.92489,-2.22206
-725.37,0.937288,0.140824,4,15,0,729.924,-1.05142,0.166686,1.97194,-0.161327,-0.358594,-0.600997,-0.0399942,0.942774,-0.0934789,-0.80015,3.72473,4.49359,5.37573,-0.0882649,-1.88644,0.131079,0.293506,-2.0336,-0.304248,-2.73437,0.133762,0.768137,2.23885,1.86588,32.3237,1.17892,1.83013,2.65439,0.648738,1.02359,5.91793,2.93078,0.636691,-0.885799,-3.44061,-5.17876
-729.488,0.991169,0.128149,5,31,0,733.422,-0.998251,-0.638764,2.11749,-1.64049,-0.960451,-0.995651,-0.697273,-0.633907,-1.61137,-0.890659,7.05074,5.80228,-2.04852,1.11096,-0.0296194,0.287213,1.1882,-0.893904,2.96752,0.180418,-2.20912,3.52316,0.758885,-0.863955,-23.4698,-1.86667,2.49383,-2.48781,-0.300062,-0.32356,-5.39426,-3.34187,-3.06201,8.4074,2.8707,3.18524
-727.753,1,0.129088,5,31,0,739.021,-1.17185,0.210981,3.04509,0.236039,-0.708115,-1.57744,-0.161942,1.37491,-1.13528,-0.950495,4.49992,5.12317,6.15687,-1.51321,3.15041,-1.38709,-0.838276,-1.01609,-1.82693,-2.10817,-3.33087,-1.63412,3.53063,4.0824,0.904467,0.2423,4.33576,2.97862,-0.163801,-3.62091,-2.41878,3.0534,-2.31975,10.8267,-1.39734,0.429926
-725.931,0.999882,0.132173,5,31,0,731.079,-1.1557,0.137294,2.97498,0.275941,-0.800088,-1.2775,-0.0137616,0.856905,-1.07632,-1.30679,4.16816,4.87516,0.412721,-0.529968,-0.965348,-0.398292,-0.330925,2.72189,1.42746,-3.91835,1.03105,-2.58577,-0.785009,-1.79832,3.17738,0.0238028,1.95487,2.18633,-0.350044,-1.32934,0.719551,0.582729,-1.53755,-3.29499,-2.5089,-1.22655
-719.003,0.995694,0.135263,5,31,0,729.206,-1.20053,0.308434,1.19198,-0.55439,-0.545149,-0.0843656,0.0831151,0.517113,-0.108622,-0.126401,5.71004,5.74105,-2.0508,0.460631,-0.81879,4.36872,-0.477013,-3.61842,1.58705,1.75104,-4.19149,-3.85754,-1.91542,1.2098,13.5613,3.19644,1.54889,-2.58851,0.0266639,3.92697,5.58249,2.61323,-0.489046,3.25734,1.18334,2.4885
-720.095,0.90346,0.137319,4,31,0,724.611,-1.28269,0.237443,1.37904,-0.360889,-0.970414,-0.014669,0.325112,0.152537,0.135531,-0.565701,5.25545,4.85411,0.0570295,-0.865191,0.473901,1.4146,-0.502295,-2.47562,3.22367,0.12961,1.03291,-0.933124,-1.24736,-3.69796,4.08812,-0.157023,-2.20767,0.0630441,-0.804877,2.55944,6.84589,-2.85538,0.490685,-4.114,0.348091,-1.43387
-723.144,0.990342,0.117611,5,31,0,726.772,-1.14625,-0.423664,1.73146,-0.797514,-0.0841191,-1.26866,0.00153486,0.830866,0.350542,-1.1506,5.20243,5.76016,-3.12567,-2.93568,1.25559,-1.60971,0.304291,-0.426455,-0.277901,0.506363,-2.41812,1.82586,-0.742348,-1.51429,-4.67633,-1.50692,-0.95082,-0.252257,0.685521,-1.70177,1.16618,0.728424,1.055,-4.65538,0.181987,2.73701
-721.902,0.997655,0.118268,5,31,0,728.008,-1.29999,0.700234,2.00268,0.116719,0.298063,-0.555692,0.0829395,0.273212,-0.437843,-0.731375,4.55936,5.2362,-0.673947,-2.21865,0.523384,-0.593541,1.00095,-4.95153,2.0701,-0.323797,1.51708,0.640072,-0.143804,3.17214,-13.4818,1.90858,0.336932,2.15664,1.49571,-1.32838,-4.1879,-2.21552,-1.54822,-2.53214,-1.47903,1.08452
-721.255,0.987005,0.12051,5,31,0,730.156,-1.31792,0.410999,1.85704,0.0654132,0.221462,-0.313132,0.247527,0.1275,0.0839177,-0.771398,4.60929,5.31591,-0.440111,3.01037,0.627986,0.823559,0.733966,-2.68014,-2.72933,0.980235,-7.33524,-0.62603,-0.554517,-0.703758,-11.2842,0.102641,-0.848479,1.68552,1.26234,-0.117346,-1.02979,-2.92105,-0.0411721,-6.1288,-1.31351,1.29899
-723.542,0.595337,0.481648,3,7,0,727.636,-1.25694,0.325996,2.38863,-0.676634,-1.59277,-0.101191,0.554625,0.182714,0.145009,-1.12411,4.80161,4.91605,-0.781582,-0.250303,1.22551,-1.4212,-2.7801,-0.0958518,-1.1941,1.07956,0.0169224,-1.18849,0.864974,-1.68325,5.92339,0.0468976,0.416214,-0.412256,-1.45265,1.33749,4.88439,-1.57663,0.316116,-3.92032,-0.602121,-1.10425
-723.542,0,2.31199,0,1,1,729.719,-1.25694,0.325996,2.38863,-0.676634,-1.59277,-0.101191,0.554625,0.182714,0.145009,-1.12411,4.80161,4.91605,-6.33773,1.09238,1.21404,-1.30649,0.350914,-2.91445,2.7012,-2.06426,-0.453808,2.26325,0.771659,2.57489,5.92339,0.0468976,0.416214,-0.412256,-1.45265,1.33749,4.88439,-1.57663,0.316116,-3.92032,-0.602121,-1.10425
-723.331,0.963768,0.176565,4,15,0,727.898,-1.24077,0.242238,1.63865,-0.300508,0.651536,-0.584318,-0.167447,0.94841,0.680471,-0.492735,4.39016,5.17907,6.86221,-0.275026,-1.0486,0.141492,1.13509,-0.996643,3.80275,0.743846,-1.52327,2.97168,1.34705,0.5209,-9.06815,0.229204,0.655716,0.541877,3.00717,-1.91569,-10.9926,3.31224,3.48893,6.02229,-1.91482,0.855056
-721.509,0.999176,0.104402,5,63,0,729.174,-1.06156,0.0327692,1.16324,-0.600453,-1.01135,-0.210146,-0.375428,-0.159802,-1.14617,-0.523089,4.5261,5.05437,-10.6835,-1.72653,-1.64019,-0.195264,2.79572,-0.720606,2.25926,2.0301,0.963799,0.573535,-2.24015,0.732073,-14.9813,0.642315,-1.27591,0.326548,-0.579521,3.75107,-6.85894,-3.06212,-3.50083,0.5463,-1.60699,0.333531
-723.328,0.95815,0.0792041,4,15,0,730.191,-0.993077,0.39809,1.30154,-0.798998,-1.23265,-0.0797817,-0.174246,-0.187669,-1.18314,-0.524866,4.54608,5.13507,10.6263,2.98273,1.34445,-1.4728,-1.4842,0.630841,3.5397,-0.00527933,0.020631,-0.10067,0.355838,1.601,18.5117,4.43299,0.587338,-0.311928,-0.910485,6.01425,5.73512,-2.60961,-3.35482,0.990079,-1.05866,-0.0586053
-721.481,0.99504,0.0586481,5,63,0,726.629,-1.02781,-0.59555,1.43778,-0.868427,-0.443873,-1.49268,-0.419722,0.450219,0.168452,-0.715042,5.35354,4.56252,-11.5489,0.547317,-1.34829,-0.971607,-0.802897,0.569409,-1.53239,-2.00413,-2.27878,1.12763,-1.42169,0.295621,-5.27279,-2.25741,0.0724709,-0.161714,0.641733,-3.53616,-1.67734,1.20531,1.87278,1.62543,0.479148,-2.86468
-720.194,0.998606,0.0514442,6,127,0,725.338,-0.866113,-0.445717,1.0018,-0.573614,-0.74664,-0.962443,-0.624736,0.071571,-0.317554,-0.783581,5.28696,5.15145,-3.29711,-0.72984,0.992042,0.0162378,0.840579,-1.78134,1.8995,1.71215,2.06606,-1.89726,0.419193,-4.06245,15.5,-0.167034,-1.1376,2.34515,0.313721,0.875633,1.35373,0.42798,0.866617,-8.63222,0.482316,-0.0312885
-720.224,0.993004,0.0476545,5,63,0,725.48,-0.910797,-0.460654,0.919972,-0.52406,-0.955176,-1.04655,-0.748867,-0.061709,-0.19565,-0.718855,5.36684,5.16133,-9.5125,-0.11832,-0.837701,0.242539,-1.85793,-1.0337,-2.59032,-1.96656,1.48685,3.20396,0.997874,0.21125,-6.41246,-0.758753,-1.86677,2.26545,-0.136502,-0.307968,-5.40932,-0.636751,1.09691,-2.68325,0.488806,0.542527
-719.515,0.999906,0.0447269,6,63,0,722.802,-0.93287,-0.00546278,1.20759,-1.16187,-0.54454,-0.867292,-0.534942,0.0472416,-0.860116,-0.721868,4.6427,4.84753,-2.66662,1.68875,-1.24976,2.17148,-0.9935,1.22089,0.574935,-0.0195761,-0.533908,-0.164714,0.0516339,1.30192,3.22829,1.57219,-0.492099,-0.901263,0.59849,0.594335,-0.573107,-0.249635,-1.24662,-4.42935,-1.03512,-1.40631
-721.433,0.997212,0.0438514,6,63,0,725.497,-0.900986,0.0837524,1.42484,-1.12135,-0.118736,-0.823724,-0.329933,-0.264189,-0.0340312,-0.341523,4.96457,4.80778,4.80851,0.891526,0.357476,-0.727482,-0.542226,-0.0594199,0.406333,0.813393,-2.77659,-4.54348,-1.31976,-0.400635,18.7262,3.83464,5.50431,-2.55458,2.20104,-0.562926,4.63295,-2.81747,2.52744,5.90426,-0.0616122,-1.91802
-722.841,0.999046,0.0433207,6,63,0,727.279,-1.06733,-0.464235,1.31036,-0.463576,-1.03936,-0.859853,-0.0347805,0.674077,-0.948476,-0.491885,6.65782,4.8146,1.98578,-0.315343,-3.19485,0.534958,1.26904,0.977408,0.115834,-0.387906,-0.736477,-2.07541,-0.158204,-3.0651,9.97259,-2.94487,0.308726,1.29995,-0.631867,-1.81073,8.1511,3.41099,-2.85854,2.39894,2.44706,-1.67689
-721.535,0.999324,0.0435592,6,63,0,725.668,-1.11171,-0.264814,1.24378,-0.769206,-1.16387,-0.657988,-0.249527,0.202108,-0.46464,-0.317786,6.96787,4.67183,-0.987598,-2.05067,0.773778,0.288717,-0.153584,-1.64506,1.52127,2.23751,-2.51346,0.262427,0.0867851,0.191525,-19.3091,-2.57764,0.969556,-1.86358,-1.14541,-1.64533,-6.831,-0.722053,-1.55203,3.42984,2.77646,-1.54074
-720.84,0.996882,0.0442257,6,127,0,724.856,-1.30027,-0.0601247,0.80395,-0.15912,-0.285476,-0.0706132,-0.0280175,0.269193,-0.0285153,0.180257,4.05656,5.61682,2.9011,-0.603618,-0.177016,-1.50307,1.09349,-1.39435,1.82376,-1.12475,0.70222,0.403125,2.90258,-0.447057,-29.3117,-6.20025,-3.72785,0.0511625,0.57695,1.99945,-22.201,-2.45571,-1.14592,-3.5829,-3.64429,2.71156
-719.891,0.999688,0.0448534,4,31,0,723.255,-1.25163,0.117977,0.92683,-0.0873335,-0.0732643,-0.136037,0.206073,0.232962,-0.354843,0.193428,4.52877,5.42904,-2.81461,-1.76032,-0.752945,0.416502,-0.223542,0.930576,1.12558,-0.618461,0.387218,0.190766,-2.70236,2.13157,19.6448,-0.329099,1.69909,2.75107,2.06781,1.44347,25.4839,-2.09168,-4.83644,6.51458,-1.08285,1.26514
-730.891,0.976979,0.0461188,6,79,0,734.415,-1.20767,-0.260919,2.59217,-0.781954,-1.19705,-1.12073,-0.0353632,0.962761,-0.368012,-2.44852,5.42976,4.7868,1.13716,0.71205,-1.02815,-0.0128817,0.168516,0.936968,2.05672,0.105776,-2.63786,3.42689,-1.30531,0.408728,-12.5264,-0.441334,1.32537,-0.432993,-1.02862,-0.74905,-0.128842,0.607872,-0.339679,-5.39008,0.572966,-1.29583
-729.767,0.999092,0.0443585,6,127,0,736.779,-1.16264,0.292053,2.22098,-0.333656,-1.27753,-0.903402,0.167661,0.808253,-0.101353,-2.41128,5.56348,4.86481,-5.42498,-3.03915,2.36759,-2.00883,0.126391,-1.36979,-2.18273,1.20929,-1.67988,-1.76223,-0.678096,-1.17851,0.368495,0.250709,0.930018,0.150469,-1.09153,-0.395943,0.693337,0.486712,-0.0134133,-4.82782,0.878421,-1.25019
-727.909,0.999836,0.0458355,6,127,0,735.309,-1.13346,0.549464,2.18921,-0.332663,-1.38658,-1.1192,-0.543719,0.292629,-0.100097,-2.09231,5.18658,4.915,2.58847,0.797846,-0.34494,-0.0806303,0.032481,-0.697706,-5.27817,-2.48631,-0.00168322,5.95085,-1.70184,0.703918,-3.82986,0.646296,0.605272,0.363931,-1.14513,-0.511561,-0.618814,-0.172362,0.048663,-5.64771,0.156413,-0.838064
-727.064,0.999399,0.0475633,6,63,0,731.451,-0.995891,-1.11865,2.36103,-1.10171,0.987554,-0.71961,-0.446696,-0.0372338,-0.409677,-0.737974,5.65021,5.40195,-3.56552,0.135406,1.7352,0.676694,-0.730674,-0.112515,-1.30098,-0.35464,0.38664,-6.98808,0.27738,-0.291137,2.19868,-4.56357,5.33569,-1.08701,3.63441,0.801241,-1.73833,-1.24258,-0.0975959,12.3523,1.05932,1.56104
-725.437,0.999819,0.0493577,6,63,0,733.032,-0.963932,-0.187928,1.05375,-0.942357,-0.482181,-1.84328,-0.634684,-0.717327,0.48974,-1.2496,4.38562,5.21347,2.47397,-2.36091,2.54397,-0.151722,2.931,1.46921,1.55413,0.376794,-0.949189,1.67326,2.25806,1.29749,0.751711,0.209852,-1.70927,0.308511,0.292178,-1.89391,0.42174,-2.21207,1.81045,-4.10993,-1.817,0.61535
-725.783,0.999705,0.0513322,6,63,0,729.727,-0.943597,-0.725537,1.84793,-1.21696,-0.96991,-1.88058,-0.787406,0.0348826,0.942088,-1.02501,4.09455,5.04957,3.40992,-0.939053,2.20428,-0.452708,-0.908946,1.07736,0.148539,3.00449,-0.0210686,2.0766,0.418453,-1.03398,-3.60451,-1.46443,0.94567,-0.494549,-0.274846,-2.79553,-2.74844,-0.413832,3.53576,2.36686,-2.9018,0.0327832
-728.394,0.997942,0.0533971,6,63,0,734.874,-1.07758,-0.715549,2.64637,-1.14181,-3.08698,-1.18706,-0.625472,-0.327295,-0.929256,-1.16445,5.25828,4.51116,7.40139,-1.40531,1.49229,-0.341179,0.202669,-2.1772,0.134445,-0.382206,3.47661,0.803392,-2.3531,-1.33429,-14.5622,-1.67163,2.22485,-0.597561,-3.12966,-0.729033,-2.68914,-1.81975,-1.16361,-0.155677,0.231428,-2.93938
-725.846,0.992304,0.0552719,6,63,0,733.852,-1.122,0.134058,1.23651,-1.05902,-0.159628,-1.45986,-0.574257,0.733741,0.24956,-0.716937,4.50329,5.60555,-2.20235,-0.896134,2.0159,-0.908973,-3.46492,-2.15672,-2.80276,-1.03113,-0.812573,-1.98603,-0.0140983,-2.51733,-33.9359,0.403509,-2.21911,-1.90799,0.960714,-4.61983,-12.647,1.61725,1.49227,8.47602,-1.92763,2.87117
-721.975,0.999673,0.0562833,6,63,0,728.504,-1.09282,-0.0954856,1.47567,-0.315519,-1.23983,-0.253514,-0.0174337,-0.00227824,-0.718051,-0.518663,6.69006,4.9452,-7.88677,-1.39791,0.734866,-0.311698,0.393444,1.44098,-4.95973,-2.32209,0.133702,1.08561,-0.264214,2.8775,12.8861,-0.503624,1.0914,2.03324,-1.06133,3.13288,6.66015,-2.1705,-2.02682,-1.92536,2.48913,-1.07083
-719.058,0.997984,0.0585696,5,31,0,724.709,-1.11802,0.00315107,1.19954,-0.753171,-1.13232,-0.802274,-0.175026,0.363608,0.27205,-0.503265,5.92862,4.90826,3.70048,0.843321,-2.20375,-0.982266,1.00684,-1.03578,2.68264,1.82286,1.32145,-1.87368,-2.73048,0.352476,-7.00648,-0.0471908,-1.35158,-1.011,-0.905848,-1.92328,-1.84142,0.210216,2.28577,-1.83498,1.42718,-0.689827
-724.778,0.991078,0.0606384,6,127,0,727.136,-1.32523,0.478689,1.62964,-0.674487,0.321758,0.091813,0.501378,0.799464,-0.381741,-0.493624,6.32154,6.00833,4.00281,-0.57097,0.625599,0.818632,0.748983,0.241416,-0.175535,-1.47003,-0.889965,0.460495,2.19658,1.02807,18.1891,1.19044,-0.338615,-2.4798,1.92815,2.9389,12.3557,1.16283,-2.0793,5.62152,2.04526,3.24686
-726.984,0.998708,0.061538,6,63,0,731.181,-1.12046,-0.211072,2.27467,-0.0332043,-1.74503,-1.10106,-0.495992,0.177193,0.298155,-0.91137,3.75863,4.38852,-5.99532,-1.18469,-1.04682,-0.6803,0.143854,-0.451482,-2.1419,-3.16864,-0.0838365,-0.218544,1.88153,-0.486684,-11.6815,-0.909735,1.86728,2.45154,-1.60697,-1.50211,-5.72299,-1.01896,1.36033,1.43821,-4.65673,-3.94431
-723.1,0.998644,0.0638153,6,63,0,732.36,-1.20705,0.197227,1.1854,-1.52632,0.493146,-0.666795,-0.149053,0.329038,-0.295463,-0.696511,5.49289,5.00467,-0.265045,0.370101,2.00286,0.110959,-1.24952,-2.07444,-1.23992,-1.07823,1.60428,-0.711953,-3.21667,-6.12659,-25.5151,0.180414,-3.0673,-4.05934,2.17859,-1.0464,-4.92225,-1.10582,-0.703897,-0.235633,0.621378,0.457992
-725.716,0.99801,0.066136,6,63,0,729.588,-1.46864,0.184086,2.99663,0.0230193,-1.56745,-0.483133,0.746473,1.11447,0.42526,-0.638926,5.03805,5.45204,-1.52392,0.0335286,-1.86016,-1.39256,0.207101,0.765402,2.84433,-1.06938,-1.08935,0.182794,-1.58754,2.29168,7.40464,-2.37491,5.988,0.506186,-1.98277,-2.84496,7.36553,0.997303,0.46881,14.6529,-0.0084691,1.66698
-726.216,0.992053,0.0683872,6,63,0,734.578,-1.38958,1.079,3.13063,-0.0818745,-1.74114,0.239143,0.532934,0.389867,0.116979,-1.18681,5.25796,4.6149,-2.08842,-2.09749,1.05858,0.51225,-0.407216,-1.7885,2.72415,2.07567,0.965808,6.27622,-0.568109,4.32285,-8.1861,1.4079,1.61938,0.514715,-1.70689,1.50467,-0.145404,-1.51286,-0.0902271,-6.00447,0.270287,-2.56706
-720.965,0.997019,0.0695271,6,63,0,732.186,-1.33617,0.466073,1.39209,-0.20347,-1.21178,-0.755778,0.31284,0.463077,0.287649,-0.310267,5.5591,4.59041,6.39736,-3.87013,-4.52236,-0.55154,2.0178,0.70043,-0.734727,2.16108,-0.0752003,1.65338,0.0231516,2.06356,4.12803,2.22139,-0.514289,0.510583,-1.58474,-5.30261,8.89008,-0.885443,1.42235,4.0258,0.896941,-2.96086
-720.983,0.998822,0.0716364,5,31,0,724.354,-1.26303,0.0738352,1.89555,-0.195409,-0.699584,0.273191,0.113309,1.03998,-0.454546,-0.637087,4.78705,5.37092,-3.93841,0.0641976,-1.04796,1.97969,-1.23409,-0.103491,-1.55478,0.495864,0.431394,0.927019,1.24901,-2.5174,3.83086,-1.18271,0.872473,1.00492,-0.278484,4.6588,-1.27076,2.58798,-1.65208,0.163121,-0.647255,1.26947
-721.672,0.996418,0.0741355,5,31,0,724.989,-1.30603,0.637391,1.94037,-0.500525,-0.138956,-0.821191,0.298301,-0.0953033,0.103126,-0.646154,5.65756,4.9677,6.55285,0.368744,-0.658242,0.522287,0.181872,-2.20235,-0.744872,1.55548,1.7569,0.823731,0.734171,-1.6019,-6.09986,2.01978,0.772931,-0.713468,0.746822,-3.05698,3.0881,-4.13295,0.186733,1.18506,1.0099,-0.297105
-721.777,0.997498,0.0761818,6,95,0,724.972,-1.03275,-0.418043,1.18405,-0.643662,-0.892536,-0.383814,-0.308684,0.855445,-0.1233,-0.316193,6.37516,5.18056,-1.04143,0.110145,0.31701,0.836759,0.891142,2.50607,-0.464087,1.35472,1.50112,-2.48632,0.899192,-0.537066,3.79983,-3.38821,1.31053,-0.321028,-0.393562,2.49934,-5.59765,7.75957,0.923022,6.77042,2.08599,0.527869
-722.038,0.970441,0.0784723,5,31,0,729.417,-1.13242,0.338261,1.95999,-0.295876,-0.913761,-1.00178,-0.0530255,0.212587,-0.284726,-0.619161,6.70422,5.38854,13.9025,-1.66995,-0.356703,-0.0611634,-0.118114,1.18985,1.17356,3.23198,0.57735,5.48982,-0.0806465,-0.943804,5.37784,1.94533,3.05525,1.64594,-0.456804,-2.84466,1.69162,-1.15431,-0.415598,2.73695,2.49627,1.35006
-720.609,0.997816,0.0751971,5,31,0,724.134,-1.12197,0.222314,1.72231,-0.54318,-0.381625,-0.630428,-0.092946,0.570343,-0.00881447,-0.75491,6.62963,5.08616,3.90695,0.92131,1.32286,1.02979,-1.2475,-1.51661,1.35911,-1.39096,-0.869433,0.963277,1.11803,2.18817,9.39145,1.04339,0.473491,0.558816,0.548919,0.170037,1.52772,0.816128,0.66133,-3.97295,2.40882,-0.227153
-720.597,0.993974,0.0774829,5,63,0,727.458,-1.37218,0.338226,1.52756,-0.135126,-0.66897,-0.509115,0.41223,0.722831,0.650631,-0.440803,4.28977,4.70257,5.21799,0.435818,-0.034868,0.198529,0.253164,-3.80383,-0.756622,0.547814,1.0503,0.236938,3.86007,0.205028,3.4855,-0.249851,-1.29284,0.569113,-0.43257,-2.80755,6.62019,0.348174,2.70961,-0.318929,-2.06997,-2.31362
-721.436,0.994193,0.0789974,5,63,0,725.382,-1.30544,0.831767,1.66529,-0.701696,-0.88035,-0.348792,0.226817,1.37812,0.44567,-0.688581,5.16142,5.35894,7.03691,-0.221306,1.73073,-0.049138,0.0495433,1.36197,0.186196,0.00663517,-1.46256,-0.942582,2.36275,2.5054,1.60011,2.91493,-1.31507,-1.61061,-0.643753,-0.277683,-0.222016,3.89225,1.33819,0.437273,0.15652,1.27266
-723.131,0.99869,0.0805547,5,63,0,726.121,-1.09735,-0.536226,1.9466,-0.362591,1.05928,-0.7405,-0.148778,0.0200463,-0.719423,-0.883639,4.81254,4.96241,3.18718,-0.817077,0.0273801,0.0793434,-0.86858,0.598085,-1.45813,-3.22696,-0.899805,-0.669223,-0.0143233,-1.21372,2.38646,-2.09469,0.933503,1.42908,3.04123,0.0519473,1.33031,-1.51343,-1.21978,-0.750959,-0.602707,-0.649801
-725.167,0.981907,0.0830627,5,31,0,732.446,-1.00731,-0.19429,0.552845,-1.53521,-1.51861,-0.25351,-0.38168,0.200503,-0.620146,-0.971092,5.39012,4.46943,4.70943,1.74472,1.80207,-0.0961402,-2.61628,-2.31358,-2.06569,1.29989,1.05978,2.54157,0.638404,3.00706,5.21313,0.115307,-3.75949,-1.66327,-1.11755,3.27487,2.25413,-0.0408392,-0.457765,-5.52759,0.603483,-4.31007
-727.861,0.99953,0.0820143,5,31,0,731.643,-0.963746,-0.076437,1.6993,-0.310984,0.31804,-1.83791,-0.388332,0.146453,-0.324322,-0.481282,6.38577,4.53031,-4.22555,0.630663,-1.64377,-0.513064,-1.04138,-0.660997,-2.40071,0.15683,-0.56295,0.760139,-0.366443,-3.915,11.5051,1.26639,5.14588,3.55066,3.00298,-7.25655,0.386665,0.415115,0.420311,14.481,2.12234,-3.29639
-728.045,0.994952,0.084677,5,31,0,734.222,-0.994793,-0.175135,0.243001,-1.62048,-1.37433,0.130068,-0.467005,-0.453915,0.0234348,-0.943422,5.63655,5.16746,-5.24432,0.552471,-2.38785,0.189005,1.94777,-1.77446,1.02411,-1.47472,0.425399,2.26933,2.42904,-2.55918,-1.28775,0.124867,-5.03312,-2.11599,-0.924395,5.24784,0.162698,-2.42182,1.15152,-0.469478,0.995646,0.495713
