# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1220920576
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,index.1
-723.189,0.998683,0.00568406,8,255,0,729.214,-1.01089,0.11494,2.20094,-0.796402,-0.774794,-0.798255,-0.235312,-0.376317,0.0371775,0.389411,6.39894,5.2837,0.998339,0.994952,0.125,0.275652,0.46162,0.210648,0.212051,0.210528,0.249267,0.239134,0.269647,8
-723.319,0.999868,0.00572671,9,511,0,728.146,-1.14927,-0.0865137,2.04752,-0.60828,-0.563277,-1.24628,-0.262755,-0.31951,-0.197448,0.44285,6.47443,5.3521,0.99846,0.995284,0.125,0.233692,0.439664,0.194874,0.19802,0.15431,0.220006,0.215723,0.225009,8
-725.939,0.99993,0.00587287,8,255,0,730.417,-0.900127,-0.635312,0.731141,-0.829243,-0.790473,-0.444542,-0.470145,-0.440202,0.526801,0.637333,6.75046,4.49137,0.998831,0.988919,0.125,0.213319,0.393137,0.193312,0.197195,0.234433,0.231517,0.23493,0.362535,8
-727.147,0.999461,0.00608696,9,511,0,732.149,-1.10235,0.0760094,2.3288,-0.777407,-1.83923,-1.11717,-0.427936,1.10896,-1.66452,0.340958,4.02157,5.72593,0.982391,0.99675,0.125,0.254181,0.423523,0.203038,0.150658,0.184936,0.223002,0.32646,0.15844,8
-727.666,0.999526,0.00634863,9,511,0,734.882,-0.802906,-0.741853,1.08155,-1.75297,0.108145,-1.1212,-0.848115,-0.610197,0.524337,0.432144,6.23672,4.37654,0.998048,0.987587,0.125,0.245364,0.416898,0.173584,0.319478,0.216289,0.236961,0.25605,0.35978,8
-724.015,0.999984,0.00666114,8,255,0,732.359,-1.03679,0.0207962,1.15353,-0.893338,-0.180022,-0.975727,-0.0294034,0.816377,-1.14794,0.448575,6.47235,5.51675,0.998457,0.995997,0.125,0.263576,0.373004,0.191929,0.246466,0.186262,0.259228,0.338365,0.174836,8
-727.378,0.999996,0.00702859,7,127,0,728.982,-1.1274,0.5105,1.32846,-0.502228,0.0825247,-1.09046,-0.351577,1.09252,-1.32712,0.321512,6.95956,5.63852,0.999051,0.996454,0.125,0.276223,0.331748,0.216043,0.249576,0.18573,0.224359,0.315151,0.174497,8
-724.408,0.999819,0.00743916,8,255,0,732.729,-1.00452,-0.187942,1.13492,-0.272203,-0.518086,-0.894319,-0.247978,0.522532,-0.0629854,0.59773,7.75683,5.08956,0.999572,0.993877,0.125,0.246595,0.419179,0.237357,0.211786,0.176669,0.239988,0.333547,0.260732,8
-718.265,0.999967,0.00788629,8,255,0,730.075,-0.67354,-0.549005,0.515966,-0.570962,-0.93466,-0.918933,-0.621662,-0.270127,-0.684306,0.995552,4.83761,5.22758,0.992136,0.994662,0.125,0.227918,0.460118,0.224095,0.167417,0.169611,0.215441,0.280403,0.205086,8
-720.979,0.999977,0.00837603,8,511,0,723.874,-0.574877,-0.828525,0.48899,-0.638412,-0.764311,-0.983786,-0.498873,-0.332443,-0.204502,1.09945,5.93483,4.92739,0.997361,0.992807,0.125,0.184553,0.490687,0.218099,0.195416,0.160233,0.245388,0.280824,0.310086,8
-723.681,0.998341,0.00890429,7,127,0,729.181,-0.887682,-0.0376523,0.393024,-0.890533,-0.632822,-0.873094,-0.283161,-0.0967433,-1.40791,0.640615,6.3849,5.09865,0.998316,0.993932,0.125,0.286631,0.346173,0.188747,0.215332,0.190464,0.255578,0.278954,0.143121,8
-720.63,0.999996,0.0094244,8,255,0,727.639,-1.18426,-0.401893,1.29758,-0.527919,0.036939,-0.495467,-0.0122089,0.282584,0.430466,0.476826,5.00359,4.8474,0.993331,0.992212,0.125,0.201669,0.362267,0.192168,0.237462,0.194581,0.233244,0.259318,0.27309,8
-726.399,0.999123,0.0100253,7,255,0,738.204,-1.12363,0.730959,1.87256,-0.744625,-1.45447,-0.421546,-0.0311803,1.1095,-1.44793,0.460598,6.77446,4.95066,0.998859,0.992971,0.125,0.312824,0.435086,0.18746,0.142637,0.211186,0.24269,0.351467,0.143006,8
-729.669,0.999888,0.0106359,8,255,0,739.175,-1.47136,1.55328,2.54786,-1.2613,-0.396069,0.930359,1.12313,1.0751,0.101343,0.330157,5.7613,4.55712,0.996863,0.989617,0.125,0.277172,0.347472,0.131497,0.167685,0.237906,0.249636,0.246678,0.19187,8
-722.905,0.999957,0.0113049,7,255,0,734.754,-1.13716,0.349209,2.69941,-0.363215,-1.44804,-0.743904,-0.358641,0.231582,-0.0525197,0.463504,5.33342,5.13461,0.995196,0.994145,0.125,0.273825,0.528477,0.213239,0.14084,0.185131,0.213595,0.263119,0.238394,8
-720.539,0.998889,0.012012,8,255,0,727.111,-1.09627,0.0151693,0.96965,-0.634075,0.415453,-0.235397,-0.216635,0.551254,-0.199305,0.606387,4.77695,4.71765,0.991649,0.991143,0.125,0.25217,0.375595,0.185312,0.30062,0.224608,0.226596,0.318213,0.228443,8
-722.937,0.98962,0.0127167,7,255,0,731.067,-1.15831,0.0941603,1.96919,-0.778267,-2.20976,-0.739826,-0.0906929,-0.157919,0.419577,0.431171,4.32185,5.05372,0.986899,0.993655,0.125,0.246437,0.423299,0.183341,0.108023,0.185836,0.231936,0.226813,0.273409,8
-724.416,0.998812,0.0131076,7,255,0,729.159,-1.25915,0.383082,2.30887,0.290113,-1.68127,-0.436658,0.222214,1.02235,0.21757,0.289722,5.25612,5.69411,0.994812,0.996646,0.125,0.240825,0.356585,0.235935,0.148521,0.200102,0.232407,0.276288,0.232167,8
-724.85,0.994233,0.0138563,8,255,0,730.925,-0.613898,-0.82377,0.44463,-0.607166,-1.02167,-1.78099,-1.12214,-0.782928,-1.05582,0.566427,6.02316,5.61018,0.997584,0.996353,0.125,0.253411,0.410464,0.277316,0.232794,0.164833,0.222785,0.257812,0.229357,8
-726.935,0.999804,0.0144519,7,255,0,732.439,-1.39775,0.792411,2.62835,-0.892325,-0.800887,0.176213,0.762742,1.72773,0.524594,0.325148,3.90639,4.5694,0.980284,0.989742,0.125,0.242302,0.367455,0.156054,0.16001,0.207435,0.240535,0.302382,0.226675,8
-727.486,0.995557,0.0152948,7,127,0,733.657,-1.2352,0.727453,2.29596,0.616157,-0.7956,-0.696459,0.221277,0.49658,0.723655,0.276919,6.53902,5.88502,0.998556,0.997227,0.125,0.262358,0.354481,0.256437,0.189155,0.193401,0.236147,0.250174,0.262154,8
-724.315,0.994181,0.0159863,7,127,0,735.131,-1.36183,0.470741,2.07592,-0.578118,-0.124415,0.311198,0.457555,0.249861,-0.427911,0.573593,5.16792,6.22745,0.994336,0.998029,0.125,0.251277,0.45733,0.155325,0.192602,0.234455,0.249857,0.228199,0.166967,8
-728.533,0.999822,0.0166345,7,127,0,732.622,-1.33134,0.540754,2.62522,0.252027,1.29951,0.302754,0.338942,0.811842,-0.53895,0.357848,5.46466,6.4192,0.995784,0.998373,0.125,0.242719,0.403259,0.224236,0.296023,0.22741,0.229693,0.260992,0.178844,8
-722.206,0.998413,0.0175592,7,127,0,731.761,-1.3073,0.0334715,2.4298,-0.659514,0.294088,-0.0944135,0.426813,0.631507,-0.710845,0.378338,4.81987,5.0193,0.991997,0.993434,0.125,0.215069,0.404195,0.174104,0.232181,0.207014,0.241253,0.255712,0.171329,8
-723.233,0.985937,0.0184484,7,127,0,730.678,-0.941727,0.0534871,0.716103,-0.989271,-1.89792,-1.28421,-0.384556,0.198128,-0.0963802,0.523266,6.69372,5.11418,0.998763,0.994025,0.125,0.286235,0.361926,0.188562,0.126215,0.166074,0.241779,0.301945,0.270486,8
-720.414,0.988387,0.01874,6,63,0,727.604,-0.907454,-0.598678,1.11618,-0.826196,-1.74897,-0.530498,-0.4658,-0.121221,-0.466599,0.773126,5.99701,5.21837,0.99752,0.994613,0.125,0.20257,0.488876,0.175635,0.0945223,0.211219,0.219673,0.268711,0.219567,8
-722.386,0.991868,0.0191508,6,127,0,725.804,-0.775996,-0.174785,0.446376,-1.26959,-0.144363,-1.27998,-0.681715,-0.082328,-0.636276,0.721359,4.64487,5.77389,0.990481,0.996902,0.125,0.288623,0.38841,0.155535,0.29315,0.154554,0.219641,0.302508,0.225311,8
-722.944,0.998571,0.019738,7,127,0,727.384,-0.967136,-0.483347,1.28325,-1.69459,-0.152027,-0.957616,-0.989562,-0.18835,-0.556653,0.326386,5.457,4.96829,0.995752,0.993093,0.125,0.245105,0.366259,0.179428,0.26566,0.217603,0.215833,0.263354,0.240705,8
-719.892,0.995456,0.0206835,7,127,0,727.453,-1.02594,-0.137748,1.2454,-0.534316,-1.15407,-0.734917,-0.393126,0.216645,0.0995055,0.812695,4.73811,5.44563,0.991321,0.995703,0.125,0.242709,0.496547,0.188441,0.123052,0.164764,0.206619,0.29946,0.279877,8
-722.03,0.999607,0.0214837,6,127,0,726.321,-1.07021,0.529649,2.07883,-0.599675,-0.207237,-0.312619,-0.36265,0.621248,-0.749823,0.469838,5.44306,4.72349,0.995692,0.991194,0.125,0.305475,0.476643,0.205551,0.237294,0.22845,0.224333,0.314682,0.19427,8
-724.374,0.980939,0.0225333,6,127,0,727.982,-1.27947,0.687077,2.29957,-0.979783,-0.271962,-0.333416,-0.239067,0.549644,-0.796778,0.545714,5.35207,4.92747,0.995284,0.992807,0.125,0.288123,0.49386,0.140138,0.193429,0.188251,0.196245,0.272987,0.15261,8
-726.762,0.999974,0.0225317,6,63,0,728.481,-1.3938,0.390984,2.45005,-0.296459,-0.980458,-0.0822094,0.774588,0.130932,-0.970943,0.270504,5.59407,4.81081,0.996294,0.991924,0.125,0.216185,0.324963,0.186336,0.159894,0.195283,0.234285,0.204503,0.16024,8
-719.798,0.996505,0.0236203,6,127,0,730.238,-1.2417,0.0649767,1.54739,-0.0759746,0.00694314,-0.246371,0.0359197,0.998541,0.334378,0.550665,5.55483,5.03308,0.996146,0.993523,0.125,0.230424,0.403812,0.216949,0.224806,0.201432,0.227599,0.333624,0.257774,8
-718.294,0.99848,0.0245282,7,127,0,721.148,-1.27735,0.132365,0.938747,-0.0985513,-0.764098,-0.203987,0.102962,0.629667,0.27782,0.864934,4.45183,5.0786,0.988477,0.99381,0.125,0.238148,0.385707,0.20382,0.125841,0.18942,0.233564,0.324596,0.261719,8
-724.562,0.992853,0.0255759,6,63,0,727.089,-1.21278,0.580439,3.12119,-0.782587,0.437689,-1.13188,0.00059855,0.861316,-0.732062,0.311083,4.84761,5.57586,0.992214,0.996226,0.125,0.262655,0.439835,0.189045,0.254146,0.172946,0.229242,0.279924,0.191466,8
-724.802,0.994625,0.0262839,6,111,0,728.483,-1.21528,-0.348616,2.05711,-1.1384,0.14344,-1.41963,0.0803596,1.39893,-0.584011,0.271322,4.73964,4.74954,0.991334,0.991419,0.125,0.212509,0.341382,0.17885,0.235707,0.167918,0.232638,0.302437,0.202017,8
-724.818,0.999451,0.027112,7,127,0,731.867,-1.19608,0.385895,2.06937,-0.532463,0.139965,-0.28924,0.207254,-0.0475955,-1.01785,0.242529,5.78707,5.1316,0.996942,0.994128,0.125,0.249275,0.333101,0.209952,0.238281,0.219904,0.241255,0.230123,0.191091,8
-727.321,0.982752,0.0282749,5,31,0,731.813,-1.3309,0.21282,1.87301,-0.142978,0.807433,-0.424773,0.0334209,0.678515,-1.5045,0.685554,5.54071,5.28541,0.996092,0.994961,0.125,0.234154,0.488288,0.193266,0.314888,0.164914,0.212823,0.29614,0.0860914,8
-723.927,0.999908,0.0283126,6,127,0,735.145,-1.05263,0.221712,1.85041,-0.337096,0.841794,-0.640103,-0.127253,0.225267,-1.26415,0.551726,5.17709,5.00818,0.994387,0.993361,0.125,0.282863,0.492073,0.224677,0.357051,0.196899,0.245485,0.283261,0.148035,8
-730.261,0.999774,0.0295218,6,63,0,732.629,-1.08853,0.322501,1.65531,-1.46757,1.57607,-0.918098,-0.0499187,1.00859,-1.425,0.233998,4.15372,5.99077,0.984537,0.997505,0.125,0.26638,0.331547,0.192796,0.327451,0.213599,0.2497,0.298903,0.194351,8
-730.246,0.997427,0.0307499,6,95,0,738.255,-1.0868,-0.305993,0.955461,-1.02188,-0.458258,-1.33815,-0.84319,-0.759301,-1.07714,0.135262,5.86059,4.37339,0.997159,0.987549,0.125,0.244496,0.277367,0.227055,0.240712,0.219634,0.231324,0.233348,0.225745,8
-725.203,0.997094,0.0318303,7,127,0,735.481,-1.08203,0.163154,1.49257,-0.976392,0.994352,-0.857557,0.037902,0.124217,-0.0322925,0.2996,5.07915,5.92587,0.993813,0.997338,0.125,0.262474,0.346411,0.201885,0.313432,0.207682,0.255275,0.260222,0.251298,8
-724.781,0.999344,0.032902,6,63,0,728.8,-1.18638,-0.753406,1.87921,-0.550769,-1.91051,-0.6225,-0.126575,0.583669,-0.597694,0.652132,5.23672,4.4301,0.99471,0.988227,0.125,0.157401,0.509779,0.17573,0.0807439,0.169057,0.219442,0.308798,0.171341,8
-726.856,0.893084,0.034166,5,63,0,735.575,-1.07788,0.493361,1.03403,-1.58068,-2.08052,-0.389355,0.0863695,-0.135235,-0.32212,0.268868,4.84911,5.4174,0.992226,0.995581,0.125,0.279845,0.310056,0.181998,0.162838,0.234592,0.258332,0.247082,0.237853,8
-724.247,0.998451,0.0277781,7,127,0,731.528,-1.07411,-0.609288,1.63879,0.0451949,0.255353,-1.39531,-0.0243621,0.601075,-0.077433,0.457074,6.00392,5.41158,0.997537,0.995555,0.125,0.205446,0.419444,0.258563,0.277401,0.152922,0.252515,0.31016,0.247964,8
-722.616,0.954457,0.0287931,6,63,0,729.046,-0.955556,0.441684,1.88836,-1.33807,-1.03247,-0.664166,-0.280877,-0.307492,-0.784097,0.459896,5.52419,5.02777,0.996027,0.993489,0.125,0.320293,0.478237,0.172084,0.193039,0.220801,0.252612,0.250308,0.211458,8
-728.244,0.999616,0.0269943,6,63,0,734.271,-1.08244,-0.112439,0.630466,-0.865479,-0.470208,-0.157682,-0.573803,0.871146,-1.01024,0.424322,3.60365,4.90489,0.973497,0.992644,0.125,0.244134,0.306844,0.190051,0.217218,0.240609,0.209836,0.328983,0.180775,8
-723.835,0.990881,0.0280364,6,127,0,733.771,-0.826306,-0.660957,0.90222,-0.99128,-1.31137,-1.63573,-0.576522,-1.09488,-0.474516,0.410923,4.97865,4.9611,0.993164,0.993044,0.125,0.250132,0.388039,0.225544,0.2034,0.182655,0.256696,0.218195,0.264775,8
-732.214,0.949152,0.028536,5,31,0,735.007,-0.513513,-0.34978,0.183642,-0.58806,-1.157,-1.38227,-0.960104,-1.3003,0.288474,0.594226,5.25507,4.68725,0.994806,0.990872,0.125,0.327093,0.400259,0.296723,0.231292,0.208351,0.252744,0.216499,0.415301,8
-724.284,0.999549,0.0264574,5,31,0,734.915,-0.971064,-0.334852,0.644075,-1.35212,-1.38407,-1.24101,-0.614453,-0.916577,-0.537053,0.507727,5.13667,4.77577,0.994157,0.991639,0.125,0.242123,0.344332,0.160088,0.157919,0.16782,0.217034,0.192098,0.223786,8
-723.791,0.999217,0.0274445,6,63,0,729.114,-0.757064,-0.970751,0.923089,-1.60525,-1.41861,-1.33585,-0.98124,0.274383,-0.915761,0.484375,6.40972,5.70679,0.998357,0.996688,0.125,0.226659,0.423129,0.17732,0.190895,0.197164,0.22577,0.348836,0.231362,8
-722.89,0.95385,0.0284303,6,63,0,728.738,-0.576079,-0.782217,0.11393,-1.79078,-1.38977,-1.28343,-0.83197,-0.587398,-1.00241,0.707511,6.36025,5.29846,0.998274,0.995026,0.125,0.244252,0.378605,0.136688,0.173739,0.184806,0.237813,0.270582,0.21665,8
-725.067,0.990687,0.0266539,6,63,0,729.597,-0.454851,-0.583088,0.598584,-1.61242,-0.899966,-1.00684,-0.911529,-0.388557,-1.04893,0.780612,6.35309,6.32857,0.998262,0.998219,0.125,0.286996,0.503103,0.152707,0.239145,0.224296,0.237506,0.319045,0.218632,8
-723.676,0.999191,0.0270882,6,63,0,731.053,-0.654232,-0.304657,0.289718,-1.04433,-1.07894,-0.506245,-0.304226,-0.316216,-0.607592,1.60749,5.04976,4.13817,0.99363,0.984298,0.125,0.241593,0.453011,0.0884277,0.0840441,0.187244,0.24172,0.238205,0.163703,8
-720.605,0.997922,0.0280305,5,31,0,730.418,-0.563776,-0.287186,0.329045,-1.02712,-1.12155,-0.599958,-0.431204,-0.309976,-0.387522,1.53521,5.09624,4.30661,0.993918,0.9867,0.125,0.268025,0.485349,0.10521,0.0923226,0.184697,0.226923,0.261217,0.238902,8
-722.569,0.99967,0.0289107,6,63,0,726.861,-0.805224,-0.584144,1.22802,-0.752072,-2.03815,-1.49501,-0.599386,-0.262725,-0.960715,0.58808,5.63643,5.79498,0.996447,0.996966,0.125,0.240718,0.47925,0.223133,0.118802,0.156512,0.239083,0.276933,0.202587,8
-730.03,0.995696,0.0299149,5,31,0,732.547,-0.829478,-0.776787,0.276516,-2.15336,-2.27431,-0.686472,-0.859179,0.578973,-0.72763,0.393152,5.29224,6.32616,0.994995,0.998214,0.125,0.243263,0.327224,0.157616,0.151404,0.249859,0.237349,0.35392,0.246838,8
-734.161,0.919879,0.0306771,6,63,0,744.755,-1.38429,-0.259946,3.31816,0.72585,-1.2423,-1.08521,0.24076,-0.331898,0.392575,0.246091,4.01472,4.18734,0.982272,0.98504,0.125,0.190269,0.361762,0.230469,0.155774,0.160926,0.20998,0.187556,0.216245,8
-726.441,0.999475,0.0267876,7,127,0,738.625,-1.16416,-0.365083,2.66225,0.406156,-1.61344,-1.35108,-0.0599457,-0.490622,0.465742,0.310981,5.47269,4.9285,0.995818,0.992815,0.125,0.217943,0.416721,0.261564,0.15897,0.170185,0.234549,0.211362,0.265159,8
-723.841,0.90569,0.0276899,7,127,0,733.081,-1.15792,-0.479976,2.28529,-0.346515,-1.01288,-0.684122,0.134368,-0.270171,0.743196,0.355996,5.70223,4.78197,0.996673,0.99169,0.125,0.209359,0.414749,0.217332,0.179682,0.197583,0.247854,0.221991,0.290419,8
-722.135,0.999496,0.0235122,6,127,0,727.752,-1.3307,0.281349,2.39785,0.024368,-1.04722,0.223562,0.239299,0.578097,0.308616,0.486762,6.2513,4.85692,0.998076,0.992286,0.125,0.232588,0.459211,0.211011,0.136998,0.227605,0.228955,0.259358,0.234966,8
-723.054,0.971381,0.0243061,7,127,0,732.947,-1.29204,0.743315,2.4154,-0.556489,-0.558483,-0.03797,0.165833,1.24023,0.340884,0.49109,6.183,5.71723,0.99794,0.996722,0.125,0.283532,0.473558,0.172883,0.172743,0.212371,0.229594,0.335597,0.245152,8
-728.688,0.998026,0.0236947,6,63,0,730.148,-1.38609,1.25129,2.33185,-0.47169,-0.37355,-1.1696,0.833875,1.56143,0.64372,0.32445,6.711,5.76399,0.998784,0.996871,0.125,0.27287,0.347618,0.176661,0.18134,0.146094,0.246839,0.293284,0.235549,8
-728.699,0.999515,0.024404,7,127,0,737.662,-1.02598,-1.80236,1.67051,-0.43644,-1.43663,0.0226207,-0.935308,-0.0774292,-0.8219,0.239598,4.8798,4.69024,0.992459,0.990899,0.125,0.188801,0.348481,0.24406,0.202589,0.264919,0.222687,0.260277,0.227426,8
-728.661,0.99718,0.0252,6,63,0,734.503,-1.02844,-1.41645,2.21076,-0.844269,-1.41237,-0.559376,-0.161621,-0.779178,0.204267,0.370046,5.1062,6.19445,0.993977,0.997963,0.125,0.174712,0.447603,0.207369,0.17493,0.225232,0.251948,0.211356,0.278312,8
-725.643,0.998413,0.0258862,6,63,0,733.6,-1.03392,-1.49042,2.00604,-0.504448,-1.11753,-0.565187,-0.478348,-0.247467,0.140586,0.406525,5.1824,5.77742,0.994417,0.996913,0.125,0.16249,0.445611,0.224611,0.184188,0.22034,0.226464,0.243327,0.273533,8
-728.633,0.962705,0.0266467,6,63,0,734.108,-1.27702,1.65447,1.51223,-0.432801,-0.778831,-0.340577,0.496068,1.27326,-0.313128,0.453665,4.16055,4.45443,0.984641,0.988507,0.125,0.371347,0.356412,0.186432,0.163783,0.192861,0.258847,0.331948,0.194807,8
-726.461,0.999978,0.0255123,6,127,0,734.292,-1.44925,1.00573,1.13165,-0.468978,-0.999204,-0.3427,0.559253,1.03481,-0.600077,0.569837,4.03956,4.62123,0.982699,0.990255,0.125,0.293975,0.309086,0.152323,0.11726,0.161849,0.244056,0.297427,0.142926,8
-723.89,0.993542,0.0263316,6,63,0,732.207,-1.14961,-0.618073,2.18364,-0.445392,-0.602603,-0.771711,0.356224,-0.000246519,0.4316,0.406153,5.12599,5.63622,0.994095,0.996446,0.125,0.197715,0.434697,0.209076,0.198713,0.188003,0.267974,0.240543,0.274022,8
-725.258,0.99206,0.0268181,6,63,0,730.309,-1.21781,0.11729,1.77612,0.330255,0.264322,-0.313521,0.0326198,1.69878,0.512174,0.510357,4.83807,4.89228,0.99214,0.992552,0.125,0.23904,0.422783,0.259367,0.252955,0.20136,0.231268,0.413181,0.277595,8
-723.999,0.979694,0.0272249,6,63,0,732.075,-1.29244,-0.116655,1.88013,0.176497,0.317752,-0.415109,0.085926,1.53465,0.471605,0.553495,4.85067,4.63032,0.992238,0.990343,0.125,0.204726,0.43738,0.23241,0.246648,0.179137,0.223587,0.391022,0.26281,8
-724.77,0.972758,0.0269626,7,191,0,730.617,-0.791445,-0.649949,0.840015,-0.860593,-1.19876,-0.771992,-0.718368,0.51834,-1.97486,0.50781,5.20134,4.6768,0.994521,0.990777,0.125,0.245734,0.40978,0.226451,0.197786,0.234429,0.239351,0.370931,0.142546,8
-723.084,0.99963,0.02634,6,63,0,730.766,-1.09703,-0.344421,1.42831,-0.741577,-1.17524,-1.16223,-0.0982094,-0.0728904,-1.19641,0.576277,5.00543,4.28461,0.993343,0.986408,0.125,0.214922,0.431945,0.178817,0.14501,0.145941,0.239828,0.242498,0.143503,8
-728.535,0.99179,0.0271253,5,31,0,730.933,-1.08919,-0.807641,1.6072,-0.837595,-1.20265,-1.15655,0.0692012,-0.215042,-1.20633,0.613242,4.95539,4.07246,0.993004,0.98325,0.125,0.170164,0.474128,0.167586,0.138631,0.142042,0.25985,0.22775,0.138362,8
-726.175,0.998878,0.0274994,6,63,0,732.527,-0.912949,-0.00514315,1.9737,-0.451573,-1.39045,-1.46626,-1.39359,-0.155096,-0.669586,0.242541,5.24031,5.65607,0.994729,0.996516,0.125,0.286142,0.393113,0.264546,0.222667,0.219501,0.222535,0.278771,0.254387,8
-724.462,0.99918,0.0282577,6,127,0,732.377,-1.38125,0.128175,2.14113,-0.73289,0.774844,-0.781953,0.82763,0.704291,0.163473,0.377025,5.25797,5.1114,0.994821,0.994008,0.125,0.208677,0.360317,0.160089,0.251786,0.157618,0.255554,0.246808,0.210883,8
