# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_sigma.1,g_se,g_sp
-729.209,0.995192,0.0184636,6,63,0,733.125,-1.26427,0.158143,-0.979035,0.744871,0.117156,0.225806,1.00905,-1.10541,-0.262266,0.926588,-0.626691,-0.874752,3.31004,5.27509,-0.0783114,-0.351776,-0.786426,1.29491,-1.36039,-0.403031,0.41522,0.625484,0.239705,-0.654323,0.401869,-1.42842,-0.0647862,-0.372044,5.60195,1.55263,1.42123,-0.399732,-0.850893,0.623887,5.12224,-1.30418,-0.68146,-1.14537,-1.26717,-0.626951,-6.71194,0.786205
-726.406,0.995277,0.0189858,7,127,0,734.444,-1.31443,-0.309818,-0.485687,1.26394,0.207615,0.0262439,0.215528,-0.622391,0.00421446,1.98537,-0.255827,-0.808875,5.76586,5.73008,-0.108456,0.676662,0.640313,0.838784,-0.616758,-0.268691,0.928603,-0.949203,-0.482415,-0.946068,-0.848931,-0.335903,-3.11569,0.780282,-15.9793,-0.767307,2.51334,2.93542,-0.50139,-1.2258,-7.27582,-0.561265,-0.220815,1.20653,-0.60482,-3.04748,1.1432,2.82053
-725.34,0.999482,0.0196023,7,127,0,732.536,-1.40009,-0.0681234,-0.230913,0.757838,-0.168119,0.423249,0.895563,0.0244017,0.674386,1.73134,0.170956,-0.469127,5.18455,5.46112,0.576137,0.874908,-0.675538,-1.88133,0.990642,0.440387,1.3243,1.11384,0.913409,-0.90492,0.838842,-0.279921,-1.18633,-1.13467,14.0737,-0.567919,3.92147,0.096561,-5.68077,2.80571,9.55189,0.68475,1.67299,1.15305,0.252455,7.58933,0.303433,1.48816
-728.528,0.991014,0.0205582,7,127,0,733.996,-1.40179,0.313576,-1.99718,0.858346,0.607655,1.03492,1.78175,-0.679587,0.0842444,1.68602,-0.110959,-1.06956,4.49611,4.88311,-0.834296,-0.666317,-2.08729,0.109359,-1.28413,0.147314,-0.950952,0.0939652,-0.605971,-0.418261,0.601704,-0.292456,0.871708,1.04669,19.0991,1.09044,-0.576127,-1.00569,0.423405,3.66615,8.0563,-0.669992,-0.179108,0.18065,-0.372182,6.40169,-1.17387,-1.68661
-728.766,0.999565,0.0210534,7,127,0,733.16,-1.00709,-1.28712,-2.04963,-0.171032,-0.483228,-0.911835,-0.73782,-0.396817,-0.780833,0.207917,-0.631444,-1.1571,6.15884,4.95365,-0.260631,-0.654281,-0.202376,-1.67583,-0.428655,1.31393,0.78363,0.0108891,0.772978,0.272502,0.543537,-0.218464,-1.30706,0.441468,-18.5256,-1.24215,-0.132122,-1.45798,-0.262213,-1.4573,-6.01641,0.359009,-0.795179,-1.38585,-0.359407,-0.96021,1.7284,-0.167519
-729.58,0.99949,0.0221585,7,127,0,734.22,-1.42138,-0.118401,-1.51715,1.87463,0.36313,1.04208,0.685856,-0.0111862,1.19724,2.38539,1.32455,-0.814259,5.09834,5.16517,0.600415,0.785284,-0.300709,-0.603805,0.291239,-0.510298,0.953218,-0.71074,0.0108548,0.896089,-0.573048,1.03371,-1.83782,0.714193,15.9721,-0.665833,0.317373,5.63287,-0.71751,6.13301,-3.14653,0.382931,2.18231,1.83026,2.98198,8.10023,0.158882,0.0630322
-731.055,0.999864,0.0233344,6,63,0,735.609,-1.68023,0.80204,-1.19845,1.0516,0.844916,0.90985,1.97923,-0.712189,1.7367,2.67101,0.572201,-0.786052,4.98489,4.85276,0.156133,-1.24804,-0.313638,0.803454,-1.61644,0.880626,0.542481,0.579892,0.247326,0.26293,1.386,0.827552,0.0956629,0.133574,11.1884,1.70558,0.475424,-2.34155,-0.573302,0.554519,11.0886,-1.25356,2.77093,1.7923,0.301396,10.7937,-0.107397,-1.57333
-730.034,0.996558,0.0246098,6,127,0,736.833,-1.53777,0.339998,-1.74975,1.0054,0.765762,1.45267,1.64389,-0.836007,1.53323,1.94941,-0.111302,-1.20754,5.28127,4.75859,0.333479,1.16955,1.14492,-0.30097,0.121349,-0.410805,1.85406,0.0201918,0.948591,1.72895,1.39534,0.919859,-0.584433,-0.271282,-11.2392,0.269475,-0.473939,-1.41859,-0.223128,3.18624,1.01719,-0.978788,1.83993,0.420375,-0.545526,-7.00643,0.302666,-1.54749
-728.871,0.998704,0.025707,6,127,0,737.892,-1.50211,0.144264,-2.04165,1.22956,1.09857,1.28648,1.11016,-1.01195,0.871252,1.84974,-0.720312,-1.10182,5.51392,4.61968,-0.627911,-0.712213,-0.85373,0.7632,0.837048,-1.23944,-1.88919,-0.405423,-2.36177,-0.396408,-1.81143,0.651936,0.646286,0.00729901,-9.46441,0.00533623,-0.765666,-0.313248,1.6237,3.69139,-1.63135,-1.21416,0.952979,0.300564,-1.47902,-6.60584,0.745971,-2.56275
-724.418,0.999883,0.027022,6,63,0,731.602,-1.00364,-0.0646458,-1.76477,0.419365,-0.252873,-0.592003,-0.17507,-0.0179126,-0.364546,1.51519,0.387896,-0.699268,5.1817,5.63662,-0.406704,1.33652,-0.323148,1.49813,1.19195,0.0994852,0.644017,-1.01939,0.687439,1.7991,-1.28292,0.634522,0.653793,-0.999727,12.0309,3.80977,0.717752,1.63083,0.254545,-1.92635,-3.77155,1.46913,-0.243885,1.29529,2.33259,-2.98475,0.273508,2.10542
-725.617,0.990705,0.0284935,6,127,0,732.027,-1.47742,-0.276633,-2.30293,0.590954,0.463175,0.788484,1.06067,0.340971,-0.320609,1.74146,0.298385,-0.496294,6.28056,5.25976,-0.430506,0.178749,-0.339433,1.89285,0.305186,1.74547,0.355141,-0.437121,0.899341,-0.686976,-0.958092,-1.15832,0.624912,-1.23191,13.4421,-2.81724,-1.07509,-2.86235,0.127405,6.89648,10.3734,1.34902,-1.69771,0.76777,0.404952,9.10296,1.98474,0.565806
-725.378,0.999699,0.0292543,6,63,0,732.555,-1.53089,-0.210679,-2.50252,0.674986,0.770968,0.589334,0.843869,0.224886,-0.465474,2.38031,0.192803,-0.513694,6.49044,5.23277,-1.19954,-0.671465,0.690324,-0.795324,-1.21071,1.13426,1.02624,0.597458,0.369826,-2.50956,0.42914,-0.309805,-0.648759,0.235433,-7.09386,-2.80069,-1.45449,-2.83741,2.66903,2.06247,0.194522,0.851683,-2.15867,2.81841,-0.174592,-1.16499,2.20782,0.838166
-726.129,0.987799,0.0308069,6,127,0,736.892,-1.05651,-0.659183,-1.33879,0.386931,-0.641759,-0.872084,0.188007,-1.40621,-0.652059,0.969495,0.453895,-0.574008,4.20747,5.0156,-0.0480945,-0.660392,0.357606,-0.064087,1.48674,0.310538,-1.5255,-0.262985,1.05555,-1.72408,-2.07838,-1.19491,-1.26295,-2.1962,-9.09807,-0.937711,1.6183,1.03029,-4.36641,-7.05187,2.40945,-1.84164,-1.26437,-0.363854,2.66654,4.95734,-2.56906,0.0575601
-727.312,0.995843,0.0313553,6,127,0,735.188,-1.09857,-0.751996,-3.57236,0.0954387,0.201217,-0.548375,0.388716,0.197223,-0.848018,2.09341,-1.15907,-0.810543,5.70485,5.14769,-0.500492,-0.314253,0.722868,-1.72439,-1.43259,1.89898,-1.15498,-0.898801,-0.87584,0.299016,0.929337,-1.03753,-1.13962,-0.103801,5.30657,-0.932508,-2.4991,-1.7493,2.42702,-2.23851,3.56419,1.55433,-1.43026,2.20457,-1.9564,0.0975933,1.13872,0.162864
-727.034,0.994431,0.0326321,6,127,0,736.262,-1.19418,-0.198263,-1.30437,0.745384,-0.406787,0.123648,0.0815559,-2.18811,0.152879,1.90049,-0.165816,-0.801447,6.36098,4.86048,0.0602203,-0.0661605,-2.23572,-0.608503,1.20096,-1.0207,-1.10494,1.29555,-1.03088,1.42861,-1.33705,-1.37703,0.533447,-0.789765,-4.39857,1.03777,1.15219,1.27535,-2.67202,2.10983,-4.65635,-2.91914,0.486899,1.45546,0.032861,-2.05305,2.04234,-1.06157
-729.696,0.968624,0.0338093,6,63,0,736.187,-1.42212,-0.718217,-2.08973,0.936636,0.340378,-0.261014,1.38504,-1.52931,0.0380872,2.14129,-0.61482,-1.01743,4.15333,4.75649,-0.389905,-0.259283,-0.737092,0.147444,1.03473,-0.00622569,-0.122196,1.67819,-0.167922,-0.309923,-0.18258,0.751958,-2.14168,1.72749,-20.503,-2.37049,-0.715739,-0.832248,-0.885729,-3.7288,3.84331,-1.92873,-0.306022,0.961617,-1.30699,-1.58997,-3.00468,-0.989923
-730.376,0.992649,0.0326209,6,63,0,736.079,-1.12398,0.0270455,-2.4818,1.47973,0.59776,-0.495038,0.536373,-2.31988,0.253038,1.33598,-0.759138,-1.25656,4.16202,5.1365,0.941176,-1.10911,0.334358,-0.294896,0.031921,-0.352833,2.24809,0.525263,-0.261294,1.44018,-0.0948461,0.174488,-0.90015,-0.802609,17.5456,1.67224,-1.01378,2.84534,2.3601,-0.922408,1.09346,-2.48515,0.55154,0.207939,-0.821247,-1.73056,-2.21609,-0.163348
-729.123,0.995652,0.0336165,6,63,0,735.564,-1.05094,-0.346193,-1.68111,0.387961,-0.618265,-0.756228,0.166385,1.00523,-0.53601,1.55924,0.702528,-0.652845,6.47273,4.87783,-1.23628,0.427804,-0.989859,-0.897827,-0.667844,1.74146,0.275251,-1.67946,-1.30142,1.01614,0.258347,-0.397065,0.228161,0.0755346,12.4612,1.64944,0.830336,1.15226,-3.20247,-4.36785,2.57933,4.21831,-0.779536,1.43796,3.3997,4.70078,2.22736,-1.37419
-729.04,0.998751,0.0349053,6,63,0,735.7,-1.22813,-0.618306,-1.80032,0.392319,-0.53203,-0.74283,0.53412,0.849427,-0.259516,1.48019,0.858424,-0.700784,6.4409,4.84085,0.749635,1.50223,0.719568,-0.0639141,-0.858209,-0.612809,-1.81307,1.19545,-1.63976,0.522853,-0.616852,0.807943,0.372099,0.12419,-11.4157,-1.60901,0.214147,-1.25046,-4.40332,-6.55459,2.92211,2.9963,-0.561396,0.443676,2.909,5.61781,2.13621,-0.769974
-733.296,0.999085,0.0365202,6,63,0,738.503,-1.19234,-1.00705,-1.59197,1.11494,-0.776444,-0.0294567,0.791045,0.837588,-0.772493,-0.0457642,-2.14777,-2.25209,5.69152,5.3343,-0.441865,-0.12085,-0.739047,-0.240273,-0.598162,-0.700574,0.1808,0.961743,-0.0637931,1.00652,1.51383,-0.843013,1.80569,-0.717532,-10.2977,-0.781073,-0.778979,0.617964,-1.07406,0.138479,-0.0535064,1.1018,-0.797485,-0.740592,-2.21762,-2.99026,1.04394,1.36854
-728.382,0.999956,0.0382125,5,63,0,736.21,-1.11563,-0.956157,-2.196,1.45821,-0.321132,-0.53613,0.669729,0.239163,-0.716343,-0.00713173,-1.14898,-1.3813,5.32203,4.90217,-0.183925,0.807285,-0.248586,-1.02377,1.43793,0.150546,-1.65404,-1.26077,0.630457,1.07078,2.09527,-0.812566,-0.794573,-0.467887,11.0905,-0.657933,-0.688906,2.48228,-0.424788,-0.579417,2.07646,0.944333,-0.792619,-1.53369,-1.27369,-1.47407,0.527448,-1.30744
-723.461,0.999744,0.0400418,6,63,0,733.859,-1.23374,-0.30959,-2.25902,0.0481323,0.670152,-0.145552,0.544819,-0.62027,0.471571,1.84336,0.316058,-0.791356,4.99281,5.14601,-0.884039,0.0954935,0.731282,2.14542,1.12904,0.785777,0.125298,-2.44452,-2.05548,1.08045,0.76302,-0.792552,-0.358343,-0.50293,3.63657,-0.0207974,-0.640291,-3.54836,4.00295,-1.23121,1.29876,-0.394334,1.07768,1.16214,1.06048,-2.53852,-0.179541,0.162885
-726.101,0.995319,0.0418993,5,63,0,732.197,-1.0386,-0.694691,-2.83571,0.712079,-0.615421,-0.0885622,-0.0674528,-0.112866,-0.769605,1.31395,-0.65343,-0.178638,5.32336,5.0018,-0.0964513,0.0663911,0.576599,0.310177,1.50392,0.828703,-0.401597,-0.591407,1.82225,1.56904,1.49204,-0.127547,-0.483962,0.176729,-0.623238,-3.72241,-1.82466,11.6822,-8.53448,4.22706,-5.46866,1.8703,-2.65826,2.96012,-1.99552,16.0096,0.487977,-0.206731
-725.245,0.998894,0.043307,6,63,0,731.339,-1.17319,-0.345491,-1.82052,0.873787,-0.0448334,-0.0568318,-0.00181509,-1.66652,0.640335,0.646791,0.485902,-0.965704,5.18284,5.0234,0.0330317,0.49031,-1.31457,-2.08034,1.2434,-0.969929,0.274202,-0.477368,-0.317849,-0.970234,0.641916,-0.921044,0.569914,0.688666,-4.84234,0.458168,0.105101,1.42486,-0.186665,0.625776,-4.77699,-1.89597,1.39335,-1.26403,1.4303,-3.85728,0.147302,-0.224434
-730.107,0.996897,0.0451454,6,63,0,735.039,-0.598199,-0.505451,-3.42012,-0.232455,-0.650815,-0.837017,-0.415929,-0.284238,-1.32399,1.36576,-1.35586,-0.00979966,5.14195,4.79856,0.263642,-0.439377,-1.384,-0.859104,0.581928,-1.51434,-0.193277,-1.0026,0.138242,1.42414,0.719681,-0.380635,0.421996,0.621324,5.65448,6.08404,-2.73734,1.65974,-2.25666,-7.16828,0.182205,3.51231,-4.37961,8.22615,-4.59096,16.7028,0.230107,-1.56407
-729.38,0.92207,0.0467861,5,31,0,739.127,-1.0026,-0.41876,-3.37193,-0.326813,-0.500557,-0.504559,-0.22241,-0.499784,-0.994683,0.940597,-1.4262,-1.28297,4.50844,5.55575,-0.328968,0.803624,-0.686705,-0.520054,-0.764655,-1.49831,-0.206379,0.694398,-1.213,1.26073,-0.59901,2.9785,0.981564,-1.17823,-0.741119,1.16696,-2.06183,-1.85432,-0.363193,0.3716,-1.77979,0.120188,-1.09103,-0.161048,-1.60014,-6.47175,-1.4663,1.95896
-722.187,0.99687,0.0400963,6,63,0,733.34,-0.984334,-0.49052,-2.97491,0.353634,-0.0271885,-0.200138,-0.1604,-0.41623,-0.264629,0.16706,-0.716766,-0.156013,5.77458,4.63443,0.706297,-0.738275,1.57527,2.61428,0.229848,0.167807,-1.75444,-0.155488,1.24688,0.71444,1.98358,1.32192,0.958212,-0.313211,4.68273,-0.0490344,-2.05185,5.70217,4.64171,3.19903,-6.43256,0.76482,-0.0415432,-3.57854,-2.03584,-1.2477,1.24258,-3.1034
-724.144,0.931833,0.0415515,6,63,0,729.557,-1.14422,-0.193795,-1.8242,0.452774,0.130881,-0.301575,0.0419921,-0.427616,0.275256,1.75227,0.950566,-0.60157,4.46064,5.68397,-1.72867,0.899669,1.32268,0.79371,0.717015,0.0795033,0.249085,-0.273601,-0.206407,1.50383,-0.966437,0.310728,-0.809494,0.0266542,1.74084,1.33888,0.332359,0.144188,1.47638,-2.17762,-5.57742,0.13812,1.0521,1.73825,3.97217,-1.49732,-1.54721,2.39211
-730.15,0.990221,0.03659,6,63,0,734.859,-1.35084,-1.02126,-0.512425,1.09707,0.0134156,0.493225,1.14609,0.913545,-0.419395,2.18987,1.04508,-0.957357,4.03746,4.9742,0.557532,-0.0206421,-1.08321,-0.671424,-0.511976,-0.873305,-0.935782,-1.11893,0.681558,-0.00728251,0.987083,0.940582,-0.62482,1.27071,4.50478,-3.2198,1.99296,0.587679,-1.85614,1.46585,3.8271,2.06573,-1.00851,1.27416,2.0642,3.67325,-2.9362,-0.567955
-726.241,0.996088,0.0372914,6,63,0,736.158,-1.0381,-0.255828,-3.28378,0.191113,-0.0875613,-0.477265,0.0106182,-0.175666,0.633691,1.80274,-1.37071,-0.632955,6.20399,5.09149,-0.437717,0.751309,-0.970509,-1.1713,-0.625124,1.74521,0.482573,-2.31208,-0.447223,-2.32365,-0.735525,0.388668,0.891303,-0.814587,9.09217,2.36773,-2.10963,-0.352675,1.39331,-1.43825,-0.738142,1.09558,2.58333,2.29907,-2.73358,-1.00369,1.87001,-0.234425
-721.513,0.980954,0.0385405,5,31,0,727.836,-1.20616,-0.481047,-2.65609,0.519028,-0.061135,-0.235179,0.222788,-0.323168,-0.00701378,1.37323,-1.23316,-0.48719,5.53957,5.01292,-0.356496,0.543196,-1.55922,-0.347251,0.109222,-1.02227,-0.952159,0.459876,1.44396,1.14163,-1.13916,-0.7303,1.50773,0.0623962,-14.0202,-1.45977,-1.37027,0.677468,-1.15834,-2.67222,-2.46851,0.303199,0.103026,0.640021,-3.34863,-1.80854,0.768302,-0.0208801
-719.892,0.996256,0.0383627,5,63,0,723.286,-1.17772,-0.173583,-2.8106,0.172401,-0.0428241,-0.0699938,0.0913416,-0.60507,-0.369063,1.46299,-0.565354,-0.223435,4.7807,4.80248,0.593274,0.156138,-0.421,0.379303,0.131683,-0.282351,0.293209,0.355582,0.268708,0.745317,-1.90205,-0.635239,1.00113,-0.361525,-10.9158,1.38017,-1.86138,-2.75129,-0.744466,0.264967,-5.55838,-0.642002,-1.36683,2.5947,-2.01342,-1.2864,-0.819275,-1.38606
-727.738,0.909913,0.0396229,6,63,0,731.834,-1.15673,-0.460107,-3.01779,0.653684,0.0803207,-0.453929,-0.254802,0.0102539,-0.947785,-0.0942287,-0.609443,-0.827978,4.98986,4.91055,-0.66377,0.81821,-0.611341,-0.717966,-0.707167,1.66241,0.398795,-0.35516,-0.24027,0.849156,-0.630561,0.256419,-0.439822,-1.09953,-24.7065,0.0188953,-1.73874,0.935567,0.796011,-2.2521,-8.60765,0.998833,-1.70854,-2.94046,-0.885268,-0.289574,-0.434257,-0.201386
-728.747,0.983741,0.0332281,6,127,0,737.53,-1.47028,0.218488,-0.894318,1.65389,0.857329,1.24352,1.33256,-0.740478,0.443352,2.94881,1.0244,-1.06529,5.52288,5.27854,2.16731,-0.833003,-1.64415,0.624038,-0.600795,-0.461514,1.55046,0.192385,-1.44099,-1.80791,-0.642012,-0.343567,0.116858,-0.420977,10.4053,0.29816,0.989062,1.57313,0.838482,3.98616,1.25763,-0.858927,0.275767,2.29704,1.52371,-0.558412,0.864953,0.654031
