# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,index.1
-722.02,0.994841,0.0733918,6,63,0,731.323,-1.23043,0.0470003,-2.77874,0.294779,-0.047654,0.18954,0.387643,0.536288,-0.147559,1.18422,-0.467263,0.659442,4.42117,4.87874,0.988123,0.992451,0.1,0.231576,0.0446662,0.261915,0.220655,0.248723,0.273925,0.293846,0.209535,0.389479,0.176745,10
-726.378,0.996362,0.0741721,5,31,0,729.09,-1.21841,-0.42134,-2.95123,0.335267,-0.0248265,-0.154108,0.281463,0.748277,-0.773972,0.558717,-1.16011,0.76456,4.29674,4.90964,0.98657,0.992679,0.1,0.176456,0.030038,0.276463,0.224891,0.208131,0.268311,0.343823,0.140619,0.311904,0.108575,10
-726.799,0.991946,0.0751776,6,63,0,733.052,-1.13774,-0.411214,-1.6947,0.478797,-0.853585,-0.174774,0.0771266,-2.04643,0.165109,0.61931,-0.483251,0.635731,5.83933,5.46586,0.997098,0.995789,0.1,0.197949,0.0984016,0.302937,0.157044,0.2229,0.251862,0.0802675,0.262547,0.322125,0.190779,10
-729.565,0.934971,0.0755042,6,63,0,740.173,-1.31738,-1.55467,-1.32927,1.41699,0.123244,0.419836,0.575172,1.17848,-0.379511,1.06214,-0.336039,0.430527,4.62071,4.79214,0.99025,0.991774,0.1,0.120606,0.131283,0.33019,0.220232,0.24294,0.255451,0.307888,0.185312,0.297319,0.188154,10
-724.518,0.99379,0.067629,5,31,0,733.243,-1.25273,0.254223,-2.41598,1.21927,-0.0112597,-0.170121,0.784177,-0.124392,0.626424,1.40907,-0.168494,0.381215,5.51063,4.71611,0.995973,0.99113,0.1,0.239428,0.102134,0.312614,0.221487,0.211221,0.278123,0.21414,0.266212,0.328369,0.211324,10
-729.546,0.995865,0.0681947,5,31,0,733.547,-1.23743,-0.783683,-2.29757,0.858321,-0.757235,-0.536688,0.654832,-0.315257,1.03576,-0.440173,0.00202652,0.399239,5.19951,4.63872,0.994511,0.990423,0.1,0.175041,0.103892,0.290129,0.176571,0.18974,0.273686,0.203705,0.304933,0.195735,0.225024,10
-726.603,0.989633,0.069038,6,63,0,735.949,-1.17254,-0.695196,-2.75824,1.29479,0.211639,0.113204,0.136109,-0.482259,-0.429719,2.50334,0.0538025,0.409197,4.53381,5.63643,0.989374,0.996447,0.1,0.188925,0.0910237,0.344634,0.252385,0.244861,0.246598,0.20264,0.206136,0.463024,0.240394,10
-726.419,0.990917,0.0690215,5,63,0,732.852,-1.18553,-0.761913,-2.69904,1.30795,0.137741,0.0632796,0.136933,-0.4889,-0.426434,2.45026,0.0594154,0.431427,4.56627,5.68166,0.98971,0.996604,0.1,0.180312,0.0870684,0.349499,0.244881,0.23899,0.244817,0.19838,0.2027,0.46794,0.238686,10
-732.631,0.968248,0.0691744,6,63,0,736.441,-1.09555,0.0354421,-0.180562,0.0185584,0.539968,0.142722,0.359236,-0.0741079,0.267578,-0.438106,-1.21233,0.0502352,5.53983,4.5957,0.996088,0.990006,0.1,0.25091,0.248876,0.250751,0.255704,0.251924,0.25398,0.249877,0.253108,0.246465,0.239313,10
-733.942,0.998418,0.0663091,6,63,0,736.857,-1.2155,-1.05241,0.194846,0.753962,-0.922734,-0.0817813,-0.431069,-0.440369,1.04216,1.15208,0.530799,0.0623149,4.92895,5.57782,0.992818,0.996233,0.1,0.217367,0.230879,0.237124,0.218745,0.227832,0.224026,0.223925,0.240388,0.241641,0.234617,10
-739.471,0.999765,0.0674359,6,63,0,746.86,-1.0099,-0.901793,0.0596495,0.184571,-3.28074,-0.664399,0.696131,0.506421,0.774226,1.90907,-0.315253,0.175086,5.64001,5.25815,0.99646,0.994822,0.1,0.237255,0.269049,0.273372,0.170186,0.244859,0.29152,0.284707,0.294352,0.337234,0.256337,10
-738.499,0.995225,0.0687451,6,63,0,751.192,-1.18721,-1.08382,0.280212,0.421135,-2.61084,-1.112,0.170165,1.1131,0.535357,1.60569,0.497363,0.126547,5.69273,5.8244,0.996641,0.997054,0.1,0.210093,0.24017,0.243439,0.179815,0.209502,0.237638,0.259927,0.246111,0.272096,0.24522,10
-732.541,0.997909,0.0694502,6,63,0,744.483,-1.03719,-2.13748,-2.51887,1.35405,-1.39682,0.0717233,0.519263,-0.258161,0.0374122,0.698508,-0.0595073,0.160759,4.58741,5.22189,0.989923,0.994632,0.1,0.20088,0.191218,0.305868,0.220675,0.263927,0.278139,0.253754,0.262857,0.283962,0.259849,10
-733.411,0.999976,0.0705139,6,63,0,736.803,-1.2642,-1.59921,0.292521,-0.184804,0.533198,-0.0667533,1.25404,-0.381711,0.59656,0.863359,1.78508,0.131594,5.62741,4.77934,0.996415,0.991668,0.1,0.186237,0.226933,0.216103,0.232537,0.218746,0.249894,0.211746,0.234029,0.240381,0.26322,10
-732.38,0.999769,0.0718625,6,63,0,739.949,-1.24814,-1.46527,-0.337355,0.33401,0.963982,-0.286494,1.13608,-0.457882,0.71718,1.4117,1.69405,0.145601,5.54412,4.59896,0.996105,0.990038,0.1,0.188241,0.214627,0.231563,0.248285,0.215878,0.252991,0.211684,0.241639,0.26065,0.26865,10
-730.346,0.997861,0.0731903,6,63,0,739.782,-1.16414,-1.18576,-3.17291,0.4004,-1.146,0.310813,0.747209,0.206329,-0.558217,1.08204,-1.12014,0.243873,4.41244,5.05494,0.98802,0.993663,0.1,0.189491,0.125876,0.25607,0.190985,0.25193,0.272511,0.247158,0.214118,0.288996,0.191962,10
-725.112,0.994113,0.074256,5,31,0,734.868,-1.07924,-0.716222,-3.0574,0.605896,-0.19647,0.148198,0.299421,-0.391906,-0.671235,0.252765,-0.822224,0.570718,4.18707,5.40551,0.985037,0.995528,0.1,0.184222,0.0560326,0.324439,0.233014,0.269992,0.287336,0.213676,0.188111,0.281914,0.175303,10
-726.849,0.985677,0.074791,4,31,0,733.07,-0.960483,-0.893544,-2.86456,0.651748,-0.332255,0.0842949,0.176903,-0.39689,-0.638736,0.296469,-0.851523,0.601902,4.14611,5.54952,0.984421,0.996126,0.1,0.182678,0.0638841,0.361654,0.238582,0.287052,0.298593,0.231587,0.206699,0.313881,0.186485,10
-721.657,0.999028,0.0741345,6,63,0,729.549,-1.07797,-0.515022,-1.91535,-0.10592,0.0251241,-0.332908,-0.0483516,-0.725011,0.357528,1.521,0.141212,0.555733,5.45928,5.26079,0.995761,0.994836,0.1,0.20356,0.105044,0.242901,0.256543,0.220461,0.248833,0.185294,0.293326,0.442085,0.26904,10
-725.262,0.984482,0.0753447,6,63,0,733.431,-1.49802,-0.0285367,-2.17575,1.59159,0.174616,0.307639,1.13343,-0.459761,0.228837,1.04149,0.088204,0.462518,5.61253,4.48528,0.996361,0.988852,0.1,0.180758,0.0755543,0.318238,0.195092,0.204935,0.274126,0.153077,0.19906,0.265746,0.188892,10
-725.579,0.969739,0.0745107,4,31,0,729.324,-1.51049,0.147751,-1.52326,1.16551,0.176451,0.203481,1.34914,-0.494429,0.190701,1.22015,0.30471,0.49752,5.90202,4.53486,0.997274,0.989385,0.1,0.192013,0.0937788,0.282797,0.194238,0.196351,0.301688,0.147232,0.19535,0.288344,0.20442,10
-727.235,0.990762,0.0716985,5,63,0,734.052,-1.06101,-0.464133,-1.37696,0.272017,0.482578,0.127366,0.388279,-0.14272,-0.624575,1.50251,0.0530478,0.250038,5.22168,5.32533,0.994631,0.995157,0.1,0.235581,0.196976,0.270321,0.28083,0.263246,0.276093,0.25036,0.228434,0.335074,0.259658,10
-730.24,0.989418,0.0717454,5,63,0,736.977,-1.68066,0.837686,-2.35086,1.14691,0.307813,0.66313,1.19034,0.500863,1.21005,1.08732,-0.577368,0.444703,4.73547,4.98988,0.991298,0.99324,0.1,0.212798,0.0614509,0.236741,0.175987,0.200084,0.240249,0.188784,0.241852,0.231987,0.125932,10
-732.828,0.975442,0.0716101,6,63,0,742.365,-1.21266,-0.58525,0.20053,0.934629,1.14953,0.0389982,0.45253,-0.21134,-0.771868,3.56527,0.135962,0.227429,5.3794,4.85858,0.995411,0.992298,0.1,0.206564,0.237388,0.268923,0.27864,0.230802,0.24792,0.22085,0.199695,0.400878,0.23474,10
-731.917,0.987081,0.0696638,6,63,0,740.907,-1.11805,0.711116,-3.18894,0.778626,0.00964843,0.376212,0.371878,-0.501882,-0.0180452,-0.927279,-0.227664,0.267801,4.86742,5.24418,0.992366,0.99475,0.1,0.283409,0.122168,0.287095,0.246853,0.265553,0.265327,0.222275,0.245476,0.203205,0.235228,10
-735.775,0.998672,0.0692373,6,63,0,743.102,-1.13855,1.47236,-2.35414,-0.0765406,-1.15164,-0.681125,-0.866213,-1.26585,-0.185072,-0.207157,0.156363,0.0855289,5.4874,4.96962,0.995878,0.993102,0.1,0.266467,0.207527,0.241386,0.22495,0.232044,0.229235,0.223251,0.23969,0.239346,0.245052,10
-734.365,0.998489,0.0702783,6,63,0,740.081,-1.36386,-0.357009,-1.16548,0.582432,2.37056,0.496233,1.0873,-0.746225,0.786866,2.56124,-0.428909,0.177772,4.54382,4.67635,0.989479,0.990773,0.1,0.193516,0.172067,0.220919,0.280408,0.218293,0.236753,0.182946,0.227238,0.287299,0.191529,10
-726.459,0.998507,0.0712983,5,31,0,736.464,-1.31542,-0.0907609,-1.83061,0.484829,1.16666,0.118695,0.955086,-1.02417,0.075737,2.27626,-0.23751,0.335711,4.43594,4.80606,0.988295,0.991886,0.1,0.206543,0.126753,0.240003,0.284192,0.218304,0.269967,0.159863,0.215853,0.365572,0.198586,10
-723.33,0.996725,0.0723229,5,63,0,731.407,-1.59525,0.319706,-2.60373,1.26368,0.179412,0.580725,1.11784,-0.227128,0.6071,1.44667,0.742319,0.578277,5.22881,5.23353,0.994669,0.994694,0.1,0.196175,0.0430689,0.296401,0.183696,0.221071,0.27912,0.151023,0.223709,0.318934,0.237581,10
-726.289,0.997348,0.0731152,5,31,0,730.107,-1.73911,1.07454,-2.6077,1.04122,0.919317,0.526891,0.81309,-0.378324,0.155382,1.54103,1.18866,0.735024,4.96052,5.20434,0.99304,0.994537,0.1,0.279026,0.0251891,0.274126,0.256662,0.205571,0.242051,0.11741,0.16453,0.352878,0.296208,10
-723.519,0.998214,0.073988,6,63,0,735.013,-1.4986,-0.535416,-2.73751,0.606316,0.0776959,0.184543,0.522511,-0.508263,0.187672,0.599118,0.165813,1.0404,4.85611,5.11261,0.992279,0.994016,0.1,0.113483,0.0127837,0.295715,0.195012,0.213056,0.277885,0.116356,0.213603,0.294158,0.209807,10
-726.711,0.9906,0.0749756,5,31,0,730.701,-1.19933,0.639714,-1.61351,0.499381,0.440765,0.184993,0.280894,0.119306,-0.16368,2.36711,-0.155381,0.386049,5.98775,5.19799,0.997497,0.994503,0.1,0.278409,0.139167,0.267657,0.263244,0.244546,0.25145,0.239892,0.220541,0.429103,0.221092,10
-727.081,0.994912,0.0749445,5,31,0,732.699,-1.39763,-0.107312,-1.84062,1.0515,0.455907,-0.208278,1.17466,0.407837,0.308565,0.964999,0.621446,0.560986,4.58784,5.80172,0.989928,0.996987,0.1,0.188799,0.0808991,0.308369,0.241977,0.180277,0.323296,0.237065,0.22714,0.298117,0.259416,10
-723.155,0.9833,0.0754831,6,63,0,733.953,-1.37113,-0.580973,-1.55849,0.431154,0.378953,-0.0273326,0.613613,-0.845095,-0.208863,1.48362,-0.281903,0.53914,5.6806,4.3956,0.9966,0.987819,0.1,0.156519,0.0987333,0.242562,0.237429,0.200068,0.26109,0.138625,0.184863,0.360947,0.179003,10
-725.932,0.989275,0.0744783,5,63,0,734.44,-0.947408,-0.405043,-1.61319,0.326661,-0.107767,-0.512155,0.00014523,-0.520888,-0.663161,1.55244,0.659074,0.432925,4.39027,5.55408,0.987754,0.996143,0.1,0.245499,0.161678,0.308746,0.27011,0.237012,0.279419,0.236329,0.225393,0.431602,0.340273,10
-723.272,0.999888,0.0742651,5,31,0,729.449,-1.11112,-0.486621,-1.79336,0.30896,-0.149778,0.0404139,0.529974,-0.663425,-1.22465,0.699342,-0.530004,0.595753,5.16055,5.04797,0.994294,0.993619,0.1,0.197653,0.101605,0.283522,0.231412,0.252175,0.311012,0.181479,0.136967,0.333035,0.193586,10
-723.676,0.999278,0.0754368,5,63,0,729.475,-1.29437,-0.280663,-2.37872,0.550054,0.154932,0.00165023,0.740994,-0.305936,1.11468,1.11725,0.683536,0.419205,4.65031,4.91968,0.990532,0.992751,0.1,0.195914,0.0918258,0.256586,0.226282,0.21523,0.27215,0.194251,0.30426,0.304488,0.267405,10
-727.41,0.99203,0.0765327,5,63,0,732.804,-1.12462,0.0901689,-1.62076,0.375493,0.50274,0.134283,0.397961,-0.644079,-1.5531,1.35734,-0.71217,0.638907,4.58066,5.64149,0.989856,0.996465,0.1,0.255972,0.103388,0.292202,0.309295,0.261377,0.29518,0.177099,0.107464,0.436001,0.170848,10
-729.024,0.995083,0.0766623,5,63,0,734.821,-1.07114,-1.19969,-1.2329,-0.0305685,-0.946451,-0.144102,-0.108217,0.175779,-1.31634,1.40643,-1.1372,0.258208,5.00763,5.669,0.993358,0.996561,0.1,0.200862,0.19949,0.253689,0.211564,0.248179,0.249911,0.263908,0.196071,0.330043,0.203465,10
-729.782,0.99178,0.0771936,5,31,0,734.387,-0.965576,-0.875535,-1.57524,-0.335829,-0.932864,-0.462045,0.310398,0.569679,-1.36846,0.560264,-0.912227,0.312877,4.22729,5.57833,0.985618,0.996235,0.1,0.224521,0.188707,0.25528,0.221414,0.247845,0.295575,0.312741,0.198812,0.312108,0.222529,10
-727.147,0.998249,0.0772799,5,31,0,737.337,-1.1036,-1.08101,-1.87192,-0.241738,-0.00659033,-0.979472,0.242771,0.416224,-0.183846,0.916326,-0.723203,0.309547,4.99778,5.72102,0.993292,0.996734,0.1,0.191821,0.156693,0.235335,0.248685,0.196741,0.263385,0.273934,0.238575,0.305774,0.20958,10
-728.1,0.997546,0.0782256,5,63,0,734.154,-1.30687,-0.833638,-2.05167,0.90563,1.07533,-0.171882,1.03011,-0.236152,-1.22006,1.18942,1.16664,0.318047,4.73959,4.88847,0.991334,0.992523,0.1,0.171931,0.123533,0.265255,0.275906,0.203991,0.273042,0.200692,0.155132,0.283214,0.281745,10
-729.828,0.985055,0.079077,6,63,0,738.479,-1.19012,0.0580166,-1.10837,0.557729,-0.890896,0.212238,0.273044,-0.971814,1.46727,1.18298,-1.49909,0.444692,5.53431,5.26081,0.996067,0.994836,0.1,0.237884,0.156699,0.280477,0.169906,0.25054,0.255651,0.164891,0.368738,0.339829,0.135082,10
-724.931,0.996854,0.078245,5,31,0,734.144,-1.18445,-0.145861,-2.12191,0.421368,-0.0693534,0.152354,0.80389,-0.840664,0.275997,1.11846,0.514568,0.351629,5.46367,5.77484,0.99578,0.996905,0.1,0.225178,0.126687,0.261867,0.229907,0.243999,0.288685,0.185419,0.252108,0.311918,0.268251,10
-725.385,0.997678,0.0789903,4,31,0,728.268,-1.17738,0.0914692,-2.01564,0.463575,-0.0757322,0.0764075,0.861588,-0.575118,0.339223,1.11592,0.437059,0.324591,5.49537,5.69887,0.995911,0.996661,0.1,0.240911,0.138043,0.263684,0.231126,0.240018,0.28952,0.203581,0.255922,0.306791,0.262016,10
-724.495,0.979594,0.0798449,5,63,0,731.275,-1.31956,0.436334,-1.59131,0.353246,0.675915,0.082049,0.63776,0.138228,0.0609718,2.02919,-0.0711377,0.564688,4.99868,4.44396,0.993298,0.988387,0.1,0.254802,0.098132,0.245996,0.28133,0.218706,0.276994,0.224175,0.216679,0.456684,0.204285,10
-722.984,0.999585,0.0782767,5,31,0,730.791,-1.27024,-0.151186,-1.47646,0.637655,-0.0851027,0.493716,0.32157,-0.315969,-0.407261,0.483075,0.306,0.695144,5.00571,4.57192,0.993345,0.989768,0.1,0.201759,0.0914057,0.304285,0.209259,0.283527,0.259859,0.183939,0.174604,0.282026,0.257783,10
-722.761,0.999262,0.079367,5,31,0,727.182,-1.22137,-0.568929,-2.37,0.591668,-0.0356814,0.335149,0.272379,-0.433283,0.424618,1.59383,-1.1848,0.62386,5.35262,5.3891,0.995287,0.995455,0.1,0.17132,0.062978,0.298961,0.223805,0.266533,0.258948,0.18367,0.277586,0.443481,0.123411,10
-723.045,0.993123,0.0804177,5,63,0,729.347,-1.21996,-0.522781,-2.12922,0.535244,-0.147235,0.364698,0.158239,-0.716501,0.345444,1.62234,-1.07981,0.636452,5.36047,5.39941,0.995323,0.995501,0.1,0.174698,0.0707576,0.293321,0.211873,0.271337,0.24615,0.157628,0.268921,0.453281,0.129294,10
-723.62,0.985032,0.0806417,5,31,0,727.376,-1.33347,-0.00171764,-1.75933,1.0699,0.372272,-0.362892,0.971814,-0.675958,0.311732,0.8713,-0.00292734,0.411059,5.43552,5.0474,0.99566,0.993615,0.1,0.208469,0.113381,0.290351,0.234972,0.185028,0.282114,0.166404,0.230528,0.273822,0.208387,10
-721.791,0.998737,0.0797812,5,31,0,727.18,-1.38927,-0.213944,-1.42171,1.29492,0.153465,0.206048,0.804377,-0.228526,0.397461,1.08488,-0.350543,0.548616,5.14763,4.93601,0.99422,0.992868,0.1,0.181437,0.102546,0.336516,0.213312,0.218193,0.279292,0.180251,0.236635,0.311291,0.170571,10
-727.521,0.984765,0.0807446,5,31,0,729.11,-1.27786,-0.128259,-1.07535,1.04273,-0.195513,0.0464777,1.05874,0.00631216,1.7758,1.0573,-0.771633,0.366708,4.75647,4.82398,0.991477,0.992029,0.1,0.210005,0.158131,0.289979,0.205942,0.220833,0.291189,0.218309,0.348267,0.29108,0.173528,10
-723.477,0.993776,0.0798466,5,63,0,734.383,-1.20968,-0.546067,-2.52379,0.372644,0.272997,-0.0777856,0.0871576,-0.184878,-0.717427,1.37056,0.611288,0.671969,6.40331,5.39905,0.998347,0.995499,0.1,0.171275,0.0518784,0.277024,0.263816,0.220639,0.240287,0.208514,0.155544,0.428321,0.310259,10
-734.042,0.988551,0.0801407,5,31,0,736.887,-1.10101,-1.34204,-2.7211,0.834506,-0.435187,-0.00541104,0.722881,-1.53439,-2.35616,1.04981,0.34927,0.283673,6.27415,6.1358,0.998119,0.997841,0.1,0.185169,0.133205,0.296445,0.227152,0.249263,0.289883,0.177077,0.145618,0.309339,0.268561,10
-737.261,0.962536,0.0797446,6,63,0,749.304,-0.946812,-1.227,-3.03832,0.572951,-0.369716,-0.0849816,0.426821,-2.02211,-2.41995,0.401805,0.460317,0.450044,6.08144,6.01888,0.99772,0.997574,0.1,0.182572,0.0899546,0.334265,0.247275,0.27189,0.319793,0.13507,0.115485,0.317349,0.323081,10
-733.449,0.990304,0.0760471,6,63,0,749.825,-1.11049,-0.306376,-1.16265,0.215735,-0.0650197,-1.55904,-0.183789,-1.13011,2.24219,1.44883,-0.445926,0.265408,4.91642,5.60945,0.992728,0.99635,0.1,0.232936,0.194807,0.258604,0.244577,0.178833,0.2388,0.196166,0.373929,0.326082,0.226384,10
-729.152,0.99,0.0758973,6,63,0,740.495,-1.28079,-0.464457,-0.790912,1.6833,-0.689812,0.586977,0.578152,-0.642422,0.0847776,1.75602,0.123884,0.229367,6.05677,4.70155,0.997664,0.991001,0.1,0.199836,0.188131,0.290142,0.191698,0.241192,0.240821,0.193388,0.220742,0.293589,0.222289,10
-730.31,0.981774,0.0757085,6,63,0,737.717,-1.50694,-0.0041711,-0.0447626,1.41975,0.409525,0.928763,1.30649,0.142409,0.396687,1.74361,0.329669,0.476841,5.89069,4.17908,0.997243,0.984918,0.1,0.181097,0.178244,0.303656,0.212208,0.256532,0.292358,0.191694,0.211187,0.337262,0.205912,10
-729.387,0.995117,0.0745199,5,31,0,735.801,-1.52313,0.772146,-1.12409,0.99996,0.594,0.687245,1.53563,0.320892,1.01469,1.92146,0.742402,0.307362,6.52326,5.16948,0.998533,0.994345,0.1,0.216565,0.133701,0.228681,0.207419,0.21217,0.259008,0.193958,0.22948,0.282409,0.215018,10
-732.359,0.983814,0.0749505,5,63,0,738.091,-1.53885,-0.0294311,-2.75433,1.63891,0.955996,0.383022,0.513317,-1.14607,0.965346,1.47904,-0.924007,0.697503,5.93311,5.20226,0.997357,0.994526,0.1,0.173736,0.030472,0.402345,0.29483,0.218968,0.234907,0.0880053,0.296188,0.375846,0.101256,10
-734.204,0.999019,0.0740205,6,63,0,738.863,-1.34331,0.0307826,-0.66998,0.327676,-0.156145,0.87203,1.83081,1.24191,-0.323615,2.30674,1.12825,0.30131,4.28854,4.6835,0.986461,0.990838,0.1,0.208494,0.175784,0.223641,0.199351,0.253401,0.311811,0.275059,0.191419,0.343381,0.268283,10
-729.139,0.992583,0.0749085,6,63,0,743.638,-1.33794,0.252035,-2.95156,1.53855,0.973064,-0.0534821,0.487751,-0.947156,1.40212,1.30721,0.518793,0.456206,5.31861,5.65416,0.995124,0.996509,0.1,0.227417,0.063897,0.346142,0.290281,0.203861,0.246862,0.145538,0.332194,0.322659,0.249504,10
-730.603,0.985522,0.0750233,6,63,0,736.857,-1.14826,1.00097,-0.744521,1.28657,0.425474,-0.499965,0.700503,-1.23219,0.463908,-0.209345,-0.0690146,0.16863,5.11331,5.28109,0.99402,0.994939,0.1,0.272997,0.218605,0.282659,0.254166,0.225731,0.263057,0.204883,0.255396,0.234412,0.238685,10
-732.931,0.997778,0.0742946,6,63,0,738.225,-1.22719,-0.678446,-0.563507,0.344276,1.04169,0.12413,0.286488,-0.81,0.927511,0.395649,-0.023586,0.169452,6.21605,6.19596,0.998007,0.997967,0.1,0.207156,0.210373,0.237062,0.259096,0.230382,0.235296,0.203518,0.255399,0.238641,0.225974,10
-731.33,0.997305,0.0750204,5,63,0,739.41,-1.38178,0.0126977,-1.41929,0.812923,-0.516587,-0.233752,0.316328,-0.952278,0.653774,1.80766,-0.657766,0.45763,6.1812,6.08712,0.997936,0.997733,0.1,0.201657,0.115957,0.267027,0.165455,0.184109,0.224956,0.139726,0.253016,0.364812,0.156726,10
-727.309,0.999568,0.0756893,5,63,0,734.232,-1.02372,-0.163696,-1.32866,0.837061,-0.0796201,-0.241769,0.305374,-0.647134,1.03199,1.49612,-0.387216,0.501609,5.78138,5.60317,0.996925,0.996327,0.1,0.248649,0.155751,0.353465,0.256611,0.241404,0.295141,0.206144,0.376116,0.432108,0.228297,10
-731.915,0.998143,0.0766304,6,63,0,741.421,-1.25734,-0.3026,-1.58628,-0.0300972,0.168463,-0.472773,1.3133,0.165099,-2.24852,0.0487885,0.0755139,0.269329,5.04537,4.593,0.993602,0.989979,0.1,0.207701,0.156491,0.220037,0.229353,0.200259,0.288305,0.229192,0.134361,0.223705,0.224958,10
-732.966,0.998698,0.077401,6,63,0,739.179,-1.06998,-0.619501,-1.75986,0.304626,-0.426872,-1.0194,0.93755,-1.55286,1.88162,1.34985,-1.32692,0.154851,5.11202,5.64409,0.994012,0.996474,0.1,0.237595,0.207099,0.26448,0.24304,0.22656,0.283981,0.212413,0.314619,0.29714,0.218325,10
-733.057,0.984875,0.0782399,5,63,0,742.355,-0.864139,-2.11903,-2.54605,0.272393,-0.766118,-0.877907,-0.423028,-1.89319,1.29383,1.00553,0.392993,0.408632,5.19969,5.81709,0.994512,0.997033,0.1,0.150582,0.129596,0.320205,0.235556,0.22743,0.261729,0.16277,0.416918,0.388589,0.331026,10
-727.749,0.983651,0.0773897,5,31,0,737.067,-0.995755,-0.0611768,-1.20189,-0.211956,-1.11165,-0.791633,-0.145924,-1.14597,-0.947168,1.1136,-0.796853,0.445111,5.27044,5.63459,0.994885,0.996441,0.1,0.264446,0.177887,0.2516,0.183837,0.206178,0.257174,0.181556,0.195077,0.377522,0.205798,10
-728.111,0.989718,0.0764054,6,63,0,732.818,-0.428173,-0.24473,-2.98398,-0.3106,-0.648429,-0.639652,-0.273866,-0.600919,-0.170769,0.292741,-0.430399,1.3123,5.3282,4.42945,0.995171,0.988219,0.1,0.320967,0.0128175,0.302426,0.217703,0.219671,0.312692,0.228508,0.342478,0.488999,0.270323,10
-728.867,0.994923,0.0761514,6,63,0,734.829,-1.40607,0.535553,-0.574654,1.2129,-0.0334328,0.271215,1.08943,-0.790127,-0.557392,2.41668,0.340185,0.307981,5.23286,5.907,0.99469,0.997287,0.1,0.224239,0.170364,0.262596,0.195232,0.210396,0.2553,0.161188,0.171116,0.34034,0.213947,10
-726.989,0.991942,0.0765118,5,31,0,737.668,-1.64015,-0.238514,-0.822575,1.25758,0.700782,0.889675,0.778102,0.989432,0.259288,1.20349,0.0435294,0.579255,6.27088,4.98682,0.998113,0.993219,0.1,0.144512,0.107491,0.286654,0.225444,0.245122,0.233361,0.255971,0.183928,0.28029,0.165905,10
-724.39,0.999467,0.0765161,6,63,0,732.318,-1.33332,0.0921926,-2.27379,0.37874,-0.176136,-0.236427,0.554414,-0.838138,0.187358,1.89155,0.235279,0.545806,6.57386,4.78074,0.998606,0.99168,0.1,0.217041,0.0708066,0.24479,0.193184,0.188107,0.262946,0.142978,0.225997,0.425339,0.230605,10
-725.048,0.99992,0.0774099,5,63,0,730.806,-1.28564,-0.527757,-0.919729,1.03279,0.630572,0.0159497,0.410788,-0.0611152,-1.15635,2.03618,-0.0677426,0.428568,4.62432,4.83701,0.990285,0.992132,0.1,0.180669,0.157121,0.300899,0.265925,0.217754,0.247948,0.21218,0.144153,0.398193,0.211706,10
-725.781,0.997001,0.0783607,5,31,0,730.452,-1.29617,-0.0386854,-0.879322,0.913366,0.613111,0.135189,0.553923,0.254724,-1.21634,2.42886,-0.0716312,0.409293,4.54658,4.83373,0.989508,0.992106,0.1,0.212151,0.16029,0.284481,0.260142,0.224289,0.255506,0.232916,0.142581,0.425054,0.209906,10
-718.851,0.99797,0.0789615,5,31,0,727.686,-1.44841,-0.034851,-1.40103,0.593624,0.141674,0.233204,0.608667,-0.647662,-0.284963,1.19683,-0.0692808,0.81236,5.10316,4.8405,0.993959,0.992159,0.1,0.185924,0.0700094,0.275645,0.208611,0.221153,0.278091,0.121902,0.157109,0.383161,0.181727,10
-723.022,0.893242,0.0796787,5,31,0,729.546,-1.54121,0.0880591,-1.51957,0.229082,0.148159,-0.0798085,0.446057,-0.315269,-0.00952387,1.48077,-0.0519932,0.930585,5.03338,4.68971,0.993525,0.990894,0.1,0.18858,0.0494866,0.209486,0.197288,0.16583,0.244879,0.137692,0.175076,0.459285,0.169441,10
-726.365,0.985054,0.0685497,5,63,0,730.048,-1.1592,-0.298284,-2.33577,0.639684,0.0363626,0.620734,0.273448,-0.332553,0.30572,0.154463,0.175094,0.365332,5.90116,5.32765,0.997271,0.995168,0.1,0.219571,0.117894,0.283839,0.241237,0.282434,0.257444,0.217433,0.259704,0.249222,0.250635,10
