# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=896279109
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_sigma.1,g_se,g_sp
-727.5,0.995648,0.106364,5,63,0,734.532,-1.42475,0.771832,-0.392176,-0.243152,0.820728,0.472174,1.99332,-1.36738,5.03245,4.39055,12.0021,-2.9435,0.0856928,-1.16826,-0.916644,-1.777,1.34006,1.27481,-2.47478,0.357773,-6.42442,1.31274,-1.36024,-0.0208644,1.18675,0.350254,0.680297,-2.37656,-0.178486,-4.3062
-726.791,0.996693,0.106875,5,31,0,732.028,-1.49404,-0.277304,0.750767,0.226371,0.0366068,0.292154,1.4569,-0.840957,5.74395,4.87982,8.35905,-0.182546,0.179091,-0.270298,2.21234,-2.24376,0.00425787,1.46339,0.0589857,4.43557,-6.46758,-1.93312,4.63873,0.793288,-2.18007,-1.59525,0.616837,1.08131,1.15101,-0.762824
-727.144,0.997329,0.107562,4,15,0,730.72,-1.62866,0.485233,-0.0247554,-0.258672,0.879245,0.713321,1.64811,-0.727037,6.28406,5.00388,-4.513,2.10296,-1.30573,-0.657265,1.61831,1.43722,-0.708029,0.245082,0.807226,1.11314,-10.1203,0.0939989,-4.19233,-0.59707,1.50662,0.483075,2.04386,0.52382,1.93033,0.0429077
-725.024,0.984504,0.108356,5,31,0,729.555,-1.37481,0.189732,-0.283131,0.0810776,-0.132577,0.389267,1.34372,-0.76629,4.95837,5.49445,8.45606,-0.525995,-2.46746,-0.231418,0.104208,-1.72144,-0.387382,0.627632,-2.70901,-0.848189,0.806342,0.461155,-2.57361,0.812117,-2.36264,1.86432,4.4004,5.20118,-0.265055,1.86603
-728.103,0.983326,0.106927,4,15,0,730.572,-1.43789,-0.324307,-0.165997,0.235294,-0.504572,0.323436,0.971973,-0.717626,5.05133,5.644,-3.25908,-2.01073,1.23074,0.252444,-0.358141,-0.380962,-1.48769,0.47567,0.612147,1.92132,-32.2809,-2.30304,-2.83306,1.04369,-5.39146,-0.314505,-4.71438,-2.50497,-0.342982,2.91556
-729.805,0.994551,0.105325,5,31,0,734.809,-1.1997,-0.0177546,-0.00948415,0.0230698,0.899365,0.12488,0.78152,-1.26024,4.63529,4.20697,-3.61186,-1.05417,1.37622,1.59908,-0.806861,-0.291815,0.808707,2.79552,0.147913,4.42224,18.4873,0.717963,2.36894,0.807536,3.39602,2.02362,-1.92955,-0.370175,-0.84342,-7.57581
-729.421,0.987563,0.105624,5,31,0,736.254,-1.20113,-0.4585,0.162915,-0.345299,1.28477,0.215284,1.32076,-1.29139,5.18126,4.53642,-8.80887,-1.63769,-0.132914,-1.01502,-0.0759075,-0.345746,1.98759,-1.24561,2.53294,6.02692,31.0089,-0.335413,2.89212,0.209432,4.45274,2.23133,1.58384,4.32315,0.422017,-4.68394
-736.436,0.99887,0.104751,5,31,0,739.942,-1.22578,-0.864409,-0.279764,-1.19302,0.253289,-1.8581,2.51309,-2.90736,3.77503,4.57987,5.41672,0.141181,-1.02778,0.101664,-1.91632,-1.3807,0.689179,-0.0181616,1.13155,3.73718,-15.825,-0.814422,0.0155538,-1.08992,0.295513,-2.02104,1.388,-3.7082,-4.7086,-2.44159
-733.119,0.999147,0.105762,5,31,0,739.131,-1.25773,-0.477855,-0.483651,-0.841241,0.166074,-1.32748,1.95142,-3.08068,4.42988,4.7907,6.77613,1.2328,-0.493355,0.945562,-0.254865,2.07106,-2.03209,0.633142,3.36983,2.46261,-22.8456,-0.436641,-0.294608,-0.753847,0.164725,-1.4378,0.753956,-3.32926,-2.02735,-0.817685
-730.492,0.997949,0.106821,5,63,0,738.62,-1.11555,-0.888793,-1.17724,-0.000777051,-0.370759,-0.316373,2.51037,-2.56926,4.51208,5.37666,-11.2232,0.648551,1.45957,-1.31693,0.940269,-2.59998,-0.847139,-3.26557,-0.974678,-4.61844,10.5095,-0.715656,-0.67229,0.236414,-0.192505,0.132357,1.8585,-3.51644,-1.28348,1.13102
-739.482,0.992886,0.107677,5,31,0,742.306,-1.16476,0.703952,-2.5639,-1.95063,-1.73785,-0.0348091,2.74801,-3.58079,4.99747,5.45692,-0.357753,-1.33708,-0.63639,-0.217294,-0.362755,-0.265134,2.15738,-1.59762,-1.59747,1.52835,-6.19845,0.787732,-2.41086,-1.88422,-1.72054,0.0962957,2.15615,-3.09621,-0.259344,1.75736
-738.85,0.998237,0.107674,5,63,0,747.681,-1.15409,0.788202,1.43285,1.42971,-0.87637,2.28905,-0.902626,-3.47959,4.96728,4.66635,-4.3679,-1.17666,3.40888,1.55548,2.42688,-0.366539,-3.33478,0.68596,0.371857,-1.17145,3.27522,0.898933,1.79246,1.53075,-0.815077,2.60063,-1.71036,1.16641,-0.231783,-2.50165
-739.816,0.986399,0.108572,5,47,0,746.097,-1.27626,0.428864,-0.517602,-2.24781,0.753591,-1.82095,1.39931,-4.00025,5.91101,5.74205,0.300991,-1.25035,-2.40732,-0.693208,0.792207,-3.36563,2.09866,0.572252,-0.40916,1.79754,-31.6206,0.445542,-0.453727,-2.21633,0.742143,-1.86888,0.791021,-1.8509,1.31875,3.09949
-734.257,0.990235,0.107468,5,31,0,747.079,-1.0942,0.501843,-1.57497,-3.0499,0.854449,-0.301552,1.77764,-2.33868,5.50025,5.48156,-19.0168,0.321473,1.03642,-1.16297,0.554287,-2.88818,-0.260696,-5.5616,1.45361,3.04408,15.7836,0.972275,-1.07236,-2.92773,1.45317,0.388868,1.02124,-2.87287,0.85719,1.48181
-728.309,0.991837,0.107014,5,31,0,738.632,-1.10869,-0.0908941,0.214301,0.623724,-0.494142,0.141089,1.09051,-1.35947,4.99261,5.56449,-2.50905,2.01988,-2.83133,-3.2333,1.68826,-2.02658,1.65792,0.622214,0.844819,2.65094,29.3282,0.734029,3.66155,1.76039,-0.495002,2.62851,1.0112,0.894419,0.056827,1.63035
-726.969,0.999006,0.106827,5,63,0,731.808,-1.27904,-0.797573,-0.629484,-0.362089,0.369204,-0.0463601,1.36697,-0.998586,4.55268,4.31001,-5.15596,-1.11935,-0.149907,1.70909,-1.22571,-1.77091,0.871287,2.16778,-0.779065,3.25043,3.34515,-1.8615,-1.84415,0.119583,1.56497,-0.0828847,3.7082,4.45073,-1.24474,-5.36958
-733.944,0.941345,0.107826,4,15,0,737.258,-1.34143,-0.528259,-0.214778,-0.715745,0.0658057,0.540469,1.49913,-1.71903,3.25228,4.49693,3.37204,1.10029,1.40375,-0.438562,-0.613,1.43117,1.10264,-0.672454,-1.89903,3.04485,-25.474,-0.833961,-0.287234,-0.589142,-0.355648,0.567948,-2.18084,-6.26399,-8.66045,-2.5416
-733.823,0.996481,0.0995791,5,31,0,738.295,-1.23123,0.302323,-0.871833,-0.226141,-0.42403,-1.03775,0.742731,-1.61696,7.32701,6.01945,-5.50877,-0.822456,-1.42845,0.183396,-0.235716,0.183552,-2.49586,-0.352646,2.99665,1.95246,-29.644,0.813291,-1.11871,0.171019,-0.816675,-2.77786,-3.42575,-1.64536,3.18431,3.74487
-730.957,0.99575,0.100131,5,31,0,740.362,-1.04262,-0.213083,-0.0477842,-0.517402,0.781791,-0.360189,0.714697,-0.953236,5.77016,5.91505,7.7824,1.89098,0.508584,0.628064,1.26857,-2.16443,1.96453,1.39433,4.69029,2.38157,41.1681,1.08294,5.02868,0.338895,6.34409,1.10389,2.7314,3.68625,1.39432,2.75475
-729.282,0.999888,0.100568,5,31,0,735.321,-1.13641,-1.51467,-0.892125,-0.850758,-1.57442,-0.820598,0.61168,-1.83389,5.8031,5.13916,-6.30544,0.455374,2.10612,-0.0994631,1.67485,0.065472,-2.78997,-0.0759148,1.17347,4.85314,-15.2812,-1.6199,-0.219778,-0.517221,-2.10971,-0.809621,-2.02488,-2.34337,1.20331,0.666289
-730.035,0.998939,0.101641,5,31,0,732.348,-1.15112,-2.00001,-0.88312,-0.437944,-1.42136,-0.965836,0.736296,-1.85587,5.80884,5.16507,1.64335,-1.88891,0.107678,1.3447,0.996568,-0.488839,1.07525,0.248949,-0.210747,0.284325,-17.9214,-2.30453,-0.293796,-0.0548537,-1.89457,-1.2272,-1.81849,-1.8789,1.20265,0.856735
-731.522,0.991091,0.102568,5,63,0,736.293,-0.97298,-0.24695,-0.709555,-1.372,-2.08538,0.0259189,0.613425,-1.64718,5.59863,5.10459,-9.15311,-2.71963,0.10211,0.133996,-1.7909,-0.508479,-1.38809,-1.17311,1.26168,0.63301,29.9779,0.806535,1.48761,-0.923603,-2.66941,3.16663,0.318564,-2.12332,1.09095,-0.519329
-731.565,0.998655,0.102271,5,31,0,736.024,-1.25488,0.883676,-1.20636,-1.34909,0.180862,-1.33406,1.18033,-1.34496,6.23076,4.98879,-1.98834,-0.554718,0.436858,1.34741,2.95912,0.308767,1.724,0.0355224,-0.684245,-0.506644,-24.2076,2.31214,-2.84317,-1.33186,0.493672,-5.14316,-1.11261,4.90594,1.82131,0.463074
-732.434,0.99326,0.103147,5,31,0,736.804,-1.02792,-1.74087,-1.58624,-1.18293,-0.632685,0.386305,1.53549,-2.16769,6.08599,5.09706,-4.50607,-2.39052,0.539225,1.24251,-0.736132,1.43037,-0.0298865,1.64995,-2.02541,0.851898,29.2041,-1.53296,-0.765912,-0.854428,-0.177786,2.16266,1.40728,-2.7358,1.76987,-0.587156
-737.64,0.998275,0.10318,5,31,0,743.841,-1.18329,-0.961066,0.352794,-1.45013,-1.90265,-1.60374,0.996299,-1.86663,3.44627,5.50654,6.24428,2.54924,1.14991,1.17595,1.99918,-0.145573,-1.04826,-3.1544,-0.319218,0.0452115,-27.5373,-1.05864,1.67927,-1.30742,-2.88219,-3.10305,-1.97196,0.820399,-7.17091,2.38098
-730.647,0.999623,0.103992,5,31,0,741.293,-1.0681,0.436424,0.540396,-0.52979,-0.995942,-0.679712,1.82877,-1.77639,4.89835,5.31043,2.60656,-2.27068,1.41934,-1.39955,-2.36212,-2.48236,-0.905612,0.948197,-4.5107,1.93944,34.6548,1.41818,3.43895,-0.0505939,-0.983644,-0.0226287,2.84594,2.31149,-0.0679831,0.463375
-729.523,0.990814,0.105015,4,31,0,734.816,-1.36542,0.637182,-0.413696,-1.00361,0.330185,-0.49416,0.946653,-1.22613,4.66433,5.53056,-0.677321,0.368491,1.9032,0.0581877,-2.19343,-1.959,-0.174743,-3.25293,-0.217648,-0.0434417,-38.2608,1.3243,-1.69542,-1.11102,0.064981,-4.02425,-5.38209,-3.96497,-1.46091,2.6507
-728.909,0.999698,0.104651,5,31,0,734.526,-1.20009,-0.10544,-0.100475,-0.945873,0.135743,0.217823,1.30912,-1.67713,6.01125,6.22145,10.7461,2.20444,1.47417,-0.939389,2.16823,-0.341294,0.404076,1.93931,-1.12049,-0.0297589,3.18749,0.203569,1.03707,-0.703711,0.421739,1.12941,-0.757092,-3.65655,1.58278,3.87828
-731.457,0.995984,0.10568,4,31,0,734.713,-1.25853,-0.189181,0.15856,-0.989896,-0.289496,0.345408,1.56578,-1.80427,6.25385,6.50333,6.65183,0.379222,-1.08252,-0.0355661,1.51695,-0.426466,-1.534,-0.0686868,-1.04068,-3.81699,-8.58327,-0.115534,1.05672,-0.825435,-0.60291,0.765268,-0.882536,-4.4675,1.88802,4.56356
-731.186,0.999105,0.106123,5,63,0,735.115,-1.17955,-0.984574,0.172328,-1.47573,-0.482487,0.0367188,1.51824,-1.3013,5.91729,6.51313,4.85261,-2.11312,-0.653875,-0.577831,-0.201272,-1.33147,-0.531109,2.38069,-1.8352,-1.33456,13.7282,-1.54788,2.82897,-1.46838,-1.03951,1.18131,2.88753,2.66346,1.48951,4.47087
-728.343,0.999749,0.107057,5,31,0,734.941,-1.13824,0.162423,-0.823977,0.802406,0.318938,-0.225662,0.981693,-1.07585,3.86276,4.80902,-5.68344,-1.64301,-1.7643,0.144576,1.41942,0.381204,-0.59598,0.918504,-0.238618,7.50312,14.9725,1.52634,-1.36984,2.50456,2.158,0.464891,1.42576,2.24479,-3.37872,-1.92842
-728.002,0.967651,0.108095,4,31,0,735.037,-1.06898,-0.432634,-0.652238,-0.084896,0.344826,-0.458298,0.175239,-1.7231,4.61177,5.32301,1.96022,-1.71183,0.332541,-1.91397,-0.609948,-0.865253,-1.40555,-1.50046,3.17258,4.78056,6.88621,0.0942817,0.695843,0.51284,1.44372,0.505532,-2.94012,-2.58819,-1.05888,0.988624
-728.144,0.994201,0.104084,4,31,0,732.274,-1.1386,-0.964356,-0.805544,-0.300108,-0.558525,-0.607262,0.275388,-1.61842,4.65961,5.67569,2.58245,1.44717,0.529556,0.532086,2.28389,0.377604,-1.54399,-1.24859,-0.582321,-3.3183,-18.6466,-1.00648,-0.277129,0.192899,-0.654653,-0.700699,-3.98465,-2.39752,-1.25146,2.68666
-726.135,0.996522,0.104236,5,31,0,731.287,-1.11466,-0.841466,-0.763162,-0.40412,-0.14724,-0.391996,0.790216,-1.61317,4.24501,5.12224,-10.4478,1.26969,0.296295,-0.562353,0.0819395,0.42022,-2.59062,-2.51489,0.931821,-3.27257,0.44061,-0.714453,0.0582287,0.0972798,0.320014,0.231828,-1.44077,-3.8134,-2.28397,0.177358
-728.908,0.987899,0.104741,5,31,0,731.639,-1.44933,0.766155,0.638754,-0.507809,0.205352,0.623077,1.12282,-1.22388,5.57058,4.45988,-1.16405,0.177352,2.28267,0.660644,-0.51107,0.65692,0.616416,0.812054,1.95145,1.47038,-15.1715,1.41215,2.34775,-0.435909,-0.58235,1.01907,-4.94787,-5.88716,0.817034,-3.35438
-726.04,0.998646,0.103924,5,31,0,731.468,-1.31952,-0.130586,-0.648833,-1.30078,0.149957,-0.190063,0.923288,-1.1481,5.13111,4.95052,11.9969,-2.03534,-1.46136,0.437868,0.395542,0.384556,-1.66306,-1.90498,-1.05105,3.62903,-28.3311,-0.241618,-2.20373,-1.49234,-0.0139682,-1.84076,-3.97378,-3.64247,-0.135076,0.229202
-725.72,0.999129,0.104745,5,47,0,729.39,-1.06663,-0.852415,-0.857462,-1.04695,-0.740185,-0.793789,0.355784,-1.1153,5.93534,5.41169,-3.82561,-0.454764,0.0304476,1.45489,-1.20413,-2.15248,-1.84448,1.02036,-0.184905,1.11283,-13.5582,-0.93611,-0.451443,-0.669927,-1.2777,-1.82723,-2.86757,-1.27234,1.41549,1.73404
-725.366,0.969881,0.105641,5,31,0,732.115,-0.56504,-0.228622,-0.423381,-0.802664,-0.432204,-0.427426,-0.251813,0.583219,4.98978,4.70636,5.42547,-2.77345,-0.810756,-2.40288,-1.0483,-1.62309,-1.10296,-0.192041,-1.88418,-1.1992,-11.596,11.2581,4.56998,-3.88329,-3.90084,-4.91601,-25.4593,8.28957,-0.325216,-1.64605
-726.5,0.896125,0.102106,5,63,0,731.421,-0.256968,-0.687583,-1.10625,-0.687393,-0.69163,-0.824911,-0.47452,0.3004,5.49049,4.82019,14.2354,-0.132311,-0.965814,-1.506,0.482298,-0.877541,-0.363226,-2.77725,0.820772,1.70716,-13.9434,2.83978,-16.8835,3.00589,1.59494,-6.83219,-6.67932,19.1582,0.682274,-0.683639
-727.768,0.999229,0.088702,6,63,0,732.363,-0.620746,-0.97584,-1.03454,-0.464278,-1.25748,-1.15915,-0.292292,-0.564339,5.38321,5.82485,15.1932,-0.73862,-1.08854,-0.457098,-1.29532,-0.827606,-0.331336,-1.73336,1.91302,0.825932,12.8078,0.409158,2.68434,2.35957,-2.69877,-1.91338,1.61281,-4.81136,0.645853,2.76828
-728.954,0.982381,0.0895004,6,63,0,732.66,-0.60892,-0.586088,-0.757117,-1.57778,-1.00853,-1.30923,-0.512885,-0.511888,5.35895,4.72454,7.48296,0.189239,0.879895,-1.44998,-0.822063,-1.71525,-0.28815,0.327387,1.41106,3.40538,10.292,3.45363,7.54004,-1.33889,-0.298669,-4.49781,-4.07635,-4.1408,0.586763,-2.33043
-728.056,0.992831,0.0881338,6,63,0,735.193,-0.786529,-0.52853,-1.09552,-1.44349,-0.52416,-0.526624,-0.0432568,-0.63868,4.87958,6.26652,-14.7911,-0.252616,1.3223,-0.115389,1.87759,-1.88393,2.59461,0.640932,1.31225,-3.42607,18.3198,1.73194,-1.18137,-1.34096,1.79242,4.59161,0.332707,-5.6466,-0.283494,3.89287
-727.852,0.992632,0.0881065,6,63,0,737.007,-1.12201,-0.852849,-0.232967,0.0285962,-0.132422,-0.608165,1.42269,-1.43767,3.8968,5.61881,10.1013,-1.15779,-0.69965,-0.855407,-1.72223,-0.439792,-1.40042,2.55435,-3.68856,5.53757,10.5913,-0.930878,1.4541,0.736177,0.258233,-0.959273,1.8482,-0.301606,-3.37183,2.0969
-726.68,0.993393,0.0880525,5,31,0,732.43,-1.21048,0.118292,-1.10466,-1.24898,0.226201,-0.899954,1.55309,-1.69495,5.23795,5.17424,-6.43315,1.54516,-1.33737,-1.14721,0.0387047,0.676792,-1.12373,-1.32148,3.36983,-3.43709,-10.1187,0.55374,-1.31869,-1.06995,0.588614,-1.87958,0.13423,-1.99209,0.223049,0.719659
-730.407,0.995101,0.0880926,5,31,0,732.065,-1.03922,-0.58811,-0.911771,0.739914,-1.16788,0.110606,0.440828,-1.7928,5.36346,5.93113,-3.15019,-1.08293,1.69301,0.16483,0.19687,0.229884,-1.43729,0.2875,-0.564989,-0.412391,14.6256,-0.0723452,0.297125,1.5223,-1.171,2.20185,-1.54626,-2.30119,0.62104,3.03827
-730.264,0.994041,0.0883457,6,63,0,735.271,-1.45002,-0.154396,0.284662,-0.969468,0.849294,-0.224763,3.11905,-1.53672,4.78127,5.03092,-7.21797,1.12468,0.542644,-0.726595,1.36856,1.20354,-1.65082,-1.98185,-0.155665,-4.86588,-10.9465,-0.638341,0.236202,-1.02608,0.732361,-2.53218,4.08985,2.77819,-0.804215,0.216589
-730.854,0.998507,0.0884628,5,31,0,733.974,-1.3507,-0.121706,0.14823,0.22826,0.127683,1.4229,0.73607,-1.24797,5.17477,4.99443,-0.825446,-0.50319,1.29042,-0.858351,0.998364,2.16857,1.66019,0.931355,-0.710347,-0.231679,-4.88379,-0.336105,1.02631,0.801731,-0.322863,6.52362,-6.16555,1.69446,0.142158,-0.221933
-731.608,0.99996,0.0891409,5,31,0,736.523,-1.2098,-0.136744,0.616498,0.681699,-0.715804,-0.76125,2.44782,-2.23235,6.44723,4.69213,-1.14918,-0.0936384,-1.30121,-0.676202,-0.224428,-3.50169,2.28197,-0.393162,0.327483,0.733344,5.70613,0.0865917,1.7421,1.0181,-0.76969,-0.790648,1.58768,-2.04452,2.17605,-2.51456
-738.158,0.993336,0.090004,5,31,0,741.788,-1.23666,-0.499949,0.227534,1.78949,0.261391,-0.866007,1.89776,-1.90676,7.36799,3.97317,8.65416,0.65365,1.77579,-0.388523,-1.44041,-0.216773,2.01965,-1.20548,-0.803562,1.01729,9.72698,-0.298753,1.631,2.47001,0.665172,-1.0893,1.06086,-0.704229,3.26356,-9.91722
-730.259,0.994337,0.0900229,6,63,0,744.812,-1.24772,1.33725,-1.35394,-0.475371,-0.822135,0.322938,1.60105,-1.84498,4.24093,5.42095,-17.8443,-0.201307,0.411619,2.8206,-0.484387,-2.28192,0.438751,-1.37685,4.01229,-7.14328,-14.1361,2.09445,-1.92055,-0.220779,-1.39347,0.73324,-0.719835,-2.29693,-2.5577,1.80105
-731.901,0.992014,0.0901672,4,15,0,735.099,-1.23785,1.66524,-1.62095,-0.677473,-0.687391,0.453415,1.71517,-1.47335,4.45867,5.53195,2.57365,1.21488,-1.02776,-0.655669,0.868531,0.47231,0.631702,2.40484,1.84002,1.83029,-0.618257,3.57431,-3.59895,-0.409494,-1.6058,1.82659,1.20334,5.80893,-1.57047,2.05284
-728.675,0.999912,0.0900148,5,31,0,733.808,-1.14367,0.965747,-0.980738,-0.73977,-0.526345,0.623213,1.24357,-1.94957,4.59386,5.15632,-1.51811,2.65919,-2.15981,-0.100696,-0.652993,0.785463,1.252,1.80636,-0.94848,3.33022,9.95302,1.7551,-0.462039,-0.429672,-0.449998,2.15523,-0.403494,-1.96711,-1.06474,0.146488
-729.626,0.999086,0.0908621,5,63,0,732.428,-1.29454,0.040257,-0.756906,-0.885208,-0.248695,1.55866,2.20402,-1.96727,4.69568,4.93404,-6.49319,-1.8122,0.836156,0.362558,0.674372,-0.557986,1.44703,1.51006,1.01841,-0.874905,-4.65566,0.142028,-0.836057,-0.728662,-0.52648,2.94489,0.446388,-2.57884,-0.978034,-0.635019
-732.944,0.98923,0.0916055,5,31,0,739.662,-1.25476,-1.0294,1.26448,-0.670268,0.594416,0.902614,2.20152,-2.36638,5.53299,4.43511,-2.98931,1.72183,-3.58981,-0.588805,-1.12512,2.23627,0.313356,-0.542281,-1.91022,1.89782,4.71219,-1.01141,2.30219,-0.490328,0.77132,1.48533,0.766076,-2.26218,0.852793,-4.54352
-734.492,0.999856,0.0910884,5,63,0,737.288,-1.20707,-1.0954,1.43865,0.0672016,1.21439,0.0723147,1.64811,-3.2058,5.67527,4.52614,-1.97666,-0.590216,1.01512,-0.78803,0.0304071,1.72325,1.51429,0.60722,0.414362,-3.43767,-1.68757,-1.02629,1.86014,0.175234,1.33017,0.246472,0.740063,-1.7649,1.05702,-3.43865
-734.45,0.998867,0.0919244,5,31,0,738.612,-1.18608,0.0613667,0.544826,-0.129224,1.03166,-0.0190931,1.02628,-3.97701,6.28767,4.46688,3.06085,1.62881,-2.13524,-0.153267,-1.2969,-0.222425,-1.49624,-0.131079,-0.653889,4.08342,-1.78761,0.115548,0.721649,-0.0766142,1.08315,0.0829,0.577912,-1.29737,1.952,-3.89478
-735.758,0.99728,0.0926351,6,63,0,739.011,-1.06379,-1.47382,0.484684,-0.123227,-0.818206,0.519966,1.89291,-4.35167,4.34277,5.08853,6.93458,-0.210274,-0.860063,0.148045,-1.20282,-0.00251515,-0.766687,1.08035,-2.01756,3.78973,17.0073,-1.42121,0.654296,-0.078375,-0.762997,0.655198,1.66824,-1.38812,-1.65517,-0.33995
-733.081,0.999989,0.093141,5,31,0,737.514,-1.19018,-0.764441,0.345016,0.870899,-0.0574762,0.0308648,1.70998,-3.69066,4.33659,5.03472,-7.11389,1.85594,-0.597637,0.919893,1.31544,-1.12633,-1.10539,2.67325,1.11974,-0.304414,-9.44278,-0.716945,0.539412,0.939034,-0.0273453,0.118282,1.07646,-1.96729,-2.13149,0.0427365
-733.74,0.996271,0.0939968,5,63,0,738.477,-1.19688,-0.253073,0.957226,-1.81412,0.00554954,-0.325522,0.391953,-3.35101,5.81086,4.63007,1.99875,-1.0683,1.18405,-0.226286,0.0458392,0.187812,1.7461,-2.10106,-1.02729,-5.78572,-7.05773,-0.168859,1.2953,-1.73495,0.0672545,-0.188949,-0.513204,-1.20517,1.25017,-2.41206
-733.139,0.995999,0.0943697,5,63,0,742.009,-1.13261,-1.01821,0.639514,0.743643,-1.07981,0.569372,-0.082627,-3.37008,4.80062,4.71353,-3.77889,1.24588,1.26019,-3.48706,1.48874,-1.66427,0.751112,-0.311239,2.69405,-1.80036,3.89917,-0.919165,1.03489,0.856362,-1.00437,0.856265,-0.879069,-0.582095,-0.611935,-2.2418
-740.476,0.991877,0.0947051,5,31,0,741.847,-1.19087,-1.16008,0.492353,2.38694,-2.40921,0.863495,-0.933944,-3.0605,4.4114,4.98914,-3.4225,-0.307752,0.800412,-0.920038,0.904184,-0.0184189,0.754538,-0.450008,0.0418295,-2.1873,-15.1631,-1.09696,0.889501,2.54631,-2.48012,1.12857,-2.40254,1.32092,-1.95896,0.0535645
-735.244,0.99983,0.0945025,5,63,0,745.191,-1.09028,0.0495803,-0.142836,1.31318,-0.586087,-0.66399,-0.737521,-4.7079,5.48433,4.48979,-1.63709,1.89673,-1.15571,-2.40259,2.95755,-2.16773,1.22891,-2.84343,1.84742,-0.125408,15.1943,0.0899837,-0.0263635,1.34548,-0.545295,-0.574029,-0.910505,-0.919252,0.831248,-4.44329
-732.848,0.997463,0.0953318,6,63,0,739.196,-1.16165,-1.03207,0.371304,-1.6226,1.05072,-0.750586,1.67778,-3.04124,5.41592,5.42535,11.6034,0.369752,-0.237587,-0.390204,-0.0410906,1.24097,1.57331,4.01916,-1.55774,3.19123,-1.188,-0.940035,0.829883,-1.5142,1.21409,-0.596452,0.700013,-2.63734,0.616746,1.55306
-729.854,0.999213,0.0958525,5,31,0,735.425,-1.15804,-0.0951806,-0.268337,0.00847835,0.592146,-1.82822,1.90217,-2.11226,5.68374,5.468,-0.911695,-1.53006,1.45267,-1.83423,1.31444,0.434433,0.131573,-3.71279,0.191256,0.984611,2.16752,0.226044,0.652029,0.354903,1.0918,-2.5243,0.912862,-1.46702,1.08754,1.67473
-731.059,0.981886,0.0966019,5,63,0,738,-1.26952,-0.555593,-1.06944,-0.22824,0.0433429,-1.67313,0.987989,-2.15451,5.41253,4.96236,-0.564665,-1.20943,-2.31008,-0.48162,-1.38264,1.39044,-2.59676,0.615407,-1.21499,-5.64227,-33.553,-0.544883,-1.08475,-0.0031604,0.00899876,-2.70535,-1.90952,-2.06216,0.426424,0.452625
-733.238,0.998943,0.0950861,5,63,0,739.436,-1.29523,0.15133,-1.35758,-0.959024,-0.670304,0.971113,1.25872,-2.71998,4.4512,4.80558,-1.80819,-0.0235301,2.41382,0.566988,-0.0873375,0.862344,-2.02424,-0.644843,0.669005,6.94986,-28.4479,0.204327,-1.35194,-0.86022,-0.813738,1.0919,-0.664789,-3.23625,-2.03397,-0.499689
-730.63,0.996348,0.0957894,5,47,0,736.722,-1.17236,0.847315,-0.596893,0.510353,0.175743,0.542912,0.459395,-2.00059,6.23053,5.07472,15.7356,0.792395,-0.840143,-0.498016,-0.303491,3.2282,-0.22616,-1.12441,-0.987891,-2.46442,2.38257,1.50092,0.131715,0.959451,0.540115,1.76798,-2.48054,-1.13809,1.88598,-0.0642698
-731.454,0.996554,0.096155,5,63,0,735.571,-1.15886,0.963983,-0.70741,-1.77744,0.79852,0.638961,1.29708,-2.5084,5.35553,5.37329,6.22951,0.747841,0.199015,1.81531,-0.10272,0.887525,-1.88518,0.101077,2.46154,-1.24183,5.20097,1.30977,-0.178605,-1.62844,1.11721,1.29843,-0.186987,-2.47327,0.546657,1.22597
-729.787,0.999006,0.0965455,6,63,0,735.325,-1.34187,-0.928415,0.278122,0.563555,0.0311485,-0.931287,1.09196,-1.26187,5.01746,4.78103,-18.1664,0.516979,-0.911141,1.66881,-1.68138,-0.385089,0.647716,0.513473,-0.935152,0.489297,-29.0851,-1.97568,1.71632,1.33852,-0.494845,-5.02674,-3.3073,0.0859872,-0.399609,-0.436493
