# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,index.1,index.2,index.3,index.4
-731.117,0.998756,0.041571,7,127,0,745.825,-1.03592,-0.376718,1.00707,-0.395868,-1.48585,-0.802025,-0.605958,-0.0114028,-0.423466,0.632875,-0.307418,-1.01901,-0.847554,1.73247,0.509556,1.5969,0.0520207,1.38474,-0.618212,0.850686,0.511922,0.465174,0.297957,0.0908987,5.18843,4.47807,0.99445,0.988772,0.000437415,0.205829,0.342991,0.204247,0.128586,0.172782,0.187471,0.237739,0.201982,0.247999,0.176946,0,0,0,0,0,0,0.227597,0.17682,0.207581,0.217081,0,0,0,0,0.207802,0.210666,0.219522,0.213357,0.229411,0,0,0,8,10,6,9
-733.477,0.949649,0.0421504,6,127,0,747.095,-0.497281,0.028588,0.919871,-0.967937,-0.902853,-0.719636,-0.263345,-0.6598,-0.308033,0.276667,-0.140796,-0.0459184,2.56724,-0.222117,0.430284,-0.21414,-0.40374,-1.37334,-1.36239,0.836648,0.742357,0.0334375,0.0852439,0.7348,5.48968,5.1348,0.995888,0.994146,0.000437415,0.299741,0.451472,0.170626,0.177515,0.198067,0.25675,0.205153,0.250534,0.258141,0.255609,0,0,0,0,0,0,0.254703,0.255705,0.25854,0.265686,0,0,0,0,0.217865,0.277601,0.225154,0.271337,0.359642,0,0,0,8,10,6,9
-735.683,0.999341,0.0394045,7,127,0,745.585,-0.795024,-0.796918,2.20443,-0.657152,-1.21726,-0.629089,-0.482483,-0.204203,-0.133321,0.822673,-1.72469,-0.185888,-1.83145,0.335962,0.0686442,1.45582,1.23478,2.12505,0.776588,-0.91713,0.429922,0.0336364,0.274275,0.125043,4.7274,4.94235,0.991228,0.992913,0.000437415,0.202055,0.478707,0.211905,0.174508,0.213924,0.2247,0.246196,0.251887,0.263936,0.248349,0,0,0,0,0,0,0.258956,0.231792,0.260369,0.267831,0,0,0,0,0.248111,0.251392,0.257699,0.259321,0.281833,0,0,0,8,10,6,9
-731.095,0.999763,0.0399919,7,127,0,744.433,-0.357396,-0.416753,0.343054,-0.776767,-0.730074,-0.766633,-0.36617,-0.709968,-0.741145,0.473135,0.807623,-0.0900196,1.7493,-0.337649,-0.564172,-1.41289,-1.23972,-1.89594,-0.701701,0.938852,0.866861,0.270078,0.463788,0.303976,5.58651,5.16825,0.996266,0.994338,0.000437415,0.260945,0.404899,0.205532,0.212198,0.206965,0.269458,0.215117,0.210603,0.247181,0.263918,0,0,0,0,0,0,0.250459,0.254442,0.25132,0.286855,0,0,0,0,0.241278,0.263696,0.244371,0.242666,0.314731,0,0,0,8,10,6,9
-733.385,0.974272,0.0406102,7,127,0,739.338,-0.772004,-0.502981,1.62754,-0.925839,-1.30264,-0.95209,-0.343736,-0.136926,-0.143427,1.01563,-0.0455288,0.835932,-1.63927,0.680594,-0.599849,0.793498,1.25665,1.88071,0.838958,-1.27191,0.380664,0.0472269,0.170366,0.181806,4.63403,5.37352,0.990378,0.995384,0.000437415,0.242316,0.417988,0.214055,0.190955,0.212382,0.253594,0.268748,0.268263,0.268334,0.258849,0,0,0,0,0,0,0.263681,0.251704,0.262835,0.282876,0,0,0,0,0.240287,0.260565,0.267703,0.267476,0.309638,0,0,0,8,10,6,9
-735.333,0.987383,0.0395497,6,127,0,750.628,-0.727841,-1.22584,1.2122,-0.597819,-1.42258,-0.528419,-0.552033,0.47322,-0.544926,0.0922904,-0.594381,-0.277815,0.209076,0.146448,-1.68247,0.6422,1.25711,-0.264427,2.43235,1.17137,0.656571,0.246306,0.266085,0.0963614,4.6952,4.49222,0.990944,0.988928,0.000437415,0.143592,0.45276,0.201932,0.128451,0.209357,0.206808,0.33782,0.207573,0.259661,0.230128,0,0,0,0,0,0,0.249669,0.212809,0.252949,0.25183,0,0,0,0,0.240297,0.239905,0.25732,0.240023,0.250758,0,0,0,8,10,6,9
-736.346,0.999676,0.0393533,7,127,0,751.453,-1.06458,1.2728,2.29224,-0.56221,-1.72364,-0.63297,-0.427473,-0.571523,-0.0187258,0.59077,-0.254358,0.632049,-0.241923,-0.254325,2.14295,-0.219382,-1.27784,0.217193,-2.17121,-1.24958,0.298894,0.42654,0.310187,0.246075,5.48886,5.81487,0.995884,0.997026,0.000437415,0.289435,0.355034,0.191341,0.143575,0.188116,0.197597,0.190914,0.217502,0.252007,0.191698,0,0,0,0,0,0,0.231432,0.175005,0.227665,0.23872,0,0,0,0,0.211777,0.220086,0.214238,0.237282,0.264552,0,0,0,8,10,6,9
-730.81,0.999967,0.0399468,6,63,0,743.381,-0.78213,0.768496,2.19503,-0.602934,-2.00789,-0.734876,-0.35037,-0.221604,-0.890965,0.0018578,-0.0893034,-0.296429,-0.109205,0.170192,1.41706,-0.209072,1.55609,-0.580957,-1.08863,0.236144,0.383281,0.331994,0.290688,0.205617,5.46784,5.44833,0.995797,0.995715,0.000437415,0.305532,0.431162,0.206746,0.132202,0.198602,0.223014,0.231651,0.189281,0.249108,0.24372,0,0,0,0,0,0,0.255879,0.188314,0.248923,0.269535,0,0,0,0,0.236274,0.250236,0.255029,0.230758,0.263485,0,0,0,8,10,6,9
-729.76,0.995761,0.0405626,7,127,0,742.117,-1.67192,-0.112672,1.34079,-0.154319,0.296459,0.020669,0.373972,0.671794,0.343878,1.65686,0.33179,0.472257,0.260451,-0.423894,-1.25777,-0.0972894,-1.53514,0.380118,0.900989,0.10616,0.727543,0.0937254,0.454647,0.428128,4.48568,4.71195,0.988856,0.991093,0.000437415,0.193556,0.405971,0.188909,0.243769,0.20901,0.254209,0.296952,0.250121,0.270339,0.247311,0,0,0,0,0,0,0.245975,0.284568,0.260538,0.291552,0,0,0,0,0.221878,0.24837,0.272255,0.246035,0.360415,0,0,0,8,10,6,9
-728.686,0.992871,0.0409037,7,127,0,739.27,-0.78172,0.357466,1.54342,-1.07975,-1.9351,-0.531556,-0.507893,-0.0532125,-0.828726,0.284264,0.0951945,-0.493316,-0.0670877,0.680304,1.01759,0.134937,1.30458,-0.341248,-0.47432,0.0637924,0.542922,1.31663,0.380787,0.14458,5.41502,5.86017,0.99557,0.997157,0.000437415,0.320167,0.471033,0.178436,0.120383,0.225927,0.228164,0.274103,0.199151,0.281292,0.236253,0,0,0,0,0,0,0.253226,0.199254,0.292342,0.294106,0,0,0,0,0.255704,0.256319,0.268309,0.248065,0.277425,0,0,0,8,10,6,9
-733.088,0.978136,0.0410524,6,63,0,739.905,-0.514053,-0.352505,0.927031,-0.421991,-1.8461,-1.25524,-0.343317,-0.0912045,-0.171437,0.00358395,-0.307614,-0.633273,-0.774394,0.0725992,-0.0959726,0.0394483,2.18913,-0.115284,-0.487659,-0.783616,0.654883,0.804505,0.566812,0.237342,6.55006,6.35839,0.998572,0.998271,0.000437415,0.200498,0.362838,0.19342,0.0871071,0.122797,0.201448,0.228801,0.219827,0.227964,0.188736,0,0,0,0,0,0,0.242498,0.128024,0.168869,0.250431,0,0,0,0,0.17943,0.211846,0.221496,0.218393,0.225201,0,0,0,8,10,6,9
-727.466,0.992394,0.0402374,6,63,0,738.901,-0.912798,-0.259064,1.22211,-0.456059,-1.54714,-0.268368,-0.345662,0.147107,-0.902499,0.213286,-0.148471,-0.609902,-0.28485,0.341767,-0.165279,-0.37295,1.01329,-0.108728,0.503795,-0.542592,0.685953,0.679967,0.17932,0.159684,5.68707,6.08101,0.996622,0.997719,0.000437415,0.233583,0.455779,0.210356,0.11215,0.232447,0.223159,0.286835,0.16411,0.271769,0.227912,0,0,0,0,0,0,0.253779,0.220122,0.259888,0.257361,0,0,0,0,0.249952,0.247757,0.261963,0.232317,0.263909,0,0,0,8,10,6,9
-729.234,0.996143,0.0403508,6,127,0,738.326,-0.453606,0.0688991,0.266501,-0.754359,-1.12511,-0.692157,-0.23193,-0.217464,-0.0105753,0.0881841,-0.385513,-1.65706,0.382558,0.204267,-0.394841,-0.0581839,0.508452,-0.0764415,-0.0861247,-0.361405,1.21895,0.469329,0.549016,0.0675528,6.44677,5.58635,0.998417,0.996265,0.000437415,0.299972,0.35252,0.136287,0.0913574,0.145429,0.229311,0.232427,0.28014,0.243404,0.206198,0,0,0,0,0,0,0.223419,0.191202,0.229172,0.274758,0,0,0,0,0.221139,0.226324,0.226488,0.228847,0.229978,0,0,0,8,10,6,9
-728.492,0.987993,0.0407043,7,127,0,741.323,-0.364436,-0.780805,1.8754,-0.968154,-0.605363,-0.668304,-0.818694,-0.354024,-0.441886,0.480549,0.607751,0.896841,-0.569371,-0.292057,-0.323624,-0.383922,-0.513204,0.0701569,0.330487,0.345959,0.364408,0.143827,0.445389,0.28648,4.19622,4.94056,0.985171,0.9929,0.000437415,0.255119,0.473275,0.242402,0.267419,0.262963,0.252512,0.285679,0.279211,0.289687,0.293352,0,0,0,0,0,0,0.278939,0.311552,0.305747,0.292123,0,0,0,0,0.279752,0.271389,0.297723,0.292633,0.348449,0,0,0,8,10,6,9
-731.033,0.999933,0.0405293,6,63,0,739.863,-0.270351,-0.629553,1.90719,-1.06396,-0.963424,-0.729629,-1.05436,-0.554325,-0.469718,0.681495,-0.243497,1.37945,-0.634682,-1.66071,-0.709642,-0.398827,-0.0428565,0.0562018,0.355472,0.525529,0.25789,0.182514,0.352501,0.5697,4.03469,5.0535,0.982616,0.993654,0.000437415,0.260926,0.401463,0.240265,0.244947,0.256068,0.24071,0.264618,0.268808,0.28819,0.255805,0,0,0,0,0,0,0.266289,0.273051,0.289177,0.26693,0,0,0,0,0.254181,0.221219,0.273252,0.282767,0.428891,0,0,0,8,10,6,9
-731.792,0.992346,0.0411242,7,127,0,741.231,-1.7035,0.545004,0.918305,0.119376,-1.19446,0.14906,0.0748686,0.488158,0.252454,1.02818,-0.723839,-1.01555,0.618057,1.35309,1.41242,0.765554,0.139908,-0.253376,0.058078,-0.485542,1.35334,0.212633,0.0683982,0.302314,6.41537,4.87495,0.998366,0.992422,0.000437415,0.306065,0.421097,0.199397,0.040644,0.205843,0.190016,0.290113,0.229481,0.272866,0.208528,0,0,0,0,0,0,0.244727,0.229382,0.245081,0.244197,0,0,0,0,0.233269,0.229494,0.251035,0.238597,0.281015,0,0,0,8,10,6,9
-730.911,0.978118,0.041226,7,127,0,743.015,-0.919737,-0.237553,2.99439,-0.333999,-0.177027,-0.462383,-0.574049,-0.192307,-0.223126,1.53318,0.92608,0.194402,-1.10057,-1.59403,-0.79193,-0.348286,-0.257341,-0.0535137,-0.813313,0.422267,0.288471,0.250366,1.0989,0.373191,4.07319,4.89338,0.983262,0.99256,0.000437415,0.243368,0.445977,0.238354,0.24655,0.231791,0.226184,0.245744,0.244124,0.279717,0.251296,0,0,0,0,0,0,0.273414,0.307519,0.247315,0.225993,0,0,0,0,0.24533,0.237928,0.263855,0.261697,0.400563,0,0,0,8,10,6,9
-728.961,0.998019,0.0404114,7,127,0,740.068,-1.752,0.307284,1.94628,-0.0885339,-0.996751,-0.224708,-0.0427037,-0.0669001,-0.182852,1.73662,1.24335,-0.222521,0.499985,-0.993042,-1.14617,-0.237586,-0.159704,-0.988067,-0.196093,2.07306,0.441856,0.377067,0.567812,0.186753,5.15076,5.08403,0.994238,0.993843,0.000437415,0.238703,0.39112,0.208608,0.15033,0.198918,0.211946,0.210179,0.201861,0.247002,0.215037,0,0,0,0,0,0,0.245726,0.164748,0.232081,0.250436,0,0,0,0,0.222465,0.228218,0.227447,0.223779,0.289699,0,0,0,8,10,6,9
-734.136,0.989156,0.0408718,6,63,0,742.643,-1.85156,-0.592404,2.40558,0.434464,0.735813,-0.0510428,0.197192,0.855388,0.25005,0.884963,0.608534,0.799676,-1.69601,0.444958,-0.0379596,0.953264,0.876391,1.11574,0.694475,-1.17019,0.452301,0.388718,0.286794,0.338654,4.93011,5.057,0.992826,0.993676,0.000437415,0.169451,0.440256,0.244732,0.270667,0.206595,0.225524,0.281422,0.229709,0.269876,0.249956,0,0,0,0,0,0,0.266057,0.282636,0.24066,0.25344,0,0,0,0,0.232661,0.247494,0.289726,0.250731,0.291719,0,0,0,8,10,6,9
-736.137,0.997238,0.0407644,7,127,0,749.494,-0.806865,0.678346,1.90446,-1.09258,-2.55859,-0.891295,-0.507598,-0.0496197,-1.67964,0.752538,-0.180064,-0.80042,1.1629,-0.581983,-0.312194,-1.12512,-0.0733358,-1.09026,-0.71031,1.30074,0.381062,0.133024,0.236763,0.0579689,6.26717,5.0691,0.998106,0.993751,0.000437415,0.307697,0.414338,0.184959,0.115038,0.196763,0.220811,0.252164,0.153663,0.249221,0.227666,0,0,0,0,0,0,0.241773,0.185905,0.250247,0.266921,0,0,0,0,0.235465,0.239319,0.243973,0.227679,0.252266,0,0,0,8,10,6,9
-733.881,0.996478,0.0411716,6,127,0,753.139,-0.120176,-0.132771,0.942494,-1.39595,-0.98619,-1.32237,-1.24773,0.0280205,0.048336,-0.378255,0.199782,-0.0774132,-1.96253,-0.768316,-0.0827404,-1.10393,0.315062,0.250414,-1.05633,-0.123753,0.3886,0.25727,0.390655,0.100804,4.68634,5.21458,0.990864,0.994593,0.000437415,0.316325,0.4124,0.220906,0.249456,0.225856,0.230956,0.329953,0.331696,0.271761,0.301428,0,0,0,0,0,0,0.278715,0.311163,0.28439,0.290215,0,0,0,0,0.271661,0.273118,0.298735,0.299154,0.290431,0,0,0,8,10,6,9
-735.999,0.998515,0.0415298,7,127,0,746.405,-0.535161,-0.689328,1.24973,-0.552543,-2.13882,-0.930215,-0.249174,-0.481191,-1.07227,1.24518,0.607799,-0.169823,0.767043,0.461521,0.522399,-1.74548,-0.543745,1.63707,0.574377,-0.818497,0.767271,0.00724967,0.402414,0.278312,5.36395,5.21823,0.995339,0.994612,0.000437415,0.18387,0.493419,0.199948,0.0695447,0.158,0.23924,0.208739,0.144165,0.229628,0.228883,0,0,0,0,0,0,0.24563,0.152974,0.220714,0.266914,0,0,0,0,0.207244,0.237292,0.226744,0.201326,0.312602,0,0,0,8,10,6,9
-731.65,0.986547,0.0420199,6,127,0,751.231,-0.740787,-0.484367,1.83038,-0.514241,-2.21079,-0.459051,-0.203918,-0.17178,-0.838106,0.596225,-0.446234,0.297712,0.234128,0.276757,0.145486,-0.730188,-0.0301605,2.33286,0.316512,-0.778504,0.473859,0.0271748,0.323825,0.344029,5.7434,5.09802,0.996806,0.993928,0.000437415,0.21897,0.453541,0.216577,0.110587,0.221012,0.24234,0.245123,0.19185,0.252424,0.24738,0,0,0,0,0,0,0.25893,0.171103,0.262215,0.277737,0,0,0,0,0.238331,0.253842,0.255841,0.216479,0.306485,0,0,0,8,10,6,9
-736.533,0.999227,0.0417326,6,63,0,744.9,-0.746257,0.061584,0.820906,-0.843776,-0.888033,-0.518422,-0.505318,-0.0429173,0.339387,1.12357,-1.87808,-0.379651,-0.265704,-0.524523,0.363896,2.04398,0.687414,1.65501,-1.39607,0.620249,0.850854,0.182209,0.192878,0.394736,3.71937,5.73629,0.976325,0.996784,0.000437415,0.289642,0.433469,0.160806,0.155867,0.200978,0.202741,0.272101,0.339273,0.301376,0.204252,0,0,0,0,0,0,0.252013,0.250507,0.263256,0.263715,0,0,0,0,0.225003,0.225859,0.257449,0.285554,0.348289,0,0,0,8,10,6,9
-737.723,0.997028,0.0422647,6,63,0,747.19,-0.404034,-0.441459,1.25967,-0.433672,-1.37725,-0.811924,-0.711801,-0.224885,-1.50128,-0.0501671,0.207918,0.480909,0.232067,-0.132204,-1.18131,-0.363029,-0.950425,-2.13121,1.93871,-0.0294832,0.481558,0.0211298,1.084,0.0357362,6.5024,4.62457,0.998502,0.990287,0.000437415,0.206533,0.367631,0.207139,0.142964,0.179186,0.186291,0.22387,0.135873,0.212023,0.212896,0,0,0,0,0,0,0.25382,0.11149,0.185939,0.202456,0,0,0,0,0.211573,0.212145,0.214943,0.207663,0.215953,0,0,0,8,10,6,9
-733.339,0.977477,0.0426547,6,127,0,749.747,-1.30162,-0.0602974,0.927732,-1.03427,-0.812413,-0.730338,-0.274788,0.255483,0.306269,1.05732,-0.0471138,0.371936,-1.51844,-0.845259,0.777679,0.144229,1.65505,1.21705,-0.660065,0.552416,0.705001,0.362103,0.136848,0.17398,4.06886,5.609,0.98319,0.996349,0.000437415,0.222261,0.362889,0.12625,0.144427,0.15168,0.197413,0.262719,0.269646,0.2496,0.184367,0,0,0,0,0,0,0.21485,0.219806,0.22166,0.232143,0,0,0,0,0.198729,0.211154,0.226297,0.227785,0.250565,0,0,0,8,10,6,9
-732.36,0.996794,0.0417752,7,127,0,744.416,-1.62494,0.0957287,1.00107,0.386383,-0.428753,-0.0486289,0.138872,0.131213,-0.518885,0.234703,1.03926,0.638197,-0.299275,0.824419,1.11848,-0.556543,1.16705,-0.355179,-0.181577,-0.121493,0.737937,0.0738315,0.845469,0.367854,5.86098,5.59306,0.99716,0.99629,0.000437415,0.202757,0.329833,0.239233,0.147685,0.186233,0.207901,0.206981,0.139565,0.210403,0.220164,0,0,0,0,0,0,0.248044,0.143537,0.186958,0.211781,0,0,0,0,0.211796,0.223224,0.222749,0.185,0.229227,0,0,0,8,10,6,9
-735.221,0.976497,0.0421418,6,127,0,747.031,-0.745678,-0.0424089,0.70747,-1.47131,-0.912268,-0.821344,-0.441822,0.341046,-0.324123,1.12567,-0.462388,1.00461,0.832332,-0.0272679,0.179677,2.1818,-0.2077,0.336871,0.46443,-1.15581,0.572742,0.274874,0.245731,0.0809297,4.55469,4.09789,0.989592,0.983664,0.000437415,0.280845,0.373755,0.147915,0.192567,0.200719,0.237481,0.326669,0.249771,0.291002,0.211665,0,0,0,0,0,0,0.238259,0.26316,0.267359,0.285323,0,0,0,0,0.243807,0.249312,0.260918,0.251035,0.272882,0,0,0,8,10,6,9
-737.381,0.980686,0.0412149,7,127,0,753.256,-1.39975,0.48058,1.30647,0.505817,-1.02766,0.0750731,-0.073221,0.0526912,-0.278879,0.257101,-0.313039,0.413952,-1.9645,-0.223972,-0.0597909,-0.100504,0.380063,-1.17907,-0.0413089,1.55463,0.35558,0.209716,0.26001,0.83682,5.59896,6.51498,0.996312,0.998521,0.000437415,0.232885,0.288978,0.234482,0.15115,0.208261,0.199746,0.206959,0.188372,0.226838,0.2068,0,0,0,0,0,0,0.233367,0.17021,0.214133,0.207782,0,0,0,0,0.228397,0.207484,0.225149,0.180854,0.256013,0,0,0,8,10,6,9
-738.069,0.995195,0.0405693,7,127,0,749.151,-0.680537,-0.640506,0.74741,-1.3317,-0.741253,-1.03138,-0.640707,0.731841,-0.503452,1.44701,0.722132,-0.0200914,1.89877,0.349435,0.222449,0.13571,-0.0563914,1.12408,0.132853,-1.55859,0.446788,0.0812955,0.182333,0.147629,4.85367,4.00146,0.992261,0.98204,0.000437415,0.251172,0.383482,0.19779,0.24283,0.219873,0.251155,0.381846,0.26282,0.281084,0.269634,0,0,0,0,0,0,0.267663,0.288713,0.27825,0.292392,0,0,0,0,0.249842,0.260557,0.30044,0.264391,0.322518,0,0,0,8,10,6,9
-734.006,0.998831,0.0408226,6,63,0,750.907,-0.797808,-0.729595,0.855763,-1.0556,-0.679513,-1.24918,-0.512539,0.647636,-0.363077,1.38772,0.306039,-0.0816285,1.4284,0.236865,0.211826,0.393684,0.323695,0.883455,0.0278929,-1.88255,0.442106,0.0740824,0.244579,0.164694,5.23848,4.1435,0.99472,0.984381,0.000437415,0.211335,0.349912,0.188398,0.215034,0.175705,0.2277,0.329393,0.239476,0.251074,0.23666,0,0,0,0,0,0,0.241619,0.258443,0.23325,0.266147,0,0,0,0,0.212322,0.232884,0.267935,0.237218,0.291932,0,0,0,8,10,6,9
-725.116,0.999968,0.0413007,6,127,0,738.12,-0.892512,-0.274286,0.895147,-0.753353,-0.678805,-0.722563,-0.589887,-0.101084,-0.411801,1.65353,0.461005,-0.613861,1.74323,0.141736,0.0824684,0.924696,0.0612454,-0.409752,0.356257,-0.580055,0.828116,0.204711,0.151269,0.197841,5.82116,4.90524,0.997045,0.992647,0.000437415,0.260423,0.479361,0.191838,0.201536,0.1958,0.213576,0.288781,0.239227,0.282076,0.237505,0,0,0,0,0,0,0.260228,0.262293,0.26108,0.264769,0,0,0,0,0.243311,0.247945,0.265508,0.254255,0.334565,0,0,0,8,10,6,9
-728.042,0.987464,0.0418518,6,127,0,736.296,-1.34524,-0.211118,1.0308,-0.529433,-0.541093,-0.708073,-0.187592,0.0879006,-1.10999,0.548889,0.333842,-0.635796,-0.0467971,-0.967868,-0.369709,0.656851,-0.989135,1.43131,-0.0320125,0.783288,0.503964,0.771095,0.112254,0.187668,5.11003,4.92307,0.994,0.992776,0.000437415,0.228009,0.355316,0.201077,0.200137,0.187037,0.230097,0.25553,0.158229,0.246154,0.217235,0,0,0,0,0,0,0.232802,0.232573,0.229312,0.239582,0,0,0,0,0.21923,0.236076,0.245342,0.206816,0.261379,0,0,0,8,10,6,9
-731.403,0.998266,0.0416175,7,127,0,738.193,-1.06895,0.125519,1.36164,-1.03428,-2.00832,-0.8904,-0.391713,0.108024,-0.0280039,0.660752,0.519931,1.02504,-0.0945032,1.4618,-1.05286,0.547947,0.0187112,-2.11005,-0.439948,-0.232841,0.413412,0.201021,0.0855729,0.18404,5.13651,4.81512,0.994156,0.991959,0.000437415,0.264263,0.374285,0.182027,0.129556,0.191039,0.224887,0.262861,0.252129,0.242694,0.237658,0,0,0,0,0,0,0.240671,0.226127,0.242872,0.250602,0,0,0,0,0.218271,0.233957,0.250427,0.24587,0.269501,0,0,0,8,10,6,9
-732.794,0.989019,0.0420589,7,127,0,746.272,-0.829643,0.0512824,2.32857,-0.256659,0.163255,-0.88468,-0.223354,0.0879295,-0.277496,1.33692,-1.21164,-1.00878,-0.135992,-1.06472,1.00105,-0.298211,-0.0955471,1.71309,0.483888,-0.498779,0.562824,0.112555,0.882364,0.316707,4.53797,5.315,0.989418,0.995107,0.000437415,0.248269,0.533456,0.21807,0.259903,0.164805,0.221208,0.252039,0.216124,0.289626,0.238696,0,0,0,0,0,0,0.278279,0.351832,0.187463,0.283762,0,0,0,0,0.224602,0.259914,0.277691,0.256896,0.355817,0,0,0,8,10,6,9
-733.68,0.990632,0.0419187,7,127,0,748.756,-1.70724,0.618055,1.58711,-0.606234,-2.31944,0.489463,0.208306,0.620761,-0.111746,0.586697,0.230754,0.529763,-0.0649772,1.16423,-0.160519,0.56665,0.2456,-1.46043,0.0843624,0.404506,0.462877,0.802993,0.0381864,0.157995,5.96174,5.2753,0.997431,0.99491,0.000437415,0.26151,0.356233,0.167606,0.0836477,0.250227,0.226706,0.261751,0.201881,0.25942,0.209574,0,0,0,0,0,0,0.235126,0.223888,0.242509,0.2406,0,0,0,0,0.239331,0.231566,0.243016,0.222937,0.242056,0,0,0,8,10,6,9
-732.155,0.884524,0.0418788,7,127,0,744.074,-0.840468,0.0717122,1.65696,-0.528279,-0.775469,-1.59459,-0.413829,0.457463,-0.0404709,-0.648094,-1.72785,-0.536774,0.0656563,-1.22338,-0.218588,0.28604,-0.21931,1.36077,-0.021738,-0.432594,0.414181,0.238778,0.0854121,0.0890548,4.55388,4.8518,0.989583,0.992246,0.000437415,0.233958,0.369926,0.192525,0.177157,0.133078,0.199976,0.263669,0.225765,0.246417,0.202866,0,0,0,0,0,0,0.230161,0.226554,0.214882,0.231844,0,0,0,0,0.208325,0.225662,0.23908,0.231347,0.222145,0,0,0,8,10,6,9
-734.106,0.993146,0.0357422,6,63,0,745.453,-0.815813,0.0277663,2.25809,-0.353634,0.142066,-0.561522,-0.221439,0.0512427,-0.127676,-0.794496,-1.85498,0.794594,1.74228,-0.956063,-0.48434,0.566169,0.749497,-0.195548,-0.128219,-0.510075,0.459292,0.118135,0.712184,0.0699065,4.80889,4.29677,0.991909,0.98657,0.000437415,0.231602,0.454835,0.202038,0.241026,0.187148,0.211956,0.233516,0.219202,0.259184,0.236827,0,0,0,0,0,0,0.244287,0.312054,0.218973,0.261362,0,0,0,0,0.244996,0.249228,0.252655,0.250403,0.242124,0,0,0,8,10,6,9
-735.956,0.996609,0.0358549,7,127,0,746.847,-1.29732,0.144857,1.37425,0.25139,-1.09653,-0.529579,0.0853862,0.720144,-0.904982,0.315831,-1.27358,0.628645,-1.13925,0.583684,1.23381,1.47821,0.0861322,0.64221,-0.539984,-2.27817,0.661298,0.0565658,0.210355,0.0148551,4.93932,5.18886,0.992891,0.994453,0.000437415,0.222308,0.391411,0.234699,0.111864,0.1548,0.215597,0.294687,0.125064,0.236775,0.221549,0,0,0,0,0,0,0.243499,0.196838,0.215626,0.237383,0,0,0,0,0.228346,0.229893,0.231497,0.227405,0.230474,0,0,0,8,10,6,9
-739.736,0.992018,0.0361504,7,127,0,751.52,-1.14001,-0.267534,1.56569,0.599318,0.269044,-0.962592,-0.412045,-0.0981128,-0.216903,-1.23092,-1.4154,-1.12983,-1.16298,-0.325003,1.85253,0.751814,-0.0859998,0.123956,0.228456,-0.417849,0.373568,0.0892592,0.172963,0.0138145,5.04451,5.55338,0.993597,0.996141,0.000437415,0.205739,0.339017,0.263528,0.240343,0.166594,0.197074,0.216251,0.20884,0.229935,0.227083,0,0,0,0,0,0,0.244678,0.234438,0.198886,0.214261,0,0,0,0,0.227488,0.228804,0.229557,0.229272,0.226849,0,0,0,8,10,6,9
-730.846,0.977353,0.0362002,7,127,0,748.86,-0.180353,0.741227,1.5669,-1.02671,-1.82778,-0.430024,0.0935439,0.818591,0.076805,-0.420373,-0.554895,1.42377,1.2369,0.270626,-0.794632,0.688779,0.117638,-0.0678634,-0.199402,0.475834,0.392315,1.81055,0.159323,0.0407558,5.10848,5.36447,0.993991,0.995342,0.000437415,0.290479,0.361076,0.170231,0.130405,0.205758,0.241208,0.296745,0.240013,0.26895,0.224846,0,0,0,0,0,0,0.243336,0.221148,0.26079,0.27674,0,0,0,0,0.244211,0.248065,0.253468,0.247941,0.244282,0,0,0,8,10,6,9
