# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.9.2,marginal.10.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.9.3,marginal.10.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,marginal.9.4,marginal.10.4,index.1,index.2,index.3,index.4
-744.891,0.99785,0.0159056,7,127,0,756.294,-1.18654,0.351765,-0.985335,-0.170861,0.312173,-0.512187,-0.0685884,-0.980465,-1.47579,1.11665,-0.935546,0.184224,0.316768,-0.333749,-1.63048,-0.745914,-0.974283,-0.779539,-2.07314,0.0236219,0.876693,0.513887,0.439714,0.427476,0.000423341,0.133647,4.9072,4.98288,0.992661,0.993192,0.000344454,0.269417,0.17016,0.226716,0.266011,0.201528,0.234682,0.170462,0.141868,0.340296,0.173269,0.213872,0.223412,0,0,0,0,0,0,0,0,0.218029,0.218063,0.218005,0.218036,0,0,0,0,0,0,0.218099,0.228241,0.207745,0.197189,0.256916,0,0,0,0,0,10,12,6,9
-733.738,0.996103,0.0159641,8,255,0,757.415,-1.66884,-0.158494,-1.37612,0.368068,-0.00604531,0.490748,0.445369,0.00513608,0.442965,1.10167,-0.214318,-0.990791,-0.832442,0.278227,1.65015,0.798105,0.885539,0.78951,2.13703,0.000126916,-0.833882,-0.40868,0.551025,0.042586,1.03155,0.140061,5.61771,5.22505,0.99638,0.994649,0.000344454,0.201912,0.114721,0.252486,0.215734,0.265399,0.260574,0.216775,0.26032,0.335566,0.197018,0.230541,0.231719,0,0,0,0,0,0,0,0,0.233716,0.172418,0.256787,0.248085,0,0,0,0,0,0,0.23335,0.232234,0.221602,0.232175,0.248721,0,0,0,0,0,10,12,6,9
-730.612,0.967525,0.0161288,8,255,0,747.424,-1.34946,0.280557,-2.14317,0.425362,-0.0217991,-0.115512,0.231613,-0.336396,-0.0927668,1.10889,0.24692,-0.820564,0.0645837,-0.82054,0.905395,-0.522963,2.06207,0.285742,0.966936,1.25479,-0.241112,-0.604181,0.597704,0.0440228,0.465378,0.478819,5.42765,5.16507,0.995626,0.99432,0.000344454,0.25656,0.0757075,0.273232,0.223942,0.214447,0.251076,0.193232,0.216725,0.360231,0.252783,0.222313,0.228922,0,0,0,0,0,0,0,0,0.239615,0.204688,0.197854,0.224014,0,0,0,0,0,0,0.212073,0.240508,0.195269,0.21386,0.322808,0,0,0,0,0,10,12,6,9
-737.025,0.998749,0.0150345,8,255,0,746.126,-0.613021,-0.177308,-1.52526,-0.350566,-0.495478,-0.306749,0.0838752,-0.580859,-0.283229,0.922645,-0.400938,1.97537,-1.63784,-1.35557,-1.81364,2.75062,-0.516615,0.0418677,1.1996,0.351593,-0.695385,1.2695,0.774848,0.0467954,1.09308,0.497578,5.08495,5.4304,0.993849,0.995638,0.000344454,0.244106,0.103314,0.220573,0.202159,0.226369,0.282625,0.191853,0.229524,0.426977,0.214041,0.239479,0.211057,0,0,0,0,0,0,0,0,0.217898,0.19284,0.22591,0.305941,0,0,0,0,0,0,0.21356,0.246968,0.192112,0.215477,0.329358,0,0,0,0,0,10,12,6,9
-732.307,0.984269,0.0155685,7,127,0,750.254,-0.720291,-0.742851,-1.46556,-0.106619,-0.0896443,-0.0671039,-0.265301,-0.635118,-0.206145,0.86065,-0.232545,1.97623,-2.08134,-1.1878,-0.564999,1.01698,-0.617092,1.34406,0.411256,-0.375306,-1.22841,1.09676,1.06048,0.0263626,1.07826,0.480051,4.72849,4.617,0.991238,0.990214,0.000344454,0.152707,0.0775663,0.260315,0.263763,0.268386,0.229512,0.16797,0.240691,0.492636,0.235657,0.235666,0.21774,0,0,0,0,0,0,0,0,0.229658,0.232768,0.236942,0.201955,0,0,0,0,0,0,0.237907,0.221703,0.193558,0.226459,0.323555,0,0,0,0,0,10,12,6,9
-733.249,0.975976,0.0154928,8,255,0,744.494,-1.03232,-0.670722,-2.26247,0.0501187,-0.0624649,-0.292509,0.125229,-0.364631,-0.31526,0.96599,-0.150899,-0.858256,1.81749,0.948591,0.223478,-1.99887,0.826671,-0.740479,-0.985925,1.16553,1.0649,-0.518996,1.0631,0.12494,0.236962,0.389529,6.11748,4.83523,0.997801,0.992118,0.000344454,0.150701,0.0318522,0.274919,0.251954,0.209098,0.290936,0.196811,0.205162,0.497982,0.234823,0.197761,0.252795,0,0,0,0,0,0,0,0,0.22433,0.219982,0.211277,0.227262,0,0,0,0,0,0,0.208428,0.235001,0.20406,0.207043,0.294774,0,0,0,0,0,10,12,6,9
-737.369,0.999524,0.0150948,8,255,0,749.673,-1.06618,-0.317174,-1.71203,-0.0525482,0.252021,-0.09951,0.194696,-1.14457,-0.586117,0.982843,-0.66618,1.23381,-2.23932,-0.649355,-0.802647,0.861783,-1.18153,1.02059,1.06264,-1.10657,-1.67532,0.514082,0.682724,0.00810902,0.35447,0.118007,5.55676,4.65754,0.996154,0.990599,0.000344454,0.212034,0.094149,0.243735,0.283998,0.237883,0.276121,0.132744,0.183012,0.394912,0.174991,0.22638,0.221618,0,0,0,0,0,0,0,0,0.220262,0.238823,0.217492,0.235252,0,0,0,0,0,0,0.227993,0.233994,0.207538,0.218301,0.250587,0,0,0,0,0,10,12,6,9
-740.239,0.997774,0.0158636,8,255,0,756.831,-1.46853,-0.404215,-2.39162,0.624421,-0.342059,0.472318,0.24836,0.0415949,0.737763,0.743191,-0.207064,0.797954,-2.24318,-0.647803,-1.75769,1.22039,0.0786786,-0.0487038,1.27932,-0.145682,-2.27326,2.40043,0.734552,0.0720269,0.0920297,0.28352,5.20483,5.1103,0.99454,0.994002,0.000344454,0.160328,0.0425538,0.288528,0.166555,0.266224,0.235446,0.20929,0.305847,0.306691,0.18074,0.229753,0.19445,0,0,0,0,0,0,0,0,0.217506,0.203256,0.215218,0.211881,0,0,0,0,0,0,0.219106,0.208803,0.199598,0.231761,0.232025,0,0,0,0,0,10,12,6,9
-745.058,0.995814,0.0166153,7,127,0,753.732,-0.685308,-0.349187,-3.12906,-0.524192,0.0102028,-0.378152,-0.34933,-0.356205,-0.985229,1.58913,0.0852425,0.32849,-3.31383,-0.718009,-1.75373,0.658765,0.0989844,0.281574,0.996531,0.432474,-1.7571,2.0487,0.800034,0.0840938,0.0716288,0.489509,4.89281,5.17254,0.992556,0.994362,0.000344454,0.231124,0.0326172,0.207797,0.284443,0.227142,0.231105,0.230155,0.154706,0.575529,0.296454,0.248086,0.199074,0,0,0,0,0,0,0,0,0.225285,0.231495,0.226971,0.227304,0,0,0,0,0,0,0.214733,0.216983,0.216445,0.171144,0.401344,0,0,0,0,0,10,12,6,9
-736.062,0.999978,0.0173243,7,127,0,754.678,-1.41745,-0.518938,-2.2353,1.32517,0.292394,0.397598,0.587164,-0.0262269,1.13453,1.00428,-0.974284,-0.486286,-0.499979,0.368306,1.22788,0.278727,0.806028,0.873902,1.59134,-0.0100427,-1.04758,0.81555,0.381252,0.18619,0.107861,0.213301,5.98764,5.02007,0.997497,0.993439,0.000344454,0.182747,0.1042,0.310862,0.23343,0.24067,0.254098,0.212436,0.295542,0.285331,0.158264,0.228339,0.2279,0,0,0,0,0,0,0,0,0.235692,0.216596,0.21849,0.221933,0,0,0,0,0,0,0.224027,0.230996,0.208979,0.25194,0.246847,0,0,0,0,0,10,12,6,9
-741.882,0.998439,0.0183072,7,127,0,756.473,-1.57211,-0.482796,-2.57483,0.398204,-0.260198,0.509692,0.0912861,-0.0815039,0.0251148,2.30679,-0.162094,0.904312,0.205625,1.71293,0.331775,0.339273,0.0465216,0.926527,2.50843,-0.0952377,-4.02566,0.646621,0.395106,0.386899,0.167921,0.205254,4.21642,4.8098,0.985463,0.991916,0.000344454,0.197495,0.097591,0.257984,0.211706,0.266438,0.235627,0.223641,0.230985,0.423344,0.2182,0.248094,0.202217,0,0,0,0,0,0,0,0,0.231258,0.212688,0.23451,0.222467,0,0,0,0,0,0,0.233418,0.218754,0.21289,0.216495,0.303636,0,0,0,0,0,10,12,6,9
-742.516,0.999391,0.0192657,7,127,0,752.483,-1.38921,-0.346471,-2.58828,-0.220183,0.142893,-0.169777,0.116464,0.136041,0.0902347,2.9019,-0.346335,1.00733,0.155485,0.953734,1.10079,0.215076,0.776996,0.626966,2.05394,0.193635,-3.52749,0.523023,0.546988,0.256884,0.074004,0.267886,4.01041,5.64361,0.982197,0.996472,0.000344454,0.210895,0.0735377,0.222458,0.258147,0.227197,0.255428,0.25744,0.252748,0.606075,0.210907,0.251795,0.214911,0,0,0,0,0,0,0,0,0.234416,0.238988,0.235047,0.238653,0,0,0,0,0,0,0.211899,0.224359,0.225229,0.223196,0.370115,0,0,0,0,0,10,12,6,9
-727.796,0.999763,0.0203346,7,127,0,749.309,-1.02632,-0.152383,-1.26283,0.475513,0.482093,-0.0979813,0.0456799,-0.336708,-0.380529,0.384877,0.0485695,-0.288975,-0.501282,0.309139,0.224396,-0.0478232,0.241416,-1.46557,0.4487,-0.0631788,0.889857,0.67825,0.741718,0.644943,0.264542,0.613545,5.78637,4.60655,0.99694,0.990113,0.000344454,0.20235,0.100456,0.287301,0.288296,0.208908,0.226968,0.181274,0.176521,0.273816,0.227342,0.226643,0.204,0,0,0,0,0,0,0,0,0.223574,0.22387,0.198835,0.204837,0,0,0,0,0,0,0.21903,0.234189,0.195402,0.191277,0.272719,0,0,0,0,0,10,12,6,9
-723.442,0.980596,0.0214834,7,127,0,739.421,-1.0261,-0.397326,-2.28765,0.0572375,-0.327469,-0.105873,0.0785314,-0.411419,-0.307718,1.42057,0.0410212,-0.510146,-0.769802,-0.156744,0.360859,-0.860375,-0.00504523,1.03631,-0.55209,-0.505809,0.10456,-0.664019,0.928636,0.250944,0.710655,0.236367,5.00004,5.13855,0.993307,0.994168,0.000344454,0.172545,0.0349138,0.240965,0.181967,0.214475,0.244583,0.170692,0.184702,0.527798,0.238235,0.20912,0.199069,0,0,0,0,0,0,0,0,0.213348,0.172897,0.195434,0.21577,0,0,0,0,0,0,0.201472,0.20823,0.190627,0.194259,0.262159,0,0,0,0,0,10,12,6,9
-726.329,0.983349,0.0214706,7,127,0,740.48,0.635637,-0.606806,-1.63874,-0.396328,-0.400129,-0.44402,-0.3054,-0.668385,-0.493054,0.0234815,-0.314727,-0.42365,-0.957388,-1.37555,1.12097,-0.414392,-1.74505,0.694222,1.15382,0.126862,0.934342,-1.65456,1.53871,0.490177,0.909853,1.21337,5.03108,4.90189,0.993511,0.992622,0.000344454,0.184917,0.0448273,0.237953,0.236909,0.225088,0.263832,0.171224,0.212378,0.370828,0.261097,0.234013,0.191933,0,0,0,0,0,0,0,0,0.215242,0.214682,0.20829,0.228934,0,0,0,0,0,0,0.211663,0.240111,0.17083,0.202187,0.316845,0,0,0,0,0,10,12,6,9
-726.118,0.913861,0.0216376,7,127,0,736.765,-0.811251,-0.433511,-1.4514,-0.0183412,-0.168511,-0.0884495,-0.099136,-0.817524,-0.118538,0.375355,-0.0102894,-0.239595,-0.539371,-2.47861,-0.426743,0.0364543,-1.32759,0.453464,0.851224,-0.218911,-0.0885591,-1.16333,1.35946,0.25565,1.26736,0.329507,4.50728,5.35587,0.989092,0.995302,0.000344454,0.160869,0.04595,0.251754,0.215403,0.234294,0.231708,0.102238,0.227063,0.36437,0.253814,0.209735,0.197725,0,0,0,0,0,0,0,0,0.213217,0.183954,0.199167,0.197085,0,0,0,0,0,0,0.21269,0.21212,0.176278,0.211088,0.238438,0,0,0,0,0,10,12,6,9
-734.003,0.996046,0.0179135,7,127,0,740.52,-1.22379,-0.560823,-1.68296,0.332064,-0.413079,-0.0404728,-0.0844338,0.267308,-0.248312,0.70156,-0.745013,-0.918115,-0.506169,-1.68051,0.234415,0.853816,-1.75317,0.54341,0.931224,-0.911098,-1.10388,-1.17191,0.745892,0.243643,0.949319,0.517161,4.39368,4.52598,0.987796,0.989292,0.000344454,0.160723,0.0770621,0.269734,0.175966,0.219324,0.213838,0.260477,0.194263,0.326258,0.143221,0.19143,0.20689,0,0,0,0,0,0,0,0,0.230031,0.130163,0.174672,0.168867,0,0,0,0,0,0,0.1884,0.185049,0.21312,0.172952,0.25172,0,0,0,0,0,10,12,6,9
-736.603,0.996586,0.0187459,7,127,0,747.846,-1.37224,-1.67868,-2.14202,0.141232,-0.346998,-0.366331,0.177619,-1.27675,-0.100193,1.58871,0.475643,1.18334,0.538637,1.59785,0.739738,0.697084,0.543287,-0.343465,0.554533,0.980878,-0.671158,-1.02669,0.244155,0.219833,0.310561,0.0974439,5.84789,5.38602,0.997122,0.995441,0.000344454,0.166883,0.151774,0.23781,0.216942,0.216143,0.23942,0.180942,0.227322,0.307364,0.252877,0.225222,0.201675,0,0,0,0,0,0,0,0,0.222868,0.197939,0.196996,0.224812,0,0,0,0,0,0,0.212934,0.221866,0.198573,0.217272,0.246255,0,0,0,0,0,10,12,6,9
-729.405,0.994468,0.0196347,7,127,0,742.832,-0.835114,0.00505297,-1.92963,-0.0344933,-0.185448,-0.261529,-0.23687,-0.981123,-0.229401,0.823805,-0.921517,-0.0580729,-0.597273,1.16917,-0.147866,1.80062,0.150638,-0.536304,-0.447096,0.392871,0.395865,-0.703546,0.701918,0.267639,0.469873,0.103831,4.68449,4.74052,0.990847,0.991341,0.000344454,0.268651,0.0864602,0.263243,0.243251,0.233573,0.23668,0.15544,0.237627,0.394594,0.161004,0.235197,0.210799,0,0,0,0,0,0,0,0,0.231563,0.219477,0.213555,0.215462,0,0,0,0,0,0,0.225988,0.226425,0.213483,0.226558,0.245784,0,0,0,0,0,10,12,6,9
-731.831,0.998522,0.0204321,7,127,0,746.557,-0.511598,-0.250667,-2.29424,-0.247799,0.00151336,-0.203177,-0.0871193,-0.656118,-0.349052,0.384282,-0.73914,0.887298,0.950698,-1.33634,-0.470821,-0.862431,-0.181641,2.12062,0.526711,-0.111667,0.276723,0.89984,1.84047,0.0338505,0.716714,0.739879,5.46917,4.79876,0.995803,0.991827,0.000344454,0.221313,0.00665101,0.222215,0.310237,0.236582,0.276832,0.119387,0.191949,0.474099,0.104318,0.21594,0.216279,0,0,0,0,0,0,0,0,0.20879,0.237587,0.213765,0.227072,0,0,0,0,0,0,0.221982,0.236187,0.172102,0.204942,0.299412,0,0,0,0,0,10,12,6,9
-740.32,0.974493,0.021486,7,127,0,749.74,-1.40572,-1.85851,-0.409108,0.440423,0.461923,0.111563,0.137571,0.2877,-0.0220534,1.55263,0.591904,0.491241,-1.80411,-0.642942,-1.64383,-1.67894,1.18665,-0.616882,-1.09473,1.04251,-0.234622,-1.35813,0.21586,0.147365,0.530739,0.27931,4.74689,5.53374,0.991396,0.996064,0.000344454,0.167578,0.215443,0.24775,0.248608,0.234873,0.235875,0.241712,0.229775,0.294654,0.253837,0.257884,0.198999,0,0,0,0,0,0,0,0,0.240902,0.24297,0.210775,0.213055,0,0,0,0,0,0,0.223164,0.224414,0.231722,0.216822,0.299606,0,0,0,0,0,10,12,6,9
-734.239,0.997431,0.0211492,7,127,0,751.827,-0.78196,-0.716484,-1.52071,-0.134331,-0.836523,-0.76343,-0.184505,-0.769299,-0.339209,1.38985,-1.17462,0.922715,0.500883,-0.618497,-1.43021,-0.649763,1.90531,0.371732,0.126172,1.35193,-0.723412,-1.22478,0.635931,0.148815,0.73014,0.307315,5.95061,4.66805,0.997403,0.990697,0.000344454,0.187615,0.122276,0.249568,0.176403,0.183167,0.243735,0.182617,0.226332,0.462538,0.147632,0.209132,0.199332,0,0,0,0,0,0,0,0,0.228727,0.152907,0.159741,0.222545,0,0,0,0,0,0,0.184051,0.211318,0.183789,0.203759,0.299308,0,0,0,0,0,10,12,6,9
-733.829,0.996194,0.0221495,7,127,0,744.427,-0.599976,-1.00815,-2.5098,-0.0974492,-0.521535,-0.829181,-0.217544,-1.31411,-0.693068,0.744674,-0.889782,0.415424,0.90045,-0.709642,-0.493944,-0.00128956,0.908781,-0.218192,-0.706082,0.596325,0.121901,-1.64707,0.935014,0.20027,1.07791,0.0688818,4.65067,5.61898,0.990535,0.996385,0.000344454,0.147282,0.0410099,0.285802,0.2131,0.169317,0.263803,0.115101,0.187753,0.463954,0.161579,0.188494,0.20285,0,0,0,0,0,0,0,0,0.2257,0.15875,0.120664,0.204997,0,0,0,0,0,0,0.192809,0.199042,0.187967,0.194184,0.209136,0,0,0,0,0,10,12,6,9
-736.255,0.994193,0.0231015,7,127,0,749.992,-1.10571,-1.07228,-1.56307,0.170808,-0.172252,-0.0424451,0.0697407,-0.450008,-0.367527,0.464908,-0.264898,-0.105171,0.541972,-0.619163,1.90243,1.08937,-0.740343,3.16174,0.448235,1.07067,-0.511264,-0.53486,0.78057,0.170534,0.516076,0.111714,5.7715,4.64893,0.996895,0.990519,0.000344454,0.131516,0.0936036,0.285249,0.233987,0.252606,0.269466,0.197429,0.207816,0.334164,0.221294,0.213825,0.232491,0,0,0,0,0,0,0,0,0.230551,0.201302,0.21204,0.221643,0,0,0,0,0,0,0.223632,0.225762,0.21601,0.217538,0.233376,0,0,0,0,0,10,12,6,9
