# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-740.885,1,0.00462654,9,511,0,755.687,-1.26195,0.212263,1.10233,-0.236794,-1.99578,-0.884912,0.563621,0.921609,-0.302128,0.463547,0.307561,-0.945183,-1.53491,0.683196,0.588937,-0.509795,1.0777,1.33674,0.696051,-0.632651,-0.426742,-2.51493,-1.9147,-3.68689,5.2308,5.78098,0.967387,-0.439894,1.28385,-0.710889,0.280135,1.17222,1.24586,-1.29248,1.52621,0.710703,2.17934,0.526575,0.0218809,0.331697,2.28672,0.773002,0.533321,-0.109715,-0.844932,0.547356,-1.90444,0.481898,0.965725,1.02503,-0.615159,-0.563532,20.2405,-0.250846,-3.9178,3.05454,-2.626,-4.94329,23.7871,3.59297,-1.4097,1.23371,1.11049,-0.945183,-1.53491,0.683196,0.588937,-0.509795,1.0777,1.33674,0.696051,-0.632651,14.6784,-0.238323,-1.83277,-0.773999,0.441304,2.67502
-736.867,0.998764,0.00468178,10,1023,0,755.313,-0.404209,-0.848208,2.46076,-0.908242,0.769064,-1.02312,-0.920395,-0.278361,-0.476156,0.423523,-0.233237,1.33445,1.6166,0.313019,0.264045,0.238048,-0.702101,-1.47365,-0.145472,0.311334,-1.06799,-3.78801,-1.62531,-0.838708,5.31793,5.08374,0.601993,-0.156719,-0.973476,0.00898483,-0.734199,0.421589,2.70091,-0.372403,2.18695,-1.83054,0.544414,-0.360377,-0.878266,0.940604,0.807751,-0.450806,0.84713,0.729862,0.711091,-0.550972,-2.94809,-0.315284,-0.393948,-1.23824,1.18052,-1.55017,30.4242,-1.12522,3.44531,5.1789,3.54643,1.32796,5.10159,7.21156,4.39333,0.544165,0.0299888,1.33445,1.6166,0.313019,0.264045,0.238048,-0.702101,-1.47365,-0.145472,0.311334,-4.09098,-0.854626,-4.82388,-6.33184,0.659675,-0.568005
-738.203,0.999981,0.00478751,9,1023,0,751.567,-0.977542,0.139557,0.456221,-0.641779,-1.82172,-1.25642,-0.399791,0.174788,-0.135019,1.02027,-0.647215,-0.900863,-2.35054,1.18487,0.518101,-1.6295,-0.778075,2.23577,0.645849,1.40837,-0.369313,-1.36542,-3.12814,-1.37035,4.82827,5.2078,2.60178,-0.526376,2.10006,-0.952512,1.46197,-1.011,-0.824974,-0.43474,1.13143,1.25026,-0.886556,1.06935,0.767698,0.835988,0.503438,-0.42483,-1.08737,-0.660805,0.11295,0.927832,0.0414993,-0.698646,0.15674,0.14026,-0.885421,-0.167049,-0.841527,3.26184,-5.60382,0.646814,-2.06757,-7.33596,3.29122,3.20046,2.29564,1.76288,-2.39336,-0.900863,-2.35054,1.18487,0.518101,-1.6295,-0.778075,2.23577,0.645849,1.40837,-0.0582442,2.20237,-1.02685,1.67019,-0.588621,0.79454
-728.807,0.999979,0.00496732,10,1023,0,750.041,0.188424,-0.40768,0.638197,-1.02651,-0.644355,-1.27589,-0.968884,-0.720583,-0.890531,0.412325,-0.13345,1.03778,1.26649,-1.85042,-0.907468,1.5289,-0.191554,0.165714,-0.34642,0.177141,-0.579672,-1.71296,-0.34889,-1.43033,5.59094,5.45691,-0.602367,-0.827866,-0.012238,0.126494,-0.289126,-2.21958,-2.14831,0.776456,-1.7644,0.239285,-1.41523,-0.315935,-2.00031,0.019445,-0.0717388,-0.855625,-1.16049,3.02073,0.5509,1.9622,0.0361413,1.97639,-1.38019,0.113069,-0.835302,0.120107,0.200694,1.32006,-1.45038,-1.7958,3.48993,-1.66881,-1.38957,-1.90848,-0.77013,-1.18127,0.357753,1.03778,1.26649,-1.85042,-0.907468,1.5289,-0.191554,0.165714,-0.34642,0.177141,-3.32181,-1.08684,0.778568,-1.66132,0.915834,1.66514
-731.383,0.996835,0.00519502,10,1023,0,741.36,-1.53239,0.575815,1.79033,0.101466,-1.41377,-0.0369264,0.242139,0.375681,-0.00270153,1.94388,0.0696645,-0.542734,0.222256,-1.01354,-0.875434,-0.611533,-0.396426,0.00782114,-0.869221,-0.648602,-0.834584,-3.87344,-0.622834,-1.43135,5.3961,4.72041,0.547518,-0.972063,-0.294437,-0.338252,-0.732572,1.20762,0.0402089,-0.314139,0.776067,-1.92237,-0.612134,0.99833,1.28786,-1.93577,-0.979057,1.48555,-0.223296,0.166839,-0.415792,0.126717,-0.972207,-0.218481,0.0464335,0.267882,-0.82812,0.392395,-23.1434,0.235367,-1.97977,-9.45531,-2.47731,-1.35127,-3.68889,-2.52307,-2.28646,0.503374,0.0819721,-0.542734,0.222256,-1.01354,-0.875434,-0.611533,-0.396426,0.00782114,-0.869221,-0.648602,-9.3463,-1.87552,-0.018459,-2.72676,0.445459,-1.19973
-735.994,0.999901,0.00541233,9,511,0,748.735,-0.468213,-1.24275,0.502383,-0.700746,-0.729786,-1.09441,-0.726677,-0.248803,-0.861704,-0.313423,0.680031,1.68319,-0.405896,0.309952,-0.464968,1.13277,0.00716651,-2.13776,-0.914972,1.36772,-0.459983,-1.67523,-0.952972,-2.30804,5.45464,5.23344,-0.412544,-0.457111,1.76026,0.0938442,0.295,-0.527036,-0.83711,-0.908431,1.43417,0.0722936,1.969,0.47128,-0.00377362,-1.01175,-1.36311,0.0210368,-0.471887,-1.41799,-1.65611,0.133342,-0.17921,-0.891359,-0.392213,0.483824,-2.04749,0.81382,-25.5651,-6.33262,-4.08543,-8.47252,1.04437,-2.42494,-7.97897,-1.7186,-2.22263,-7.23586,1.97485,1.68319,-0.405896,0.309952,-0.464968,1.13277,0.00716651,-2.13776,-0.914972,1.36772,7.8171,1.94662,6.1465,0.880054,0.546882,1.41765
-733.765,0.999673,0.00571764,9,511,0,745.708,-0.753173,0.711143,1.67365,-0.917057,-1.31757,-0.763095,-0.600841,0.907457,0.267144,1.32086,-0.801391,-0.846232,-1.18148,0.888773,1.15457,-0.652707,-0.551923,1.41235,1.07703,0.621645,-1.03071,-2.55759,-0.582028,-1.49058,4.70828,4.88776,-0.411837,0.733408,-0.914122,-1.3846,-1.20324,-1.25092,-0.0153662,0.0653892,-0.644405,0.199946,-0.450754,1.4719,-0.925056,0.700867,-0.0277178,0.956343,-0.21935,-1.73051,-0.546232,1.73476,-0.472027,1.86118,0.580486,-0.800776,-1.09362,-0.330147,-21.2131,1.64793,-1.41985,-13.3906,-0.933487,-2.35085,-8.16654,2.59476,0.024107,-1.47047,-0.980095,-0.846232,-1.18148,0.888773,1.15457,-0.652707,-0.551923,1.41235,1.07703,0.621645,-1.80027,-2.63744,10.2461,1.51138,-1.14325,-0.255771
-736.618,0.999858,0.0060549,9,511,0,755.202,-1.12306,1.07493,0.679118,-0.593664,-1.4251,-0.19877,0.118147,1.45069,-0.559779,0.96231,-0.933524,-0.482945,-0.866646,0.54665,1.03043,-0.867287,-0.123541,1.33402,0.2515,-0.504811,-0.657369,-1.75509,-0.895442,-2.33934,4.72292,5.40221,0.0145926,-0.173726,-1.24257,1.66858,0.0140426,0.843711,2.21049,-0.0641362,-1.6007,-0.760733,-0.0470804,0.94861,0.924205,-0.914275,-0.521345,-0.297693,1.01697,-0.484769,-1.96286,-2.48515,0.325925,2.0133,-0.918449,-1.96707,0.239856,0.940823,3.72976,5.18108,-6.13187,-0.95801,-1.28734,2.53397,2.50639,6.31953,-1.95823,1.42592,-1.25348,-0.482945,-0.866646,0.54665,1.03043,-0.867287,-0.123541,1.33402,0.2515,-0.504811,5.48856,0.586851,-0.791909,0.0505388,-0.776422,1.50747
-739.574,0.998809,0.00642986,9,511,0,752.214,-0.391054,-1.08232,2.28352,-1.14353,-1.65109,-1.02446,-1.29971,1.15627,-1.90593,1.01529,0.452114,0.642547,1.13113,-0.26356,-1.64057,0.536077,-0.426576,-1.18046,0.0260699,0.434336,-1.2055,-1.61695,-0.484585,-2.35045,6.72756,5.40642,-1.12665,0.60969,-0.971807,-0.16996,-0.320493,-1.26383,-0.429647,2.2025,0.108175,0.057523,0.33237,-0.320644,-0.518921,-0.831571,1.3786,1.01557,1.44013,-0.645393,-0.76207,0.276082,2.51296,1.39646,-0.462962,-0.180565,0.319418,-0.215484,-15.3736,-2.17209,1.52483,-11.1799,-1.2196,1.7219,-7.40495,3.22384,-3.61121,-2.68616,0.484798,0.642547,1.13113,-0.26356,-1.64057,0.536077,-0.426576,-1.18046,0.0260699,0.434336,6.35617,-3.83944,10.3964,1.52671,2.49006,1.88748
-738.268,0.999943,0.00681661,9,511,0,754.599,-0.179303,-0.157621,0.756912,-0.775495,-1.27727,-1.26709,-0.645308,-0.57654,0.459962,-1.33921,-1.33843,0.0774607,-0.743187,-0.234808,-1.48603,-0.147802,0.457296,-1.38294,-0.896639,1.21851,-0.112199,-1.29308,-1.49969,-3.62369,5.27685,4.83994,1.31264,2.18188,0.390664,0.418016,2.06079,1.83535,-1.33739,0.162192,-0.0745928,-0.932028,0.257352,-0.650663,-1.07594,0.282926,1.76305,-0.526069,0.391781,1.29337,0.0446734,-0.531935,0.146391,-0.192172,-1.39916,-0.135036,-2.44644,0.550395,-6.33376,3.81513,2.53955,-1.41651,-0.948676,-6.6699,-11.746,-6.19772,10.3451,-4.78829,0.179133,0.0774607,-0.743187,-0.234808,-1.48603,-0.147802,0.457296,-1.38294,-0.896639,1.21851,21.7533,1.53746,0.0738803,-0.761188,0.360582,-0.624462
-737.506,0.99847,0.00725806,9,511,0,750.647,-0.226552,0.382421,2.37412,-1.15983,-0.552787,-1.21841,-0.846904,-0.0690466,-1.74909,0.83822,0.486831,-0.770317,2.89296,1.13453,0.573317,-0.0872577,-0.0432676,-0.480738,0.740256,-0.848622,-1.23624,-1.05695,-0.194715,-3.03743,4.74986,5.29019,0.532297,1.26232,1.79626,0.704256,0.651169,-0.239563,-0.123724,-0.787871,1.31121,0.598142,2.31537,0.0151207,0.398785,0.099332,1.42752,0.159428,-0.455392,1.45113,0.813654,-1.12476,-0.317101,-0.325621,-1.96289,1.23044,0.281369,-0.0466958,10.5938,1.82902,1.87491,1.09533,4.75276,1.37354,1.68021,-0.223085,-2.31428,2.61371,2.13142,-0.770317,2.89296,1.13453,0.573317,-0.0872577,-0.0432676,-0.480738,0.740256,-0.848622,-3.65116,1.9215,-7.25684,-1.69508,-0.668345,0.831203
-733.239,0.999319,0.00769807,9,511,0,746.401,-1.42327,-0.297866,0.854762,-0.0534118,-1.36069,0.0696273,0.0686198,0.601897,0.484543,0.201862,-0.0406145,-0.147261,1.19957,1.85127,-1.39931,-0.403928,0.715234,-0.0553534,0.0818048,1.657,0.0242683,-0.524495,-0.609744,-2.77793,5.40465,4.82661,0.00088192,-1.03197,-0.630964,0.562922,-0.205816,-0.882798,-0.0601512,1.33405,-2.07778,0.661448,0.277778,-0.757278,2.68116,0.7037,0.94364,0.0117492,-0.224754,-0.481806,0.742764,-1.29244,-1.41618,-0.631298,1.28465,-0.857075,-0.384353,-0.719688,-11.8363,-9.19068,-5.05969,-4.85593,-3.30917,6.21778,-8.39988,3.41679,5.09901,-6.08723,-0.440829,-0.147261,1.19957,1.85127,-1.39931,-0.403928,0.715234,-0.0553534,0.0818048,1.657,2.85694,-1.55518,1.02692,-1.08152,0.539875,-0.610097
-731.059,0.999723,0.00818665,9,511,0,745.729,-1.21917,1.01179,1.60247,-0.168677,-0.329868,-0.425328,0.162699,0.402401,0.0926091,-0.0878204,0.113249,-0.255895,0.647889,1.35657,-1.44447,0.105546,0.421026,-0.911251,-0.215207,-0.302152,-0.442779,-0.176142,-1.38085,-3.3546,5.63572,4.87275,1.2214,-0.62402,1.7765,0.696386,1.6266,-0.106009,0.384371,0.196379,-1.44219,0.124256,0.173698,-0.0710368,-1.08514,-1.26158,0.468214,0.740303,-0.60679,-0.970676,-0.374417,-2.88538,-2.03002,-0.330572,-0.904139,-0.486651,-0.00736859,0.497978,6.50522,7.37246,0.248684,1.81239,0.937047,-0.70682,0.986276,-1.16435,0.321746,-6.36276,12.5781,-0.255895,0.647889,1.35657,-1.44447,0.105546,0.421026,-0.911251,-0.215207,-0.302152,3.13882,1.776,-1.20069,-0.825728,1.03906,-1.21932
-730.713,0.995876,0.00871537,9,511,0,742.652,-0.70401,-0.0940371,0.363739,-0.503734,-1.12831,-0.452741,-0.511025,0.21196,-0.0199823,1.48807,0.225327,-0.22482,-1.60673,-0.183167,-0.507999,-0.57617,-0.502949,-0.156903,0.612816,-1.7368,0.0412512,-4.21226,-1.0234,-1.31219,5.63615,5.21394,-1.02495,-1.29795,0.689066,0.617961,0.18788,0.834744,0.485353,2.80239,-0.857889,-0.367787,-0.192105,-0.378953,-0.00103887,1.40199,-1.80316,-0.138961,0.238207,-1.06533,0.0352674,-1.09693,0.314521,0.784939,-0.760057,-1.17892,-0.10927,0.293949,-18.3708,1.6924,-7.09302,-5.94396,-1.44895,1.16635,-26.0164,4.63849,2.42741,0.111635,0.267492,-0.22482,-1.60673,-0.183167,-0.507999,-0.57617,-0.502949,-0.156903,0.612816,-1.7368,8.75969,-1.42785,2.57269,-0.845643,0.915776,1.17803
-740.222,0.999163,0.00917265,8,255,0,745.999,0.122507,-0.666441,2.46673,-0.88403,-1.01738,-0.909777,-0.702234,-0.992942,-1.01716,-0.732241,-0.635216,0.488759,1.56443,1.32662,0.199436,-0.434721,0.393632,-0.396751,0.414704,-1.18458,-1.45633,-7.00125,0.193481,-1.90301,4.28806,4.9789,-0.766762,-0.291777,0.2756,-0.814422,0.425978,-0.28417,0.376979,-0.245363,0.0473253,-0.301796,-0.208462,0.199316,1.52632,0.113352,0.498168,0.599928,0.482854,0.178075,-0.635567,1.80177,0.306824,-0.902999,1.04244,0.514611,0.474267,0.386814,-14.9559,-1.27355,0.896902,-22.1392,0.329811,0.236988,0.180835,-2.90317,-1.794,-2.06686,-0.632449,0.488759,1.56443,1.32662,0.199436,-0.434721,0.393632,-0.396751,0.414704,-1.18458,-3.23844,-0.988765,16.6181,1.15653,-2.44257,-0.0743401
-734.683,0.999988,0.00974176,8,255,0,751.912,-0.296224,-0.475516,0.639386,-1.20163,-1.45921,-1.46504,-0.627867,0.0114627,-0.592181,0.420759,0.863981,1.03247,-0.189708,0.0531591,-1.26499,-0.836174,-2.00638,-0.431236,0.292877,0.480586,-0.425312,-6.75667,-0.921465,-2.23,5.73277,5.13904,-0.0254484,1.03138,-1.11174,1.16905,0.0692455,0.472841,-1.11624,-0.919754,2.24201,1.98903,0.815681,-0.292128,-1.63324,-1.3422,-0.456116,0.276243,-0.802279,0.318428,-0.364379,1.304,2.15183,0.861909,-1.44654,-1.71691,0.945296,-0.314299,-17.3428,-1.12198,-2.8423,-9.82115,-0.808396,-5.87801,-3.36502,0.598268,-0.83873,-0.453021,0.867192,1.03247,-0.189708,0.0531591,-1.26499,-0.836174,-2.00638,-0.431236,0.292877,0.480586,5.62899,-1.00576,7.81121,0.186404,1.07703,0.824468
