# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_beta.21,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_beta.21,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-744.691,0.991096,0.0142727,7,127,0,755.709,-2.04968,-1.06692,-3.02839,1.22785,0.189803,0.634645,0.890914,0.748308,0.675204,1.7086,1.27906,-0.467838,0.223563,0.758122,1.97832,1.65224,-0.143958,1.89237,0.85056,-0.0152802,-0.774514,0.28349,-0.545277,-3.93321,-2.84263,-0.432396,5.22231,5.09419,-1.7361,0.837551,0.722094,0.197258,0.0984746,-0.103912,-0.307986,-0.013768,-0.498822,-2.10732,0.0772416,-0.781379,-0.828189,-1.36593,-1.71945,-0.938292,0.358322,-0.0155332,-0.987169,-0.668723,0.33576,-0.929371,0.0859096,0.275171,0.136245,-1.23338,-0.269783,-1.31437,5.71325,-6.85095,-2.22867,5.07443,-2.81608,-1.02568,10.8632,5.29134,-0.307181,1.3137,3.93512,-0.50465,0.412378,0.758122,1.97832,1.65224,-0.143958,1.89237,0.85056,-0.0152802,-0.774514,0.28349,13.998,-0.920985,-0.516907,5.9971,0.339004,0.139833
-736.329,0.999148,0.0140246,8,255,0,760.846,-1.17395,-0.0556859,-1.30464,0.390021,-0.200304,0.321635,0.124086,-0.341632,-0.437603,1.23936,-0.64259,-0.181063,-0.583073,0.102012,-1.49464,-0.629636,2.51346,-0.0444747,-0.993219,-0.352091,3.35598,-1.09236,0.142549,0.0425222,-0.380613,-1.41116,5.61103,4.91959,-0.4461,3.87343,-1.42827,-0.37917,1.59858,-1.921,1.14753,0.632798,0.157663,0.580474,0.923276,1.23511,-1.11596,0.771813,1.84068,1.5982,0.102818,1.8971,0.756863,-0.0500196,-0.44782,0.177304,-0.304394,-1.73979,-1.64585,0.397827,0.771082,1.47118,14.6436,4.18891,1.45715,17.5998,-6.30026,15.1086,2.38997,-0.191462,-2.60255,4.77871,-4.42756,18.7216,-2.98102,0.102012,-1.49464,-0.629636,2.51346,-0.0444747,-0.993219,-0.352091,3.35598,-1.09236,13.2601,-1.98095,3.85821,-1.19131,1.05947,-1.07221
-732.357,0.987116,0.0143113,7,127,0,749.738,-1.25446,-0.748028,-1.32165,0.40012,0.0795822,0.0966704,0.355163,-0.0872173,0.317078,1.28795,-0.427044,-0.329196,-0.441619,-0.104844,-1.20121,-1.05008,2.4715,-0.106899,-0.738973,-0.0207018,2.45625,-1.19338,-0.467338,-0.18809,-0.930896,-0.995779,5.52545,4.32971,0.78406,0.819939,0.31449,0.71298,-1.42324,1.36293,0.54211,-0.638665,-1.8319,0.0929945,-1.05707,1.14184,-0.64662,0.508982,-0.996151,0.864565,0.609489,0.138315,-0.80183,-0.85372,2.80527,0.016626,2.49015,0.523492,1.41968,-1.15686,0.396315,0.680089,-10.9329,-3.71024,1.09099,-3.99342,-0.347984,-4.11066,0.0326619,-0.879082,0.955677,-1.26732,-1.27395,-8.13192,-0.657864,-0.104844,-1.20121,-1.05008,2.4715,-0.106899,-0.738973,-0.0207018,2.45625,-1.19338,-3.80605,2.49267,-2.06713,-1.68045,0.757762,-4.75693
-728.952,0.99765,0.0141929,8,255,0,744.865,-1.24226,-0.0200259,-2.09058,0.353301,-0.0804241,0.075777,0.154713,-0.322961,-0.303224,0.642558,-0.197319,0.0307832,-0.022212,0.592898,-1.70918,-0.802979,2.90935,0.0633342,0.269984,-0.383667,1.99149,-0.201777,-0.0756254,0.89001,-1.49262,-0.756673,5.23153,4.95099,-0.383715,0.739588,-1.29803,-2.08441,-0.619546,0.191932,1.21971,-0.370032,-1.52998,-0.488225,0.551092,-0.712962,0.564256,1.03067,-0.347952,0.684074,-0.152429,0.277075,1.6754,-0.512456,-1.4382,1.79372,1.28841,1.45912,-0.871118,0.627281,-0.637434,1.97326,11.0806,4.66155,-0.568473,5.31561,-0.663885,5.34034,7.47157,0.162985,-1.01596,-2.42506,-0.0893065,21.8405,8.17629,0.592898,-1.70918,-0.802979,2.90935,0.0633342,0.269984,-0.383667,1.99149,-0.201777,-3.14274,1.92442,0.0290648,-0.143171,0.360581,-1.1844
-729.176,0.990638,0.0146515,8,255,0,745.195,-1.14423,0.0489023,-1.62788,0.410621,0.0676291,0.267757,0.297862,-0.103047,0.328936,1.03522,0.413521,-0.254306,-0.399364,0.480957,-1.05812,-1.16293,2.80975,0.073482,0.0876796,-1.00732,1.03171,0.65248,0.555073,0.81708,-1.13178,-0.867574,6.26519,4.50785,0.378245,1.08457,1.1689,0.829231,-2.4392,0.904537,0.623428,1.44072,1.12717,0.404164,0.215606,-1.1833,-0.27211,-0.354245,1.60438,-0.428766,-0.939609,0.00141855,-0.394553,-1.00702,-2.22666,1.57006,-0.251874,-0.772967,0.86311,-0.15728,1.63731,-0.087645,11.1508,0.81345,-0.82712,12.0314,-8.57496,3.31666,7.535,-1.8923,6.09739,6.27795,6.90895,33.8146,-6.63391,0.480957,-1.05812,-1.16293,2.80975,0.073482,0.0876796,-1.00732,1.03171,0.65248,14.1059,-4.91021,0.842397,0.624555,1.9659,-4.19094
-730.312,0.997437,0.0148765,8,255,0,742.473,-1.39796,0.231912,-1.75376,0.373232,0.173163,0.268552,0.377866,-0.00667912,0.359443,1.15856,0.302759,-0.255254,-0.302846,0.294219,-1.02342,-0.880839,2.94069,0.236057,-0.152363,-1.04964,1.12957,0.538349,0.664027,0.797063,-1.19233,-0.598818,6.49496,4.4599,1.09761,-0.807275,0.667986,0.260026,-1.78311,-0.80607,-0.647107,-0.960637,0.164648,0.00470652,0.994198,-0.00954794,-1.43451,1.17034,-0.296873,-1.80375,-0.562547,-0.978539,1.4609,0.173688,-0.508026,0.74469,0.0877283,0.565509,0.272157,-1.68246,-1.22947,-0.0102534,14.0447,8.67535,-1.32967,5.80353,-7.41906,1.47243,16.7275,-1.63141,7.3485,11.712,3.29686,26.9794,6.72993,0.294219,-1.02342,-0.880839,2.94069,0.236057,-0.152363,-1.04964,1.12957,0.538349,19.991,-7.86257,0.958049,2.93047,2.26795,-4.85931
-729.625,0.999818,0.0154881,8,255,0,741.685,-0.0636737,-0.331979,-1.65772,-0.108955,-0.340552,-0.271747,-0.263931,-0.218278,-0.355834,0.00780143,-0.357528,0.461146,-0.422677,-0.343795,1.03488,0.825075,-2.87275,-0.273752,0.192829,1.00644,-1.07084,-0.443878,1.11106,-1.9257,0.331259,-0.405289,5.79917,4.15114,-1.44281,1.55751,0.269715,-0.787723,-1.16507,0.423218,-1.14567,1.11874,-0.939578,0.076516,0.17481,0.396084,0.467979,0.758328,-0.144479,0.892064,-1.14703,0.576192,-0.621819,0.702855,-0.946083,-1.48048,-1.59664,-0.34342,-0.108499,-0.818672,-1.71258,-0.482833,-2.18669,4.84559,-1.1562,23.5857,-12.9235,-6.48942,-23.8585,10.9542,-2.84866,-4.91894,-1.91021,0.0281651,-0.299177,-0.343795,1.03488,0.825075,-2.87275,-0.273752,0.192829,1.00644,-1.07084,-0.443878,7.28343,-1.10609,1.41043,-0.561496,1.25122,-7.17466
-728.287,0.967788,0.0162884,8,255,0,744.055,0.290739,-1.04444,-1.9651,0.17553,-0.203416,-0.125366,-0.0613983,-0.492893,0.119634,0.549846,-0.430549,-0.644312,-0.594705,-1.1109,-0.696487,-0.0941878,0.54618,0.0555855,-1.12124,-0.107398,-0.350489,-0.128386,-0.173382,0.693465,-1.07192,-0.904694,5.12511,6.38135,0.463716,0.711078,-2.24082,0.663785,0.55945,1.06004,0.741552,-0.0875799,0.253548,1.70664,0.100464,0.663577,-0.381745,0.10512,-1.21503,-0.866153,3.06431,0.292794,-0.446896,-1.05488,1.01902,0.426156,0.586039,1.28005,-0.748338,-1.39968,-1.0003,-0.196844,2.07368,-7.29139,0.0776528,2.76219,0.533996,3.73432,-0.223939,-0.971368,4.31672,-3.04394,-0.541377,-16.5422,18.8702,-1.1109,-0.696487,-0.0941878,0.54618,0.0555855,-1.12124,-0.107398,-0.350489,-0.128386,0.870032,-0.33205,-0.691583,-0.440513,0.0800447,4.26843
-733.85,0.999883,0.0155751,8,255,0,742.104,-1.59965,0.074629,-1.52939,0.660902,0.332658,0.569719,0.470849,0.33976,0.694505,1.21329,0.608151,0.174956,-0.74275,0.0577335,1.71691,-1.29935,-0.929249,1.1318,0.055024,0.783961,0.27247,0.696156,-0.462969,-1.46129,-3.55765,-1.12521,5.07454,6.55028,0.405992,-1.03594,-0.0758868,1.01852,0.153479,0.145958,-0.715389,-0.851848,1.27408,-0.30027,0.365479,-1.10631,-0.453456,-1.44446,0.611634,-1.29987,-0.103072,1.09661,-1.46083,0.563029,-0.2262,0.455491,-0.689393,0.292025,-0.0175304,0.0349366,-0.134419,-1.00711,-1.33401,0.951345,0.502726,-0.137909,0.100233,2.001,-3.22621,1.18905,3.071,-2.56393,1.80876,0.196142,-0.702324,0.0577335,1.71691,-1.29935,-0.929249,1.1318,0.055024,0.783961,0.27247,0.696156,-5.87815,-0.794382,-0.982932,-1.64311,-0.0528963,4.57553
-730.434,0.998026,0.0164481,8,255,0,745.724,-2.08735,0.437863,-1.99128,0.532455,0.365469,0.455648,0.533205,0.455153,0.438444,1.06093,0.0622564,0.626735,-0.761508,-0.343296,1.53118,-0.879256,-1.56388,1.15863,0.460328,0.470352,0.763722,0.602681,0.308332,-1.43912,-3.68464,-0.957137,4.94946,5.87004,-1.90775,-0.190636,-1.08963,-0.190186,0.226713,-0.932305,0.307165,-0.312934,-1.34907,0.111389,-1.3485,0.787871,0.176544,-1.02001,-0.79597,1.30568,-1.41878,-0.149174,1.00918,-0.939094,1.18379,-0.368447,2.19517,-0.0227639,-0.164031,0.569533,-0.295297,-2.4812,-11.9464,6.81019,-1.42336,-4.16211,-3.9335,-5.82033,-3.17505,2.29561,0.533351,-2.74217,-3.48539,-0.033428,-2.43927,-0.343296,1.53118,-0.879256,-1.56388,1.15863,0.460328,0.470352,0.763722,0.602681,-7.18425,0.101016,-1.11115,-3.55912,-0.409425,3.07136
-722.969,0.999619,0.0172878,8,255,0,736.536,-1.32231,-0.165241,-1.45899,0.238081,0.0913164,-0.062537,0.0298795,-0.365531,-0.284625,0.763288,-0.459449,0.270878,0.71354,-0.573935,-1.42247,0.462919,0.87715,0.0257675,-0.0175541,0.544976,-0.815103,0.104022,0.20415,-1.84122,-0.21477,-1.37024,5.23775,5.16715,0.497235,0.816652,-0.0778192,0.658855,-0.0602512,-0.82904,0.0315911,-0.524618,-1.5003,-1.90709,-1.50605,-0.369755,-0.39554,0.708326,-0.964264,0.748789,1.30218,-1.33714,-0.515932,-0.837438,-0.422751,-0.745484,0.854975,0.386893,2.37913,0.520284,-0.0684945,1.53944,0.971326,1.83605,0.834366,6.236,6.94604,-1.14416,-7.01149,0.328629,-1.46031,-0.0223103,-2.97049,-0.259182,1.60743,-0.573935,-1.42247,0.462919,0.87715,0.0257675,-0.0175541,0.544976,-0.815103,0.104022,-0.976934,-0.347134,0.764125,-1.63046,0.3044,0.298026
-727.781,0.981305,0.0182653,8,255,0,734.933,-0.654907,-0.37898,-2.06501,-0.169252,-0.474258,-0.335158,-0.236352,-0.879136,-0.450907,0.0263731,-0.500185,0.389313,-0.735789,-0.740232,1.30367,1.60703,0.160502,-0.108218,-1.1137,1.39482,0.050837,0.566287,0.450696,-1.1283,-1.57826,-2.2187,5.48539,5.0638,0.936903,0.0943563,-0.714384,1.24209,-0.237264,-0.778127,1.05398,-0.174645,-0.306645,0.503657,-0.688645,-1.29798,0.154789,0.399709,1.81096,-0.0583995,-0.864631,-0.0549187,-0.272962,-0.198678,0.855743,0.0405057,0.251672,-0.388105,-0.595358,0.234013,-0.337405,1.11917,-13.8213,4.85691,-0.894172,-3.08892,-9.33812,-6.97793,-1.43642,-3.865,-1.82281,-5.56292,-2.14533,-0.562793,-4.04408,-0.740232,1.30367,1.60703,0.160502,-0.108218,-1.1137,1.39482,0.050837,0.566287,6.51211,1.38712,-0.342728,-0.55998,0.672079,0.265053
-731.811,0.968616,0.0182914,7,127,0,743.922,-1.02026,-1.00708,-2.77981,0.0743662,-0.106289,0.00776838,-0.177656,-0.256441,0.0900715,1.6732,-0.961767,-0.11773,-0.568459,-0.77289,-1.29954,-0.450739,0.964136,0.337472,0.324559,-2.30418,1.00798,0.808112,-0.34314,-1.18056,0.0150305,-0.471472,4.54957,5.3206,-0.0305966,-0.892529,-1.26518,-2.36933,-1.10724,0.754254,0.836504,-0.0762101,-0.202991,-0.645736,-0.230961,-1.67349,1.43149,-0.915273,1.06293,1.54781,0.362816,-0.0408601,-1.07015,0.948707,0.259893,0.744938,-0.293847,-0.0958925,-0.00279896,-0.913244,-0.437704,-0.252706,0.467543,-3.96475,-1.60697,5.30213,2.31223,1.32417,-9.35159,-2.54579,3.3249,7.96397,-2.70744,-0.548905,0.319628,-0.77289,-1.29954,-0.450739,0.964136,0.337472,0.324559,-2.30418,1.00798,0.808112,5.02097,-1.14697,0.426734,8.47424,-1.21665,1.18322
-731.001,0.998528,0.0176681,8,255,0,744.734,-1.27151,-0.158513,-3.07885,0.152415,0.168668,-0.0100453,0.0606557,-0.376544,0.0939111,1.51972,-0.816344,0.236405,0.10541,0.932314,1.08848,0.551944,-1.26258,-0.202334,-0.304924,2.16382,-0.875136,-0.890164,-0.731542,-2.20553,-0.296139,-1.06467,5.40175,4.91725,0.46967,-1.44302,0.494647,0.794513,-0.248343,0.260665,-1.23055,-0.0477824,-0.701108,0.330885,-1.33371,1.1508,0.424374,-1.03788,1.54243,-0.661759,1.97794,-0.951718,-0.158246,1.13009,-0.984606,0.504434,-0.895942,-1.44945,0.493409,1.78896,0.820695,0.705864,3.47786,2.21736,-1.89659,2.19857,3.43017,-0.262129,-1.36872,-0.668434,2.16512,0.606893,-1.41211,0.161412,0.703748,0.932314,1.08848,0.551944,-1.26258,-0.202334,-0.304924,2.16382,-0.875136,-0.890164,-5.44214,-0.844466,0.406006,-0.229425,0.61817,-1.16183
