# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=678216098
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_beta.21,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_beta.21,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-734.778,0.986207,0.0333325,7,127,0,749.406,-0.938646,-0.526164,-0.218896,0.0114224,-0.319822,-0.218592,0.164953,-0.395648,-0.245147,0.667214,-0.207668,-0.470724,-0.639385,0.320581,1.48105,0.970823,0.861776,-0.407437,1.41011,-1.60331,1.33019,0.141584,-0.0549657,-2.06371,-1.76133,-1.43774,6.26907,5.01669,0.902712,0.433744,0.0676202,2.58674,3.44151,5.10389,-1.40094,-0.424105,-1.35643,-3.03986,-2.83205,-0.316632,0.967369,1.37396,-1.80235,-0.990897,1.81789,1.8103,1.51671,2.123,-0.258987,-0.183409,0.794821,0.0810393,-0.678989,0.706458,-0.902653,-0.606967,10.2814,-2.44208,7.75324,-1.10022,-4.04927,-0.744039,14.3705,1.50754,0.110898,-1.95799,0.475226,0.35314,-0.0384944,0.320581,1.48105,0.970823,0.861776,-0.407437,1.41011,-1.60331,1.33019,0.141584,0.960287,-1.64503,-0.911039,-1.52592,1.95801,-0.534652
-731.953,0.99778,0.0332224,7,127,0,748.506,0.0635626,-1.33675,-2.33446,-0.298078,-0.459217,-0.167477,-0.478245,-0.666194,-0.284707,0.324969,-0.397763,-0.161095,-0.610412,1.86243,-0.851769,0.0866054,1.03723,-0.213453,-1.38845,0.662486,0.796339,0.111158,-0.860101,-0.126024,0.619581,-0.625816,4.12655,5.63653,0.863136,-1.31689,-5.41664,-4.88383,-1.22796,0.701336,2.0588,-2.93829,-1.04114,-1.92987,-0.791926,-0.104007,-1.49269,-0.896868,-1.03178,-1.17958,-1.21698,0.51865,-0.721771,1.6351,-1.76135,-0.261195,0.28272,-0.622915,1.1251,-1.97218,-0.591857,-0.474371,2.41345,-1.63166,-0.306964,-0.816983,0.933223,10.7045,-5.19148,-2.60613,2.42492,-3.18419,0.194343,5.54825,-4.24811,1.86243,-0.851769,0.0866054,1.03723,-0.213453,-1.38845,0.662486,0.796339,0.111158,-5.3676,1.18235,0.924034,-0.985697,-2.68352,2.26561
-732.102,0.989881,0.0339004,7,127,0,743.305,-0.64372,-0.751231,-2.48615,-0.603483,-0.862878,-0.842033,-0.407544,-0.952768,-0.891166,1.16653,-0.942862,0.495907,0.74022,-1.28097,0.944539,0.952469,-0.935744,0.151068,1.38819,-0.791,-0.581643,0.201026,-0.443663,-1.66085,-2.71991,-1.23258,5.79464,4.66579,-1.27461,4.55375,0.85612,2.08034,-4.56616,6.01094,0.370903,-0.845699,-3.32399,-2.29238,0.0182892,-0.0049914,0.0569614,-1.76036,0.0797014,-1.37271,-0.496604,0.212899,-0.15598,0.0644214,-0.893462,0.757859,-2.10587,0.350338,-0.576581,0.369322,-1.86455,3.39448,-3.72325,1.51322,-0.478471,-3.80542,-3.3079,-3.92592,1.29897,-0.564249,-1.89522,1.60829,-1.09366,-0.997793,1.64888,-1.28097,0.944539,0.952469,-0.935744,0.151068,1.38819,-0.791,-0.581643,0.201026,-1.27015,-0.878153,-0.834518,0.536707,1.23741,-2.43974
-728.182,0.976515,0.0340322,7,127,0,747.93,-0.279986,-0.874485,-3.21063,0.0732622,-0.517582,-0.309452,-0.366059,-0.541421,-0.541022,0.176801,-0.450421,-0.17657,-1.01598,1.59444,-0.739557,0.617835,1.20908,0.581052,-0.40504,0.63509,0.587937,0.331843,-0.0182037,-1.24013,-1.77897,-0.448971,4.52484,5.31457,0.0547086,-1.57399,1.73537,5.03331,6.34349,-7.77174,4.00498,-0.594891,5.00992,2.27683,1.23033,-1.03018,-0.455351,0.406678,-0.758274,-1.56657,0.336382,-0.749446,-1.84733,0.571222,0.228073,-1.63603,2.00574,1.16648,1.45561,1.76,-0.840818,2.98469,23.0895,-2.23535,-2.39448,14.2483,0.965649,10.1031,8.70533,3.79579,2.45216,-1.59878,1.20656,5.62915,-0.0598504,1.59444,-0.739557,0.617835,1.20908,0.581052,-0.40504,0.63509,0.587937,0.331843,-6.59162,-2.70718,-0.767288,-6.58227,-1.0374,0.575054
-727.782,0.994962,0.033251,7,127,0,736.844,-0.77102,-0.294769,-2.15235,-0.327606,-0.381995,-0.223345,-0.062372,-0.20959,-0.155309,1.21485,-0.47215,0.409979,-0.638712,-0.403887,0.608389,0.799002,-0.0352297,1.24873,0.279465,-0.522354,1.39958,0.101952,-0.279584,-1.29299,0.246031,-1.25938,6.11644,5.19452,1.3769,-0.37004,-2.91716,0.0546028,-2.37641,-0.188852,-4.46403,-2.24704,-1.91667,-2.52942,-0.248258,0.0909292,-1.36869,1.69312,-0.423935,0.594213,1.32814,0.690525,-0.312846,0.706913,0.763972,0.352765,-1.94261,-0.1202,-1.32287,0.929366,-0.148687,1.08909,-32.0548,0.889278,-0.376005,-48.1422,-4.62509,-8.4728,-9.15029,-1.23332,-2.22467,-0.735367,-1.53703,-5.79608,-3.01848,-0.403887,0.608389,0.799002,-0.0352297,1.24873,0.279465,-0.522354,1.39958,0.101952,1.46175,-1.74992,13.4331,-1.38435,1.63104,1.26754
-738.94,0.996644,0.0337175,6,127,0,748.54,-0.967681,-0.825477,-2.23829,0.33268,-0.0977109,-0.332159,0.102148,-0.623252,-1.08398,1.35475,-1.47656,1.82322,-2.0433,-0.6457,0.928491,1.53128,0.842964,0.551199,-1.62869,-0.703143,-1.60189,-0.29048,-0.473954,-4.18105,-2.05129,-1.40931,5.37731,5.39142,-3.45183,-2.00719,0.0147602,4.23307,3.00272,0.3964,-3.29074,-2.43828,-3.82149,-0.360583,-0.872717,0.754439,-0.0521364,0.253323,-0.586244,-0.219986,0.337987,-1.1921,-0.350686,0.355428,-1.74095,-0.0613967,-1.73248,-0.164865,-1.35636,0.249943,-1.54363,-0.194179,7.15083,-2.30336,-0.30442,3.31902,1.8278,-0.924073,6.59462,0.64447,-3.45028,1.32658,-3.53691,1.90666,-2.00267,-0.6457,0.928491,1.53128,0.842964,0.551199,-1.62869,-0.703143,-1.60189,-0.29048,1.80596,-0.91559,-0.568008,0.0929867,0.610403,1.30614
-728.411,0.999402,0.0342975,7,127,0,750.017,-1.10387,-0.0122879,-2.05584,0.0129497,-0.201246,0.00182581,0.036219,-0.117708,0.489163,0.999602,0.383041,-0.212422,-0.882377,-0.90469,-0.873508,0.0410745,-0.684274,0.711978,1.15291,0.0410523,-0.697404,0.00419066,0.00937018,-1.00249,0.453155,-2.30999,4.735,5.86626,-0.629456,-0.236253,-0.77795,-2.04768,-0.642383,-5.9258,1.23186,-0.249564,-5.29426,1.47727,-3.97933,2.43876,-2.83569,-1.1418,0.303509,1.88184,0.717696,0.99041,-1.0601,-0.800415,-2.24296,-0.411038,-4.05386,-1.24387,-1.48167,-0.868138,-0.725197,2.27371,-15.0352,4.3299,-0.657539,-25.8734,-6.75256,-4.77217,-12.7865,0.505192,3.96786,0.208292,4.00365,-3.74441,-2.46268,-0.90469,-0.873508,0.0410745,-0.684274,0.711978,1.15291,0.0410523,-0.697404,0.00419066,0.775104,1.51166,0.377508,-1.66447,-0.982516,3.14173
-726.351,0.990473,0.0350701,7,127,0,735.269,-0.567261,-0.320748,-1.8505,0.444708,0.219556,0.196085,0.403371,-0.378513,0.380678,0.739856,-0.446289,-0.732182,-0.981654,0.220797,0.172356,0.181958,-0.26393,0.687056,-1.25187,-0.497679,-0.782016,-0.641321,0.0829665,0.444608,-0.632925,-1.03928,4.95676,4.46162,0.140416,-0.163329,0.983304,0.762959,5.14178,0.700627,-0.098936,-0.156655,-5.63653,2.04031,-1.25098,-1.57745,-0.13751,0.963437,0.735535,-0.0110606,0.740689,-0.777648,-0.783256,-0.0625023,0.7885,0.259683,-0.617494,-0.026744,-1.11475,1.33033,1.1765,-2.95804,-17.4816,-6.18557,-0.657832,-7.52435,0.141061,-10.1466,2.01633,-4.9384,2.07138,-4.77486,-3.95523,-8.98317,-19.1149,0.220797,0.172356,0.181958,-0.26393,0.687056,-1.25187,-0.497679,-0.782016,-0.641321,-1.64054,24.4017,-4.17193,-0.625251,-0.443636,-2.85617
-725.63,0.981135,0.0352213,7,127,0,736.455,-0.222186,-0.148305,-1.71869,-0.151746,-0.171972,-0.0704111,-0.0219884,-0.0929906,0.0177027,0.952495,0.27644,-1.29372,-1.63237,0.554032,-0.221902,-0.741073,-0.103229,-0.708234,1.36384,1.52315,0.0774138,0.58577,0.12174,-0.618931,0.23398,-1.2692,5.34243,5.11021,1.70901,-0.617803,-0.198336,0.579803,9.79503,4.74732,0.754596,-0.186112,5.38229,-2.83026,0.00200509,1.89043,-0.700205,0.283625,0.0520003,0.322549,-0.293627,0.620507,-0.765097,-0.480253,-0.783024,-0.324564,-1.60031,0.125918,0.484515,-0.934681,0.0932109,-3.92304,-13.3421,2.85411,0.204757,-28.2138,-3.06625,-2.51024,-11.3406,0.985305,0.31926,0.223268,4.33034,-7.66338,-2.32803,0.554032,-0.221902,-0.741073,-0.103229,-0.708234,1.36384,1.52315,0.0774138,0.58577,0.942546,8.91464,2.77254,-2.28419,0.405739,0.383167
-728.881,0.992829,0.0347242,7,127,0,742.288,-0.750428,-0.145652,-2.10823,0.265876,-0.233877,-0.0596168,0.114738,-0.2316,-0.264369,0.593235,-0.499338,-1.62235,-1.66638,0.72001,-1.88028,-0.235456,0.600947,-0.557583,-1.51369,0.920647,-1.52033,0.0255469,0.517273,-1.14924,-0.414405,-0.65538,5.44057,4.9993,-1.42184,-4.1773,-0.616093,1.461,7.53177,1.99373,2.1612,-1.88718,-1.36827,-3.95118,-2.28451,1.56414,-0.158451,-0.173413,-0.368546,0.950676,0.647213,0.493764,-2.11288,-1.32753,-1.06079,-0.509939,-1.99888,-0.645508,-0.582071,1.45214,-0.240164,-0.463005,-3.62672,0.501533,-1.54645,11.01,-15.541,-7.155,12.0878,-0.115449,-4.33469,0.546705,-6.2411,-2.95929,-1.24088,0.72001,-1.88028,-0.235456,0.600947,-0.557583,-1.51369,0.920647,-1.52033,0.0255469,10.901,0.776817,-0.28895,0.0887107,0.664283,-0.229652
-727.336,0.987977,0.0350291,6,63,0,739.826,-0.0673065,-0.212597,-2.3748,0.215471,0.343933,0.219944,-0.0642682,0.00636259,0.270012,1.21605,0.149209,-0.875358,-0.865075,-0.384215,-0.203012,0.278552,-0.361921,0.761251,1.27119,0.755414,-0.0932605,0.717803,-0.486009,0.545759,0.355343,-0.417237,4.82977,4.56661,1.93832,-2.03453,0.386998,3.33121,1.44794,4.75463,-1.65681,0.336744,1.28869,3.43899,2.31298,1.66887,1.36341,-0.809762,1.70403,0.386296,-0.719099,0.615076,1.22853,-0.907674,1.52409,-0.226934,-3.18088,0.616561,-0.520435,0.394976,-0.372683,1.36854,11.6534,2.0332,-0.924776,13.0619,8.94863,8.24896,-10.6646,1.56773,6.28398,1.62777,1.2396,1.31088,17.1777,-0.384215,-0.203012,0.278552,-0.361921,0.761251,1.27119,0.755414,-0.0932605,0.717803,-2.02343,-16.7962,5.1952,3.07969,-0.461985,-3.7519
-726.736,0.99724,0.0349978,7,127,0,743.512,-0.108685,-0.238007,-2.54476,0.263172,0.401188,0.0616002,0.175103,0.334973,0.123163,1.07678,0.276288,-0.969656,-1.13486,-0.131973,1.46531,0.719524,-0.00850382,0.156638,1.41577,0.937991,-0.397852,0.746951,-0.309895,0.460861,0.103186,-0.21764,4.5869,4.86064,0.704158,0.65497,0.906027,-0.129307,-0.205475,3.62571,-9.55703,-3.11123,3.14852,1.83254,-0.906984,2.20995,-1.08933,-0.680981,-2.27819,-1.28229,-0.964679,1.50606,0.0504723,-0.277991,0.604309,0.12801,-3.8755,0.508991,0.97359,-0.144204,0.400297,-3.48095,5.84969,0.626589,-1.38994,7.93067,9.01951,-11.6638,-1.26185,9.3052,0.248561,1.28236,1.60183,11.8662,-4.52408,-0.131973,1.46531,0.719524,-0.00850382,0.156638,1.41577,0.937991,-0.397852,0.746951,-2.36528,-8.01463,2.92312,4.05365,-1.12595,-1.45893
-731.019,0.974103,0.035598,7,127,0,738.726,-1.54275,0.254607,-1.17465,0.567472,-0.189258,0.0480984,0.441198,-0.444366,0.22966,2.24863,-0.319525,0.340088,0.257696,0.342077,-0.952791,-0.948232,0.313801,-0.786995,-1.93779,-0.654207,0.299401,0.964072,-0.454401,-1.13289,-1.51855,-2.36318,5.15933,5.34244,0.860644,-2.45917,-0.73168,3.73252,-1.40083,5.25709,-1.73461,-0.0979661,0.999116,-0.745936,-0.853027,-1.38473,-0.48154,-0.23902,-1.40468,1.15046,-0.535898,0.592703,-0.830716,-0.786324,0.271516,-0.480651,-1.40556,-0.205004,-0.255865,-1.44863,1.11194,0.543038,-1.82814,3.85241,1.49909,0.266574,-4.28468,-2.50225,-0.0737613,-0.323727,0.747778,3.31037,-1.10048,-0.220759,0.726619,0.342077,-0.952791,-0.948232,0.313801,-0.786995,-1.93779,-0.654207,0.299401,0.964072,1.17035,-0.747796,-0.795396,-1.69482,0.137835,1.2151
-733.582,0.995294,0.0346172,7,127,0,748.911,-1.7109,-0.22612,-0.657678,0.776357,-0.186232,-0.118388,0.64526,-0.424072,0.203757,2.3761,0.343701,0.951515,1.25634,1.44702,0.339812,-0.0769161,0.020226,0.262264,-0.242434,-0.815563,0.445701,1.70685,-0.799958,-1.23457,-2.14953,-1.87516,4.78053,4.90606,1.60504,-4.72346,1.30083,2.51454,1.42916,-2.67868,3.8204,0.224868,-0.403296,0.0125277,3.41415,3.02863,-0.101062,1.13181,1.14737,1.75,-0.493909,1.45072,2.13893,0.0743779,0.0182158,0.0139926,-2.35914,-0.0239213,-0.250827,1.5605,-0.358182,-2.59287,-4.19386,-0.0694123,2.08602,0.292066,-2.65359,-2.98303,1.51694,-0.296181,0.413961,1.70147,0.938646,-1.15286,2.63827,1.44702,0.339812,-0.0769161,0.020226,0.262264,-0.242434,-0.815563,0.445701,1.70685,-2.39841,-0.975204,-1.10011,-1.04697,-0.747152,-0.833302
-735.742,0.983312,0.0350696,7,127,0,750.41,-0.956767,-0.552551,-3.04547,0.0298044,-0.299756,0.47021,0.00428024,-0.32515,0.124317,0.538049,-0.422849,-0.429521,-1.73524,-0.942677,-0.419513,0.499009,0.211492,-0.840932,-0.254189,1.75001,-0.496723,-1.72671,-0.540459,-0.844265,-0.243395,-2.35301,5.63768,5.10961,4.65335,0.420462,-2.07225,-2.8264,4.49821,-4.83137,1.71086,2.24976,-2.83887,-3.16364,-1.46567,-0.872165,-0.0889033,-1.21325,-1.28962,-0.305276,-0.28447,0.791475,1.65897,-0.780057,-0.028576,-0.48974,-0.580538,0.0318793,-0.00487392,-0.189104,-2.47006,2.58214,-19.3537,-1.36351,-1.92189,-20.7508,-2.63166,7.56292,-6.90474,-0.586958,0.344938,-3.05088,-1.06401,-4.25343,-5.81967,-0.942677,-0.419513,0.499009,0.211492,-0.840932,-0.254189,1.75001,-0.496723,-1.72671,-2.0407,8.15979,0.853099,-1.48683,0.918999,0.660793
-734.257,0.999967,0.0347151,7,127,0,748.017,-1.32972,-0.252024,-0.549586,0.552643,-0.00165971,-0.390443,0.0427691,0.00706172,-0.227202,2.01732,-0.24255,0.781994,-0.109688,0.932802,0.730475,-0.174479,-0.121734,1.05258,0.252107,-1.66689,0.428291,0.371612,-0.869063,-1.26361,-2.91237,-2.62302,5.01418,5.00156,1.37918,-1.63808,1.91504,0.745829,-4.87598,1.19441,1.73882,-1.13425,2.31691,1.09152,-3.10182,-0.227269,0.185831,0.720594,-0.00835214,1.16925,1.35428,-1.89056,0.0666658,1.48195,0.364824,1.56253,1.10114,1.19583,-0.732619,1.37002,-0.833741,2.7475,3.3034,1.4397,2.67708,1.28003,0.857183,-3.07172,-2.18003,1.12685,0.0522139,1.35718,-0.0512066,3.25857,-1.2768,0.932802,0.730475,-0.174479,-0.121734,1.05258,0.252107,-1.66689,0.428291,0.371612,-2.27399,1.34732,-0.800068,-1.66068,-0.135508,-0.492143
-734.471,0.997608,0.0354729,7,127,0,744.942,-1.25444,-0.603681,-0.412353,0.326104,0.133434,-0.275686,0.228117,0.479158,-0.101037,1.51615,0.0830942,0.521657,0.496744,-0.382771,0.202737,-0.598231,0.0983115,1.16857,1.06827,-1.06279,-0.120597,0.366316,-0.720524,-1.8355,-2.90896,-2.14388,4.41309,5.74814,1.35666,3.16034,0.764328,2.46626,-2.35816,-3.21244,-3.76351,-2.3853,-1.24158,3.30841,-1.50761,1.02269,-0.631688,1.86275,0.610153,0.564777,-0.314674,0.333762,-0.495837,-1.42888,0.704757,0.168044,-2.53307,0.0741661,-0.356151,-1.45793,0.36656,-3.58849,4.40915,-0.980397,3.34478,-0.481755,1.35865,-1.95427,-0.237729,3.14276,0.13357,0.00469103,0.770937,0.555948,1.36598,-0.382771,0.202737,-0.598231,0.0983115,1.16857,1.06827,-1.06279,-0.120597,0.366316,-2.33938,-0.390789,-0.868704,-1.18088,-1.66208,2.58448
-734.194,0.998884,0.0360753,7,127,0,750.558,-1.42368,-0.369979,-3.35676,-0.0225679,-0.544998,-0.269995,-0.168723,0.628059,-0.31785,1.26423,-0.537865,0.621637,0.601254,-0.162298,0.0913967,1.7379,0.786819,-0.758007,-0.739013,-0.0232244,0.0640662,-0.807133,-0.429604,-0.243569,-0.942969,-3.27092,6.07981,5.54737,1.02373,-2.09019,-3.47324,0.191788,-4.15546,2.08885,4.27519,-4.99225,-0.829526,-1.93603,-1.18094,-0.676568,-1.37268,0.675834,-1.16492,-0.168424,-0.765501,-0.923182,-0.79852,1.46665,0.10948,1.56095,1.41953,-0.11838,1.84933,0.710496,0.846084,-4.34882,4.05816,2.41871,-2.34463,0.837179,-2.66038,1.48772,-3.16047,4.75232,0.0363556,1.34894,-0.501644,-1.5009,7.0206,-0.162298,0.0913967,1.7379,0.786819,-0.758007,-0.739013,-0.0232244,0.0640662,-0.807133,-0.624598,2.32404,-0.804848,-1.19261,1.68812,1.84219
-733.554,0.985591,0.0367681,7,127,0,749.331,-1.35677,-0.232029,-1.2328,0.410291,0.576438,0.13845,0.441769,-0.958356,0.206674,0.837249,0.144887,-1.40324,0.230761,0.49114,0.325593,-0.771519,-0.819171,0.875456,1.61603,0.452701,-0.681446,0.867543,-0.493832,-2.84521,-2.04606,-2.2322,4.99091,4.57734,1.74188,-0.927531,-3.50104,0.186976,-4.974,-8.69335,-1.94316,5.50468,-1.46879,0.924038,-1.60576,1.63263,0.11401,0.127746,0.887274,1.90348,0.488633,-0.308759,0.816465,0.249645,-0.494887,-0.0109448,0.419007,0.0825049,0.104784,-2.0207,2.52033,-0.0416725,-10.3199,-1.08632,1.19106,-4.15454,3.77667,-0.203785,-3.0461,-1.80982,0.28556,-2.6811,0.470813,-2.19351,0.500079,0.49114,0.325593,-0.771519,-0.819171,0.875456,1.61603,0.452701,-0.681446,0.867543,-6.28145,0.229213,-1.30975,-1.03451,-0.310761,-2.83378
-737.586,0.992717,0.03654,7,127,0,751.931,-1.40526,-0.0372781,-1.4263,0.772366,0.416842,0.00641799,0.511242,-0.991899,0.378812,0.567855,-0.651755,-0.0160684,-0.0245373,-1.99491,0.511437,-1.08188,-0.0538587,-1.53963,-0.652025,0.116317,1.71883,-0.530779,-0.794885,0.207466,-0.893455,-4.26048,5.39671,5.61066,1.46127,0.683037,-1.96644,-0.668725,-7.79145,5.02109,-2.13375,1.88491,-0.191329,3.21187,0.246086,0.944533,2.39493,0.610967,-1.53796,1.33615,1.03261,-0.0342986,-1.57685,-0.618551,-0.457191,-0.739952,-2.9924,0.0122635,-0.309715,-0.275419,1.66522,1.0951,27.3117,2.45648,0.996759,13.6836,4.41739,0.36951,4.8613,-0.740963,1.18581,-1.61014,-0.946466,27.2394,8.05783,-1.99491,0.511437,-1.08188,-0.0538587,-1.53963,-0.652025,0.116317,1.71883,-0.530779,-0.415614,-0.405715,8.65183,-1.03203,0.759921,1.79878
-731.334,0.99979,0.0368002,7,127,0,748.371,-0.998102,-0.571507,-2.45256,0.300043,0.0032666,0.389009,0.161248,-1.10394,0.116897,1.19402,-0.382993,-0.331034,-1.13534,1.24196,0.0156805,1.07999,-0.3387,0.564314,-0.252529,0.470034,0.194038,0.650774,-0.196235,-0.580216,-2.52455,-0.988547,5.13171,5.78231,-1.09083,-0.0875538,0.903274,2.54024,5.44306,5.14195,-0.62226,-4.82555,3.11152,-3.52565,-2.68146,0.363772,-0.713508,-1.68906,1.0691,-0.976661,-0.257491,-1.53004,-1.21437,0.411838,2.34902,0.118437,-1.6635,0.454359,-0.233869,-0.147,1.3062,3.60172,-11.7244,-4.32975,-1.30719,-1.2475,-0.817614,6.1938,-3.8355,-9.71796,0.921571,-0.163716,-1.70833,-1.45265,-6.01809,1.24196,0.0156805,1.07999,-0.3387,0.564314,-0.252529,0.470034,0.194038,0.650774,1.98151,5.47466,-1.19598,6.46373,0.0150268,3.08584
-739.957,0.992985,0.0375492,7,127,0,750.136,-1.3828,-0.243508,-1.49031,0.0738473,-0.239517,-0.815224,0.0357065,-0.528019,-0.580009,0.883046,0.233427,1.09549,0.958342,-2.26129,-0.617968,0.310367,1.49109,-0.990636,1.07152,0.689002,-1.46896,-0.970897,-0.293936,-1.06169,-3.59806,-2.87296,5.03656,4.31477,3.00621,1.1231,-0.674962,-2.62372,2.69028,6.38964,0.146966,-3.02172,2.14104,0.663924,3.89633,0.0699091,-0.44117,0.0126299,-1.30913,1.5032,0.501706,-0.0379682,0.924631,1.02771,-1.01863,-0.565351,0.503582,-0.281862,-0.645758,-0.00891505,-0.407342,-0.916854,-1.84797,3.15225,1.44296,-0.817983,-0.337969,-10.4949,2.26038,0.357683,-1.1884,-0.371313,2.94101,1.75343,0.13951,-2.26129,-0.617968,0.310367,1.49109,-0.990636,1.07152,0.689002,-1.46896,-0.970897,2.10459,-0.718084,-0.934211,-1.20168,-0.124888,-5.18176
-737.745,0.997315,0.037823,7,127,0,756.031,-1.1041,-1.02066,-2.74596,0.341249,-0.681031,0.281304,-0.229638,-0.564265,-0.595194,1.46019,-0.969875,0.255871,0.0140765,1.82647,-0.361086,0.805881,-1.45495,0.962505,-1.09094,0.678076,1.63096,0.420186,-0.723063,-2.82735,-1.04841,-1.36784,6.02243,6.07479,-0.801764,-0.800248,-0.717783,-2.76196,1.96619,3.93461,-3.05451,-0.0393026,4.89885,-0.547064,-1.39007,-1.10282,-0.659003,1.6333,-1.83134,-1.74021,-0.458649,0.247331,-0.194767,-3.30518,-0.659835,-1.19738,0.813876,-0.762896,2.01907,-1.44766,0.65782,-0.652537,-4.04958,-2.29155,-1.20669,-0.491432,-3.33645,8.2627,-5.15892,-0.493347,-2.19273,0.498578,-1.52583,-0.46382,0.559484,1.82647,-0.361086,0.805881,-1.45495,0.962505,-1.09094,0.678076,1.63096,0.420186,1.45073,-1.1173,-0.868176,-0.474416,1.58011,3.59984
-735.81,0.987215,0.0383998,7,127,0,758.692,-0.984264,-0.891032,-1.08565,-0.0571386,0.227926,-0.485669,0.042307,-0.102659,-0.617361,1.60156,0.480499,-0.0852862,-0.44941,-0.839972,0.471392,-0.717192,-0.734497,-1.60584,1.29987,-1.3057,-0.725368,0.656293,-0.559854,-3.15388,-1.50646,-2.37582,4.79802,4.98803,-1.32095,3.87222,0.88273,1.29863,1.98536,0.55917,-3.50022,-0.693492,3.13379,-0.902422,1.24123,-1.16974,-0.736699,-1.74449,-0.200751,-0.728003,2.31982,0.0216204,0.0614156,-0.0157401,-1.54156,-2.42272,0.97042,-1.11569,-2.58566,-0.564656,2.38389,-4.62962,12.8176,-2.11528,2.37784,0.552951,5.60918,-2.41981,1.62199,2.09848,-0.843222,1.41476,3.04332,0.266686,-0.212233,-0.839972,0.471392,-0.717192,-0.734497,-1.60584,1.29987,-1.3057,-0.725368,0.656293,0.890419,-1.09392,-0.714078,-1.91614,-0.513368,-0.787683
-729.459,0.991786,0.0382596,7,127,0,744.112,-1.96978,-0.10575,-1.78415,0.113301,-0.472689,0.305578,0.150528,-0.297664,-0.0645391,1.23708,-0.615049,0.48192,0.242685,0.743823,-0.832725,0.758728,0.570736,0.836599,-1.32682,1.23279,0.8718,-0.359624,-0.24452,0.353115,-0.119461,-0.420121,5.53462,5.80199,-2.09318,2.47991,-3.6203,3.36706,-2.04189,1.32689,-0.277281,-1.01393,3.677,-2.28027,-2.39481,-1.94511,-0.347266,0.507463,1.31311,0.536192,0.541815,1.46878,-0.268196,0.782758,0.119164,-1.0989,2.44961,-0.69178,-1.14957,2.19453,0.826092,-1.73671,-7.13141,2.42017,0.30377,-8.09065,-8.83074,10.4968,0.840772,-7.32823,-3.63207,2.64649,-2.37311,-2.68129,-3.94167,0.743823,-0.832725,0.758728,0.570736,0.836599,-1.32682,1.23279,0.8718,-0.359624,1.20561,-2.1164,0.395937,5.12082,0.815161,2.96959
-727.354,0.972925,0.0384391,7,127,0,738.53,-1.53745,-0.026182,-1.69604,0.392257,0.644461,0.398119,0.515033,-0.177437,0.142328,1.2312,0.721354,-0.268913,-0.553121,-0.75058,0.0362597,-0.456977,-0.551762,-0.908873,0.795456,-1.2154,-1.24859,-0.646453,-0.188042,-1.29859,-1.79347,-1.2081,5.43271,4.64509,-0.0412776,-2.23474,0.299132,-1.4894,5.63081,-4.04903,-0.990344,1.24433,-1.70351,-1.17035,0.308389,1.62121,1.9569,0.0308191,0.77078,1.40784,-1.90452,0.278524,1.06281,-0.949143,1.04518,0.666584,0.958268,-0.169774,0.0451487,-1.90839,-0.629467,-2.36793,4.13173,-0.948413,-0.0475705,-3.49147,7.16291,3.54857,2.17155,-0.801265,-0.153833,-1.61211,3.65109,0.1842,0.540985,-0.75058,0.0362597,-0.456977,-0.551762,-0.908873,0.795456,-1.2154,-1.24859,-0.646453,-0.170362,-1.4541,-0.380814,-0.46071,0.681311,-3.00361
