# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_sigma.1,g_se,g_sp
-719.85,0.988842,0.0749644,5,63,0,727.25,-1.09605,-0.407841,-1.64268,0.105759,-0.219772,0.0417806,0.0170322,-0.372395,0.189226,0.389601,-0.161397,0.530901,5.9756,5.61929,6.22312,0.559038,0.182079,-1.65542,-0.936219,2.07833,-2.98445,-3.3174,-1.9596,1.94194,0.179384,1.22156,-0.645929,-0.560828,-11.6242,-11.6665,-0.350592,-1.15809,-13.8066,14.6042,-8.54527,-1.03703,5.41844,-2.60064,-0.821276,6.66316,1.48828,2.41566
-719.591,0.934078,0.0750006,6,63,0,725.919,-1.01232,-0.535798,-2.32588,0.280001,-0.252496,-0.168057,0.00254813,-0.730436,-0.705904,0.888793,-0.365225,-0.347035,6.11289,5.00823,-0.787401,2.20142,1.40257,-0.0667714,2.07392,-3.37698,-0.315572,0.260812,0.87498,-2.35888,-0.545658,-0.285745,1.3667,2.29036,7.17756,-0.181295,-0.568003,1.91196,-0.429137,3.04559,0.357947,-0.389163,-1.73259,-0.0521032,-0.0872168,-5.07172,1.73763,-0.709745
-721.181,0.995949,0.0644279,5,31,0,725.589,-0.752798,-0.560507,-1.45422,0.0257601,-0.308308,-0.217839,-0.217759,-0.335654,0.137874,0.000172488,0.0121326,0.498294,5.93033,5.14933,-1.50932,0.732888,1.19638,0.439128,1.65969,0.275717,-3.15666,-1.22667,0.996879,1.8145,-1.06691,0.300677,1.57202,-0.372261,3.78466,-8.1095,1.11773,8.51154,-4.09737,8.34341,-13.0385,2.10832,8.42815,-6.4568,7.74291,3.86599,1.47605,0.246602
-720.134,0.998913,0.0658295,5,31,0,725.558,-1.0272,-0.297992,-2.33509,0.145325,0.119358,-0.222384,-0.0011395,-0.933118,-0.724624,0.819011,-0.731673,-0.143249,5.80209,4.78648,0.857584,1.89353,0.253491,-1.82084,-2.52334,-1.36581,-0.651544,0.708279,0.931405,-4.5639,0.556355,0.806942,1.06511,0.676478,6.71951,2.06159,-0.851803,0.209682,7.02746,0.849652,-0.439802,-1.48623,-2.51665,0.108585,-2.412,-1.24197,1.29179,-2.01097
-720.149,0.988896,0.0677876,6,63,0,725.748,-1.30916,0.111588,-2.35744,0.553539,0.185241,0.152201,0.270424,-0.293524,0.630154,1.57127,-0.248077,-0.024699,4.67373,5.42472,-5.9797,0.400334,-0.155339,1.03832,2.55695,-1.37717,-1.7904,2.21611,-0.844992,-0.220539,-1.72047,0.880182,-1.696,0.856876,11.8778,4.02498,-1.38941,3.56141,1.1611,2.69107,-3.4075,-0.178327,4.14498,4.57727,-1.74492,6.64344,-0.796158,1.24769
-720.591,0.986514,0.0678975,6,63,0,725.439,-1.10898,-0.41271,-1.58468,0.151945,0.0860151,0.191389,-0.00807498,-0.21344,-0.544774,0.53639,-0.0057016,0.031816,5.84407,5.06356,8.20343,2.51838,-0.286697,0.198264,1.32881,1.10696,-0.951178,-1.14017,0.165062,-0.216413,-0.00477339,1.06161,-0.107229,-2.15766,6.2294,-2.67843,0.776469,-1.33849,4.9729,14.6108,-8.37923,1.20625,-2.83323,-2.11894,1.55392,-0.242572,1.35345,-0.308084
-719.061,0.999895,0.0675693,4,31,0,723.881,-1.05838,-0.278115,-2.18996,0.186328,-0.0367654,-0.370422,0.071391,-0.148103,-0.710454,0.86681,0.160075,-0.0152123,5.66102,5.28707,0.0916584,0.693247,-0.825911,0.141081,-2.0449,-3.61368,1.36,-0.0947388,0.23778,3.05239,-0.166166,0.288789,-0.966875,1.63415,2.03717,1.17465,-0.750723,0.643981,2.23668,-7.07962,1.75292,1.80034,-3.31314,0.824968,3.30954,1.06437,1.05407,0.872982
-723.7,0.990411,0.069693,5,63,0,727.271,-1.04391,-0.495474,-2.00484,0.236814,0.114803,-0.664256,-0.110558,-0.209456,-0.580674,0.630808,0.278407,-0.720016,4.19419,5.07737,-2.56319,-1.47282,0.155685,0.00651643,-0.892438,0.40592,-0.191875,-0.742046,0.826914,-0.989337,-0.716132,-0.0886454,-2.92183,-1.11718,-2.74991,0.589924,0.12528,-0.383807,2.63799,-3.15427,-3.92863,0.869225,-0.863414,-1.26981,1.7427,-3.95578,-2.52688,-0.0173674
-724.323,0.989625,0.0700602,5,63,0,729.433,-0.924706,-0.930509,-1.98592,-6.14244e-05,-0.865173,-0.204005,0.16508,-0.903224,0.0207824,0.766783,-0.611102,-0.235638,4.86479,5.53867,-2.95536,0.349597,0.103045,-0.320322,1.7233,-0.88099,0.28056,1.77161,-0.882524,-1.06699,1.69195,-2.43029,-1.95353,-0.898129,8.47876,-4.61633,0.285751,-0.893403,-9.748,4.2925,14.0006,-0.948179,1.64153,0.000768041,-1.13321,7.56626,-0.391285,1.92573
-725.427,0.916161,0.0702734,5,63,0,733.862,-1.12416,-0.0582214,-2.42952,0.193939,0.141462,-0.0366427,-0.0982855,-0.808092,-0.523014,0.856668,0.186089,-1.10714,5.61887,4.87544,-1.69752,-2.78363,-0.0396556,-2.17374,-5.67438,1.02961,0.555599,-0.692813,0.836509,-0.834684,-1.46833,0.328883,-1.10385,2.8083,0.392661,1.81847,-0.840306,-1.14813,1.16584,1.41836,-3.63812,-0.443909,-0.6212,-0.611873,0.826567,-5.84237,0.970479,-1.26089
-733.893,0.997257,0.0581869,5,31,0,736.598,-1.10537,-0.338825,-2.3354,1.26756,-0.124752,-0.997398,0.28127,-0.698805,-1.14745,0.694482,0.807764,-0.665575,7.32282,4.79538,0.329321,-1.59017,0.526636,0.380594,-1.28714,-0.48098,2.3701,0.52726,-0.24257,-0.176786,-0.0796716,-1.06208,1.71101,0.505605,11.8675,1.15261,-0.566188,8.01106,0.183981,-7.28219,2.96257,-0.287245,-2.29489,-1.26407,3.46061,12.2204,3.2192,-1.74832
-734.313,0.946957,0.0596017,6,63,0,741.382,-1.12101,-0.908164,0.325766,-1.07068,0.288615,1.1709,0.461062,-1.06161,-0.097665,1.04839,-0.63081,-1.89552,4.19897,5.31806,-1.62801,0.257138,-0.993476,1.08939,-0.189884,-0.815245,1.41342,1.53215,2.5462,-0.0261425,-1.27758,-0.365264,3.53441,-0.84394,7.58647,-0.50497,1.75276,-2.5446,0.638556,2.89183,-0.246729,-0.834954,-0.0222168,0.243862,-0.539518,1.4677,-2.28001,1.0066
-735.849,0.999995,0.0536266,6,63,0,742.06,-1.27008,1.0222,-2.94264,1.28912,1.1851,-1.0114,0.380255,0.608977,1.48192,0.545249,-0.352713,-1.35212,6.39702,4.95117,0.393781,0.717932,-0.640882,-3.68048,1.8391,2.27949,-2.84441,-1.25899,1.13832,0.312663,-1.03063,-0.394289,0.114068,1.26692,-5.49967,3.32189,-1.80495,1.05044,2.9038,-3.57223,-2.68245,1.25905,2.08422,-1.04221,-0.405653,1.85771,2.09036,-0.461736
-732.421,0.999989,0.0553181,6,63,0,741.302,-1.32806,-1.2843,-1.2493,0.921734,-0.0147985,1.33894,1.21302,-0.320922,-0.294101,3.08833,0.187118,-1.19808,4.03025,5.17913,6.53437,0.745805,-2.01669,1.67329,-1.21063,1.21003,-2.07534,-1.75159,-2.48929,2.47705,0.962217,-0.955743,1.00346,0.0109975,2.74373,-2.94169,0.477965,-0.427048,-1.43968,5.0516,1.93643,-0.0712184,-0.626054,2.60216,0.252019,2.42707,-3.00674,0.487518
-733.512,0.994051,0.0570291,6,63,0,742.327,-1.06514,0.271258,-1.26441,0.230331,-0.523896,-1.12222,0.184643,0.567808,-0.404683,2.27484,-0.804863,-0.573364,6.46639,4.97381,5.97227,0.214297,1.52505,1.90063,2.40733,-2.63538,-1.87334,-0.96911,1.11272,-5.25528,0.397975,0.146232,0.100678,-0.12496,6.22463,6.57013,1.82641,-0.277048,-3.20183,-9.50868,2.83635,3.22221,-0.562598,4.08942,-1.47684,14.7912,2.21213,-0.379987
-733.198,0.999997,0.05789,7,191,0,740.375,-1.13407,-1.95291,-0.79735,1.0715,-0.320825,-0.0991168,0.671566,-1.05282,0.0944062,-0.395208,0.424799,-1.97881,3.80243,5.63156,-1.34053,-1.88911,-0.761173,-2.36473,-3.67339,3.39719,-1.53759,1.58013,-0.582985,2.51382,0.667775,-0.446029,-0.358284,-0.747449,-3.64659,-2.02506,0.344718,0.622727,-0.460928,0.218888,-0.0281335,-0.853504,0.163652,-1.32258,0.636946,-2.31551,-4.21,2.33231
-730.332,0.999595,0.0596211,6,63,0,737.308,-1.21505,-0.476582,-1.85699,0.727507,-0.345058,-0.714178,1.50461,-1.26066,-0.248438,-0.519577,-0.414745,-1.45182,5.28223,5.51349,2.3245,-3.39795,0.0557389,0.803535,-0.418732,0.657109,-0.587496,-0.493712,0.340329,-0.885474,1.09322,-2.04297,-3.04159,2.25356,-2.32282,-0.13602,-0.432027,-0.235516,-1.18379,-2.03804,4.27827,-1.14618,-0.311628,-2.24314,-0.415409,1.90042,0.370727,1.9434
-724.701,0.998629,0.0613094,6,63,0,735.447,-1.11115,-0.927863,-1.57358,-0.253167,-0.154053,0.166287,0.077948,-0.730995,-0.158538,1.80488,-0.143754,-0.864216,4.85052,4.61238,-1.19604,0.813191,0.0455606,1.37582,3.49035,-0.530358,-5.89097,-2.33269,-0.397318,-4.22759,0.799036,-2.33211,0.275545,1.06877,1.20628,-1.49498,0.727247,-3.45045,-0.00941998,3.71771,-1.79407,-0.312524,0.0201501,1.34606,0.333968,-3.67215,-0.529468,-2.99886
-730.213,0.997514,0.0628634,6,63,0,734.474,-1.31322,0.751649,-1.99771,2.13391,0.935448,0.338665,0.927295,-0.387644,-0.780301,1.20359,-1.06657,-1.25012,6.01818,5.34317,1.1639,-1.68575,0.457087,-1.02429,-0.771437,-1.40261,1.1127,-1.05864,-1.55665,1.19458,-1.62281,1.81932,0.363616,-1.71795,9.17825,2.62454,-0.567444,3.66154,2.02928,0.573091,0.0405328,-0.129172,-1.25165,-0.31787,-1.59902,0.381388,1.61538,1.00592
-731.007,0.999679,0.0642512,6,63,0,736.598,-1.23681,-0.716689,-0.984693,0.13253,-0.659144,0.44851,1.33509,-0.396363,0.735596,1.00084,1.65162,-1.64271,4.28623,4.90848,-0.0690068,-2.27449,-0.322799,-3.77857,0.266256,-0.418787,-2.80149,0.416099,1.17137,0.124877,0.0372688,0.512151,0.249924,2.05462,-1.71394,-0.60308,0.41389,-1.39754,-1.656,1.07988,1.72511,-0.12552,0.895731,-0.104897,2.22743,-1.15218,-2.16522,-0.854518
-727.361,0.99879,0.0659868,6,63,0,735.828,-1.18912,0.0196996,-2.20599,0.614179,0.676914,-0.293128,-0.0120249,-0.119029,-0.196666,1.83526,-1.51855,-0.913219,6.13368,5.22485,2.89328,-0.0172161,0.716444,-3.41284,3.28027,-0.166211,1.71159,-0.476705,-2.64876,0.617096,-1.23005,-0.66134,2.52395,0.46783,-5.19839,1.91227,-0.508209,0.107647,3.8625,-1.3048,-5.68403,0.612949,-0.269307,1.09037,-2.62738,-1.85286,1.73227,0.790166
-728.551,0.977989,0.0675914,5,31,0,734.607,-1.03241,-0.491575,-2.41699,0.652033,0.343841,-0.809238,0.216281,-0.42114,-0.458128,1.96542,-2.0397,-1.00912,5.93165,5.20148,-6.35987,2.11538,-0.150355,0.347995,3.36917,-0.191678,-3.22732,1.20444,0.317459,0.00454059,-0.373908,1.59315,1.14928,0.5451,19.2206,0.985099,-0.641153,1.6507,3.35835,-2.00591,1.96502,0.339887,-0.375439,1.65316,-3.00587,-1.62064,1.52801,0.177895
-725.997,0.998612,0.0658491,6,63,0,733.84,-1.14586,-0.880521,-1.5561,-0.0755943,-0.223653,-0.0859108,0.0561409,-1.07506,-0.478104,1.50888,1.1274,-0.557986,4.65984,5.39281,4.05157,-0.78163,0.976664,-2.59734,3.95839,-2.78206,0.771675,0.289636,-0.919659,2.63939,-1.47857,-0.317111,1.36461,1.31453,-15.3984,-3.43218,0.927598,-4.45294,-1.97961,0.630208,-5.14252,-1.36788,-1.10605,1.10337,4.97991,2.67099,-1.1899,1.72889
-724.672,0.996184,0.067385,6,63,0,729.72,-1.27011,0.527185,-1.47598,0.185761,-0.005406,-0.221786,0.448955,-0.0158461,0.275117,0.806377,-0.95516,-0.504519,5.51081,4.72322,-1.30376,-1.00506,0.494752,1.0619,0.357882,1.58435,0.362184,1.27462,0.0769395,-1.4114,2.88329,2.2029,-0.292085,-1.18838,-3.55844,6.69719,0.882974,-3.59373,-1.39499,-3.4892,1.58564,0.982845,0.81023,-1.63494,-2.65848,-0.295099,0.775153,-1.95722
-720.777,0.0559458,0.274136,4,15,0,728.979,-1.21802,-0.102796,-1.72618,0.335521,0.23428,-0.0717015,0.464006,0.0707948,-0.0864293,1.43422,-0.68428,-0.508222,5.61537,4.73607,-5.43392,2.73397,0.504956,-1.29728,-0.798722,-1.49879,-1.98206,0.134849,1.51336,-1.52196,-1.1663,-0.0504321,-0.0452896,-0.664356,11.3526,1.61525,0.432064,-1.38402,2.17829,-0.247002,4.56988,1.38552,-0.154189,0.774977,-1.74129,-2.6276,1.02056,-2.53888
-720.777,4.17971e-29,0.49352,2,3,0,729.543,-1.21802,-0.102796,-1.72618,0.335521,0.23428,-0.0717015,0.464006,0.0707948,-0.0864293,1.43422,-0.68428,-0.508222,5.61537,4.73607,-5.63181,0.316511,-0.275878,2.69487,-1.56377,0.639109,0.630001,-1.86334,0.15711,-0.180997,1.94025,0.218692,-2.51171,0.18126,11.3526,1.61525,0.432064,-1.38402,2.17829,-0.247002,4.56988,1.38552,-0.154189,0.774977,-1.74129,-2.6276,1.02056,-2.53888
-720.871,0.996131,0.0281837,6,63,0,728.424,-1.15343,-0.659179,-1.54491,0.548782,-0.299948,-0.0897724,0.317601,-0.428218,-0.181964,1.2223,-0.936097,-0.435975,4.59279,4.85586,-3.1212,2.22867,0.841625,-1.60424,-1.18048,1.14411,-0.161443,1.08515,-0.0480934,0.620355,-2.23248,-0.47586,0.848701,-1.86872,0.863862,-2.56065,0.98437,2.17402,-3.24973,0.629254,3.56903,0.146666,-0.306373,0.416297,-2.54984,0.0392387,-1.18154,-1.26444
-717.81,0.999622,0.015388,7,255,0,724.826,-1.28692,-0.284686,-2.2806,0.477536,-0.071099,0.199901,0.295331,-0.513429,0.147274,0.803166,-0.0672061,-0.064915,5.04863,5.28678,1.68072,-1.32553,0.519827,-3.09251,0.498396,0.864057,-0.404393,-1.38429,0.568429,-0.0600846,1.71638,0.414422,-1.22882,-2.12299,-4.30848,-2.84474,-1.16454,1.70836,-4.74998,5.22545,-0.103966,-0.991154,0.611347,-1.52872,-0.28751,-1.61665,-0.125555,0.951372
-718.29,0.999135,0.0106022,8,255,0,721.907,-1.2009,-0.292293,-1.33682,0.0170416,0.106836,-0.0686079,0.120502,-0.255371,0.0508785,0.823491,-0.108206,-0.035983,4.43256,5.1712,-2.04649,-0.483495,-0.391341,-0.330195,0.688238,-2.40165,0.577001,-0.71142,2.08158,0.144051,-0.00778401,0.893385,-0.263827,1.23821,-13.9091,-1.76738,1.43266,-7.187,1.98184,-1.46261,-6.34902,0.479778,0.482201,-0.740584,-0.0714649,-5.37065,-1.89261,0.650031
-719.63,0.999383,0.0083297,9,1023,0,725.486,-0.449424,-0.752835,-2.49519,-0.234053,-0.655813,-0.570562,-0.304334,-1.00577,-0.534856,0.29808,-0.686066,0.244813,5.90326,5.56183,-8.44597,-0.801077,-1.40252,1.80922,1.16833,1.73117,0.460378,0.757716,0.0339902,-0.625611,0.304422,-0.781471,-0.658619,-0.725872,18.4766,-0.971791,-1.25302,4.75796,-4.86612,2.18346,17.9135,-1.52192,0.23031,1.55261,-0.790555,-7.62456,1.48882,1.72212
-728.227,0.997088,0.00713216,8,511,0,734.312,-0.623775,-0.83709,-0.944338,-0.438654,-0.565755,-0.733353,-0.15898,-0.24208,-0.0259338,0.491176,-1.16834,-0.160538,5.15021,5.89317,10.3255,-0.454036,-0.0140067,0.799789,-1.43865,-0.132,0.615067,-0.483781,-0.078171,0.357491,-1.0496,0.960601,1.78144,-3.15207,32.0296,0.112813,5.27014,-3.05471,0.816234,-1.54636,17.4336,3.23137,3.37887,0.389931,-2.84483,-7.66717,0.38357,2.79647
-728.359,0.999966,0.00642338,7,127,0,732.358,-0.574488,-0.713668,-0.891805,-0.435887,-0.649728,-0.811159,-0.47358,-0.178143,-0.021476,0.619902,-1.20471,0.0814886,5.33689,5.90319,-5.27353,-0.801349,0.610855,-0.733684,0.362912,-0.29147,1.97576,0.144415,0.52501,-0.420628,-0.451398,0.717757,-1.11158,-0.00247318,-8.55744,0.258137,6.33175,-5.11443,-4.23815,-9.95976,-8.33632,4.68512,4.73934,3.01138,-4.79802,13.3075,0.442689,3.28992
-723.384,0.999955,0.00607702,8,255,0,732.858,-0.807972,-0.110218,-2.67782,-0.0493957,-0.153018,-0.273871,-0.00217944,-0.840118,-0.529079,0.011843,-0.230964,0.585252,5.27586,5.95516,11.6877,-0.757136,1.80725,0.106466,-1.00688,-0.892867,-1.15912,1.32185,1.30393,1.76302,1.6108,0.367074,0.372665,1.11886,14.1191,15.0864,-2.43166,-0.791273,4.01451,-5.50203,28.6472,-4.77373,-5.48102,-7.63816,0.815729,4.82198,0.474722,3.11527
-723.418,1,0.00591786,8,511,0,729.954,-0.846142,-0.971678,-1.99889,-0.0271149,-0.758259,-0.762991,-0.229594,-0.759883,0.515356,1.20742,-0.869158,-0.65016,5.36947,5.30477,-6.79563,0.0816791,0.807662,-0.301779,-1.33932,-2.7357,0.585074,0.696122,-0.136862,1.05008,-0.965309,0.148929,-0.218751,-6.60709,13.3002,-0.440722,0.59148,0.393375,-1.79115,-0.94961,1.53016,0.163803,2.90873,1.13189,-0.808887,-5.27373,0.624181,0.753263
-725.871,0.999886,0.00588624,9,767,0,729.29,-0.918276,-0.133426,-2.61228,-0.308369,-0.817488,-0.653778,-0.131906,-0.878463,0.556845,0.920775,-0.774656,-0.796343,5.80006,5.05918,-3.74761,1.08467,-0.685715,-0.111232,1.12103,1.40408,0.0510159,-0.240143,-0.870492,-0.910266,0.504625,-0.33065,0.794547,-4.05881,13.3283,4.12826,-0.742981,-2.16251,-2.15303,-0.125364,1.21623,-0.225872,2.327,-0.0733724,-0.596243,-5.50167,1.31363,-0.506366
-725.504,0.999993,0.00594401,9,1023,0,732.129,-1.09824,-1.05834,-1.08676,0.49762,0.319304,-0.0633043,0.0415082,-1.68108,-0.115984,0.797017,-0.415132,-0.644373,5.41118,4.48998,-10.9566,-0.882945,0.194453,0.500165,0.367715,2.02384,-0.189646,0.214354,-2.64157,-0.0845258,1.19122,-0.0380793,-1.10404,-3.16087,9.20746,-2.96727,2.0601,1.53942,4.49259,2.6082,-1.8242,-2.20855,0.196538,-0.941717,-0.309873,-0.849226,0.671912,-4.19102
-722.796,0.999998,0.00607373,9,511,0,729.226,-1.01648,-0.751544,-2.96224,0.273972,0.173887,-0.0318559,0.0440214,0.199508,-0.091362,1.30418,-0.313354,-0.507508,4.66727,5.32652,-0.516718,-0.489509,0.461937,0.761988,2.30545,-2.11405,0.636069,2.08569,-1.16921,-0.410368,-0.478423,-0.877052,1.01057,4.21361,22.1137,-1.53825,-1.66357,0.78496,4.82426,4.69777,0.540562,2.40157,0.483845,1.10865,0.12963,-2.84093,-0.715714,0.633873
-723.019,0.999906,0.00625964,9,511,0,727.957,-1.36459,-0.126374,-0.847656,0.987197,0.21656,0.50103,0.352655,-0.925092,-0.451578,1.10951,-0.116182,-0.380981,5.73476,5.2109,-2.92651,-1.85825,-0.613362,-0.944865,2.50606,1.19319,1.03298,-0.608811,1.37961,0.153409,-0.629763,-0.334952,0.207301,-1.54199,-0.149344,-0.656414,2.39175,4.87355,-0.579197,6.578,-5.74192,-1.7664,-1.9959,-0.908315,-0.664841,0.864628,1.16184,0.651781
-722.556,0.999993,0.00649051,8,511,0,731.774,-1.47821,-0.355117,-1.43767,0.862105,0.306455,-0.0196891,0.805489,-0.724164,-0.305366,1.5927,0.628784,-0.442843,5.00076,4.66667,2.97828,-0.472444,1.16568,1.3602,-0.757281,1.91279,-0.506176,-1.01319,-1.14965,-1.10713,-0.859393,0.245523,1.98247,8.60565,-12.6716,-3.36596,0.574379,0.493255,-1.32207,-5.3391,3.90272,-1.33954,-1.6721,0.412461,1.82104,-0.665907,-0.296067,-1.89443
-722.622,0.9993,0.00676351,9,767,0,728.334,-1.31837,0.435659,-1.93201,0.392691,0.240551,0.50366,0.488155,-0.963751,-0.22108,0.880614,-0.30481,-0.329753,5.04622,5.36177,5.02888,-0.22862,-0.2643,-0.0161181,-1.53122,0.0704055,0.105884,1.25466,1.57918,-0.729322,-0.994265,-1.0356,0.161429,5.81837,13.2259,6.60221,-0.235243,-2.38863,0.709657,8.77148,2.62609,-1.9068,-1.20919,-1.66268,-1.3284,2.55558,0.0217642,0.983701
-724.747,0.999928,0.00705729,9,511,0,728.508,-1.04939,-1.23802,-1.89532,0.287434,-0.54968,-0.708133,0.0167408,0.17851,0.788811,1.42408,-0.131705,-0.865395,4.74864,4.89601,-1.12895,-0.995868,0.608113,0.052909,0.37569,-1.10652,1.69761,-0.394317,0.944278,0.947995,0.661852,0.242999,-1.36929,1.98685,-2.46064,-2.41316,0.26144,-0.10129,-1.74255,-2.35175,-1.03484,1.54083,2.25609,0.640911,0.523066,-1.3227,-0.814525,-0.931324
-727.86,0.999739,0.00739658,9,511,0,735.759,-1.01993,-1.3373,-1.3481,0.256178,-0.516211,-0.454418,0.22732,0.228295,0.78118,1.95557,0.150465,-0.600798,4.46859,4.73946,1.5863,0.0251523,1.44003,-0.252743,0.61554,2.92775,0.502313,0.0077906,-0.468568,2.4507,0.818823,-0.108908,-1.44519,-5.3708,17.341,-4.37467,1.6719,0.459455,-2.347,-0.984181,5.44782,2.25327,3.20758,2.95334,1.72411,6.50931,-1.24886,-2.35847
-728.952,0.99999,0.0077613,9,511,0,736.794,-1.4327,0.741095,-2.07902,1.23423,0.666076,0.562769,1.43143,-0.226572,-1.50209,2.19475,-0.489397,-1.05722,5.62118,5.61268,-6.98503,0.831753,-0.388223,0.548289,2.98838,-0.342366,-0.497054,-1.133,-0.988475,-2.62592,0.812588,-0.565727,0.761148,3.09214,0.293253,2.36337,-0.71332,0.166779,0.32766,0.474115,3.40454,-0.0586472,-2.70789,0.999552,-1.12325,-1.59782,0.978559,2.19456
-728.69,0.998908,0.00815972,8,511,0,735.589,-1.3992,0.14194,-2.1102,0.733333,0.555411,0.677294,0.760785,-0.669184,-1.45854,2.4144,-0.50935,-0.479144,5.44157,5.86484,-2.93574,2.02022,-0.122855,1.64527,0.741777,-0.0369743,1.94491,1.26709,-0.973514,-0.161761,-0.308766,-0.884684,0.751925,-4.32128,14.9256,1.18131,-0.64341,-0.288601,2.54939,7.0787,4.46776,-1.1188,-4.31267,3.77654,-2.04414,12.7197,0.773461,2.9024
-729.714,0.999948,0.00855705,9,511,0,740.289,-1.29303,-0.247549,-2.38332,0.952158,0.308264,0.00043973,0.559367,-1.16896,1.8191,1.25271,0.777491,-1.05848,3.8637,5.62988,4.97499,-1.23736,1.39317,-1.31577,-1.05741,1.1471,-0.822222,1.19432,3.3703,-1.9635,0.0843051,0.0693691,2.46389,-3.65344,-13.2467,-0.251703,-1.00285,0.0461372,-0.101106,-1.11164,-2.70341,-1.29278,3.09715,-0.412698,1.45485,-5.84652,-4.17419,2.41549
-730.907,0.99959,0.00900508,8,511,0,735.145,-1.25212,-0.346429,-2.42048,0.921648,0.359396,-0.185328,0.693719,-1.13715,1.83192,0.951547,1.02163,-0.58464,4.03531,5.64294,4.28895,-0.548412,-0.0291687,-0.433067,0.451784,-2.17134,0.497591,0.393149,-0.379889,-1.81405,0.756937,0.598225,1.542,0.33993,18.1666,-1.01022,-0.985108,2.8823,1.94376,-3.15906,6.20266,-1.69376,5.81873,-1.22377,3.73712,11.703,-2.55346,2.09191
-727.701,0.999985,0.0094674,9,511,0,736.795,-1.13665,-0.293936,-2.41079,0.621366,-0.249869,-0.481043,0.0259025,-0.241634,-1.20131,1.27697,-0.809497,-1.15478,6.38803,4.43485,-0.622405,0.117715,-2.0656,-0.33842,-0.344267,-3.19173,-0.312045,2.11855,-2.25733,-0.707661,1.40501,-0.673272,-0.178589,-1.6691,-3.66874,1.03065,-0.850863,0.436543,-0.341808,-0.694373,-2.18409,0.405463,-1.61054,0.133878,-0.886636,-5.94334,2.07769,-4.30676
-730.696,0.99988,0.00996373,8,255,0,737.196,-1.11991,-0.720999,-0.654031,-0.3569,0.319806,-0.758634,-0.375173,-1.21253,-1.17183,0.712488,-0.232047,-1.97091,4.74723,4.78597,-4.38928,-1.91263,0.469264,-1.03967,-0.91672,1.03773,-0.275744,-0.867205,1.23858,-0.626467,0.778054,-0.222749,-2.29689,4.6109,-6.58092,-0.175307,0.54752,-1.29329,0.742098,-0.656117,-2.05852,-0.99394,-1.20463,-0.0571644,-0.0613778,-1.83151,-0.866452,-1.43444
-733.032,0.999948,0.0104797,8,255,0,740.212,-1.04294,-0.675209,-0.676236,0.142892,-1.13937,0.0493608,0.261675,-2.47639,-0.892574,0.296496,-0.348934,-1.0465,4.27627,4.31957,-3.38936,-0.208503,-2.42739,1.83118,-0.729446,-0.539506,0.270372,0.47974,1.4625,0.605299,-0.211844,-0.899727,1.19588,0.225041,11.7123,0.360929,2.17459,-0.619057,-3.3094,3.26856,2.32885,-2.74923,-1.08012,-1.42971,0.0754993,-0.0297116,-1.94973,-5.81922
-726.08,0.999935,0.0110197,8,255,0,737.2,-0.97054,-1.44792,-2.45677,-0.220444,-1.09779,-0.323489,0.172816,-0.726157,-0.15119,0.971701,-0.0288077,-0.885932,5.71796,5.25724,-6.50031,-0.760166,0.924167,-1.33447,-2.88674,2.16068,-0.408208,-2.73833,-1.30572,-1.11526,0.230345,-0.651468,-1.33798,-6.34475,7.10257,-2.63951,-0.568881,-2.01152,-3.82992,1.89656,3.98,-0.0475717,0.373283,-0.143592,1.0119,-1.85229,1.16414,0.692158
-726.204,0.998447,0.0115809,8,255,0,732.931,-1.10097,-0.387584,-2.00202,0.367225,0.203629,-0.686951,-0.245425,-0.901053,-0.589462,1.61935,-0.891201,-0.918106,4.08887,4.7532,-10.1338,-1.38619,0.652046,-0.608611,0.658085,3.65106,-0.213874,0.288517,-0.20574,-1.58498,0.216086,-0.385667,0.00416281,-1.48698,-12.947,0.8034,-0.066145,-0.336033,1.95592,-2.6847,-6.09123,-0.607547,-0.819956,0.840483,-1.23753,-3.11357,-3.15168,-1.49555
