# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=424225939
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_S_Serum_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_S_Serum_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,x_a.1,x_a.2,x_a.3,x_a.4,x_a.5,x_e.1,x_e.2,x_e.3,x_e.4,x_g.1,x_g.2,x_s.1,x_s.2,sigma,sigma_a_2,sigma_g_2,sigma_e_2,sigma_s_2,b,p_x_a.1,p_x_a.2,p_x_a.3,p_x_a.4,p_x_a.5,p_x_e.1,p_x_e.2,p_x_e.3,p_x_e.4,p_x_g.1,p_x_g.2,p_x_s.1,p_x_s.2,p_sigma,p_sigma_a_2,p_sigma_g_2,p_sigma_e_2,p_sigma_s_2,p_b,g_x_a.1,g_x_a.2,g_x_a.3,g_x_a.4,g_x_a.5,g_x_e.1,g_x_e.2,g_x_e.3,g_x_e.4,g_x_g.1,g_x_g.2,g_x_s.1,g_x_s.2,g_sigma,g_sigma_a_2,g_sigma_g_2,g_sigma_e_2,g_sigma_s_2,g_b
-308.871,1,0.0625,3,7,0,836.149,-0.732301,0.652489,-0.628097,-0.382184,-1.46086,-0.187129,2.06159,1.70051,-0.795658,0.208972,0.563414,-0.290156,0.145193,0.452015,-1.37496,-1.20105,-1.85429,-1.87049,-0.345073,8.25376,-10.9763,8.90826,3.20193,5.81144,-2.37643,0.0779806,-2.6,1.14461,7.89325,-5.63563,8.89563,22.9949,-1.70757,-2.78663,0.115182,-1.7621,-0.550815,-3.57506,-37.9373,41.421,-36.9021,-23.6517,-36.8377,-42.5694,10.4191,24.3612,-4.66355,49.2746,29.247,-28.045,25.2886,153.49,-0.00475005,0.859028,-0.163061,-0.976249,18.7144
-308.871,0,10.0182,0,1,1,317.423,-0.732301,0.652489,-0.628097,-0.382184,-1.46086,-0.187129,2.06159,1.70051,-0.795658,0.208972,0.563414,-0.290156,0.145193,0.452015,-1.37496,-1.20105,-1.85429,-1.87049,-0.345073,-2.02604,0.331646,0.0397828,1.17647,0.402801,0.435623,-1.26689,-1.49436,0.268377,1.49378,-0.118431,-1.06416,1.11234,-0.418121,-0.326036,-0.875197,0.394897,-1.0897,-0.48441,-37.9373,41.421,-36.9021,-23.6517,-36.8377,-42.5694,10.4191,24.3612,-4.66355,49.2746,29.247,-28.045,25.2886,153.49,-0.00475005,0.859028,-0.163061,-0.976249,18.7144
-308.871,0,0.951493,0,1,1,319.72,-0.732301,0.652489,-0.628097,-0.382184,-1.46086,-0.187129,2.06159,1.70051,-0.795658,0.208972,0.563414,-0.290156,0.145193,0.452015,-1.37496,-1.20105,-1.85429,-1.87049,-0.345073,-0.284692,-1.54658,-1.00064,-0.219012,-0.0567675,0.496783,1.03825,-0.603585,1.80536,2.22672,0.0490973,-0.460767,-0.335351,-1.58887,1.46979,-1.47317,0.00326995,0.903676,0.515693,-37.9373,41.421,-36.9021,-23.6517,-36.8377,-42.5694,10.4191,24.3612,-4.66355,49.2746,29.247,-28.045,25.2886,153.49,-0.00475005,0.859028,-0.163061,-0.976249,18.7144
-224.814,1,0.0488594,2,3,0,302.2,-0.528311,0.430983,-0.382671,-0.132689,-1.44824,0.0191383,2.08885,1.57865,-0.753116,-0.0529491,0.435682,-0.202712,-0.0593938,-0.103149,-1.45964,-1.33691,-1.94411,-1.78938,-0.443211,3.67955,-3.88405,3.79125,3.07105,1.98187,2.58275,-0.239211,-2.39969,0.651281,-3.20792,-2.53357,1.9863,-2.14223,-7.20088,-0.949982,-1.38248,-0.950577,0.89215,-1.97324,-29.9394,28.705,-20.8293,-4.916,-37.8192,5.93237,10.6544,23.2087,-4.28392,-6.77573,22.5708,-18.0505,-8.70682,-59.9095,2.88842,-0.63579,1.17964,-1.38208,20.3388
-202.808,1,0.0333642,4,15,0,235.938,-0.397235,0.333244,-0.367556,-0.124713,-1.3412,-0.00932881,2.03583,1.36474,-0.557428,0.0834469,0.0745696,-0.140631,0.00180757,0.0920978,-1.51518,-1.30008,-2.08267,-1.99688,-0.504898,-2.58494,2.20515,-1.25566,-0.375232,-2.88303,0.338505,1.05021,3.17903,-2.13377,-0.625482,4.05821,-1.41226,-0.760874,-1.14954,0.634065,-0.398748,1.39123,2.01593,1.22207,-22.3012,20.898,-21.2763,-6.10135,-34.6576,-2.12243,10.2322,19.4978,-3.25421,20.515,2.47541,-13.176,-0.0334711,46.7779,1.14255,-0.599186,-0.284486,-1.00936,5.1531
-168.14,1,0.0261121,5,31,0,216.686,0.207362,-0.327532,0.267936,0.0543191,-0.159171,-0.00448849,2.18346,0.720882,-1.21579,0.0267032,0.0552748,0.111775,-0.0734022,0.0465221,-1.82085,-1.12118,-2.61756,-1.39366,-0.523753,3.06391,-0.857709,1.50069,0.390074,6.83798,-0.322631,-1.27579,-4.44478,-1.128,0.955626,-0.424369,-1.25387,-1.1382,-1.64421,-1.03746,0.711006,-1.60656,2.02482,-0.345767,9.58497,-20.2495,18.0269,5.53441,-4.02218,-0.453316,10.9478,10.2724,-7.24706,11.3041,1.09336,15.1403,-12.8312,27.0267,-0.28714,-0.617174,-0.79134,-0.257765,12.0261
-159.224,0.892164,0.0223089,6,63,0,182.44,-0.105217,0.362728,-0.297781,-0.105942,0.0687269,-0.0476964,2.06956,0.260251,-0.537248,0.0772275,0.0381811,-0.00886545,-0.0331021,0.0499419,-1.48221,-1.3157,-3.06059,-0.606869,-0.564312,0.500893,0.733837,0.480556,-0.334945,-0.773349,-1.33546,2.42475,2.59903,-2.72541,1.25233,0.368281,-1.89181,1.28627,2.90343,-1.0735,0.38805,0.980853,-2.21773,0.552039,-7.94063,21.9248,-17.7388,-5.40217,1.6012,-11.5303,10.3227,3.6803,-3.18868,18.0507,-0.097578,3.1313,-10.4029,31.1739,-0.758071,-0.690634,-1.00786,-0.324894,-1.79895
-156.104,0.99827,0.014457,5,31,0,167.161,-0.00876082,0.261561,-0.0375868,0.164071,0.197,0.0482795,2.0014,0.129867,-0.797176,-0.0921316,-0.146794,-0.085597,0.0537205,-0.0496778,-1.38523,-1.26385,-3.16643,-0.67465,-0.532073,-1.1695,2.82829,-2.23048,-0.389175,-0.217874,-0.926924,1.376,0.907365,0.848101,0.536816,0.118971,0.0682283,-0.772503,-1.33082,-0.503919,-0.315775,0.418996,0.267127,-0.0303031,-3.69066,15.8045,-0.811534,14.393,5.00108,11.7723,9.9857,1.87314,-4.74293,-15.5629,-9.43297,-4.75766,8.58198,-20.5029,-0.175136,-0.792801,-1.01401,-0.832807,7.29027
-154.354,0.992758,0.0135415,6,63,0,163.938,0.0924499,0.185689,-0.183481,-0.206318,0.11731,-0.0880893,1.75955,0.220522,-0.711991,0.0987012,-0.146545,-0.0932492,-0.0293141,0.0145693,-1.43996,-1.43841,-3.30571,-0.650496,-0.570326,-0.667565,1.56992,0.131854,1.9053,0.763486,-0.720863,2.24059,-0.335727,-0.888843,-0.580077,-0.953836,-0.937833,-0.463692,0.64341,0.230318,1.05406,0.775243,-0.168155,-1.0187,1.97093,10.4513,-10.82,-12.562,2.67631,-21.3645,8.76526,3.09408,-4.25338,21.676,-9.94132,-7.63503,-11.091,15.1481,-1.50352,-0.324937,-1.00483,-0.459435,-8.68109
-145.569,0.99848,0.0128598,7,127,0,164.154,0.120962,0.217498,-0.174368,-0.0171685,-0.0877181,-0.0806578,-0.549598,-0.206352,0.0897102,-0.110057,-0.0823849,-0.0928458,-0.0889272,0.0230485,-2.0149,0.224063,-3.84194,-0.602106,-0.395296,1.15707,-1.27071,-0.109358,-2.67673,-0.343656,-1.0449,3.72949,1.23948,-1.8122,-0.0766033,0.100948,-0.3922,0.647097,-0.03002,0.311203,-2.44884,0.239427,-0.374245,0.468161,4.65567,12.7031,-10.1939,-0.11831,-2.38733,-19.3827,-2.77182,-2.87024,0.555598,-19.8471,-13.2674,-6.03402,-20.2211,19.1743,-1.20298,0.597049,-0.959239,-0.253571,-4.35044
