# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1572216266
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_N_Serum_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_N_Serum_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,x_a.1,x_a.2,x_a.3,x_a.4,x_a.5,x_e.1,x_e.2,x_e.3,x_e.4,x_g.1,x_g.2,x_s.1,x_s.2,sigma,sigma_a_2,sigma_g_2,sigma_e_2,sigma_s_2,b,p_x_a.1,p_x_a.2,p_x_a.3,p_x_a.4,p_x_a.5,p_x_e.1,p_x_e.2,p_x_e.3,p_x_e.4,p_x_g.1,p_x_g.2,p_x_s.1,p_x_s.2,p_sigma,p_sigma_a_2,p_sigma_g_2,p_sigma_e_2,p_sigma_s_2,p_b,g_x_a.1,g_x_a.2,g_x_a.3,g_x_a.4,g_x_a.5,g_x_e.1,g_x_e.2,g_x_e.3,g_x_e.4,g_x_g.1,g_x_g.2,g_x_s.1,g_x_s.2,g_sigma,g_sigma_a_2,g_sigma_g_2,g_sigma_e_2,g_sigma_s_2,g_b
-801.121,1,0.03125,2,3,0,1241.32,0.822709,0.676357,0.156687,1.51392,1.56523,-0.568141,0.275841,0.170357,-1.53171,0.197624,1.05488,-0.311059,1.01068,1.63896,-0.243261,1.16967,1.85963,0.210886,-1.60926,-1.61549,-4.46363,-1.95299,-5.70387,-3.08874,-3.0236,-0.243155,-1.73652,-1.92882,-15.0426,-8.98506,0.844505,-18.1076,-4.02483,-2.59166,-11.167,0.984955,-3.14824,-1.39125,38.7176,36.9113,4.69131,97.2983,37.3816,-268.859,-1.11212,9.46615,-25.3468,-29.8056,52.2905,-47.7569,153.268,170.782,-15.124,-12.5056,106.292,-6.27816,-22.5248
-801.121,0,10.0182,0,1,1,808.534,0.822709,0.676357,0.156687,1.51392,1.56523,-0.568141,0.275841,0.170357,-1.53171,0.197624,1.05488,-0.311059,1.01068,1.63896,-0.243261,1.16967,1.85963,0.210886,-1.60926,0.468612,2.2499,-1.69442,-0.302456,-0.585389,0.74428,0.152811,0.0122564,-1.40197,1.15081,-0.142416,0.458606,0.493032,-0.890424,0.0377013,-0.601693,0.374664,-0.55466,0.543514,38.7176,36.9113,4.69131,97.2983,37.3816,-268.859,-1.11212,9.46615,-25.3468,-29.8056,52.2905,-47.7569,153.268,170.782,-15.124,-12.5056,106.292,-6.27816,-22.5248
-801.121,0,0.951493,0,1,1,814.572,0.822709,0.676357,0.156687,1.51392,1.56523,-0.568141,0.275841,0.170357,-1.53171,0.197624,1.05488,-0.311059,1.01068,1.63896,-0.243261,1.16967,1.85963,0.210886,-1.60926,-0.620835,0.0508668,0.241867,-0.184969,0.00263444,1.31103,1.85529,-0.139533,-1.76586,1.35737,1.71372,1.39038,-1.05529,2.24585,0.661595,-1.05278,-1.83694,0.570515,0.0816696,38.7176,36.9113,4.69131,97.2983,37.3816,-268.859,-1.11212,9.46615,-25.3468,-29.8056,52.2905,-47.7569,153.268,170.782,-15.124,-12.5056,106.292,-6.27816,-22.5248
-652.018,0.666667,0.0488594,2,3,0,791.365,0.738846,0.59049,0.161162,1.41447,1.44569,-0.264048,0.369259,0.214432,-1.54703,0.175357,1.0265,-0.201857,0.795403,1.44491,-0.248742,1.17496,1.89337,0.17764,-1.60645,2.61286,2.58375,0.0770629,4.3131,3.32047,-9.34409,-1.78325,-0.403374,-0.389279,0.255094,2.19848,-2.98689,7.54928,8.53252,-0.0119419,0.124053,0.722661,0.717201,-0.290247,36.6947,33.8237,6.90389,93.2342,35.7686,-127.724,5.26901,20.4133,-28.7674,-8.21314,66.2201,-30.7762,128.662,186.696,-5.08079,9.50693,57.8451,1.50481,-9.52585
-644.44,1,0.0128726,3,7,0,660.138,0.727342,0.585688,0.162968,1.39319,1.45709,-0.244554,0.372743,0.218998,-1.52569,0.175825,1.0224,-0.205387,0.799568,1.42207,-0.255483,1.1779,1.91859,0.169527,-1.58557,1.12746,0.59017,-0.0939806,2.24556,-0.652495,-2.27881,-0.23042,-0.208529,-1.84911,-0.0773193,0.756106,0.0763015,0.51605,2.95479,0.496352,-0.153384,-1.58655,0.645259,-1.67525,36.3271,33.7371,7.20151,92.014,36.1987,-118.771,6.25366,22.7102,-29.7568,-6.36402,67.9859,-30.756,130.446,183.423,-4.23792,11.7565,57.9351,2.33415,-8.35239
-604.501,0.999649,0.00966578,3,7,0,648.823,0.693309,0.56298,0.142408,1.36096,1.47027,-0.171008,0.31276,0.194123,-1.51227,0.175707,1.00303,-0.19541,0.713921,1.35079,-0.257064,1.16163,1.89317,0.147998,-1.58447,-1.69,-1.26624,-0.805897,-2.43774,-0.0786627,3.8046,-2.14589,-1.18049,0.910412,-0.00925231,-1.67474,0.76567,-4.75064,-5.14005,-0.0205994,-0.774348,-1.63108,-0.793533,0.121201,35.2709,33.0793,6.49944,90.8517,37.0252,-67.7714,5.16113,22.4851,-31.6333,4.53413,70.6624,-27.91,119.986,184.181,-1.05086,16.958,49.3193,4.33891,-3.92982
-535.296,0.999421,0.00803086,4,15,0,614.116,0.64353,0.485954,0.19937,1.31117,1.46029,-0.106287,0.293062,0.0795171,-1.48796,0.13165,0.82688,-0.151365,0.666801,1.17443,-0.265741,1.16971,1.81704,0.0912103,-1.56032,1.84977,2.32493,-0.970281,3.20362,1.10275,-2.54998,0.512121,2.80679,-1.3333,0.872684,5.24233,-1.53277,3.84968,8.05471,0.167315,0.222746,2.75566,1.28892,-0.590011,32.9853,28.3557,9.78623,88.359,37.2045,-29.8674,4.4839,16.3149,-37.1637,-2.97683,64.9143,-23.7254,114.548,175.994,0.69729,17.61,49.7357,5.27981,-2.35315
-404.508,0.999978,0.00714482,4,15,0,547.045,0.528595,0.409243,0.192638,1.08304,1.31727,-0.0354245,0.239867,-0.0583977,-1.4957,0.0883584,0.64522,-0.148698,0.534227,0.66037,-0.226361,1.06352,1.76833,0.0289283,-1.4781,-2.64079,-1.92704,-0.332401,-6.06296,-3.27381,2.54104,-0.943903,-2.41754,2.08124,0.758631,-4.87148,1.18728,-5.70358,-11.3242,0.585646,-2.12156,-3.8147,-1.09148,1.48418,27.4304,21.622,5.39868,75.2623,35.6249,15.9577,8.706,11.2371,-78.1062,-31.3526,70.0949,-31.9556,99.5999,67.5254,4.09318,21.8667,108.493,9.23684,-4.29042
-202.908,0.994512,0.00668277,5,31,0,415.697,0.00210368,0.354281,0.337814,0.46053,0.688094,0.0317978,0.214874,-0.0413837,-0.770099,0.264548,-0.0487836,0.0938967,-0.250947,-0.212961,-0.25135,1.08631,0.661167,0.181312,-1.31875,3.94335,1.58214,-0.0811552,8.60448,6.10478,-1.74187,0.878878,-0.262715,-8.40613,1.74977,2.3871,-1.72894,4.61311,7.43406,0.149868,0.520707,11.3175,-0.543821,-2.16863,-7.8306,2.65211,12.2842,38.6584,18.8271,-11.606,6.99577,-21.5674,-33.7025,141.185,-183.931,52.8045,-123.434,-166.498,-4.93027,33.1905,24.8632,24.9769,-32.7065
-176.305,1,0.00635986,5,31,0,212.472,0.241943,0.265712,0.179452,0.161347,0.670987,0.063127,0.148428,0.0134674,-0.377235,-0.0175168,0.346494,-0.0949644,0.280819,0.209559,-0.600433,0.93755,0.797564,0.0691622,-1.01155,0.968981,-2.0948,-2.12273,-3.41558,-1.63234,-2.08746,-0.74605,-0.215206,3.8954,0.538997,-1.89773,-0.955049,2.25601,-0.696248,-2.46962,-2.55133,0.123963,-1.15862,1.92114,13.4589,18.5277,9.79173,7.1111,18.7981,10.9513,3.14373,13.5798,-10.3819,-72.2493,89.8954,-26.9744,64.8643,79.3077,1.05998,27.8989,4.55841,7.08344,1.59375
