# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1572216266
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_N_Serum_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_N_Serum_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,x_a.1,x_a.2,x_a.3,x_a.4,x_a.5,x_e.1,x_e.2,x_e.3,x_e.4,x_g.1,x_g.2,x_s.1,x_s.2,sigma,sigma_a_2,sigma_g_2,sigma_e_2,sigma_s_2,b,p_x_a.1,p_x_a.2,p_x_a.3,p_x_a.4,p_x_a.5,p_x_e.1,p_x_e.2,p_x_e.3,p_x_e.4,p_x_g.1,p_x_g.2,p_x_s.1,p_x_s.2,p_sigma,p_sigma_a_2,p_sigma_g_2,p_sigma_e_2,p_sigma_s_2,p_b,g_x_a.1,g_x_a.2,g_x_a.3,g_x_a.4,g_x_a.5,g_x_e.1,g_x_e.2,g_x_e.3,g_x_e.4,g_x_g.1,g_x_g.2,g_x_s.1,g_x_s.2,g_sigma,g_sigma_a_2,g_sigma_g_2,g_sigma_e_2,g_sigma_s_2,g_b
-1041.88,1,0.03125,2,3,0,1235.9,0.170236,1.38343,0.257987,-1.40109,0.885018,-0.897715,-0.594208,-1.08714,-1.08889,0.655377,-1.82145,1.61412,1.39141,0.92886,0.912094,-0.270965,0.0614845,-0.171476,-1.35566,0.192389,-6.16141,0.815427,6.83256,-0.86936,6.1465,-0.617141,0.717893,-0.352163,-5.4586,2.14185,-6.27549,-5.90544,5.13999,-11.2813,-0.411778,-0.390821,-0.0687879,-0.694374,10.2314,139.242,17.1901,-179.801,34.2829,-218.488,-3.80647,-16.3674,-6.82401,139.503,-94.7769,162.834,222.074,13.6854,211.08,6.02024,5.65513,-7.04242,-5.83711
-1041.88,0,10.0182,0,1,1,1056.92,0.170236,1.38343,0.257987,-1.40109,0.885018,-0.897715,-0.594208,-1.08714,-1.08889,0.655377,-1.82145,1.61412,1.39141,0.92886,0.912094,-0.270965,0.0614845,-0.171476,-1.35566,-0.936933,-0.297181,-0.991488,0.776067,-0.748282,0.463837,-0.701737,-0.789232,1.73354,-1.36546,-2.08526,0.272411,0.550315,-2.49727,-0.605015,1.82555,-0.669568,-2.09224,-1.13144,10.2314,139.242,17.1901,-179.801,34.2829,-218.488,-3.80647,-16.3674,-6.82401,139.503,-94.7769,162.834,222.074,13.6854,211.08,6.02024,5.65513,-7.04242,-5.83711
-1041.88,0,0.951493,0,1,1,1049.91,0.170236,1.38343,0.257987,-1.40109,0.885018,-0.897715,-0.594208,-1.08714,-1.08889,0.655377,-1.82145,1.61412,1.39141,0.92886,0.912094,-0.270965,0.0614845,-0.171476,-1.35566,-1.01669,-0.556303,-0.0692613,1.03302,-0.23361,0.0785412,-0.311931,2.52698,-0.0031208,-0.425254,-0.640588,-0.357553,-0.324424,0.661688,0.314241,-0.085421,1.49808,-1.7383,0.681265,10.2314,139.242,17.1901,-179.801,34.2829,-218.488,-3.80647,-16.3674,-6.82401,139.503,-94.7769,162.834,222.074,13.6854,211.08,6.02024,5.65513,-7.04242,-5.83711
-326.12,1,0.0488594,2,3,0,975.472,0.118371,0.442871,0.136408,-0.114132,0.484424,0.699151,-0.452566,-0.851614,-0.99134,-0.40273,-0.937839,0.0948776,-0.326607,-0.0284654,-0.401518,-0.277473,-0.136587,-0.0597512,-1.17139,-0.21206,-10.196,-0.614995,14.3369,-3.77867,11.9457,1.46486,3.46645,1.49889,-4.44047,12.5661,-14.6094,-12.2364,-10.3196,-10.854,-2.67635,-0.916501,0.453369,6.48737,-14.9824,2.58917,-22.1449,-38.2475,4.19298,63.635,-10.9353,-37.621,-16.6783,-170.95,-91.1665,-27.3655,-176.717,-125.926,-17.9389,75.4179,-36.0161,36.7659,-170.306
-206.652,1,0.0333642,2,3,0,320.164,0.191899,0.470593,0.130152,-0.0716188,0.434356,0.478477,-0.452605,-0.780134,-0.925802,-0.0308872,-0.772522,0.12018,-0.0213161,0.172624,-0.309263,-0.276934,-0.107426,-0.154063,-0.857808,0.966613,-0.328253,0.0394411,1.20827,-1.0713,-7.19914,0.235105,1.94083,1.40007,7.17388,4.64494,0.206029,6.57209,1.73861,1.54324,-0.827966,0.173837,-1.65678,6.37368,11.1593,29.274,3.243,-8.55117,11.6993,127.343,-5.54663,-21.5668,-10.9732,2.91286,-53.5173,16.4151,-13.8217,81.5421,0.508609,10.9678,20.9191,0.591773,-7.08145
-161.458,1,0.0261121,3,7,0,212.002,0.0626343,0.422519,0.0137929,-0.0408782,0.46808,0.150024,-0.504876,-0.752808,-0.941425,0.0515307,-0.67629,0.00253408,0.062613,0.0244793,-0.338864,-0.355497,-0.24211,-0.0903133,-0.786548,1.75217,1.62253,1.22144,-0.805726,0.0196159,6.70605,0.447078,-1.15591,-0.227493,-0.941797,-3.31733,1.38406,-1.60339,4.25997,0.336268,1.46194,2.2504,-0.850547,-2.02981,-2.26448,22.1561,-12.4894,-12.6225,10.8287,18.157,-5.70454,-20.2862,-11.0904,-2.41719,-52.5712,-15.007,-16.5112,31.0141,-2.16789,11.693,11.196,-1.79788,-45.948
-131.398,1,0.0223089,4,15,0,167.28,-0.0358864,-0.187379,0.135771,0.177023,0.335765,-0.167212,-0.232638,-0.28692,-0.402596,-0.106347,0.400265,-0.0466782,-0.0113524,-0.0228833,-0.359338,-1.01116,-0.825154,0.0724847,-0.457277,-0.561326,-2.52701,-0.196879,-0.560897,-2.63413,1.80223,1.26402,2.72054,2.82125,0.0819873,4.11083,-1.83607,-0.890348,1.48705,-0.360793,-2.60261,-2.38205,0.520172,1.19784,-2.29843,-19.2155,8.14571,10.8299,9.87257,-45.4858,-1.00986,-2.50983,-3.65614,-30.3794,23.3982,-7.65687,-11.428,29.4405,1.50432,1.52916,0.3929,0.32125,-11.6445
-121.872,0.997254,0.0202232,5,63,0,140.196,0.115204,0.0625015,0.0173439,0.217437,0.195943,0.12487,-0.182602,-0.428323,-0.510177,0.0547123,-0.0170465,-0.059326,-0.0468164,-0.134831,-0.613764,-1.09893,-0.809358,0.160877,-0.537282,-0.358796,-1.93141,1.22094,1.21249,1.56766,-0.507817,-0.395195,0.70462,0.444086,-0.851158,3.71976,0.756229,0.978383,-1.04556,1.94086,0.621641,-0.101382,-0.640945,2.12256,9.13102,1.63364,-2.44348,15.5253,4.34487,30.2272,-0.887073,-6.08827,-4.98938,9.94609,-0.295934,-2.62886,-15.2448,-23.2546,-0.177051,-0.772679,0.51134,0.331472,-3.61902
-123.398,0.973671,0.0189435,5,63,0,128.818,0.0716468,0.0215994,0.0665444,-0.0299551,-0.0869125,-0.13727,-0.35927,-0.352318,-0.725437,-0.0577776,-0.1225,-0.0257051,0.0529156,0.0087166,-0.705733,-1.07658,-0.89208,-0.0568728,-0.393446,-1.18079,-0.402101,0.0113299,-1.74264,-1.38698,-0.120703,-0.802753,0.836068,-0.612148,0.289684,-0.238353,0.432905,0.239835,-0.359084,-0.48018,0.192161,-0.431349,-1.1495,0.548817,7.3468,1.76557,4.83287,-2.88369,-3.40517,-30.6526,-1.63159,-3.71405,-5.54429,-12.1376,-4.40075,-0.548028,11.9862,47.7897,-0.04668,-0.883566,-0.509976,0.0699103,5.72565
-117.301,0.998666,0.0169651,7,191,0,127.932,-0.0504341,0.0468638,0.00029003,0.105795,-0.0758441,-0.00924505,-0.248045,0.214016,0.628257,0.0146257,-0.185958,0.102589,0.0297155,-0.078928,-0.0399375,-0.187402,-1.0552,-0.440847,-0.510893,0.22521,-0.811384,-0.663943,-0.263471,0.124437,-1.25693,-1.26297,-0.248394,-1.84041,0.20804,-0.920822,-1.03169,1.82385,2.39308,-0.738904,-1.08749,-0.0331894,0.367842,-0.727491,0.645935,3.65587,-1.03495,11.0739,-6.73385,-2.6154,-1.1116,4.45582,3.36879,5.56048,-9.86687,16.7313,-0.0813579,7.07336,0.626377,-0.0295354,-0.619427,0.150615,2.24531
-119.662,0.96547,0.0167978,7,127,0,124.144,-0.00261842,0.0897964,0.0958714,0.127188,-0.186008,-0.00848746,-0.131549,-0.258344,0.532057,0.0649488,-0.109011,0.0394121,-0.0437494,-0.121626,-0.589409,-1.63021,0.643725,-0.642633,-0.453203,0.60043,0.388481,-0.0442112,1.04489,-0.844612,0.552482,0.1411,-0.376841,-0.565832,0.81614,0.306622,-0.0650994,0.636709,1.41999,1.52631,0.310662,-0.000172876,-0.268564,-0.415273,2.30897,7.77095,7.35959,9.94435,-7.64735,13.693,-0.869077,-10.1534,10.5641,14.9344,-4.80384,10.7409,-9.37562,-18.5687,0.64561,-0.807371,6.40883,-0.109463,8.58674
-118.22,0.925635,0.0152196,5,31,0,124.826,0.0260158,0.0802859,-0.00574261,0.0162527,0.0115716,0.0293083,-0.0201261,-0.236159,0.4025,-0.0723353,-0.167172,0.0362219,0.0351323,-0.0482336,-0.46345,-1.5811,0.578804,-0.604745,-0.43613,0.105483,0.650505,0.888703,1.09963,-1.67471,0.520076,-0.7249,-0.803032,1.48439,0.559347,-0.0665857,0.807188,-0.773463,-0.848178,-0.9156,-0.431515,0.880164,-0.27078,0.411977,7.49639,10.0854,1.9651,3.57496,0.554692,51.1961,2.12281,-6.23432,5.72871,-11.6734,-6.76713,12.1287,11.5861,20.2544,0.242758,-1.33563,4.05959,0.0588843,26.2349
-119.051,0.996702,0.0123181,8,255,0,129.153,-0.0911485,0.0831119,0.0154006,0.010565,0.0321714,0.0489873,0.000411816,-0.267317,0.330079,-0.0419215,0.0189134,-0.193366,-0.0153814,-0.0680468,-0.337413,0.363861,-2.39219,-0.513064,-0.424255,-0.585668,0.112938,1.60629,0.0369385,-0.110047,1.90663,-0.261772,1.09236,0.676165,0.445615,-2.2892,-0.524611,1.01257,-0.573482,-0.0175752,0.0316678,0.809839,1.74282,1.06612,-4.8463,6.86659,-0.755437,-3.04326,-0.893121,10.7673,0.0470235,-3.36555,1.79956,-34.0453,15.0082,-23.3176,-3.30094,11.6471,-0.232464,1.75599,-1.11509,0.343281,-7.65293
