# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=91950713
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgG_N_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgG_N_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,x_a.1,x_a.2,x_a.3,x_a.4,x_a.5,x_e.1,x_e.2,x_e.3,x_e.4,x_g.1,x_g.2,x_s.1,x_s.2,sigma,sigma_a_2,sigma_g_2,sigma_e_2,sigma_s_2,b,p_x_a.1,p_x_a.2,p_x_a.3,p_x_a.4,p_x_a.5,p_x_e.1,p_x_e.2,p_x_e.3,p_x_e.4,p_x_g.1,p_x_g.2,p_x_s.1,p_x_s.2,p_sigma,p_sigma_a_2,p_sigma_g_2,p_sigma_e_2,p_sigma_s_2,p_b,g_x_a.1,g_x_a.2,g_x_a.3,g_x_a.4,g_x_a.5,g_x_e.1,g_x_e.2,g_x_e.3,g_x_e.4,g_x_g.1,g_x_g.2,g_x_s.1,g_x_s.2,g_sigma,g_sigma_a_2,g_sigma_g_2,g_sigma_e_2,g_sigma_s_2,g_b
-1499.41,1,0.015625,6,63,0,3450.54,1.2334,0.535786,-0.23971,0.752675,0.58321,-1.14467,1.09173,-3.14989,-1.56031,0.938382,1.58127,0.0669694,0.247149,-1.54401,-1.66285,-2.60694,-13.6378,-1.40318,-0.577209,-5.23337,-4.23126,-5.25893,-0.230496,-7.18007,-2.08925,-7.39107,4.49187,9.04497,11.0881,8.70244,-12.3297,-15.5367,-3.51437,0.608344,7.53889,40.2669,10.5931,-34.9492,143.502,38.1178,-2.3303,82.4359,-1.10137,-273.575,5.45865,-44.0984,-9.36182,236.398,88.2912,71.1647,125.223,-2565.96,113.797,47.0562,-1.00101,24.551,607.527
-1499.41,0,10.0182,0,1,1,1508.74,1.2334,0.535786,-0.23971,0.752675,0.58321,-1.14467,1.09173,-3.14989,-1.56031,0.938382,1.58127,0.0669694,0.247149,-1.54401,-1.66285,-2.60694,-13.6378,-1.40318,-0.577209,-0.285817,1.28945,-0.649626,0.0927669,-0.547986,2.0016,-0.0265264,-0.67573,0.944461,-0.465363,-0.815645,0.863618,-1.51358,-0.20855,-0.45606,-1.72877,-1.59499,0.517632,-0.92775,143.502,38.1178,-2.3303,82.4359,-1.10137,-273.575,5.45865,-44.0984,-9.36182,236.398,88.2912,71.1647,125.223,-2565.96,113.797,47.0562,-1.00101,24.551,607.527
-1499.41,0,0.951493,0,1,1,1509.81,1.2334,0.535786,-0.23971,0.752675,0.58321,-1.14467,1.09173,-3.14989,-1.56031,0.938382,1.58127,0.0669694,0.247149,-1.54401,-1.66285,-2.60694,-13.6378,-1.40318,-0.577209,-0.869454,1.94552,1.14066,1.09139,1.16818,0.117348,-0.210107,0.492161,0.6779,-1.19384,1.02741,-1.35442,1.71843,-1.11494,-0.2577,-0.720567,-0.23098,0.873653,1.31775,143.502,38.1178,-2.3303,82.4359,-1.10137,-273.575,5.45865,-44.0984,-9.36182,236.398,88.2912,71.1647,125.223,-2565.96,113.797,47.0562,-1.00101,24.551,607.527
-1499.41,0,0.0488594,0,1,1,1506.5,1.2334,0.535786,-0.23971,0.752675,0.58321,-1.14467,1.09173,-3.14989,-1.56031,0.938382,1.58127,0.0669694,0.247149,-1.54401,-1.66285,-2.60694,-13.6378,-1.40318,-0.577209,0.53537,0.729943,-0.420906,-0.903863,0.671619,0.833495,0.168367,-1.20019,0.600055,-1.71104,0.853919,-0.0739071,0.0713478,-0.269724,0.333182,-0.565065,-0.91608,2.08979,-0.169731,143.502,38.1178,-2.3303,82.4359,-1.10137,-273.575,5.45865,-44.0984,-9.36182,236.398,88.2912,71.1647,125.223,-2565.96,113.797,47.0562,-1.00101,24.551,607.527
-1393.37,1,0.00191619,4,15,0,1506.18,1.23288,0.538369,-0.233994,0.746985,0.58428,-1.14023,1.08505,-3.1452,-1.56176,0.928535,1.58863,0.068909,0.247598,-1.50501,-1.66685,-2.61581,-13.6397,-1.39173,-0.589067,0.486893,-0.344412,-1.00589,1.21662,-0.189133,-1.55625,1.17794,-0.943279,0.225177,2.37719,-1.02771,-0.149079,0.257997,-13.7987,0.996858,1.66368,0.339786,-1.92839,3.63038,134.541,35.2616,-5.36571,76.4149,-0.968707,-272.515,5.42524,-44.0327,-9.37052,227.596,87.0581,61.095,110.416,-2339.5,97.6456,38.0141,-1.00084,20.3252,499.479
-1389.57,1,0.00132442,2,3,0,1395.3,1.23264,0.538066,-0.234177,0.746795,0.583703,-1.14021,1.08441,-3.14565,-1.56137,0.927268,1.58806,0.0700739,0.246669,-1.50361,-1.6663,-2.61546,-13.6404,-1.39245,-0.589388,0.270692,0.251854,0.13478,0.194396,0.435268,-0.195176,0.487345,0.309276,-0.296897,1.10703,0.485902,-0.839128,0.773779,-2.60254,-0.348896,-0.242005,0.507169,0.557606,0.570993,134.307,35.1342,-5.5025,76.2509,-0.98982,-272.511,5.42204,-44.039,-9.36821,227.132,86.9781,60.9769,109.536,-2331.88,97.2112,37.7121,-1.00083,20.1267,495.957
-1357.94,1,0.00104407,4,15,0,1395.3,1.23045,0.538937,-0.23415,0.751926,0.583348,-1.13351,1.08648,-3.14449,-1.56116,0.925662,1.58906,0.0701289,0.24479,-1.49151,-1.67181,-2.61205,-13.6392,-1.3934,-0.591881,-0.907558,0.22362,0.0177884,1.51964,-0.111708,2.56665,0.6514,0.439509,0.0820058,-0.86701,0.183688,-0.0755801,-0.767496,7.45456,-1.90685,1.02914,0.391499,-0.332567,-1.54909,131.299,34.483,-6.26194,75.2886,-0.829213,-270.908,5.43238,-44.0227,-9.36695,225.323,86.6709,58.337,105.176,-2266.3,92.5481,35.75,-1.00079,18.8214,469.439
-1290.51,0.999994,0.000899589,3,7,0,1364.07,1.2228,0.539397,-0.228739,0.744718,0.585825,-1.12373,1.08476,-3.14911,-1.56706,0.920705,1.57981,0.0633167,0.242617,-1.46476,-1.67554,-2.61403,-13.6383,-1.39399,-0.59606,1.76412,0.00628555,-1.02046,1.53368,-0.460346,-2.5395,0.332222,0.738176,1.06708,1.52058,1.94671,1.41031,0.675941,-10.8908,0.926852,0.45768,-0.172456,0.157836,1.96922,125.648,33.2364,-7.30917,71.8775,-0.391663,-268.57,5.4238,-44.0875,-9.40233,221.038,85.3988,51.7681,97.2007,-2127.52,83.0844,31.3008,-1.0007,16.1088,415.294
-412.908,1,0.000824788,8,255,0,1303.57,1.18864,0.567,-0.189915,0.722776,0.633417,-0.832466,1.04415,-3.16045,-1.5629,0.742391,1.54371,-0.00969358,0.227874,-0.415784,-1.69513,-2.60492,-13.5548,-1.33844,-0.765351,-2.42275,0.160566,1.3098,-1.55749,1.08297,11.9586,-1.15033,0.565475,0.289326,-8.03437,-2.45798,-1.95753,-1.16132,38.9924,-0.797343,0.22282,2.17333,1.43537,-4.66127,63.9038,29.8726,-15.1862,46.2318,12.1629,-198.959,5.22073,-44.2464,-9.37738,155.418,76.4791,-6.77585,28.1793,-29.2038,-2.49371,-4.58054,-0.999945,-2.72423,-56.2844
-229.097,0.999995,0.000790616,7,127,0,422.952,0.923245,0.444767,-0.202059,0.562147,0.679091,-0.257778,1.11478,-2.95945,-1.54779,0.137218,1.27829,0.0293154,0.268359,-0.298963,-1.64152,-2.56204,-13.6417,-1.2435,-0.661788,-5.57387,-2.60939,0.448585,-3.66315,0.0137788,12.24,0.666155,4.22172,0.562341,-10.8432,-6.11701,0.597282,-1.07027,0.740261,0.72358,0.631389,-1.04879,1.27806,2.66718,50.5158,24.4943,-13.8093,36.8991,14.7135,-61.609,5.57391,-41.4323,-9.28676,28.0421,63.9329,0.686439,41.1431,37.1327,-0.281495,-1.08045,-1,-1.47589,-16.9013
