# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1572216266
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_N_Serum_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_N_Serum_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,x_a.1,x_a.2,x_a.3,x_a.4,x_a.5,x_e.1,x_e.2,x_e.3,x_e.4,x_g.1,x_g.2,x_s.1,x_s.2,sigma,sigma_a_2,sigma_g_2,sigma_e_2,sigma_s_2,b,p_x_a.1,p_x_a.2,p_x_a.3,p_x_a.4,p_x_a.5,p_x_e.1,p_x_e.2,p_x_e.3,p_x_e.4,p_x_g.1,p_x_g.2,p_x_s.1,p_x_s.2,p_sigma,p_sigma_a_2,p_sigma_g_2,p_sigma_e_2,p_sigma_s_2,p_b,g_x_a.1,g_x_a.2,g_x_a.3,g_x_a.4,g_x_a.5,g_x_e.1,g_x_e.2,g_x_e.3,g_x_e.4,g_x_g.1,g_x_g.2,g_x_s.1,g_x_s.2,g_sigma,g_sigma_a_2,g_sigma_g_2,g_sigma_e_2,g_sigma_s_2,g_b
-1164.26,1,0.015625,2,3,0,1859.02,-1.76991,0.276815,1.10882,0.764869,0.927039,-0.744668,-0.206066,0.417528,1.09479,0.274354,0.704675,-1.89872,0.90505,0.979264,1.42409,-0.51909,1.13178,-0.101375,0.822625,11.433,-1.21552,-6.81862,-3.99447,-1.82023,3.27124,0.538217,-1.70715,-2.54747,-1.23496,-2.00756,1.83393,-2.98017,21.6249,-26.1148,-0.367656,0.979011,-1.51306,0.606212,-320.11,57.2118,213.61,135.053,69.5526,-161.111,2.26291,31.4466,25.6941,60.8953,45.5006,-205.155,179.813,-528.689,690.149,7.42888,20.4912,54.5403,20.9227
-1164.26,0,10.0182,0,1,1,1171.74,-1.76991,0.276815,1.10882,0.764869,0.927039,-0.744668,-0.206066,0.417528,1.09479,0.274354,0.704675,-1.89872,0.90505,0.979264,1.42409,-0.51909,1.13178,-0.101375,0.822625,-0.400301,1.4988,0.528538,0.555478,0.400115,0.979366,-0.493208,0.77914,-0.575676,0.404422,-0.574965,1.00509,0.925249,-0.428132,-1.66519,1.26947,0.783077,-0.963748,1.0972,-320.11,57.2118,213.61,135.053,69.5526,-161.111,2.26291,31.4466,25.6941,60.8953,45.5006,-205.155,179.813,-528.689,690.149,7.42888,20.4912,54.5403,20.9227
-1164.26,0,0.951493,0,1,1,1174.27,-1.76991,0.276815,1.10882,0.764869,0.927039,-0.744668,-0.206066,0.417528,1.09479,0.274354,0.704675,-1.89872,0.90505,0.979264,1.42409,-0.51909,1.13178,-0.101375,0.822625,-0.0410868,-0.417985,-0.932721,2.38529,0.679739,-0.266981,2.01814,0.971506,0.924234,-0.208986,1.83809,0.245183,-0.13213,0.558462,-0.487991,1.57411,-0.51599,-0.300493,-0.00905384,-320.11,57.2118,213.61,135.053,69.5526,-161.111,2.26291,31.4466,25.6941,60.8953,45.5006,-205.155,179.813,-528.689,690.149,7.42888,20.4912,54.5403,20.9227
-448.271,1,0.0488594,3,7,0,1086.93,1.44539,-0.333682,-1.2341,-0.755922,0.00735569,-0.513833,-0.275633,-0.0374385,0.315035,-0.137178,-0.643485,1.52619,-0.476204,0.207061,-3.63924,-0.645418,-0.853121,-1.25273,-0.260596,8.15285,-1.16455,-3.67471,-3.11307,-4.81523,2.3239,-0.428108,-3.532,-3.81905,8.38751,-3.47517,0.602185,14.8477,8.14728,-17.6467,-2.39946,-17.826,-11.1891,-0.84641,73.8849,-20.1282,-75.3195,-50.7211,0.133267,-126.062,-0.876579,0.712219,1.76321,-28.6669,-34.8878,161.263,-85.8414,100.391,-0.58749,1.17601,0.874367,14.0625,-3.85993
-170.658,1,0.0333642,4,15,0,452.579,0.326275,-0.00376522,-0.10519,0.0600981,0.0242245,0.393813,-0.00788321,-0.335284,0.317358,-0.0423016,-0.399775,-0.461856,0.289503,-0.261906,-3.75304,-0.555489,-0.743497,-1.41293,-0.504065,-10.1458,2.644,9.66522,6.33598,0.0587106,2.11809,1.58403,-1.55518,-0.0778335,0.26339,3.80892,-15.5628,4.6609,2.86064,-0.619016,0.658037,0.376878,-1.32225,-4.64082,16.9676,-0.0950121,-6.32428,4.20947,0.595483,111.268,0.0844008,-5.72914,0.340876,8.94741,-20.2816,-45.8564,53.9101,-107.55,-0.869135,-1.07055,6.07809,0.823858,30.8598
-134.94,1,0.0261121,4,15,0,178.333,0.0983077,-0.0909403,-0.0184316,0.000176887,-0.120232,-0.144874,0.052473,-0.414533,0.281628,-0.0415075,-0.188869,-0.294791,0.0412277,0.0903165,-3.66309,-0.619399,-0.86731,-1.52483,-0.440474,-2.66556,-0.624795,0.989369,-0.643655,-1.28,-5.87386,0.558863,-0.460869,-0.389134,0.616215,2.74825,3.66673,-3.64051,1.44706,0.910276,-0.597769,-1.19289,-1.05517,0.795764,5.03525,-5.56184,-1.24513,-0.128911,-3.09787,-41.4172,0.464592,-5.73588,1.04785,-17.1228,-10.3834,-31.0639,4.29792,81.3806,-0.949367,0.0578283,0.205931,-0.501936,-17.055
-131.542,0.981928,0.0223089,7,143,0,142.644,0.0206412,0.00291285,-0.0268111,0.0274702,-0.0986913,0.154161,0.0944347,-0.318782,0.317825,0.0175379,-0.1271,-0.148221,0.0661583,-0.258819,-3.90682,-0.594593,-0.949995,-1.84515,-0.440021,-0.771516,0.820464,0.0383355,0.106935,0.345288,0.377181,0.235227,0.977509,0.190468,-0.378115,0.729941,2.52143,-0.826594,0.146093,-1.75611,0.239376,-0.617218,-2.31987,-1.7242,1.36769,0.308263,-1.51066,1.95602,-2.46603,48.6124,1.37447,-3.10707,1.15564,17.575,-1.23712,-12.0625,13.2993,-104.34,-0.973301,-0.856284,0.615086,-1.10658,34.3244
-130.389,0.99511,0.0191171,5,63,0,139.88,0.0778012,-0.106561,0.116161,0.0959067,-0.0342272,-0.135324,-0.0740479,-0.5163,0.399085,-0.0849127,-0.212223,-0.0211069,0.0203536,0.0620272,-3.90602,-0.393993,-1.00209,-1.78974,-0.41031,-0.117974,0.351754,-0.587687,-0.0298736,-0.538987,0.591317,1.10601,0.800191,-0.40404,-1.73457,-0.263939,-1.50744,0.800171,2.53026,-0.0804545,-1.2516,0.306811,-0.431871,-1.25892,4.00867,-6.46479,7.01288,6.33608,-0.919292,-36.7575,-0.207354,-7.16049,1.89831,-25.7471,-11.6335,-2.26846,1.325,71.3052,-0.984018,0.534606,-0.28047,-0.87067,-12.7501
-130.857,0.993502,0.0177773,7,191,0,140.23,0.0123505,-0.077707,-0.00206758,0.129672,-0.0907964,-0.0696598,0.201765,-0.599886,0.055253,0.0201388,-0.220406,0.0175703,0.0499067,-0.246499,-2.71202,-0.293747,-3.04647,-0.779419,-0.379566,0.572526,-0.5585,1.34917,-1.33396,0.0500439,-1.38187,1.37482,0.40836,1.4972,-0.0987999,-0.114598,-1.49898,-1.26467,-0.176954,1.51387,-0.37493,-0.774864,1.16436,-0.081488,1.78501,-4.27444,0.378312,9.22283,-2.28156,-15.1094,1.1352,-8.10692,0.214309,29.2711,-7.12219,12.2849,15.3813,-97.8645,-0.88012,-0.611005,-1.21554,0.00498917,38.7135
-126.198,0.999429,0.0169444,6,95,0,144.609,-0.190755,-0.0417659,-0.0173169,-0.150628,-0.0435292,-0.0962668,-0.396058,-0.29779,-0.291366,0.0748121,0.039501,0.0630346,-0.0442298,0.0105146,-2.52658,-0.623466,-3.09406,-1.05176,-0.592179,-1.57739,-2.35562,-0.321915,-0.626994,-0.539501,0.075225,1.509,-1.99497,0.756549,0.775145,-0.742501,-2.28001,-0.782639,-2.94982,-0.715829,0.854006,-0.0496288,0.59672,1.97428,-9.67664,-2.93025,-1.48542,-10.7142,-1.40501,-23.9902,-1.97372,-4.0728,-1.8553,4.38135,1.9309,5.65713,-14.1062,47.4065,-0.79731,-1.33561,-0.860166,-0.390349,-21.7739
