# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=424225939
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_S_Serum_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgA_S_Serum_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,x_a.1,x_a.2,x_a.3,x_a.4,x_a.5,x_e.1,x_e.2,x_e.3,x_e.4,x_g.1,x_g.2,x_s.1,x_s.2,sigma,sigma_a_2,sigma_g_2,sigma_e_2,sigma_s_2,b,p_x_a.1,p_x_a.2,p_x_a.3,p_x_a.4,p_x_a.5,p_x_e.1,p_x_e.2,p_x_e.3,p_x_e.4,p_x_g.1,p_x_g.2,p_x_s.1,p_x_s.2,p_sigma,p_sigma_a_2,p_sigma_g_2,p_sigma_e_2,p_sigma_s_2,p_b,g_x_a.1,g_x_a.2,g_x_a.3,g_x_a.4,g_x_a.5,g_x_e.1,g_x_e.2,g_x_e.3,g_x_e.4,g_x_g.1,g_x_g.2,g_x_s.1,g_x_s.2,g_sigma,g_sigma_a_2,g_sigma_g_2,g_sigma_e_2,g_sigma_s_2,g_b
-142.453,1,0.0158616,5,31,0,166.823,0.0314071,0.070659,0.143803,-0.229682,0.0253251,0.0152352,-0.951461,0.273966,-0.30303,0.0266347,0.0142846,-0.00438944,0.0588921,-0.0374575,-1.38943,-0.471654,-2.28438,0.794034,-0.615468,-1.96604,4.21393,1.31787,0.754196,-1.45406,-0.376392,0.918562,-0.546733,0.662687,0.413801,-0.150211,0.0564507,-2.26341,-1.91108,0.798608,1.31686,0.615226,-0.114649,-3.03949,-1.12959,4.2905,11.397,-13.1048,0.648506,4.393,-4.91907,4.06504,-1.7208,14.8141,-2.78196,8.51284,20.5624,-12.2902,-0.979641,-0.183216,-0.699427,1.81862,9.00379
-144.053,0.921984,0.0160286,6,127,0,152.668,-0.0191725,0.107509,0.197406,-0.193248,0.00389209,-0.0518116,-0.398919,-0.162092,-0.343597,-0.0391033,0.0551681,0.0226485,0.0860938,0.0526391,-1.86975,-1.14043,-2.60482,-0.0731414,-0.703359,-0.091063,0.373756,0.895815,-0.837298,1.15479,-1.03067,2.0698,-0.938155,0.719859,-1.28469,-0.182613,0.529282,1.52309,-0.583529,-0.470061,-0.81015,-0.232597,-1.37219,0.246576,-3.37739,5.38771,12.2807,-12.6882,-0.357109,-13.8813,-2.1245,-2.29651,-2.04516,-12.1603,-0.538249,-1.64102,-2.64898,31.688,-0.918805,-0.713901,-0.797859,-1.59574,-22.1748
-141.27,0.987817,0.0128226,8,255,0,152.949,0.0451883,0.015623,-0.182385,0.0310165,-0.0543285,0.0579874,0.194708,-0.355398,0.322494,-0.0492002,-0.0257165,-0.197484,0.0441563,0.00524794,0.233454,0.446727,-0.295108,-0.592816,-0.570008,-0.715497,0.588641,1.29117,-1.73059,-0.23356,0.474996,-0.675484,-0.973744,-0.631426,-1.70992,0.218056,0.380548,-0.456205,-1.53073,-1.39453,-1.03076,1.77128,1.17339,1.60189,-15.135,-6.20388,-26.6275,11.8367,-6.68544,-2.98973,0.124073,-8.95095,2.59363,-32.549,-23.3924,-25.6791,-2.67328,7.15629,2.78275,2.21509,0.227296,0.249124,-28.2287
-140.817,0.999078,0.0127507,8,383,0,152.437,0.00538394,0.101823,0.0705137,-0.148508,0.205365,0.000842194,-0.698686,-0.381617,0.260716,0.06229,0.182719,-0.088333,-0.0531715,-0.00931434,-0.715835,-0.571404,-1.62138,0.102806,-0.506838,0.327452,0.0433986,-1.17894,0.282558,1.09757,1.5376,0.254989,-0.481369,-1.21564,0.405728,1.78596,-1.77023,0.182553,-0.225286,0.734585,1.64892,0.339874,0.534967,-2.46717,-5.28518,6.6841,8.73844,-6.80323,6.25294,1.50522,-3.82337,-5.1119,1.86269,19.4836,7.27774,0.870869,-10.0299,3.00413,-0.407314,-0.391494,-0.58101,-0.684255,7.60602
-145.174,0.981613,0.0132291,7,191,0,152.138,0.0851952,0.215068,0.136426,-0.084851,-0.194056,-0.0168302,-0.140081,0.41932,0.433371,-0.0925092,0.180124,-0.178327,-0.105766,-0.0248837,-1.52776,-0.594286,-1.97068,-0.918508,-0.445991,0.926094,0.973136,-0.331067,-0.286905,-0.459984,0.535365,-1.69165,0.297418,0.975808,0.998875,-1.22508,-0.0207778,1.77967,0.0732205,0.76804,-0.0607315,0.270512,1.07099,-0.214003,2.3048,13.5131,10.6531,-3.48736,-4.98452,-2.87351,-0.794245,6.46155,2.85776,-13.0773,9.8262,-13.3817,-16.4174,-6.12448,-0.668426,-0.921976,-0.50737,-1.51342,13.66
-144.278,0.998485,0.0130703,7,159,0,152.161,0.244318,0.0965906,0.147725,-0.125015,0.206446,0.0112313,-0.16863,-0.306073,0.39695,0.0221477,0.228045,-0.263973,-0.0531716,-0.0191855,-1.66325,0.309816,-1.23623,0.0244354,-0.492793,-0.390017,-1.49619,-0.876031,-0.14561,0.0905025,-0.324799,-0.374676,1.29518,1.19737,0.0138104,0.281665,1.49027,0.215738,-0.409418,-0.0421033,-1.32669,-1.33018,-1.66232,-0.642926,10.403,6.0871,10.6005,-6.94333,5.34099,3.97025,-1.18078,-3.56224,2.91193,7.46522,19.0074,-29.3762,1.81381,-1.2811,-1.19212,2.15785,-0.648892,0.184116,7.57842
-141.298,0.989953,0.0136638,7,191,0,152.441,0.27291,0.114059,0.139397,-0.173836,0.00254866,0.0206427,0.180215,0.250361,-0.488509,-0.0360095,0.279338,-0.139083,-0.0287039,-0.0233536,-0.789922,-0.672589,-1.30151,0.389494,-0.535652,-0.623395,-0.589572,-0.353919,0.0920683,-1.22124,1.47962,-0.441391,-1.46601,0.670359,-1.56651,2.40295,-1.26647,1.16028,0.21161,-1.35065,1.35451,-0.192425,0.127161,-0.0900224,9.55479,5.78556,11.3305,-11.4585,-0.923626,2.15347,0.658017,4.41328,-2.85046,-10.8582,13.3035,-20.5653,-9.1971,-0.855237,-1.49883,-0.561422,-0.641054,1.51246,-7.47596
-144.364,0.98409,0.0139563,7,127,0,151.148,0.205229,0.0641093,0.0465587,-0.283244,-0.0197756,-0.0721302,-0.93067,-0.245912,0.114123,-0.0290077,0.182505,-0.19641,0.0494201,-0.0200364,0.139704,-1.40886,-0.929007,-0.1903,-0.438796,-0.0841115,-1.46514,-0.417937,0.897634,0.474635,0.216323,0.300702,0.561077,-1.10847,-0.064074,-1.48492,1.36051,0.463498,0.0579672,-1.14808,0.985848,-0.617887,1.0184,0.735969,11.4676,9.70081,16.2744,-26.8727,-0.666809,-13.7495,-5.66187,-2.37705,1.33549,-3.37812,8.89348,-18.8217,15.8262,-1.375,3.59588,-0.879954,-0.105974,0.0112467,10.6282
-140.468,0.991408,0.0140378,8,255,0,150.771,-0.060811,0.0306998,0.0144119,-0.119219,0.152914,-0.0941352,-0.081611,-0.205052,0.266768,-0.0602105,0.0202553,-0.121575,0.0407924,0.0569548,-1.10579,-0.27914,-0.911109,0.119517,-0.354108,0.508736,0.472409,1.01541,-1.71324,0.547746,-0.0737332,-2.38159,-1.4448,0.847931,-0.224738,1.45752,0.880818,-0.0529101,-0.25445,-0.589541,1.19061,-0.462131,-0.0672818,1.54025,-5.53652,3.23611,4.49548,-4.04103,4.68521,-14.8986,-0.597159,-2.02418,2.31479,3.50731,1.49836,-4.74948,24.2648,33.0283,-0.764693,-1.22072,-1.28096,-0.0698755,22.3125
-142.79,0.983702,0.0144638,7,159,0,150.739,0.0732818,-0.164925,-0.23362,0.0395956,-0.168506,0.128087,0.0643018,-0.432092,-0.0478013,0.0558652,0.217327,-0.0195695,-0.0433279,0.0263066,-0.931282,-0.121424,-1.08148,0.344446,-0.59052,-0.952373,-0.280014,-0.14082,0.0247241,1.15248,-0.0536118,-0.610633,0.315415,1.38956,-0.1393,0.407841,0.892675,-0.0489907,-1.77952,-0.824996,-0.633102,0.640913,-0.87046,2.18123,0.309683,-11.7678,-13.5168,7.0083,-4.67785,30.4094,0.029007,-6.33296,-0.0887328,15.1091,6.19361,10.2869,-21.7459,21.2894,-0.469,-0.953658,-0.592659,0.807422,-1.71485
-144.647,0.997853,0.0145821,7,127,0,152.879,0.127551,0.105214,0.0507243,-0.155451,-0.218082,-0.150352,-0.0444922,-0.573519,-0.266599,-0.0926985,-0.0539769,0.108445,0.0844021,0.00508786,0.0926074,-1.00882,-1.64393,-0.0453066,-0.569402,-1.24761,1.30595,0.74168,-0.394724,-0.704863,-0.19461,-0.54793,0.156858,-1.14161,0.672912,1.50163,0.420283,0.119536,-0.705733,-2.52907,-0.220507,0.124129,-0.178444,-0.66626,2.32545,10.0512,13.6779,-9.70028,-12.0225,-35.6011,-0.295765,-7.7781,-1.35545,-16.1276,-4.98374,21.7766,6.66846,10.3826,1.81585,-0.855914,-1.06273,0.531145,3.90769
-143.755,0.989187,0.0153481,7,159,0,152.892,0.145707,0.00206976,0.073568,0.12043,0.236381,0.0322205,0.205095,-0.5211,-0.0793973,-0.174333,0.18493,-0.0168491,-0.00564713,-0.0350037,-0.487899,0.0235819,0.143819,-1.77344,-0.501612,-1.22284,-0.979076,-0.0408961,-1.04591,0.445563,2.23779,-0.268326,-0.648596,0.994421,-1.29395,0.550741,0.431888,0.942643,1.2296,0.602829,-1.25534,-0.286796,0.633994,-1.02337,0.306137,-2.79643,7.58787,14.8522,7.73967,15.4719,1.86365,-13.7892,0.545752,-36.0876,10.8091,-0.304084,-1.85689,-12.4543,0.0473346,0.100231,3.87975,-0.848513,2.71736
-138.408,0.994027,0.0157525,8,255,0,152.819,0.0307953,-0.080396,-0.0437929,-0.0410146,-0.152332,0.0518666,0.708927,0.0929558,-0.206018,-0.00394744,0.0904407,0.01257,-0.0589704,0.0316077,-0.0609585,0.804621,-0.386489,-1.76285,-0.611528,0.832347,1.53253,-0.592374,-1.77733,0.796694,2.18786,-0.0326756,-2.43797,0.158421,-1.31044,1.18713,0.0112467,-0.91046,-0.74295,-1.09669,-1.50371,1.59039,-0.203318,-0.582014,-5.94018,-9.98298,1.58928,3.35403,-6.88659,5.51739,4.6894,3.01484,-1.1048,-10.1148,0.99379,2.3168,-11.6414,23.4027,0.156412,0.953344,0.266441,-0.695618,-5.72412
-142.864,0.925602,0.0164029,6,63,0,148.002,0.199552,0.0808376,-0.0631913,-0.0753471,-0.230327,0.00547917,0.650455,0.211517,-0.0930454,0.0052721,-0.0066323,0.189951,-0.0265134,-0.0376737,0.0389914,0.891897,-0.356522,-1.83146,-0.503188,-1.1479,-1.381,0.197268,0.411627,0.0395434,0.394826,0.790882,-0.743605,-1.00346,0.617216,0.226448,-0.586953,-0.85154,0.873812,-0.829888,-0.653374,-0.201792,0.574504,-0.865709,15.8565,11.2181,5.08077,6.59246,-10.8135,12.9847,5.40027,6.77956,0.362686,73.9417,-8.45816,22.8619,-3.7516,-16.9587,1.41049,1.87753,1.8832,-0.156516,26.5137
-141.847,0.997999,0.0140228,6,63,0,150.183,0.184244,0.0914507,0.0776193,0.0163863,-0.126283,0.0043349,-0.00674335,-0.403467,-0.204004,0.0240824,0.177382,0.215693,0.0211465,0.061286,0.392313,0.598894,-0.041257,-2.2956,-0.744985,0.726734,-0.019146,-0.168376,-0.917801,-0.537934,-0.807599,2.29985,-0.0939605,-0.153096,-1.48092,-1.51468,0.900679,-1.62141,-0.340108,-0.204346,0.848567,0.119213,0.347435,0.264483,4.22984,4.73317,12.5172,6.75382,-11.9175,1.72973,-0.446279,-7.10286,-0.856255,5.41496,7.08007,22.4742,2.67309,39.7223,1.26259,0.509058,0.477113,-0.766991,-0.839343
-143.548,0.949657,0.0147897,7,159,0,157.355,0.182092,0.14722,-0.101989,-0.162355,0.00919569,0.00842167,0.0155255,-0.377326,0.125714,-0.114578,-0.0768245,-0.0746667,0.0553038,-0.00577738,-0.866716,-0.520155,-2.4645,-3.38675,-0.419959,-1.06282,-0.458385,-0.280741,-0.806542,-1.67357,0.951616,-0.874217,-0.284336,0.0730553,-0.609779,1.1638,-2.31725,-0.139424,-2.20431,-1.30009,-2.07545,-1.27326,-0.127814,1.17445,7.56616,10.6217,-2.93756,-6.6435,0.710702,3.3601,0.0494356,-5.09391,0.878787,-11.3595,-5.59332,-7.00472,9.12693,5.16311,-1.64762,-1.77885,-0.959575,-1.00003,19.1918
-142.52,0.99616,0.0135949,8,255,0,151.006,0.0820344,0.0286158,-0.00931905,-0.0331153,-0.000113631,0.0713192,-0.38034,0.205066,-0.0787864,0.0563806,0.124354,-0.138109,-0.122251,-0.00937488,-0.405494,-1.32058,-2.89568,-2.5975,-0.634013,0.130475,-0.812381,1.6638,1.55641,1.12852,0.158359,-1.40252,1.17551,0.557912,-1.36143,-1.36548,-0.00185423,-0.204623,0.352667,-0.706379,0.197452,-0.150837,-1.23152,0.428529,-4.03944,-2.2058,0.757524,0.863355,-1.57465,16.2915,-1.98116,2.89964,-0.439923,11.0599,3.49492,-13.7022,-21.2135,2.92121,-1.23443,-1.1283,-0.964969,-0.802334,-13.9649
-140.553,0.973523,0.0142645,7,255,0,153.893,0.20976,-0.0281276,0.127943,-0.111015,0.0728403,0.0176349,0.332469,0.258616,0.0420689,0.0988579,-0.0468182,-0.142999,-0.0452744,0.0167409,-0.0567709,-0.828551,-1.93276,-0.653215,-0.60243,-0.337515,0.751337,-0.265131,1.82468,-1.29309,-0.926557,1.5989,0.446215,-0.188658,0.0477015,-0.115122,1.28767,-0.290012,-1.60221,-2.00317,0.917243,1.33623,1.83724,1.71459,6.89712,-8.88109,16.8121,-6.53652,1.20638,3.71263,1.58901,3.84492,0.343158,24.5775,-6.54841,-11.003,-11.7557,16.4859,0.357527,-0.0280451,-0.826661,-0.773407,-1.79892
-141.107,0.999127,0.0140438,8,255,0,146.245,0.15884,0.011798,0.0857472,0.0341396,0.0320388,0.113132,-0.0906959,-0.399985,-0.311609,-0.0777483,-0.0590584,-0.0731317,-0.0728288,0.0419382,0.297626,-0.207481,-0.00847282,0.279999,-0.544939,0.793373,-0.0532947,-1.19766,0.766746,0.346542,-0.687194,-0.627962,-1.70004,1.01682,-0.595123,-0.0279032,0.355632,-0.11688,0.316842,0.256503,1.31021,-0.509951,-0.0569651,0.260756,1.17619,-8.77174,13.6392,14.2603,-0.418802,36.8336,-2.11012,-10.6784,-2.89903,-5.79631,-12.1308,4.21156,-20.7597,27.2803,0.22559,-0.488276,3.60208,0.122301,2.04764
-138.578,0.999575,0.0148451,6,127,0,148.97,0.0896081,0.00557268,0.0170421,-0.027677,-0.0456278,0.0276224,0.314199,-0.0752617,0.0707222,-0.0445764,0.0174252,0.00615827,0.00557571,-0.0301494,0.677473,0.280441,1.2993,0.26568,-0.6291,-0.884068,-0.34748,0.887275,1.1949,2.40407,0.0654818,0.0793788,-0.900382,-1.19747,-1.88231,0.763184,-1.70188,0.370838,-0.696741,-0.772703,0.618864,0.564558,-0.368755,-0.744011,1.23338,-5.72435,16.9958,12.2042,-7.11689,14.0365,24.9508,-12.3583,8.18504,8.24406,-7.0673,18.7848,-7.55334,-13.458,0.791653,-0.607337,11.6177,0.368986,7.43729
-134.768,0.894839,0.0156976,6,63,0,146.416,0.0327977,0.0240373,-0.123609,-0.0672999,0.0588244,0.00880019,0.136605,-0.0257304,-0.0785295,-0.030659,0.0945476,-0.0329978,0.0848312,-0.00305915,0.4669,0.17266,1.11732,0.0618189,-0.516499,-0.51179,-0.500311,0.163948,1.80527,-0.488674,-0.73695,2.25776,-0.832923,1.06043,0.428274,-0.882667,1.23872,-0.697218,1.48133,1.31804,0.621938,1.63539,1.2122,-0.595839,-4.51298,9.75284,-7.35655,9.70918,7.98552,36.2729,5.97531,4.07733,-0.214875,8.97056,6.36411,3.2816,22.5801,9.30453,-0.00441474,-0.132972,2.94599,0.588008,14.4458
-139.972,0.958127,0.012478,8,255,0,147.209,0.156263,0.0951291,0.12902,-0.0386944,0.187986,0.0599721,-0.283539,0.120364,0.226917,-0.00746209,0.102231,-0.131928,-0.0294571,-0.0084213,-2.45655,0.382405,-1.95277,-0.35837,-0.565719,-1.20913,-0.363472,-1.37628,-0.377484,-0.247051,0.126565,-0.296179,0.533445,-0.0922851,-1.19966,-0.0262632,1.43362,-0.955946,-0.655751,-0.732391,-0.929513,-1.84073,-0.785782,0.373611,6.84005,5.45337,8.31526,-2.00384,4.63137,13.3942,-1.61853,1.98111,1.5131,-5.39969,1.76176,-12.1534,-9.38279,4.31331,-1.09315,0.151727,-0.787462,-0.320764,-4.87965
-141.165,0.983139,0.0118062,6,127,0,146.411,0.0708067,0.0756479,0.0197486,-0.0745584,0.136177,-0.0289238,-0.367626,0.116761,0.232756,-0.0704228,0.197819,0.087821,0.0225155,0.00919961,-2.34027,0.265013,-1.9119,-0.461757,-0.488113,0.918983,0.5822,1.10567,-0.0518677,0.66218,1.03929,0.409004,0.218709,0.0932697,-0.359559,1.40402,-0.505925,-0.152149,-1.0558,-0.830968,1.01791,-0.315965,0.680689,0.746102,2.86577,4.85138,2.22628,-3.96243,3.60352,-5.09856,-1.91115,2.39487,1.68964,-2.47458,21.9402,19.0085,5.44658,9.06128,-0.962567,1.79997,-0.720845,0.560556,18.9077
-144.238,0.985922,0.0119524,8,319,0,153.376,-0.0351929,-0.0250522,0.00987611,0.0946724,-0.0578618,-0.0251078,0.0595643,-0.0212399,0.550762,-0.049938,0.185791,0.0795087,-0.0130376,-0.0585713,-1.82268,0.31394,-5.92551,-0.434488,-0.53447,-0.063267,-1.663,-1.01194,0.203292,-0.645612,1.67405,0.841146,0.514776,-0.250751,0.17379,1.42558,0.91007,-1.35633,-1.4064,-1.14836,-0.305247,0.964599,0.262367,-1.03357,-3.67088,-1.4875,2.13481,8.19136,-1.33781,-5.98956,0.296497,-0.285257,3.3095,-5.761,18.1627,17.9582,-5.52452,-26.9382,-0.588949,1.77138,-0.99523,0.481263,10.081
-144.755,0.97931,0.0121862,8,255,0,157.505,0.232969,0.0443502,-0.0747011,0.0750796,-0.0744838,-0.0558228,0.823281,0.0917643,-0.123484,-0.0600908,0.195577,-0.0675815,-0.0785063,0.0339502,-0.994689,-0.177274,-5.5143,-0.0873017,-0.454115,0.760102,-0.264742,-0.161507,1.41276,1.29923,0.449062,0.690328,-0.0419062,-1.52021,0.974003,-0.985435,-1.65877,0.876805,-2.13607,1.85749,-1.01653,1.05866,0.721773,-1.42251,9.77486,2.78761,-2.41978,8.94288,-1.97307,-13.3147,4.11488,1.29742,-0.735901,-5.50974,11.3939,3.95454,-13.768,25.2956,-0.972927,-0.288225,-0.998183,-0.735876,10.7036
