# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1350508874
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgG_S_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/change/IgG_S_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,x_a.1,x_a.2,x_a.3,x_a.4,x_a.5,x_e.1,x_e.2,x_e.3,x_e.4,x_g.1,x_g.2,x_s.1,x_s.2,sigma,sigma_a_2,sigma_g_2,sigma_e_2,sigma_s_2,b,p_x_a.1,p_x_a.2,p_x_a.3,p_x_a.4,p_x_a.5,p_x_e.1,p_x_e.2,p_x_e.3,p_x_e.4,p_x_g.1,p_x_g.2,p_x_s.1,p_x_s.2,p_sigma,p_sigma_a_2,p_sigma_g_2,p_sigma_e_2,p_sigma_s_2,p_b,g_x_a.1,g_x_a.2,g_x_a.3,g_x_a.4,g_x_a.5,g_x_e.1,g_x_e.2,g_x_e.3,g_x_e.4,g_x_g.1,g_x_g.2,g_x_s.1,g_x_s.2,g_sigma,g_sigma_a_2,g_sigma_g_2,g_sigma_e_2,g_sigma_s_2,g_b
-70.5943,0.94917,0.0164477,6,127,0,79.9085,-0.109974,0.0537747,-0.0838333,-0.0569226,-0.08618,-0.0581192,0.00247952,-0.175484,-0.114825,0.0258163,0.13281,-0.0304093,-0.0123735,-0.266401,-0.301079,-0.810067,-0.611542,-1.69056,0.0569124,1.05556,0.59111,-0.296176,0.889531,-0.0624987,1.51263,0.183373,0.639738,-0.262593,1.64314,-0.00121636,-1.18479,-0.410688,-0.185347,1.3794,1.42851,0.190959,2.24784,-0.37762,-0.156973,13.6327,8.0594,12.6256,-0.57255,13.712,1.96265,2.9541,-1.15799,26.763,13.6856,1.58315,5.05431,-1.28468,-2.4764,0.928785,-2.95255,-1.04462,63.5828
-66.652,0.979952,0.0143329,7,127,0,76.6501,-0.0567037,0.0382305,-0.104464,-0.0427277,0.00104766,-0.0608471,-0.225073,-0.405878,0.480287,-0.0331677,-0.00468305,0.0458732,-0.04988,-0.267971,0.348508,0.377979,-0.294662,-0.335749,-0.0806119,0.371464,1.49869,0.731059,1.00135,-0.882792,0.24944,-0.0867712,0.346779,0.666715,1.40858,1.93518,1.05157,2.19443,-0.0610382,0.425341,0.0447084,-0.503325,-1.50123,0.563253,-21.6468,-5.36519,-24.3495,-5.39549,-5.97013,-41.3316,-1.46159,-6.71874,3.22754,-51.9076,-9.92732,-0.223662,-29.9699,6.39343,3.16752,1.99096,2.03726,0.581358,-37.3478
-69.6031,0.97795,0.0138985,6,127,0,75.8638,0.00100864,0.0814512,-0.102092,-0.0159161,0.122937,0.0130639,-0.353373,0.0803588,0.890621,-0.00124839,0.0559244,0.0723156,0.0100014,-0.243587,-0.5609,-0.220109,-0.360906,-0.767081,-0.300881,-1.05877,-0.0957929,-0.517866,1.1495,-0.153562,-0.00496088,0.363707,0.125032,-0.915016,-1.07724,0.682017,0.192896,0.480871,-0.0871919,-1.92004,-1.41718,-0.609222,-0.825185,-0.379587,-6.87609,-1.34676,-11.638,-4.21113,0.374791,-30.0873,-3.13589,4.84934,6.37751,-31.6911,-0.108944,1.7593,-12.6915,14.6287,-0.673397,-0.320809,0.966964,-1.07983,-42.7814
-66.9554,0.99863,0.0134943,6,63,0,74.927,-0.1093,-0.0263563,-0.13562,-0.152586,0.088888,-0.0240176,-0.30964,-0.0754566,0.387019,-0.0703272,-0.0541391,-0.120088,-0.0216686,-0.251792,-0.573073,-0.381784,-0.433562,-0.992009,-0.0732336,-0.502401,0.367596,-1.07598,-0.0531085,0.507877,-0.470007,-0.457783,1.14473,2.62679,0.60529,0.252948,0.130449,-0.721908,-0.453615,0.0387505,0.783448,0.382314,0.939247,-1.63656,-10.6336,-6.28249,-9.75055,-11.2278,1.34554,-22.7115,-2.15437,1.90345,1.8563,-29.224,-4.41799,-16.0215,-8.26858,16.2692,0.516441,0.772092,-0.160118,-0.0590805,-23.2699
-67.6498,0.99242,0.0140524,6,95,0,77.0701,0.135001,-0.0256762,0.11503,-0.179547,0.0255774,0.0270265,0.0622787,-0.108352,0.259679,0.0151136,-0.00686963,-0.166557,0.0230896,-0.290698,-1.22778,-0.861319,0.521366,-1.25857,-0.122289,1.22918,0.487534,1.56171,-0.104961,-0.59623,-1.25311,-0.0701105,-0.714903,2.32358,-0.94174,1.07773,-0.855869,-0.340523,1.25935,1.0683,0.686329,-0.622489,0.258666,-0.501738,8.48894,-2.09282,11.3696,-9.23514,0.452149,39.0781,5.90047,4.27989,3.6181,13.2128,1.23579,-14.2314,8.94146,-4.2826,-0.482192,-0.437434,1.82083,-1.02792,27.349
-73.2025,0.987438,0.0144117,5,31,0,78.3616,-0.296695,-0.0743703,-0.189001,0.126342,0.172267,0.0411347,0.242715,-0.184762,0.134553,0.0412718,0.244391,0.147385,-0.0247965,-0.281526,-1.17892,-0.462298,0.298884,-1.42821,-0.286259,0.370489,1.33023,-0.261367,0.379103,0.093132,0.301303,-0.307935,0.51313,-0.398723,0.742471,-0.75927,1.17907,-0.175618,0.645716,0.0974942,1.51331,-1.04888,-0.520102,0.973015,-19.0961,-8.25093,-12.6428,11.0909,3.79124,-21.9348,6.67438,-3.91596,-1.17397,-4.89498,12.1128,14.1298,-8.55143,-2.83301,1.21916,-0.962811,0.346099,-0.759878,-21.9644
-72.9263,0.960041,0.0146018,5,63,0,82.108,0.374164,0.126077,0.140939,-0.166391,-0.0528357,-0.0523039,-0.316777,-0.190006,0.34532,-0.0452883,-0.240638,-0.136575,0.05023,-0.27719,-1.28168,-0.636268,-0.283536,-1.3258,-0.105321,-1.4568,-0.54046,1.60923,1.78744,-0.656682,-0.4351,-1.64095,-0.159112,0.267667,-0.716692,-1.00928,0.82088,-0.921358,0.224093,-0.225971,-0.419545,-1.42309,0.397087,-1.11311,19.4597,5.01405,9.7555,-11.2307,-3.08511,-22.0491,-1.86966,-0.224806,1.70615,-10.4739,-16.7064,-15.0322,6.68727,3.73622,-0.632659,0.689559,-0.245963,-0.640678,-10.3101
-73.4506,0.990308,0.01365,5,63,0,81.8531,-0.222675,0.016605,-0.148822,0.121358,0.11176,0.0119385,-0.0608875,-0.0408985,0.196516,-0.064601,0.234193,0.0953115,0.205539,-0.294451,-0.766912,-1.12906,-0.372996,-1.13841,-0.157238,1.72941,0.688246,0.380378,0.288044,-0.497066,0.749038,-0.887335,-0.149715,0.552535,-0.0366925,-1.48038,0.807584,-1.60186,0.175093,-1.6192,1.47881,0.0907058,-0.616604,-0.742093,-14.9702,0.736919,-7.22363,16.5894,3.38303,7.71851,0.59875,4.76015,0.50022,-12.0332,14.8116,10.5042,37.473,-9.17508,1.08116,-0.0659324,-0.659751,0.219999,15.1339
-73.472,0.997185,0.0140209,5,31,0,81.4818,0.21934,0.0858391,0.118993,-0.170447,-0.353486,0.00801565,0.203905,-0.00467422,0.261805,0.0749989,-0.191318,-0.114241,-0.0828833,-0.31544,-0.787464,-1.34127,0.10392,-0.874175,-0.164598,-1.23145,-0.209763,0.181162,0.817059,-0.21906,-0.312002,-0.361202,0.803855,-0.11909,1.05114,0.856548,0.737682,-2.18927,0.132195,0.256798,0.601689,-1.5646,-0.873471,-1.41085,13.4414,1.59456,11.3176,-12.6255,-14.6299,-20.5828,5.98675,7.44761,1.25001,15.0837,-11.0368,-11.515,-17.4211,-22.4166,2.38051,-0.52953,0.822905,-0.261295,-9.31859
-74.3556,0.999873,0.0147191,6,63,0,82.2642,0.268201,0.126259,0.13424,-0.167215,0.291931,-0.00767481,-0.471291,0.0439603,0.118312,0.0576445,-0.274285,0.0452981,0.0183866,-0.267624,-0.577916,-0.105805,-0.349888,-0.89855,-0.265662,0.158086,0.564562,-0.218819,0.834999,-1.88781,-0.100257,-1.62064,0.57678,-1.14326,0.0760864,-0.219434,1.66539,-0.493731,-0.864572,-0.228852,1.33693,-1.09759,0.158329,-0.00929699,14.0566,-1.02859,8.62486,-16.7476,5.88089,-19.2711,-3.91782,3.00637,-1.21211,9.13874,-34.1687,3.38096,-6.51358,0.965234,-0.851945,5.32564,0.45216,-0.8218,-26.2913
-80.0052,0.976695,0.015584,6,95,0,90.7553,0.181455,0.0573392,0.0412798,-0.318821,-0.248886,-0.0568895,-0.50031,-0.459524,0.0831557,-0.194922,-0.272501,0.0611947,-0.123584,-0.289762,-0.523047,-1.01571,-0.989816,-0.663733,0.047958,0.316076,-1.53586,-1.48069,-0.356263,-0.290115,0.910725,-1.08881,0.177235,-0.0687431,0.387011,-0.286102,3.195,0.554996,0.430416,0.680392,1.54357,0.796528,-0.405292,-0.097534,17.0995,3.5011,10.9972,-23.7069,-10.1488,-9.57738,-2.00766,-4.19685,0.0902227,-35.6359,-13.5236,16.3745,-21.5525,-6.91838,3.09498,-1.8501,-2.16581,0.312781,17.0616
-72.0895,0.989659,0.0154174,6,127,0,93.0313,0.0686494,0.0804692,-0.0193005,-0.0161582,-0.203671,-0.0293699,-0.52226,-0.474064,-0.0269775,0.0904712,-0.199786,-0.187489,-0.108398,-0.288863,-1.00844,-0.909179,-0.873446,-0.822818,-0.127037,1.59762,0.304792,0.892863,-2.23019,-1.0291,-0.599963,-0.101329,-0.437289,0.535927,-0.418552,-1.8773,1.21956,-3.37342,0.925239,2.65078,-0.594985,-0.771455,0.778586,2.35685,1.4448,0.613546,-1.69663,0.616128,-8.3245,-14.8506,-2.99411,-6.67755,-1.43455,16.2261,-16.0475,-23.0302,-23.5972,-4.32055,-0.474537,0.329597,-0.0989554,0.849353,-22.8194
-70.8469,0.97116,0.0158543,6,95,0,84.7069,-0.0742657,0.0137724,-0.067638,-0.121337,-0.199578,0.0435182,-0.308154,0.0789086,-0.211018,-0.129996,0.0203426,0.174205,0.0594733,-0.313235,-1.04505,-0.479072,-0.150656,-0.86227,-0.100718,-0.146418,-0.873377,0.0731157,0.547811,1.46526,0.943035,1.08431,1.19458,-0.0854571,3.00653,1.90505,1.13458,-0.222594,-0.109959,-0.0449225,1.269,2.2693,-0.0122442,-0.45217,-3.53378,0.260873,-0.678651,-4.82427,-6.13012,17.5428,-2.26916,10.7134,-4.32492,-24.1593,6.69183,22.3725,11.2795,-20.4033,-1.08153,-0.74097,1.79908,0.348805,15.0713
-69.9813,0.998592,0.0154599,5,31,0,76.5166,0.057792,-0.0221056,0.146852,-0.0561813,-0.0454767,-0.0209413,-0.303883,0.127893,-0.34006,0.0478375,-0.118701,-0.0758937,-0.012606,-0.213421,-1.09869,-0.491294,-0.014188,-0.828964,-0.0988909,-0.822358,-0.0549853,-0.720695,-0.719177,-1.31352,-0.0524941,-0.224606,0.631932,0.370779,-1.90865,0.64673,1.88014,0.688955,-0.583548,0.322049,0.0664475,-0.651776,-0.25909,0.167077,3.44096,-3.71136,12.534,-1.02487,-2.13896,0.932927,-2.32879,10.9951,-6.25205,18.3272,-7.74388,-5.86917,0.630285,28.1571,-0.168631,0.213547,2.71695,-0.733658,10.2661
-73.1474,0.993297,0.0163194,5,31,0,78.4243,-0.128786,-0.172268,-0.0644181,-0.279102,-0.0346042,0.133693,-0.155619,0.180158,-0.284888,0.00407992,0.055708,-0.0559043,0.00458376,-0.315051,-1.1945,-0.482149,-0.0317589,-0.811231,-0.26232,0.701789,-0.178375,1.51032,0.0990258,-0.261189,-0.534036,-1.14933,0.602179,-0.990519,0.0631484,-1.34235,-1.18083,-0.606311,-0.687194,0.612174,-0.0897621,0.259918,-0.123458,-0.463364,-8.2709,-14.4381,-2.70636,-18.6133,-1.86451,13.5864,-2.41835,10.9402,-7.69599,-9.65275,2.10931,-9.51441,-3.44551,-22.7475,0.160423,-0.463153,0.990684,-0.358665,-18.1421
-70.191,0.982455,0.0169608,7,127,0,82.8771,0.159202,0.0515519,0.0952985,0.00320969,0.134714,0.0327234,-0.169557,-0.551633,0.272669,-0.0965859,-0.089689,-0.134846,-0.042752,-0.311292,-1.25995,0.585798,0.0759094,-1.66735,0.00641485,0.587384,2.32499,-0.0311158,2.39922,0.0994092,1.1228,-0.175502,0.837541,-1.53338,-0.0762544,1.04899,0.581794,-0.555419,0.758862,0.0141706,-2.16454,0.0294374,1.5401,0.350797,6.9408,0.317586,6.77792,2.48322,2.73656,12.8943,-1.1065,-17.3515,1.30621,-14.5042,-19.2145,-13.8377,-7.65018,-15.318,-1.03287,1.52208,5.51031,-0.752676,-4.76772
-68.0222,0.970659,0.017092,6,95,0,76.7737,-0.0536042,0.0333047,-0.105871,0.0853766,0.139658,0.11452,-0.110628,0.180469,0.388028,0.036704,-0.0187578,-0.100308,-0.00964527,-0.246609,-1.36685,-0.04264,-0.0115145,-1.15623,-0.288964,-1.33274,-0.488241,-0.765815,-1.11657,1.78803,0.920813,-0.467131,-1.18112,0.447886,-0.60869,0.241086,0.939393,-0.684606,0.554314,0.0843191,1.35187,-0.0280718,-1.2104,-1.55208,-3.94306,0.208069,-5.94689,7.88723,2.84616,18.0479,-1.34431,9.46521,1.75499,6.91863,-3.63519,-10.581,-2.3153,17.6274,-0.699132,-0.0255042,0.0382616,-0.633026,-3.7916
-68.4241,0.983396,0.0166684,6,127,0,74.2874,0.0967558,0.0274255,0.088877,-0.102991,-0.318283,-0.0105431,-0.0361621,-0.274269,0.460751,-0.0245333,0.0758399,0.0872833,0.0424123,-0.237395,-1.82465,-0.129317,0.455573,-0.879628,-0.123871,0.173444,-0.13924,0.126949,-0.517957,-0.470368,0.692314,0.153697,-1.83552,-0.775564,0.271996,0.331187,-0.54033,-0.176877,-0.202762,-1.3419,-0.292355,1.19121,0.968063,1.38112,4.71621,1.15885,6.70421,-5.73617,-8.56654,2.01881,2.68794,-5.90157,8.49341,-1.83747,6.54966,11.7037,6.93884,22.5575,-0.685119,0.00411311,3.63057,-0.331892,7.02214
-70.9749,0.994491,0.0168461,7,127,0,75.4531,-0.13044,-0.00939602,-0.0981989,0.0252236,-0.32203,-0.0291683,0.0172233,-0.00745158,0.765825,-0.0241322,-0.0449562,0.058681,0.0761236,-0.317106,-2.12076,0.961981,-0.559218,1.20327,-0.288841,-0.816221,0.103028,-0.423207,0.644153,1.03187,0.438226,0.540976,-1.0033,-0.505702,0.196443,-0.936011,0.0694776,0.727824,-0.499179,-0.295284,0.00341717,1.43822,-1.00427,0.105374,-7.0517,-1.30554,-5.20735,2.91123,-8.70694,-11.8464,1.27449,3.9702,5.1929,4.49104,-7.39107,0.859362,23.2189,-19.9003,-0.655763,1.61509,0.161887,2.85659,1.72422
-76.3713,0.872869,0.0175487,8,255,0,81.6315,-0.201353,-0.014836,-0.0874984,0.0860514,0.274064,-0.0540855,-0.338116,0.15448,-0.542757,0.0781845,0.142653,-0.138799,-0.0846541,-0.339518,-2.87991,-1.51752,-3.64936,-0.181718,-0.0412537,-0.263291,0.195347,0.435719,0.394331,1.44045,0.38372,-0.762959,0.125595,1.05496,0.531347,-0.512321,-0.426398,-0.477216,0.961897,0.285925,-1.40709,-1.19222,-0.871387,-0.112404,-10.2539,-1.12456,-4.76781,6.55104,6.78347,-12.6739,-1.63125,2.40929,-3.3203,19.7278,8.30654,-9.97676,-1.98094,-33.6792,-0.944334,-0.379018,-0.935021,-1.72759,19.02
-78.6742,0.997695,0.0131292,8,319,0,87.6798,-0.164815,0.211257,-0.0607823,-0.311388,0.244717,0.043851,-0.412829,-0.174097,-0.300648,0.0364653,-0.00451168,-0.0313132,-0.0406565,-0.215471,-6.09065,0.246372,0.0569445,0.311677,-0.224929,0.909932,-1.04786,-0.547095,-1.03862,0.570611,-0.694258,-0.167766,-1.47647,-0.652789,1.13758,1.59662,0.0905045,0.457842,-0.410602,-0.0310613,-0.923673,-2.19549,-0.360799,-1.10958,-8.42562,12.6419,-3.71469,-20.8573,6.10644,-10.2064,-5.83989,-3.42876,-7.34203,-12.9553,-16.9224,-15.6619,-34.1112,29.22,-1.00567,-0.402276,2.54783,1.87452,-29.2766
-77.4484,0.99843,0.0138138,7,223,0,90.5931,0.286855,-0.22243,0.0975774,0.306659,0.0448216,0.0830481,0.435929,-0.153051,-0.132484,0.0164433,-0.0792365,0.054598,0.0543951,-0.293811,-5.36013,0.218487,-0.546649,-0.0711854,-0.244353,-0.672777,-0.19921,-0.505739,0.505206,-1.27035,0.688826,2.0163,-0.308656,1.1766,0.349536,-1.71652,-0.226622,1.07027,-1.52336,2.28678,-0.348126,-1.77395,-1.1281,1.13866,14.623,-13.3975,5.97394,20.595,1.10188,17.6956,4.466,-0.925976,-2.93222,15.2554,-17.3901,8.92413,4.19043,-8.72713,-0.969427,1.50119,0.493721,-0.136896,-1.35966
-72.8962,0.998611,0.0145495,7,159,0,83.9665,0.255516,0.0133862,0.0394093,-0.252754,0.0376909,-0.00552077,-0.54556,-0.0970067,0.410163,0.0043498,0.0442618,-0.197509,-0.057001,-0.285383,-3.62902,-0.513877,-0.0215008,-0.82077,-0.0864521,-1.02435,1.82815,-0.717818,-2.27242,0.199921,-1.43384,1.2482,0.164908,-0.878469,0.833793,-0.0678146,0.128122,0.510572,-0.83961,2.24903,-0.712225,-0.149075,-0.564549,0.170626,12.9288,0.674564,2.5735,-16.7277,0.868797,-1.3508,-6.33493,4.14201,3.24482,1.25815,3.50265,-21.4295,-6.62055,-1.49401,-1.04973,-0.343326,1.73476,-0.419614,2.70299
-73.7392,0.981395,0.0153174,8,255,0,81.7485,-0.17061,-0.0445992,-0.00623996,0.24515,0.000699654,0.090261,-0.321855,-0.240554,0.574958,0.0790734,0.134224,-0.166765,-0.0888356,-0.246195,-2.77695,0.588446,0.00968428,-0.762082,-0.383067,1.27056,-0.881397,0.811632,0.432764,-0.503947,-0.0614053,1.19551,-0.0114,-1.15921,0.134823,-0.254228,-0.126245,1.6589,-0.339098,-1.26762,-1.31443,0.47428,0.0317002,-1.79558,-9.36849,-3.29914,-0.418065,16.6332,-0.26433,1.95458,-4.47626,-4.71238,4.53481,-20.9192,3.98007,-22.0349,-19.8009,18.3568,-0.745056,-2.5576,0.109086,0.805146,-22.5251
