# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2020433332
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_sigma.1
-204.632,0.997306,0.0845089,5,63,0,209.569,-0.180583,-0.013092,1.01336,0.268383,-0.326412,-1.36223,0.821947,1.20871,0.225412,-1.95214,-0.160161,3.31635,1.34193,-0.773253,2.12139,1.44433,-1.32315,0.436058,-3.10461,0.32753,0.815675,-0.00456323,-1.00796,0.247023,2.64085,-0.61029,1.49641,-9.16596,1.78933,1.72269,3.66764,-2.60869,14.7715
-207.061,0.955813,0.0868188,5,63,0,212.858,-0.350026,0.239759,0.125871,0.591324,-0.527385,-0.555869,-0.119482,0.507247,1.06506,-2.05717,-1.42682,9.83908,-0.238891,0.848454,-0.930544,1.08472,-0.717731,1.36837,1.40512,-0.372116,-1.10829,3.69383,3.95913,0.164138,-1.6967,-0.254051,-0.0668231,2.05243,-0.111754,0.158057,1.94613,-1.88757,-2.78867
-206.782,0.998782,0.0808929,6,63,0,212.679,-0.409609,-0.798146,0.380337,-0.169169,-1.15518,-0.655383,1.42901,0.276096,0.735129,-0.546377,-0.846979,4.69379,-0.990271,2.21786,-0.528225,-0.559216,-1.43114,0.981627,-0.179517,-2.13701,2.47689,2.50435,-10.0809,-2.07963,-2.57424,-2.78935,-2.45035,1.65923,1.75179,-0.40058,2.30834,-0.0750554,0.923651
-204.078,0.999818,0.0833588,6,63,0,209.855,-0.153135,-0.487032,0.277115,-0.215791,-0.972645,-0.789195,0.886391,0.671744,0.734386,-0.733744,-0.481071,-8.56276,-1.66678,-0.574797,-0.796837,-1.69173,1.68968,1.72174,-1.08459,1.12412,0.447277,-2.8086,1.99915,-1.28491,-2.39502,-2.85802,-1.81732,3.33898,1.49656,0.37578,3.85278,-0.00723168,-0.500904
-201.368,0.999982,0.0860593,5,31,0,206.396,-0.290256,0.262628,0.53139,0.185895,-0.357995,-0.961309,0.277179,0.188985,0.759327,-0.887218,-0.576324,3.95685,-1.8315,-1.69617,-2.35783,-2.25307,1.51711,1.33947,0.824964,1.63656,0.12135,-0.355564,0.493103,0.605325,-1.9516,-1.6721,0.618068,0.110728,0.463827,-0.579255,3.27514,-0.431038,-1.98071
-201.519,0.99842,0.0888312,5,63,0,204.645,-0.434129,0.46809,1.51324,1.25689,-1.07198,-0.763539,0.166164,0.247882,0.00719807,-1.63196,-0.545119,-3.49922,-0.46707,1.16604,1.44218,0.274121,-0.30629,-0.404408,0.60182,-3.22324,0.33753,-0.189059,-1.79892,0.749335,1.3694,2.0405,-3.72528,-0.304614,0.213549,-0.666291,1.46702,-1.74289,2.94535
-202.985,0.998241,0.0913163,5,63,0,205.156,-0.273272,-0.191488,0.823936,0.0374578,-0.528371,-1.90835,0.84868,0.837913,-0.953843,0.725975,-0.741204,0.552833,-0.952951,-1.09119,-1.36758,1.45095,0.142586,-0.927887,0.171149,-1.73527,0.75361,0.788015,-8.90033,-0.550503,-0.766544,-1.8577,0.103905,-4.7792,1.16497,0.481328,-0.210709,1.99522,3.49061
-206.106,0.993442,0.0937868,6,63,0,211.499,-0.271126,0.90297,2.41318,1.09864,0.532408,-1.6684,-0.727509,-0.235975,-0.531381,-1.69063,-0.979452,3.1001,1.08244,-0.331891,-1.47484,4.13759,0.833883,0.82847,-0.975753,0.824273,1.08074,-3.26802,11.4902,1.62567,2.97338,1.05232,3.18912,-1.55702,-0.789124,-0.878791,0.363255,-1.46893,1.90401
-206.025,0.998558,0.0952431,5,31,0,212.013,-0.576328,0.929924,2.0047,0.239407,-0.411018,-0.153548,0.801171,0.117895,-1.93456,1.37749,-0.860556,-5.85781,1.04765,2.01996,-0.401437,1.5085,-2.99344,-0.844865,-1.3057,0.376561,-1.52306,-3.1428,-2.31056,1.08184,1.21429,-2.31795,-0.968899,2.66754,0.88767,-0.740338,-2.0269,2.44075,-1.22506
-200.726,0.998898,0.0978048,5,31,0,209.559,-0.329623,0.793489,0.421811,1.10425,-0.97781,-1.04634,0.000473249,1.18361,-0.584032,-0.745142,-0.578228,-1.98062,1.66353,1.2589,-1.65722,-0.104597,3.55219,1.0814,-0.936525,-2.78056,2.90357,-3.18199,-2.66617,2.03905,-2.6106,1.83643,-2.51125,-1.12931,0.0520665,0.99423,0.413883,-0.244735,0.48505
-203.725,0.988987,0.100465,5,31,0,207.097,-0.424779,-1.22549,1.96298,0.484295,-0.832425,-1.40574,-0.350326,0.651717,-1.56887,-0.476052,-1.09241,1.86129,0.259611,-0.968274,-1.72003,3.4642,-0.901788,0.272824,-1.5215,0.071283,0.264434,-0.791117,-10.0528,-2.37916,1.21418,-0.871852,-1.09795,-1.29545,-0.404566,0.178482,-1.26646,-0.0664572,-2.27029
-203.909,0.994075,0.100913,4,31,0,213.882,-0.429679,-0.631298,1.73545,0.578255,-0.966731,-1.83811,0.384333,0.147739,-1.78049,-0.133757,-1.14047,-2.31709,-3.78305,1.39524,-0.886452,0.879969,3.32541,-2.6005,2.27985,1.12617,-1.34647,0.30348,-12.9688,-1.37314,0.686322,-0.660536,-1.34687,-2.62469,0.42252,-0.41351,-1.53487,0.331797,-1.50359
-203.077,0.994171,0.102486,5,31,0,207.522,-0.0420575,-1.08536,1.46108,0.231589,-1.35056,-1.83618,0.557442,0.192259,-1.4175,0.287678,-0.732782,3.639,-0.539951,1.9662,0.70662,0.218603,-0.00557056,0.557989,-0.197,-1.39636,0.542657,-5.26508,2.10625,-2.01401,2.28381,-0.16498,-1.65955,-1.99696,0.932815,-0.239941,-0.661347,1.59303,1.74109
-204.309,0.987568,0.104072,5,31,0,208.051,-0.141441,0.311073,-0.304265,-0.0055572,0.10839,-1.59731,-1.08187,0.519131,-1.1265,-0.799022,-0.964518,-0.337922,1.86451,1.73752,1.47837,0.352964,1.293,0.0363594,0.150528,1.36912,-1.22977,3.12966,4.41426,0.828342,-2.97092,-1.10991,2.662,-0.11559,-1.14861,0.180975,-0.343339,-0.222391,-3.17673
-206.16,0.999726,0.104145,5,31,0,210.219,-0.322148,0.359797,0.193361,0.125897,0.237308,-1.80488,1.64094,1.07063,-1.60488,-0.409354,-1.39484,-0.0147834,0.515459,-3.38079,-1.49865,1.81226,-0.695465,-1.01518,0.193438,-0.462976,-0.480305,0.0993633,-1.1055,0.372321,-1.58066,-0.944128,1.37663,-0.960406,1.79107,0.79462,-1.21234,-0.0224578,-3.31666
-206.58,0.999273,0.106979,5,63,0,212.097,-0.0748549,-0.252009,0.162817,1.90568,-0.984124,-2.52153,-1.30846,0.824051,-1.38732,-0.347958,-1.06957,0.479734,-0.814743,2.68411,0.147049,-2.78892,2.24964,-1.68475,-1.27857,1.48942,-0.297593,0.322296,5.19684,-0.0825422,-1.44489,3.27606,-0.0536627,-2.76158,-1.35659,0.623084,-0.660142,0.360413,-0.0181702
-203.157,0.993761,0.109737,5,31,0,212.466,-0.424105,0.00591468,1.05665,0.418868,-0.0722041,0.0655083,-0.0991784,0.466071,-1.94353,-1.18357,-0.625053,1.50705,1.04346,3.07935,-2.81168,1.87608,4.16968,1.71754,-0.411217,0.782518,-0.156533,3.98074,5.97603,-0.578933,-0.614987,-1.42377,1.04608,7.26654,-0.144897,-0.255643,-2.14197,-1.01234,-2.76422
-206.649,0.99698,0.111201,5,31,0,212.142,-0.69751,-0.00812832,2.02047,1.21626,-0.106571,-0.153516,-2.01323,-0.618074,-0.353344,-1.27064,-1.0926,1.42099,0.805428,1.28688,2.13694,0.0648947,-3.6777,-0.0346855,-0.151555,3.1632,1.06426,0.998608,-11.7935,-0.915571,0.446168,-0.227215,-0.484477,1.16095,-2.3449,-1.52198,0.0801163,-1.20086,-4.77068
-203.584,0.999868,0.11343,5,31,0,213.192,-0.302551,-1.04724,1.00566,0.881501,0.291545,-1.31931,-0.70472,0.433448,-2.25433,-0.606066,-0.629476,0.182013,-1.7184,1.70546,1.47079,2.62117,3.7084,-3.14946,-1.88532,0.541344,-1.24431,-1.11502,-2.86581,-2.94938,-0.185436,0.948733,3.53668,-2.49034,-0.873397,-0.175676,-2.49626,-0.000313604,2.91046
-204.151,0.995178,0.116372,5,31,0,209.316,-0.359346,1.3904,0.803017,0.462344,0.0633003,-1.04968,-0.628547,0.305146,-2.05003,0.68407,-0.942465,1.94011,-3.86156,-0.305897,0.812077,2.09296,-0.871205,-0.628762,0.0347822,-1.83251,-0.898669,-0.252636,2.13333,2.418,-1.12688,-0.801111,1.50091,0.289094,-0.719403,-0.271005,-1.91521,1.57694,-2.41402
-204.482,0.997688,0.118173,5,31,0,209.639,-0.346729,1.17254,0.24577,1.18685,0.154023,-1.38094,-0.867869,1.48683,-1.47354,-1.38726,-0.868568,-1.86664,2.52639,-1.55178,-1.12472,1.4916,-0.706578,-0.638053,-0.788114,-2.26814,2.03229,0.652246,-0.240067,2.18198,-2.63386,1.17491,1.98189,-1.5373,-1.01595,1.29829,-1.11171,-1.1571,-0.625554
-202.469,0.998201,0.1206,5,31,0,206.938,-0.413639,1.47172,0.771553,0.728045,-0.203543,-0.937356,-0.195232,1.17634,-1.05929,-1.49852,-0.926248,2.09172,-1.3518,2.5424,-0.975682,-1.46355,1.66555,1.1118,-1.18138,1.41077,0.959902,1.41317,-0.750306,2.48364,-1.42753,-0.349233,0.470684,0.261159,-0.235493,0.821671,-0.567532,-1.33697,-4.02874
-203.563,0.996674,0.123169,5,31,0,206.775,-0.347374,-0.207447,1.97535,2.04505,-1.04186,-0.905032,0.596985,0.80982,-0.783473,-0.691408,-0.681668,3.69842,-2.41108,0.567104,-0.447963,0.603803,1.34109,0.169955,-0.909339,0.796664,1.58776,-1.01315,6.86221,-0.854641,2.80399,4.54676,-2.40412,0.373186,0.821151,0.366956,-0.0192785,-0.1896,5.48495
-200.541,0.99862,0.125354,4,15,0,204.941,-0.33024,-0.458378,1.34934,1.49029,-0.8566,-0.957459,0.66711,0.358709,-0.532992,-0.647099,-0.758445,2.23514,0.122711,2.33862,3.63704,-1.5484,0.499782,0.304645,0.937042,-0.623753,-0.134885,1.45326,2.68464,-1.31274,0.609383,2.44871,-1.37492,0.531485,0.890904,-0.26132,0.415698,-0.122128,-1.61017
-200.138,0.993876,0.128053,5,31,0,204.094,-0.372647,0.614366,0.534113,-0.0300965,0.0370359,-0.465691,-0.63114,0.510776,-0.149019,-0.530553,-0.207825,3.30071,1.31966,-0.181236,1.88338,0.266818,1.92921,-0.311316,1.19442,-3.02631,0.0200051,1.0535,1.78663,2.47396,-2.63657,-4.35309,2.95317,2.67862,-1.06953,-0.232889,1.7245,0.105699,-2.68477
-201.899,0.997124,0.129503,5,31,0,206.255,-0.377982,0.421378,0.786471,0.384914,-0.31526,-0.625076,-2.21825,-0.0216787,-0.299603,-0.078097,-0.0484982,0.660962,-1.53535,1.2715,2.78752,-1.85039,-0.663962,-1.77192,-0.782668,-1.14666,0.580663,0.957236,-3.37146,1.98997,-0.0911699,-1.14894,-0.786704,-2.02371,-3.75929,-1.72396,1.37675,1.35008,3.19741
-202.974,0.973219,0.131811,5,31,0,209.525,-0.142163,0.321056,0.766215,0.299611,-0.265773,-0.669746,-0.860513,0.595035,0.758063,-0.214195,-0.109022,-0.468944,1.51936,0.751726,0.340115,0.605921,1.06626,-3.43661,-1.55785,-1.58413,0.919293,1.61286,16.6699,2.48142,1.38064,0.0590664,2.52525,2.98597,-1.37063,0.391463,5.99266,1.35944,1.74776
-200.777,0.972557,0.127778,4,15,0,208.344,-0.369337,0.494081,0.462595,0.138944,0.0210493,-0.871991,0.104048,0.35449,0.353944,-0.373757,-0.442521,11.5879,0.852569,-0.0490577,-0.25373,1.15944,2.40167,-1.48545,0.380428,3.20289,0.722972,1.38711,-2.12424,1.24924,-2.88004,-2.56757,2.21978,-1.16261,0.184182,-0.469562,2.60495,0.377659,-1.37502
-200.259,0.999247,0.12373,5,31,0,203.997,-0.820238,0.0504158,1.34876,1.07434,-0.257198,-0.0408902,-0.283609,1.11999,-0.989906,-0.872222,-0.226573,-5.84214,0.556524,0.271854,-2.19216,-0.0428602,0.550125,0.415818,0.32939,-2.34906,0.562704,-2.9578,-12.6416,-2.45477,-0.266821,0.160549,-3.66319,1.04845,-0.841983,0.438569,-1.52144,-1.17442,-2.4734
-200.594,0.992633,0.126432,5,63,0,203.993,-0.273675,-0.258293,1.15156,0.00380908,-0.975398,-1.25398,0.333067,-0.0114157,-0.338376,-0.46344,-0.917881,-5.91026,1.7412,-0.923925,0.390121,1.8081,-1.18253,-0.155645,0.74359,0.453944,1.46334,-1.20618,-2.11746,-0.588846,0.077427,-1.64846,-1.10282,0.0575301,0.462646,-0.631591,0.695484,0.129826,-3.85333
-202.344,0.990142,0.127458,4,31,0,205.479,-0.153816,-0.234677,1.86295,0.96914,-0.8661,-1.65386,0.274255,0.673691,-1.04567,0.190189,-0.603003,2.44787,0.437477,-0.557495,2.22352,1.25036,1.2653,-0.420838,1.15291,-1.77716,0.234239,-2.61467,5.76243,-0.372718,3.74999,2.13339,-0.812764,-3.50435,0.54527,0.360692,-0.189288,1.49687,6.45409
-199.419,0.999509,0.127836,5,47,0,204.288,-0.555977,0.629216,1.01248,0.734154,0.279008,-0.250738,-0.216791,0.635053,-0.147833,-1.13379,0.206847,-0.856193,-2.55065,1.27107,-0.0744389,2.71534,-1.51738,0.25924,0.137623,-0.349258,0.452112,4.17016,12.0712,4.1416,3.42961,3.00752,6.72717,1.08973,-0.79962,-0.043641,1.73234,-2.21517,8.66256
-200.162,0.995987,0.130597,5,31,0,203.679,-0.656467,0.0758373,1.47394,1.00046,-0.104084,0.122998,0.217596,1.43015,-0.944816,-0.981835,-0.400975,7.46849,0.592412,0.622669,1.98996,-0.373953,0.385815,0.67844,0.266717,-0.709622,1.77126,0.793991,1.28629,-1.37993,0.59946,0.0841494,-0.804636,5.77065,0.133948,1.16094,-0.928819,-1.04451,-2.23563
-204.864,0.972007,0.132458,5,31,0,209.678,-0.266587,0.853384,0.806488,0.684668,-0.598841,-1.55404,1.52421,0.412706,-1.52633,0.757678,-1.31463,5.786,-0.325474,-1.31354,-0.767302,1.68281,-2.53522,-1.33982,-1.48064,0.9119,0.0592572,-2.93454,5.24557,1.19349,-0.532956,0.0653642,0.0797398,-0.0585067,1.70635,0.0606433,-1.06478,1.391,-4.76826
-203.006,0.998349,0.12815,5,31,0,208.196,-0.659862,0.150417,0.804446,0.584426,0.408618,-0.353395,-1.24588,0.866368,0.0866745,-1.62279,-0.499305,3.23219,-2.39081,1.1753,1.43041,-1.87358,2.68371,1.2285,-0.677264,-0.820894,1.56364,-0.455307,-10.5688,-1.0397,-2.93986,-2.11789,2.05975,0.162571,-1.86715,0.0969731,1.26271,-1.9528,-3.9262
-199.677,0.998302,0.130547,4,31,0,206.363,-0.259061,-0.256749,0.76008,0.778658,-0.666264,-0.608472,-0.947995,0.478192,-0.247019,-0.727811,-0.570158,-7.51338,0.208675,-1.15623,-0.742309,3.18585,2.49325,-1.26884,0.602496,1.46564,-1.75177,-2.4072,6.08678,-0.818015,-0.845504,0.926847,-0.664947,3.7271,-1.1994,-0.0744364,1.23591,-0.136772,-4.8568
-198.613,0.990285,0.132942,4,31,0,203.059,-0.524758,0.649466,1.54066,0.64973,0.00849514,-0.804,0.22984,0.626937,-0.499232,-0.301257,-0.592346,6.59277,-1.50322,-1.28863,0.131223,-1.55242,1.49664,-1.56987,-0.251877,0.929682,-0.500152,-2.81354,-3.49557,0.907981,0.801092,-1.06983,0.775871,-1.56431,0.23503,-0.1225,0.240621,0.253748,-2.92315
-198.892,0.992919,0.133267,4,31,0,203.319,-0.498653,0.560347,1.05358,0.928863,-0.0837283,-0.397807,0.758042,0.722075,-0.258444,-0.977488,0.12155,1.40048,1.3723,2.67543,-0.00176308,0.815006,-3.09558,-0.449319,-0.188332,-0.430112,1.0576,-2.16745,8.62981,3.19936,3.29202,5.14507,0.488592,-1.39049,1.8218,0.302278,1.28734,-1.53226,8.87568
-201.072,0.994907,0.134257,5,31,0,203.893,-0.851645,0.466006,0.885348,1.39239,0.0660705,-0.0312828,0.000998514,0.657836,-0.307539,0.673085,-0.360899,-5.95991,-1.42897,0.212892,-0.0707695,-0.489009,-0.746024,-1.09117,0.716297,-0.187822,-0.531845,2.83358,-10.8012,-0.731874,-3.83792,1.15405,-1.28675,0.576364,-0.350196,-0.580284,0.101117,1.82306,-5.64962
-200.88,0.994289,0.13575,4,15,0,205.106,-0.843705,-0.0992294,1.44188,1.38429,0.182431,-0.0392665,0.159208,0.720447,-0.289578,0.504291,0.0465734,3.66281,1.03141,1.45546,-3.17376,1.34823,1.03505,0.409284,0.53648,0.0588879,-1.73442,-1.09859,2.23402,-4.30683,3.29799,5.82561,-0.021577,0.58947,-0.171061,-0.513404,0.102564,2.38616,9.12159
-203.36,0.998049,0.137074,5,31,0,208.364,-0.376932,0.573261,0.984276,1.83919,0.225261,-0.91986,-0.529001,0.935556,-0.87495,0.133144,-1.24906,-6.11717,-1.46408,0.276606,0.350267,0.704893,2.88062,0.509987,-0.140471,1.18875,1.19023,4.1194,7.25303,0.623916,-0.570704,1.82904,1.36444,0.997094,-0.570819,0.586533,-0.338111,0.633572,-4.44758
-207.176,0.995013,0.139378,5,47,0,211.74,-0.535784,1.80306,1.54845,2.40085,0.724019,-0.108508,0.318631,1.24919,0.377897,-0.537883,-0.957633,0.601941,1.21629,-0.978898,2.1454,0.983353,0.33465,-0.621345,1.18415,-0.759115,0.317581,-5.2388,15.6642,2.75275,0.0402362,3.2507,2.51471,3.09443,0.314937,0.82215,1.39479,-0.191441,1.41339
-205.112,1,0.140879,5,31,0,209.575,-0.609761,1.48882,1.43614,2.04143,0.404592,-1.30194,0.279311,0.936344,0.240607,-0.925964,-1.24723,2.48666,1.83515,0.102859,2.24563,1.84226,3.65446,0.218223,0.879194,0.939885,0.229958,-0.0952039,-7.4029,1.59382,-0.407195,1.54533,0.896259,-1.79158,0.237121,0.455123,0.859036,-0.740237,-3.86557
-204.388,0.993853,0.143715,5,31,0,209.319,-0.477849,0.769449,2.12133,2.16727,0.282072,-0.571385,-1.16883,-0.14982,-0.859919,0.295868,-0.946699,-3.45921,1.9123,-0.436058,1.40386,1.0302,-1.81031,0.580069,0.942096,1.85294,-1.06317,-4.1262,9.53777,0.917846,1.66863,2.944,1.54866,1.43455,-1.39651,-0.944104,-0.353184,0.952398,-0.420007
-204.154,0.988818,0.144893,5,31,0,209.63,-0.637685,0.138086,1.00756,0.531726,-0.707593,-0.534716,-0.614374,-0.378755,-2.01077,-0.0948707,-0.537485,-5.22605,0.640171,1.08326,3.11467,0.33687,1.01711,-1.88963,-1.63505,-0.300893,1.25741,-1.77052,-20.938,-0.968436,-1.90078,-2.19104,-3.35467,-1.07802,-0.99526,-1.90914,-2.61552,0.489389,-0.808863
-206.032,0.974164,0.144696,5,31,0,216.131,0.272255,-0.927124,0.403607,-0.00980144,-0.941687,-2.04133,0.356757,1.16517,-1.02519,-2.0461,-0.170188,5.06475,-1.83397,-0.355754,4.26662,5.71021,1.01105,0.305064,-0.13762,-2.05307,-0.36634,0.926409,-4.66094,-2.29265,1.49485,0.883496,0.2082,-11.4405,1.36684,2.19883,0.649052,-2.29496,20.0027
-204.614,1,0.140612,5,31,0,211.249,-0.344872,0.825678,1.71238,0.825675,-0.468227,-0.550989,-0.663758,-1.50422,-1.39486,0.420136,-0.586164,0.771599,0.0378951,2.51296,2.90155,1.40496,0.464141,0.304675,2.86845,1.51929,1.66234,0.312465,8.71804,2.05843,2.40896,0.611964,-0.267105,3.01346,-0.86223,-3.24167,-1.14923,1.67234,2.46125
-202.444,0.991127,0.143354,5,31,0,211.646,-0.157978,0.145631,0.554482,-0.91864,-0.761924,-1.60164,-0.0199736,0.363895,-0.575288,-0.490653,-0.809739,1.91232,-2.59958,-2.57842,-0.48863,-0.515701,-2.05594,0.804917,3.46969,1.35467,-1.88853,-2.53538,-3.61624,0.554149,-1.0631,-3.98117,-0.0194342,-1.18409,0.109915,-0.0775678,0.568945,0.249412,-0.998188
-201.848,0.980024,0.143747,5,31,0,207.937,-0.30098,0.655133,0.922758,0.44831,0.145618,-1.23819,-0.0638738,0.0649799,-1.63599,-0.65968,-1.06029,-5.41886,0.495055,1.07335,4.56276,1.89079,0.807569,-0.0677498,-0.306231,-2.09494,-0.194593,1.75103,3.68364,1.01439,-0.572958,-0.562398,1.79422,0.286312,-0.0293776,-0.473041,-1.24097,-0.197026,-4.88776
-200.13,0.999754,0.141225,5,31,0,204.424,-0.498068,0.288596,1.57695,0.914929,-0.493445,-0.383515,0.690008,0.412124,-0.345608,-1.66128,-0.222112,1.31566,1.48403,1.91666,-0.505978,0.579959,-3.10208,0.228427,-1.19853,-2.1166,-0.874038,0.499479,2.25683,0.161567,3.66977,1.53734,-2.81339,1.63875,1.14497,-0.657194,0.788413,-2.26527,4.48779
-200.021,0.998969,0.143847,5,31,0,204.299,-0.956455,0.551914,1.58556,0.690504,0.293606,-0.0466359,-0.109442,1.28764,-0.263873,0.757526,-0.0441357,5.25641,0.383644,-0.410259,0.776042,2.46328,-0.95078,1.93787,0.762455,1.89187,-0.477517,1.58228,-7.15469,-0.536098,2.37736,-3.48399,-0.148871,-2.05222,-0.793162,0.854875,-0.054849,2.65313,-1.4087
-200.021,8.85246e-25,0.585107,1,1,0,204.298,-0.956455,0.551914,1.58556,0.690504,0.293606,-0.0466359,-0.109442,1.28764,-0.263873,0.757526,-0.0441357,-7.25631,0.46439,0.821798,-0.757757,-0.168543,-2.52333,0.477224,1.09505,0.588457,-0.535605,-3.2948,-7.15469,-0.536098,2.37736,-3.48399,-0.148871,-2.05222,-0.793162,0.854875,-0.054849,2.65313,-1.4087
-200.021,0.00239515,0.951477,1,3,1,204.244,-0.956455,0.551914,1.58556,0.690504,0.293606,-0.0466359,-0.109442,1.28764,-0.263873,0.757526,-0.0441357,-0.532777,-1.44979,0.268891,3.29423,-0.516982,1.71199,0.256951,0.348256,-1.90927,-0.639331,0.78412,-7.15469,-0.536098,2.37736,-3.48399,-0.148871,-2.05222,-0.793162,0.854875,-0.054849,2.65313,-1.4087
-199.771,0.998215,0.0530213,5,63,0,204.664,-0.81153,0.326541,1.72944,0.600569,0.319873,-0.107953,0.0890556,0.40286,-0.386263,0.277781,0.00923287,5.5757,-0.493245,-1.2512,0.768435,-0.347218,0.369167,0.625218,-3.26932,-0.315319,-2.27934,-0.888256,-0.830241,-1.14222,5.76366,-2.92739,2.10682,-0.351359,-0.279178,-1.4128,-0.146833,1.62233,4.50243
-200.208,0.997669,0.0286345,6,63,0,205.539,-0.819527,0.409735,0.889714,0.922986,0.562586,0.212408,0.051557,0.856887,-0.00126304,-0.465465,-0.217711,4.49243,1.31552,-1.34964,3.06984,-2.5132,1.61229,0.21759,1.40326,0.190986,-1.38359,-0.247343,-0.639838,-0.798724,-3.54383,-0.888035,3.20229,5.42316,-0.291345,-0.156763,1.02757,-0.390647,-4.63744
-201.539,0.998748,0.0194259,7,255,0,209.382,-0.5067,0.551153,1.46626,1.44248,-0.354854,-0.130855,0.397197,1.8106,-1.29223,-0.873812,-0.647019,-7.51012,-0.145725,-2.33717,2.71657,1.51544,-1.88667,-0.186915,-0.420129,0.822772,-0.0940127,5.57452,7.08688,0.625593,0.435153,1.91965,-0.700025,4.26947,0.464923,1.74181,-1.14438,-0.620238,-2.22253
-200.6,0.999972,0.0151436,7,255,0,203.492,-0.643754,1.01326,1.03406,1.27715,0.153673,-0.50136,-0.0270739,1.58502,-1.47289,-0.867279,-0.420463,-3.63886,0.441242,-0.712751,-1.33313,1.6653,-1.75957,-0.713242,-1.35318,0.392777,0.363692,2.27123,-4.23628,2.08742,-1.69493,1.53676,0.883661,-1.45881,-0.2228,1.44324,-1.91279,-0.826556,-0.759822
-200.853,0.999895,0.0129337,8,255,0,204.993,-0.760561,0.120092,2.00084,0.577239,-0.194758,-0.261387,0.82714,0.866637,-0.572667,-0.802931,-0.341683,2.16225,-0.946165,-1.19235,0.685592,1.41106,-2.25262,0.179612,-1.60439,2.21445,1.02056,-0.95337,-11.0897,-1.70382,3.22407,-2.89162,-2.29675,-0.860056,1.02931,-0.0492924,-0.34362,-0.887635,-0.187183
-200.622,0.999958,0.0117189,8,255,0,204.566,-0.844142,0.987079,0.770407,1.49698,0.215857,-0.207132,-0.151502,1.05929,-0.0679668,-0.0121943,-0.105001,-3.75629,-0.5857,-1.39356,-0.159325,3.29668,-2.23566,0.758252,0.0285658,0.277968,-0.98491,-0.238225,-4.34356,2.5882,-4.5999,4.47629,0.0698187,-2.69141,-0.724178,0.356043,0.860608,0.604742,1.55764
-199.642,0.999855,0.0110699,7,255,0,205.545,-0.57213,0.448607,1.59319,0.531523,-0.0898592,-0.167738,0.346546,1.50317,-0.0288008,0.0170195,-0.118779,-1.63745,2.42459,-1.24485,3.79899,1.30481,1.72826,-0.835151,-0.628182,0.661878,0.412829,1.89656,8.93969,0.81863,4.4896,-1.66674,-0.256003,3.93732,0.498765,1.90765,1.71894,1.15201,3.4562
-200.588,0.999826,0.0107683,8,511,0,204.26,-0.430502,0.0315546,0.452239,1.10135,-0.188775,-0.73676,-0.428106,0.219634,0.427771,-0.166004,-0.460677,-7.90015,-0.0527753,-0.789227,-1.2586,-0.313775,0.502614,0.415666,1.9598,1.50998,0.848586,-0.568838,-2.08918,-0.61871,-3.27818,1.7713,0.460931,-0.514575,-0.643591,-0.776978,2.59726,0.669053,-0.96241
-207.834,0.999639,0.0107026,8,511,0,210.624,-0.270166,-0.532983,0.689696,1.37771,0.391604,-0.411519,-1.09083,-0.224436,0.978445,0.295417,-0.933704,3.44131,1.16617,-1.36637,0.014357,-1.00341,0.989686,0.71872,0.955064,0.0113852,-0.688411,3.41305,18.1948,-1.09975,-1.07559,1.82193,2.94307,4.41233,-1.2244,-0.896317,2.70812,1.14218,0.342771
-212.077,0.99997,0.0108012,8,255,0,220.217,-0.270744,-0.744615,0.689489,1.72464,0.266318,-0.611889,-1.46357,-1.02399,1.32216,0.217443,-0.60076,-3.92606,-0.842024,0.233819,1.60038,-1.74288,-2.13657,-1.01512,-4.48693,0.796256,-0.679795,3.59895,16.9165,-2.16406,-1.20476,4.38029,3.76565,3.54709,-1.8618,-2.43595,4.37307,1.40185,8.58643
-205.245,0.999996,0.0110414,7,127,0,214.299,-0.708929,-0.104718,1.14819,1.36802,-0.331267,-0.317534,-0.564334,-0.30795,0.387525,-0.264838,-1.24852,6.7495,-2.06572,-1.73263,1.64724,1.88863,0.83106,-1.831,-2.42661,2.77138,1.12263,2.57856,-15.8671,-0.942348,-1.19205,0.0597782,-0.883001,0.443398,-0.714862,-1.02962,0.952219,-0.0297437,-4.69719
