# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2020433332
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_sigma.1
-201.859,0.999532,0.0206031,7,127,0,205.29,-0.155565,1.02159,0.633685,0.298793,-0.560456,-0.649133,0.85109,0.96229,-1.35178,-0.223264,-0.378578,-0.279512,-2.09777,0.614427,-0.538055,-0.340271,-0.000340445,0.855291,-0.445934,-0.323332,-0.222422,-0.717842,14.1076,4.32173,-0.601043,-0.400952,0.229293,4.65596,1.55382,0.952803,-0.978116,1.01725,-2.01471
-204.122,0.999973,0.0216032,7,127,0,206.959,-0.702317,-0.236229,2.53764,1.91352,-0.199728,-0.650599,0.878147,0.353707,-0.693883,-0.145522,-1.08777,0.600438,-1.15495,0.624163,0.573054,1.21097,0.00618825,-0.702389,-0.474842,0.989556,-0.20287,0.236764,-11.0406,-1.29846,1.52228,1.21912,-0.718254,-0.740265,0.877764,-0.365481,-0.375938,0.152605,-4.67428
-203.196,0.999999,0.0227236,7,127,0,205.857,-0.454717,-0.002914,2.14212,2.08795,-0.00707624,-0.665717,0.952327,0.671637,-1.00437,0.22005,-0.730328,-0.690587,0.717339,-1.42183,-0.246778,0.330424,-0.202327,-0.067341,0.750086,-0.622554,0.684219,0.82172,10.2713,-0.630317,2.61277,3.89053,1.02695,0.9049,1.19565,0.0636983,-0.55315,1.05023,2.75545
-198.159,0.999049,0.023933,6,127,0,209.799,-0.588421,0.515334,1.36347,0.786576,0.15671,-0.411648,0.393945,0.822661,-1.1324,-0.467854,-0.445814,1.53986,1.24721,-1.76913,-2.92316,0.310767,0.818142,-1.3687,0.343414,-0.0320061,-1.55317,1.58388,-2.04913,0.447214,0.24706,-0.702801,1.29517,0.476164,0.447533,0.103409,-1.15376,-0.0684816,-4.00881
-201.121,0.997996,0.025154,6,63,0,202.343,-0.682779,1.23665,0.907664,1.14751,-0.282895,-0.439174,-0.601803,1.32932,-0.99806,-0.00541405,-0.21425,0.366926,0.53638,0.151925,0.262544,0.255269,0.0405272,1.02116,-0.276625,-0.685543,-0.338893,0.39808,-6.8284,4.02531,-2.33236,1.84307,-2.77528,-2.78542,-1.25914,1.14417,-1.33839,0.811425,3.33325
-201.775,0.998864,0.0263662,6,63,0,204.745,-0.34308,-0.870639,1.29722,0.268581,0.180952,-0.498724,0.002545,1.07765,-1.1676,0.263059,-0.412073,0.866637,-0.874347,0.187729,0.13858,-0.547874,-1.11315,0.891373,-0.910314,0.767907,-0.723844,-0.305362,6.433,-3.43659,1.57711,-1.78917,3.5651,3.36918,0.0537744,0.900735,-0.867179,1.66772,0.218257
-199.309,0.999906,0.0277124,6,63,0,204.829,-0.351078,0.736967,0.632384,0.547193,-0.658431,-0.927448,-0.328604,0.886198,-0.125581,-1.10276,-0.347035,0.542961,-1.56424,0.671135,-1.02186,1.90109,-0.294864,0.202047,0.633616,-0.631595,1.43762,-0.442508,-4.7724,2.54539,-1.88792,-0.267213,-2.11512,-2.49671,-0.476437,0.566089,1.63071,-0.96378,0.805708
-200.264,0.997307,0.0292132,6,63,0,202.92,-0.216054,0.650892,0.883046,0.378538,-0.632651,-0.682168,-0.39308,0.911425,0.0336336,-0.885731,0.0490989,-0.182083,0.932529,-0.783354,0.705293,-0.541101,-1.2828,0.164685,0.048832,-0.213474,-0.935902,-0.63793,6.99009,5.24118,3.14962,0.656992,-3.53218,-1.23166,-0.667442,1.3506,3.57235,-0.706762,7.82286
-202.665,0.999722,0.0305559,6,63,0,204.656,-0.599325,-1.01982,1.75914,1.43042,0.562805,-0.503173,0.0313652,0.856077,-0.768872,0.0827297,-0.686508,0.986367,0.771842,0.134947,0.723639,-0.213884,-0.464692,0.559299,-0.275887,-0.94042,0.554717,0.170843,-1.63743,-3.44361,0.888705,1.26678,2.5385,0.187596,-0.074035,0.183589,-0.364724,0.725357,0.137637
-203.527,0.993724,0.0321713,6,63,0,208.532,-0.256683,0.175011,0.374499,1.50203,-0.914357,-2.2368,-0.527051,0.731324,-1.26853,-0.142864,-1.02776,-1.07614,-1.59793,0.929018,1.07741,1.8246,0.465493,0.366757,0.336529,0.216125,0.565198,0.340492,-4.7787,0.279097,-1.66311,1.9384,-0.693063,-3.43337,-0.54407,0.377087,-0.69153,0.505795,0.667815
-207.743,0.99519,0.0332831,6,63,0,212.696,-0.296214,0.877841,0.45726,1.41125,-2.07873,-1.76941,0.135848,1.55792,-2.29125,-0.0555235,-0.947692,-0.419792,0.834503,0.522003,-0.822105,-1.35754,1.32921,1.16901,1.12714,-1.35446,-0.0437787,-0.0177134,-8.06638,1.56604,-1.73619,1.77288,-4.02971,-2.41493,0.212233,1.40696,-2.18282,0.638748,4.18511
-204.572,0.995223,0.0345636,6,63,0,210.897,-0.78779,-0.0612684,1.35884,0.488401,0.657016,-0.378059,0.664519,-0.430101,-1.23195,-0.899717,-0.109818,0.195673,0.808203,-0.866767,1.24084,-0.419008,-1.72753,0.241613,0.744573,-2.38365,0.432152,-0.158043,-13.4396,-3.17554,1.02422,-3.8839,5.51345,-4.72163,0.897711,-3.2164,-2.27592,-1.33026,5.35638
-207.37,0.99164,0.0358794,6,63,0,211.533,0.022191,0.588203,0.457378,0.752753,-1.42915,-1.21198,1.95007,0.131628,0.302741,-1.0462,-0.792371,-0.787105,0.0317884,-0.0843817,-0.452854,0.914169,1.45208,0.393039,-1.45039,-0.579803,-0.39195,1.34193,19.6532,2.07818,-0.572349,1.65876,-1.36988,3.18069,2.65639,-0.247121,2.36567,-0.366574,-3.62731
-205.616,0.99973,0.036859,7,127,0,213.734,-0.383397,0.624149,0.0305706,0.414096,-1.35381,-1.13323,-1.27321,1.49677,-0.957781,0.746758,-0.873996,0.885482,-0.537628,-1.54649,-1.87802,-0.8956,-0.526504,1.82514,0.0545204,1.02393,0.252541,-1.92858,-10.8264,0.929814,-3.33811,-1.06551,-2.8061,-0.597602,-1.51097,1.2798,-0.377241,1.72259,0.402145
-202.428,0.998595,0.0386979,6,63,0,207.998,-0.76244,-0.065703,2.0722,0.872012,0.526761,-0.143342,0.74451,0.140966,-1.14943,-0.61951,-0.707891,-0.0965385,0.865399,-0.799577,-0.623943,-0.49302,-1.50828,-1.47178,1.03276,-0.576325,1.73676,-0.504661,-9.33915,-1.65292,1.08998,-1.45115,1.31334,0.765544,0.750329,-1.00849,-1.18336,-0.470408,-4.39122
-203.221,0.994997,0.040471,6,63,0,207.68,-0.193039,0.519012,0.437113,1.14239,-0.400463,-0.650776,-0.833148,0.710695,0.0211946,-1.40222,-0.0121306,0.412223,0.193147,-0.681696,-1.98583,-1.15161,-0.150057,-1.17144,0.736134,0.587991,0.0323786,-0.831547,12.7148,3.9584,-1.71924,8.06789,0.153612,1.10205,-1.49616,0.707474,3.37934,-1.85741,8.63904
-206.675,0.996567,0.0418848,6,63,0,211.133,-0.299778,-1.23575,2.06901,-0.38225,0.152962,-1.20568,-0.297271,1.54623,-1.99939,0.296506,-1.081,1.03068,-0.183969,-1.04357,-0.2614,1.58933,0.657724,-0.934965,0.456572,0.568982,-1.00619,-1.13372,2.69593,-2.18898,1.85493,-2.29025,1.77933,0.468218,-0.295302,1.35886,-1.71923,0.993106,-1.60972
-204.318,0.999959,0.0435033,6,63,0,211.496,-0.445526,0.372335,1.16085,2.44801,-0.842486,-0.994198,-0.369411,1.42017,-0.300268,-1.49648,-0.818449,-0.478745,2.05717,-1.541,-0.159804,-0.802315,1.23437,0.39673,-1.51173,1.49024,-0.54967,0.600641,-0.116182,0.263591,-0.538082,4.42657,-1.75512,-0.721478,-0.474382,1.13824,0.595888,-1.39143,1.9818
-204.379,0.991122,0.0455607,6,63,0,209.284,-0.433339,0.186515,1.03572,-0.318219,-0.0311054,-0.6465,1.90914,0.884373,-0.46306,-1.19889,-0.0802542,0.387304,0.950596,0.0612498,0.724001,-0.0492598,-0.866654,0.607039,1.4283,1.11412,-1.74789,0.878266,-6.55445,0.0726989,1.48021,-7.97063,1.90514,-3.17973,3.71156,0.659605,0.608164,-1.57809,7.57554
-202.839,0.995863,0.0465802,5,31,0,207.915,-0.445915,0.025668,0.380926,0.739074,-0.600732,-0.577587,1.85143,-0.0126211,-0.746255,-0.878358,-0.730857,0.445939,0.172204,0.190934,-2.15781,0.867518,1.14541,1.03202,1.12787,0.489944,-0.711679,-0.288191,-6.49338,-0.53675,-3.01111,-0.40565,-1.15386,1.61247,2.35598,-0.92212,-0.108418,-0.56083,-3.41302
-201.674,0.999404,0.0481927,5,63,0,205.693,-0.368669,0.160177,0.586422,0.276167,0.0791635,-0.638551,1.42498,-0.027096,-0.307559,-0.537068,0.311027,0.296597,0.0313016,-1.17854,0.694997,0.567367,-1.09402,1.92706,-0.636969,-0.246417,-0.58166,-0.20458,-2.17912,0.929815,0.101722,-1.66128,6.39958,-10.4564,4.35024,-2.48427,1.56918,-0.202908,9.91669
-200.246,0.99147,0.0502867,6,63,0,207.475,-0.261594,0.61403,0.535618,0.0269582,-0.49177,-0.985042,-1.0487,1.14273,-0.172757,-0.828967,-0.399069,0.535971,-1.30492,-0.932207,-0.751457,-0.26747,2.12025,1.96402,-0.966691,0.860338,-0.816557,0.518942,-2.17647,2.24989,-1.84452,-2.56458,-0.138454,-1.17857,-1.46524,1.13555,1.63491,-0.32166,-0.956623
-200.383,0.999107,0.0513722,5,63,0,203.387,-0.789581,-0.115698,1.1455,1.09848,0.290614,0.118795,-0.749033,0.792061,-0.523459,-0.990594,-0.0526719,0.743721,0.185564,0.282321,0.68769,0.964021,0.234327,1.45618,-0.721454,-0.642543,0.707653,-0.573542,-0.798968,-3.6926,-0.395187,1.99906,1.67837,5.57392,-1.78122,-0.229023,-0.494052,-1.60151,1.19246
-198.982,0.990955,0.0534874,5,63,0,206.082,-0.334693,-0.125821,1.208,0.27535,-0.0960212,-0.831379,0.012206,0.795699,-0.208794,-1.49379,-0.464533,0.471351,0.337847,0.00676177,-1.48853,-1.30084,-2.53397,1.68764,-0.0499514,0.438413,-0.688001,-0.141513,1.10389,-0.785509,0.942376,-1.65563,1.74546,-0.0380428,0.0717977,0.374617,1.2983,-1.51388,-2.59651
-202.773,0.991693,0.0545112,5,63,0,204.651,-0.799092,1.14844,1.37176,1.66937,0.0924932,0.166583,-0.179041,0.0659925,-1.60903,-0.149828,-0.562228,-0.0700027,-0.314334,-0.217107,0.174872,0.639369,-0.580442,-0.0998517,-0.0623635,0.284973,-1.53109,0.624119,-4.35634,1.48934,-1.28896,1.6594,-0.634869,3.04629,-0.495876,-1.33229,-2.10307,0.209371,-2.58706
-201.978,0.971658,0.0556329,6,63,0,206.113,-0.462681,-0.336666,1.15388,0.245284,-0.569702,-0.928621,-1.01653,1.09738,0.464236,-0.645623,-0.791026,-1.34229,0.632592,1.55855,0.485782,1.41109,-0.0439368,-0.764478,-0.696688,-0.496288,0.301796,-0.0435491,-9.36392,-1.34717,-0.61912,-1.97266,-1.01705,-0.644189,-1.27896,0.675593,1.87965,-0.248089,-2.60122
-202.874,0.999478,0.0539868,6,63,0,205.197,-0.332586,0.16735,1.23536,0.719896,-0.465238,-0.583531,0.72358,-0.395463,-2.34356,-0.768474,-0.919254,-0.608323,0.295157,-0.317753,-1.22661,0.313808,0.267941,-0.195915,0.626056,-0.780398,-0.0911045,1.16855,4.37671,0.106808,0.0618976,-0.0551429,0.0975148,2.87294,0.901052,-1.17771,-2.31315,-0.326139,-4.87111
-206.263,0.995523,0.056138,5,31,0,208.831,-0.304876,0.0131804,0.923531,0.941467,-0.40976,-1.00571,0.194628,-0.429901,-3.4392,-1.40075,-0.350058,1.17517,-0.208841,-0.489453,0.102109,0.164728,-0.664752,-1.10222,0.428636,-0.796759,-0.827708,0.523697,-5.80667,-0.222237,0.105562,2.32163,-0.0560724,-2.68071,0.399557,-1.96569,-4.94817,-1.4432,7.73439
-202.768,0.949259,0.0577682,6,63,0,213.015,-0.665493,1.1893,2.04829,0.984627,-0.231581,-0.611765,-0.0637263,-0.103526,-0.65106,0.90239,-0.422275,-2.07205,-0.280418,-0.06476,-0.118703,0.286,-1.25404,-0.17674,1.20359,3.31104,0.913098,1.08352,-3.81228,2.63986,3.26895,-0.126641,-1.58893,-2.94086,-0.292506,-1.6797,-0.3124,2.43228,5.86382
-198.814,0.999176,0.053071,5,63,0,207.345,-0.499933,0.249325,1.02664,0.860188,-0.163478,-0.636379,-0.724232,0.909917,-0.25204,-0.89909,-0.598107,-0.53477,1.70254,1.68588,0.228293,-0.123048,0.0108181,0.687138,-1.55452,-0.398876,2.74335,-0.62833,-4.1744,-0.159328,-1.10165,-0.109101,0.137364,0.154564,-1.02822,0.36049,0.758665,-0.662338,-4.87071
-200.682,0.990699,0.055078,4,31,0,203.544,-0.245012,0.532003,0.739372,1.16717,-0.672966,-0.703866,-0.506402,-0.0121785,-0.49812,-0.311663,-0.104804,0.296279,0.0930136,0.508531,0.863181,0.288632,-0.279246,-0.673574,1.46036,0.738926,-0.991337,0.589004,7.67388,3.19408,0.328064,6.53342,-2.87073,-0.0347992,-0.814444,-1.3712,1.00153,0.898392,7.33242
-200.16,0.999976,0.0559685,5,63,0,207.266,-0.395413,0.634367,0.765382,1.19648,-0.50492,-0.592601,-0.334588,0.052343,-0.455307,-0.0777403,-0.0655262,-1.60855,0.731097,0.245941,-0.0968032,1.66779,1.05616,1.57424,0.659871,0.336486,2.022,-0.0933101,3.36315,3.19864,-0.539096,6.13793,-2.96667,-1.47122,-0.663004,-1.52666,0.739033,1.29465,7.61758
-210.605,0.805363,0.0581251,5,47,0,214.618,-0.0594835,-0.56127,1.92701,-0.160472,0.309288,-1.41084,-0.452504,1.97527,1.09579,-0.202604,-1.16148,1.03519,1.05211,-0.994899,0.951189,-0.239715,0.872731,-0.111838,-1.56779,-0.727124,0.359331,-0.0752946,24.504,-0.549718,2.13811,-0.964515,2.96535,1.84059,-0.374425,2.00326,2.65643,0.493499,-2.33436
-205.177,0.995902,0.038013,6,127,0,218.462,-0.320477,0.161413,0.772852,1.25315,-0.839699,-1.33406,2.17464,-0.351183,-1.96574,-0.837396,-0.550428,2.56394,2.14122,-1.43882,1.77193,1.01825,-0.616468,-1.14113,-1.02907,-1.12688,-0.100326,-2.26767,-7.13706,0.210378,-1.11909,2.61969,-1.95348,-3.67563,3.09106,-1.51774,-2.16693,-0.385447,6.31351
-206.001,0.989564,0.0391683,6,63,0,213.588,-0.244166,0.516555,0.811625,2.04901,0.152932,-2.39202,-0.400684,0.938142,-0.39209,-0.174876,-1.44228,-1.45843,0.0229172,0.404842,-0.465899,0.479187,0.0790009,-2.71696,1.09439,1.70082,0.604167,0.770112,7.76681,0.691028,-0.372649,2.24538,1.40709,-1.82069,-0.381677,0.691164,0.27737,0.265264,-2.98594
-206.1,0.999055,0.0397412,5,63,0,210.185,-0.342072,0.579399,0.789466,1.99587,0.154864,-2.48829,-0.498817,1.07279,-0.331655,-0.409251,-1.51734,1.0006,-0.488798,0.156466,0.564256,0.0526791,0.677207,0.794956,-1.08316,-0.492205,1.96755,0.455039,0.508217,0.614776,-0.557727,1.8712,1.03773,-2.37177,-0.510863,0.806696,0.231636,-0.0708295,-2.83057
-201.853,0.997874,0.0412072,6,63,0,209.549,-0.455108,-0.204946,1.28662,-0.213008,-0.665217,-0.2691,0.342025,0.769391,-0.974063,-1.25045,-0.352364,-0.592732,1.86356,-0.173533,-0.999375,-2.4557,1.09722,-0.214074,1.42737,0.509015,-0.861837,0.468533,-6.95283,-1.70715,1.15269,-5.29159,-2.923,4.36515,0.505623,0.186922,-0.697952,-1.3375,0.622924
-202.021,0.96339,0.0425833,6,63,0,209.123,-0.0655908,-0.172637,0.979962,0.677117,-0.116744,-0.706145,0.411876,0.867902,-0.465386,-1.5254,0.0757028,-1.17619,-0.557877,1.82168,-2.20875,-1.41155,0.459035,0.0684943,-0.0186905,-1.14125,0.141911,0.883144,19.6201,-0.243307,5.77506,5.80387,5.83507,1.43566,1.45575,1.55705,1.76217,-2.197,7.06985
-202.81,0.999755,0.0406308,5,63,0,207.17,-0.434318,0.810872,0.659832,-0.0344086,-0.382125,-1.18621,-0.604743,1.20039,0.0394473,0.0430502,-1.00763,1.77449,-0.682305,-0.200324,0.0610005,0.798813,0.527071,0.968722,0.0640545,-0.0065792,-1.68974,-0.590713,-7.36765,1.04347,-1.66941,-2.14678,-0.112533,-0.81496,-0.710907,0.838171,0.970966,0.616841,-2.76308
-199.852,0.992167,0.0421396,6,63,0,207.927,-0.282964,-0.598265,1.28014,0.890523,-0.68064,-0.625152,0.381965,0.0380574,-1.18824,-0.757557,-0.613803,1.2959,1.44061,0.778404,0.347745,0.979247,1.60079,0.164707,-0.84706,-2.36781,-1.3364,0.103541,5.2773,-1.77841,0.978146,1.12572,-0.7785,3.26645,0.601069,-0.785642,-0.662166,-0.216131,-3.27899
-198.508,0.999921,0.0429319,6,63,0,201.432,-0.227495,-0.102602,0.999403,0.795412,-0.980425,-0.889602,0.00650262,-0.0266829,-0.831563,-0.363066,-0.325291,1.01953,1.31689,-0.71913,-0.539467,0.268574,-0.530475,-0.79798,0.167796,0.78735,0.70473,0.363527,0.488803,-0.370494,1.16154,2.13179,-3.39852,-0.201549,0.167325,-1.10369,0.0760398,0.662325,1.63625
-197.956,0.981396,0.0444922,5,31,0,205.573,-0.222786,-0.125992,0.946356,0.654776,-0.549937,-1.07902,-0.162566,0.264823,-0.575077,-0.412979,-0.559136,-0.245649,-0.104314,-0.336162,-0.885495,2.48646,-1.0637,-0.948406,1.68987,1.39651,-0.326087,-1.06748,3.43224,-0.314292,0.132821,0.640372,0.124558,-0.115917,-0.100485,-0.388468,0.635241,0.436142,-3.82383
-197.888,0.998378,0.0442085,5,63,0,201.217,-0.184128,0.0258792,0.761053,0.749728,-0.590624,-1.16265,-0.131759,0.343321,-0.759898,-0.191746,-0.351996,0.0630828,-0.845416,1.05484,-0.396721,0.226039,0.335131,-0.177853,-0.471069,1.08761,-1.17459,-1.30019,1.94943,0.353136,-0.020599,2.02492,-0.286961,-2.64828,-0.0219046,-0.279354,0.356894,1.06595,0.302785
-200.409,0.99291,0.0456153,6,63,0,201.783,-1.11424,0.582135,1.28365,0.748429,0.196194,0.0425584,1.07628,0.741923,-0.30366,-1.01025,0.362861,0.58202,-0.0249218,0.377732,-0.456417,-0.00624342,0.548666,0.270218,-0.993438,-0.641912,-0.434002,0.308834,-8.34901,0.261507,4.62623,-1.94608,-3.01626,-4.63871,2.5608,-0.83282,-1.09463,-2.9623,4.33703
