# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=536066880
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_sigma.1
-209.764,0.99938,0.126299,5,31,0,215.901,-0.081088,-0.0453943,1.10502,-1.12141,-0.788474,0.0720829,-1.23415,-0.705363,-1.33883,-1.08925,2.13764,0.551178,-0.0373423,-2.0714,1.52846,-0.161602,-1.98351,-1.57132,0.176228,-1.46277,10.7143,-0.255979,2.70072,-1.13064,-0.706787,0.620755,-0.00532136,-0.244859,-1.40209,-0.661878
-210.937,0.97807,0.1276,5,31,0,216.942,-0.0383941,-0.0648781,-1.33296,0.378361,1.47228,-0.846247,-0.801114,-0.331375,0.17983,-0.931342,-4.68504,-0.494622,-0.756908,0.179764,-0.493718,-0.672322,-0.820782,0.34147,1.51484,-2.7622,12.2235,-0.228628,-2.60052,1.36248,1.82558,-0.999706,2.71437,0.59939,0.812435,-0.894353
-213.713,0.99469,0.124836,5,31,0,216.759,-0.588403,1.86179,2.1004,-1.15233,-1.51386,-0.108867,-0.99045,0.740286,-0.51866,-2.44504,3.68128,-0.18779,0.786846,-1.0242,-1.07639,0.558798,-0.764257,-0.962585,-1.50026,-0.606531,-11.0358,1.62471,1.94368,-1.23738,-1.51539,-0.262733,-1.22304,0.743797,-0.561356,-1.31166
-212.416,0.998454,0.125228,5,31,0,219.353,-0.166072,0.0422231,-1.72695,-0.738224,1.69578,0.118116,-0.167685,-0.673213,-0.0746746,-1.39471,12.1715,-2.56244,-0.737136,2.20261,-0.154574,0.689494,0.716366,-0.658513,0.788111,0.398624,14.2445,-0.208011,-2.59075,-0.627933,1.86677,0.393847,3.42263,-0.357625,0.148885,0.138984
-216.032,0.992989,0.126325,5,31,0,222.553,-0.399565,0.676119,0.519274,1.35893,-2.52648,-0.347925,-2.83076,0.544045,1.10487,-2.77732,12.5998,0.978214,-2.82391,0.0662561,-0.969643,0.528413,-0.770056,0.985609,1.32858,0.351498,-1.87773,0.533087,0.429058,1.39587,-2.5207,-0.391349,-2.78164,0.609891,1.1319,-1.104
-215.587,0.995188,0.126387,5,31,0,222.979,-0.400529,0.300989,0.782013,-0.25141,-0.104573,-2.43339,-3.22936,0.617305,-0.0859307,-2.72856,3.34615,-0.546545,-0.259397,-2.15234,2.38774,0.38486,2.23672,-0.537594,-1.39152,0.65222,-4.51818,0.141223,0.697992,-0.241584,-0.0915991,-2.53427,-3.26084,0.688792,-0.073006,-0.662144
-212.778,0.999502,0.12686,4,15,0,217.364,-0.406237,0.155244,0.474936,0.103697,-0.308839,-1.6508,-2.79326,0.716742,0.209796,-2.94217,0.195558,-0.325361,-1.06631,1.23882,-0.301578,1.96834,2.15543,0.0290753,0.773854,-0.145231,-2.41983,0.0205345,0.391693,0.115318,-0.298936,-1.7111,-2.70991,0.771649,0.222043,-1.10091
-213.046,0.998146,0.128147,5,31,0,217.881,-0.322449,-0.364468,0.529589,-0.111991,2.24693,-1.07332,-2.1676,1.26244,-0.231157,-1.83535,-5.70163,0.289942,0.152958,0.375825,-1.43874,-1.32718,-2.37696,0.128716,0.570188,-0.98739,-2.59756,-0.754504,0.489714,-0.0348958,2.33102,-1.25608,-2.56237,1.69072,-0.176177,1.04076
-208.515,0.998831,0.129177,5,31,0,215.41,-0.181635,-0.649657,0.488198,-0.946303,1.15358,0.106253,-0.94519,-0.253401,-0.2465,-1.44614,-3.68305,-0.439919,0.514092,0.900744,1.95958,-1.15249,-2.31699,2.00456,-0.0512855,-0.466197,10.4368,-1.15709,0.810051,-0.898193,1.2872,0.337982,0.71419,0.189072,-0.0758389,-1.86712
-213.684,0.986568,0.130339,5,31,0,218.047,-0.612647,2.49395,0.0559997,0.568579,1.08132,1.56901,-0.871981,1.48099,-0.464077,-2.17817,8.46398,-0.756907,0.270251,-1.57221,1.44561,0.606263,-1.72256,0.201012,-0.266878,0.856659,-11.3808,2.25306,-0.35053,0.522469,1.09712,1.48028,-1.32045,1.54274,-0.530391,-1.14533
-217.005,0.995358,0.129148,4,15,0,220.71,-0.510163,3.3117,0.252397,1.18805,0.431942,2.63335,-0.741215,1.26349,-0.00805782,-1.59171,-9.42037,-0.347098,-0.563468,-1.35234,1.13096,-0.724237,-0.755475,0.905265,-1.04575,-0.697714,0.877882,3.52826,-0.21248,1.35087,0.470205,3.07481,-1.1936,1.63027,-0.0341112,1.97486
-215.424,0.997347,0.129634,4,15,0,222.541,-0.449482,3.39515,-0.0871542,1.20167,0.627552,0.588378,0.294381,1.62024,-0.0209985,-2.83375,0.44963,-2.40928,-0.286667,-0.854037,-0.308618,-2.50591,1.11341,-0.89498,-0.00233589,-0.399644,2.74255,3.30015,-0.219194,1.22021,0.63901,0.549648,0.647666,1.68689,-0.0175019,-1.03363
-218.165,0.992106,0.130496,5,31,0,227.031,-0.230546,-2.83082,-0.506935,-1.05627,-2.29692,-0.519144,-1.43566,-1.3736,-0.733003,-2.94515,-1.928,2.18988,-1.34197,1.87581,-0.905382,0.529464,0.366348,2.75326,-0.242057,1.38246,11.0304,-2.959,-0.529555,-1.01833,-2.28434,-0.501619,-0.87121,-1.2962,-0.699833,-1.59213
-209.259,1,0.130353,4,15,0,219.71,-0.337642,-0.41542,-0.594057,-0.227177,0.553648,0.627271,-1.98339,-0.647902,0.182209,-1.53777,-4.52841,3.17811,0.510349,1.39356,2.18091,0.518588,0.71502,1.26964,0.945654,1.34713,-8.96783,-1.00273,-1.09728,-0.166526,0.625977,0.774635,-3.21611,-0.574657,0.297596,2.29502
-209.86,0.997788,0.131715,5,31,0,212.847,-0.444646,-0.540766,0.19355,0.643341,-1.11985,-0.601306,0.456505,1.23711,-0.0666539,-2.8589,4.63975,-1.51697,-0.91664,-0.0843929,-0.50757,0.18586,-1.94161,0.327817,0.237322,-0.355113,1.31517,-0.714753,0.0757105,0.654239,-1.1126,-0.661851,0.830122,1.29481,-0.0628454,-0.594407
-210.571,0.997005,0.132653,5,31,0,213.322,-0.452808,1.1408,1.22779,-0.461995,1.37656,0.412281,-0.062316,-0.955882,1.20399,-2.59876,-7.17832,-0.0834048,-0.718458,-0.755631,-0.0274816,0.487358,-1.20603,-0.953636,-0.647289,1.23287,0.622129,0.964914,1.12388,-0.473141,1.39439,0.359932,0.315228,-0.952725,1.22869,-1.24256
-212.162,0.993597,0.133439,5,31,0,216.857,-0.476634,2.10687,0.140772,-0.220336,-0.24956,-0.677612,-1.42854,0.823346,-0.00905629,-1.06043,4.86469,-0.473487,-1.48377,0.63719,-1.47044,-0.294537,0.287617,1.32395,-1.70114,-0.919703,-13.8747,2.67333,-0.553221,-0.368105,-0.218904,-1.52186,-5.73485,1.58912,-0.0194509,7.82136
-215.692,1,0.133563,5,31,0,218.716,-0.474994,-1.43589,-0.555048,-0.686278,0.717722,1.18549,2.10484,-1.98214,0.591665,-4.06336,3.77195,1.22043,-0.626439,-0.679123,0.931821,0.423055,0.489502,-0.969116,0.511092,1.21514,-1.15053,-1.49059,-0.598285,-0.688828,0.720456,1.16993,2.20392,-1.9798,0.591939,-0.690913
-214.139,0.996036,0.134922,5,31,0,220.978,-0.511095,1.13772,2.25644,0.600063,0.490603,-0.832461,-0.345412,2.31051,-1.18471,-1.52043,-0.230449,-1.4187,-0.301435,-0.875694,1.31817,0.594247,3.10239,-0.926111,0.281806,-1.49413,0.775734,0.76701,2.65671,0.667982,0.534583,-1.34249,-0.258165,3.06686,-1.37841,2.13386
-215.354,0.994223,0.135511,4,31,0,219.619,-0.417494,1.36093,2.08043,0.218504,0.683281,-1.35794,-0.753403,2.3327,-1.36768,-1.53344,11.3919,0.370911,-1.22228,-1.74723,0.28471,-0.858096,-1.5402,-0.6078,-0.315978,-0.695458,3.28346,1.18748,2.57647,0.294516,0.747735,-1.88306,-0.617036,3.213,-1.52365,2.94951
-213.314,0.994643,0.135743,5,31,0,218.475,-0.360014,-1.35089,-0.871168,0.737701,-0.560451,1.34598,-0.91847,-2.16196,1.16473,-2.44584,2.51537,0.324877,2.48185,0.49095,0.466862,-0.838952,-0.522729,2.03251,-1.24738,-0.253222,2.11632,-1.61462,-1.05081,0.796387,-0.543314,1.38287,-0.421553,-2.17106,1.22215,-0.687071
-215.893,0.99014,0.136054,5,31,0,220.428,-0.214549,-0.970236,0.102654,1.00166,-0.334367,2.19255,0.447517,-2.03883,0.300464,-3.34888,0.84245,1.03958,1.71258,0.0123701,0.420265,-0.169455,2.08244,1.18153,-1.57167,-0.523811,18.0559,-1.02671,0.102774,1.04363,-0.322741,2.23144,0.968074,-1.98328,0.329943,-0.658072
-211.53,0.996062,0.135487,5,31,0,218.397,-0.513385,1.34023,0.564192,-0.983559,0.139413,-1.57384,-0.496707,1.62034,-0.18716,-2.66979,-0.975403,-1.76628,0.197062,0.825101,-0.271873,0.252545,-2.19756,0.0036863,0.336079,2.62042,-5.52175,1.15363,0.396339,-1.02134,0.148417,-1.70683,-0.372825,1.67769,-0.199088,-0.994188
-210.704,0.998581,0.136064,4,31,0,215.065,-0.48602,0.318865,0.0519503,0.100155,-0.914173,-0.762722,-1.42299,1.84204,0.497764,-1.74125,7.0088,-1.12012,-0.580426,1.77523,-0.389846,1.5646,-0.237244,-1.17791,0.596236,0.565368,-9.78749,-0.163824,-0.376962,0.0878213,-0.908653,-1.09651,-2.26106,2.26302,0.536493,1.23472
-209.332,0.999006,0.137128,5,31,0,216.073,-0.480656,1.66925,1.39974,0.774071,-0.854872,-0.230151,-1.03555,0.658201,0.102199,-1.66602,-3.26738,-1.3737,-2.20984,-1.19153,-0.447211,-0.930467,-1.64917,2.21778,0.772134,0.0767132,-3.99141,1.4668,1.39123,0.87032,-0.848403,-0.481725,-1.55606,0.869952,0.107242,-0.35509
-212.872,0.963393,0.138275,5,31,0,217.768,-0.570296,0.941695,-1.57221,-0.51556,-0.746588,0.194977,1.09823,0.0407961,-1.84947,-2.97095,4.54081,-1.55882,-2.06178,-1.28643,0.94845,0.317434,1.71987,-0.693266,-0.43826,0.0692179,-7.7743,0.771624,-1.7759,-0.546739,-0.743658,0.115554,1.25248,0.0287298,-1.87946,-0.565883
-211.024,0.996915,0.132583,5,31,0,219.186,-0.250457,0.348506,1.87935,-1.25461,0.420506,0.282413,-1.59857,-0.0835751,1.07373,-1.97113,-10.934,1.51573,-2.2934,-2.20861,-0.996821,-0.550979,1.33262,-0.099736,-2.10616,-0.188367,9.06721,0.166306,2.17295,-1.23862,0.47017,0.370563,-0.971646,0.158929,1.23704,-1.1938
-208.323,0.997637,0.133299,4,31,0,213.619,-0.480564,-0.452308,0.472929,-0.383649,-0.0158206,-1.14656,-0.943991,-0.221747,0.148773,-1.47537,-6.04977,-0.198669,-2.42522,1.77815,-0.450945,-0.452649,1.96009,-0.0776108,-1.43262,0.143778,-12.0131,-1.29658,0.130449,-0.495865,0.0170644,-1.7452,-1.7323,-0.22268,0.165327,0.924329
-210.083,0.997701,0.134148,4,31,0,212.972,-0.416725,-0.0696979,-1.08363,-0.803073,0.565076,-0.501661,-0.213838,-0.692605,1.67874,-2.21426,6.16534,0.804377,-1.3617,-0.142999,0.159,1.19641,1.12845,-0.0720235,0.936012,-0.522278,-0.391884,-0.366547,-1.40757,-0.827441,0.590911,-0.611918,0.41063,-0.666172,1.76012,-0.444791
-208.237,0.995935,0.135008,4,31,0,214.749,-0.420948,1.01978,-0.180743,-0.556395,-0.941313,-0.362874,-0.761167,-0.00497921,0.473564,-2.44687,0.101182,-1.25644,-2.02057,-0.809842,1.4902,-0.373124,1.04015,-1.03602,2.44273,-0.174953,-0.504167,0.8343,-0.361056,-0.562725,-0.929981,-0.44002,-0.414997,0.0553597,0.497784,-1.30146
-208.027,0.998784,0.135532,4,31,0,209.24,-0.362378,0.803748,0.427149,-0.42627,-0.821562,-0.73177,-0.619448,-0.371704,0.311446,-2.3393,-1.10496,0.64502,-0.806222,-0.475148,-0.616816,-0.0823118,-0.31853,0.275639,0.439193,-0.855352,4.04399,0.626436,0.3283,-0.406159,-0.804779,-0.806073,-0.00419441,-0.290052,0.352865,-1.4549
-208.188,0.994135,0.136594,5,31,0,212.745,-0.597881,0.855934,1.55492,0.919616,-0.623503,1.09444,0.216279,0.00310557,-0.268331,-1.13524,-1.12986,0.562895,1.2705,-0.476292,-1.4192,-0.421807,-2.69454,-0.823648,0.117499,0.419015,0.812866,0.18742,1.89803,1.12837,-0.64561,1.22549,1.01601,-0.129757,-0.474158,-0.140381
-210.924,0.979368,0.136769,4,31,0,216.886,-0.662583,-0.0207193,1.16793,0.199059,2.16821,0.744838,0.076964,0.0605783,-0.987239,-0.751046,3.17552,0.566964,1.66815,1.75148,-2.41906,0.90805,0.501586,-0.181824,0.584067,0.31667,-7.13239,-2.00863,1.61249,-0.0331687,2.53037,0.741964,-0.397061,-0.242212,-1.84706,1.56319
-213.286,0.969271,0.134162,5,31,0,218.096,-0.625595,2.21994,0.185515,0.977092,-2.26062,0.238999,0.752529,0.636688,0.416072,-0.931733,-8.82275,0.918988,0.480639,0.548996,0.553467,1.78863,0.879953,0.552839,-1.7194,-0.630583,7.83262,2.85357,-1.04313,1.34018,-2.44174,-0.302736,4.63516,1.03023,0.426125,4.38384
-211.201,0.999935,0.129786,5,31,0,219.351,-0.550115,1.58704,-0.283005,-0.323332,0.327351,2.3307,-0.902392,0.00180197,0.0158157,-2.14298,-11.4718,2.40507,-0.391272,1.34192,-2.18869,0.902037,0.913144,0.651254,0.428577,-0.285138,-8.91938,1.31256,-0.680611,-0.390488,0.341941,2.35566,-1.14227,-0.0123985,-0.012163,-0.905124
-211.363,0.997326,0.131005,4,31,0,214.984,-0.427086,-0.909191,1.01255,0.598367,-0.804743,-0.895275,0.644809,0.524308,-0.74244,-1.35672,-1.72802,-0.707962,0.740727,0.578952,-0.161198,-1.97761,-1.14801,-0.374812,-0.0284457,-1.01401,8.0764,-1.97728,1.12155,0.798978,-0.794545,-1.44296,3.84858,0.921482,-0.85773,3.30079
-213.625,0.989497,0.131752,5,31,0,219.456,-0.46097,1.41187,-0.337808,-0.0361698,0.717755,-0.111038,-1.6215,0.299194,2.11627,-4.24563,-4.47188,0.0381743,1.0656,0.849913,-0.332837,-2.69088,0.170225,1.41399,0.859379,-0.171383,-1.76749,1.37147,-0.371431,-0.0367516,0.720156,-0.124708,-1.56282,0.305926,2.11801,-1.11752
-214.937,0.996559,0.131079,5,31,0,219.595,-0.385014,-0.84572,0.489664,-0.367923,-1.17834,-1.2613,1.39892,-1.28722,-2.29867,-3.0463,9.55445,-0.0594576,1.05799,-2.47845,0.091367,1.08589,-0.67395,0.854423,0.656969,0.911511,5.75767,-0.975156,0.423138,-0.357808,-1.17005,-1.3015,1.88666,-1.26169,-2.30221,-0.180794
-213.334,0.997972,0.13168,5,31,0,219.419,-0.544232,0.154531,-0.232837,-1.2043,0.843769,0.831456,-0.0993987,1.91625,2.27946,-2.23469,-3.28146,1.22215,-0.361657,0.401807,0.81184,1.08485,-2.31061,0.726348,2.40486,0.714782,-5.52797,-0.204278,-0.582334,-1.30273,0.861458,0.734167,0.0647718,2.04815,2.33633,-0.448402
-210.502,0.9999,0.132534,5,31,0,217.82,-0.369323,-0.318519,0.397354,0.930271,-0.133637,-0.601915,-0.345198,-2.39883,-0.219712,-2.06132,-1.60906,1.18884,0.468784,1.20516,-1.61609,-0.386857,-1.58683,-0.329076,-3.23747,0.236231,2.28663,-0.652954,0.269725,1.04187,-0.106423,-0.710298,0.508915,-2.51195,-0.191005,-0.681268
-211.642,0.993587,0.133739,5,31,0,215.634,-0.393941,0.871796,-0.267886,0.586108,0.57149,-1.5074,0.0580435,-1.30023,-0.751925,-3.94537,-3.52262,0.975685,-0.911341,-0.976676,0.390772,-0.0713625,0.502089,2.12921,-0.36495,-1.12997,3.62047,0.824937,-0.301585,0.591892,0.575674,-1.52113,0.202564,-1.28646,-0.748238,-0.998287
-212.528,0.995333,0.133791,5,31,0,216.703,-0.498958,-0.217186,-0.919266,0.523351,-0.609099,2.2365,-0.0453796,1.49675,0.937469,-1.62812,13.4232,0.370582,-1.28684,1.03699,0.222338,0.482421,2.02915,-0.104073,-0.394864,0.387969,-0.414451,-0.891817,-1.74707,0.570453,-0.599215,2.55264,0.589166,1.91292,1.03264,1.51281
-208.326,0.999435,0.134159,4,15,0,213.899,-0.495586,0.233235,0.193216,0.629373,-0.492557,0.962383,-0.32521,1.23335,0.541862,-1.99171,-0.93324,-0.773202,-2.41346,0.0268048,-0.352889,2.11057,0.628905,1.03458,0.978959,0.300953,-2.37581,-0.170901,-0.13123,0.654169,-0.480453,0.915735,-0.0426877,1.41217,0.562278,-0.916011
-213.429,0.988815,0.135273,5,31,0,215.413,-0.35326,0.0358861,-0.728162,0.248191,0.060687,-1.23874,-0.136538,-2.1282,-2.4024,-2.09944,0.205385,0.42802,0.673694,-1.08966,0.705514,0.47979,-1.46979,0.290515,0.941625,-0.11217,2.12468,-0.239169,-0.989909,0.316764,0.0904834,-1.38757,0.88339,-2.19181,-2.46784,-0.340223
-213.114,0.999446,0.134444,5,31,0,216.46,-0.439135,0.193319,1.16275,-0.394069,-0.183876,0.598716,-1.11641,2.19337,1.99187,-1.4631,-1.76849,0.678361,0.449927,-0.164477,0.134563,1.9425,0.488031,0.0068089,1.62382,-0.0119513,-0.657754,-0.392593,1.25292,-0.47099,-0.150179,0.612879,-1.92364,3.11095,2.35571,2.89422
-211.743,0.99261,0.135553,5,31,0,218.58,-0.539075,0.245366,-0.764308,-0.170274,-0.727581,1.13,1.76457,-0.906914,0.814443,-2.69474,3.94721,-0.137713,1.52136,-0.507171,-0.265627,0.674181,-1.57601,2.48074,2.26551,0.686691,-2.62789,0.0209979,-0.997664,-0.198437,-0.722776,1.06547,2.20136,-0.936293,0.811528,-0.0857437
-211.743,4.64719e-08,2.16658,1,2,1,215.496,-0.539075,0.245366,-0.764308,-0.170274,-0.727581,1.13,1.76457,-0.906914,0.814443,-2.69474,-2.66717,0.13913,0.29581,-1.86906,0.185326,1.46719,-0.699685,0.452689,1.18669,-0.784228,-2.62789,0.0209979,-0.997664,-0.198437,-0.722776,1.06547,2.20136,-0.936293,0.811528,-0.0857437
-211.743,1.61026e-145,3.52321,1,1,0,217.23,-0.539075,0.245366,-0.764308,-0.170274,-0.727581,1.13,1.76457,-0.906914,0.814443,-2.69474,-3.96433,0.386694,0.519217,-1.14961,-0.088619,0.916871,-0.328821,2.5913,-0.552942,1.15145,-2.62789,0.0209979,-0.997664,-0.198437,-0.722776,1.06547,2.20136,-0.936293,0.811528,-0.0857437
-208.771,0.999594,0.195226,4,15,0,213.873,-0.490009,-0.793545,0.535052,-1.18392,0.565642,-0.22508,-0.674984,-0.312734,-0.0139292,-2.36913,9.81692,0.2186,1.04109,0.301238,0.562171,-0.99559,-1.94412,1.14089,-0.852917,0.786953,-6.2744,-1.12788,0.33732,-1.24239,0.582231,-0.342171,-0.525723,-0.306032,-0.0200484,-0.744716
-210.28,0.993083,0.105743,5,31,0,212.495,-0.180367,-0.740222,1.23192,-0.622028,0.860814,-0.69504,-0.693948,-0.307276,-0.0645911,-1.95698,8.75832,0.633567,0.234554,1.23145,-0.178068,-0.134244,-0.212287,0.0922874,-0.0610652,1.0036,16.0393,-1.00015,1.506,-0.508992,0.925232,-0.66665,0.970482,-0.0253076,0.0605844,-1.613
-212.439,0.995452,0.0707894,6,63,0,220.767,-0.571359,1.32231,0.219035,0.352101,0.728678,-2.04322,-0.248424,-1.67283,0.622677,-1.99955,15.1654,-0.580406,1.46536,-0.645989,1.48282,-2.25179,0.262906,-1.26977,0.373231,-0.769388,-11.3923,0.981393,-0.190394,0.310917,0.749249,-2.47701,-0.282779,-1.89176,0.615589,-0.14791
-209.367,0.999552,0.0546067,6,63,0,214.746,-0.293919,1.75093,-0.302029,0.0395921,0.238173,0.131852,-0.0430192,-0.875365,0.604826,-1.95945,8.39522,-0.54142,-0.329007,-0.518024,-0.720445,2.35675,-0.341362,1.48576,-0.476463,0.547312,11.9815,1.70775,-0.466472,0.139853,0.281276,0.163074,1.50194,-0.773402,0.720992,-0.952116
-207.926,0.999808,0.0465449,6,63,0,212.856,-0.34974,0.670401,0.308484,0.106548,-0.44979,0.83999,-0.0262525,-0.288922,0.500806,-2.21123,-7.50743,-2.33668,1.19847,0.1036,-1.02115,0.889549,-0.346323,1.06794,-0.370929,0.0475291,8.40163,0.474877,0.201469,0.160567,-0.427368,0.876598,0.957204,-0.184141,0.560909,-1.0541
-207.497,0.997287,0.0421417,4,31,0,215.853,-0.372336,0.555966,-0.520173,0.853397,0.00128408,0.284553,-0.461708,-0.812362,0.621513,-0.726842,-3.0889,-0.346122,-1.8304,1.9529,0.939254,-1.282,-1.25593,-0.879558,0.0176018,2.22841,-1.97797,0.230825,-2.32878,1.90776,0.109757,0.517055,-0.422319,-1.50183,1.23378,2.13198
-207.681,0.995273,0.0394641,6,63,0,210.117,-0.417942,-0.110718,0.787284,0.263375,0.740117,0.0924723,0.119836,-0.223503,0.274732,-2.26899,4.86074,0.554882,-1.41277,1.15557,-0.323294,0.252507,0.163804,-0.796484,0.634505,0.606161,3.37495,-0.395004,0.666582,0.290663,0.7656,0.0285426,0.843429,-0.164533,0.300565,-0.85937
-215.072,0.999103,0.0378305,6,127,0,215.98,-0.351424,0.102303,1.20336,2.38546,-1.90284,0.289035,-2.34525,0.803679,-0.197494,-1.86998,-0.212221,-0.36675,0.707363,-0.263102,0.699763,0.0931742,0.470184,-0.0492,0.307168,-0.609427,-1.72614,-0.230843,1.26919,2.70498,-1.89782,0.292243,-2.96347,1.1074,-0.155293,1.63847
-209.874,0.997959,0.0375107,7,127,0,220.207,-0.453488,-1.21463,0.257128,-0.37312,0.087036,0.896615,0.885745,0.301842,0.593945,-2.94418,-10.8383,0.617995,-1.51001,-2.94889,2.22429,-0.967661,1.73205,-1.2993,-0.19254,0.571998,1.30488,-1.38784,0.145868,-0.37787,0.0959258,0.864759,1.25153,0.333033,0.601727,-0.453557
-213.699,0.998784,0.0376582,6,63,0,218.521,-0.385491,-0.286375,-0.399487,0.866673,-0.0688293,-1.64149,-0.613311,1.66418,0.478314,-5.44439,0.836617,1.38788,-0.595242,1.31849,-0.129105,-1.71101,-1.50981,0.432753,-0.444709,-1.03403,4.38675,-0.297102,-0.406543,0.867981,-0.0679039,-1.64373,-0.580279,1.6684,0.479476,-0.997717
-212.973,0.998911,0.0383593,6,63,0,222.219,-0.431276,0.0378348,-0.907938,1.2761,0.959532,-1.62862,-1.25108,1.39375,0.343037,-3.57993,4.54186,-0.773378,0.998956,-0.835477,-1.79884,-0.477282,1.14851,0.938211,0.367263,-2.83543,-0.256583,-0.0389431,-0.971046,1.28285,0.965127,-1.65765,-1.11848,1.41841,0.347201,-0.986578
-210.859,0.999776,0.0394381,7,127,0,218.263,-0.357591,0.398009,-0.459796,-1.37022,0.0120446,1.64826,0.547364,-0.899594,-0.234964,-2.47814,5.69194,0.577128,3.06312,-0.892949,-1.51317,0.968318,0.536493,-1.39514,-0.251688,-0.707944,7.9955,0.222741,-0.603695,-1.37759,0.0317914,1.69694,1.42996,-0.847438,-0.210792,-0.398626
-212.872,0.998749,0.040927,6,63,0,217.834,-0.357762,1.16537,-0.637377,-1.70797,0.14612,1.62754,-0.111825,-1.36014,-0.77545,-3.23416,-1.53507,1.91129,-0.353607,-0.766537,0.280211,-0.424039,-1.86696,-0.801635,-1.10465,-1.02631,6.13009,1.08616,-0.70015,-1.70341,0.155523,1.63167,0.227644,-1.33012,-0.765459,-1.09912
-210.995,0.999905,0.0425448,6,63,0,216.752,-0.58258,0.606428,-1.54524,-0.514156,-0.138576,0.104459,0.865847,0.797903,0.270088,-1.64932,-7.15419,-0.851406,1.06597,2.12404,-0.1734,-1.54943,-0.968088,1.3969,0.826876,-0.444983,-4.80997,0.0345799,-2.67058,-0.697281,-0.127676,-0.195887,2.13459,0.922115,0.234472,1.83362
-214.263,0.999995,0.0445458,6,63,0,217.668,-0.555749,-0.525985,-1.61178,-1.04755,0.532694,-0.368648,1.97874,0.0964796,1.47835,-3.60421,-4.63047,1.15414,-0.95536,0.283815,-0.501532,0.29174,-0.218772,0.904192,-0.624894,1.48539,-6.56232,-0.624161,-1.70787,-1.0627,0.535516,-0.411706,2.07259,0.0926372,1.47456,-0.553301
-207.671,0.999889,0.0467748,6,63,0,217.133,-0.469609,0.886189,1.496,0.310452,0.106053,0.322527,-0.449249,-0.180501,0.115172,-2.03832,1.17111,-0.878632,-1.96355,-1.33048,0.621959,-0.451067,3.57725,0.100933,1.64946,-0.207747,-1.03523,0.589429,1.41864,0.323194,0.127407,0.226429,-0.12389,-0.149594,0.121353,-1.42427
-209.912,0.999195,0.0491885,6,63,0,213.51,-0.387922,0.381796,-1.15283,0.955525,1.17983,-0.0639765,0.0878784,0.152793,-0.846066,-2.67661,2.74469,1.1055,1.08035,1.33046,1.04644,0.432311,-0.330998,0.858232,-0.628196,1.06286,4.17883,0.221812,-1.31516,0.994228,1.19852,-0.0996054,0.629961,0.220371,-0.840998,-0.690146
-209.694,0.999728,0.0516817,6,63,0,213.06,-0.554423,1.62213,0.774759,-1.18611,-1.40708,0.075177,-0.323292,0.507849,0.0920589,-0.709231,-3.19104,0.79232,-1.72946,0.628636,0.59223,-0.499338,-0.402339,0.693513,-1.03327,-0.937055,-5.5632,2.39769,0.951138,-2.48095,-1.56955,-0.559648,-2.30694,1.22622,0.0331023,3.60413
-211.491,0.999167,0.05443,6,63,0,214.91,-0.602218,1.80271,1.00235,-0.834866,-1.63237,0.615883,-0.755299,1.18878,0.467479,-1.7953,1.49339,0.0289762,-0.359719,-1.35356,-0.0231985,-0.969377,0.384217,-0.951916,-0.62358,1.53329,-10.9978,1.47828,0.657681,-1.03239,-1.65168,0.419324,-1.50515,1.32236,0.439771,-0.976654
-207.858,0.999826,0.0572516,5,31,0,214.79,-0.613867,0.358829,0.849829,-0.456847,-0.460571,-0.00935549,-0.219063,0.479153,-0.399212,-1.75832,-4.44276,2.36566,0.458982,-1.02371,-1.86887,0.764905,-1.17728,1.2393,1.03598,-0.538942,-11.8854,-0.244297,0.442897,-0.628802,-0.460581,-0.333158,-0.545317,0.478432,-0.508874,-1.19341
-206.499,0.999858,0.0603434,6,63,0,209.155,-0.504854,0.878356,0.269295,0.602572,0.370684,0.493234,-0.612298,-0.239163,0.139187,-0.723069,-0.749236,0.367422,1.33572,-0.00604872,-0.15665,0.984714,0.509689,1.34518,-0.786957,0.444649,-8.41133,0.630493,-0.465278,1.11091,0.496071,0.631181,-4.01476,-0.511633,0.18818,1.64587
