# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=536066880
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,index.1
-209.711,0.939911,0.167753,5,31,0,215.485,-0.247334,0.715544,-0.0340724,-0.89406,1.70602,-0.340657,-1.85336,-0.20722,-0.819892,0.179486,8,0.125,0.470309,0.436975,0.399438,0.514714,0.423486,0.358936,0.429344,0.402636,8
-211.517,0.98277,0.152681,5,31,0,215.07,-0.440633,0.870066,-0.830495,-0.00386602,1.2387,-0.581451,-1.93981,-0.188446,0.388826,0.0293646,8,0.125,0.397694,0.385796,0.391563,0.40029,0.38753,0.378106,0.390273,0.394314,8
-213.733,0.994038,0.150382,5,31,0,218.804,-0.399118,-1.40999,-0.660214,0.348802,-1.79717,0.0553897,0.0263896,0.770729,2.04857,0.0278353,8,0.125,0.392131,0.397116,0.40386,0.389565,0.401895,0.401701,0.40669,0.415301,8
-213.228,0.999876,0.151194,5,31,0,218.121,-0.566988,2.38471,0.914937,0.23571,1.80168,0.483373,-0.683726,-0.733141,-1.8436,0.215793,8,0.125,0.486907,0.40865,0.373759,0.455568,0.38635,0.328598,0.32625,0.275913,8
-212.948,0.986222,0.15361,5,31,0,218.976,-0.384327,-1.18238,-0.834699,0.18737,-1.37164,-0.479946,1.06436,1.50103,-1.04787,0.0665772,8,0.125,0.386263,0.391765,0.408093,0.383281,0.397407,0.422269,0.429377,0.388389,8
-213.42,0.997146,0.152241,5,31,0,219.881,-0.385002,1.60975,1.49199,0.0824546,0.963795,1.65627,-1.66243,-1.50959,1.42435,0.151318,8,0.125,0.464704,0.460275,0.407931,0.440493,0.466456,0.346025,0.351277,0.457733,8
-210.723,0.998216,0.153877,5,31,0,218.856,-0.397144,0.715667,0.0799874,-0.963839,1.56231,0.72898,-0.0487615,-0.93977,-1.89497,0.27858,8,0.125,0.450717,0.407367,0.339472,0.50952,0.451635,0.398738,0.340977,0.283931,8
-213,0.986102,0.155807,4,15,0,214.246,-0.338548,1.07139,0.216851,-1.08897,1.43969,1.11189,0.229242,-0.776681,-2.00281,0.333391,8,0.125,0.504661,0.433828,0.331457,0.535299,0.508036,0.434843,0.354919,0.267711,8
-214.285,0.999295,0.154368,5,31,0,218.573,-0.538119,0.357598,0.612827,1.27163,-2.23887,-0.445161,-1.22156,1.42834,1.87885,0.111248,8,0.125,0.377931,0.38463,0.402117,0.312773,0.357176,0.337599,0.406315,0.418459,8
-210.193,0.997421,0.156571,4,31,0,218.093,-0.252901,0.284179,-0.297996,0.709099,1.02486,-0.555053,-1.601,-0.889531,0.665838,0.0784145,8,0.125,0.4426,0.431369,0.450835,0.456972,0.426432,0.406502,0.420029,0.449995,8
-210.374,0.998568,0.158253,5,31,0,213.486,-0.484293,-0.758932,-0.698518,-1.01418,-0.00828219,-0.801943,-1.30578,-0.316123,-1.15847,0.116691,8,0.125,0.360579,0.362206,0.35374,0.381011,0.359422,0.346001,0.372576,0.349901,8
-208.397,0.982302,0.160257,4,15,0,214.945,-0.458915,0.66272,-0.119418,0.646988,0.234791,0.336114,-0.342025,-0.846029,-1.57697,0.157526,8,0.125,0.412287,0.382789,0.411686,0.396055,0.399879,0.374539,0.356133,0.330189,8
-207.395,0.994752,0.157696,5,31,0,212.51,-0.280057,-0.376727,7.93706e-05,-0.137794,0.714936,-0.227374,-0.843687,0.64466,0.227953,0.202232,8,0.125,0.411869,0.430444,0.423622,0.466183,0.419205,0.3892,0.462648,0.441776,8
-206.717,0.999126,0.158602,4,31,0,208.826,-0.368225,0.614248,0.73355,-1.00682,0.313914,0.421242,-0.614671,-0.279021,0.447212,0.486653,8,0.125,0.482682,0.49719,0.297716,0.446343,0.459284,0.339089,0.376598,0.462424,8
-210.871,0.914659,0.160719,5,31,0,213.466,-0.485151,0.03423,-0.71498,1.24729,-0.691268,-0.556307,0.5437,0.692946,-1.14696,0.0275253,8,0.125,0.381259,0.376406,0.389166,0.376559,0.377432,0.384572,0.385545,0.373619,8
-209.564,0.995114,0.140643,5,31,0,214.741,-0.309564,0.753721,1.32908,-1.38759,0.570468,0.466957,-0.954615,-0.818098,0.995516,0.165004,8,0.125,0.453833,0.47745,0.368532,0.446349,0.442132,0.385308,0.390657,0.463739,8
-210.818,0.991694,0.141571,5,31,0,217.823,-0.531816,-0.300232,-0.993819,0.972788,-0.75954,-0.174594,-0.242084,0.559499,-1.67315,0.0673606,8,0.125,0.365391,0.354627,0.385495,0.358247,0.367356,0.3663,0.378922,0.344225,8
-210.267,0.994131,0.141654,5,31,0,214.845,-0.476149,0.987569,1.74963,-0.580275,0.265163,-0.29876,0.36009,-0.0375425,0.640689,0.443644,8,0.125,0.490496,0.574458,0.324409,0.41132,0.352358,0.421554,0.379233,0.452169,8
-212.433,0.992827,0.142325,5,31,0,215.998,-0.405742,-1.80956,-0.439905,-0.220275,-1.10438,0.0650367,-2.09355,0.00195126,-0.340805,0.035004,8,0.125,0.384833,0.396244,0.398085,0.390693,0.40048,0.382482,0.39995,0.397074,8
-210.882,0.998138,0.142669,5,31,0,216.496,-0.48741,0.919715,1.50379,1.04785,0.294695,0.266999,0.941922,-0.85449,-0.0880259,0.278866,8,0.125,0.442522,0.482993,0.451355,0.400057,0.398204,0.44405,0.326139,0.374735,8
-208.65,0.961525,0.144304,4,15,0,215.42,-0.517687,-0.0663892,1.12244,1.47031,0.0499606,0.589536,-0.740375,-0.655335,0.331092,0.208966,8,0.125,0.370153,0.429685,0.447583,0.375839,0.402636,0.33796,0.341947,0.389717,8
-210.106,0.995185,0.137146,5,31,0,215.795,-0.669977,1.74605,-0.418408,0.133765,-1.43199,0.844099,0.484195,-0.0303706,-0.0625429,0.229726,8,0.125,0.433186,0.317324,0.345417,0.26915,0.383182,0.363838,0.336942,0.335292,8
-210.202,0.997809,0.138023,5,31,0,214.297,-0.238524,-0.0953579,-0.0091905,-0.639314,1.08789,0.423264,-0.718718,-0.514657,-0.312754,0.0454171,8,0.125,0.439583,0.440547,0.433506,0.452862,0.445394,0.432621,0.434897,0.437152,8
-209.879,0.995742,0.139509,4,31,0,213.329,-0.298587,-0.161382,0.425684,0.65853,-0.52094,-0.35463,0.20692,-0.310195,0.493588,0.0249497,8,0.125,0.424919,0.428502,0.429925,0.422728,0.423741,0.427166,0.424012,0.428917,8
-211.717,0.996748,0.140505,5,31,0,213.792,-0.335761,-1.13909,1.15944,0.167038,-0.492482,0.973778,0.00036758,0.205033,0.263468,0.00934363,8,0.125,0.414255,0.419475,0.417219,0.415721,0.419053,0.41684,0.417305,0.417438,8
-209.754,0.997545,0.141734,5,31,0,216.498,-0.500555,1.20499,-0.509339,-0.143868,0.403615,-0.293606,-1.45903,-1.30326,0.449336,0.153903,8,0.125,0.421869,0.359176,0.372222,0.392113,0.366853,0.32627,0.331561,0.393792,8
-211.866,0.977962,0.14315,5,31,0,218.475,-0.473073,1.78021,-1.32325,0.259657,0.464599,-0.839505,-1.29066,-0.759721,0.250765,0.258311,8,0.125,0.496693,0.306851,0.399872,0.41264,0.33405,0.308645,0.33865,0.39932,8
-210.463,0.998745,0.139934,5,31,0,215.418,-0.470332,1.76339,-1.1545,0.708561,0.8683,-0.629257,0.14101,-0.20245,0.761044,0.0975335,8,0.125,0.425963,0.358258,0.401018,0.404766,0.370119,0.387798,0.379875,0.402249,8
-212.24,0.991953,0.141598,5,31,0,218.913,-0.449981,-0.680302,1.29,-0.0386906,-1.8256,-1.44813,0.21332,0.954621,-0.546718,0.0458958,8,0.125,0.381968,0.403531,0.388943,0.369638,0.373684,0.391696,0.399831,0.383416,8
-213.639,0.997353,0.141666,5,31,0,217.964,-0.492234,1.20427,-1.08205,0.161725,2.18375,-0.177736,0.171075,1.89993,1.2264,0.11789,8,0.125,0.413319,0.349828,0.383867,0.44157,0.374447,0.384127,0.433337,0.413952,8
-214.886,0.998262,0.142994,5,31,0,219.283,-0.311134,0.440232,0.153929,-0.729252,-3.30992,0.227101,-0.76371,-2.35411,-0.669407,0.18761,8,0.125,0.443112,0.429901,0.389848,0.282497,0.433269,0.388312,0.320214,0.392522,8
-208.027,0.999425,0.144534,4,15,0,216.964,-0.310283,1.19601,-0.14461,-0.203023,-0.727581,0.523795,-0.578906,-1.58781,0.385962,0.335187,8,0.125,0.522635,0.411261,0.406529,0.3649,0.466372,0.376525,0.301009,0.454894,8
-209.061,0.992641,0.146353,5,31,0,211.939,-0.497625,0.525704,-0.175514,0.30569,-1.25948,-0.772463,0.150811,0.721835,-1.02929,0.139719,8,0.125,0.395518,0.37235,0.388193,0.337692,0.353074,0.383066,0.402088,0.344922,8
-214.381,0.980455,0.146548,5,31,0,217.254,-0.453433,1.32212,1.48105,1.81053,-1.65073,-0.913182,-1.02681,-0.46598,-0.259078,0.0195162,8,0.125,0.394692,0.395434,0.396972,0.380919,0.384319,0.383795,0.386386,0.387344,8
-212.678,0.99948,0.143863,5,31,0,218.586,-0.435751,-0.469009,-1.16892,-1.74761,0.626496,1.69562,-0.019615,0.765738,0.65872,0.0306518,8,0.125,0.389331,0.384242,0.380054,0.397343,0.405216,0.39261,0.398366,0.39758,8
-212.556,0.999764,0.145655,5,31,0,217.709,-0.504382,-1.35358,-0.964811,-1.5078,0.425999,0.868294,0.464632,1.4806,-0.303852,0.0414507,8,0.125,0.363434,0.367171,0.361957,0.380666,0.384997,0.381043,0.391024,0.373559,8
-211.108,0.997364,0.147519,5,31,0,217.024,-0.373528,0.373346,1.77848,1.42845,-0.671272,-1.20417,-0.753274,-0.476491,-0.38757,0.0701601,8,0.125,0.414029,0.438131,0.432095,0.396367,0.387457,0.394992,0.399642,0.401139,8
-211.026,0.998702,0.148814,4,31,0,213.942,-0.458368,1.07334,1.32357,1.34179,-1.07322,-0.504786,-0.107151,-0.763319,0.407212,0.0406165,8,0.125,0.397768,0.400205,0.400383,0.377081,0.382519,0.386341,0.380042,0.391305,8
-212.436,0.997999,0.150429,5,31,0,215.485,-0.510093,1.2855,1.35731,1.28711,-0.945715,-0.443698,-0.409084,-1.50884,0.706398,0.0346681,8,0.125,0.385675,0.386265,0.385689,0.367518,0.371573,0.371853,0.362992,0.38093,8
-213.215,0.997608,0.151875,5,31,0,217.888,-0.328477,0.851198,0.861592,-1.71577,-0.485906,-0.0728381,-0.653432,-0.391309,2.34029,0.449085,8,0.125,0.513442,0.514609,0.249927,0.366633,0.410672,0.349344,0.376552,0.673159,8
-209.045,0.982136,0.153225,4,15,0,217.012,-0.510366,0.958843,-0.525317,-0.160463,-1.36274,0.362657,-0.575528,-0.186904,-0.25773,0.0709793,8,0.125,0.391191,0.366409,0.372442,0.352723,0.381161,0.365582,0.372003,0.37083,8
-213.422,0.989409,0.150823,4,15,0,216.849,-0.546436,0.828247,-1.62404,0.312878,-1.99248,1.59455,0.377393,-1.03648,0.462047,0.166238,8,0.125,0.399212,0.306525,0.378852,0.293663,0.43012,0.381379,0.327671,0.384705,8
-210.377,0.999918,0.150187,4,15,0,215.609,-0.496844,0.597714,-1.1079,0.740861,-0.471609,1.54659,-0.888735,-0.976541,0.43858,0.0908309,8,0.125,0.391133,0.354921,0.394234,0.368262,0.41184,0.359492,0.357658,0.387696,8
-206.981,0.999897,0.152053,4,31,0,212.362,-0.294325,1.1563,-0.473975,0.107038,-0.388846,0.622125,-0.817216,-0.205839,-0.799388,0.307496,8,0.125,0.515303,0.391724,0.435017,0.397979,0.474267,0.366882,0.411536,0.368157,8
-209.045,0.972189,0.15392,5,31,0,213.998,-0.293145,-0.729434,1.4526,-0.36824,0.33691,-0.742506,-1.19009,-0.451381,0.563697,0.153436,8,0.125,0.400096,0.482441,0.413468,0.439929,0.399614,0.383257,0.410378,0.44852,8
-209.942,0.994634,0.149169,5,31,0,211.884,-0.183132,-0.589479,1.38329,-0.551396,0.416679,-0.687875,-1.39769,-0.651065,0.453521,0.14558,8,0.125,0.433165,0.504562,0.434527,0.46942,0.429652,0.404534,0.430965,0.470756,8
-212.33,0.995333,0.149752,5,31,0,216.214,-0.557278,-0.904422,-0.991486,-1.15895,0.825451,0.318596,0.0979087,-1.85842,0.302644,0.151841,8,0.125,0.333009,0.330079,0.324481,0.393663,0.375451,0.367627,0.301648,0.374883,8
-210.254,0.999827,0.150492,5,31,0,216.182,-0.262186,-0.163601,0.465117,1.80552,-0.312854,0.191135,-0.754763,0.167537,-1.59317,0.200955,8,0.125,0.426765,0.45792,0.525139,0.419444,0.444288,0.397987,0.443118,0.358394,8
-209.295,1,0.152287,5,31,0,212.636,-0.419123,0.305875,-0.426216,-1.35357,0.195181,-0.203246,-0.31869,-0.627541,1.54108,0.117679,8,0.125,0.405373,0.384787,0.359299,0.402237,0.391017,0.387786,0.379194,0.440836,8
-208.957,0.997434,0.154128,5,31,0,212.459,-0.423187,0.45903,0.56673,-1.67844,-0.178198,0.805266,-0.437136,0.56447,-1.17034,0.34334,8,0.125,0.433992,0.443096,0.269047,0.381221,0.463389,0.360482,0.442905,0.304701,8
-212.694,0.980432,0.155359,5,31,0,215.994,-0.506561,1.19251,0.226658,2.18927,-0.047944,1.0169,-0.36962,-1.89504,-0.236039,0.0651244,8,0.125,0.394389,0.37947,0.409995,0.375268,0.391661,0.37037,0.347516,0.3724,8
-210.901,0.999999,0.152541,4,15,0,214.247,-0.506041,0.493236,0.787197,0.78197,0.320391,1.04074,0.00143088,-1.88789,-0.57969,0.0467501,8,0.125,0.381548,0.384796,0.384738,0.379643,0.387606,0.376138,0.355649,0.369784,8
-209.035,0.993856,0.154354,5,31,0,215.102,-0.265671,1.38882,-0.386174,-0.48703,-0.341906,-0.217022,-0.650611,1.21832,0.565886,0.255391,8,0.125,0.522241,0.40992,0.403704,0.412657,0.420409,0.393689,0.511367,0.46975,8
-208.681,0.996901,0.154711,5,31,0,211.992,-0.7287,0.117306,1.09828,0.245303,-0.515613,-0.329711,0.127934,0.0285684,0.202028,0.289418,8,0.125,0.332977,0.398711,0.341255,0.293608,0.304889,0.333661,0.327298,0.338446,8
-208.695,0.997246,0.155785,4,15,0,214.626,-0.689278,0.754139,0.493794,0.670661,0.142943,0.0764758,-0.0871988,0.0418658,0.997863,1.17071,8,0.125,0.54825,0.472232,0.52395,0.3724,0.354402,0.311876,0.345187,0.617496,8
-209.886,0.872382,0.156939,4,15,0,213.355,-0.497945,0.0938227,0.341087,-1.12456,-1.15428,0.592276,-0.18722,0.531056,-1.45858,0.0836162,8,0.125,0.37987,0.384752,0.356181,0.355612,0.389736,0.37435,0.388519,0.349803,8
-208.246,0.996865,0.130798,5,31,0,213.947,-0.534245,0.517156,0.505267,0.525248,-0.599151,-0.291515,0.332663,1.32015,-0.413672,0.24716,8,0.125,0.39977,0.399065,0.40025,0.335741,0.352905,0.38888,0.448198,0.346041,8
-209.958,0.993554,0.131743,5,31,0,212.633,-0.565421,-0.228773,0.916866,0.0265617,-0.749725,-0.250015,0.0596986,1.76508,-0.884511,0.251392,8,0.125,0.349115,0.417042,0.363838,0.319973,0.347902,0.365769,0.469614,0.312646,8
-209.758,0.995821,0.132024,5,31,0,214.397,-0.403636,0.704069,0.962167,0.951619,-1.37123,0.568356,-0.535984,1.46812,-0.709046,0.205615,8,0.125,0.435642,0.448731,0.448194,0.335016,0.428794,0.374293,0.47458,0.365997,8
-206.459,0.996707,0.132753,5,31,0,213.46,-0.509939,0.763834,0.776207,-0.179281,-0.123621,-0.275786,-0.510191,-0.687112,-0.00356164,0.404828,8,0.125,0.449988,0.451228,0.358354,0.363551,0.349421,0.328169,0.312576,0.37487,8
-208.585,0.986735,0.133655,5,31,0,212.473,-0.275297,0.158848,-0.67446,-0.380034,-0.521977,-0.777489,-0.888014,1.03651,-0.312732,0.144578,8,0.125,0.43725,0.407863,0.418182,0.413197,0.40427,0.400428,0.468681,0.420551,8
-209.795,0.997122,0.132562,5,31,0,213.376,-0.419251,0.3459,1.52736,-0.0262124,0.555466,0.747102,-0.901834,-1.89527,0.610527,0.180186,8,0.125,0.411704,0.464051,0.395566,0.420879,0.429318,0.35853,0.318483,0.423299,8
-212.797,0.968762,0.133534,5,31,0,219.691,-0.387413,1.02974,-0.834191,0.069345,-1.18178,-1.09705,0.415634,0.567931,2.27294,0.0710212,8,0.125,0.422071,0.390156,0.405527,0.384298,0.385723,0.411469,0.414091,0.443743,8
-210.33,0.999479,0.128945,5,31,0,214.818,-0.349717,-0.375066,0.7635,-0.528677,0.747493,-0.737873,-1.57037,-0.919164,-1.31734,0.303729,8,0.125,0.386124,0.470579,0.375125,0.469368,0.360353,0.304347,0.347761,0.320858,8
-209.418,1,0.130343,5,31,0,214.097,-0.548324,0.925654,0.486966,-0.137608,0.452338,0.959542,1.02982,-0.936665,0.551668,0.10892,8,0.125,0.389955,0.37865,0.362781,0.377763,0.390833,0.392657,0.342912,0.380309,8
-208.569,0.997429,0.131847,5,31,0,212.067,-0.406438,1.00522,0.409635,-0.174031,-0.416482,0.478274,-1.21288,0.246926,1.07519,0.390487,8,0.125,0.496522,0.43869,0.383577,0.361452,0.4453,0.293167,0.423111,0.503352,8
-208.832,0.950958,0.13285,5,31,0,212.168,-0.4313,0.0531241,0.480872,-1.0739,0.616342,0.0626155,0.792074,-0.249423,-0.315895,0.164462,8,0.125,0.395904,0.412845,0.352535,0.418256,0.396277,0.425305,0.384067,0.381484,8
-207.834,0.993602,0.125003,5,31,0,213.255,-0.484047,-0.14082,0.218756,-0.70039,-0.587041,-0.26179,0.0382672,0.194727,-0.887943,0.126626,8,0.125,0.377099,0.387853,0.360606,0.363922,0.373508,0.382441,0.387131,0.355148,8
-208.125,0.997688,0.125255,5,31,0,210.892,-0.445838,0.930849,1.10159,0.545307,1.45105,0.635326,-0.67234,0.0846187,0.137443,0.408896,8,0.125,0.483701,0.50115,0.444513,0.536806,0.45362,0.327227,0.398615,0.403804,8
-208.122,1,0.126257,5,31,0,210.614,-0.547538,0.899664,0.360677,0.187469,-1.06491,0.81784,0.13275,0.412868,-0.866472,0.166312,8,0.125,0.401814,0.38047,0.373704,0.326371,0.398547,0.371576,0.382518,0.333668,8
-211.794,0.985854,0.127688,4,15,0,213.857,-0.748922,0.126657,1.36199,0.495232,-1.19466,0.859284,-0.283294,-0.816887,-0.930515,0.332946,8,0.125,0.330317,0.42667,0.358004,0.241096,0.386316,0.300852,0.264852,0.257552,8
-211.854,0.99929,0.126491,5,31,0,215.878,-0.430607,1.61557,-0.994515,-0.318733,1.31394,-0.13343,-0.114156,1.38589,1.25116,0.0641619,8,0.125,0.418983,0.378854,0.389109,0.414279,0.391939,0.392234,0.4154,0.413302,8
-215.126,0.99339,0.127778,5,31,0,220.143,-0.464171,-1.8343,1.48456,-0.564433,1.22775,0.286887,-0.215255,-1.01116,-2.18648,0.0219661,8,0.125,0.376492,0.393754,0.383062,0.392408,0.387491,0.384877,0.380746,0.374678,8
-207.908,0.998635,0.12797,5,31,0,217.736,-0.539028,1.26368,0.440661,0.687511,0.287635,0.0359136,0.495115,-0.128237,0.923935,0.382002,8,0.125,0.485928,0.408373,0.431337,0.394329,0.371612,0.413408,0.35709,0.453613,8
-214.418,0.972077,0.129132,4,15,0,218.782,-0.659491,2.26097,0.01674,2.4567,1.33076,0.487006,0.197053,0.749406,0.901075,0.130004,8,0.125,0.409615,0.341343,0.415782,0.380721,0.355218,0.346633,0.36307,0.367641,8
-213.491,0.998801,0.125403,5,31,0,217.982,0.0151215,-1.32964,0.0149903,-2.14398,-1.39605,-0.923177,-1.50151,-1.28161,-0.85169,0.254501,8,0.125,0.419878,0.504734,0.370395,0.415767,0.445263,0.409263,0.422858,0.449761,8
-208.494,0.992206,0.126567,5,31,0,220.837,-0.303446,-0.16888,-0.351956,0.0838236,0.83643,0.609664,-1.01408,-0.631449,0.308285,0.536144,8,0.125,0.402757,0.379388,0.435731,0.536187,0.505855,0.300033,0.344796,0.465515,8
-213.951,0.978473,0.126531,5,31,0,216.004,-0.238788,-0.905037,0.918041,-2.37433,-0.603114,0.768117,-1.16961,0.495364,0.417442,0.0396255,8,0.125,0.431766,0.449569,0.417542,0.434703,0.4481,0.429195,0.445428,0.444666,8
-217.502,0.995166,0.124032,5,31,0,226.365,-0.410719,0.145159,1.18772,-0.0792925,-1.11245,-0.703092,-0.516107,-3.82826,1.78204,0.156466,8,0.125,0.404197,0.444016,0.395769,0.357834,0.372682,0.379547,0.267036,0.467075,8
-217.13,0.999138,0.124522,5,31,0,219.346,-0.398988,-0.190338,1.18079,-0.324331,-0.862321,-0.407174,-0.76571,-3.85196,1.4653,0.199532,8,0.125,0.392464,0.459245,0.386108,0.360995,0.382197,0.365454,0.237294,0.473372,8
-211.18,0.999581,0.125717,5,31,0,220.867,-0.427974,-0.451045,0.79112,-0.0844527,1.01039,-1.59772,0.0657231,-1.6885,0.185302,0.0628809,8,0.125,0.387855,0.406555,0.393342,0.409885,0.370881,0.395598,0.36955,0.397397,8
-208.84,0.999922,0.126994,5,31,0,213.731,-0.419677,0.297792,0.418531,0.572792,0.0438939,-0.355589,-0.611903,-2.03734,0.4191,0.30489,8,0.125,0.418512,0.427497,0.439045,0.399801,0.370962,0.352917,0.260988,0.427539,8
-210.64,0.991086,0.128336,5,31,0,213.536,-0.354477,-0.0535785,0.104029,-0.883739,-0.1076,1.85985,-0.950997,-0.324649,-1.34933,0.0687132,8,0.125,0.411405,0.41403,0.397666,0.410507,0.443571,0.396559,0.406903,0.390028,8
-209.864,0.999064,0.128075,5,31,0,215.603,-0.424902,0.99085,0.234975,0.705531,0.194161,-0.263171,-0.413778,1.78601,1.20432,0.121469,8,0.125,0.424447,0.402187,0.416003,0.400996,0.387729,0.383395,0.448197,0.430794,8
-207.89,0.997899,0.129257,5,31,0,212.941,-0.28556,0.390262,-0.525346,-0.315314,1.42404,0.372004,-1.09072,-0.696462,-0.441358,0.406133,8,0.125,0.468277,0.377794,0.398044,0.572679,0.466431,0.325516,0.361602,0.385845,8
-207.606,0.995647,0.130229,5,31,0,209.008,-0.186818,0.236605,-0.245933,-0.759097,1.12583,-0.0375343,-0.636277,-0.239154,-0.34808,0.271979,8,0.125,0.469421,0.436911,0.402929,0.529811,0.450902,0.410991,0.437365,0.430089,8
-208.985,0.993901,0.130786,5,31,0,212.2,-0.317989,-0.041925,0.513043,0.542884,-1.86075,0.0940258,-0.230609,-0.395226,0.322411,0.154228,8,0.125,0.41959,0.440566,0.441701,0.353208,0.424705,0.412521,0.406382,0.433333,8
-217.205,0.990234,0.13102,5,31,0,218.673,-0.56992,1.8715,0.111326,-0.620145,1.73895,-0.21341,-0.361484,0.359747,-3.59967,0.145673,8,0.125,0.426219,0.365006,0.340682,0.421504,0.354113,0.349195,0.373434,0.250811,8
-214.072,0.999851,0.13058,5,31,0,224.149,-0.48481,0.031332,0.501947,1.20906,0.492384,-0.145082,0.0976344,2.69784,2.01339,0.144003,8,0.125,0.382182,0.398306,0.422943,0.397976,0.376202,0.384439,0.47594,0.451435,8
-209.45,0.999482,0.131895,5,31,0,216.644,-0.567654,-1.02204,0.166786,1.10852,-0.0187092,0.158836,0.244699,0.734056,0.345026,0.0866828,8,0.125,0.341583,0.365123,0.384246,0.361404,0.364963,0.36669,0.376595,0.368712,8
-208.508,0.998155,0.133145,5,31,0,211.368,-0.350371,-0.0693671,-0.240568,-0.00024367,0.795745,0.208987,0.10239,0.191434,-0.445484,0.0521657,8,0.125,0.412415,0.410253,0.413289,0.423393,0.415939,0.414588,0.415716,0.407669,8
-209.315,0.994179,0.134152,4,31,0,214.276,-0.373473,0.9064,-0.267799,-0.751894,0.567213,0.641478,-0.0634919,0.857314,-0.0283147,0.0454748,8,0.125,0.417692,0.404765,0.399472,0.413945,0.414765,0.407005,0.417149,0.407391,8
-210.833,0.994128,0.134418,5,31,0,215.966,-0.573395,1.25054,0.180088,-0.00879142,-0.870908,-1.08415,1.21409,-0.827215,0.713335,0.0977091,8,0.125,0.389074,0.36452,0.360256,0.341079,0.336412,0.388228,0.342039,0.376673,8
-211.057,0.998502,0.134672,5,31,0,213.869,-0.214948,-0.296475,0.979872,-0.116317,0.597885,1.32804,-1.75564,0.788548,-0.642984,0.102422,8,0.125,0.438977,0.471385,0.443527,0.461648,0.480279,0.402571,0.466504,0.430257,8
-208.449,0.999821,0.135736,5,31,0,213.481,-0.391594,-0.137008,0.0556585,-0.355342,-0.849555,-0.677296,-0.485603,1.23317,0.251577,0.37909,8,0.125,0.3909,0.408422,0.37138,0.328792,0.343361,0.359927,0.518963,0.426481,8
-208.888,0.997638,0.137048,5,31,0,210.401,-0.623976,1.62888,0.95676,0.547571,0.148963,1.21721,0.260157,-0.963496,-0.248518,0.421038,8,0.125,0.515457,0.444938,0.402892,0.363257,0.472158,0.374153,0.263153,0.325499,8
-211.709,0.97962,0.137951,4,15,0,214.187,-0.659214,2.31927,-0.218296,0.564428,0.203006,0.0766062,0.948871,-0.765071,-0.300765,0.0924025,8,0.125,0.390572,0.336399,0.35273,0.345143,0.342508,0.360882,0.325215,0.3347,8
-213.354,0.996697,0.135479,5,31,0,217.987,-0.10207,-1.91639,0.396528,-0.62002,-0.718129,0.270817,-1.88865,-0.0433444,-0.260864,0.0883106,8,0.125,0.432586,0.483243,0.460874,0.458722,0.480472,0.433188,0.47355,0.468764,8
-210.062,0.997822,0.136191,5,31,0,218.636,-0.443349,0.908831,0.235269,0.502847,-1.57008,-0.396678,-0.738374,-0.762378,1.91127,0.205005,8,0.125,0.436093,0.402486,0.415746,0.317514,0.371761,0.355553,0.354426,0.48712,8
-211.395,0.995512,0.137111,5,31,0,214.54,-0.27671,0.0472662,0.227419,-0.887134,1.63002,0.628186,-0.229187,0.481368,-2.0304,0.30961,8,0.125,0.434853,0.448607,0.365545,0.556745,0.479457,0.413948,0.468125,0.287954,8
-209.041,0.999828,0.137599,5,31,0,213.68,-0.496492,-0.283965,-0.716177,-0.0329953,0.175135,0.279439,-0.82027,-0.748006,-1.22665,0.0845969,8,0.125,0.372732,0.364224,0.377709,0.381857,0.383941,0.362187,0.363601,0.354284,8
-209.446,0.990041,0.138892,4,15,0,218.947,-0.477228,-0.509273,-0.637999,0.745812,0.447906,0.436128,-0.878873,-0.385395,-1.54605,0.149358,8,0.125,0.365101,0.360656,0.409548,0.398833,0.398411,0.352403,0.3694,0.330009,8
-209.424,0.980965,0.138348,4,15,0,214.224,-0.379211,0.0338062,-0.250536,0.957134,1.13999,0.646664,-0.346171,-0.180798,-1.20347,0.0740427,8,0.125,0.406921,0.40185,0.423519,0.426828,0.417917,0.400149,0.403092,0.385014,8
-215.214,0.470364,1.08906,2,3,0,219.365,-0.57265,2.0422,0.244781,-0.866195,-2.74062,-1.78995,-0.0360229,0.67399,-0.324384,0.144926,8,0.125,0.431268,0.368845,0.332215,0.274913,0.303209,0.359423,0.38344,0.349858,8
