# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1480661404
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,index.1,index.2,index.3,index.4
-224.808,0.999983,0.00159651,11,2047,0,233.193,-0.380293,-0.615166,1.31424,0.412224,-1.38593,0.00444881,0.497776,-0.953499,0.0389241,-1.22078,-2.38348,-1.41218,-0.163866,0.623018,-1.17149,0.903994,0.160019,0.831327,0.253161,0.123421,0.0203658,0.193338,240,0.00181806,0.342825,0.458957,0.403282,0.300475,0.378818,0.40848,0.372543,0.401167,0,0,0,0,0.385578,0.37707,0.383643,0.385985,0,0,0.397644,0.420418,0.35472,0.399222,0.343112,0,6,8,6,9
-218.148,0.999992,0.00170833,11,2047,0,242.022,-0.789869,-0.336645,0.72633,1.082,-0.800742,0.361022,-0.354143,0.712622,0.0484479,0.545162,-0.396792,1.02118,0.925119,0.558263,-0.640511,0.274631,2.59132,-0.679704,0.128843,0.401205,0.0850871,0.225877,240,0.00181806,0.367473,0.399627,0.410597,0.353775,0.388464,0.366952,0.403496,0.34156,0,0,0,0,0.385542,0.348614,0.371219,0.35723,0,0,0.382978,0.34581,0.401795,0.366536,0.392793,0,6,8,6,9
-218.586,0.999995,0.00183277,11,2047,0,229.305,-0.00280851,-0.38131,-1.75504,0.347906,-0.14792,-0.508288,-0.871815,-0.411531,-1.61415,-1.19287,-0.821724,0.377725,0.334135,-0.0446913,0.878962,0.868424,-1.67734,-0.182845,0.0365064,0.35633,0.164878,0.304209,240,0.00181806,0.355782,0.34454,0.361815,0.357708,0.354736,0.351749,0.393866,0.297872,0,0,0,0,0.365247,0.346766,0.33361,0.320593,0,0,0.377603,0.352273,0.384464,0.303127,0.330561,0,6,8,6,9
-218.82,0.999953,0.00196968,11,2047,0,227.233,-0.89067,0.555206,0.339958,-1.84454,-0.0815489,0.39391,-1.35929,0.356727,0.124042,0.977215,-0.269572,-1.55187,0.758597,-0.367384,-0.857075,-0.33936,-0.678264,0.140291,0.0444175,1.12635,0.0213399,0.267894,240,0.00181806,0.35689,0.354729,0.333136,0.350513,0.35527,0.337877,0.372798,0.314397,0,0,0,0,0.345185,0.353619,0.355909,0.347497,0,0,0.369957,0.268899,0.367649,0.35334,0.406895,0,6,8,6,9
-219.66,0.999958,0.00211882,11,2047,0,227.09,-0.562095,0.719758,-0.10959,1.1889,-1.05137,0.546386,0.385509,-0.075847,-0.659217,-0.0779173,1.51736,1.2832,-0.599982,0.845225,-0.14526,0.385481,-1.00104,0.677847,0.350394,0.108554,0.198299,0.332801,240,0.00181806,0.460061,0.389744,0.500732,0.315188,0.445134,0.431369,0.422109,0.407034,0,0,0,0,0.432727,0.330022,0.402255,0.39473,0,0,0.454639,0.441605,0.404717,0.359583,0.404553,0,6,8,6,9
-215.181,0.999999,0.00228053,10,1023,0,224.258,-0.46756,1.0539,1.5773,-1.89593,0.718845,-0.0607242,-0.0903127,1.13112,-0.483205,-0.268028,-0.662355,0.07628,0.573305,1.28331,0.723238,-0.40806,0.828523,-0.259094,0.323181,0.529844,0.247673,0.422924,240,0.00181806,0.469485,0.508897,0.265664,0.444411,0.387277,0.385155,0.500631,0.30684,0,0,0,0,0.377954,0.525985,0.481197,0.479498,0,0,0.401334,0.398532,0.517258,0.361977,0.381842,0,6,8,6,9
-218.252,1,0.00245523,11,2047,0,225.728,0.00729799,0.742506,-0.26225,-0.107164,-0.318501,-0.807949,-1.12607,0.276949,-1.08218,0.112095,-0.952476,-0.237093,-1.57723,-0.171298,0.283348,0.690723,-2.24239,0.362055,0.244952,0.627541,0.423878,0.171475,240,0.00181806,0.443539,0.386712,0.395335,0.3836,0.356925,0.340015,0.455974,0.265256,0,0,0,0,0.399028,0.378722,0.333298,0.30522,0,0,0.364472,0.352515,0.406375,0.354154,0.399909,0,6,8,6,9
-219.708,0.999996,0.00264285,10,2047,0,230.278,0.179826,-0.307291,-1.36845,-0.855262,0.706665,-0.416607,0.304668,-0.699677,-0.0449478,1.22159,1.41033,-0.715444,-1.07529,-1.16824,-0.124756,0.527173,-0.594355,0.471276,0.115318,0.245342,0.627449,0.0629385,240,0.00181806,0.42639,0.397515,0.411403,0.454465,0.423388,0.443288,0.413186,0.451582,0,0,0,0,0.38182,0.621231,0.448298,0.560554,0,0,0.423068,0.433889,0.418842,0.428635,0.447736,0,6,8,6,9
-220.601,0.999936,0.00284356,10,1023,0,229.153,-0.557255,1.30158,1.84272,-1.13406,-1.46713,0.124097,0.554624,1.27375,-1.67116,-1.41462,-0.986446,1.73882,0.0297903,0.78268,-1.3599,0.555171,-0.205404,-0.0347076,0.419263,0.258293,0.408631,0.314222,240,0.00181806,0.426727,0.478745,0.222597,0.20052,0.319834,0.357518,0.408707,0.255197,0,0,0,0,0.310027,0.283989,0.417549,0.456583,0,0,0.350984,0.379679,0.429277,0.243143,0.257198,0,6,8,6,9
-220.138,0.999946,0.00305708,10,1023,0,233.118,-0.13979,0.623854,-0.880288,-0.369316,0.86436,-0.743398,-0.383515,0.344238,-0.851438,1.93153,-1.73219,0.43486,-0.0856237,0.0481028,2.07434,-0.359914,-0.0101436,0.384726,0.135671,0.702221,0.360381,0.173028,240,0.00181806,0.430142,0.383315,0.399039,0.437762,0.387507,0.398599,0.486623,0.292581,0,0,0,0,0.403407,0.508018,0.372854,0.402232,0,0,0.374973,0.389036,0.417993,0.370789,0.482762,0,6,8,6,9
-222.087,0.999897,0.00328419,10,1023,0,231.91,-0.508858,-0.316995,0.623992,-1.70445,-2.34803,0.859638,-0.192677,0.474896,-0.738614,-1.45943,1.14574,-0.668117,-0.490068,-1.72467,-0.895159,-0.74,-0.784088,-1.06522,0.197248,0.64264,0.227749,0.10144,240,0.00181806,0.306704,0.345663,0.253857,0.231408,0.355763,0.311716,0.37299,0.217371,0,0,0,0,0.277611,0.25016,0.402201,0.348518,0,0,0.327305,0.305397,0.319205,0.294344,0.280098,0,6,8,6,9
-217.635,0.999878,0.00352458,10,1023,0,231.331,0.515898,-0.279682,0.999779,-0.754661,-0.724193,1.06024,0.562157,-0.27196,-0.478358,-1.15997,0.701972,-0.175739,-0.710151,0.111442,-0.692691,-0.729399,-0.352787,-0.840405,0.22231,1.81023,0.324871,0.123183,240,0.00181806,0.431854,0.500762,0.406785,0.408381,0.504038,0.477063,0.501888,0.411555,0,0,0,0,0.424849,0.427231,0.568827,0.529443,0,0,0.494759,0.479871,0.455031,0.448914,0.42883,0,6,8,6,9
-214.914,0.999995,0.0037787,10,1023,0,226.385,0.428552,-0.432023,0.939648,-0.732419,-0.49406,0.768963,0.613522,-0.300474,-0.766813,-1.0009,1.11356,0.0399837,-0.767105,-0.158487,-0.924036,-0.613381,-0.00110601,-0.977277,0.256288,2.28829,0.293223,0.0920128,240,0.00181806,0.300397,0.373811,0.285372,0.29726,0.364299,0.355719,0.432427,0.210135,0,0,0,0,0.310572,0.32484,0.405004,0.394793,0,0,0.354446,0.351403,0.333738,0.324884,0.320483,0,6,8,6,9
-221.449,0.999813,0.00404824,10,1023,0,230.155,0.240426,1.00412,-0.422261,-1.12465,-0.681825,-1.34422,-0.631799,1.03947,0.996322,0.83486,1.54474,0.619292,1.10197,-2.39715,-0.717906,0.276651,-0.867173,-1.22725,0.868085,0.714566,0.810599,0.0954891,240,0.00181806,0.723785,0.434408,0.295667,0.380585,0.257871,0.390776,0.410492,0.403666,0,0,0,0,0.400502,0.482165,0.36184,0.491569,0,0,0.376629,0.391395,0.426826,0.4259,0.422436,0,6,8,6,9
-218.344,0.999628,0.00433014,10,1023,0,238.345,-0.552352,0.20132,0.873494,0.138822,1.93709,-0.577765,-0.0370967,0.12573,0.608995,-0.67152,-0.324461,-0.423553,-1.07426,0.146547,-0.837574,0.384193,0.786726,0.109977,0.0979265,0.141624,0.286427,0.138239,240,0.00181806,0.385727,0.401312,0.384289,0.426373,0.367953,0.380253,0.383507,0.399663,0,0,0,0,0.391967,0.518637,0.344397,0.380057,0,0,0.374574,0.39209,0.397422,0.413387,0.371569,0,6,8,6,9
-219.199,0.99989,0.0046242,9,1023,0,227.795,-0.158203,0.636131,-0.454582,-0.900466,1.40181,-0.340576,0.629806,-0.328339,-0.26689,0.135659,0.867754,-0.0634628,-0.821294,-0.0729304,-0.0272553,0.547486,-0.206325,2.32085,0.106999,0.286524,0.401192,0.0232124,240,0.00181806,0.409896,0.38253,0.371543,0.429459,0.385359,0.409736,0.399588,0.403731,0,0,0,0,0.360222,0.5861,0.413357,0.509652,0,0,0.399582,0.404885,0.399649,0.399984,0.402182,0,6,8,6,9
-216.571,0.999904,0.00493616,10,1023,0,226.3,-0.0652218,0.131706,-0.322845,-1.16428,0.799103,0.828937,-1.28588,-0.0155991,-0.0969223,-0.572303,-0.758191,-0.482367,1.01077,-0.471549,-0.125503,-0.206749,0.539272,-2.38046,0.144936,1.68315,0.228536,0.267009,240,0.00181806,0.416051,0.40045,0.372109,0.439253,0.440297,0.368079,0.418764,0.386585,0,0,0,0,0.37656,0.484588,0.486267,0.370144,0,0,0.474326,0.340949,0.419489,0.41429,0.384309,0,6,8,6,9
-216.011,0.999994,0.00526332,9,1023,0,224.106,-0.199954,-1.44022,1.52378,-0.203159,0.000808067,-0.191095,0.428569,0.207751,-0.843947,-1.14123,-0.998766,0.529464,0.446068,0.389907,-1.00569,1.00106,-0.33519,-0.379962,0.116997,0.311687,1.17566,0.353369,240,0.00181806,0.344385,0.42396,0.376837,0.382303,0.37716,0.39386,0.418262,0.343012,0,0,0,0,0.364268,0.42034,0.367501,0.542905,0,0,0.386432,0.438347,0.41963,0.334397,0.31188,0,6,8,6,9
-217.431,0.998891,0.00560704,9,511,0,229.994,-0.521533,-1.10043,2.4249,-0.251149,-0.551181,0.0819421,-0.860312,0.536368,0.0550982,0.455319,-0.0325365,0.60351,0.0812602,0.0461024,-1.30581,0.381973,0.63058,1.36784,0.148182,0.444069,0.18485,0.54262,240,0.00181806,0.363118,0.48729,0.392072,0.381747,0.403644,0.371217,0.419998,0.370289,0,0,0,0,0.399612,0.386748,0.414052,0.373651,0,0,0.404948,0.290919,0.464812,0.401481,0.45401,0,6,8,6,9
-216.45,0.999983,0.00594906,9,511,0,224.134,-0.591184,-0.196536,1.69403,-0.743798,-1.74265,1.09705,-0.408349,0.480091,-0.471175,-0.163489,-0.229696,0.0959415,-0.657218,-0.769557,-1.18889,0.52776,1.51325,0.458589,0.0735623,0.794398,0.142655,0.191099,240,0.00181806,0.364602,0.39617,0.355656,0.339577,0.386099,0.361129,0.439538,0.270317,0,0,0,0,0.35733,0.326357,0.417345,0.36801,0,0,0.410077,0.344967,0.382886,0.342349,0.355253,0,6,8,6,9
-217.63,0.999974,0.006323,9,511,0,222.459,-0.22463,1.06093,-0.461043,-0.812271,1.30078,-0.264434,-0.579147,0.36552,-0.496121,-0.0146063,1.38929,0.930005,0.948518,-0.17592,0.146418,-1.00344,0.0401162,0.42634,0.488349,0.629231,0.127349,0.82193,240,0.00181806,0.516889,0.343583,0.307275,0.544923,0.364742,0.331149,0.448487,0.327569,0,0,0,0,0.38938,0.450362,0.404949,0.395981,0,0,0.38176,0.325664,0.502232,0.340075,0.428663,0,6,8,6,9
-219.647,0.999856,0.00671267,9,511,0,226.124,-0.95255,0.397814,1.86726,-0.444858,-1.34924,1.50908,-0.0237296,0.325005,0.189629,0.21229,-0.267399,-1.63831,-1.12101,0.618826,0.320092,-0.685139,0.724721,-1.43593,0.0295246,1.65039,0.0674218,0.282367,240,0.00181806,0.406532,0.41694,0.4006,0.394266,0.414396,0.403561,0.428921,0.375629,0,0,0,0,0.400498,0.386079,0.432209,0.407272,0,0,0.48038,0.375284,0.398547,0.389456,0.390972,0,6,8,6,9
-219.649,0.999972,0.00711623,9,511,0,226.329,0.915779,-0.72974,1.38956,-1.09531,-1.20566,-0.686745,-0.0986501,0.705465,-0.41636,-0.563588,0.348897,1.75167,1.05686,-0.651234,-0.392718,0.560179,-0.925656,1.35016,0.249025,0.0991057,1.3111,0.422051,240,0.00181806,0.377691,0.500239,0.357658,0.351704,0.380076,0.41325,0.413643,0.388582,0,0,0,0,0.34995,0.31848,0.476045,0.658862,0,0,0.35159,0.40687,0.48627,0.37661,0.362895,0,6,8,6,9
-214.162,0.999592,0.00753802,9,511,0,227.833,1.33833,0.52141,0.548832,-1.05198,-0.448554,-0.607217,0.027558,-0.669226,-1.35678,0.612471,-1.08946,-0.972806,-0.598687,0.291668,0.79687,0.456796,0.987058,-0.430372,0.151524,1.27516,0.655565,0.0882343,240,0.00181806,0.412149,0.413101,0.358733,0.378906,0.373561,0.39511,0.475119,0.276189,0,0,0,0,0.35541,0.445937,0.421556,0.520094,0,0,0.387043,0.399685,0.385815,0.372297,0.411447,0,6,8,6,9
-215.127,0.999899,0.0079685,9,511,0,219.897,-1.1181,0.470506,-0.0213495,-0.940505,0.538457,-0.0878194,0.488611,1.47011,0.523063,-0.62324,0.372393,1.38806,0.0177576,0.0329278,-0.955326,-0.1583,-1.32532,0.481371,0.269453,0.636945,0.570746,0.359708,240,0.00181806,0.394913,0.365455,0.31303,0.399046,0.361542,0.396013,0.435495,0.301946,0,0,0,0,0.325015,0.520523,0.434966,0.513693,0,0,0.335706,0.381172,0.463002,0.383963,0.295933,0,6,8,6,9
-218.191,0.999758,0.00842123,9,511,0,225.841,1.01439,1.13166,0.576568,-0.878014,-1.55151,-0.160587,0.516587,-0.860761,-1.26845,0.743426,-0.397173,-1.24383,0.13081,-0.287805,1.07159,0.103088,1.28447,-0.475007,0.253208,0.985475,0.818194,0.00217261,240,0.00181806,0.440618,0.408035,0.326945,0.292268,0.366015,0.404557,0.415672,0.327023,0,0,0,0,0.332043,0.224248,0.469135,0.603172,0,0,0.37824,0.378566,0.377904,0.377708,0.378675,0,6,8,6,9
-221.759,0.998948,0.00888731,9,511,0,233.799,-0.289541,-0.558616,0.175887,-1.50664,0.530373,-1.12996,-1.18096,0.673492,0.292955,-0.0664439,0.750545,-0.371123,-0.522896,-0.410822,-2.04377,1.0312,-2.09828,1.13492,0.261298,0.573393,0.314526,0.0161561,240,0.00181806,0.368742,0.41399,0.31366,0.436411,0.335028,0.332093,0.388443,0.338762,0,0,0,0,0.349002,0.502487,0.376072,0.372357,0,0,0.364408,0.36422,0.371064,0.369656,0.368327,0,6,8,6,9
-219.592,0.998458,0.00935095,9,511,0,231.487,-0.308542,1.82428,1.51094,-0.359453,0.948506,0.370014,-0.167485,0.293834,-1.38362,0.225139,-0.864582,0.438282,0.902978,0.472356,1.86336,-1.19533,2.07016,-1.05151,0.400507,0.205383,0.475963,0.5715,240,0.00181806,0.556286,0.526498,0.351513,0.472658,0.41786,0.368562,0.478258,0.398295,0,0,0,0,0.41607,0.562063,0.497382,0.437236,0,0,0.505767,0.432286,0.495294,0.280287,0.485853,0,6,8,6,9
-216.555,0.999675,0.0098175,8,255,0,229.581,-2.38143,0.534768,1.30395,-0.226022,-0.211907,0.408628,1.05947,1.44507,0.805986,-0.579028,-0.199525,0.849302,-0.354859,0.732784,-1.27575,-0.823614,0.642781,-1.28662,0.365792,1.33845,0.929933,0.118604,240,0.00181806,0.38492,0.448162,0.325819,0.326875,0.37484,0.427785,0.471521,0.283003,0,0,0,0,0.338047,0.340855,0.47224,0.613524,0,0,0.383485,0.400421,0.410566,0.393796,0.358301,0,6,8,6,9
-218.238,0.994848,0.0103284,9,511,0,233.732,0.504379,-0.832245,0.257467,-0.801861,-1.43604,-0.983191,-0.734864,-0.806995,-1.61434,-0.862041,-0.237799,-0.681076,0.0738049,-0.537291,1.02629,1.1473,-0.151135,1.80884,0.48594,0.477647,0.102387,0.0505705,240,0.00181806,0.358526,0.485783,0.3619,0.294657,0.341972,0.369389,0.406477,0.318979,0,0,0,0,0.371219,0.35653,0.366994,0.372785,0,0,0.369341,0.372204,0.371372,0.362105,0.370737,0,6,8,6,9
-216.639,0.996884,0.0107296,8,255,0,231.015,-1.0994,1.67665,1.37185,-0.491319,-0.278657,0.109805,0.26356,0.424858,0.218184,0.0722401,-1.03703,1.49608,-0.815167,-0.188881,0.873434,-0.770381,-1.61606,-1.26655,0.501073,0.853442,0.99869,1.0521,240,0.00181806,0.497736,0.460671,0.25594,0.276259,0.315785,0.332228,0.373219,0.335009,0,0,0,0,0.310333,0.355819,0.445279,0.482035,0,0,0.328498,0.363249,0.401248,0.35283,0.320261,0,6,8,6,9
