# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2020433332
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_sigma.1
-199.528,0.997814,0.0152847,7,255,0,204.918,-0.293283,-0.554795,1.47109,0.664994,-0.636072,-1.24953,0.318305,0.0235644,-1.13391,-1.01374,-0.637556,-0.302436,-0.60665,-1.0544,0.30795,-0.49258,-1.985,-1.4539,-0.759934,-1.31413,-0.319934,0.640881,-3.50868,-1.64593,1.54077,0.172089,-0.595661,-1.78614,0.500092,-0.799963,-0.569438,-0.625514,-0.441692
-202.597,0.999033,0.0153399,7,127,0,205.014,0.0975985,-0.268222,0.270319,-0.162791,-0.991633,-1.50201,0.0556945,1.85017,-0.774115,0.283767,-0.434749,0.718533,0.620305,-0.956608,-0.136784,0.043492,1.22062,-0.50747,0.927963,0.194055,0.590366,-0.0591926,7.30151,0.395313,-0.93285,-1.18315,-0.284374,-0.95913,0.487414,2.67923,0.913287,2.30945,-1.3799
-201.524,0.999622,0.0156437,8,255,0,210.542,-0.737808,0.692994,2.04603,1.44094,0.594792,-0.224195,0.402193,-0.232427,-0.642876,-0.818634,-0.711981,-1.30583,1.96516,-1.51493,-1.80383,0.888739,0.35225,-0.712518,-1.49013,0.662887,-0.867519,1.4447,-3.59305,0.224978,1.10369,0.55769,1.72173,0.505702,0.323881,-1.51192,-0.338452,-0.729464,-3.53059
-206.124,0.99939,0.0161283,7,255,0,210.516,-0.214155,0.782556,1.07551,0.141916,0.377413,-1.75117,-1.5895,-1.19754,-1.58015,-0.879725,-1.03619,-0.939025,0.576175,1.02794,0.755592,1.93112,0.709189,1.20698,-0.201778,0.337467,-0.265118,0.167598,4.55725,1.45553,0.0567722,-0.955677,2.84591,-1.11744,-1.74078,-1.99099,-1.07768,-0.403417,-1.57046
-207.325,0.999338,0.0167282,8,255,0,214.669,-1.51179e-05,-0.589874,0.396475,0.497484,-1.44098,-0.961085,1.33147,2.03026,-1.81745,-2.45462,-0.452064,-2.26177,-1.28761,-0.0879224,-1.19177,0.0976125,0.373017,1.21066,1.14026,1.40629,0.817924,-0.961838,5.67092,-1.11091,-0.910101,1.49061,-3.44511,3.77673,2.28588,2.842,-1.59455,-2.73438,1.45459
-203.86,0.998239,0.0174346,7,127,0,211.7,-0.128693,0.603806,1.16335,0.0200676,0.0753049,-1.73571,-0.0108549,-1.14361,-0.843204,-1.17124,-0.917819,-0.892236,0.405323,0.638099,0.0783013,0.705943,0.547291,-1.66688,-2.12115,1.18862,2.12323,0.555536,8.76972,1.48332,0.662097,-1.04837,2.75881,-0.890584,0.122525,-1.99772,0.115202,-0.693429,-2.33139
-202.331,0.999236,0.0181763,7,127,0,211.062,-0.490655,0.27077,1.96561,0.690541,-0.689011,-1.1088,-0.165443,-0.923745,-0.226964,-0.268289,-0.612961,0.081681,0.851719,-1.24199,-1.62773,1.60002,-1.94054,0.298138,-1.01838,-1.15923,-1.91356,-0.283942,-9.48637,-0.0699046,2.48004,-0.737042,-2.08722,-3.32611,-0.276859,-2.45928,0.811723,0.335952,3.93582
-201.053,0.99902,0.0190589,7,127,0,209.091,-0.0552332,0.0329806,0.836641,0.482938,-0.358493,-1.21115,-1.6379,0.466159,-1.86243,-1.4003,-0.352311,-1.43131,0.363484,2.69927,-1.15828,-0.616247,0.0203496,-0.913165,-1.87615,-0.386953,-0.248183,0.568602,6.08565,0.946771,1.24225,1.36417,2.47945,-1.15378,-2.23455,0.14392,-1.96871,-1.15365,0.0908582
-202.026,0.999531,0.0200091,7,127,0,207.394,-0.0024939,-0.322285,-0.0157279,-0.496834,-1.19078,-1.04587,0.419377,1.15131,-1.44136,-0.274416,-0.397769,-0.607756,0.914848,0.014743,-1.25049,-0.157608,0.868884,-2.09669,0.101922,-1.3857,-0.862533,0.339822,-1.87639,-0.230494,-3.12445,-3.68671,-2.47144,2.33182,0.988281,1.46696,-0.872988,1.1235,-1.33254
-205.3,0.99592,0.0210658,7,127,0,209.722,-0.331028,-0.161048,1.28277,1.77278,0.0432366,-1.45933,-0.0704175,1.77509,-2.62131,-1.06064,-0.985937,-0.206059,-0.528799,-1.82335,-0.984174,-0.384205,-1.08154,0.604813,0.499505,-0.430175,0.585943,1.32964,2.77128,-0.501966,0.139658,2.40413,1.51315,-1.15225,-0.0487537,1.64693,-2.62985,-0.712478,-1.87962
-201.795,0.999949,0.021958,7,127,0,210.497,0.165666,0.123802,0.553464,-0.589026,-1.14164,-1.05689,0.317934,-0.0791263,-0.853923,-1.6745,-0.0692594,-0.275817,1.5458,-1.16901,-0.286142,-0.0178738,1.52602,0.388019,1.54047,-2.66281,-1.18701,-0.370945,1.20102,3.15251,2.33009,-5.43933,-3.9081,0.949692,1.31431,-0.840952,0.88311,-1.87517,4.41563
-204.016,0.99857,0.0231758,6,63,0,206.579,-0.169488,0.0680758,0.424872,-0.565507,-1.20618,-0.930673,0.534631,-0.539732,-0.667651,-1.81513,-0.82245,-0.0803963,-0.306408,-0.0611304,0.960579,0.402083,-0.171467,0.333556,-0.818339,0.34098,0.0242635,-1.73488,-0.141398,0.344451,-1.47862,-2.98928,-1.53093,2.72478,0.790215,-1.33154,0.390501,-1.60452,-3.51498
-203.724,0.999609,0.0243646,7,127,0,210.281,-0.0955307,-1.16063,0.324068,-0.36421,-0.624993,-0.586107,-1.05044,0.267961,-1.51135,-0.0545132,-0.278285,1.04737,0.136211,-1.63407,0.327365,0.523459,0.157837,1.0891,-2.09567,-0.691253,0.257,1.67323,-1.19957,-4.30176,-1.97899,-4.2093,-0.0193976,6.50118,-1.46326,-0.326749,-1.40331,1.60552,-0.455068
-205.018,0.999844,0.0256901,7,127,0,209.575,0.323373,-0.926794,0.387699,0.0978142,-0.956526,-2.26945,-1.79333,-0.801781,-1.16331,-1.31651,-0.469486,-0.157294,-1.25969,-0.100869,-0.781774,1.12025,1.12946,0.189427,0.863779,-0.512293,1.71861,0.592523,5.7705,-0.984561,0.934258,1.47586,1.82639,-4.88869,-2.07333,-1.64913,0.465467,-0.442215,1.44362
-205.351,0.987629,0.0270977,7,127,0,212.848,-0.281795,-1.20631,0.319375,-0.366268,-0.806495,-0.338572,-0.386268,0.596476,-0.378365,-1.08951,-0.7232,0.740959,-1.3276,-0.175534,-0.312864,0.362092,-1.97881,-2.08301,-1.79794,-0.290837,-0.540419,0.7474,-1.96419,-2.95472,-2.46323,-3.23038,-1.01721,5.42751,-0.423136,0.118667,0.786085,-0.715809,-1.14613
-200.987,0.999666,0.0275896,7,127,0,209.084,-0.500207,0.317564,1.16308,1.02762,0.0694752,-0.196424,0.195361,0.704899,-1.04338,0.856932,-0.685127,0.803405,-1.44592,-0.104577,-2.22968,2.49956,-0.884557,-0.365016,0.756748,0.484593,0.710791,-0.0023175,5.49015,0.0122993,-0.682581,0.358743,1.10741,3.72002,0.197614,0.0550422,-0.693705,2.03958,-3.93314
-199.86,0.999848,0.0290656,7,127,0,204.689,-0.0105848,-0.345395,0.594385,-0.234078,-0.721176,-0.707625,-0.277261,1.00659,-1.83041,-1.26172,-0.0865268,-0.140585,0.340667,0.486829,-0.241034,0.391093,-1.77551,-0.0400662,0.602767,-1.33694,1.89467,0.42257,2.33748,-0.829507,1.13643,-3.61551,-1.10751,4.97529,-0.12058,1.65609,-2.58041,-1.13754,-0.718251
-201.906,0.991165,0.0306165,7,127,0,207.693,-0.7346,-0.219611,1.78105,1.73696,0.0230047,-0.143646,0.105334,-0.254686,0.0831645,-0.083495,-0.495952,-1.47369,0.128036,0.410521,-0.676063,1.29373,1.76912,-0.0679311,0.807444,-0.569621,-1.72031,0.122644,-3.17737,-2.41808,1.09807,2.72596,-0.575223,1.1426,-0.0822491,-1.88108,1.11559,0.414856,0.833413
-202.934,0.997955,0.0314572,6,127,0,207.359,-0.241872,1.32714,1.25739,0.127204,-0.88545,-1.29425,0.589896,-0.212239,-1.6325,0.167465,-0.875815,0.0206035,-0.71724,1.1871,1.64801,0.21562,1.18524,-0.176713,-0.773013,1.42147,0.281121,0.17853,3.44978,2.75485,0.520178,-1.2624,-0.760915,0.00658708,0.800153,-0.90142,-1.22258,1.04786,-1.83778
-205.822,0.988028,0.0329209,6,63,0,207.42,-0.0755027,1.49233,0.87402,0.375977,-1.17876,-1.87095,0.454519,-0.427387,-1.34036,0.59462,-1.14653,-0.678109,0.350695,0.636449,-0.711778,0.230078,0.717382,0.426529,0.142712,-0.815014,-0.48091,0.189769,12.6522,2.75031,0.0684985,0.0355316,-0.465036,0.0125485,0.640748,-0.878903,-0.615603,1.46997,-4.17554
-204.526,0.997639,0.0335047,7,127,0,211.665,-0.271742,-0.197214,1.68787,-0.0801856,0.0952065,-0.811261,-0.783652,1.48808,0.428289,-1.0644,-1.04923,-0.898864,1.58298,-0.0692984,0.00142304,-0.97928,-1.33503,-1.84124,0.0838526,1.17185,1.84162,0.236893,11.1408,-0.410726,1.19323,-1.62165,1.81662,2.31203,-0.841873,1.31165,1.68007,-0.679855,-3.77899
-206.318,0.976423,0.0349907,6,63,0,212.49,-0.178272,-0.0777129,1.96158,1.58671,-1.07329,-1.0014,0.691568,-0.14661,-1.06418,0.864608,-1.2932,-1.32187,-0.811856,1.67122,-1.09618,-0.105338,-0.406756,-0.999143,1.14689,1.42706,-0.770709,0.907727,17.7984,-0.0072892,1.67959,1.8592,-0.533864,2.20712,0.832704,-0.540436,-0.410111,1.58698,-4.55997
-207.096,0.997385,0.0344869,6,63,0,211.963,-0.58479,-0.237767,1.70172,1.13456,-0.692714,-2.2243,-0.435721,-0.0331679,-1.28924,0.1549,-1.54446,1.61852,0.174648,-1.13824,-1.29103,0.937856,0.411183,-0.989043,0.491279,0.285958,-1.31702,-0.193899,-18.9219,-0.737955,0.282044,0.108297,-0.931737,-2.94969,-0.503211,-0.492112,-1.04104,0.430043,-2.70154
-206.753,0.999777,0.0359545,6,63,0,210.751,-0.31946,0.281169,1.7342,0.255927,-0.772636,-2.12214,0.490477,-0.933624,-1.80979,-0.238644,-0.648102,0.879816,0.568388,-0.684647,-1.09425,0.00835808,1.73183,1.10234,-0.634,-0.188962,-0.76054,-0.0529924,-14.4449,0.503552,2.29369,-1.47241,-1.30431,-7.7622,0.710871,-2.25853,-1.76843,0.55454,13.5742
-203.291,0.98806,0.0376944,6,63,0,212.956,-0.238065,0.423069,0.134272,0.923822,-0.776943,-0.752444,-0.25519,0.701136,-0.0686786,-1.31665,-1.05451,-2.93274,-0.500506,-1.04884,0.32791,0.0645469,1.3018,-0.719446,1.67279,1.39108,-0.635057,1.3851,8.77837,0.748307,-2.08111,0.685608,-0.245471,2.87474,-0.222131,0.357082,1.00715,-0.970788,-4.95268
-206.159,0.991,0.0382865,5,31,0,212.504,-0.399817,1.32477,0.482525,0.486148,-0.807852,-0.196776,0.42006,1.00926,-0.306277,-1.39191,0.0102779,-1.06325,-1.02179,-1.84515,0.770885,-1.11003,-0.508503,-1.39776,-0.546995,0.761885,-0.236255,-1.46186,5.60914,8.36743,-3.20068,-0.130073,-6.98178,7.66933,0.956269,1.21284,1.3271,-2.12946,11.6603
-204.788,1,0.0391728,5,31,0,211.711,-0.327844,0.589022,1.10594,0.350057,-0.588976,-0.658709,-0.696814,1.55513,0.239021,-0.451308,-1.47273,0.0281593,-1.57419,1.40447,0.284073,0.841139,-1.66037,-1.44998,0.376656,0.420624,1.52857,-1.04478,7.47684,0.657543,-0.0918316,-0.544579,-0.110303,1.86111,-0.719224,1.33901,0.938442,-0.0972065,-4.62305
-202.534,0.988531,0.0410041,5,47,0,208.838,-0.558829,0.33672,0.911026,0.347595,-0.291867,-0.258804,-0.475021,1.20005,-0.284744,-0.129738,-1.01579,1.07923,-0.688971,-0.302307,0.267175,0.916889,0.854762,0.725084,-1.13182,-1.5036,0.854679,2.10593,-6.76402,-0.0934694,-1.52326,-1.70076,-0.412916,2.05072,-0.610796,0.748045,0.354122,0.296525,-4.98996
-205.289,0.993248,0.0416394,6,127,0,209.088,-0.158825,1.17275,0.894906,1.03835,-1.10125,-1.07844,-0.385485,1.68754,-0.808289,-1.58945,-0.302616,0.252492,0.825177,-0.695461,-0.243317,-0.805446,1.88551,-0.442375,0.721687,0.463996,0.45858,-0.982426,7.63967,5.41935,1.11506,4.18257,-3.85898,-1.86093,-0.419211,2.41471,0.280118,-1.67988,12.5658
-201.929,0.9976,0.0427795,6,63,0,208.329,-0.247828,0.269789,0.772643,0.705323,-0.395554,-0.797812,0.159099,0.97597,0.0666455,-0.269713,-1.03662,1.16978,-1.57328,0.386657,-0.473547,1.37539,0.270181,0.724058,-1.30686,0.860229,1.86439,0.413462,11.5979,0.465171,-0.73273,0.181355,0.674409,2.60284,0.251831,0.690987,1.20813,0.345492,-5.61486
-202.21,0.998884,0.044412,4,31,0,206.014,-0.49948,0.182816,0.902151,0.793461,-0.0633744,-0.76728,0.0498664,0.983445,-0.21498,-0.445036,-1.27762,-1.35067,-0.396993,0.680831,0.415064,1.43959,-0.0113736,-0.50284,-0.0359669,-1.33739,-0.79163,-0.498226,-4.92849,-0.167577,-1.0226,-0.376091,0.333236,0.575922,0.023299,0.57964,0.367956,-0.127081,-5.17078
-201.563,0.998031,0.0462221,6,63,0,206.664,-0.248753,-0.261775,0.824256,-0.119857,-1.30369,-1.23406,0.322622,-0.345732,-1.53645,-1.07835,-0.562222,0.155572,-0.097556,-0.424542,-0.481478,-0.608708,2.39739,1.24696,-1.24167,-0.514389,-0.393093,-0.350689,-13.3864,-0.805996,-0.517236,-2.72206,-3.54403,-1.79074,0.561388,-1.41558,-1.28987,-0.696626,2.18266
-200.149,0.999741,0.0479674,5,63,0,204.84,-0.325398,0.0705028,1.30139,0.225423,-0.567182,-1.28042,0.52833,-0.253288,-0.0913521,-0.94219,-0.513957,-0.0891102,-0.227871,0.56502,-1.08814,-1.49041,-1.11445,0.161599,-0.720885,-1.34508,-0.36251,1.36716,-6.66049,-0.084075,1.20728,-1.77974,-0.767991,-3.72729,0.820371,-1.41133,1.515,-0.570187,2.21004
-199.89,0.993094,0.049954,6,63,0,202.387,-0.159959,-0.754447,0.7693,0.691736,-0.585373,-0.75546,0.286792,-0.0825424,-0.342768,-1.53058,-0.299722,-1.16314,0.0907384,0.608535,-0.589231,-0.303962,-0.579774,0.577813,-0.761206,0.907984,0.13692,-0.854093,5.16616,-2.83657,0.35689,2.1019,-0.214506,2.6947,0.705979,-1.14996,1.56277,-1.57775,-1.22612
-203.012,0.972255,0.0511415,6,63,0,205.854,0.0664085,0.419551,0.96283,-0.283339,-0.769822,-1.40022,-1.44526,0.229853,-0.24626,-1.58561,-0.521528,-0.66796,1.11894,-0.211564,-0.338448,-0.10393,-0.43712,-1.5127,0.630031,-0.71087,0.613752,0.242066,12.3916,2.47074,1.86356,-1.76236,1.00282,0.692308,-1.70692,-0.123751,1.96254,-1.20079,-3.41133
-204.711,0.996112,0.0497369,6,63,0,208.056,-0.131304,0.413789,0.974582,-0.170955,-0.530601,-1.55527,-0.347512,0.507729,0.800371,-1.58686,-1.14363,0.835241,-0.286176,0.156416,0.984566,0.373297,0.229533,1.86854,0.421828,0.828967,0.494042,-0.353327,11.2833,0.892886,0.0960627,-1.2245,0.783584,0.689495,-0.284125,0.208497,2.21285,-1.23207,-4.95415
-206.031,0.987363,0.0512595,6,63,0,209.543,-0.100077,1.32889,0.951293,-0.0711705,0.0012274,-1.69777,-0.827924,-0.266399,0.225793,-0.940002,-1.12177,0.463984,-0.838818,-0.106944,-0.680724,-0.468322,-0.0703312,0.47937,0.994366,1.37222,-1.25553,-0.85432,15.5441,2.48862,0.149319,-0.950646,2.18515,0.37529,-0.813911,-0.71346,1.49836,-0.419421,-3.44488
-211.087,0.992315,0.0516977,6,63,0,215.531,-0.227979,1.48371,2.71491,1.20825,-1.68974,-0.824186,-0.286663,0.578839,-2.27663,-0.544246,-0.70361,1.06709,-1.38005,0.00597063,0.974828,0.123121,0.704541,0.82236,0.733655,-0.92944,0.615838,1.38767,14.3953,3.75858,5.37289,2.23027,-3.99559,2.54689,-0.265424,0.141846,-2.33996,0.150271,11.9461
-209.22,0.999362,0.0527447,6,63,0,216.506,-0.579909,-0.355828,0.381161,0.727703,-1.10607,-0.631259,0.165349,0.556921,1.21614,0.100229,-2.61572,0.842915,0.886594,-0.125412,-0.284989,-2.55835,-0.245014,0.703556,-0.298213,0.845766,-2.02338,-0.990206,-10.9323,-0.514873,-0.33169,0.251005,-1.12733,-0.114599,0.151363,0.406817,1.38542,0.191313,-1.66245
-211.072,0.99283,0.0546959,6,63,0,218.016,-0.347504,-0.0278593,2.28469,1.72884,-0.757812,-1.47683,1.39351,2.22127,0.197472,1.23379,-1.95666,-1.22229,-0.468405,-1.26612,-0.402888,-0.787736,0.535944,-0.624418,-0.738034,1.42115,-0.52546,-2.50425,7.07903,-0.123141,1.6148,1.37481,-0.448321,-0.217791,1.43763,2.07045,0.606036,1.5322,-4.91717
-210.561,0.981051,0.0558157,6,63,0,215.613,-0.363468,0.0612795,-0.454746,0.000222456,0.251778,-0.497022,-0.987205,-1.09462,-1.32772,-2.51743,-0.936927,-0.808412,0.761195,1.09227,-1.14967,-1.05286,0.618374,1.23146,0.970723,1.4405,0.497265,-0.289271,-4.1484,-0.174392,-4.23812,-1.96068,2.04534,2.9728,-1.14245,-2.07683,-0.899159,-2.57502,0.628801
-203.787,0.999635,0.0553847,5,31,0,212.913,0.00917722,-0.229733,1.17061,-0.102481,-1.09364,-1.69557,-0.885291,-0.210675,-0.824797,-2.53183,-0.382359,1.45484,-0.316914,2.22983,0.716767,-1.67692,-1.3741,0.586872,1.67854,0.642643,1.1746,0.945693,-5.00368,0.165585,3.19973,-1.52977,-1.89129,-5.30727,-1.03699,-1.07625,0.615165,-2.96235,9.32821
-200.28,0.999208,0.0573808,6,63,0,207.65,-0.835314,0.898975,1.64222,1.14323,0.213213,0.107596,0.161678,2.18103,-0.0717003,-0.337276,-0.2444,-0.531058,-0.228925,-0.652616,1.08771,-0.480295,0.895391,-1.36883,0.669828,0.895239,-2.50691,-1.53505,3.85468,1.43216,1.50328,0.426739,-0.0833944,3.13708,-0.112872,2.68434,0.767313,-0.142602,0.405464
-200.102,0.985817,0.0593531,6,63,0,204.533,-0.453415,-0.0651105,0.887219,0.960292,-0.603071,-0.638954,0.947948,0.178559,-1.44147,0.236187,-0.24923,-0.0628743,0.900929,1.00285,0.440333,0.866293,0.285694,0.817279,1.88018,-0.533275,1.12892,-0.502993,-6.52671,-1.30118,-0.819339,2.01711,-3.11173,-1.38793,1.61384,-1.0867,-1.91122,1.71521,2.78387
-204.181,0.971884,0.0594984,5,31,0,207.346,-0.349381,-0.444803,0.476685,0.707918,0.329173,-1.06081,-0.371562,-1.27206,-1.64122,0.147761,-0.779666,-1.21838,-0.229564,-0.714265,0.334385,-0.124877,0.986891,1.4569,0.531437,-0.524359,0.645168,-0.293267,-3.04526,-1.3036,-2.17077,-0.0906102,2.81858,-0.245611,-0.43368,-2.52895,-1.41599,1.0055,-0.653049
-203.809,0.996988,0.0577664,5,31,0,206.781,-0.327479,-0.125398,0.609528,0.605613,0.267942,-1.12002,-0.118417,-1.06039,-2.16378,0.184106,-0.724494,0.501653,-0.735788,-0.868874,0.200185,1.57216,0.00543183,-0.43392,-1.20641,0.0260984,0.40075,0.278375,-2.25601,-0.55981,-1.72277,-0.281939,2.90351,-0.660018,-0.106412,-2.31539,-2.24946,1.13697,-0.538908
-202.061,0.994956,0.0593824,5,63,0,210.751,-0.437578,1.23089,0.740064,0.97812,-0.689392,-0.4313,-0.52403,0.26786,0.312167,-0.0724319,-0.420287,0.183154,-0.131579,-1.49111,0.337649,1.03152,-1.07929,0.162801,-2.28558,-2.52175,0.872012,0.62779,4.24831,3.72181,-1.905,1.30056,-2.57241,2.60857,-0.806697,-0.730762,2.40741,0.866428,1.53453
-206.813,0.994364,0.0607343,6,63,0,209.234,-0.332583,-2.06224,1.62639,0.150081,0.277926,-0.870197,0.202559,0.627613,-0.553972,-1.26988,-1.34565,0.337629,0.279131,-0.502328,0.143211,0.531553,0.521039,-0.600838,-0.352491,1.7787,0.377007,-0.176867,3.79906,-3.00378,0.685273,-0.980265,1.48503,1.42898,0.242256,0.279358,0.0610334,-0.993853,-3.06521
-204.759,0.99672,0.0620078,6,63,0,213.321,-0.41852,0.998464,1.46459,0.908292,0.233812,-1.10143,0.371207,2.13134,0.651925,-0.347483,-1.27149,0.293581,-2.97532,0.490572,-1.41237,2.10957,-0.190718,0.181202,0.129037,0.18526,-0.973337,-0.656083,4.47966,1.17667,0.18133,0.0407735,1.20365,0.150227,0.4021,1.95112,1.5433,0.0350505,-4.28538
-202.219,0.995412,0.0636152,5,47,0,209.722,-0.223435,0.745802,1.01458,0.263406,-1.47769,-1.08831,-1.02586,-0.326823,-0.474662,-0.737862,-0.871981,0.147186,-2.25343,-0.75454,0.173965,0.741863,0.463467,-0.458156,-1.79116,-1.98791,-0.242309,-1.05552,1.92627,1.60385,-0.0511684,-0.82517,-2.45372,1.29877,-1.14616,-1.04285,0.589403,-0.181527,-3.02372
