# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=917402092
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-229.694,0.999192,0.0179359,8,255,0,239.808,-0.704085,-0.790564,2.01498,-1.93725,0.346024,0.865986,0.450606,0.585209,1.11188,0.62873,1.75852,0.586926,-1.35774,0.734777,2.18816,0.634535,-0.57405,0.463963,-0.179553,0.37015,0.656632,-5.48874,-3.52044,-2.53233,-0.417309,-1.46623,0.52592,0.217026,-2.09854,0.549589,0.817576,-0.172255,0.383589,0.200705,0.163284,0.863088,-0.602158,-0.619779,0.122133,-1.58967,1.04671,0.162035,1.94858,0.563831,0.772148,0.550787,-0.107804,-1.34678,0.366782,0.080839,10.8367,-0.791556,1.98733,-1.01278,0.342737,-0.392985,3.54848,0.254688,6.91099,0.996871,1.90704,0.779848,-1.35774,0.734777,2.18816,0.634535,-0.57405,0.463963,-0.179553,0.37015,0.656632,-0.938029,-0.595995,-2.7287,6.35373
-227.022,0.998448,0.018076,8,255,0,244.092,-0.738107,1.24187,1.84342,0.569648,-0.837699,-0.0311519,-2.34523,0.464479,-1.63226,-1.11689,0.417411,-0.602395,1.46006,1.06865,-0.115954,-0.297866,-0.0709093,-0.420873,-0.138555,-0.356127,-0.667606,-5.77818,-0.485295,-1.05741,-2.70155,0.975004,0.417319,-2.72431,1.21625,0.144383,-0.121148,-0.52726,0.290248,0.0149796,-1.79012,-1.18063,-0.643031,0.938215,-1.13862,-2.27132,-0.568965,0.630257,-0.347095,0.236632,-0.270005,-0.466809,0.845894,2.69588,0.819086,-1.23508,-3.39516,1.23841,1.81828,1.86001,-1.296,-1.14334,-3.18358,0.401292,-1.5023,-1.14605,0.306568,-2.12701,1.46006,1.06865,-0.115954,-0.297866,-0.0709093,-0.420873,-0.138555,-0.356127,-0.667606,-1.07035,0.487671,2.78089,-1.43282
-219.488,0.999706,0.0183909,7,127,0,234.943,-0.363808,0.550472,0.369296,-0.154382,1.7228,0.387892,-0.661648,0.101423,-0.447074,-0.833121,-0.2922,-1.06286,0.0539396,0.919526,-0.211291,-0.76064,0.223802,0.0819544,0.50544,0.694988,0.99983,-4.10632,-1.26103,-2.49857,-3.05933,-0.123503,-1.10771,-1.82246,-1.16202,1.81502,0.430012,2.35604,-0.437354,1.50547,0.837478,-0.972279,0.266311,-1.5946,-0.743186,0.0269191,-0.0358013,0.186515,0.506623,0.397268,0.730069,1.22264,2.08045,-0.529393,-1.18452,0.453186,-3.62658,0.526259,0.220192,-0.292399,1.69748,0.222285,-0.597869,-0.0222958,-0.357598,-0.835419,-1.87285,-0.40675,0.0539396,0.919526,-0.211291,-0.76064,0.223802,0.0819544,0.50544,0.694988,0.99983,-0.971181,-0.952115,-0.929179,-1.20183
-220.091,0.999827,0.0189521,7,255,0,226.731,-0.604931,-0.435422,-0.929595,-0.150026,-1.65969,0.642575,-0.786484,0.686278,-0.147747,0.670165,1.22967,0.00568885,-0.497009,-0.049022,0.10244,0.789521,-0.134379,-0.473235,0.219477,-1.51293,-1.47794,-5.03927,-1.4566,-0.757982,-1.65632,0.299643,0.42865,0.0119743,1.03326,0.903369,0.283635,-1.24106,0.289041,-0.290297,-0.608226,-0.544064,-0.318258,-0.100175,0.948665,-0.189234,-0.548559,0.192281,-0.0633039,0.599166,0.251597,0.582259,-0.362807,-1.11165,-0.635911,-2.17875,2.44629,-0.441637,-0.980804,2.46736,-2.36799,0.395351,-1.14209,0.880733,0.252769,0.858256,1.21559,0.730791,-0.497009,-0.049022,0.10244,0.789521,-0.134379,-0.473235,0.219477,-1.51293,-1.47794,-0.901919,-0.780166,1.16093,-1.43874
-217.079,0.999788,0.0196664,8,255,0,229.792,0.339047,0.418429,0.657044,-0.867729,1.94595,0.576628,-0.260519,0.0472491,-0.480723,-0.622693,-0.241001,-0.365916,0.731645,0.398496,0.0460796,-0.832273,-0.819927,0.695731,0.441725,0.912922,1.42126,-2.47169,1.02923,-2.17052,-0.186483,-1.10764,-0.267521,-1.74298,-0.250308,-0.135913,1.14116,0.463135,-1.10248,-1.01823,0.464535,0.465068,0.115379,0.475917,0.844741,0.383234,0.0506976,-2.35946,0.450913,1.65963,-1.76431,-0.429112,-1.73277,-0.526507,-0.615655,0.474283,-3.00809,0.223166,-0.226002,-1.65591,2.17303,3.73016,1.22203,-0.59301,-3.95352,-2.94862,-13.4207,3.44538,0.731645,0.398496,0.0460796,-0.832273,-0.819927,0.695731,0.441725,0.912922,1.42126,-0.14021,3.58062,-0.752027,3.90429
-213.096,0.994246,0.0205045,7,127,0,230.203,0.22144,-0.0989843,0.703056,-0.266198,-0.797448,-0.459688,-1.13204,-0.521086,-1.60694,-0.761601,0.518653,-0.342346,-1.73904,-0.174055,0.395664,-1.1618,-0.353186,0.324552,1.80035,0.0487179,1.68046,0.259821,-0.926261,-1.36836,-1.10304,-0.540233,-1.34987,-0.750271,0.135497,-2.27596,1.30551,1.98648,1.59505,-0.393185,-0.718103,0.103637,0.441558,-0.338208,-0.368184,-0.141518,1.13194,0.926826,-0.792354,-0.882456,-0.94996,-1.86077,0.901686,-1.68375,-2.33199,0.0080746,-1.838,0.658131,5.4771,-5.83034,-8.05819,7.36172,-3.45895,-3.15115,-2.52791,0.710582,0.969084,-1.60838,-1.73904,-0.174055,0.395664,-1.1618,-0.353186,0.324552,1.80035,0.0487179,1.68046,11.6943,0.06307,0.0310746,-1.52157
-214.968,0.998823,0.021092,7,255,0,222.552,-0.136864,0.639767,0.570493,0.991584,0.408897,-0.992011,-0.713591,-0.642208,-1.62047,-1.13074,1.11108,-0.311532,-1.3062,-0.55218,0.464878,-1.81118,-1.36956,0.0506829,0.662493,0.371095,0.791186,-1.05203,-2.04616,-1.62932,-0.54607,1.38795,-0.0899493,-0.59045,-0.955988,-0.470165,-0.173864,0.460332,-0.452863,-1.44208,0.505669,-0.273954,0.0472252,-1.19441,0.196016,0.146187,-0.0952008,0.584262,0.367484,1.75297,-0.217001,1.50684,0.734708,0.674433,0.563224,-0.465275,-3.67516,0.62025,-2.0938,0.351062,1.48474,-4.33668,2.66165,-0.780172,-3.42463,-0.949566,0.26314,0.0791506,-1.3062,-0.55218,0.464878,-1.81118,-1.36956,0.0506829,0.662493,0.371095,0.791186,-3.95481,-1.9346,-0.157721,4.22611
-215.684,0.998063,0.0220641,7,127,0,227.48,0.0080828,-0.423603,1.69768,-0.545052,0.408281,-0.537632,0.327439,1.14339,-0.487313,-0.866684,-0.359879,-0.60553,0.629713,0.333966,0.213382,1.42071,1.88131,1.26353,0.213908,-0.572322,-0.184274,-1.74769,-0.410326,-0.443676,-1.28032,-0.366115,1.57864,0.00874835,0.42542,-1.24189,-0.978695,-0.858052,-1.16608,-0.795829,0.125536,0.574222,-0.102038,-1.20723,-0.497004,0.515774,-1.56617,-1.02544,0.300368,0.717273,0.265538,0.770049,-0.178053,-1.3692,-0.183045,2.55263,-8.78293,-0.849437,0.36225,-6.50888,0.573564,-2.94884,1.31793,1.30081,-0.864375,-1.28211,-7.89227,1.09461,0.629713,0.333966,0.213382,1.42071,1.88131,1.26353,0.213908,-0.572322,-0.184274,-3.36725,1.3447,2.47631,2.5605
-214.94,0.999779,0.0230708,7,127,0,233.524,-0.118791,-0.302345,1.87853,-0.322974,0.684363,-0.505531,0.0221134,1.01979,-0.493712,-0.650407,-0.291676,-0.316442,0.619796,0.520175,0.192411,1.44849,2.05824,1.33238,0.15074,-0.783062,-0.449939,-1.5232,-0.515421,-0.504685,-1.26919,0.565684,-0.92928,-1.27201,-1.88157,-1.91975,-0.387001,2.27993,0.989159,0.0112231,-1.62269,-0.909873,-1.93796,0.114823,-1.31333,0.165305,-0.100904,-1.13947,-0.406534,0.468207,1.47287,1.89399,-1.87211,0.791658,0.496925,0.0549671,-1.23306,-0.697381,0.633943,-1.63068,1.42586,-1.52381,1.08863,1.5611,-0.155158,-0.601454,-4.05267,2.77906,0.619796,0.520175,0.192411,1.44849,2.05824,1.33238,0.15074,-0.783062,-0.449939,-3.65634,-0.285304,-0.227259,1.589
-217.307,0.993684,0.0242796,7,127,0,231.008,-0.374095,-0.660888,0.225122,0.157396,0.699656,-0.905125,0.347539,0.143833,-0.859978,-0.46973,1.10052,-1.81063,0.0094844,0.229101,-1.48882,1.34869,-1.60154,-0.410516,0.452211,-0.355609,-1.14541,-0.458295,-2.58781,-0.082501,-3.23253,0.775042,-1.14011,1.49638,0.472374,0.318653,-0.965555,0.467703,0.17175,0.270207,-0.549499,0.143704,0.713099,-0.778962,-0.817949,0.865779,-2.80538,-1.37432,-1.3546,-0.523493,1.23929,1.41081,-0.0150029,-1.05312,-1.52227,-0.0911375,3.9097,-1.96031,-2.78414,5.75906,5.77954,-1.60508,0.498126,-0.75015,0.182509,0.38076,1.04647,-1.4345,0.0094844,0.229101,-1.48882,1.34869,-1.60154,-0.410516,0.452211,-0.355609,-1.14541,-0.0571325,-1.66534,3.29749,-0.769277
-218.772,0.999525,0.0251104,7,127,0,228.989,-0.725286,1.12418,1.94395,0.481716,-0.930851,-0.233761,-0.347884,1.71237,-0.841314,-0.746204,0.418461,0.381126,0.335733,-0.22905,-0.461321,0.436013,-2.52005,-1.88107,0.157245,0.999411,1.0689,-0.600551,-2.4217,-1.29234,-4.08448,-0.0720096,-0.750689,0.0193454,-0.768178,0.165751,1.07707,-0.395655,-0.424582,-0.481643,-0.0661776,0.987182,-1.87834,-0.0635319,0.284437,-1.42309,1.28519,-1.08934,-0.0097903,0.428509,-0.581961,-1.40544,1.66542,-0.856491,1.43061,-0.104618,-2.88583,2.10001,2.10171,-1.08468,-4.1132,1.71455,-1.08475,1.53219,-0.364447,-0.453972,0.229335,0.378458,0.335733,-0.22905,-0.461321,0.436013,-2.52005,-1.88107,0.157245,0.999411,1.0689,1.0478,-0.991388,0.357324,-1.08061
-224.093,0.979149,0.0264402,7,127,0,236.797,-0.365182,-0.261059,2.21664,-0.195585,0.568224,-0.745165,0.948579,1.22686,0.728327,0.432143,1.5099,-0.152868,-0.324265,-1.979,-2.49073,0.183728,-1.65026,-0.860605,0.394007,1.18186,0.541889,-1.53278,-3.35085,-0.701428,-3.75376,-1.03674,-1.15937,-0.765197,-1.97522,1.26262,-0.462266,0.90758,-1.23209,0.731642,0.715077,0.0900601,-0.562792,-0.452453,-0.375798,-0.291763,-0.399432,2.12558,1.70211,-0.0420915,-0.678903,-0.95076,1.70415,-0.0869617,0.257523,0.794173,5.92651,-0.522022,1.44981,2.46662,1.32115,0.449516,1.10806,0.941281,1.49395,0.836501,1.52912,0.0484632,-0.324265,-1.979,-2.49073,0.183728,-1.65026,-0.860605,0.394007,1.18186,0.541889,-2.79568,-0.966699,-0.896187,-0.654356
-219.92,0.999892,0.026229,7,127,0,231.707,-0.592869,0.599845,1.91186,0.198856,-0.214197,-1.06133,1.64139,1.0367,1.0425,-0.245925,-0.0589142,0.666218,-0.907291,-0.986825,-2.16275,0.228529,-1.69678,0.660007,-0.140353,0.980718,0.116112,-1.01998,-3.38418,-1.60696,-2.83155,-0.324661,-0.73046,0.928039,-0.687936,0.869243,-0.124157,0.289438,0.606677,0.771839,0.819331,1.65059,-0.445628,0.121642,-1.71606,-1.66234,0.085346,-0.958861,-1.33469,0.523633,0.813375,0.553145,-2.25063,-0.493472,0.55855,-0.945013,-5.18608,0.470047,0.908187,-2.00128,-0.306271,-2.00798,1.90928,0.423727,2.47681,0.18928,-0.349182,0.800751,-0.907291,-0.986825,-2.16275,0.228529,-1.69678,0.660007,-0.140353,0.980718,0.116112,-2.02693,-0.859365,-0.655511,0.0851436
-227.664,0.998404,0.0276613,7,127,0,236.676,-0.153276,-0.183121,0.374063,0.424088,0.146757,-1.0068,-1.89585,0.10983,-2.6391,-0.557306,-1.27844,-1.88215,0.648724,2.61005,1.60215,1.79504,0.649044,-1.48924,-0.346604,-0.463074,-0.252791,-0.319917,-3.07359,-3.51055,-5.31776,0.370801,-0.222102,-0.219315,1.87346,0.24327,0.995858,0.0244174,-0.193886,-0.327049,1.2259,-0.995737,-0.222411,-0.664267,0.469239,-1.54855,1.39284,-1.59533,-0.153386,-0.382448,0.867052,-0.0212242,0.662962,-1.25326,0.226476,0.111256,-2.43409,-0.633712,-2.45109,0.00915932,4.73237,-1.60285,-2.75213,-0.819362,-3.72706,0.281542,-1.60615,-1.65993,0.648724,2.61005,1.60215,1.79504,0.649044,-1.48924,-0.346604,-0.463074,-0.252791,3.74892,-0.953025,-0.909932,-1.0301
-222.244,0.997972,0.0290378,7,127,0,238.402,-0.283464,0.34759,1.09782,0.800104,-0.481369,-0.894578,-1.79812,0.395731,-2.12563,0.0340856,-2.24983,-0.331106,-0.516106,1.68144,1.42253,0.603809,0.698568,-1.04578,0.0289395,-1.09763,-0.0423869,-0.856446,-3.13233,-4.44892,-4.87941,-0.942359,0.691993,1.40458,0.52026,-1.37439,-0.235425,0.937057,0.531982,1.6107,0.624767,-0.651058,2.45645,-1.62708,-2.05736,-0.796545,-2.07503,-0.176609,1.0707,0.574504,-0.589782,0.343162,0.481427,0.24049,-1.03382,1.00267,-1.07289,0.398549,-0.448631,0.0464533,-0.0305196,0.657496,-2.09457,-0.222657,-2.06745,0.786478,-2.4673,-0.148065,-0.516106,1.68144,1.42253,0.603809,0.698568,-1.04578,0.0289395,-1.09763,-0.0423869,-4.27713,-0.527715,-0.9297,-1.04739
-226.573,0.989509,0.0304336,7,127,0,239.708,-0.24278,0.244589,0.726142,0.273616,-0.992226,-0.670015,1.69467,0.626517,0.367945,-1.51603,1.71106,0.102754,0.826533,-1.32619,-2.03789,-0.263071,-1.58144,-0.074529,0.2768,0.909233,-0.898862,-0.75989,-8.32933,-0.750651,-3.37205,-0.637755,0.638879,0.99829,0.10396,-0.871638,1.39575,0.468459,0.0782824,-0.394531,0.11951,1.53865,0.442147,-0.35414,-1.05196,0.588316,-0.721813,1.22614,2.10585,-0.501705,0.616475,1.53125,0.859038,-0.725053,1.98002,1.60706,15.8298,0.89022,-0.292492,8.6142,-1.23224,3.92105,2.59168,0.399696,2.62868,-1.1093,1.71349,0.104201,0.826533,-1.32619,-2.03789,-0.263071,-1.58144,-0.074529,0.2768,0.909233,-0.898862,-4.36785,-0.995448,3.09748,-0.299858
-223.916,0.999925,0.0311264,7,127,0,241.484,-0.131359,0.421663,1.05961,0.973176,-1.63719,-1.62186,0.507741,0.0417877,-0.166009,-0.644138,-1.79111,-1.70241,-0.359506,1.514,2.67525,0.866775,1.65959,0.687952,-0.274208,-0.937993,0.453071,-0.726887,-1.63467,-2.7874,-2.63711,0.247225,-0.24379,0.473618,-2.0643,-0.771384,-0.182502,1.50762,1.26158,1.26198,-0.501243,0.452003,-2.74458,1.01924,-0.0414763,0.529419,0.955178,-0.297451,1.02302,0.0797364,0.198521,-1.00281,0.588364,3.34138,-0.0098136,-0.723874,-17.4289,0.42474,-0.800845,-0.310286,-4.84083,-6.21993,0.495844,-1.20215,0.977447,-0.2542,-5.06192,-1.80492,-0.359506,1.514,2.67525,0.866775,1.65959,0.687952,-0.274208,-0.937993,0.453071,7.2473,5.22792,-1.2353,0.58883
