# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1929026750
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_sigma.1
-211.414,0.999243,0.0170449,8,255,0,216.107,-0.262371,0.675497,2.21295,0.851335,0.589407,-0.659787,-0.172606,-2.13185,1.17868,1.29802,0.343628,-0.253961,1.41717,-0.622178,-1.92627,-0.156137,16.3004,0.503009,2.45037,1.11445,1.10767,0.0340003,0.251935,-0.474061
-209.89,0.999987,0.0171818,7,255,0,214.102,-0.533797,-0.644603,0.110517,0.0889521,-1.59033,-0.891976,-0.81527,-1.67656,-0.24375,0.114616,2.13268,1.1968,0.453591,-0.429438,-0.863056,-1.1119,-15.9486,-1.35859,-0.689344,0.39091,-1.71839,-0.850392,-2.39971,1.04403
-205.487,0.999565,0.0175687,7,255,0,210.961,-0.318064,0.571608,0.461882,-1.1931,-0.751346,-0.263549,-0.3072,-0.992423,2.00406,-1.20852,-0.120857,0.823427,-1.19918,0.0423184,-0.990823,-1.53556,4.72704,0.179826,0.52401,-0.737155,-0.353101,1.45443,-0.679606,-2.00615
-205.987,0.994205,0.0181004,7,127,0,209.604,-0.476669,1.02335,0.725439,0.368065,0.19275,-0.461263,0.493947,-0.674503,-1.58088,-0.825301,1.30281,0.0992516,-1.11587,0.592605,-0.864182,-0.0622549,10.1816,0.887995,1.06279,1.38558,1.62968,-0.431292,3.23699,1.60819
-207.8,0.999868,0.0184609,6,63,0,212.469,-1.13761,1.16801,0.688453,0.751206,0.486584,0.610603,0.948153,-0.366774,0.149505,0.506998,-0.89857,0.766994,1.23493,0.319312,-2.36438,0.668128,-10.7777,-0.361951,-3.44786,1.75821,0.166302,0.622284,-0.764198,-5.95751
-205.861,0.999565,0.01926,6,63,0,209.306,-0.928986,0.915238,1.31345,0.0237639,0.131973,0.377961,0.873215,-0.616395,-0.57633,-0.374881,0.905829,-1.58063,-0.696487,-0.915374,-1.06568,-0.799397,-6.20447,-0.568215,0.915358,0.563755,-0.340085,0.303816,-0.0871955,-3.25683
-205.483,0.99789,0.0201475,6,63,0,206.784,-0.792287,0.833146,1.07635,0.0826638,0.420492,0.412852,0.740384,-0.490312,-0.949909,-0.048104,-0.850776,-0.110165,0.271056,-0.462184,-0.8213,-0.018803,4.91443,-0.373945,1.28386,0.853406,1.37579,2.0525,1.86928,0.808258
-206.728,0.994501,0.0210232,6,63,0,207.741,-1.02774,0.750302,1.16855,0.216284,0.487201,0.152113,0.779874,-0.491862,0.196831,-0.226361,0.390199,0.484708,0.218321,-1.02513,0.358216,0.56706,-12.9007,-1.33419,0.01704,0.846026,0.522629,-1.74852,-2.0088,-5.60858
-206.919,0.994103,0.0217545,7,127,0,209.872,-0.388283,0.729126,0.256159,-0.978582,-1.34374,-0.915914,-0.281021,-0.408759,1.75246,-0.323403,0.177538,-0.951261,-1.19463,-0.422196,0.430939,-0.0485092,-13.0884,0.73223,-0.219044,-0.427041,-3.74251,-3.53385,-3.78264,5.61044
-210.109,0.995624,0.0225177,7,127,0,214.162,-0.335725,1.20481,0.664348,-2.0843,0.492557,-1.1805,-0.280247,-2.23266,1.9991,-0.662326,-0.38033,0.742828,0.971176,1.00622,0.923931,-0.408128,6.85969,1.03532,0.526342,-1.9185,0.879838,-0.763206,-0.171474,-1.86656
-209.139,0.99789,0.0234378,7,255,0,212.624,-0.28122,0.0278068,-0.227996,-0.416139,-0.24773,-0.639147,-0.42768,-3.32336,0.0602249,1.13399,0.613264,-1.98366,0.643727,-0.942561,-0.255299,-0.0398319,11.2938,-0.0428723,-0.285391,-0.344602,-0.119786,-0.407004,-0.314165,-1.21123
-207.999,0.999693,0.0245742,6,127,0,211.124,-0.658924,0.640177,0.491831,-0.36435,0.767891,-0.265392,0.92039,-1.94347,0.376138,0.438379,0.700879,0.201513,0.547092,0.444659,1.01356,1.96464,-10.0393,0.153179,-0.245814,-0.177396,0.975198,-0.225716,0.367763,-1.95945
-208.773,0.999749,0.0259071,6,127,0,210.679,-0.359307,0.751567,0.111723,-0.581435,0.531425,-0.855312,1.25945,-2.12727,-0.166581,0.181084,-0.883157,-0.459107,-0.773731,-1.35717,0.503502,-0.259175,10.504,0.524247,-0.16024,-0.371562,0.948776,-0.389562,1.96026,-0.498036
-213.915,0.970789,0.0273133,7,127,0,218.284,-0.780278,-0.608029,0.217032,0.521517,-0.613042,0.695227,-1.19379,-2.87785,0.931058,-0.263882,1.90639,0.744518,0.930885,1.09641,0.284007,1.20992,-25.0912,-0.864237,-0.185486,0.591517,-0.644895,0.674085,-1.9197,0.032594
-210.77,0.999836,0.026482,7,127,0,215.422,-0.247808,-0.634384,-0.0306438,-1.03229,-0.0981877,-0.340938,1.34482,-2.03683,-2.20779,1.2481,0.154351,-0.358337,0.435896,-1.15142,0.637201,0.892768,18.8789,-0.923939,-0.178179,-0.792446,0.397128,0.525046,2.67568,0.516947
-209.389,0.999478,0.0279252,7,127,0,214.794,-0.0800767,1.04631,0.569368,0.488868,-0.463796,-0.593537,-0.733891,-1.11186,0.378668,2.21108,-1.56123,0.322146,1.09477,-0.643512,1.1148,0.617898,20.1071,1.3353,1.66769,1.35769,0.862327,1.68189,0.04893,-1.8587
-212.195,0.999974,0.0294006,6,63,0,214.433,-0.309009,1.15234,2.3645,-0.616184,-1.49344,-0.717303,1.01496,-1.78599,-1.32868,-0.718231,-0.534254,-0.7837,0.336555,0.272265,0.962315,0.424689,17.3453,0.966686,2.88269,-0.316371,-1.26451,0.0233676,2.37243,0.498824
-212.623,0.993991,0.0309773,7,127,0,218.82,0.0948981,-0.309725,-1.10286,-0.343899,0.186147,-0.394422,-0.906823,-0.503901,2.62423,0.397122,-0.0291493,0.530651,2.03405,0.845079,0.0382647,-0.464379,11.6766,-0.904141,-4.09624,1.04731,4.87226,5.10483,-1.89829,2.21349
-209.438,0.999893,0.0320762,6,127,0,215.656,0.0126241,-0.0653371,-0.768306,-0.395318,0.159962,-0.832853,-1.01161,-0.522487,1.3818,-1.13945,-1.82569,0.338858,0.654705,2.29694,0.141026,0.238801,2.91447,-0.44319,-2.81363,0.858023,4.25954,1.29642,-4.3497,2.95293
-206.978,0.995036,0.0337433,5,31,0,211.543,-0.238161,-0.0448401,-0.603625,-0.171732,-0.343061,-0.918468,-0.88202,-1.06047,-1.43163,0.145844,0.786807,0.551941,-1.80177,-0.385338,0.73285,-1.48489,-2.51106,-0.676746,-1.81516,0.514954,0.695005,-0.0817177,-2.38717,0.190943
-207.633,0.999547,0.035,6,127,0,209.777,-0.199167,0.329372,-0.49969,0.478203,0.059492,-1.14447,-0.762176,-0.948606,0.53815,-0.924836,-0.568994,-1.30243,-0.624247,0.488427,-0.637314,-0.299123,1.27272,-0.0098005,-1.60207,1.43694,1.80488,-0.720328,-1.87886,0.754406
-210.957,0.989971,0.0367289,6,63,0,215.28,-0.406202,1.41128,0.798104,-2.43662,-1.92821,-0.286217,0.461263,-1.78488,-1.10866,-1.02729,1.81736,-0.922699,-0.399014,0.916763,0.880037,-0.656962,4.20372,1.17851,0.566104,-2.24403,-1.91844,0.38837,0.822716,-1.8603
-207.085,0.99975,0.0375307,6,63,0,213.601,-0.463979,0.599415,-0.112524,0.352333,-1.05708,0.066846,-0.0229946,-1.80162,0.513582,1.27421,0.375821,-2.20094,-2.07298,0.308682,0.396305,-1.2687,-2.27374,0.204075,-0.759033,0.649288,-0.933238,0.733614,-0.367383,-0.972993
-209.746,0.995319,0.0393489,6,63,0,211.269,-0.404564,1.6223,-0.846602,0.151244,0.562827,0.631689,0.566194,-2.13643,-0.323382,0.499214,-0.106467,-0.441432,1.50442,0.0114602,0.452061,-0.134239,6.6909,1.43171,-1.3397,0.367509,0.935138,1.3428,0.787995,0.0433883
-209.813,0.999698,0.0407389,6,127,0,215.847,-0.410016,1.65227,-0.926982,-0.0109473,0.448244,0.58176,0.740996,-2.12058,0.347371,-0.308568,0.928683,2.00062,1.44068,0.665968,-2.10551,-0.191579,6.65075,1.45939,-1.45141,0.203803,0.808556,1.2842,1.02783,0.0677595
-210.565,0.99411,0.0426383,5,31,0,212.061,-0.43747,1.74086,-0.859162,-0.367029,0.499779,0.618068,0.614638,-1.24657,-0.139076,0.507827,-1.19217,0.47675,0.381061,0.709588,0.448553,-0.465436,9.68965,1.69218,-2.65217,0.085035,1.51192,2.68022,1.84142,3.11174
-211.203,0.989866,0.0439436,6,63,0,214.531,-0.30357,-0.593031,1.63974,-1.92548,-0.926369,-0.740553,0.938199,-1.73698,-0.0407627,1.28087,-1.48778,-0.107472,0.722715,1.09726,0.890514,-0.51848,14.8704,-1.05299,1.95908,-1.67678,-0.555983,0.0241028,2.36648,-0.0757979
-210.147,0.999994,0.044767,6,63,0,212.792,-0.650005,1.61175,-0.427703,0.831197,0.200148,-0.0139686,-0.0954275,-0.764033,-0.655654,0.814576,-1.00668,0.606687,-1.53815,-0.398624,0.495543,-0.214259,-13.0347,1.62496,-4.16339,1.78263,0.845707,0.396894,-4.1494,2.38599
-211.488,0.999807,0.0467875,6,63,0,214.069,-0.305134,-1.22315,1.00276,0.576626,0.169687,-0.249519,0.711301,-4.39884,0.793218,1.13593,-0.443898,1.20451,0.466843,0.23251,0.0294317,1.14921,10.8559,-1.24979,0.982678,0.600991,0.212015,-0.171122,0.750116,-0.945996
-211.833,0.983499,0.0488355,6,63,0,215.552,-0.229669,-1.41666,-0.244399,0.378442,1.07332,-1.36451,0.568403,-2.23749,0.64319,1.02849,-0.957822,-0.567656,-0.00754825,-0.203414,-0.5761,2.08666,15.7407,-1.68089,-0.370293,0.610011,1.60936,-0.800302,1.33116,-0.161532
-209.816,0.998637,0.0488737,6,63,0,215.302,-0.266718,0.134849,1.55183,-0.735792,-0.693817,0.479314,-0.39736,-1.18438,0.552372,-2.43541,-0.0673681,0.835075,1.72815,-0.114596,-0.762193,0.673826,16.1225,-0.378721,2.95644,-0.229087,-0.080492,3.38297,-0.298065,1.97034
-207.972,0.991662,0.0507979,5,63,0,215.831,-0.714049,0.475236,1.22773,-1.02681,0.460767,-0.407687,0.501743,-1.55028,-1.36384,-0.773907,0.88466,0.399264,-2.19548,1.79664,-2.05579,0.204853,-13.4658,-0.293334,0.469373,-0.819348,0.656267,-0.670003,-0.817743,-2.76218
-208.811,0.99849,0.0518497,5,47,0,211.104,-0.258777,0.284197,-0.0725487,0.270327,-0.378615,0.156565,0.112578,-2.6518,0.606899,-0.233099,-1.24914,1.20709,-0.838358,0.334309,-0.442199,-0.367731,14.3354,0.160961,-0.162796,0.417194,-0.125448,0.676438,0.435397,-0.896366
-209.702,0.981222,0.0537998,6,63,0,211.217,-0.697083,1.37524,-0.21301,-0.470311,-0.209797,-0.554981,0.0868628,-2.06215,0.325098,0.633243,0.16889,-0.691423,0.216544,-0.693027,0.0226627,1.22041,-18.4435,0.970706,-1.0621,-0.313212,-0.196673,-0.651899,-0.989814,-1.36466
-208.834,0.995234,0.0534671,6,63,0,214.032,-0.212671,0.482303,0.484585,-1.56935,-1.87441,-0.642201,-0.994577,-1.4413,2.44052,-1.16535,0.514271,0.477632,0.374081,0.141679,0.683023,1.40095,5.63482,0.24167,0.66817,-1.21299,-1.72907,0.649565,-1.34738,-2.10086
-204.744,0.998054,0.0549793,6,63,0,210.072,-0.575077,0.809298,0.375619,-0.608889,0.416794,-0.266755,0.0910498,-0.419738,0.656491,-0.893323,2.00873,1.23215,0.602731,1.80058,-0.495273,-0.154169,-3.00873,0.331687,-0.982344,-0.00631971,2.69037,-0.602408,-2.21331,-0.778946
-207.796,0.966347,0.0568895,5,31,0,209.201,-0.78928,0.470431,1.53482,-1.3748,0.590631,-0.209287,0.793877,-1.08772,0.818167,-0.108154,0.682135,-0.440588,-0.74232,0.417326,0.718659,-0.478656,-9.97119,-0.778386,1.06976,-1.18751,0.969287,-0.908717,-0.45293,-2.84155
-206.488,0.999957,0.0545081,6,63,0,209.05,-0.500964,1.40679,0.0978753,0.45004,-0.587064,-0.0476486,0.0614211,-0.371939,-0.828077,-1.1721,-0.668193,0.286804,-1.45513,0.0364975,-0.580272,0.283653,-0.00962977,2.72869,-2.20148,1.94415,-1.42257,1.85859,-1.18723,2.31936
-205.333,0.99881,0.056616,5,31,0,207.796,-0.474225,1.02553,0.604205,0.295866,-0.524052,-0.837541,0.216934,-0.717502,0.369599,-1.19193,0.848493,-0.805842,0.487318,-0.531411,0.0269565,-1.21634,-0.550931,0.848659,0.48885,1.23664,-0.496228,-2.0075,0.673085,0.579493
-204.313,0.994502,0.0586054,5,31,0,206.029,-0.505638,0.981952,0.642673,-0.245684,-0.0654331,-0.364264,0.0251522,-0.54927,-0.681271,-0.450503,-0.363173,-1.08947,0.48032,1.07698,-0.184964,0.152398,-0.259126,0.87906,0.827615,0.565458,0.795635,-0.367113,-1.58393,-0.699869
-204.57,0.97935,0.0600137,6,63,0,206.192,-0.478295,0.639467,0.441005,-1.49276,-0.448485,-0.0392967,0.239868,-0.433542,-1.04064,0.459455,0.607828,-0.211529,-0.480525,-0.365045,0.574259,-0.917384,3.96573,0.0983635,0.18302,-1.27599,-0.599134,2.05826,1.75593,-0.786378
-205.485,0.994583,0.0592851,5,63,0,207.455,-0.304448,0.604416,0.000624378,0.0896563,-0.322739,-0.9485,0.129581,-0.786769,-0.0247222,-0.965942,-0.206358,0.949343,0.927904,-0.551008,0.0960992,-0.942747,5.97856,0.306848,-0.806646,1.01909,0.691241,-1.08722,2.29046,-0.557384
-208.906,0.993424,0.0606773,6,63,0,210.655,-0.500349,0.899838,0.745706,-0.00440787,0.138139,1.06368,1.34282,-1.92846,0.458124,0.255501,0.579632,1.42549,-0.223841,0.412354,-0.41917,0.677389,6.53183,0.548288,0.33321,0.234169,0.428072,1.90191,1.7624,0.015462
-207.379,0.98727,0.0619071,6,63,0,213.565,-0.0934626,0.144961,0.380437,-2.13056,-0.484476,-1.23736,-0.232099,-0.591057,0.154236,-0.41433,2.85198,-1.57585,0.990025,0.729579,0.187449,-0.111046,10.8497,-0.17026,2.29823,-1.83657,1.15367,-1.74732,2.80283,-1.25576
-212.197,0.979435,0.0622493,5,31,0,213.62,-0.106701,-1.14628,-0.430074,-1.78477,-1.90408,-0.34549,-1.13574,-1.6774,-0.0811706,-0.059145,0.267014,-1.51044,0.204639,-0.365305,-0.491886,0.253854,12.3682,-1.55183,-0.492019,-1.45929,-1.50469,1.26868,-0.676234,-2.74256
-212.657,0.998072,0.06147,6,63,0,215.205,-0.647855,2.66722,1.08231,1.29295,-0.149204,1.11724,0.617202,-2.19221,-1.06067,-0.831264,-0.220867,1.24486,-0.767415,-0.293473,0.935282,-0.36384,-7.66985,2.40826,0.586604,1.47577,-0.0877102,1.44473,0.0159332,-1.89358
-206.391,0.999905,0.0633206,6,63,0,213.222,-0.599721,0.557864,-0.0721978,0.103311,-0.111758,0.0746827,0.65595,-1.21238,-0.886539,2.26399,0.263602,1.59044,0.0438907,1.81455,0.439976,-1.28958,-4.62984,-0.25791,-1.71568,0.558555,0.123998,0.695535,0.604445,-1.00568
-206.621,0.999747,0.0654626,5,63,0,208.138,-0.535092,0.000945959,1.05676,0.714129,-0.246542,-0.776619,0.217689,-1.2895,-0.306166,-0.286951,-0.878599,0.576068,0.236275,0.317977,1.26067,-0.0879902,-4.67388,-0.892147,0.771549,1.24109,0.035593,-0.911589,-0.417985,-0.753638
-209.674,0.998387,0.067615,6,63,0,212.119,-0.464926,-0.0545902,-0.000782896,-2.08261,-0.109494,0.145589,0.269468,-2.97266,-0.573427,1.10321,-1.15785,-0.843287,-0.671828,0.466549,-0.680411,0.399175,-1.10463,-0.203575,-0.190592,-2.00452,-0.00343929,0.348629,0.188341,-1.1071
-212.229,0.996511,0.0695894,5,31,0,213.895,-0.591025,0.571508,-1.0322,-2.18153,-0.195235,0.0663129,1.79896,-1.5832,0.475261,-0.535702,-0.0823667,-1.2633,0.0956054,0.427179,-0.113659,-1.00591,-1.8472,-0.0324054,-2.57829,-2.01122,-0.0295846,0.495104,2.92631,2.10866
-209.187,0.97028,0.0712893,5,31,0,216.015,-0.635355,-0.0382847,-0.0412113,-1.63573,0.331673,0.757296,1.05889,-1.34401,-0.546489,-0.55195,2.27152,1.37075,0.538952,0.32551,-2.19964,-0.88274,-2.47266,-1.02284,-1.55556,-1.42746,0.709419,1.87375,1.37616,0.326968
-207.954,0.996136,0.0689058,5,31,0,211.423,-0.592289,-0.0662059,0.479968,-0.883689,0.112043,0.770773,1.09705,-1.24228,0.26697,0.171062,1.47803,2.00063,-0.635292,-0.394507,-0.251429,0.167791,3.86183,-1.10951,-0.552529,-0.566148,0.505024,2.32306,2.19606,1.02779
-209.281,0.988872,0.0704948,5,63,0,212.111,-0.441237,0.162471,-1.00295,-0.613652,-0.262294,0.246127,1.39555,-1.90765,-0.44252,0.569594,-0.711852,0.511179,-0.454376,-1.21653,-0.768338,-1.44756,5.2291,-0.232153,-1.77024,-0.377676,0.0338534,0.9604,2.15271,0.863843
-211.606,0.989022,0.0709614,5,63,0,214.93,-0.425903,0.314639,-0.107023,1.58964,0.79867,1.79606,0.222935,-3.00011,-0.906494,-0.104364,-1.28875,-1.17271,-0.481473,-0.171653,1.34855,0.836909,3.73074,0.184009,-0.271719,1.68418,0.935966,2.09059,0.198821,-0.19014
-213.007,0.914678,0.0714388,6,63,0,220.341,-0.49815,-0.666292,0.432837,-0.434395,-1.77146,-2.85198,-0.519583,-1.85871,1.0647,-1.77425,-1.12966,2.80892,0.0834427,0.493082,0.887944,0.426685,-14.7107,-1.22251,-0.0818297,-0.195076,-1.81372,-3.35329,-1.3598,1.1409
-209.238,0.978326,0.0612827,6,63,0,217.995,-0.63301,1.81106,0.318151,0.267368,1.10812,0.315148,-0.0779334,-1.4428,1.6572,-0.0873344,-0.253057,-0.338333,0.153749,3.06571,2.21936,0.483721,-7.69521,1.43938,-0.815372,0.628599,1.7887,0.877495,-1.84545,-0.631771
-206.495,0.996452,0.0603287,6,63,0,210.958,-0.309471,-0.117538,0.361338,-1.44515,-1.23675,-0.252205,-0.330481,-1.048,-1.46015,0.0728897,-0.924891,-0.406654,-0.291376,0.126447,-1.98695,-1.31085,2.31151,-0.931881,0.263752,-1.04331,-1.25114,1.47353,-0.612703,-1.49378
-208.376,0.99011,0.0617251,5,31,0,209.609,-0.250634,0.101061,0.667432,-0.952314,-1.13137,0.225263,-0.743629,-0.802668,-0.387663,-0.671731,-0.370816,-1.15481,-0.59047,-0.207942,-0.0406534,-0.0142213,5.45865,-0.604429,1.83511,-0.343797,-1.19794,4.25729,-3.22128,2.40272
-211.96,0.966223,0.0622885,5,31,0,213.83,-0.526257,0.747067,-1.23688,-1.90439,0.650044,-1.80302,0.71879,-1.71549,1.05226,-0.365361,-0.641321,-0.643137,-0.377376,0.69643,-0.22775,0.998379,-8.25272,0.291725,-2.48616,-1.71219,1.11205,-2.15308,0.72946,0.958048
-211.037,0.9999,0.0597638,6,63,0,215.469,-0.370665,-0.57844,1.54879,0.0668983,-1.47518,-0.50093,-0.928887,-0.950125,-0.268361,0.0245046,0.66681,1.40247,-1.22534,1.82288,-0.385555,-1.18591,-6.02238,-1.94408,3.42066,0.802587,-2.03858,0.384581,-4.67839,6.99539
-210.053,0.944242,0.0615454,5,31,0,214.934,-0.198888,0.22485,1.11222,-0.799608,-0.164545,0.0276873,-0.505471,-2.43731,0.83758,-1.08282,1.20525,0.7643,-1.53684,-0.202312,-1.18118,1.43285,18.3593,0.0991334,1.17602,-0.621981,0.201996,0.746051,-0.0841832,-1.26532
-208.116,0.999783,0.0564249,5,31,0,211.031,-0.653297,0.00464035,0.709987,-0.139891,-1.1472,-0.178264,-0.169054,-1.04,0.27148,-0.0832924,0.762321,-0.631165,0.50836,0.630392,-0.869822,-1.83204,-17.5827,-1.34028,-0.337155,0.326116,-1.94019,-0.181844,-3.43021,0.000234344
-205.443,0.989032,0.0580776,5,39,0,209.505,-0.472608,1.03167,0.126733,-1.02606,-0.102491,-0.897093,-0.0727538,-0.75776,2.14695,0.424946,-0.558571,-0.398131,0.965769,1.37862,-0.0732092,-0.161434,-7.17959,0.824263,-1.32292,-0.582085,0.681123,-2.08684,-1.5972,-0.286614
-207.501,0.956622,0.0584451,4,31,0,209.516,-0.871759,1.14526,0.982644,-0.94027,0.292778,0.259643,0.101738,-0.575288,-0.667144,-0.343507,0.653832,0.341312,-0.222706,0.940341,1.37119,0.32739,-16.0714,0.194982,-0.11644,-0.72429,0.421302,0.176011,-6.66021,-3.48089
-205.803,0.998833,0.055027,5,63,0,211.45,-0.812922,1.36468,1.29176,-0.880384,0.349369,0.180757,0.386005,-0.519343,1.15514,1.27064,1.77061,0.417407,0.287821,-0.478878,2.10231,0.550265,-3.76931,1.06391,2.15115,-0.608864,0.949164,0.270859,-2.89283,-0.984262
-205.479,0.996444,0.0564903,5,31,0,206.929,-0.790485,0.981864,1.27337,-0.559348,-0.268787,0.239538,0.652438,-0.737149,0.0848557,0.710048,0.946622,-0.543895,0.785231,0.386433,-0.592737,0.282012,-5.53223,-0.0561056,1.14947,-0.174806,-0.893271,0.52245,-0.497473,-2.42816
-207.028,0.997014,0.0576899,5,63,0,209.311,-0.50552,-0.201895,0.696364,0.109217,-1.45803,-0.317716,0.121586,-1.45675,0.258546,0.343265,1.26967,-0.244284,-0.278147,1.21731,0.735841,0.780389,-5.50792,-0.9776,0.172303,0.499629,-1.64099,0.161198,-0.430543,-0.885233
-208.552,0.994429,0.0589632,6,63,0,212.464,-0.349973,1.37263,0.0978239,-0.762475,0.91365,-0.999306,0.25114,-1.98033,0.738457,-1.00167,1.05244,1.55895,-1.46822,0.49333,0.545946,-0.198169,8.02137,1.18755,-0.201226,-0.525509,1.48024,-0.518155,0.606002,-1.19999
-206.888,0.999085,0.0599328,4,31,0,210.026,-0.559054,0.766876,-0.0899927,-0.454659,0.545694,-0.557356,0.237446,-1.57825,0.541356,-1.39921,-0.191424,0.715082,-1.04518,1.04748,0.0150506,1.13429,-7.23206,0.235235,-1.12704,-0.16653,1.01344,-0.429742,-0.454236,-1.21916
-207.755,0.895505,0.0614706,5,31,0,212.118,-0.450393,1.45556,0.0954263,0.459416,-0.703595,0.251652,0.279688,-2.00406,-2.581,0.017091,0.413867,0.582023,-1.16201,0.345768,-0.202155,0.209577,1.84729,1.20924,-0.360628,0.705887,-0.504508,0.874796,0.223051,-1.15312
