# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=639647342
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,index.1,index.2,index.3,index.4
-223.57,0.999588,0.0179159,8,255,0,236.248,0.311954,1.70469,0.461248,0.0897501,0.595773,0.579937,-1.3446,-0.646739,0.265465,-0.272409,-0.774951,-0.480691,0.698746,-0.531152,0.140583,-1.007,0.0896357,-0.408835,-0.0691978,2.00087,0.00736209,2.21362,0.0383121,0.417997,320,0.000315844,0.309255,0.307442,0.306901,0.307638,0.307614,0.304819,0.305831,0.307157,0.39626,0.180377,0,0,0,0,0,0,0.306659,0.310499,0.310379,0.295905,0,0,0,0,0.385274,0.226481,0.278819,0.356531,0.309557,0,0,0,8,10,6,9
-225.699,0.999692,0.0180785,8,255,0,239.065,-0.557277,-1.60841,-1.1706,0.16339,-0.971573,0.45301,0.952974,-0.338089,-0.199699,1.69363,-1.44595,0.507627,-0.983329,0.137528,-0.311317,-0.109668,-1.06106,-0.364774,0.689,-1.54907,0.00902071,0.0560795,0.378669,0.0141603,320,0.000315844,0.386399,0.387329,0.390169,0.387752,0.390786,0.391853,0.3891,0.389395,0.406642,0.365166,0,0,0,0,0,0,0.385111,0.289676,0.411337,0.457732,0,0,0,0,0.389488,0.391161,0.386846,0.387308,0.393644,0,0,0,8,10,6,9
-221.878,0.99925,0.0184656,7,127,0,235.9,-0.356313,1.87217,0.853971,-1.41618,-0.426393,0.36088,-0.755327,-1.2833,0.537747,0.867169,1.31756,0.187864,-0.0826763,-0.198582,-0.154318,0.38389,1.32477,-0.51258,-0.689899,-0.695933,0.0460086,0.440314,0.372464,0.0460065,320,0.000315844,0.459186,0.447804,0.422641,0.433571,0.442311,0.429931,0.424104,0.44428,0.417192,0.465164,0,0,0,0,0,0,0.393565,0.48378,0.556595,0.453383,0,0,0,0,0.443204,0.430821,0.424993,0.445172,0.448844,0,0,0,8,10,6,9
-222.944,0.998485,0.0190016,7,255,0,236.316,-0.393391,0.873652,-0.0342952,-0.286788,0.435911,-0.420328,0.061585,-0.0409011,-0.0938898,-0.0773174,0.16762,1.65863,-1.57082,-2.30061,-0.314297,0.118013,0.195631,-1.21518,-0.931169,-1.5614,0.118991,0.0938703,0.146095,0.0388163,320,0.000315844,0.419445,0.393397,0.386253,0.406821,0.382494,0.396122,0.393209,0.391706,0.39315,0.398645,0,0,0,0,0,0,0.393431,0.418878,0.388787,0.405634,0,0,0,0,0.392573,0.397039,0.396088,0.395596,0.39575,0,0,0,8,10,6,9
-222.15,0.999902,0.0196351,8,255,0,233.296,1.45958,0.200759,-0.0312252,-0.941979,-0.369167,-0.330237,-1.11516,-0.331743,-0.773076,0.292379,-1.11494,-0.883608,1.77811,2.17438,0.651914,-1.04146,-0.363686,1.28973,1.08284,1.93802,0.477732,0.564967,1.74504,0.0320379,320,0.000315844,0.495226,0.469914,0.373197,0.433367,0.437548,0.355639,0.437386,0.390635,0.492902,0.316272,0,0,0,0,0,0,0.359482,0.592778,0.608311,0.295765,0,0,0,0,0.421122,0.415577,0.421112,0.417991,0.425535,0,0,0,8,10,6,9
-214.741,0.994887,0.0204793,7,127,0,231.812,-0.433863,0.63952,-0.566894,-0.949678,-0.749104,-0.327017,-0.0640401,-0.895814,-0.180517,0.543066,-0.00140698,1.38596,-1.01138,1.63243,-0.364712,0.312599,-0.156954,1.36471,-0.316973,0.189894,0.131569,1.44947,0.666075,0.188684,320,0.000315844,0.39941,0.363634,0.352557,0.358344,0.370648,0.378397,0.354107,0.374957,0.443009,0.267366,0,0,0,0,0,0,0.338001,0.367448,0.432351,0.474076,0,0,0,0,0.366847,0.37794,0.34332,0.373011,0.404001,0,0,0,8,10,6,9
-216.917,0.996625,0.0211079,8,255,0,224.303,-1.45154,2.555,1.20381,-0.506376,0.296151,1.16421,-0.600842,-0.37922,-0.549411,0.410184,0.102823,0.512799,-0.97406,1.16492,-0.804983,-0.0284363,-0.87657,0.098583,-0.527563,0.320674,0.30706,2.9094,0.487146,0.316954,320,0.000315844,0.518623,0.423486,0.311017,0.362067,0.420745,0.305256,0.318859,0.308386,0.445823,0.25755,0,0,0,0,0,0,0.327182,0.411208,0.507718,0.317836,0,0,0,0,0.450052,0.32922,0.343599,0.332531,0.39689,0,0,0,8,10,6,9
-219.518,0.999426,0.0219329,7,127,0,227.421,0.116109,-1.03491,0.0112492,0.791101,0.348375,-0.379208,-0.382958,-0.404947,-0.293421,-0.683712,-1.48008,-0.0499981,2.18214,1.58921,0.735178,-0.886814,0.136615,0.581549,-0.76874,-0.280103,0.233033,0.687872,0.0861349,0.0789867,320,0.000315844,0.309383,0.362832,0.405052,0.380872,0.342405,0.342211,0.341077,0.346847,0.400068,0.278642,0,0,0,0,0,0,0.356625,0.348085,0.334258,0.334187,0,0,0,0,0.350212,0.350146,0.349759,0.351726,0.344861,0,0,0,8,10,6,9
-220.029,0.993583,0.0230295,7,127,0,228.681,0.0893705,-1.33097,-0.0473919,0.09114,0.158129,-0.261388,0.0827243,-1.07955,-0.252396,-0.743927,-1.15067,-0.377638,1.48821,1.97536,0.622161,-0.632079,-0.631599,0.120055,-0.846211,0.996858,0.142963,0.619814,0.0759886,0.116468,320,0.000315844,0.329782,0.371355,0.375971,0.378211,0.364271,0.37569,0.337743,0.364567,0.385251,0.327626,0,0,0,0,0,0,0.362481,0.363652,0.356347,0.362334,0,0,0,0,0.365264,0.374559,0.343571,0.365506,0.352397,0,0,0,8,10,6,9
-224.506,0.994632,0.0237893,7,127,0,236.884,0.80978,0.9621,-0.371502,-1.88362,0.545881,-0.976274,-1.9763,-1.17034,-1.7983,0.103807,-1.05889,1.16773,0.537304,1.01696,-0.685663,0.235703,-0.467048,-0.492628,-1.66407,-1.24227,0.474208,0.295606,0.166165,0.0855589,320,0.000315844,0.68564,0.538407,0.364621,0.642071,0.467619,0.354604,0.445042,0.373946,0.496376,0.415939,0,0,0,0,0,0,0.449484,0.544422,0.484845,0.445896,0,0,0,0,0.469355,0.449374,0.465467,0.45292,0.491055,0,0,0,8,10,6,9
-225.679,0.982912,0.0246771,7,127,0,248.248,0.357789,0.0875743,0.539805,-1.24395,-0.11064,-2.35059,-1.73073,-1.70032,-1.56332,-0.718664,-1.06977,-1.20936,1.18364,-0.405975,1.14587,0.642298,0.0190315,-1.23028,-0.254817,-1.04737,0.124826,0.0830538,0.312694,0.0872379,320,0.000315844,0.427254,0.441009,0.387471,0.421259,0.355481,0.373262,0.374144,0.378126,0.394249,0.387385,0,0,0,0,0,0,0.403622,0.490629,0.324081,0.367723,0,0,0,0,0.378199,0.390857,0.391482,0.394301,0.411832,0,0,0,8,10,6,9
-225.746,0.997595,0.0247421,7,255,0,248.213,-0.729963,0.171829,-0.899816,-0.159648,0.575127,1.47289,0.697281,2.03277,-0.460546,0.577344,0.186592,-0.748774,-1.59752,2.26839,-1.90631,-0.349423,0.481632,1.23691,-0.503009,1.75163,0.103813,0.235134,0.157222,0.0867237,320,0.000315844,0.380731,0.354978,0.372686,0.390608,0.412908,0.393618,0.427003,0.365443,0.398555,0.37688,0,0,0,0,0,0,0.372864,0.400137,0.434299,0.404736,0,0,0,0,0.400529,0.384577,0.412178,0.361226,0.382132,0,0,0,8,10,6,9
-223.333,0.986345,0.0259227,7,127,0,237.75,0.00487788,0.212229,1.15803,-0.29603,-0.213597,-1.1623,-0.991682,-1.31175,-1.24238,0.431126,-1.08224,-0.26888,1.0279,-0.481864,1.84412,0.901585,-1.0482,-0.604786,-0.447612,-1.15374,0.423743,0.0182328,0.323037,0.107029,320,0.000315844,0.455287,0.554697,0.402809,0.411204,0.318782,0.334622,0.30524,0.311486,0.386155,0.379864,0,0,0,0,0,0,0.399709,0.405907,0.336809,0.348833,0,0,0,0,0.378824,0.382982,0.375196,0.376879,0.418262,0,0,0,8,10,6,9
-225.58,0.996877,0.0262854,7,127,0,236.873,-0.524344,0.284105,-1.70742,-0.285193,0.510535,2.13348,-1.247,1.44974,0.306005,-0.268402,0.500664,-0.731558,-2.17525,-0.615222,-1.08857,-0.453554,0.746621,1.1319,0.521029,2.04905,0.118907,0.105339,0.0797114,0.301605,320,0.000315844,0.422685,0.368169,0.406855,0.429026,0.47501,0.380541,0.455544,0.423297,0.407245,0.426121,0,0,0,0,0,0,0.40666,0.42143,0.451948,0.389023,0,0,0,0,0.533869,0.293997,0.482787,0.398649,0.358239,0,0,0,8,10,6,9
-221.32,0.999189,0.0274842,7,127,0,237.456,-0.478471,-0.272266,0.368827,-0.0160272,0.445077,0.240052,0.622092,-0.379787,0.240718,0.868286,1.04417,0.529321,0.733413,0.349923,0.146428,-0.132095,0.829412,-0.680992,-0.950562,-0.611876,0.023942,0.0108798,0.0961479,0.0823056,320,0.000315844,0.391763,0.395425,0.393225,0.395861,0.394688,0.396875,0.39115,0.394692,0.394078,0.394535,0,0,0,0,0,0,0.39109,0.401694,0.396967,0.40579,0,0,0,0,0.393482,0.40101,0.381376,0.393495,0.405886,0,0,0,8,10,6,9
-225.327,0.998758,0.0289193,7,127,0,233.169,-0.681458,-0.231916,0.376307,-0.0764125,-1.1817,1.0186,-0.940047,0.80157,0.233182,-0.0998627,-0.00260969,2.25522,0.124292,1.35778,0.850643,-0.862247,-0.786332,-1.06355,-1.33989,-1.94514,0.0557009,0.0977517,0.357213,0.78989,320,0.000315844,0.376937,0.384283,0.378811,0.365566,0.392091,0.368447,0.389447,0.38255,0.379222,0.381282,0,0,0,0,0,0,0.37445,0.292751,0.462205,0.309804,0,0,0,0,0.527727,0.19478,0.485431,0.377114,0.318233,0,0,0,8,10,6,9
-218.185,0.999452,0.030376,7,127,0,234.195,-0.161397,0.690903,-0.00361486,-0.472411,0.0909552,0.271228,-1.94398,-0.694645,-0.956924,1.02181,-0.325898,-0.435641,0.242823,-0.266498,0.179057,0.548816,-0.548536,0.618122,0.528212,0.359801,0.419389,0.426544,0.0260878,0.0405703,320,0.000315844,0.570504,0.499627,0.451611,0.509342,0.527833,0.310032,0.429097,0.402896,0.500847,0.365206,0,0,0,0,0,0,0.444232,0.447682,0.448787,0.435244,0,0,0,0,0.45329,0.432218,0.444079,0.441584,0.460469,0,0,0,8,10,6,9
-217.856,0.988996,0.0319493,7,127,0,228.327,0.138461,-0.180723,0.134322,-0.299099,0.451479,0.528431,-0.839659,1.80645,1.53015,-0.375135,-0.478769,0.447439,-0.274119,0.269467,-0.206318,-0.583107,0.479141,-0.566818,-0.480487,-0.382947,0.0236514,1.83,0.73019,0.212103,320,0.000315844,0.356191,0.357844,0.355571,0.359512,0.359917,0.352744,0.366674,0.365209,0.375881,0.333874,0,0,0,0,0,0,0.328247,0.456206,0.469973,0.248589,0,0,0,0,0.356757,0.294594,0.419506,0.405645,0.315013,0,0,0,8,10,6,9
-224.009,0.987965,0.0326171,7,127,0,228.792,-0.318363,0.980859,0.463778,-1.24131,-1.3823,0.519322,0.211522,-1.40732,-1.90968,1.50118,-0.623516,-0.469399,0.0856976,-0.869146,-1.01339,0.944391,0.0190271,0.680435,1.6469,0.0327246,0.0128144,0.231442,0.139501,0.13549,320,0.000315844,0.424141,0.422559,0.417355,0.416926,0.422729,0.421788,0.416849,0.41532,0.469027,0.351707,0,0,0,0,0,0,0.405042,0.400403,0.464122,0.453675,0,0,0,0,0.446944,0.436833,0.384675,0.368948,0.479448,0,0,0,8,10,6,9
-220.512,0.989642,0.0331958,7,127,0,232.79,-0.288594,-0.581191,-0.337625,-0.360527,0.778176,0.968897,0.174115,1.58006,1.7123,-0.240797,-1.11312,0.550242,-0.531281,0.45805,1.38127,-0.664505,-0.167692,-0.322818,-1.98832,-0.349188,0.0552078,0.25888,0.274332,0.138824,320,0.000315844,0.415306,0.418539,0.418234,0.433433,0.435991,0.425353,0.444213,0.445996,0.451084,0.396478,0,0,0,0,0,0,0.402386,0.478763,0.491752,0.437892,0,0,0,0,0.430995,0.404413,0.451717,0.456225,0.390744,0,0,0,8,10,6,9
-226.974,0.978259,0.0339319,7,127,0,234.617,-0.19801,1.00328,0.472617,-0.646057,-0.69364,-0.572691,-0.508271,-1.51013,-1.75839,0.430839,0.628447,-0.602431,0.407745,-0.300279,-1.29682,0.322512,0.219201,0.0949183,1.89155,0.412685,0.59289,0.242254,0.628673,0.000958723,320,0.000315844,0.532012,0.453562,0.299578,0.293694,0.308781,0.316989,0.204002,0.181143,0.327408,0.337473,0,0,0,0,0,0,0.328575,0.32235,0.338287,0.346924,0,0,0,0,0.331638,0.331651,0.331449,0.331399,0.33184,0,0,0,8,10,6,9
-219.908,0.996464,0.0336162,7,127,0,233.697,-0.243595,-0.0830059,-0.167593,-0.0062761,0.548757,0.663962,0.376321,1.19892,1.45944,-0.237385,-1.32045,0.275701,0.0552411,1.05101,1.21336,0.154478,-0.601496,-1.0608,-0.332853,0.222225,0.0227989,0.234452,0.422039,0.0242479,320,0.000315844,0.424892,0.424424,0.425316,0.428389,0.429028,0.427434,0.431996,0.433443,0.453404,0.391757,0,0,0,0,0,0,0.406762,0.464054,0.476117,0.44608,0,0,0,0,0.427373,0.425679,0.430527,0.432065,0.422072,0,0,0,8,10,6,9
-217.815,0.994102,0.0349815,7,127,0,226.251,0.0600025,0.743595,-0.676518,-1.09636,0.693873,-0.78044,-0.215665,0.899368,-0.710932,0.177384,-0.174917,0.0140702,0.323556,-0.366479,-0.0186528,0.488925,-1.04448,-0.692451,-1.70161,1.04212,0.0780612,1.22975,0.732363,0.0108424,320,0.000315844,0.391624,0.366632,0.359372,0.390738,0.364829,0.37467,0.394403,0.366034,0.415941,0.31905,0,0,0,0,0,0,0.329651,0.642475,0.38204,0.481982,0,0,0,0,0.374201,0.375575,0.378293,0.37437,0.376532,0,0,0,8,10,6,9
-216.772,0.993636,0.0361474,7,127,0,229.059,-0.494721,0.401345,0.17207,0.466536,-1.51793,1.25676,-0.315994,-0.176876,-0.601451,0.29523,-0.849631,0.298577,-0.214055,0.643428,-0.421503,-0.312941,1.57767,0.141918,1.17009,-0.941672,0.13055,0.272471,0.197599,0.618286,320,0.000315844,0.414233,0.40735,0.416196,0.357864,0.44019,0.392819,0.396943,0.384404,0.434167,0.363,0,0,0,0,0,0,0.406866,0.320677,0.443187,0.371867,0,0,0,0,0.579545,0.345141,0.364624,0.306785,0.433724,0,0,0,8,10,6,9
-218.801,0.989474,0.0372832,6,127,0,231.464,-0.506041,0.940691,0.323228,0.413038,-0.277062,0.0622827,-0.679616,0.669875,-1.26306,0.229022,-1.75825,-1.78502,-0.043393,-0.503401,1.20982,-0.647594,0.0166946,0.051625,-0.936608,-1.2942,0.211818,0.386188,0.0732489,0.0779557,320,0.000315844,0.373134,0.344008,0.348181,0.316731,0.332016,0.299084,0.360237,0.274505,0.400251,0.237179,0,0,0,0,0,0,0.335957,0.325148,0.330441,0.318923,0,0,0,0,0.337218,0.324837,0.347521,0.315262,0.340031,0,0,0,8,10,6,9
-221.345,0.996707,0.0380133,6,127,0,234.209,-1.68635,0.956454,1.12877,0.623649,0.44676,1.40158,0.525136,0.534792,1.58641,0.264245,0.401939,2.18981,0.107712,1.2949,0.138458,0.637482,0.337622,0.922962,0.613731,0.134939,1.00971,0.58476,0.211007,0.173152,320,0.000315844,0.445178,0.488306,0.364686,0.32451,0.556687,0.342037,0.344227,0.601983,0.415557,0.434495,0,0,0,0,0,0,0.416879,0.408165,0.455743,0.412019,0,0,0,0,0.444579,0.408813,0.409203,0.452208,0.398331,0,0,0,8,10,6,9
-223.2,0.987841,0.0394789,6,63,0,236.276,0.932782,1.0683,-0.317135,-1.1394,-0.378452,-0.302552,-2.06173,0.486831,-1.72835,-0.367911,-1.4277,0.0397628,-2.07291,0.472772,0.10568,0.393067,-0.916667,0.806889,-0.316192,2.17333,0.0329206,0.368185,0.847866,0.234223,320,0.000315844,0.41268,0.402282,0.396149,0.401823,0.402391,0.389306,0.408306,0.391775,0.43666,0.348372,0,0,0,0,0,0,0.368799,0.523376,0.539039,0.213299,0,0,0,0,0.42851,0.335832,0.472144,0.352715,0.424936,0,0,0,8,10,6,9
-225.393,0.99228,0.0400416,7,127,0,237.514,-1.11824,1.81368,-0.133695,0.311659,0.146339,1.96017,-1.65967,1.22887,1.06806,1.11782,0.169543,0.0801875,2.12987,-0.429099,0.0274401,-0.361729,0.743832,-0.894081,0.129747,-2.30633,0.0527573,0.62589,0.141243,0.0319845,320,0.000315844,0.383915,0.360469,0.365779,0.363804,0.385701,0.342533,0.376813,0.374869,0.422158,0.288163,0,0,0,0,0,0,0.361583,0.356319,0.41568,0.301204,0,0,0,0,0.37641,0.350265,0.371066,0.369895,0.370257,0,0,0,8,10,6,9
-215.188,0.999403,0.041063,6,63,0,231.552,0.626068,0.452344,-0.175549,-0.761098,0.158095,0.281942,-0.636851,-0.331964,-1.17865,-0.552142,-0.684516,-0.344842,-0.339254,-0.205133,-0.401634,-0.464534,-1.57804,-0.400202,1.11833,-0.34431,0.0571894,1.57589,0.0769862,0.190514,320,0.000315844,0.394948,0.38644,0.378568,0.390953,0.392632,0.380233,0.384331,0.372992,0.405098,0.35609,0,0,0,0,0,0,0.379655,0.39638,0.398652,0.3819,0,0,0,0,0.418267,0.376503,0.390193,0.352666,0.380288,0,0,0,8,10,6,9
-215.921,0.904826,0.0428589,6,63,0,226.751,-0.184061,0.859807,0.522114,-1.50548,0.902787,0.152406,-1.17419,0.262128,-0.151478,-0.290436,-1.16085,-0.993243,-0.108367,-0.412796,-0.249905,-0.300303,-0.00695034,-0.928854,0.337396,-1.02093,0.285702,0.176859,0.0162053,0.283049,320,0.000315844,0.463741,0.440029,0.306547,0.466773,0.41438,0.326894,0.421951,0.39363,0.408543,0.372613,0,0,0,0,0,0,0.391642,0.400789,0.397931,0.392896,0,0,0,0,0.421602,0.334863,0.429078,0.401091,0.391819,0,0,0,8,10,6,9
-221.113,0.998696,0.035186,7,127,0,225.345,-0.708492,-0.650981,0.0871527,1.39695,-0.0914523,0.787492,-0.0513051,0.103612,0.150736,0.788875,0.718787,0.0275876,-0.889095,0.517137,-0.0245859,0.798014,-0.184227,1.46795,-0.30782,2.02637,0.122306,0.143935,0.00278971,0.48094,320,0.000315844,0.371685,0.39285,0.431364,0.387689,0.413311,0.388847,0.393327,0.394694,0.397078,0.394685,0,0,0,0,0,0,0.396318,0.395333,0.395915,0.39536,0,0,0,0,0.451793,0.355171,0.372394,0.3777,0.451958,0,0,0,8,10,6,9
