# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1480661404
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,index.1,index.2,index.3,index.4
-221.449,0.97713,0.0455414,7,127,0,230.548,0.963543,1.5261,0.590575,-1.6499,0.576834,0.630331,0.027815,-0.701251,-1.15491,-0.853331,-1.91286,0.246365,0.807885,2.85271,-0.358847,-0.650535,-0.0820571,0.122361,0.216881,1.66796,0.0510395,0.15255,240,0.00181806,0.429642,0.382444,0.278876,0.381764,0.384414,0.354985,0.44572,0.27514,0,0,0,0,0.364742,0.390437,0.391062,0.384042,0,0,0.408177,0.386986,0.361885,0.346613,0.356734,0,6,8,6,9
-213.124,0.991182,0.0444351,6,63,0,229.308,-0.336624,1.26137,1.38799,0.420724,0.231795,0.692154,0.958958,-0.412534,-0.69533,0.809642,0.577147,0.48907,-1.1362,0.765187,0.952719,-0.736248,-1.10062,0.0609033,0.888545,2.3885,0.624739,0.133602,240,0.00181806,0.469104,0.496287,0.299739,0.266557,0.351145,0.405162,0.452099,0.300228,0,0,0,0,0.374597,0.348733,0.412934,0.451611,0,0,0.400324,0.408445,0.367288,0.359004,0.403894,0,6,8,6,9
-213.89,0.998797,0.0446929,6,63,0,220.663,-0.43721,1.5013,0.953476,-0.55434,0.584094,0.829678,0.717828,0.0189316,-0.24976,1.43384,-0.242977,-1.18176,-1.16484,0.603189,0.503844,1.13162,0.664146,1.12026,0.432533,2.5672,0.585977,0.177738,240,0.00181806,0.503749,0.448253,0.30519,0.411441,0.435835,0.424681,0.497281,0.338232,0,0,0,0,0.363961,0.520957,0.555318,0.539714,0,0,0.442599,0.438017,0.409643,0.398874,0.467489,0,6,8,6,9
-215.744,0.974597,0.0456822,6,63,0,223.758,-0.0806107,0.877632,1.80729,-0.501145,0.377693,-0.387207,0.316545,-0.348168,-0.586058,0.781067,-1.95904,-0.49624,0.0803799,-0.00878359,0.224083,-0.00129525,-0.0463073,1.00776,0.392538,1.57731,0.0684108,0.157958,240,0.00181806,0.384192,0.472423,0.267302,0.339338,0.276082,0.334025,0.384244,0.301698,0,0,0,0,0.34686,0.360223,0.34858,0.359286,0,0,0.337902,0.362527,0.339247,0.331091,0.379187,0,6,8,6,9
-221.644,0.993877,0.044336,7,127,0,229.831,-0.175011,1.72644,0.825356,-2.08674,-1.58774,-0.715429,1.72827,0.0586325,-0.494814,0.543747,-0.882544,0.924875,-0.823077,-0.621467,-0.101483,-1.94001,0.913654,-0.767249,0.165128,1.20113,0.143985,0.0159121,240,0.00181806,0.428438,0.393567,0.289202,0.305956,0.336457,0.42851,0.438294,0.28901,0,0,0,0,0.352707,0.36869,0.397287,0.480442,0,0,0.371633,0.380374,0.374394,0.372419,0.376128,0,6,8,6,9
-221.227,0.975541,0.0448299,7,127,0,231.971,-1.0624,-0.80388,0.539547,0.477742,1.449,-0.00474671,-1.51845,1.21378,-0.284513,0.402167,0.84751,-0.783885,0.822337,-0.234979,0.152018,2.06826,-0.701038,0.437614,0.0343236,0.34535,0.277468,0.162396,240,0.00181806,0.309067,0.318751,0.318302,0.325395,0.314808,0.303981,0.359202,0.25159,0,0,0,0,0.325558,0.385982,0.297396,0.218773,0,0,0.314673,0.26513,0.357868,0.305152,0.328797,0,6,8,6,9
-217.676,0.994672,0.0436049,6,63,0,236.222,-0.201508,-1.57219,1.72478,-1.16924,0.841604,0.708736,0.149179,0.324027,-0.0612735,0.357573,0.13526,-0.8088,-0.606281,-0.407197,-0.381065,1.58849,-0.58684,0.388837,0.0314671,1.929,0.721277,0.601163,240,0.00181806,0.466446,0.489366,0.46924,0.483215,0.482291,0.478398,0.549886,0.383586,0,0,0,0,0.372063,0.705618,0.686011,0.596837,0,0,0.534401,0.459711,0.482981,0.431958,0.48746,0,6,8,6,9
-220.824,0.997681,0.0441536,7,127,0,233.202,-0.520524,0.0617974,0.215019,-0.0346862,-1.39541,1.16026,0.919158,0.525003,-0.49528,-0.172098,-1.00568,-0.675992,1.49731,0.0543381,-0.771105,-0.648494,0.436677,-0.331712,0.00177606,0.205785,0.130713,0.181707,240,0.00181806,0.404264,0.404329,0.404223,0.403645,0.40473,0.404628,0.425535,0.37541,0,0,0,0,0.39688,0.355394,0.434592,0.426907,0,0,0.434722,0.424037,0.406723,0.363056,0.376683,0,6,8,6,9
-229.322,0.993876,0.0449794,6,63,0,236.276,-0.264594,0.253371,-0.34776,-0.856993,0.391766,2.05346,1.78403,0.330474,-0.357478,0.112364,1.29277,0.205978,1.12081,-0.290493,-1.74356,-1.66323,1.09578,0.795285,0.00342305,0.0378471,0.467699,0.0819923,240,0.00181806,0.460279,0.459811,0.459414,0.460387,0.461682,0.461472,0.463254,0.457327,0,0,0,0,0.356886,0.498566,0.683586,0.65576,0,0,0.48292,0.477856,0.450665,0.4379,0.44661,0,6,8,6,9
-225.395,0.985013,0.0454478,6,63,0,239.882,-0.972033,0.736381,0.787368,2.01176,-1.61785,-0.426448,-0.193754,0.804513,-1.09459,0.0459798,-0.81747,-1.68374,-0.0478856,-0.332417,-0.048773,1.95153,-0.521462,-0.72817,0.0306293,0.512423,0.0652103,0.285707,240,0.00181806,0.297958,0.298269,0.305776,0.283817,0.290926,0.292325,0.372852,0.184572,0,0,0,0,0.305437,0.259782,0.274298,0.277188,0,0,0.27487,0.287739,0.346532,0.239874,0.301345,0,6,8,6,9
-224.336,0.986377,0.0450814,7,127,0,235.395,-0.137736,-0.531364,1.06486,-0.105738,1.64044,-0.589548,-0.125712,0.591858,-1.46664,0.171679,-0.363609,1.12367,-0.256503,1.00587,0.0504745,0.8525,1.18818,-0.89732,0.0317678,0.0278174,0.12281,0.179775,240,0.00181806,0.447269,0.459774,0.450597,0.464296,0.446814,0.450441,0.459269,0.445154,0,0,0,0,0.452497,0.505742,0.437882,0.451891,0,0,0.436985,0.457568,0.489674,0.398702,0.470847,0,6,8,6,9
-219.459,0.964005,0.0448426,6,63,0,236.314,-0.00331936,1.06484,-0.249148,-1.21684,-1.00663,0.565348,-0.233065,-0.204531,-0.341442,0.885967,0.101726,-0.290396,-1.82666,-1.69247,0.686456,-1.19755,-0.115249,0.865373,0.645554,2.22215,0.0545093,0.378885,240,0.00181806,0.522769,0.321715,0.203609,0.226273,0.443512,0.323957,0.373041,0.308298,0,0,0,0,0.340261,0.342697,0.361162,0.351731,0,0,0.384712,0.319243,0.321486,0.3108,0.412333,0,6,8,6,9
-226.049,0.975731,0.0426155,7,127,0,230.99,0.0756935,-1.40149,1.36484,0.080473,0.073631,0.0466171,-0.877713,-0.598253,-1.12191,-0.292361,-0.352198,-0.0370731,1.96185,1.85356,-0.370133,1.70902,0.207055,-1.31728,0.00107585,0.273607,0.020205,0.35245,240,0.00181806,0.412788,0.413505,0.413172,0.41317,0.413163,0.412924,0.427679,0.393194,0,0,0,0,0.413602,0.413569,0.413437,0.408943,0,0,0.466915,0.387481,0.411072,0.367286,0.437366,0,6,8,6,9
-224.492,0.997545,0.0414909,7,127,0,234.58,-0.80829,1.08605,-0.210333,-1.21481,-0.32204,0.233364,0.600288,0.794586,-0.0635092,-0.108578,0.0458143,0.79786,-2.11935,-2.0167,0.582413,-1.56523,-0.962703,1.24717,0.0412646,1.06754,0.831627,0.872305,240,0.00181806,0.377589,0.366701,0.358351,0.365769,0.370414,0.373495,0.448602,0.26241,0,0,0,0,0.273851,0.431022,0.538111,0.607573,0,0,0.34664,0.413206,0.449895,0.296489,0.289224,0,6,8,6,9
-220.559,0.983376,0.0422206,6,63,0,232.276,-0.046911,-1.38904,0.48416,0.454778,-0.450904,0.587692,-1.63881,-0.200626,-1.4256,0.595965,-0.583341,0.01011,1.82346,1.02544,-0.0228865,0.401381,1.5584,-0.581492,0.0325052,0.322291,0.0443324,0.208448,240,0.00181806,0.40014,0.414571,0.414344,0.407348,0.415373,0.398227,0.446552,0.353059,0,0,0,0,0.409594,0.400096,0.410994,0.38775,0,0,0.459898,0.349664,0.419826,0.359745,0.460323,0,6,8,6,9
-222.465,0.986742,0.0417474,7,127,0,232.916,-0.783259,2.03279,1.30796,-0.289957,-0.337771,-0.350903,-0.614822,1.9201,-0.00607884,-0.000508769,-1.10965,0.21389,-0.0236165,-1.54133,-1.91091,0.0542707,-1.89429,0.377752,0.248213,0.16109,0.187105,0.0405914,240,0.00181806,0.461892,0.417868,0.326105,0.323517,0.322808,0.308731,0.382126,0.312938,0,0,0,0,0.354871,0.352864,0.352314,0.341342,0,0,0.347468,0.345089,0.368244,0.350588,0.350639,0,6,8,6,9
-219.715,0.994128,0.0415588,7,127,0,231.924,-0.308902,0.280945,-0.260089,-2.24509,-0.0757396,0.0330494,0.0902832,1.51802,0.868997,-0.957678,-0.466823,0.84461,0.634526,-1.64629,1.28156,0.225967,-0.873838,-1.26223,0.679191,0.22647,0.244688,0.332982,240,0.00181806,0.487234,0.39999,0.152432,0.429303,0.446845,0.456128,0.43721,0.403491,0,0,0,0,0.375337,0.499385,0.505712,0.509038,0,0,0.394334,0.398702,0.510674,0.459321,0.321675,0,6,8,6,9
-219.14,0.998877,0.0419811,7,127,0,231.191,-0.244778,1.02748,0.772661,-2.5333,0.252182,0.133944,-0.543392,1.3599,0.876898,-0.529694,-0.901597,0.464443,-0.0802414,-1.70284,0.665902,0.582422,-0.480088,-0.491415,0.601549,0.257097,0.294646,0.263499,240,0.00181806,0.563917,0.52747,0.140894,0.452616,0.43579,0.343198,0.435209,0.407548,0,0,0,0,0.361525,0.549808,0.54177,0.495363,0,0,0.413864,0.374547,0.487212,0.458113,0.375329,0,6,8,6,9
-223.267,0.999994,0.0427999,7,127,0,232.37,-0.126346,-1.48374,0.270423,0.0574532,-1.33609,-0.909522,1.37441,-0.784986,-1.02746,1.0303,0.931014,-1.89092,-0.669934,1.73493,-0.843973,0.130777,-0.566072,0.197457,0.0569578,0.45364,0.360769,0.0240279,240,0.00181806,0.344859,0.36743,0.364657,0.346734,0.352178,0.381943,0.37272,0.347755,0,0,0,0,0.373634,0.265304,0.296312,0.489395,0,0,0.35748,0.369984,0.358157,0.35684,0.368088,0,6,8,6,9
-218.021,0.995966,0.0437189,7,127,0,232.89,-0.480587,1.57498,1.04996,-1.19041,0.404451,0.62893,-1.37607,0.858523,-0.0178016,-0.885452,-1.30212,1.6642,0.698194,-1.73747,1.20017,-0.145957,0.189926,-0.406713,0.0936036,0.615998,0.391455,0.208431,240,0.00181806,0.416849,0.405501,0.358297,0.391685,0.396472,0.354489,0.436649,0.315022,0,0,0,0,0.343415,0.489864,0.511213,0.327613,0,0,0.421331,0.327752,0.432552,0.390179,0.349755,0,6,8,6,9
-214.631,0.999071,0.044294,6,63,0,225.141,-1.10142,0.510012,1.21907,0.263643,-1.39567,0.54105,0.410872,0.188204,0.0384552,-0.365278,-1.46884,1.06851,-0.061604,-0.470145,0.771514,0.824176,-0.772578,-0.257363,0.45772,1.20044,0.35502,0.705238,240,0.00181806,0.379927,0.457364,0.354164,0.205861,0.383224,0.369471,0.376169,0.336576,0,0,0,0,0.362303,0.243128,0.384487,0.374014,0,0,0.413091,0.391783,0.356254,0.333152,0.274768,0,6,8,6,9
-217.095,0.996941,0.0451398,6,63,0,222.993,-1.35172,0.603648,-0.250742,-1.35893,1.10921,0.97206,-0.0142732,0.68633,0.107798,0.93618,0.488766,-1.96727,0.824517,-0.393617,0.257938,0.081674,1.77423,-0.838719,0.176338,1.21673,0.133594,0.395767,240,0.00181806,0.363685,0.330758,0.290349,0.383785,0.378291,0.339729,0.417315,0.263395,0,0,0,0,0.329515,0.403189,0.398948,0.368911,0,0,0.392164,0.306663,0.36646,0.316707,0.388901,0,6,8,6,9
-214.677,0.984853,0.0458002,6,63,0,225.779,-0.677974,1.03655,-0.326759,-0.460888,0.735937,0.799547,-0.470996,0.174078,-0.106271,1.39026,-0.244695,-0.22067,1.43809,-0.471192,-0.123332,0.427188,-0.107047,-0.149636,0.15308,0.990536,0.0451569,0.461312,240,0.00181806,0.417931,0.369405,0.364751,0.40706,0.409353,0.364401,0.414534,0.350547,0,0,0,0,0.384027,0.396542,0.397211,0.383922,0,0,0.442672,0.307347,0.373584,0.344038,0.510057,0,6,8,6,9
-220.029,0.9893,0.045388,6,63,0,226.347,-0.842018,0.113283,-2.43359,0.444062,-1.28228,0.249064,-0.0199583,0.375229,0.0313108,-0.683347,1.07215,-0.151633,0.28745,-1.32447,0.374163,-0.471648,-0.322871,-2.13049,0.0508988,0.842301,0.132373,0.546091,240,0.00181806,0.358037,0.329175,0.361867,0.342081,0.359607,0.3565,0.37797,0.313163,0,0,0,0,0.356615,0.306642,0.350788,0.34282,0,0,0.376358,0.342748,0.392561,0.349046,0.266711,0,6,8,6,9
-219.326,0.999866,0.045366,6,63,0,229.702,-0.431878,-0.196502,-2.24946,-0.475042,-1.17379,0.344601,-0.168686,0.383003,-0.245081,-0.919818,1.2331,0.137079,0.0509136,-1.56489,-0.176438,0.159464,-0.16604,-1.82651,0.138242,0.595483,0.0825532,0.495069,240,0.00181806,0.392037,0.327976,0.383072,0.360932,0.409653,0.392936,0.415075,0.329224,0,0,0,0,0.376065,0.362916,0.391719,0.381888,0,0,0.425402,0.36544,0.430001,0.356811,0.284995,0,6,8,6,9
-220.952,0.999428,0.0462672,6,63,0,231.238,1.02258,0.468145,1.51046,-0.861463,0.66302,-0.56602,-1.97602,-0.8899,-2.05729,-0.903814,-1.78424,-0.201212,-0.657334,2.30759,-0.174709,-0.169111,0.0909017,0.0702767,0.0689014,0.368077,0.585169,0.421084,240,0.00181806,0.390494,0.406906,0.369905,0.393546,0.374444,0.352987,0.419423,0.323352,0,0,0,0,0.369048,0.581937,0.409006,0.236281,0,0,0.447763,0.313609,0.41549,0.306521,0.414117,0,6,8,6,9
-219.936,0.91441,0.0471351,6,63,0,232.251,0.471573,0.298357,-0.493467,-0.54488,0.103712,-0.100145,-1.74018,-0.990455,-1.04898,-1.24384,-3.12864,0.345706,0.00658655,0.700888,-0.141911,0.754136,-0.440682,-0.28968,0.0609362,0.458422,0.247381,0.268237,240,0.00181806,0.405347,0.393866,0.393124,0.402515,0.399555,0.376025,0.395426,0.389085,0,0,0,0,0.391481,0.430069,0.417826,0.324066,0,0,0.453687,0.348835,0.395622,0.391887,0.379546,0,6,8,6,9
-217.374,0.999751,0.0408559,6,63,0,228.009,0.129135,-0.404893,-1.26437,-0.136567,-0.416106,-0.690011,-0.448428,-0.398521,-1.06804,-1.22533,-1.5201,-0.987206,0.563906,0.514058,-0.581812,-0.495969,-0.247995,-1.09787,0.299267,0.466965,0.0917173,0.179083,240,0.00181806,0.386704,0.328096,0.405787,0.385913,0.366799,0.383638,0.404053,0.331745,0,0,0,0,0.37689,0.370938,0.365144,0.370253,0,0,0.374202,0.384307,0.386408,0.358608,0.352204,0,6,8,6,9
-215.744,0.999504,0.0416575,7,127,0,227.004,-0.0766778,1.28674,0.00225388,-0.00140429,0.423153,-0.152655,0.31365,-0.229573,-0.559508,0.945931,0.46722,0.662727,-0.00223489,0.488352,-0.735674,1.10466,1.50494,-0.656322,1.03415,2.52335,1.3546,0.260535,240,0.00181806,0.587773,0.287906,0.287165,0.379675,0.257507,0.354678,0.427823,0.254571,0,0,0,0,0.344663,0.47148,0.303325,0.437732,0,0,0.343677,0.36915,0.339552,0.322126,0.404815,0,6,8,6,9
-221.452,0.940327,0.0424448,6,127,0,230.657,-0.040574,-0.797297,1.78521,-0.748468,-1.1807,-0.303756,0.277656,0.250672,-1.3967,-0.166801,2.04452,0.772625,-1.33469,-2.00892,0.251081,0.992401,0.371255,2.1416,0.101771,0.367584,0.577654,0.221703,240,0.00181806,0.343776,0.403137,0.344862,0.335306,0.354823,0.36803,0.418125,0.283659,0,0,0,0,0.339875,0.287473,0.39807,0.478309,0,0,0.355423,0.384504,0.383135,0.303585,0.36219,0,6,8,6,9
-217.692,0.999433,0.0387016,7,127,0,229.893,0.323019,-0.00221901,-0.275862,-0.658832,0.886608,-0.143815,0.395393,-0.164451,-0.648521,-1.27212,-0.331153,-0.533405,0.976621,-1.51781,0.263819,0.392651,0.703631,-2.1128,0.478038,1.80736,0.594034,0.0466305,240,0.00181806,0.370736,0.342437,0.304579,0.467663,0.355974,0.413348,0.469276,0.2745,0,0,0,0,0.3445,0.556311,0.412718,0.487602,0,0,0.388366,0.393951,0.388153,0.383164,0.376771,0,6,8,6,9
-212.369,0.996703,0.0394282,6,63,0,225.141,1.28345,0.142068,0.796946,-1.16006,-0.70705,-0.638146,0.0347033,-0.306365,-0.86912,-0.315882,-0.657538,-0.0584639,-0.791797,0.932026,-0.0404981,0.0795894,-0.272098,-0.58918,0.132004,1.12734,1.15279,0.0545203,240,0.00181806,0.410649,0.43034,0.372384,0.385544,0.387561,0.407446,0.462187,0.31953,0,0,0,0,0.333806,0.454827,0.474084,0.657567,0,0,0.39883,0.407072,0.402887,0.396014,0.402771,0,6,8,6,9
-217.014,0.979021,0.0399563,7,127,0,223.359,-1.12995,0.64581,1.60245,0.746849,0.234576,1.0679,0.928116,0.59806,-0.148437,-0.246413,0.0375009,-1.17296,-0.893742,0.970316,-0.0471342,1.12534,0.223013,-1.40079,0.0926161,0.682307,0.222464,0.135583,240,0.00181806,0.349615,0.369699,0.351713,0.341136,0.358417,0.355491,0.403275,0.289003,0,0,0,0,0.352669,0.327485,0.368883,0.361785,0,0,0.371985,0.367635,0.357447,0.334878,0.331968,0,6,8,6,9
-217.662,0.974903,0.039182,7,127,0,230.478,-0.0902391,0.463106,-1.11305,-0.75819,0.500151,-0.0151479,-0.722915,-0.351811,-1.1216,0.358711,-0.0641437,1.51601,0.822082,-0.948644,0.099555,-1.47565,0.0996118,1.50649,0.188285,0.263369,0.178243,0.421923,240,0.00181806,0.393081,0.325774,0.340432,0.394724,0.372093,0.341906,0.379383,0.333549,0,0,0,0,0.350266,0.402058,0.380514,0.351677,0,0,0.396035,0.327682,0.362827,0.29196,0.434048,0,6,8,6,9
-216.959,0.996639,0.0381362,7,127,0,226.672,-0.119047,0.168631,-0.82535,-0.921817,0.491027,0.238488,-0.285853,-0.165111,-0.110772,0.138311,-0.768551,0.17558,0.812869,-0.761954,-1.26101,-0.539688,0.330061,1.24811,0.18365,0.143996,0.362019,0.0572899,240,0.00181806,0.425155,0.381669,0.377536,0.439546,0.428263,0.405085,0.411008,0.412882,0,0,0,0,0.377374,0.502441,0.479642,0.432681,0,0,0.415874,0.408678,0.410331,0.411076,0.414496,0,6,8,6,9
-220.02,0.996083,0.0386333,6,63,0,226.119,-0.206694,-0.798307,-0.632003,-0.445529,0.580964,-0.367164,-0.646229,-0.322341,0.240309,0.861213,-0.626975,0.516371,-0.416859,-1.71692,-1.26197,-0.228425,-0.160816,1.62171,0.257217,0.0865137,0.466567,0.0998203,240,0.00181806,0.35295,0.362733,0.373838,0.437077,0.378545,0.361891,0.372699,0.384056,0,0,0,0,0.369752,0.485914,0.378277,0.348295,0,0,0.371928,0.365493,0.372966,0.386092,0.400769,0,6,8,6,9
-225.914,0.99917,0.0390904,6,63,0,230.974,0.0491375,-1.37265,-0.555218,-1.02468,0.611051,-0.118737,-0.979158,-0.662806,0.168696,0.976319,0.198843,1.87933,-1.31812,-1.31326,-2.52456,-0.801582,-1.77679,0.720547,0.05678,0.110427,0.486502,0.296553,240,0.00181806,0.382977,0.393732,0.387542,0.409253,0.399518,0.388141,0.384991,0.406409,0,0,0,0,0.359212,0.552049,0.464441,0.364275,0,0,0.401432,0.342859,0.363951,0.421739,0.480016,0,6,8,6,9
-220.372,0.999802,0.039769,7,127,0,232.613,-0.468265,1.86558,1.26556,-0.5571,-1.15132,0.412893,0.317331,0.31976,-1.17087,-0.384202,-0.268754,-2.29801,1.31796,1.09668,2.5098,0.364781,1.4476,-0.381164,0.438213,0.154155,0.309432,0.353084,240,0.00181806,0.547555,0.483192,0.298942,0.248049,0.393127,0.383353,0.415946,0.364051,0,0,0,0,0.377118,0.336884,0.446148,0.439216,0,0,0.428551,0.420682,0.420882,0.305134,0.36431,0,6,8,6,9
-213.626,0.997584,0.0404974,6,63,0,225.763,-0.226619,0.692329,1.08906,-1.32479,0.287088,0.157098,0.564243,0.451707,-1.17063,-0.110932,0.769637,-1.49304,1.39405,0.421278,1.70867,0.297294,1.11447,-0.588432,0.47721,0.354556,0.386829,0.167919,240,0.00181806,0.439669,0.484685,0.237194,0.394662,0.380546,0.425303,0.466264,0.334383,0,0,0,0,0.356853,0.503039,0.490944,0.528791,0,0,0.414107,0.429888,0.425511,0.363931,0.403805,0,6,8,6,9
-216.477,0.974125,0.0410659,7,127,0,225.705,-0.875684,1.29282,0.0170584,-0.194731,-0.747401,-0.192048,0.199112,1.25986,0.379926,-0.958525,-1.39169,0.255371,0.544488,1.16305,0.0106426,-0.58937,-1.42713,-0.490202,0.100825,0.394259,0.458164,0.0927207,240,0.00181806,0.387374,0.357605,0.352759,0.340258,0.35282,0.361793,0.391639,0.312995,0,0,0,0,0.358111,0.302639,0.358392,0.400191,0,0,0.349462,0.357677,0.380363,0.361503,0.333623,0,6,8,6,9
-215.018,0.984534,0.0399171,7,127,0,225.795,-0.00412845,0.898298,0.145451,0.558313,-0.480294,-0.445008,-0.0772552,-0.40147,-1.35892,0.833682,1.06479,-0.7831,1.20487,-0.587065,0.0117059,1.22279,0.512069,0.536022,0.257934,0.777895,0.139266,0.231355,240,0.00181806,0.396396,0.35255,0.376352,0.317805,0.319717,0.339989,0.412503,0.251235,0,0,0,0,0.354416,0.32318,0.324219,0.335141,0,0,0.336536,0.35516,0.338717,0.2924,0.403043,0,6,8,6,9
-218.065,0.968003,0.0395363,7,127,0,226.945,0.0663094,-1.0896,0.561011,-1.2383,0.395208,0.1376,-0.187398,0.74317,-0.482068,1.1537,-0.469639,0.0825474,-1.44876,1.30397,0.777825,0.222621,-1.65294,0.645744,0.108035,0.476867,0.480579,0.142309,240,0.00181806,0.436325,0.478606,0.43255,0.474335,0.467707,0.459362,0.520955,0.381108,0,0,0,0,0.404917,0.594412,0.56494,0.527129,0,0,0.457759,0.446801,0.478276,0.436909,0.492231,0,6,8,6,9
-213.82,0.99973,0.0380229,7,127,0,227.167,-0.511703,1.00232,0.67303,0.04856,-0.0425827,0.365743,0.0275994,0.194476,-0.427139,-0.476782,-0.755779,0.354583,0.870096,-1.87376,-1.1246,-0.880134,0.757843,-0.906846,0.84937,0.868319,0.447193,0.367014,240,0.00181806,0.577464,0.509669,0.382111,0.364362,0.446026,0.378,0.489919,0.362258,0,0,0,0,0.430245,0.420696,0.463829,0.428044,0,0,0.469511,0.439971,0.45451,0.400925,0.396726,0,6,8,6,9
-212.883,0.996952,0.0386953,6,127,0,219.155,-0.393043,0.696894,0.734779,-0.521729,-0.192463,0.296152,0.112391,0.229392,-0.436638,0.11538,-1.38368,0.527136,0.846808,-1.03541,-0.344583,-1.04459,0.50069,0.319126,0.405502,0.952946,1.40525,0.831078,240,0.00181806,0.391239,0.394607,0.289507,0.315551,0.356271,0.340687,0.406998,0.274965,0,0,0,0,0.273735,0.370982,0.533181,0.47119,0,0,0.387742,0.354869,0.375668,0.264916,0.355394,0,6,8,6,9
-213.548,0.998368,0.039179,7,127,0,226.992,-0.107008,1.35118,0.230588,-0.938357,-0.946968,0.315009,-0.483256,-0.0092946,-0.619914,-0.115588,0.994343,-0.726932,-0.61258,0.574126,0.30802,1.38921,-0.449114,-0.396769,0.470101,0.112818,0.0748968,0.813218,240,0.00181806,0.574116,0.445608,0.319005,0.31814,0.455252,0.366328,0.417602,0.401675,0,0,0,0,0.405805,0.405656,0.427615,0.413687,0,0,0.505882,0.352709,0.442099,0.32844,0.421503,0,6,8,6,9
-214.456,0.999473,0.0397617,7,127,0,222.526,-0.408056,0.839362,0.582638,-0.348907,0.0839204,-0.0339958,0.244973,0.445448,-0.243522,0.197797,-0.55856,1.03321,1.04376,-1.1036,-0.82034,-1.8577,-0.0933078,0.25912,0.767881,0.00990801,0.947107,0.436855,240,0.00181806,0.528314,0.479684,0.312608,0.387102,0.366105,0.416451,0.42051,0.418892,0,0,0,0,0.385415,0.484015,0.4567,0.521446,0,0,0.400851,0.429709,0.450754,0.379601,0.42479,0,6,8,6,9
-208.247,0.96327,0.0404245,7,127,0,221.155,-0.0492483,0.662708,0.269591,-0.417204,-0.354015,-0.0758761,0.133819,-0.0610437,-0.676047,-0.347946,-0.221273,-0.826269,-0.434131,0.178288,0.0101155,1.18581,0.636832,0.202452,1.15107,1.11281,0.379568,0.205283,240,0.00181806,0.551458,0.442139,0.268475,0.282663,0.349996,0.405095,0.454542,0.300624,0,0,0,0,0.378695,0.384044,0.407888,0.426147,0,0,0.393583,0.403322,0.394269,0.366169,0.381066,0,6,8,6,9
-209.224,0.995266,0.038571,7,127,0,215.222,-0.344747,1.29535,0.769928,-0.029413,-0.669099,0.226804,-0.163936,0.0270733,-0.552115,-0.427584,0.210091,0.253653,0.374659,-0.311525,0.0645171,-1.03083,-0.578204,-0.166915,0.38176,0.377173,0.343232,0.464886,240,0.00181806,0.496624,0.447082,0.373965,0.319151,0.396953,0.36211,0.415013,0.364044,0,0,0,0,0.39397,0.343876,0.414736,0.383212,0,0,0.434556,0.391301,0.412279,0.349934,0.362997,0,6,8,6,9
-215.333,0.98435,0.0389229,6,63,0,222.722,-0.150673,0.388142,0.199442,0.0728198,0.422458,-0.432974,-0.219348,-0.0716402,-0.745257,0.196067,-0.809614,-0.527715,-1.80419,0.0544778,0.511575,0.362771,1.94024,0.0895771,0.213832,0.796389,0.0543947,0.261717,240,0.00181806,0.398787,0.389322,0.383016,0.400516,0.358227,0.368615,0.432823,0.308858,0,0,0,0,0.381747,0.386163,0.375393,0.378072,0,0,0.369291,0.382181,0.391191,0.350776,0.407704,0,6,8,6,9
-218.113,0.994189,0.0385363,7,127,0,227.076,0.15904,-0.917321,0.35821,-0.54493,-1.66785,-0.0212784,-0.762027,-0.0366127,-0.676831,-0.716498,2.11395,0.977425,-1.4815,0.0292608,0.108463,0.531626,1.48459,-0.970543,0.2635,0.368134,0.0437878,0.913914,240,0.00181806,0.357026,0.43508,0.379251,0.314082,0.41134,0.366228,0.399632,0.346216,0,0,0,0,0.377027,0.365918,0.382251,0.374869,0,0,0.462039,0.305265,0.458594,0.321867,0.314078,0,6,8,6,9
