# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=536066880
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,index.1
-208.613,0.99986,0.0185017,7,255,0,213.255,-0.364042,0.870861,0.20643,-0.223413,-0.640125,0.267032,-1.50009,-0.442419,0.181553,0.0685655,8,0.125,0.424499,0.41341,0.406281,0.399408,0.414418,0.385351,0.402664,0.412996,8
-209.418,0.999959,0.0189066,7,255,0,212.77,-0.462219,0.654193,0.0971135,0.0254248,-1.08581,-0.657899,1.12245,0.426353,-0.120958,0.0964912,8,0.125,0.40153,0.388684,0.387041,0.361932,0.37152,0.412434,0.396258,0.383696,8
-210.285,0.999987,0.0194965,7,255,0,213.508,-0.415482,0.161622,0.378399,0.194976,-0.795732,-2.36809,-0.451537,0.484291,0.198465,0.157966,8,0.125,0.403729,0.411999,0.404998,0.367913,0.312263,0.380645,0.416057,0.405131,8
-208.974,0.999745,0.0202383,7,127,0,212.769,-0.348882,0.202803,1.03726,-0.465285,-1.41913,-0.754105,-0.767307,0.678073,1.02293,0.24869,8,0.125,0.425937,0.477284,0.385897,0.331412,0.369021,0.368256,0.455058,0.476395,8
-209.877,0.99221,0.0210941,7,127,0,214.846,-0.331449,0.585096,1.05193,-0.715301,-1.43513,-1.12606,-0.666326,0.910258,0.723058,0.170615,8,0.125,0.442352,0.46208,0.388531,0.359784,0.372017,0.390518,0.456077,0.448166,8
-209.865,0.999982,0.0215588,7,127,0,213.821,-0.3705,0.539756,-0.68026,-0.747961,1.50636,1.13114,-0.457195,-1.19388,-0.932316,0.287599,8,0.125,0.44639,0.362128,0.357642,0.515676,0.488706,0.377073,0.328747,0.345556,8
-213.364,0.987834,0.0226287,7,127,0,216.884,-0.165234,1.64101,-0.0746056,-0.0850844,-0.231114,-0.0623013,-0.999574,-1.39766,-1.49282,0.0538856,8,0.125,0.480808,0.457787,0.457647,0.455694,0.457952,0.445444,0.440151,0.438888,8
-209.201,1,0.0229344,7,127,0,216.069,-0.554167,0.111724,-0.232406,-0.746787,0.493921,-0.618994,-0.202732,-0.207369,-0.0992821,0.0322593,8,0.125,0.365734,0.363162,0.359334,0.368599,0.360283,0.363384,0.363349,0.364156,8
-207.703,0.999881,0.0241533,7,127,0,210.842,-0.392446,-0.78695,0.140591,0.263637,0.257557,0.297228,-0.859492,0.187456,0.694483,0.355935,8,0.125,0.337926,0.415225,0.425898,0.425369,0.428824,0.332174,0.419281,0.46375,8
-208.315,0.999964,0.0254466,6,63,0,209.553,-0.41579,-1.01862,0.767252,0.24448,0.22851,0.0165783,-0.969881,0.518419,0.552895,0.261139,8,0.125,0.335861,0.44635,0.41291,0.4119,0.398562,0.338706,0.430353,0.432562,8
-211.075,0.99849,0.026826,7,127,0,217.081,-0.391915,1.7213,0.228365,0.91068,-0.411941,0.423977,1.14836,0.426087,0.250041,0.0391734,8,0.125,0.419583,0.405411,0.41187,0.399379,0.407259,0.414127,0.407279,0.405616,8
-209.852,0.999492,0.0281606,6,127,0,216.086,-0.443135,-0.706456,-0.293324,0.344219,-0.299167,-1.00549,-1.1117,1.09496,0.665672,0.231401,8,0.125,0.352833,0.374957,0.410117,0.37464,0.337198,0.331727,0.452702,0.428225,8
-210.224,0.999995,0.029646,7,127,0,213.066,-0.514471,2.09766,0.981494,-0.614364,0.746041,0.648885,0.0158327,-0.967517,-1.22023,0.325553,8,0.125,0.542008,0.451418,0.32861,0.432515,0.424769,0.375354,0.303761,0.286648,8
-211.541,0.988087,0.0312458,6,127,0,217.149,-0.455713,1.33005,1.19482,0.933343,1.43807,0.420243,0.287795,-1.00274,-1.72842,0.142867,8,0.125,0.433965,0.429225,0.420098,0.437759,0.402352,0.397811,0.354579,0.331226,8
-210.405,0.995132,0.031816,7,127,0,219.783,-0.330423,0.401406,-0.334252,-1.08955,-2.07207,-0.426667,-1.06121,1.06344,0.36725,0.307808,8,0.125,0.448467,0.393337,0.339439,0.275235,0.38657,0.341398,0.499228,0.445868,8
-211.82,0.996988,0.0330502,7,127,0,217.564,-0.412486,-1.41154,0.312288,-0.352465,1.47701,1.52899,0.195505,-0.636559,-0.317411,0.0334947,8,0.125,0.387041,0.400826,0.39549,0.41023,0.410651,0.399886,0.393217,0.395771,8
-213.222,0.99967,0.0344975,7,127,0,217.891,-0.489775,-1.48117,-1.28979,0.887422,-0.720503,1.4656,0.471968,-0.530902,-1.48319,0.0452876,8,0.125,0.364276,0.366285,0.389459,0.37229,0.395703,0.384995,0.374299,0.364255,8
-212.379,0.99799,0.0362577,6,127,0,216.409,-0.355119,-1.78584,-1.14003,-0.607585,-0.0922724,0.439411,-0.0162776,-1.18089,-0.910541,0.0240548,8,0.125,0.401775,0.405514,0.408605,0.411604,0.414705,0.412047,0.405277,0.406845,8
-212.878,0.999801,0.0379032,7,127,0,217.446,-0.517856,1.47277,0.825499,2.09946,-0.53858,-0.73567,0.215713,1.63983,0.2939,0.0581681,8,0.125,0.393604,0.384654,0.402338,0.366054,0.363397,0.376294,0.395926,0.377362,8
-208.517,0.987169,0.0397928,6,63,0,216.036,-0.447936,0.664514,0.0116814,-0.887252,-0.820163,-0.875396,-1.25529,-0.256353,0.669304,0.172745,8,0.125,0.417476,0.390332,0.354068,0.356723,0.354537,0.339666,0.379371,0.417677,8
-206.861,0.99968,0.040335,6,63,0,211.898,-0.172044,-0.289538,0.0484034,0.475815,0.376616,0.107103,-0.821759,-0.99765,-0.136769,0.372002,8,0.125,0.430514,0.461567,0.50124,0.492015,0.466998,0.382786,0.36745,0.444499,8
-207.928,0.999589,0.0422753,6,63,0,210.857,-0.104508,0.418103,0.0812541,0.541624,-0.143682,-0.723142,-0.734788,-0.618502,0.745028,0.57891,8,0.125,0.53433,0.485637,0.552071,0.453216,0.372118,0.370544,0.386378,0.58098,8
-210.354,0.986713,0.0442615,6,63,0,213.467,-0.571658,1.16696,0.946801,-0.588394,-0.408171,1.39149,-0.279599,1.07629,-0.818619,0.0849622,8,0.125,0.384022,0.379607,0.349406,0.352895,0.388545,0.355394,0.382202,0.344973,8
-210.474,0.997245,0.0447494,6,63,0,214.636,-0.454546,0.00882072,1.77414,0.116122,0.0287002,0.051252,0.791077,0.119668,1.56761,0.151666,8,0.125,0.388598,0.453765,0.392472,0.389315,0.390128,0.41713,0.3926,0.446013,8
-210.3,0.999973,0.0465,6,127,0,213.831,-0.354871,-1.00496,0.50029,-1.66364,0.446515,0.683869,-0.508032,-0.0876638,0.262453,0.0504979,8,0.125,0.399963,0.418336,0.392008,0.417675,0.420594,0.406,0.41113,0.415417,8
-207.58,0.996901,0.048629,6,63,0,214.245,-0.486364,0.970789,-0.0801262,0.51307,-1.26966,-0.704184,-0.497574,0.126788,-0.0546631,0.339017,8,0.125,0.460768,0.374367,0.422523,0.28561,0.326272,0.341852,0.390936,0.376391,8
-209.565,0.966427,0.0504107,6,63,0,217.035,-0.582859,1.48419,1.33341,0.323708,-0.283535,1.20701,0.135926,0.191892,-0.181767,0.0968902,8,0.125,0.391966,0.38849,0.365518,0.351984,0.385584,0.361309,0.362561,0.354236,8
-211.444,0.999243,0.0482897,6,63,0,214.616,-0.523104,0.939636,0.579429,-0.559397,-0.674313,-0.162616,-0.281702,-2.09303,1.84825,0.18101,8,0.125,0.41265,0.396943,0.34879,0.344081,0.365276,0.360293,0.288647,0.453001,8
-210.386,0.976107,0.0503191,6,63,0,214.9,-0.379732,-0.258621,-0.348072,0.30581,0.238501,0.083655,-0.836622,1.30208,-2.06629,0.259313,8,0.125,0.390123,0.384618,0.425452,0.421191,0.411434,0.355104,0.48948,0.285866,8
-207.897,0.995376,0.0494143,6,63,0,213.717,-0.39265,1.14729,0.165892,0.482506,0.509053,-0.249445,-0.362623,-1.4127,-0.921709,0.324301,8,0.125,0.494854,0.416089,0.44123,0.443353,0.383777,0.375135,0.299267,0.333686,8
-207.857,0.992334,0.0509369,6,63,0,212.556,-0.418335,-0.127975,1.38323,0.179562,-0.399052,-0.347298,-0.866185,-0.852849,0.482111,0.285754,8,0.125,0.388195,0.494232,0.40926,0.369965,0.373419,0.339426,0.340282,0.430314,8
-210.34,0.999858,0.0520777,6,63,0,212.202,-0.322404,0.935581,-1.27934,-0.141294,-1.58175,-0.589641,-0.547655,0.92553,-0.884242,0.209805,8,0.125,0.468513,0.356448,0.412886,0.342029,0.390285,0.392383,0.467988,0.375681,8
-210.931,0.999872,0.0542179,6,63,0,213.861,-0.473042,-0.412028,2.30207,-0.215409,1.45722,0.329135,-0.132306,-0.67859,0.269165,0.0983141,8,0.125,0.374362,0.438632,0.3789,0.418295,0.391578,0.380825,0.368244,0.390174,8
-206.9,0.999214,0.0564057,5,63,0,213.35,-0.55343,0.792475,1.05337,-0.0939276,-0.261823,0.18776,0.297674,0.572898,0.528155,0.289131,8,0.125,0.419628,0.438102,0.358797,0.347707,0.377742,0.38524,0.40425,0.401138,8
-207.599,0.999283,0.0585447,5,31,0,209.536,-0.471785,1.81559,0.432933,-0.152856,0.142845,0.125485,-0.280335,-0.0121275,1.11504,0.406756,8,0.125,0.566286,0.426612,0.369594,0.39803,0.396339,0.357596,0.383027,0.495441,8
-209.924,0.969155,0.0607327,6,63,0,212.853,-0.529082,-1.13424,0.000747949,-1.11687,0.410089,0.472073,-0.413562,-0.533624,-1.08289,0.180988,8,0.125,0.324237,0.370763,0.324927,0.388206,0.390873,0.353445,0.348495,0.326277,8
-210.164,0.913801,0.0585581,6,63,0,217.707,-0.393877,-0.0818036,-0.967799,-0.0448298,1.5606,1.44012,0.0436647,0.017857,-0.0195687,0.237433,8,0.125,0.398121,0.348949,0.400227,0.494166,0.487016,0.405281,0.403805,0.401667,8
-210.122,0.999629,0.0494838,6,63,0,214.14,-0.500339,0.345399,-0.244524,-1.29724,0.250447,-0.321944,-0.336357,-0.835558,-0.919464,0.0279105,8,0.125,0.379729,0.375859,0.368992,0.379105,0.375352,0.375258,0.371997,0.37145,8
-211.729,0.999038,0.051369,6,63,0,213.606,-0.357734,0.272627,-0.174819,-1.60638,0.204693,-0.711109,-0.768528,-0.69429,-0.931997,0.0127454,8,0.125,0.41235,0.410969,0.406559,0.41214,0.409315,0.409138,0.409367,0.408635,8
-210.074,0.999136,0.0532157,6,63,0,214.502,-0.367999,-0.650734,-0.989382,1.03441,-0.112755,0.677793,-1.21461,0.394169,1.10114,0.0782157,8,0.125,0.396781,0.390459,0.428716,0.406894,0.421898,0.386274,0.416497,0.429995,8
-210.542,0.974794,0.0551061,6,63,0,215.599,-0.249285,-0.657764,0.476378,0.369713,0.999817,-0.0128714,-1.43939,0.711758,-0.900924,0.0653083,8,0.125,0.427455,0.445672,0.443952,0.454132,0.437793,0.415011,0.449473,0.423573,8
-215.579,0.996274,0.0538885,6,63,0,219.612,-0.180409,0.967642,-0.0424217,2.35956,1.04373,-2.18051,-0.781774,-1.17267,-0.178431,0.28679,8,0.125,0.524256,0.452004,0.621587,0.529696,0.308795,0.400204,0.37362,0.442362,8
-210.028,1,0.0553866,5,31,0,217.588,-0.268391,1.2303,-0.563578,1.2128,1.15547,-1.21986,-0.553908,-0.311915,0.0524572,0.20919,8,0.125,0.497244,0.404612,0.496329,0.493331,0.372017,0.405099,0.417355,0.435999,8
-210.88,0.999909,0.0573856,6,63,0,214.748,-0.541514,-0.60195,-0.0309329,0.330896,0.387648,-1.95443,0.0664144,1.03207,0.296722,0.153744,8,0.125,0.34659,0.36673,0.379743,0.3818,0.301115,0.370213,0.405442,0.378506,8
-208.414,0.992513,0.0594081,6,63,0,215.167,-0.49419,1.23907,0.527429,-0.613404,-0.409157,1.18803,-0.225966,-1.1077,-0.934768,0.27725,8,0.125,0.462407,0.413877,0.339784,0.3526,0.458891,0.364279,0.309747,0.320091,8
-206.393,0.999198,0.0604429,5,31,0,211.32,-0.473931,1.03099,0.614455,0.735973,0.495685,0.245888,-0.239207,-0.296093,0.0942028,0.262207,8,0.125,0.449276,0.422427,0.43022,0.414848,0.399042,0.368967,0.365501,0.389544,8
-207.003,0.98855,0.062406,3,15,0,211.242,-0.440916,0.745977,0.339799,0.64742,0.428744,-0.00843744,0.222263,-0.248793,0.139984,0.18873,8,0.125,0.425526,0.406902,0.420986,0.41096,0.391143,0.40156,0.380395,0.397834,8
-210.999,0.939974,0.0628797,6,63,0,214.847,-0.440636,1.54505,0.314476,-1.0856,0.609849,0.290642,-1.36529,-0.298911,-0.479088,0.0281988,8,0.125,0.402017,0.393704,0.384321,0.395694,0.393544,0.382456,0.389583,0.388376,8
-209.206,0.979154,0.0568485,5,63,0,214.432,-0.432532,-0.569257,0.274897,-0.500243,-1.23865,-0.817372,-1.41438,0.117163,-0.71772,0.142867,8,0.125,0.374289,0.402933,0.376601,0.352175,0.366025,0.346468,0.397524,0.369335,8
-209.013,0.994963,0.0561103,5,63,0,212.424,-0.286253,0.599379,-1.05071,0.301966,-0.680279,0.63814,-0.758738,-0.0324824,0.367684,0.0868056,8,0.125,0.44171,0.40674,0.435354,0.414521,0.44254,0.412869,0.428231,0.436756,8
-213.185,0.997185,0.0573418,5,31,0,215.025,-0.634576,0.596905,-1.62097,-1.08836,-0.19232,0.349789,0.700697,0.633815,-1.03984,0.257179,8,0.125,0.382001,0.258946,0.286084,0.335361,0.367114,0.388322,0.384244,0.288639,8
-208.897,0.99768,0.0588621,6,63,0,216.915,-0.279998,1.01749,0.567934,-1.49876,-1.20768,0.322808,-0.778139,-0.610221,-0.119881,0.175884,8,0.125,0.474762,0.455095,0.367349,0.379326,0.444425,0.397268,0.404361,0.425293,8
-207.421,0.986776,0.0604604,6,63,0,211.555,-0.758653,0.522391,0.340209,0.864862,-0.435612,0.185897,0.11742,0.562796,0.0673084,0.547139,8,0.125,0.383946,0.360658,0.429117,0.269533,0.341427,0.333053,0.389188,0.326991,8
-207.845,0.970124,0.0606278,6,63,0,212.507,-0.306454,-0.21549,0.137303,-0.491266,0.396819,0.582812,-1.42945,-1.35731,-0.132278,0.205696,8,0.125,0.413193,0.430892,0.39951,0.444028,0.453492,0.354232,0.357634,0.41735,8
-212.568,0.993771,0.0586474,6,63,0,214.628,-0.461977,0.89649,0.00381821,-2.85772,0.452669,0.872377,0.375896,-0.00533022,0.0664852,0.271761,8,0.125,0.445629,0.386763,0.224681,0.416062,0.444011,0.411002,0.386173,0.39081,8
-211.392,0.991649,0.0596873,6,63,0,217.143,-0.415115,-0.480837,0.801253,2.26849,-0.276343,-0.977798,-1.55665,-0.230721,-0.310462,0.143977,8,0.125,0.381227,0.425618,0.477888,0.388196,0.364498,0.345419,0.389757,0.38703,8
-208.122,0.997254,0.0604521,6,63,0,215.744,-0.201214,0.280922,0.294982,0.0449111,-0.18774,0.219342,-1.56422,-1.39543,0.724039,0.222734,8,0.125,0.465395,0.466174,0.452342,0.43954,0.461984,0.365953,0.37472,0.490015,8
-206.883,0.967227,0.0619395,5,63,0,214.795,-0.310928,0.970857,0.511093,-0.0300509,0.444235,-0.258151,-0.687464,-0.788769,0.931723,0.319617,8,0.125,0.499844,0.463173,0.420546,0.457864,0.40289,0.370364,0.362846,0.496717,8
-207.676,0.963186,0.0595562,5,63,0,214.657,-0.553178,0.736588,0.45336,0.487609,-0.356071,0.554975,-0.985516,0.514102,0.113733,0.260492,8,0.125,0.410644,0.392914,0.395044,0.343907,0.399245,0.307912,0.396694,0.372022,8
-207.06,0.997098,0.0567992,5,63,0,212.927,-0.397203,0.87409,0.233094,0.579101,-0.305825,0.485579,-1.10187,0.66193,0.164082,0.251548,8,0.125,0.455784,0.416157,0.437447,0.383639,0.431666,0.337518,0.44258,0.411946,8
-210.158,0.997088,0.0581516,6,63,0,213.554,-0.470255,-1.91465,0.609697,0.0930539,-0.0602419,-0.551842,-0.0884522,-0.147759,-0.652303,0.0646667,8,0.125,0.355702,0.393929,0.385981,0.383634,0.376146,0.383203,0.382297,0.374622,8
-208.91,0.939861,0.0595126,6,63,0,213.298,-0.381027,1.73481,-1.01087,-0.148953,0.126066,0.285267,-0.753661,-0.642193,0.424112,0.119931,8,0.125,0.456865,0.377009,0.401579,0.40953,0.414155,0.384282,0.38745,0.418201,8
-212.593,0.98067,0.0541163,6,127,0,219.114,-0.342023,-1.48532,0.867653,0.356592,-0.139324,-0.561933,0.792941,0.431022,-0.2251,0.00445957,8,0.125,0.413711,0.416258,0.415704,0.415167,0.41471,0.416177,0.415785,0.415074,8
-209.572,0.999288,0.053545,6,63,0,219.64,-0.449286,1.18459,-0.291417,-0.406482,0.0510292,-0.349299,-0.274012,0.530761,-0.596913,0.0224323,8,0.125,0.395868,0.387977,0.387364,0.389803,0.387669,0.38807,0.392366,0.386351,8
-211.99,0.989373,0.0550275,6,63,0,213.769,-0.4004,1.24158,-0.757454,1.48278,0.559332,-0.636803,0.700686,-1.10386,0.445302,0.0236153,8,0.125,0.40828,0.396927,0.409657,0.404394,0.397609,0.405198,0.39497,0.403745,8
-211.204,0.991137,0.0554035,6,63,0,216.048,-0.499732,-0.028774,-1.36767,0.344017,1.87108,0.932269,0.341242,-0.0620483,-0.724856,0.0839921,8,0.125,0.377036,0.351009,0.384418,0.415184,0.396175,0.384363,0.37638,0.363405,8
-213.57,0.996672,0.0559704,6,63,0,219.33,-0.407407,0.608443,0.344962,1.06269,0.707329,0.493181,1.14215,-0.424189,2.46256,0.0223305,8,0.125,0.402798,0.401383,0.40524,0.403329,0.402179,0.405668,0.397264,0.412796,8
-212.264,0.999651,0.0571623,6,63,0,217.099,0.351794,0.240483,-0.843792,-0.939575,0.0782406,0.0541243,-1.64015,-0.739518,-1.92253,0.593373,8,0.125,0.621164,0.462846,0.448749,0.59826,0.594816,0.349457,0.47826,0.312387,8
-211.174,0.925998,0.058709,4,15,0,215.108,0.0233141,0.121632,-0.767048,-0.719534,-0.135642,-0.0940119,-1.65281,-0.813284,-1.88666,0.570634,8,0.125,0.523164,0.39786,0.404373,0.486481,0.492418,0.284991,0.391557,0.258596,8
-209.819,0.993437,0.0520666,6,63,0,216.082,-0.474764,1.04434,1.20259,0.295016,0.235917,-0.292277,0.503745,0.752363,0.960408,0.0489032,8,0.125,0.395633,0.397485,0.386906,0.386221,0.380116,0.38933,0.392224,0.394652,8
-208.459,0.990946,0.0528205,6,63,0,212.855,-0.555022,1.92897,0.247161,0.253029,-0.74175,0.776063,-0.627057,-0.0647549,0.0540757,0.400099,8,0.125,0.553978,0.387904,0.388461,0.299057,0.439173,0.308764,0.358719,0.369728,8
-207.506,0.979373,0.0533098,5,31,0,211.102,-0.402951,0.46731,0.247471,0.328572,-1.00406,-0.424025,0.122075,-0.378146,-0.570533,0.176227,8,0.125,0.42053,0.411119,0.414584,0.358957,0.382801,0.40578,0.384713,0.37672,8
-211.203,0.998575,0.0525871,5,31,0,212.895,-0.260364,-0.198975,1.67689,-0.731909,-0.465225,-0.34926,-0.73118,-0.117201,-0.176424,0.573601,8,0.125,0.407455,0.668521,0.33622,0.371166,0.38682,0.336313,0.418827,0.410582,8
-211.076,0.969845,0.0538546,6,63,0,217.745,-0.166301,-0.294091,-0.349025,-1.39709,-1.44526,-0.248412,-0.683967,-0.481465,1.20445,0.159962,8,0.125,0.446865,0.444694,0.403769,0.401916,0.448672,0.431506,0.439469,0.506591,8
-210.048,0.976667,0.0521442,6,63,0,215.456,-0.442593,0.0367173,-0.375827,-1.35611,-1.53631,0.308288,-0.90797,-0.44761,1.38413,0.215988,8,0.125,0.393014,0.371972,0.32399,0.315525,0.40709,0.34554,0.368357,0.464152,8
-211.793,0.999899,0.0511678,6,63,0,215.476,-0.470655,0.519275,2.11431,1.49477,1.32605,0.0799571,0.201729,0.00902169,-1.20631,0.107856,8,0.125,0.397798,0.439642,0.423253,0.418817,0.386504,0.389623,0.384691,0.354169,8
-208.376,0.993714,0.0525075,6,63,0,217.911,-0.740302,0.709401,0.911972,0.298411,0.647225,0.816408,0.878316,0.438296,-0.289457,0.41023,8,0.125,0.389531,0.409463,0.350263,0.383483,0.400019,0.406129,0.363432,0.297539,8
-207.471,0.992186,0.0532302,6,63,0,211.802,-0.671651,0.419338,1.09132,-0.110501,-0.73066,0.780715,-0.0898204,0.359873,-0.176164,0.695317,8,0.125,0.406108,0.521777,0.321152,0.235108,0.467843,0.324295,0.396176,0.31128,8
-210.152,0.98283,0.0537939,6,63,0,212.646,-0.401159,0.962224,-1.06476,0.459596,-0.222341,0.609396,-0.480988,-0.824599,1.49731,0.0653375,8,0.125,0.416225,0.384444,0.408268,0.397549,0.410635,0.393509,0.388164,0.424744,8
-210.561,0.984119,0.0533968,6,63,0,214.663,-0.338267,-0.525648,1.94171,-1.23101,-0.838461,-0.702183,-0.507935,-0.433039,0.719292,0.148784,8,0.125,0.39736,0.48766,0.37252,0.38627,0.391088,0.397992,0.400665,0.442444,8
-212.048,0.985348,0.0531301,6,63,0,215.863,-0.479133,-0.0804141,-0.511251,1.53749,-0.016859,2.45948,0.0532266,0.127118,-1.0006,0.100224,8,0.125,0.380555,0.37043,0.419448,0.382058,0.442103,0.383718,0.38547,0.359067,8
-213.187,0.99699,0.0529845,6,63,0,217.198,-0.504506,-0.273652,0.960037,2.80482,-1.02259,0.939047,0.511539,-0.00625275,-0.980816,0.14763,8,0.125,0.367047,0.410288,0.477407,0.341758,0.409538,0.394368,0.376266,0.343146,8
-208.016,0.99999,0.0540001,6,63,0,215.287,-0.426393,-0.659119,-0.0530581,0.125712,0.0844233,-0.660143,0.0305654,0.796018,0.16265,0.142797,8,0.125,0.372732,0.393179,0.399286,0.397873,0.372698,0.396031,0.42245,0.400552,8
-209.224,0.998146,0.0553297,6,63,0,212.459,-0.452947,0.363034,-0.912458,0.28194,-1.33693,-0.70351,0.00538775,0.133112,0.608122,0.348744,8,0.125,0.419131,0.316228,0.412262,0.285123,0.332191,0.389107,0.399746,0.440073,8
-210.255,0.994274,0.0564815,5,63,0,215.706,-0.384349,0.230676,-0.189373,0.99002,-2.12887,-0.824809,-0.0673,-0.0033379,0.837976,0.285418,8,0.125,0.421039,0.392122,0.474577,0.270524,0.349835,0.400458,0.404849,0.46377,8
-216.62,0.909715,0.0572309,6,63,0,220.887,-0.0823798,-1.38654,0.472433,0.352864,-0.336568,-1.45139,-1.17494,-2.4164,1.26593,0.0912783,8,0.125,0.447954,0.490187,0.48746,0.471755,0.446491,0.452735,0.424838,0.508292,8
-217.032,0.978302,0.0496209,6,63,0,222.267,-0.735702,-1.28689,0.340804,0.15209,-0.976487,-1.20654,-0.260646,-2.06414,1.79219,0.0755017,8,0.125,0.30304,0.329605,0.326465,0.308012,0.304323,0.31965,0.29079,0.354255,8
-209.508,0.998837,0.048841,6,63,0,219.889,-0.429203,1.33904,-0.776725,-0.0446053,0.450284,0.819407,-1.24348,0.0112568,-1.22157,0.272695,8,0.125,0.483992,0.345018,0.391415,0.423991,0.448742,0.316848,0.39505,0.318143,8
